省份编码,省份,年份,国有控股工业企业单位数(个),国有控股工业企业亏损企业单位数(个),国有控股工业企业实收资本(亿元),国有控股工业企业国家资本金(亿元),国有控股工业企业集体资本金(亿元),国有控股工业企业法人资本金(亿元),国有控股工业企业个人资本金(亿元),国有控股工业企业港澳台资本金(亿元),国有控股工业企业外商资本金(亿元),国有控股工业企业流动资产合计(亿元),国有控股工业企业应收账款净额(亿元),国有控股工业企业存货(亿元),国有控股工业企业产成品(亿元),国有控股工业企业固定资产合计(亿元),国有控股工业企业固定资产原价合计(亿元),国有控股工业企业累计折旧(亿元),国有控股工业企业资产总计(亿元),国有控股工业企业流动负债合计(亿元),国有控股工业企业应付帐款(亿元),国有控股工业企业负债合计(亿元),国有控股工业企业所有者权益合计(亿元),国有控股工业企业主营业务收入(亿元),国有控股工业企业主营业务成本(亿元),国有控股工业企业销售费用(亿元),国有控股工业企业主营业务税金及附加(亿元),国有控股工业企业管理费用(亿元),国有控股工业企业财务费用(亿元),国有控股工业企业利息支出(亿元),国有控股工业企业营业利润(亿元),国有控股工业企业利润总额(亿元),国有控股工业亏损企业亏损总额(亿元),国有控股工业企业应交所得税(亿元),国有控股工业企业本年应交增值税(亿元),国有控股工业企业工业销售产值(现价)(亿元),国有控股工业企业出口交货值(亿元)
110000,北京市,2003,1362,422,956.96936,517.93212,5.88644,308.73893,22.37366,13.07451,88.9637,1376.25214,291.87534,362.29598,107.57324,1438.23841,2111.56076,857.68407,3388.12094,1236.26273,267.15104,1762.95797,1622.34883,2065.89941,1726.52482,61.15488,30.42672,171.81831,31.17593,27.72196,68.73443,118.59702,22.76184,20.66612,84.79179,2019.56908,226.47854
110000,北京市,2002,1866,638,1018.01752,461.50764,5.06798,420.13167,21.99897,15.24772,94.06354,1299.01809,312.57177,359.4193,113.79998,1486.10275,2133.82905,826.63188,3349.35127,1166.18429,,1754.26642,1595.08485,1859.2524,1562.66847,60.26011,24.75177,167.68928,33.49939,29.4675,36.97862,83.18346,24.13366,14.60435,74.67517,1841.65686,204.54895
110000,北京市,2001,2173,686,956.96355,429.91961,7.0422,386.05449,25.93915,28.05693,79.95117,1381.02181,372.26525,402.20102,127.55126,1531.80569,2116.94713,772.4509,3409.99566,1256.45949,,1835.34868,1574.64698,1898.5671,1617.16644,64.51027,23.84596,167.75855,35.70665,36.14155,20.33531,75.28435,39.4095,16.72722,71.44403,1863.36442,201.9243
110000,北京市,2000,2430,618,855.4229,453.88104,6.75862,302.45917,22.33377,15.77028,54.22002,1400.82739,338.92499,398.16078,131.8509,1536.11589,2039.12665,722.41965,3345.364,1264.93531,,1865.3651,1479.9989,1871.36038,1581.79682,57.77184,22.1676,152.60856,36.96847,35.53693,45.96948,81.82452,21.35269,18.87348,70.211,1691.29253,149.37403
120000,天津市,2019,476,,,,,,,,,3464.05,704.35,675.0,195.06,,,,8602.03,,,5034.84,,,,68.73,,250.64,57.49,,,137.59,,,,,
120000,天津市,2018,466,,,,,,,,,4264.4,684.5,760.6,234.4,,,,10627.8,,,6616.7,,,,71.4,,233.6,99.0,,,672.5,,,,,
120000,天津市,2017,482,163,2338.18,1160.27,4.38,989.73,51.91,0.89,130.64,4501.3,816.28,1016.26,411.3,4160.74,8366.87,4401.03,11225.93,5707.89,1419.42,7311.2,3859.62,6230.55,5143.9,66.94,,248.11,112.73,118.92,465.42,503.65,135.96,,,,
120000,天津市,2016,530,158,2504.05,1335.21,8.16,988.67,60.66,2.58,91.82,4880.77,868.8,1270.76,513.92,4977.7,8419.85,4174.31,11847.11,6238.61,1434.53,7943.57,3871.86,6657.38,5671.92,72.06,,280.24,81.84,389.09,311.1,344.17,131.97,,,7068.09,151.52
120000,天津市,2015,562,170,2425.47,1604.41,14.66,656.91,51.03,3.87,90.62,5194.12,849.16,1256.08,466.53,5029.1,8218.12,3861.92,12141.8,6568.81,1495.32,8171.09,3963.68,7726.07,6660.98,73.8,,279.71,100.22,135.77,417.72,439.6,95.21,,,7314.14,196.95
120000,天津市,2014,553,161,2306.49,1103.18,16.67,898.55,54.79,5.1,65.27,5070.66,819.94,1128.89,441.04,4990.58,7649.12,3396.38,11530.97,6024.3,1481.35,7572.72,4271.18,9006.01,7729.45,70.07,230.34,269.77,132.09,138.17,653.26,680.84,95.87,146.67,284.07,8191.01,214.52
120000,天津市,2013,565,149,2164.57,898.96,13.9,1028.79,41.89,3.61,63.46,4630.91,793.88,1172.73,410.83,4676.82,7102.49,3034.85,10554.4,5687.08,1518.5,7063.04,3484.5,9275.43,7891.52,68.85,228.55,286.41,113.15,125.08,733.14,750.84,60.65,163.79,374.97,8557.98,181.8
120000,天津市,2012,575,142,2052.16165,824.12609,9.98205,1116.69792,32.03691,4.03778,65.13082,4059.60922,584.31385,1040.80636,377.10429,4487.33511,6342.0384,2679.37325,9516.62082,4802.66016,1162.61895,6122.28608,3385.57677,8634.86467,7247.54939,65.12774,226.24742,248.97241,108.02411,118.0427,817.79151,852.45973,57.27389,172.36806,348.43805,8309.99828,231.87854
120000,天津市,2011,557,119,1620.27215,462.30879,9.64847,1046.17599,38.16739,3.35703,60.61444,3706.62759,508.48113,937.68277,332.58049,3996.29824,5707.61202,2293.80033,8584.98694,4270.87584,1126.70865,5509.50728,3075.124,8653.3458,7142.81349,55.20273,207.3429,221.99207,82.09201,90.97729,836.82647,859.82389,58.36024,176.31633,353.30812,8263.74306,213.27511
120000,天津市,2010,801,196,1608.3248,659.11528,4.55293,843.58139,32.00169,4.67885,64.39466,2983.5169,465.20847,725.35276,232.79445,3704.59503,5118.64589,1924.69486,7460.00433,3507.78951,920.09519,4695.49519,2764.50914,7234.42815,6117.7351,47.34504,185.32521,204.5278,64.00838,60.29704,709.30972,720.99205,33.67066,152.81529,359.79594,6644.61678,183.71721
120000,天津市,2009,974,294,1375.01749,509.50263,6.06159,767.68408,33.20775,2.64946,55.91198,2729.39511,421.16479,636.04907,196.41693,3344.01049,4440.75102,1648.08282,6970.54828,3659.47007,762.18456,4784.96402,2185.58423,5492.57883,4680.4729,43.54342,122.36014,211.65158,55.15249,55.10627,476.72954,353.01856,54.16628,70.77877,300.33146,5148.07918,170.98683
120000,天津市,2008,884,269,1586.95482,878.44636,11.97179,617.15756,24.39886,5.35573,49.62452,2065.59754,284.95927,553.93137,189.79214,2431.84677,3266.52585,1249.18765,5422.18483,2630.12714,610.41392,3424.53887,1997.64596,5175.97052,4390.03384,46.77317,71.45775,164.85628,57.73976,58.40291,425.65137,434.00789,143.0218,90.46165,158.62805,4706.40054,376.66752
120000,天津市,2007,1310,523,1195.70241,562.99549,3.8842,557.40878,25.58453,7.41268,38.41673,1636.14151,256.66006,452.20983,136.79058,2023.60324,3122.37593,1410.3842,4280.33265,2120.89085,449.28889,2682.22973,1598.10292,3977.81114,3292.69654,68.9253,69.28092,140.84397,39.55377,38.38652,410.55494,440.7357,45.39497,22.87939,143.99556,3828.89993,299.1771
120000,天津市,2006,1225,502,999.17,465.75,2.3,469.53,19.39,4.96,37.24,1434.31,249.63,379.0,115.98,1777.34,2723.48,1259.04,3656.85,1727.7,378.39,2198.39,1458.46,3529.81,2854.77,48.99,81.82,132.56,27.53,29.2,384.76,403.02,53.44,38.6,128.1,3391.83,280.06
120000,天津市,2005,1497,752,955.77521,438.00607,2.33997,431.26585,18.15317,9.44669,56.56346,1286.20815,229.82661,336.35226,101.04053,1573.30975,2513.198,1134.69853,3267.13896,1460.86137,313.85918,1966.53033,1300.60865,2738.57628,2257.75466,40.34606,57.30231,119.04914,21.9862,28.49671,239.1507,262.65881,42.54575,30.42627,105.89483,2680.89525,179.94537
120000,天津市,2004,1884,868,944.19838,313.57995,2.79156,544.86308,20.37596,8.16661,54.42122,1170.60886,218.30762,293.14919,90.46356,1446.88697,2237.67943,973.51799,3014.90212,1289.8681,247.28333,1762.4724,1252.42972,2122.86906,1746.38893,36.84572,40.52573,113.40513,23.11261,29.47663,151.1374,151.11396,28.68178,22.25881,77.46844,2036.33486,96.943
120000,天津市,2003,1625,792,675.95598,282.85233,6.75714,288.35767,18.60745,24.16863,55.21276,1019.26738,239.84278,256.66214,84.68973,1338.30466,2070.16447,877.64171,2715.26929,1128.26787,226.23007,1654.03464,1061.23465,1667.86123,1363.90356,39.29268,31.7084,100.8293,31.43071,30.42238,110.86161,107.12908,28.26164,8.06195,69.93527,1455.3281,98.4407
120000,天津市,2002,1636,754,688.99656,358.86178,4.93664,232.55567,12.72092,35.519,44.40255,905.64108,221.32989,229.26473,84.89646,1310.40453,2011.61979,800.06627,2591.88691,1021.39158,,1579.49789,1012.38902,1245.79149,1023.39026,33.34852,24.85929,93.70524,34.54523,32.53507,39.85464,54.46954,38.06853,4.68275,54.02061,1074.8701,93.9544
120000,天津市,2001,1810,778,657.44287,413.38514,3.32279,156.35746,11.56246,30.86993,41.94509,886.96612,213.40997,242.44018,100.48124,1295.60615,1909.56901,727.17705,2513.14821,945.08332,,1546.06319,920.92088,1108.42437,911.68099,28.53803,21.1163,95.21556,37.05033,3.23769,16.29517,38.68348,39.24673,4.09611,55.79511,951.01643,70.5756
120000,天津市,2000,1843,763,602.12659,438.12658,2.58578,125.57805,9.10654,7.20196,19.52768,884.92496,259.70869,236.16788,92.06585,1238.89778,1716.58479,623.90506,2396.17318,937.42779,,1540.56184,855.61134,984.16227,816.64734,22.16601,16.37292,85.37811,39.8775,40.37258,13.64777,33.62886,36.00562,4.3007,41.20355,854.03963,55.4088
130000,河北省,2019,788,,,,,,,,,5478.62,976.2,1211.11,369.71,,,,17923.5,,,11502.86,,,,170.77,,500.85,246.43,,,307.18,,,,,
130000,河北省,2018,700,,,,,,,,,5786.3,1074.0,1483.8,420.9,,,,17478.9,,,11199.8,,,,178.7,,460.3,228.0,,,374.0,,,,,
130000,河北省,2017,699,189,3221.09,2340.66,35.12,768.41,59.64,14.9,32.1,5515.01,1006.7,1360.33,398.53,8417.18,14071.3,5950.54,17491.84,8306.94,2265.64,11295.98,6048.42,9865.84,8179.13,164.38,,471.69,228.46,237.43,494.58,518.45,108.07,,,,
130000,河北省,2016,714,198,3425.68,2091.01,13.48,1183.44,78.76,18.87,40.13,5407.94,988.35,1466.31,400.54,8428.33,13598.17,5842.23,17303.45,8351.72,2226.23,11289.6,5999.74,9179.34,7735.78,160.95,,450.27,236.43,248.19,234.85,284.12,138.62,,,8645.2,352.65
130000,河北省,2015,818,264,2812.17,1610.77,15.81,1062.85,70.47,5.2,47.07,5074.54,901.19,1418.51,417.32,8458.66,12718.18,5264.09,16484.92,7860.78,2014.5,10778.83,5696.91,9553.9,8271.51,144.61,,468.88,261.09,262.89,113.49,158.73,224.34,,,8979.21,359.75
130000,河北省,2014,794,241,2952.35,1768.19,13.06,1062.1,52.54,8.19,43.98,5238.53,867.79,1602.57,457.17,8106.58,12228.36,4861.65,16507.43,7860.12,2019.55,10840.86,5657.22,10989.9,9548.7,144.53,275.53,519.64,284.29,291.84,168.03,216.38,239.45,75.44,357.22,10260.12,457.71
130000,河北省,2013,764,177,2844.26,1500.55,30.8,1195.03,66.91,14.02,36.11,5146.01,835.3,1498.18,410.34,7592.96,12167.55,4367.17,15708.16,7257.52,1900.62,10223.35,5476.6,11306.71,9899.21,138.16,248.73,497.78,265.19,290.11,267.29,311.34,135.78,70.47,376.33,10321.51,365.93
130000,河北省,2012,708,168,2654.10306,1102.46606,11.59989,1444.30187,48.30809,14.76498,32.66217,4831.29825,740.30928,1364.58084,366.19295,7290.56773,10045.66274,3818.6885,14637.31647,6519.91969,1560.48157,9455.71587,5173.35157,11918.61012,10493.8459,125.13788,251.84423,493.25351,256.82477,260.70847,299.45535,340.79869,120.05415,65.29149,410.7782,10693.87387,306.90804
130000,河北省,2011,690,154,2513.92499,872.86475,20.67584,1525.86821,52.14576,13.14237,29.22806,4670.22301,653.91398,1347.44648,359.8356,6454.98861,9058.84394,3397.36792,13506.43114,5963.28183,1617.87064,8814.49104,4682.88152,11554.45047,10047.34173,114.87951,228.5821,500.50327,223.34993,223.08546,449.23556,480.31906,108.1227,76.77468,378.95563,10606.45522,259.26458
130000,河北省,2010,765,191,2188.01589,779.26045,7.55151,1305.36426,53.85846,12.87024,29.11097,3879.7643,580.49828,1161.03703,293.75872,6293.25348,8237.32049,2942.30092,12144.2467,5132.48686,1341.71809,7905.57675,4230.39246,9936.35054,8684.35144,99.28609,249.38403,420.01614,166.67134,155.98931,380.67654,365.53917,79.75062,83.9281,308.60362,8826.40741,269.95131
130000,河北省,2009,794,241,1996.51453,747.14602,5.01692,1154.27035,50.62448,9.20001,30.25675,3252.45815,438.32832,947.26651,254.87079,5500.93348,7128.99114,2522.0545,10210.87213,4402.13256,1109.23472,6639.32969,3568.09243,7482.67697,6515.27226,86.24154,175.64318,335.46603,130.5971,133.04391,248.58395,262.39859,79.80962,46.39853,275.21113,6687.68705,109.91765
130000,河北省,2008,810,275,1596.24069,838.22019,9.49661,680.69106,37.35654,8.35062,22.12567,2797.17203,372.54479,826.03448,244.319,4161.7281,5826.52318,2135.02801,8235.07196,3693.98666,860.05907,5302.46981,2926.9544,6849.31219,6026.6792,79.82712,87.23239,315.21992,132.96428,129.7305,224.91576,276.82012,151.8345,58.14855,295.00125,6572.65928,225.54332
130000,河北省,2007,832,241,1349.21493,790.41077,4.532,479.77411,30.86398,15.10173,28.53234,2435.61653,364.46972,664.84957,174.8456,3468.79894,5094.43241,1954.14817,6675.00033,2820.80299,656.53964,4073.01737,2594.35546,5488.8685,4643.31331,78.80506,75.68799,262.42127,93.42305,93.03474,342.55667,366.9771,59.34426,59.45709,256.31007,5211.70054,230.26429
130000,河北省,2006,1120,408,1266.26,768.74,4.88,428.54,32.69,15.55,15.87,1939.31,287.61,518.34,165.9,3080.49,4501.08,1797.79,5472.76,2382.71,545.61,3493.95,1975.19,4318.41,3637.93,65.27,64.5,268.58,74.01,70.82,219.97,232.43,92.8,76.29,213.7,4266.64,134.54
130000,河北省,2005,1233,443,1117.18773,689.67311,7.78757,343.84921,25.12828,17.22585,33.52371,1859.03796,310.53062,535.40848,174.33732,2793.83316,4118.36118,1602.51211,5054.90937,2218.20605,499.43576,3235.57163,1819.33774,4021.95606,3388.22225,71.91843,57.04099,236.05561,68.05575,63.31945,216.46156,224.39994,56.08433,70.67561,183.20719,3970.13672,131.77862
130000,河北省,2004,1498,551,1086.52449,817.0043,9.6604,192.78515,25.47982,13.88311,27.71171,1757.36217,293.19286,476.79645,157.96027,2559.51315,3806.88961,1452.81398,4724.69095,1970.7509,427.50602,3029.70107,1694.98988,3451.67964,2859.21392,65.64974,50.08834,236.20348,65.24345,63.01708,193.38748,182.61832,60.10839,51.74203,170.62272,3337.75075,118.11704
130000,河北省,2003,1675,563,1088.41492,730.62475,7.42871,277.14287,24.39158,17.88127,30.94574,1565.24804,308.07343,416.29058,156.37679,2411.33565,3521.11441,1314.36352,4377.64856,1791.12847,331.60938,2760.48717,1617.16139,2753.83739,2237.64663,59.86513,44.19414,200.13956,66.94042,62.47832,151.14076,161.92293,31.54568,33.84603,151.67276,2333.88164,105.92463
130000,河北省,2002,2061,665,985.59951,662.40749,7.48121,248.07545,22.36887,21.77566,23.49083,1441.7388,313.71138,379.43299,163.02419,2344.9043,3239.49233,1161.17984,4126.97589,1660.1104,,2625.71986,1501.25603,2249.87909,1837.35592,52.81657,40.224,169.08689,69.9507,66.28528,86.977,107.78049,30.56797,34.22129,127.18791,1931.73168,82.20572
130000,河北省,2001,2512,788,1007.38162,764.32609,8.11642,165.6529,22.99186,24.28838,22.00597,1424.01215,336.0932,399.1674,170.73292,2373.4031,3153.53801,1217.01466,4142.38526,1641.07524,,2653.97122,1488.41404,2076.14988,1705.66111,52.66257,35.71013,161.29307,63.37528,64.26493,69.21539,88.18869,38.58598,25.47235,121.02819,1854.20999,87.3244
130000,河北省,2000,2707,768,950.10472,791.56686,4.4886,93.22256,20.47785,24.06765,16.2812,1362.08062,364.31505,396.51008,173.66501,2223.01149,2856.30793,944.72094,3914.9811,1510.53137,,2409.57559,1505.40551,1951.62448,1580.21257,50.45537,31.8362,154.27961,63.85291,62.13071,76.23729,93.00979,31.53908,27.38857,109.10132,1774.02816,91.6396
140000,山西省,2019,1104,,,,,,,,,9248.69,1481.21,1035.9,377.86,,,,26946.22,,,19562.54,,,,348.38,,711.89,499.0,,,555.62,,,,,
140000,山西省,2018,878,,,,,,,,,8290.0,1222.0,1117.4,388.1,,,,24544.9,,,17826.9,,,,349.5,,655.5,496.1,,,612.0,,,,,
140000,山西省,2017,861,282,3348.05,2320.01,59.7,844.88,96.6,7.56,19.3,8009.56,1206.26,1053.61,359.82,8816.38,14405.75,5938.43,23479.38,11155.69,2286.75,17554.85,5957.37,9215.52,7133.47,341.5,,621.96,488.26,505.84,418.56,426.7,262.21,,,,
140000,山西省,2016,802,333,3128.86,2131.41,44.88,832.15,90.61,7.71,20.65,7624.88,1229.53,978.41,343.6,9189.19,13364.92,5564.5,22133.69,11169.05,2165.93,17119.55,5024.22,7809.76,6364.55,301.71,,522.72,422.73,448.95,109.11,115.33,240.93,,,6078.59,125.89
140000,山西省,2015,788,384,2822.13,2040.65,52.49,590.43,101.09,0.15,35.89,7375.85,1240.63,976.09,370.23,9148.33,12514.28,5218.3,21080.93,9968.34,1941.47,16127.95,4941.99,8565.88,7345.51,338.43,,506.56,408.71,422.92,-128.34,-89.07,379.99,,,6261.44,156.17
140000,山西省,2014,757,358,2623.46,1663.32,63.53,769.25,87.45,2.7,33.07,6559.54,1211.18,997.28,377.1,8976.95,12095.93,4940.45,19419.96,8869.66,2007.59,14388.54,5006.9,10329.39,8791.34,358.24,105.6,621.01,388.48,403.33,91.14,113.17,259.43,80.11,392.45,7432.41,183.33
140000,山西省,2013,764,323,2497.24,1330.85,42.71,1011.58,78.03,0.43,30.65,5916.7,1020.87,1002.31,347.85,7693.04,10557.7,4369.01,17704.74,7388.52,1806.1,12709.9,4987.61,10285.81,8538.41,340.07,112.51,728.1,322.04,351.95,336.71,357.11,207.08,113.99,483.77,8266.39,173.86
140000,山西省,2012,738,275,2315.48725,1141.69976,39.61048,1022.94024,75.91223,2.56225,32.76229,5676.65185,887.61384,921.05443,307.50278,6611.30531,9327.44724,3854.65443,15476.96292,6767.47743,1608.9172,10616.93554,4821.74409,10419.54346,8565.45947,308.15693,115.98689,726.34414,275.97539,291.56782,539.76547,554.31006,166.21903,156.94543,534.03033,8786.67354,136.03875
140000,山西省,2011,645,165,2031.2116,756.06325,16.03927,1168.1994,61.61648,2.46208,26.83099,5627.33766,779.08367,944.67988,341.48427,6266.21235,8407.64496,3384.01328,14008.51278,6064.71703,1506.52219,9346.763,4616.0625,9207.3375,7277.85729,260.0385,110.26337,699.92824,211.61006,215.68742,724.38653,700.12124,106.46157,208.83873,547.48519,7988.31108,147.62862
140000,山西省,2010,664,203,1841.52699,851.41002,11.51073,886.9224,46.3943,17.58358,27.70596,4486.09816,572.81931,827.77472,246.68739,5056.04443,6922.51424,2792.31191,11437.83862,4682.1177,1173.07607,7421.25762,4007.95627,7033.0591,5510.3113,216.47584,90.79455,534.84774,164.96389,153.26829,560.86887,543.48953,92.36453,152.739,444.60595,6434.45581,155.96811
140000,山西省,2009,647,253,1645.99906,835.05495,7.90145,737.23253,31.16035,10.40108,24.2487,3610.16104,426.03163,670.32364,195.30405,4471.36848,6323.69884,2339.09222,9745.72441,4074.07636,1013.12012,6443.11116,3302.37558,5269.8269,4222.38433,178.04713,68.2123,436.5061,142.6613,134.78402,317.66335,309.46247,112.57681,104.97219,360.05704,5094.38633,109.83264
140000,山西省,2008,650,223,1476.52815,935.50396,7.6931,478.78792,37.77935,0.49308,16.27074,3021.41207,385.77637,717.60147,233.03545,4021.77946,5406.75035,1951.84806,8364.83726,3649.08143,854.98817,5648.59105,2716.24621,5380.17475,4228.84868,184.88779,66.00042,424.45489,147.22098,137.37,335.29688,320.8393,98.2379,100.69927,336.49662,5120.58158,259.54767
140000,山西省,2007,641,169,1156.96117,625.47016,13.99982,473.90453,31.67777,1.34671,10.56218,2272.99024,351.53354,600.53637,209.16755,3504.61445,4447.26625,1662.29911,6565.80394,2831.35781,722.74105,4441.92491,2110.39902,4162.29875,3169.48999,181.22615,53.70852,319.67499,97.05683,100.29882,342.09851,327.00528,13.91876,77.38222,259.86836,3966.97755,288.7574
140000,山西省,2006,1033,299,1022.95,559.68,2.72,429.1,19.95,0.65,10.84,1902.65,260.23,482.3,167.49,3000.44,3853.14,1398.13,5463.22,2236.14,495.57,3713.22,1631.15,3132.83,2338.92,146.85,42.03,276.86,72.14,71.55,229.79,231.7,22.72,70.06,212.23,3002.48,178.7
140000,山西省,2005,1173,347,927.50311,604.92525,4.60533,284.96948,15.7781,6.86362,10.36133,1596.39899,254.78743,394.59275,137.70277,2572.31574,3263.04639,1212.47205,4546.47332,1840.59307,413.80328,3083.21044,1362.88266,2603.14156,1974.49869,99.0362,35.20782,229.49818,50.94832,59.16363,168.70619,160.52308,20.54428,56.43621,171.49139,2480.19532,144.32014
