省份编码,省份,年份,原油产量(万吨),天然气产量(亿立方米),原盐产量(万吨),成品糖产量(万吨),啤酒产量(万千升、万吨),卷烟产量(亿支、万箱),纱产量(万吨),布产量(亿米),机制纸及纸板产量(万吨),焦炭产量(万吨),硫酸(折100%)产量(万吨),烧碱(折100%)产量(万吨),纯碱(碳酸钠)产量(万吨),乙烯产量(万吨),农用氮、磷、钾化肥产量(万吨),化学农药原药产量(万吨),初级形态的塑料产量(万吨),化学纤维产量(万吨),水泥产量(万吨),平板玻璃产量(万重量箱),生铁产量(万吨),粗钢产量(万吨),钢材产量(万吨),金属切削机床产量(万台),大中型拖拉机产量(万台),汽车产量(万辆),轿车产量(万辆),家用电冰箱产量(万台),房间空调器产量(万台),家用洗衣机产量(万台),移动通信手持机产量(万台),微型电子计算机产量(万台),集成电路产量(万块),彩色电视机产量(万台),发电量(亿千瓦小时),水电发电量(亿千瓦小时)
440000,广东省,2017,1435.2123,89.2297,6.1,84.03,412.26,1323.63,42.04,30.85,2177.74,590.6503,242.05,33.53,41.95,248.18,23.38,1.49,695.31,53.58,15825.3,9174.01,2024.48,2890.71,4213.69,5.87,,318.21,158.82,1549.87,5257.41,749.62,80076.3,3778.86,2625100.0,7904.01,4503.361486,307.653697
440000,广东省,2016,1556.2866,79.249,6.44,119.18,405.92,1354.09,,31.9,2127.52,483.4198,244.52,31.26,56.36,241.84,69.51,2.78,669.27,58.92,15080.6,9078.11,1670.2,2283.19,4113.34,3.18,,280.06,151.17,1553.07,5225.59,762.32,95230.18,3344.93,2188300.0,7439.77,4263.6633,536.6019
440000,广东省,2015,1572.6055,96.5721,10.92,131.21,424.2,1403.0,,33.93,2078.3,244.0483,280.0,31.2,63.0,215.1,71.99,4.3,584.43,58.3,14530.24,8127.42,1146.3,1761.7,3271.0,2.0,,239.4,150.1,1523.64,5609.52,747.4,83795.4,3241.7,1626000.0,6215.27,4034.896846,436.761382
440000,广东省,2014,1245.39,83.66,6.69,140.88,433.39,1408.4,,43.63,2070.7,192.76,278.26,33.1,60.2,239.7,58.39,3.8,602.02,59.1,14812.38,8195.41,1082.57,1710.4,3447.1,2.5,,216.8,160.8,2139.86,5388.83,690.9,79562.81,2819.53,1764100.0,6332.83,3948.39,381.98
440000,广东省,2013,1291.78,75.26,5.6,142.82,480.8,1391.9,36.8555,36.3,1870.31,177.98,282.94,32.73,60.7,238.3,45.74,2.3,585.5,56.0,13429.4,8586.6,1149.9,1442.9,3384.5,2.3,,199.93,155.08,1946.02,4868.63,665.2,73672.29,2028.68,1818000.0,6364.61,3964.8,382.93
440000,广东省,2012,1209.3,83.5,9.14,149.79,474.2,1370.9,42.099154,30.8,1581.84,178.2,260.23,31.23,52.04,234.7,39.26,1.79,542.12,58.91,11485.5,8088.11,842.12,1228.66,3002.37,3.04,,138.5,111.73,1655,5342.1,607.0,57599.27,5374.52,1720700.0,5663.6,3763.8,367.31
440000,广东省,2011,1152.8,83.3,7.75,101.65,482.24,1345.6,43.6,32.5,1494.08,193.53,273.82,31.7,48.8,226.6,54.64,1.89,516.12,42.0,12714.01,8390.53,862.06,1324.25,3189.9,2.55,,150.28,120.6,1409.2,6374.6,502.1,59284.1,4417.84,1534600.0,4862.4,3802.49,331.03
440000,广东省,2010,1287.1,78.4,17.01,94.85,400.16,1303.5,45.16,35.5,1422.79,195.4,236.92,26.53,40.01,203.96,54.57,0.89,472.62,44.54,11610.94,7822.92,807.37,1239.51,2932.77,2.88,,134.75,111.45,1457.76,5442.29,467.8,48626.59,3581.11,1610100.0,4494.77,3236.94,348.86
440000,广东省,2009,1345.14,58.43,15.12,123.94,350.55,1262.08,36.08,36.12,1281.61,190.93,160.44,19.77,37.88,220.14,52.65,2.96,419.33,43.87,10043.18,8102.61,757.01,1126.64,2296.58,2.6,,113.08,100.51,1058.47,4117.64,339.69,24280.59,1046.99,964500.0,4092.79,2757.61,269.34
440000,广东省,2008,1374.52,59.97,29.74,128.06,300.15,1222.24,37.34,29.94,1153.97,136.14,182.96,25.39,34.62,201.55,50.38,0.75,350.89,41.6,9484.35,6392.21,704.42,1066.73,2040.34,1.68,,88.18,81.57,803.39,3918.26,317.22,14173.63,1133.28,1143100.0,4085.77,2771.76,333.72
440000,广东省,2007,1261.13,52.48,45.69,137.72,290.8,1178.54,41.06,44.87,930.23,94.3877,171.06,24.18,34.13,200.4,31.93,2.31,320.98,49.16,9799.57,6123.03,755.25,1154.03,2026.88,2.41,,78.81,72.63,804.16,4220.6,246.05,10685.86,1157.28,864300.0,3622.25,2731.97,241.03
440000,广东省,2006,1337.78,48.95,40.39,108.68,273.99,1092.03,35.22,46.19,934.36,124.56,148.48,22.92,30.14,135.8,26.92,2.08,262.42,41.21,9704.02,4845.2,592.6,903.03,1732.19,1.3,,55.54,50.8,335.97,3351.14,280.65,6716.0,1281.99,731965.0,4189.92,2465.82,267.99
440000,广东省,2005,1470.03,44.75,35.22,126.59,269.49,1053.57,36.64,40.41,712.53,124.58,172.64,22.77,31.91,56.17,39.34,1.19,220.22,39.91,8228.92,2372.73,535.43,940.42,1415.79,2.5,,40.22,36.86,558.64,2914.52,266.48,4184.0,1664.12,563709.0,4089.62,2278.59,207.74
440000,广东省,2004,1481.9,42.82,47.42,107.77,249.77,1018.29,29.42,27.55,616.93,90.62,161.69,21.98,31.76,61.35,26.68,1.76,247.24,49.07,7683.11,2203.36,441.34,737.83,1214.06,2.7,,27.41,25.0,942.02,2611.17,183.5,7495.0,1498.5,431921.0,3601.98,2141.23,192.13
440000,广东省,2003,1275.7,26.88,25.77,115.07,213.79,193.51,28.72,28.11,664.56,56.06,143.9,19.73,28.81,56.01,19.33,0.61,172.65,46.54,7530.01,739.33,351.69,599.79,846.32,2.0,,18.88,11.72,564.89,2194.46,179.06,5355.0,881.05,393381.0,2527.64,1882.68,180.02
440000,广东省,2002,1264.46,31.55,13.0,113.11,188.62,189.87,23.87,15.42,410.05,54.72,140.75,17.01,27.68,56.24,18.95,0.83,142.12,44.78,7442.3,684.22,271.74,469.5,664.4,1.7,,6.52,5.94,317.27,1323.66,162.16,3159.0,415.69,225812.0,1793.4,1525.53,108.62
440000,广东省,2001,1238.11,32.87,46.92,83.25,170.94,185.04,19.56,31.48,390.64,53.85,136.41,16.52,24.61,57.94,22.17,1.13,157.66,47.82,6018.02,571.6,253.81,356,577.05,1.5,,5.57,5.11,282.55,848.5,181.72,1826.0,228.7,174668.0,1593.04,1417.65,189.74
440000,广东省,2000,1393.17,34.6,17.87,91.3,158.89,177.3,16.99,10.84,260.3,53.96,138.75,16.43,24.28,54.85,34.65,0.84,119.65,45.0,5872.4,632.59,201.57,286.99,406.28,0.78,,3.83,3.22,320.7,697.91,244.18,1001.0,169.74,117618.0,1471.41,1292.69,106.11
450000,广西壮族自治区,2019,50.2619,0.25,,800.801083,117.781596,701.3159,,0.164508,323.835403,729.32,383.337044,61.72272,,,34.777639,2.143908,23.312829,,12072.877302,1190.182178,1466.118463,2662.7069,3346.74206,0.1205,0,183.0327,7.1535,,,59.5099,594.7028,245.0942,,327.3675,1846.27,593.41
450000,广西壮族自治区,2018,51.8803,0.188967,,1016.68,155.6,700.05,,1.85,294.84,692.408192,396.03,53.71,3.51,,36.08,1.6,18.69,,11827.06,458.72,1447.07,2262.08,2890.93,0.18,,215.05,12.05,,,,345.62,,100.0,100.57,1752.021346,701.12462
450000,广西壮族自治区,2017,44.0746,0.207063,3.84,936.2,158.88,721.28,,0.65,300.89,703.6567,385.32,62.4,4.84,,61.9,0.92,28.45,0.51,12218.75,280.75,1310.58,2265.26,3270.73,0.2,,245.18,24.78,0,,,326.65,2.57,,103.42,1401.107272,629.339094
450000,广西壮族自治区,2016,47.399,0.2001,,914.68,182.17,738.67,,0.45,288.71,678.2772,367.37,46.2,5.27,,94.3,0.78,22.08,0.4,12034.87,520.06,1216.42,2109.57,3644.7,0.19,,245.3,7.78,,,,545.68,0.56,,178.21,1346.5124,654.3795
450000,广西壮族自治区,2015,50.5107,0.162921,7.9,925.71,200.1,784.1,,0.43,282.6,586.4413,368.3,43.8,6.1,,114.31,1.1,19.53,0.3,11144.46,616.5,1220.3,2146,3545.4,0.2,,229.4,3.2,,,,,3.1,,96.7,1299.926893,749.309691
450000,广西壮族自治区,2014,58.65,0.16,8.92,1077.11,190.23,784.0,,0.49,319.6,606.37,330.61,41.7,6.0,,111.48,,21.32,0.2,10752.28,623.0,1235.21,2084.3,3262.6,0.2,,209.2,6.2,,,,,0.6,,92.6,1310.03,629.36
450000,广西壮族自治区,2013,43.68,0.1,4.8,1010.91,185.1,768.5,10.672848,0.55,371.74,539.6,281.71,43.4,5.7,,105.71,,23.7,,10908.43,638.1,1567.6,1666.6,2790.7,0.4,,186.9,9.9,,0.4128,,,,,77.21,1259.47,487.59
450000,广西壮族自治区,2012,2.3,,7.19,861.51,169.45,753.5,22.828586,0.63,297.06,420.21,284.29,44.9,5.65,,112.91,,22.52,,9983.95,607.6,1302.66,1341.62,2149.66,0.43,,167.3,11.5,,,,,,,115.9,1186.07,541.56
450000,广西壮族自治区,2011,2.3,,6.57,742.31,150.74,741.5,11.5,14.19,235.5,411.36,269.5,48.8,4.4,,95.66,2.97,43.51,,8746.52,327.4,959.96,1212.15,1809.22,0.72,,142.35,8.87,,,,,1.1,12000.0,34.6,1039.07,415.49
450000,广西壮族自治区,2010,2.7,,8.8,705.46,138.26,716.5,10.16,2.63,199.02,391.8,264.27,43.01,3.71,,86.91,9.12,18.77,,7516.51,518.6,1113.46,1204.57,1560.36,0.48,,136.61,7.3,,0.0237,,,0.9,37700.0,60.75,1032.15,475.26
450000,广西壮族自治区,2009,2.89,,6.35,824.08,100.91,686.25,9.37,2.1,168.8,360.17,216.0,33.18,4.73,3.47,91.39,1.27,12.53,0.05,6435.27,453.92,971.03,1003.1,1179.79,0.28,0.02,118.45,6.9,,,,,1.0,,,944.45,516.77
450000,广西壮族自治区,2008,2.86,0.01,4.02,931.12,114.16,653.75,9.82,0.29,149.7,309.92,186.98,25.7,3.84,,84.27,2.18,10.01,,5110.8,533.09,689.91,785.76,941.45,0.33,0.04,70.16,4.23,,,,13.79,,,15.09,859.74,518.26
450000,广西壮族自治区,2007,2.88,,6.81,771.12,103.01,603.75,11.98,0.64,134.44,256.3182,189.64,28.68,3.62,,88.68,3.17,12.84,0.19,4350.48,530.34,639.3,765.67,984.91,0.48,0.0573,60.48,2.99,,,,34.61,,,,682.81,323.52
450000,广西壮族自治区,2006,3.39,,12.31,565.32,79.35,550.0,12.42,0.66,118.02,249.7,180.26,26.03,0.91,,91.43,3.45,12.15,0.46,3654.94,292.31,571.2,625.27,715.31,0.5,0.04,51.84,4.24,,,0.75,22.0,0.72,,,523.34,243.69
450000,广西壮族自治区,2005,3.43,,10.72,504.34,55.96,534.5,11.87,0.55,125.37,223.46,170.22,24.02,0.27,,83.94,1.91,7.8,0.32,3306.13,515.74,485.39,496.29,519.88,0.4,0.05,37.67,2.68,,,2.44,94.0,1.74,,,446.04,195.82
450000,广西壮族自治区,2004,3.59,,10.95,592.9,46.89,510.2,10.8,0.44,116.13,152.17,147.49,18.89,0.57,,123.36,1.59,6.4,0.33,2777.05,486.65,344.85,340.64,394.41,0.5,0.05,28.47,1.12,,0.06,2.65,,4.63,180.08,,378.49,185.41
450000,广西壮族自治区,2003,3.28,,11.04,601.41,40.33,98.9,11.1,0.47,96.47,99.44,129.13,21.36,2.13,,68.57,1.48,5.69,1.36,2665.19,452.17,249.8,206.2,228.84,0.4,,18.06,0.05,,0.11,2.51,,0.01,52.0,,362.91,192.63
450000,广西壮族自治区,2002,3.52,,5.44,480.03,36.89,88.9,10.66,0.82,86.72,77.99,101.2,18.79,3.21,,71.84,1.33,4.94,2.38,2401.18,172.76,194.17,165.33,188.55,0.3,,17.23,,,0.13,1.44,,0.13,32.0,,307.74,184.12
450000,广西壮族自治区,2001,3.25,,5.39,274.51,33.01,81.87,10.15,0.88,82.91,67.35,110.96,16.5,2.66,,73.76,1.18,4.19,2.42,2140.45,188.98,152.07,128.46,140.37,0.3,,13.65,,,0.16,,,0.72,22.0,,292.31,176.09
450000,广西壮族自治区,2000,3.29,,15.62,325.76,31.99,72.33,9.22,0.87,82.55,60.68,86.04,14.07,1.9,,53.3,1.84,3.9,2.62,2198.35,192.73,125.32,104.73,102.63,0.31,,12.78,,,0.07,,,1.55,,,289.09,168.87
460000,海南省,2019,30.4989,1.03,3.09,15.628623,2.135365,118.004,,,178.77944,,,,,,65.553669,0.2325,32.5362,,2019.037636,514.691579,,,,,0,0.0361,0.0322,,,,,,,,345.68,17.27
460000,海南省,2018,30.3688,1.0643,,13.93,3.45,120.0,,,166.38,,,,,,61.47,,30.59,,2104.15,661.74,,,,,,2.11,0.39,,,,,,,,323.369883,25.50799
460000,海南省,2017,29.9628,1.0981,,12.14,3.82,117.5,,0,175.16,,,,,,60.52,,19.67,,2213.31,,0,0.53,1.09,,,3.96,0.99,0,,,0.0,0.0,,,299.320885,20.806795
460000,海南省,2016,29.4149,1.3665,3.04,13.13,5.36,119.5,,,167.06,,,,,,51.65,,20.9,,2227.91,,,27.61,36.29,,,6.72,4.38,,,,,,,,287.7319,19.1278
460000,海南省,2015,29.9802,1.87923,6.1,25.7,6.2,122.5,,,167.4,,,,,,64.2,,22.1,,2225.2,,,23.9,34.7,,,7.0,5.1,,,,,,,,260.975004,11.391669
460000,海南省,2014,28.53,1.58,3.35,33.8,7.1,122.5,,,154.9,,,,,,66.3,,21.8,,2151.6,,,22.4,29.7,,,9.0,6.1,,,,,,,,244.55,24.59
460000,海南省,2013,26.46,1.69,4.1,43.7,7.7,115.0,,,145.5,,,,,,65.9,,17.7,0.4,1988.4,,,,27.0,,,10.8,5.4,,,,,,,,230.74,23.89
460000,海南省,2012,19,1.8,4.17,31.31,8.8,105.0,,,128.2,,,,,,60,,23.4,4.8,1672.45,,,,20.9,,,12.9,8.3,,,,,,,,198.55,15.36
460000,海南省,2011,19.7,2.0,10.73,25.19,10.1,95.0,,,112.8,,,,,,67.1,,23.8,5.5,1521.92,,,,23.2,,,15.2,10.23,,,,,,,,172.91,12.55
460000,海南省,2010,20,1.8,15.11,30.69,16.11,87.5,,,51.43,,,,,,66.56,,20.78,4.0,1264.05,175.94,,,14.54,,,13.6,9.29,,,,,,,,152.66,13.34
460000,海南省,2009,18.36,1.86,12.86,42.9,17.05,82.5,,,23.67,,,,,,60.63,0.26,22.81,5.14,938.52,,2.12,23.24,10.68,,,9.16,8.67,,,,,,,,127.56,14.95
460000,海南省,2008,12.05,2.32,11.26,47.46,15.37,77.16,,,17.72,,0.11,,,,65.14,,21.42,4.67,619.16,601.35,15.09,3.71,9.25,,,8.51,8.28,,,,,,,,117.61,10.62
460000,海南省,2007,10.66,2.03,17.83,38.13,15.21,71.5,,,2.34,,0.51,,,,61.69,,22.43,5.87,633.32,7.68,18.84,4.54,11.55,,,12.26,11.45,,,,,,,,114.82,13.09
460000,海南省,2006,11.09,2.05,18.76,20.29,14.05,65.51,,,2.17,,1.0,,,,64.27,,5.9,5.59,585.48,,13.39,0.23,14.15,,,8.36,6.79,,,,,,,,96.98,11.59
460000,海南省,2005,10.07,1.66,17.0,27.51,11.99,59.0,,,2.18,,1.27,,,,62.65,,,4.61,446.42,,4.55,0.23,14.86,,,7.31,5.88,,,,,,,,82.19,10.64
460000,海南省,2004,8.04,1.29,8.63,43.06,9.79,59.0,,,1.97,,1.17,,,,65.01,,,5.6,425.37,,0.43,0.01,13.8,,,6.7,5.35,,,,,,,,65.7,9.23
460000,海南省,2003,7.57,,17.98,39.78,5.82,11.8,,0.11,1.89,,1.09,,,,33.45,0.18,,5.7,397.84,,6.4,0.19,10.82,,,5.5,4.26,,,,,,,,58.59,13.22
460000,海南省,2002,4.64,,10.42,33.28,4.57,11.8,,0.15,2.16,,0.9,,,,27.15,0.09,,5.23,347.35,,,0.14,8.14,,,2.2883,1.547,,,,,,,,50.11,13.74
460000,海南省,2001,2.96,,14.7,21.96,4.62,11.2,,0.19,2.4,,0.71,,,,24.87,0.05,,3.06,312.59,,0.24,0.16,7.87,,,,,,,,,,,,43.89,15.15
460000,海南省,2000,,,13.03,36.81,5.4,11.45,,0.21,1.31,,1.13,,,,25.53,0.07,,3.53,315.05,,0.46,0.15,8.0,,,0.31,0.17,,,,,,,,39.05,11.54
500000,重庆市,2019,0,65.1,284.1279,0.76,67.1725,539.5,,2.046734,361.351627,258.62,161.386892,36.103845,113.901857,,83.644708,0.2342,46.447972,13.913083,6757.652359,1278.007268,611.0334,845.37077,1136.448119,0.6632,0,137.4646,26.5224,,1905.6466,,17431.862,7614.2546,337143.42,,811.55,242.27
500000,重庆市,2018,,61.174334,213.86,1.16,70.61,520.0,,2.22,308.47,251.144869,171.04,32.85,106.1,,146.91,1.29,37.0,10.01,6583.06,1592.68,580.43,638.16,1187.66,0.65,,172.64,46.4,139.65,1848.86,362.04,18868.17,7074.08,54100.0,1.91,799.531343,246.141305
500000,重庆市,2017,0,60.701792,178.46,0.71,78.95,421.5,,3.61,328.99,173.524778,185.64,34.01,97.25,,150.44,2.01,38.89,8.29,6376.78,1448.76,384.1,411.44,917.25,0.6,,251.59,82.28,132.2,1644.33,324.31,23181.18,6619.78,46300.0,13.81,728.09748,250.986125
500000,重庆市,2016,,51.7494,217.11,0.77,76.09,440.4,,5.44,299.57,133.6402,193.66,35.37,119.63,,181.96,1.35,32.08,7.38,6790.2,1468.69,287.84,366.52,1234.22,0.66,14.47,266.34,97.95,144.16,707.27,301.52,25499.99,6764.65,33500.0,17.85,701.1923,247.1796
500000,重庆市,2015,,33.321769,246.7,1.26,76.7,546.5,,5.81,298.9,218.104244,204.2,33.3,120.0,,222.35,1.1,17.54,5.8,6840.2,1364.43,366.6,689.5,1411.4,0.5,14.32,260.93,108.8,179.8,701.01,281.3,17605.1,6180.8,25000.0,,679.811104,229.440923
500000,重庆市,2014,,7.78,220.0,1.28,74.26,576.0,,6.92,311.2,267.47,202.8,32.7,118.4,,215.16,0.6,7.13,5.0,6702.82,1460.82,455.92,785.6,1321.84,0.5,11.24,231.35,107.32,262,1363.0,250.1,9418.2,6446.8,,,675.8,240.77
500000,重庆市,2013,,1.7,236.3,1.51,82.7,571.0,18.682548,7.04,252.06,349.31,209.4,33.6,118.7,,215.41,0.4,4.3,4.6,6150.34,1250.2,556.2,608.9,1269.6,0.4,9.38,183.97,102.94,320,985.0,241.9,3545.7,5593.5,,0.9,627.39,175.17
500000,重庆市,2012,,0.4,233.0,1.2,77.2,551.0,15.428557,12.26,170.55,332.3,222.57,28.4,114.7,,198.02,0.4,4.11,4.59,5561.78,791.26,530.61,545.76,1154.19,0.4,,190.95,102.4,191.2,805.0,283.63,1095.8,4160.9,4000.0,125.8,597.65,244.75
500000,重庆市,2011,,0.46,224.4,0.54,77.3,516.0,13.3,10.5,178.0,397.0,197.14,28.5,113.6,,173.87,0.82,3.22,6.3,5016.19,731.36,573.16,630.6,950.14,0.7,,166.64,93.67,194.4,867.4,264.06,592.5,2547.8,9.46,85.1,582.17,184.27
500000,重庆市,2010,,1.2,165.51,1.9,75.19,501.0,14.07,17.36,185.77,359.17,222.0,24.35,106.52,,175.37,0.13,1.89,6.71,4621.05,678.61,426.64,456.63,720.94,0.7,,161.43,85.17,72.58,544.62,221.5,650.26,189.19,7.1,65.87,504.29,169.25
500000,重庆市,2009,,0.6,158.77,2.01,72.77,476.0,13.07,25.55,168.36,294.21,202.96,14.58,99.15,,155.58,0.98,1.62,7.0,3640.74,291.64,331.17,334.41,481.32,0.49,,118.65,62.62,0.23,381.23,175.25,374.93,0.21,,38.16,474.32,165.74
500000,重庆市,2008,,9.69,122.39,,67.85,451.0,9.03,5.34,81.53,272.86,172.92,10.91,72.79,,154.35,0.58,0.31,5.24,3135.31,208.46,329.58,352.45,447.92,0.65,,76.85,40.72,,433.0,79.16,418.25,,100.0,10.62,420.87,136.72
500000,重庆市,2007,,5.0,79.56,,76.49,426.0,8.61,17.63,47.29,283.112622,227.63,10.08,19.24,,163.08,2.33,0.14,5.08,3000.05,254.18,328.38,358.36,443.96,0.73,,70.76,41.18,,5.11,30.43,329.0,,,,374.55,83.75
500000,重庆市,2006,,6.47,69.91,,64.73,406.0,7.26,14.19,34.24,271.12,194.39,7.41,9.61,,140.34,0.49,0.21,4.1,2618.63,178.2,302.58,324.38,390.19,0.6,,52.06,26.3,,328.88,,46.0,,,,291.3,56.43
500000,重庆市,2005,,3.27,61.14,0.87,53.87,396.08,6.9,14.55,46.81,222.74,150.08,6.91,9.18,,130.9,0.42,0.54,2.97,2226.15,218.27,246.95,277.01,294.7,0.5,0.01,42.16,15.33,,277.02,,,,,53.8705,253.9,67.32
500000,重庆市,2004,,4.69,49.41,0.72,46.21,386.32,7.59,14.58,39.42,196.62,137.78,4.9,10.28,,120.01,0.99,1.73,2.35,1992.13,163.22,252.93,270.38,301.62,0.5,,40.86,15.73,,379.01,1.0,167.505,0.03,,59.92,262.66,93.5
500000,重庆市,2003,,2.23,46.41,0.15,45.1,77.5,7.43,13.54,30.77,153.17,99.33,10.26,9.89,,94.35,0.73,0.44,1.47,2037.66,147.02,207.44,225.2,242.28,0.3,,40.45,12.06,,135.81,14.1,100.0,1.04,,60.3,204.11,46.19
500000,重庆市,2002,,1.94,51.19,,41.77,68.76,5.2,2.29,16.88,136.18,85.64,9.15,9.12,,82.53,1.19,0.17,1.73,1750.0,141.09,186.78,198.49,201.48,0.2,,33.13,6.78,,6.36,19.16,,1.12,,33.51,184.75,37.48
500000,重庆市,2001,,1.45,48.13,2.48,40.71,67.7,5.41,6.41,19.08,149.5,65.79,8.98,9.04,,78.23,0.92,0.29,1.63,1698.8,149.18,180.33,200.86,180.09,0.2,,23.9,4.31,,,21.96,,0.26,,33.94,178.08,40.7
500000,重庆市,2000,,1.94,44.98,0.19,50.92,68.7,5.2,2.26,10.7,136.41,50.65,7.36,8.87,,72.26,1.04,0.03,2.17,1402.78,125.39,167.2,179.69,156.98,0.2,,25.28,4.82,,,34.86,,,,50.78,167.9,38.22
510000,四川省,2019,8.4088,441.35,537.5126,1.990077,229.032412,870.251472,,16.365658,332.405961,1066.21,650.959185,121.070021,144.9483,,451.88519,36.569377,281.871383,81.430925,14184.615422,6011.555077,2131.3396,2733.310481,3308.237874,0.7674,0.013,64.2284,3.7377,99.5217,251.7285,156.1885,14363.6752,6584.2402,772217.3,964.7534,3923.88,3316.01
510000,四川省,2018,8.1284,369.847917,494.45,1.86,221.36,755.19,,16.04,261.47,1126.869424,495.18,104.6,140.48,,370.54,21.1,236.25,86.16,13752.78,5384.12,1978.55,2400.7,2896.74,0.61,0.01,74.71,1.92,85.34,263.18,178.0,9437.02,5903.64,765900.0,1001.54,3686.997758,3156.913
510000,四川省,2017,8.6683,356.388459,582.81,2.13,240.66,734.1,103.6,14.94,237.07,1072.164508,631.87,92.74,124.15,,417.13,14.28,232.58,126.47,13823.83,5402.67,1899.65,2026.31,2491.16,0.55,0.01,83.24,3.67,83.21,316.13,157.46,3178.03,6981.67,580700.0,1046.74,3480.381057,3041.198807
510000,四川省,2016,10.7842,296.9095,338.55,1.69,232.11,668.16,,19.97,210.58,1275.3784,639.96,99.07,120.56,,474.69,17.81,232.31,118.06,14615.51,5362.4,1733.2,2007.74,2837.21,0.54,0.01,53.03,,85.59,203.36,180.84,4469.22,5936.53,332300.0,1106.03,3273.8538,2852.0683
510000,四川省,2015,15.426,267.223184,401.0,2.73,221.0,945.8,,19.66,189.8,1304.367627,642.5,97.3,106.9,,507.23,17.8,209.06,118.1,14091.0,4186.96,1747.4,1947.7,2702.5,0.6,,42.3,0.2,73.6,142.8,174.9,3375.3,6342.7,370000.0,1055.7,3129.590984,2667.635632
510000,四川省,2014,19.2,253.53,388.1,2.16,228.12,1003.69,,20.28,224.2,1355.88,704.29,113.14,129.67,,453.58,16.9,191.33,110.29,14660.53,3424.33,1935.79,2243,2935.2,1.9,,32.4,0.1,80.2,172.7,216.7,411.0,7619.0,412000.0,1195.59,3079.44,2490.0
510000,四川省,2013,22.36,214.31,502.9,3.28,238.3,998.7,88.878284,17.84,212.3,1453.06,604.12,111.6,180.79,,473.7,15.0,117.1,91.5,13947.15,4007.5,2011.4,1711.5,2785.2,0.5,,80.49,53.0,89.7,139.7,191.1,814.4,5916.2,404000.0,795.21,2597.33,1978.61
510000,四川省,2012,17.5,242.26,477.46,2.58,198.0,978.9,85.551325,14.76,232.42,1312.24,535.24,124.57,170.34,,420.16,15.71,109.08,70.83,13465.03,4093.2,1674.09,1674.89,2287.98,0.56,0.04,39.7,27.2,68.8,108.2,194.6,970.8,4384.5,340000.0,949.31,2150.51,1562.46
510000,四川省,2011,16.2,265.53,1038.71,2.52,192.1,944.2,96.9,17.37,369.2,1280.6,438.68,117.9,169.81,,505.76,18.32,105.78,61.2,14522.3,4924.4,1715.58,1729.18,2237.59,0.91,0.19,12.86,5.9888,67,116.6,209.7,744.2,2357.2,270000.0,1116.4,1980.69,1364.02
510000,四川省,2010,15.1,237.65,764.09,3.81,158.9,914.2,70.81,15.39,341.95,1159.17,391.81,106.93,170.78,,510.06,17.61,105.62,51.22,13377.54,4417.17,1594.13,1581.18,1980.44,0.73,0.44,10.15,,81.22,119.49,214.81,816.53,0.16,274500.0,1208.94,1794.63,1213.42
510000,四川省,2009,21.68,193.56,797.75,10.87,168.43,873.95,48.31,11.5,246.52,1162.0,336.01,85.78,168.63,,461.13,13.2,98.3,43.46,9003.64,3368.05,1533.32,1510.4,1834.42,0.44,0.8,7.62,,51.9,72.18,201.36,630.47,,3700.0,743.22,1578.78,1065.41
510000,四川省,2008,23.13,192.71,559.66,5.76,236.1,831.48,36.6,8.9,211.19,1010.05,225.98,89.56,118.12,,367.52,7.33,81.89,37.05,6066.9,3034.65,1425.23,1370.24,1577.19,0.52,0.31,7.67,0.11,35.32,75.79,171.84,1303.22,,300.0,799.37,1255.61,859.03
510000,四川省,2007,18.14,187.46,538.36,4.99,193.21,731.51,33.67,12.6,190.72,1038.519164,363.47,93.85,124.5,,412.4,6.5,89.5,37.75,6375.6,2495.79,1470.73,1415.34,1592.47,1.35,0.2014,7.21,0.1796,34.53,77.07,167.26,485.09,,300.0,710.92,1262.92,814.13
510000,四川省,2006,17.98,159.95,538.26,3.67,151.7,699.11,28.53,9.31,147.94,945.81,327.57,92.47,107.85,,384.2,4.54,78.92,32.19,5060.03,2061.0,1339.43,1230.85,1329.96,0.8,0.22,6.95,,,46.14,49.48,,,353.0,749.06,1226.58,784.65
510000,四川省,2005,13.92,142.3,404.2,5.04,126.22,686.31,25.48,7.93,135.91,827.94,319.41,75.49,106.51,,518.28,5.97,71.02,26.56,4480.19,1347.41,1060.5,1094.45,1172.2,0.9,0.15,4.76,,23,110.89,42.5,,0.36,90.0,564.67,1018.77,653.35
510000,四川省,2004,14.62,114.03,349.72,7.4,100.69,693.42,21.95,6.67,148.39,819.09,289.54,61.66,81.72,,429.67,3.71,49.19,16.87,3855.77,1157.13,968.16,1004.01,1161.71,0.9,0.19,6.09,,34.08,79.43,26.99,,0.47,640.0,688.54,934.49,620.57
510000,四川省,2003,13.92,113.43,341.82,13.56,90.12,134.12,19.81,6.46,135.16,606.51,282.63,61.17,66.06,0.0018,318.13,1.99,39.81,15.66,4059.85,915.27,792.67,738.92,827.3,0.6,0.05,4.76,,33.39,93.94,22.78,,2.52,56.0,899.89,849.26,480.15
510000,四川省,2002,14.05,100.06,265.72,7.59,84.46,133.61,16.95,5.67,93.68,486.13,249.07,44.54,62.57,,328.41,2.28,23.44,10.85,3294.47,943.69,680.76,754.84,752.83,0.4,,3.33,,19.52,55.68,2.62,,2.89,7.0,809.35,695.74,409.85
