省份编码,省份,年份,大中型工业企业单位数(个),大中型工业企业亏损企业单位数(个),大中型工业企业实收资本(亿元),大中型工业企业国家资本金(亿元),大中型工业企业集体资本金(亿元),大中型工业企业法人资本金(亿元),大中型工业企业个人资本金(亿元),大中型工业企业港澳台资本金(亿元),大中型工业企业外商资本金(亿元),大中型工业企业流动资产合计(亿元),大中型工业企业应收账款净额(亿元),大中型工业企业存货(亿元),大中型工业企业产成品(亿元),大中型工业企业固定资产合计(亿元),大中型工业企业固定资产原价合计(亿元),大中型工业企业累计折旧(亿元),大中型工业企业资产总计(亿元),大中型工业企业流动负债合计(亿元),大中型工业企业应付帐款(亿元),大中型工业企业负债合计(亿元),大中型工业企业所有者权益合计(亿元),大中型工业企业主营业务收入(亿元),大中型工业企业主营业务成本(亿元),大中型工业企业销售费用(亿元),大中型工业企业主营业务税金及附加(亿元),大中型工业企业管理费用(亿元),大中型工业企业财务费用(亿元),大中型工业企业利息支出(亿元),大中型工业企业营业利润(亿元),大中型工业企业利润总额(亿元),大中型工业亏损企业亏损总额(亿元),大中型工业企业应交所得税(亿元),大中型工业企业本年应交增值税(亿元),大中型工业企业工业销售产值(现价)(亿元),大中型工业企业出口交货值(亿元)
520000,贵州省,2015,627,157,1354.72,700.61,18.07,481.66,115.84,8.53,31.01,3631.03,522.54,830.66,223.46,3923.3,5220.78,1830.44,9241.33,3798.09,753.66,6044.53,3193.14,5166.28,3861.47,171.64,,267.49,175.38,176.04,428.05,475.6,94.8,,,4731.52,125.61
520000,贵州省,2014,637,146,1209.64,588.16,14.59,433.72,125.9,14.87,24.08,3222.68,441.7,774.93,191.72,3585.86,4917.33,1565.24,8396.4,3370.92,673.58,5363.48,2996.2,4811.42,3572.73,175.23,260.53,265.06,177.15,173.61,395.5,415.59,98.23,109.19,251.85,4857.12,101.96
520000,贵州省,2013,619,125,1041.36,486.66,11.35,396.35,112.05,8.53,25.27,2771.83,351.92,647.86,161.68,3102.69,4171.7,1356.16,7283.46,2883.08,583.78,4766.3,2503.06,4437.49,3283.97,163.24,247.04,241.92,139.7,149.84,436.39,443.85,74.67,105.19,243.41,4488.02,84.76
520000,贵州省,2012,578,120,926.39054,368.25754,16.19455,425.22176,79.48396,15.9088,16.91863,2260.57725,272.43212,561.785,142.17691,2815.36599,3650.2387,1189.30204,6129.33991,2355.42006,500.29689,4009.72625,2104.05925,3937.79343,2869.54089,128.90703,186.44648,199.47008,126.17364,131.04003,442.78216,466.79192,41.20405,96.2542,221.8581,3993.22342,90.15105
520000,贵州省,2011,564,99,886.98678,230.66742,51.03425,490.99566,86.94292,14.36747,12.97906,2065.99501,262.35657,543.64191,151.84665,1887.56495,3334.41545,1127.99437,5602.54746,2092.61003,456.31649,3649.96901,1936.72351,3542.88766,2629.44021,111.49267,182.45333,185.90485,97.49369,107.07946,353.0973,371.65037,44.36692,75.18673,181.49129,3594.88636,80.66128
520000,贵州省,2010,445,72,774.49195,272.15892,5.89241,403.45857,72.79037,2.22007,17.97161,1687.31597,238.48356,442.23383,116.52292,2492.49978,3122.75338,968.24557,4684.21743,1631.24252,387.02905,3066.48027,1608.6273,2752.96523,2107.18514,96.00228,136.92849,157.07934,78.86453,78.75364,226.08643,240.89093,29.48347,55.26681,139.16614,2757.86607,78.70875
520000,贵州省,2009,376,79,808.51526,383.35476,4.72054,328.49525,70.65903,2.6752,18.61048,1368.13381,216.74107,378.62274,100.35319,2345.38075,2738.04254,870.23831,4094.49487,1519.67492,371.11191,2774.26049,1312.92975,2375.19835,1832.07531,79.69488,109.11319,133.3178,62.37726,59.10933,157.09558,166.5962,42.29572,42.18278,115.95606,2344.06529,63.1799
520000,贵州省,2008,356,97,626.44352,302.45829,5.92578,233.76762,45.82268,2.20346,36.26569,1269.64643,208.77573,382.71421,121.91112,1890.43002,2165.08426,742.21306,3674.21985,1408.92706,325.92553,2418.0205,1256.19935,2123.08008,1625.16463,69.55464,94.31026,125.99603,62.04815,61.77738,145.10824,146.12844,56.54881,35.65498,121.02866,2128.99464,79.56277
520000,贵州省,2007,311,59,463.68249,210.1297,5.17333,184.75919,51.2308,3.02256,9.36691,1001.84938,189.34607,294.01284,74.48152,1445.63231,1859.96454,629.92412,2877.3569,1051.00884,297.29003,1841.35001,1041.83367,1779.29688,1350.84861,59.22681,78.14987,105.76255,41.48116,41.11844,146.40123,154.16487,16.21413,35.75754,110.85331,1780.99445,63.60631
520000,贵州省,2006,283,64,469.47683,178.11433,1.15262,233.13116,49.68393,2.52756,4.86723,880.97105,164.25091,243.78895,62.68875,1464.39649,1679.0979,536.35535,2579.63069,926.14333,223.6439,1686.4626,888.59531,1446.60826,1101.53681,45.23667,64.11924,91.37485,33.87573,35.03228,109.78674,106.28135,14.09496,27.70518,91.50934,1458.44234,55.19837
520000,贵州省,2005,269,66,406.29146,178.2958,1.09394,180.58554,37.22797,3.59695,5.49126,779.64737,142.49869,214.29132,57.52202,1217.73542,1410.03681,476.95208,2198.74289,848.98143,192.57878,1420.21905,778.14452,1157.27355,868.02089,43.4432,59.03615,89.33266,29.00473,28.63792,69.80243,66.93398,17.73781,18.61352,75.4296,1167.91841,51.98843
520000,贵州省,2004,261,53,465.21,274.61,0.85,146.33,37.86,2.19,3.37,691.33,131.99,172.49,51.9,1070.2,1217.93,406.02,1929.36,713.01,144.49,1238.54,689.63,962.66,711.34,37.98,48.74,83.92,24.79,25.08,53.61,52.81,10.54,15.66,64.17,965.01,49.9
520000,贵州省,2003,224,43,420.14067,258.26647,2.31271,138.21827,14.38678,1.21106,5.74538,602.61293,137.69032,143.33459,44.35862,734.35794,976.22055,339.24563,1531.72281,564.92234,126.83541,920.52055,611.20226,741.22186,551.88178,36.84341,38.01476,70.58422,21.00304,19.43201,39.94755,38.46675,6.3803,8.36916,46.53901,669.81332,37.28988
520000,贵州省,2002,191,61,287.70369,178.38329,2.36952,91.45936,6.77175,4.98746,3.73231,490.24634,140.00692,129.95546,40.73662,667.84239,821.38197,292.52844,1284.79099,468.76891,,776.77034,508.02065,475.93889,343.07079,24.51656,30.41271,45.14228,16.92824,16.51334,19.41788,21.91633,7.62819,7.3931,34.92185,463.58649,21.97479
520000,贵州省,2001,212,74,315.53122,198.93814,0.4628,102.6918,4.77469,5.14381,3.51998,488.66169,114.61183,145.19662,42.65489,615.74072,769.99836,260.84741,1219.34921,451.0141,,729.22128,490.12793,415.07332,302.61369,16.97756,30.11306,39.05592,14.32927,16.34185,14.39444,18.58626,6.15052,6.86811,30.63092,410.1206,20.4427
520000,贵州省,2000,222,81,231.22922,158.88911,5.65562,56.24548,3.82975,5.11608,1.49318,479.56423,150.97148,150.15661,44.56363,553.34937,694.42047,231.48887,1100.37211,468.64541,,751.41725,343.97078,389.43214,271.29294,14.44547,28.04488,41.25234,14.65495,14.48752,22.85755,12.67082,8.27312,6.01706,32.72894,389.07306,21.79251
530000,云南省,2019,531,,,,,,,,,5139.26,730.73,1749.73,298.22,,,,14509.06,,,7718.62,,,,263.48,,381.49,187.17,,,703.7,,,,,
530000,云南省,2018,578,,,,,,,,,4819.0,605.9,1813.6,296.8,,,,13851.9,,,8063.4,,,,253.1,,325.2,180.0,,,613.9,,,,,
530000,云南省,2017,624,137,18604.01,17416.46,48.2,887.51,190.37,22.7,41.23,4853.26,671.47,1901.69,336.98,5944.81,8831.0,3096.59,14094.92,5144.72,1232.13,8414.11,5689.98,7664.61,5726.89,224.71,,327.22,198.01,203.95,495.72,565.0,120.36,,,,
530000,云南省,2016,643,168,2222.04,761.08,82.75,1151.3,175.05,17.57,34.3,4568.89,672.96,1717.55,295.25,4947.34,7533.76,2732.67,13005.79,5023.86,1165.74,8042.09,4962.72,6557.46,4914.81,189.34,,311.01,194.27,201.84,52.66,114.65,363.42,,,6373.17,131.93
530000,云南省,2015,660,251,2108.3,999.71,57.55,852.73,151.7,18.25,28.36,4317.13,632.82,1647.81,316.62,4967.82,7119.48,2453.62,11955.88,4814.9,1148.37,7600.48,4355.4,6657.0,4960.64,194.79,,317.17,222.64,227.61,228.88,264.51,226.55,,,6416.44,102.97
530000,云南省,2014,709,240,1841.42,590.9,48.16,987.02,160.47,15.99,28.37,4059.19,467.35,1705.02,325.53,4959.72,6933.19,2249.87,11883.88,4387.46,961.7,7279.38,4598.19,7125.87,5342.97,191.91,804.5,336.41,223.86,226.09,287.16,320.37,174.2,74.47,366.52,6764.46,90.27
530000,云南省,2013,812,201,1525.16,579.58,27.67,707.16,165.53,22.71,22.52,4095.73,537.2,1574.68,311.51,4377.42,5886.56,1941.23,10791.7,4251.29,903.54,6674.94,4113.88,7052.24,5195.52,201.72,765.28,344.76,180.91,188.65,439.65,449.67,113.66,91.88,368.19,6880.93,80.51
530000,云南省,2012,832,179,1309.94491,360.22012,21.21969,736.53328,135.98467,19.78109,31.20606,3791.51466,507.3513,1414.1843,334.56648,3730.11782,4940.93507,1721.71669,9754.82372,4010.32427,791.13635,5978.09928,3756.13303,6588.92757,4874.93243,188.41757,690.08833,330.19443,152.22503,157.16317,431.33294,434.09729,87.23247,79.88615,374.63616,6441.44428,86.63113
530000,云南省,2011,766,125,1208.73452,305.36546,17.56087,724.63848,117.44303,18.39993,21.38122,3385.80806,405.58294,1260.97736,275.28447,3320.74811,4205.73835,1527.28443,8336.30571,3315.56503,673.48567,4956.95753,3384.54818,5777.49806,4269.33217,165.5147,606.92067,317.12079,115.7268,122.70444,509.93672,506.63425,34.88136,71.50691,332.88184,5713.76478,84.12854
530000,云南省,2010,642,82,1078.48736,206.64784,14.00043,707.35894,109.99189,16.91276,23.5755,2862.80311,342.95694,966.79128,203.13147,3240.40347,3741.38719,1290.96366,7133.25467,2617.06733,527.27808,4122.6963,3000.20894,4760.93727,3537.44337,147.50537,492.39319,284.91011,88.68262,86.25778,484.07245,482.19822,15.78413,63.6353,269.08852,4683.6043,82.77454
530000,云南省,2009,549,113,1022.09694,272.49715,15.42398,604.94025,87.04283,17.223,24.96973,2357.99783,310.5367,788.95596,165.51022,2651.85578,3093.88339,1076.63542,6047.1059,2189.9209,405.27581,3390.83438,2640.10312,3760.21393,2705.66937,109.73618,431.97409,211.58605,63.98243,60.76646,321.08962,284.52857,32.52716,47.52239,235.85512,3767.28158,65.94041
530000,云南省,2008,551,142,946.39397,228.21212,20.07106,550.64683,91.99894,10.29324,31.8739,2199.14662,252.04419,737.64739,158.83857,1856.72673,2676.09648,967.09148,5390.37718,2031.23411,388.82183,2985.2007,2405.17648,3738.65666,2737.1851,93.62397,378.15738,201.05738,70.24963,68.92734,224.93573,230.80476,69.73333,54.74029,243.44959,3714.62887,84.36802
530000,云南省,2007,510,76,876.29056,307.90234,31.27581,419.00289,82.21704,8.01656,27.87592,1968.19871,199.48038,637.3753,152.81862,1879.38733,2342.38107,865.20873,4478.93355,1617.952,263.96276,2282.81511,2196.11844,3339.08513,2387.38789,80.01881,320.64921,163.25536,51.4209,43.85147,322.21144,338.87234,12.39076,67.65553,231.81152,3265.95047,123.2914
530000,云南省,2006,463,87,697.38464,329.4079,11.08615,250.1796,76.65225,6.1151,23.94364,1671.85536,190.53338,568.17171,127.09915,1438.12596,1971.93089,737.20879,3712.23669,1353.39764,240.17758,1919.13909,1793.0976,2541.54394,1797.41591,66.30581,272.68419,137.98052,36.54477,33.83666,246.81157,267.24679,16.11844,48.74926,173.80225,2528.34657,90.25554
530000,云南省,2005,425,82,540.46001,184.5194,11.89989,278.2523,49.44395,5.05648,11.28799,1302.3698,142.57615,436.61505,80.13489,1158.49244,1657.8616,650.08939,2972.24601,1049.87986,180.60798,1456.06091,1516.1851,1939.84837,1329.80614,55.012,241.71714,116.31402,29.45587,27.90972,179.45386,200.87042,14.96085,40.76708,143.96317,1940.96147,68.55357
530000,云南省,2004,375,73,486.7,197.42,13.11,221.84,43.01,3.57,7.75,1112.78,112.58,368.4,66.79,1053.84,1472.43,560.26,2587.01,895.71,141.41,1267.17,1319.84,1535.54,976.71,45.61,224.14,111.39,33.69,33.13,155.44,182.77,6.19,39.9,124.35,1543.63,77.28
530000,云南省,2003,365,106,447.77369,251.06502,18.26217,136.45462,31.04897,3.10763,7.83528,1001.02275,109.5947,367.54838,99.65791,1000.36056,1399.11309,525.99818,2349.43912,814.14392,102.19699,1206.11791,1143.32121,1199.12299,753.22429,40.95218,204.77181,90.43968,28.70292,28.18828,96.07686,103.18422,14.7192,29.52041,104.28884,1197.2468,46.17922
530000,云南省,2002,606,254,452.68966,236.00843,20.32749,141.96467,31.6623,7.62513,15.10164,910.70537,133.51587,286.39338,56.27132,1023.0598,1362.41455,484.98443,2270.94498,772.35033,,1174.85392,1096.09106,1085.47619,665.54628,42.25267,191.00965,80.73131,31.36619,31.58515,79.74453,71.75041,20.85365,23.65122,93.02736,1072.60833,41.48693
530000,云南省,2001,520,183,370.91202,223.77223,16.61989,92.50258,21.80399,5.02717,11.18616,818.23147,144.66264,268.98791,53.06984,913.84854,1203.13137,399.75508,2007.0603,727.04209,,1037.27826,969.78204,921.05045,548.84039,25.49907,169.15634,69.66719,27.60401,26.72339,85.30561,78.06807,12.04711,25.38832,79.6518,901.24599,40.57771
530000,云南省,2000,387,116,286.88787,181.91255,10.85386,74.81963,14.89318,1.90716,2.50149,544.06378,106.76364,121.58322,38.67294,748.33406,920.25349,300.42387,1532.8391,511.84158,,767.06508,765.77402,755.93063,443.57702,12.62692,172.4631,56.96945,18.408,18.06981,55.9695,61.60387,10.52653,19.8676,68.66787,746.39065,33.47471
540000,西藏自治区,2019,13,,,,,,,,,199.75,8.35,12.31,2.01,,,,989.13,,,378.55,,,,3.31,,18.07,3.95,,,-3.49,,,,,
540000,西藏自治区,2018,15,,,,,,,,,205.5,9.3,13.5,3.5,,,,922.7,,,385.6,,,,2.4,,10.5,4.0,,,-1.1,,,,,
540000,西藏自治区,2017,15,1,91.33,47.97,5.53,35.99,1.83,0.0,0.0,154.72,6.72,10.18,2.1,426.59,549.83,138.83,804.08,167.23,88.46,384.71,419.37,119.42,97.54,2.18,,7.52,2.02,2.35,5.72,6.0,13.43,,,,
540000,西藏自治区,2016,17,1,120.28,53.72,4.3,60.84,1.42,,,108.13,4.73,11.68,4.16,353.6,458.67,119.47,667.4,135.9,47.91,288.82,378.58,92.83,81.0,1.64,,6.81,1.51,1.85,0.71,0.24,12.82,,,79.43,
540000,西藏自治区,2015,18,2,93.63,54.42,0.0,34.19,5.02,0.0,0.0,100.63,6.41,11.78,2.93,307.4,387.33,103.52,585.54,107.29,53.09,231.59,353.95,72.66,67.5,1.72,,5.0,1.67,2.25,-3.87,-3.24,13.17,,,61.34,0.0
540000,西藏自治区,2014,16,2,90.22,41.39,0.0,42.12,4.81,0.0,1.9,100.04,7.22,11.01,2.48,274.31,297.69,80.18,478.97,89.93,31.88,184.12,294.85,68.26,57.89,5.36,1.02,4.32,1.23,1.81,-1.4,2.83,10.18,1.89,4.05,61.3,0.0
540000,西藏自治区,2013,15,3,90.7,42.16,0.0,42.23,4.41,0.0,1.9,77.1,4.94,9.98,1.6,218.94,280.08,67.5,418.99,69.9,30.63,144.86,274.08,52.18,54.39,1.1,1.03,4.51,1.25,1.85,-10.74,-1.43,11.44,1.29,4.26,53.98,0.0
540000,西藏自治区,2012,12,1,66.30533,40.16033,1.9,17.3,4.41264,,1.9,97.63402,5.61875,5.71623,0.85457,194.36233,246.26156,55.36954,352.08634,67.70272,20.29308,99.17164,252.91469,50.4487,49.13309,0.87746,1.00377,3.92409,1.94995,2.28401,-6.49236,2.50182,9.11679,1.7912,4.42853,47.37182,
540000,西藏自治区,2011,11,2,56.68619,29.26005,,23.57384,1.9523,,1.9,66.84924,4.73121,6.1875,1.98651,139.79208,155.53342,45.38107,235.05396,33.85289,12.87926,59.79546,175.25847,41.69885,37.76381,0.909,0.88179,3.006,0.57831,0.80459,-1.08563,6.38998,2.96781,1.4565,3.71538,42.3634,0.00196
540000,西藏自治区,2010,14,2,61.77606,18.6825,2.45851,38.67298,0.06207,,1.9,52.71534,4.46155,6.68342,1.51839,133.48847,140.10239,40.78631,225.49865,37.57337,13.01194,65.24539,160.25326,31.96871,30.97859,0.82229,0.47146,2.4377,0.2245,0.22791,-1.95661,5.13181,2.26624,0.92547,2.59973,31.81508,
540000,西藏自治区,2009,10,1,42.33816,16.06661,0.55851,23.81097,0.00207,,1.9,39.02106,2.89531,3.6291,0.37859,101.22728,117.42165,33.77906,150.27337,20.6022,4.70777,27.50117,122.7722,20.79898,19.69747,0.47223,0.34019,1.19495,0.10018,0.10036,1.31196,1.17689,2.93043,0.5073,1.43714,22.48565,0.01337
540000,西藏自治区,2008,10,1,42.33303,20.26147,17.83317,2.25251,0.08588,,1.9,31.44597,3.38217,3.4461,0.98935,83.9371,95.94937,29.71299,135.39924,18.1169,4.22843,28.44738,106.95186,18.88865,15.63031,0.44572,0.30574,1.33046,0.21289,0.2243,0.82642,1.0806,2.82954,0.57399,2.30169,16.77299,
540000,西藏自治区,2007,15,1,42.76764,1.2294,1.05851,38.40143,0.1783,,1.9,41.02974,2.60286,4.2503,0.7264,87.04539,100.73706,29.21487,132.2761,18.31497,3.10513,25.0352,107.2409,21.18553,14.06077,1.70184,0.33517,1.21993,0.00339,0.00665,3.67922,3.87785,1.12098,0.43158,2.94899,20.92049,0.00899
540000,西藏自治区,2006,10,,13.7776,5.66016,0.75907,4.53417,0.9242,,1.9,16.1737,2.34367,3.10729,1.29346,19.68131,27.27318,8.22123,39.07267,12.1272,1.47227,15.88261,23.19006,14.41608,8.40605,1.32276,0.1645,1.75144,0.11726,0.10993,2.70383,2.93771,,0.26769,1.58442,12.13897,0.02494
540000,西藏自治区,2005,11,,11.98545,5.67517,0.35761,3.13611,0.91656,,1.9,10.23406,2.41056,2.76299,1.13256,20.36584,25.84737,6.85811,33.11273,8.4206,1.71966,13.05959,20.05314,11.99452,7.7699,0.39227,0.13836,1.23389,0.17243,0.16837,2.27433,2.23982,,0.30482,1.1804,10.66341,
540000,西藏自治区,2004,8,1,9.45,4.81,2.04,1.04,1.56,0.0,0.0,7.29,1.87,2.27,0.69,15.1,12.8,5.2,27.79,7.09,1.12,8.92,18.87,9.33,6.15,0.28,0.13,1.0,0.08,0.06,1.51,1.49,0.0,0.28,0.65,6.98,0.0
540000,西藏自治区,2003,12,1,12.32955,9.2072,0.63057,0.98752,1.50426,,,12.82305,3.43179,2.45123,1.0374,11.63473,14.99521,5.78551,32.11366,8.20779,1.26057,12.60076,19.5129,10.67846,6.48546,1.04424,0.17154,1.57297,0.04312,0.07078,1.40556,1.99131,0.02655,0.22311,0.96469,9.38218,0.00442
540000,西藏自治区,2002,4,1,4.81347,1.7419,1.13659,0.43073,1.50425,,,8.97461,2.91784,1.37733,0.8331,4.59053,5.98664,1.91298,18.24174,4.93765,,5.87372,12.36802,5.76402,3.65397,0.56158,0.06383,0.63283,0.14028,0.13635,0.74257,0.63336,0.47473,0.07455,0.3884,4.48591,
540000,西藏自治区,2001,4,,4.66347,1.5919,1.13659,0.43073,1.50425,,,6.98851,3.33761,1.27351,0.28735,3.95964,5.18958,1.50606,15.30649,3.27818,,4.25034,11.05615,5.77903,3.17819,0.636,0.07895,0.49472,0.07862,0.03672,1.45869,1.43923,,0.05517,0.40461,4.46346,
540000,西藏自治区,2000,4,,5.5409,2.7235,0.4,0.91315,1.50425,,,8.87915,3.99305,1.46793,0.86818,4.06782,5.62159,1.72921,15.975,3.14039,,4.06235,11.91265,4.66761,2.75054,0.5662,0.05398,0.45659,0.08838,0.08838,0.76074,1.15428,,0.04884,0.40835,4.13571,
610000,陕西省,2019,869,,,,,,,,,11043.72,1996.28,2127.1,715.98,,,,29830.39,,,16091.99,,,,390.45,,820.94,270.89,,,1717.71,,,,,
610000,陕西省,2018,872,,,,,,,,,8804.9,1488.4,1621.0,634.4,,,,24575.9,,,13199.8,,,,350.6,,616.4,247.6,,,1811.9,,,,,
610000,陕西省,2017,929,143,5920.46,3883.94,76.33,1308.55,308.83,26.63,331.02,9259.55,1780.07,1779.19,631.14,10854.05,20196.11,9318.25,25623.79,9555.01,2818.29,13999.71,11598.69,15594.64,11996.53,360.19,,727.13,265.89,263.01,1695.08,1682.67,145.15,,,,
610000,陕西省,2016,948,143,5798.37,3382.4,101.82,1562.55,448.12,28.34,298.84,8525.06,1597.2,1732.94,606.29,12814.45,18723.04,8144.75,24533.87,9251.82,2434.08,14022.22,10501.33,14334.81,11423.37,349.06,,699.87,267.74,268.74,1095.48,1097.03,98.11,,,14598.23,613.17
610000,陕西省,2015,951,183,5413.98,3251.51,91.98,1359.45,403.26,14.55,302.93,7798.83,1597.84,1654.19,597.41,11000.73,17130.88,6724.92,23099.93,8386.84,2485.63,13157.31,9989.9,13895.14,10945.63,326.38,,685.56,263.95,263.1,1079.9,1044.65,134.43,,,14069.85,441.33
610000,陕西省,2014,985,174,4904.61,3168.99,71.38,904.86,482.38,28.43,237.48,7489.55,1406.09,1768.97,635.52,9939.89,15743.59,6356.8,21678.76,8241.41,2299.37,12495.19,9178.74,14396.18,10846.8,338.84,672.86,778.88,268.91,279.21,1535.82,1509.48,94.23,135.32,764.94,14593.61,380.37
610000,陕西省,2013,985,154,4380.52,2783.59,80.18,1101.23,281.29,34.56,88.03,6952.24,1259.81,1697.84,594.55,6966.42,10776.49,4243.27,19256.26,7374.85,2186.08,11042.4,8198.42,13736.26,10266.17,309.37,488.34,774.07,229.98,252.01,1827.47,1778.95,72.04,159.41,761.51,13619.69,277.69
610000,陕西省,2012,975,174,3832.41451,2242.62554,30.79418,1225.15827,221.70317,28.55201,83.53134,7258.65811,1113.72958,1568.44379,572.13411,8259.95305,11749.92517,4504.5823,17643.20967,6804.71408,1921.96988,10184.32284,7438.81699,12776.03096,9364.50569,287.95376,470.54898,775.83838,198.0642,222.58106,1745.05592,1707.48044,123.8546,143.74542,738.38748,12643.11121,315.3329
610000,陕西省,2011,942,148,3129.69686,1869.06206,16.62944,973.09878,182.93949,26.19712,61.76997,6379.79422,878.97944,1417.98494,515.65071,6661.64186,9544.97996,3628.42163,14856.16737,5808.4481,1625.90448,8474.71089,6372.81827,10970.34166,7854.37875,252.94575,387.11721,714.66435,126.19324,143.35093,1677.69763,1666.62138,148.49604,166.98699,583.9741,10968.98698,279.44837
610000,陕西省,2010,662,104,1629.75665,497.48314,25.36093,917.1553,120.21875,15.22932,54.30921,5230.52416,904.71793,1125.24193,386.124,4262.78869,5951.48654,2380.2291,12063.59231,4639.70459,1463.53395,6899.86783,5152.99669,8161.00911,5897.04045,186.60381,314.04551,574.60461,89.2545,83.79461,1181.61609,1171.04194,34.32776,113.78716,451.38147,8094.03748,220.32459
610000,陕西省,2009,591,131,1604.19053,793.25345,15.19619,626.16088,103.38843,7.38673,58.35485,4003.18727,691.42986,905.60382,295.0378,4909.98467,5112.80175,1925.1549,9990.4589,3800.36436,1060.38586,5554.99236,4280.43691,6125.18012,4470.62143,153.98331,264.71553,417.63019,74.8554,68.74019,681.84962,674.97788,55.65947,62.42986,307.70587,5997.3904,181.75364
610000,陕西省,2008,560,131,1948.33443,1114.19478,32.6578,630.95235,93.14853,23.39816,53.98281,3308.59774,544.20379,826.92135,286.97606,3927.61296,5159.55878,1875.32259,8219.93537,3121.63187,877.46118,4439.6584,3780.27697,5620.84821,4158.13281,130.0512,114.04723,322.86073,67.30332,78.1824,864.44268,857.1116,76.51175,84.09316,350.7675,5620.14701,256.95732
610000,陕西省,2007,521,105,1143.35166,364.29153,13.12771,630.60147,75.17522,21.64514,38.51059,2579.91565,524.03193,665.95677,229.03388,3357.55111,4464.97202,1661.24872,6465.66583,2584.61152,654.83921,3678.35823,2787.3076,4563.95117,3426.09851,103.66226,96.94686,310.16347,53.69195,66.97239,624.87601,642.4122,36.98107,88.54945,258.84878,4564.72129,213.9563
610000,陕西省,2006,491,125,916.56341,352.47479,29.54624,428.15245,53.24078,18.83641,34.31274,2089.70347,341.82451,568.15074,186.01209,2634.86383,3625.10507,1340.71639,5188.23696,2105.02684,530.1485,3037.23521,2139.74573,3677.34445,2752.9373,84.23533,81.88189,203.65303,52.55608,57.15886,483.04164,494.48868,41.00028,44.42483,214.73692,3636.63209,172.91359
610000,陕西省,2005,473,139,800.06769,393.06902,15.97768,320.00979,37.41217,17.72726,15.87177,1652.42048,307.51127,447.12013,138.22005,2243.73517,3015.01442,1085.41812,4274.26317,1680.9566,404.49051,2609.27279,1647.31461,2763.56406,1979.09075,69.97151,78.77243,172.1899,47.46907,46.42027,393.98274,387.04546,43.5962,63.46581,162.19849,2768.00825,142.36989
610000,陕西省,2004,467,120,686.59,420.73,11.64,185.77,38.4,16.62,13.43,1415.89,284.61,368.81,114.69,1927.4,2669.53,931.03,3636.09,1431.56,345.19,2318.05,1318.04,2185.75,1608.75,59.6,62.37,152.91,47.46,50.39,258.17,249.03,26.54,42.6,128.39,2191.66,88.47
610000,陕西省,2003,420,107,606.77613,429.31019,10.47851,111.13632,34.33279,11.79492,9.7234,1204.70265,257.83476,317.76844,98.72272,1602.94479,2174.28257,749.78497,3045.31029,1181.78025,248.51483,1887.55572,1140.13973,1529.25868,1106.89691,53.49046,45.57833,125.5997,41.22851,38.89688,163.82438,157.96714,17.56287,26.30986,89.35623,1501.65906,67.62227
610000,陕西省,2002,417,177,522.54722,409.10448,7.42923,73.95072,14.84662,14.27551,2.94066,948.74199,245.61714,289.2287,93.95145,1304.78895,1777.81613,614.36022,2449.89255,991.38854,,1621.65342,826.57418,1103.76385,812.28767,37.92288,34.01537,100.96749,43.36262,39.89586,97.38241,83.48041,22.88571,17.63323,61.80091,1064.93779,52.4011
610000,陕西省,2001,428,184,653.40626,449.56047,4.99156,163.46584,17.73058,14.45267,3.20514,902.2452,251.92425,272.98118,98.61146,1174.79169,1557.94599,520.72033,2281.32942,933.4808,,1500.00606,769.49086,946.46273,714.27991,32.48137,27.74749,90.453,38.96127,40.72122,48.57291,53.94968,24.59473,15.69642,49.62966,933.40608,43.27689
610000,陕西省,2000,439,161,504.38855,259.81989,7.83166,205.71663,15.55172,12.84794,2.62071,844.5297,259.90087,250.10927,100.4842,1057.16047,1384.76062,433.4651,2055.67089,855.97607,,1390.28049,654.58817,842.78521,629.73267,26.87098,24.17986,72.28717,39.00647,37.34496,62.59355,58.92348,20.96075,8.51512,49.69487,841.18981,49.71892
620000,甘肃省,2019,252,,,,,,,,,2825.31,400.04,838.08,187.41,,,,8290.23,,,4985.9,,,,98.74,,209.19,113.98,,,231.67,,,,,
620000,甘肃省,2018,251,,,,,,,,,3062.1,380.5,993.8,315.2,,,,8571.5,,,5455.6,,,,107.7,,201.1,142.6,,,225.1,,,,,
620000,甘肃省,2017,256,94,1843.81,1365.93,14.31,376.97,69.4,6.32,10.88,3031.13,367.26,1089.39,314.41,3812.42,6815.47,3011.68,8721.53,3820.49,866.96,5626.27,3095.26,7142.06,6150.31,95.49,,216.92,133.81,144.57,179.93,200.18,86.87,,,,
620000,甘肃省,2016,271,99,1709.73,1238.47,58.94,320.28,46.85,4.92,8.75,3079.05,472.93,1093.59,319.77,4173.55,6580.04,2808.05,8703.29,3792.13,874.78,5732.4,2970.27,6335.05,5548.47,89.24,,210.17,139.53,135.5,22.9,45.81,142.27,,,4591.26,86.9
620000,甘肃省,2015,288,111,1604.11,1224.81,64.18,241.16,60.25,5.32,8.4,3021.0,467.93,1133.19,402.25,4119.5,6104.93,2468.44,8548.12,3756.42,846.94,5585.8,2962.31,7238.44,6507.49,97.41,,226.95,169.53,172.22,-178.07,-131.35,289.98,,,5126.19,86.45
