省份编码,省份,年份,私营工业企业单位数(个),私营工业企业亏损企业单位数(个),私营工业企业实收资本(亿元),私营工业企业国家资本金(亿元),私营工业企业集体资本金(亿元),私营工业企业法人资本金(亿元),私营工业企业个人资本金(亿元),私营工业企业港澳台资本金(亿元),私营工业企业外商资本金(亿元),私营工业企业流动资产合计(亿元),私营工业企业应收账款净额(亿元),私营工业企业存货(亿元),私营工业企业产成品(亿元),私营工业企业固定资产合计(亿元),私营工业企业固定资产原价合计(亿元),私营工业企业累计折旧(亿元),私营工业企业资产总计(亿元),私营工业企业流动负债合计(亿元),私营工业企业应付帐款(亿元),私营工业企业负债合计(亿元),私营工业企业所有者权益合计(亿元),私营工业企业主营业务收入(亿元),私营工业企业主营业务成本(亿元),私营工业企业销售费用(亿元),私营工业企业主营业务税金及附加(亿元),私营工业企业管理费用(亿元),私营工业企业财务费用(亿元),私营工业企业利息支出(亿元),私营工业企业营业利润(亿元),私营工业企业利润总额(亿元),私营工业亏损企业亏损总额(亿元),私营工业企业应交所得税(亿元),私营工业企业本年应交增值税(亿元),私营工业企业工业销售产值(现价)(亿元),私营工业企业出口交货值(亿元)
110000,北京市,2019,1047,,,,,,,,,1356.28,474.57,321.89,122.95,,,,1885.36,,,994.49,,,,114.95,,141.74,10.33,,,105.8,,,,,
110000,北京市,2018,1022,,,,,,,,,1341.3,474.1,292.5,106.4,,,,1911.3,,,1008.4,,,,108.6,,122.9,9.2,,,76.4,,,,,
110000,北京市,2017,1004,160,324.22,0,0,88.25,235.96,0,0,1166.37,403.57,267.28,100.5,195.79,321.79,133.87,1654.72,805.74,303.86,889.77,755.64,1117.56,851.01,88.43,,108.12,9.6,9.34,69.66,79.63,6.92,,,,
110000,北京市,2016,1047,157,312.61,0.02,,84.79,227.73,0.06,,1088.63,377.78,257.42,98.2,194.5,310.86,122.94,1544.72,756.99,301.84,825.21,715.06,1034.14,790.89,76.08,,105.83,7.99,8.5,59.42,79.08,9.97,,,943.62,43.49
110000,北京市,2015,1093,172,292.73,0,0,76.69,215.96,0.06,0.01,1025.21,347.15,255.34,104.05,195.03,299.74,116.41,1444.14,740.49,291.79,793.79,645.33,1016.95,778.7,70.96,,100.61,8.64,9.21,61.74,70.35,7.85,,,916.53,55.37
110000,北京市,2014,1143,153,257.44,0,0,67.81,189.57,0.06,0,928.23,322.06,233.0,98.84,184.05,288.08,107.16,1309.18,696.22,270.01,740.98,567.72,1032.87,812.64,67.35,4.64,90.02,8.1,8.55,59.82,67.04,6.58,10.55,31.48,956.94,44.25
110000,北京市,2013,1079,130,215.97,0,0,60.0,155.9,0.06,0,783.47,269.71,202.44,74.28,164.63,250.83,93.48,1116.67,586.13,225.29,634.45,482.12,946.22,753.31,61.15,4.0,81.56,7.54,7.32,43.84,53.76,4.82,9.08,28.96,888.37,38.53
110000,北京市,2012,1043,123,205.13836,,,73.11973,132.01863,,,652.31467,217.16807,175.08852,64.39193,143.59556,211.77893,76.73293,942.36841,494.22479,193.74634,529.38256,412.57821,821.66196,655.63487,50.24054,3.44047,69.29242,5.76976,5.84159,41.45086,49.97903,5.26161,8.45428,24.96146,789.70242,45.06787
110000,北京市,2011,1046,114,161.37088,,,41.49922,119.66906,0.0228,0.1798,560.27211,171.22691,161.31769,61.15234,128.73964,183.74884,64.4995,800.23018,429.61739,166.62103,464.02785,336.20233,782.73532,636.35201,44.32015,2.57727,58.41894,4.83831,4.72378,41.34806,46.72154,4.38617,8.2156,21.88824,770.47901,42.60721
110000,北京市,2010,2465,337,207.44433,,,53.6101,153.79723,0.037,,653.65056,192.45422,188.04086,64.09607,172.87124,221.50344,75.37659,915.6563,510.99125,191.88173,546.69011,368.96619,845.06327,696.6075,43.33649,3.24294,64.5672,3.86313,3.15522,38.93052,45.81439,4.02806,7.88669,22.92306,798.12344,42.55895
110000,北京市,2009,2354,389,176.30475,,,46.67226,129.18215,0.16902,0.28132,538.60499,150.55228,174.37102,67.79119,158.46653,199.0032,65.78992,778.72349,449.54632,168.63098,484.46956,294.25393,686.39147,565.54136,36.68978,2.88113,54.78573,3.84507,3.28768,26.66692,33.09479,4.97964,5.64228,19.53933,659.60864,35.56355
110000,北京市,2008,2354,481,158.70559,,0.08686,41.63593,116.94564,,0.03716,481.2944,134.79961,167.77583,68.15889,150.76055,179.68472,56.62572,703.07399,409.74912,146.17165,434.66358,268.41041,664.43257,552.88989,37.14108,2.87986,51.62186,4.70968,4.07642,20.21732,23.96816,6.4593,4.15589,17.6281,633.88486,39.67437
110000,北京市,2007,1958,314,129.44515,,,41.1393,88.27885,,0.027,353.43243,95.31602,122.27119,48.46832,132.94087,156.0598,47.41391,535.61429,294.71743,103.30791,320.11733,215.49696,549.01276,461.65584,28.46393,1.92123,36.18875,3.43301,2.79509,20.01471,23.87657,3.43145,4.41418,15.83043,525.60613,33.62146
110000,北京市,2006,1666,323,105.02594,0.0205,,33.3111,71.48634,,0.208,284.16207,70.75417,98.79702,38.72566,118.66247,136.80109,38.83471,441.81028,246.43422,80.67499,263.71567,178.09461,435.88792,368.43166,23.51631,1.46917,29.31596,2.78591,2.44304,12.35823,15.39116,2.81914,3.07527,12.54196,411.76662,33.08928
110000,北京市,2005,1504,302,88.29316,0.0016,,26.55539,61.57035,,0.16582,233.51807,55.8752,79.55,31.0846,103.0964,120.17256,31.2783,372.58462,202.67692,62.68294,216.85016,155.73446,337.52183,280.31592,20.71606,1.25392,23.48705,2.31968,1.88113,10.8473,13.50901,3.419,2.91096,10.04272,320.87003,23.67373
110000,北京市,2004,1706,348,94.37286,0.13388,0.36529,19.95072,73.034,0.3828,0.50617,229.79427,55.17711,77.25206,30.73382,105.33016,114.72881,26.17108,369.64177,189.9904,63.03558,205.28596,164.35581,334.94477,274.30171,19.11071,1.45512,24.25296,2.15753,1.74794,15.0094,17.33957,2.77109,2.82081,10.56496,325.54311,21.80844
110000,北京市,2003,556,83,35.05607,0.21917,0.72129,11.5938,22.29351,0.2283,,86.501,21.14402,29.47861,11.07447,42.25534,44.68659,8.83449,139.94075,74.56322,24.3637,81.5511,58.38965,146.43191,119.40181,8.75364,0.66882,9.40105,1.08738,0.77808,7.66487,8.38533,0.747,1.55814,4.54773,145.34522,6.42111
110000,北京市,2002,513,68,27.76976,0.11812,0.44691,11.12616,15.97736,0.08185,0.01936,64.08529,13.29963,23.28438,9.53598,31.65569,33.20206,5.9709,102.65723,52.47349,,57.93195,44.72528,112.01378,90.58675,6.87765,0.59864,7.16438,0.87916,0.57847,6.38446,7.06551,0.66299,1.15993,3.22548,113.90671,3.11117
110000,北京市,2001,344,54,17.78331,0.06444,0.389,6.04446,10.93184,0.25071,0.10286,37.08607,7.75319,14.93067,5.22589,16.91126,17.74774,3.62869,59.61617,29.49293,,32.05367,27.5625,66.13396,53.34823,3.99766,0.25982,4.53242,0.41706,0.30914,3.74383,3.97447,0.36578,0.64784,2.01718,66.03081,2.59376
110000,北京市,2000,184,25,9.37634,0.015,0.59253,3.72482,5.04399,,,21.94244,5.38003,8.55558,3.2594,9.98423,11.18655,1.99713,34.40587,16.78636,,18.76565,15.64022,34.17718,25.11138,3.9235,0.1653,2.24563,0.27553,0.18577,2.52242,2.78757,0.10309,0.38667,1.50898,33.09502,1.09164
120000,天津市,2019,2366,,,,,,,,,1772.71,493.6,380.69,163.07,,,,3055.09,,,1844.19,,,,70.05,,156.87,17.66,,,102.82,,,,,
120000,天津市,2018,1837,,,,,,,,,1458.1,409.6,329.7,126.1,,,,2210.6,,,1312.6,,,,52.1,,110.9,14.8,,,89.8,,,,,
120000,天津市,2017,1826,318,717.13,3.2,3.02,380.11,330.1,0,0.69,1415.29,385.52,309.16,124.84,410.8,675.78,253.27,2144.93,1199.45,328.33,1291.19,853.55,2589.28,2340.71,49.97,,99.99,16.86,13.24,89.68,110.04,14.19,,,,
120000,天津市,2016,2458,254,719.44,0.77,0.62,213.46,504.36,0.18,0.05,1798.6,461.7,332.38,135.24,1107.37,1689.68,660.79,3411.53,1570.73,366.3,2002.01,1747.62,6859.76,5980.43,64.62,,146.89,32.04,21.68,622.28,621.65,15.65,,,6841.46,390.36
120000,天津市,2015,2574,321,593.78,0.07,1.31,146.89,445.47,0.01,0.04,1716.94,417.08,321.84,130.26,771.17,1086.6,394.09,3220.17,1566.06,339.79,2067.44,1148.96,6037.66,5255.32,60.98,,121.86,27.54,20.7,561.56,562.34,15.71,,,6105.5,247.6
120000,天津市,2014,2500,318,721.08,1.79,2.57,132.78,379.86,2.31,0.64,1562.43,374.85,341.51,141.05,720.19,983.19,334.13,2716.37,1390.19,276.26,1599.42,1013.22,5291.24,4633.04,61.95,21.57,110.87,31.19,25.58,437.27,433.79,20.49,35.83,137.25,5049.01,228.22
120000,天津市,2013,2436,278,569.04,0.32,5.37,105.71,456.66,0.67,0.25,1418.93,318.73,307.54,108.24,749.66,1007.58,312.87,2465.47,1256.74,221.49,1456.74,996.98,4369.28,3825.7,51.47,15.79,100.42,28.75,20.77,377.67,361.39,13.35,30.54,123.63,4186.24,213.14
120000,天津市,2012,2246,231,411.85121,0.17044,0.333,122.03485,287.12715,0.427,1.00777,1280.45371,272.0365,268.59934,94.27119,480.4664,657.25131,233.72479,1984.78279,1085.87676,220.03716,1257.62351,721.11388,3624.45698,3121.25585,41.65613,15.42171,85.71183,25.45457,22.1996,380.30416,359.6488,9.72107,29.9023,97.50172,3547.1044,181.78026
120000,天津市,2011,2006,182,451.95584,0.19182,7.14717,113.33072,330.05979,0.14921,1.28371,1003.85027,211.85111,209.45268,84.42716,380.29806,510.067,171.43101,1567.74427,878.34241,185.42018,958.54899,601.18561,2889.39591,2509.11213,34.64987,7.81763,62.91655,18.69936,17.11649,290.96584,294.2562,7.85007,25.78654,67.33204,2880.20215,154.56888
120000,天津市,2010,3676,376,321.32338,0.22459,3.78187,74.80776,241.02232,0.28564,1.2012,940.22107,201.98731,236.51456,85.74981,357.1005,524.32542,189.92684,1521.93976,872.62332,193.55295,954.76174,567.1778,2464.82408,2170.5104,30.24125,6.12243,62.97024,13.43687,10.5333,204.01176,200.88205,5.19625,10.86494,47.73528,2420.21014,161.88986
120000,天津市,2009,3756,472,307.40765,1.86217,2.66329,83.8764,210.67618,5.64859,2.68102,752.84803,161.81358,203.17996,71.42356,309.43803,381.85749,108.1824,1162.1664,695.40464,178.06589,734.56718,427.59922,1807.47301,1640.55067,25.09899,8.7605,47.02586,21.42247,10.08265,91.87318,93.81646,6.24381,7.1773,26.96056,1791.76203,143.91467
120000,天津市,2008,3532,647,242.16759,1.25209,1.93436,64.3546,173.35171,0.99358,0.28125,669.66382,136.31744,195.70217,67.45039,279.78259,328.40942,86.0746,1027.91279,633.46298,166.19767,680.8157,347.09709,1871.19451,1737.31933,21.92906,3.70226,36.90898,14.96921,13.71323,44.44224,45.34693,11.1897,6.12576,25.53259,1844.79756,123.40835
120000,天津市,2007,2098,281,154.07666,0.26682,2.10081,32.81763,118.61773,0.04,0.23367,438.02263,89.91081,121.06961,48.14787,200.25933,236.80607,63.23932,693.4366,430.71078,107.90874,450.80647,242.63013,1057.28704,972.24234,17.8333,2.41561,24.7878,10.15839,7.64028,36.28594,36.81823,3.67003,6.96877,18.33321,1067.45068,94.1228
120000,天津市,2006,2042,266,119.70956,0.05515,0.18786,26.62154,92.03363,0.0015,0.80988,337.53546,67.05109,104.99237,45.52954,164.13866,198.85209,50.66478,542.33224,340.6927,91.79389,353.3084,189.02384,883.82986,807.55508,10.84345,2.24729,17.16883,6.62401,4.73157,33.0689,33.86965,3.75572,5.5138,16.03819,878.5204,72.9221
120000,天津市,2005,1765,188,156.06761,2.99023,2.19754,49.18331,96.61932,5,0.07721,292.21866,55.31144,92.19303,32.26038,139.3958,166.3814,39.55542,452.54188,297.20347,87.70842,309.84728,142.6946,709.59292,635.38606,10.35233,11.26887,13.92258,4.6882,3.18806,34.50489,34.96082,1.57263,5.90052,12.78515,615.23146,62.24683
120000,天津市,2004,1796,354,101.91697,0.09817,2.0337,30.08663,68.96268,0.26834,0.46745,237.01498,58.42435,72.88452,29.01056,125.16956,134.70114,26.05209,388.87505,231.65158,58.22959,247.76477,141.11028,638.18077,593.1065,8.74395,1.70824,12.92072,5.04143,3.84874,26.75237,27.32374,2.76409,3.98778,10.86333,648.6971,55.0349
120000,天津市,2003,753,49,28.09797,0.015,1.0232,9.37983,17.53335,0.12069,0.0259,70.64343,16.99522,23.66091,8.72592,38.81227,44.68611,11.74502,124.03197,67.57436,20.01086,76.52271,47.50926,222.86013,195.53308,4.75013,0.5134,4.77583,1.59084,1.108,16.07056,15.16348,0.12647,2.99401,4.98798,228.3937,28.8242
120000,天津市,2002,594,34,18.00667,0.06866,1.9785,6.06859,9.1645,,0.72642,46.59962,11.22938,16.13602,6.25637,23.3363,27.76075,6.98227,75.22524,44.29284,,46.20885,29.01639,127.71302,108.64431,3.97502,0.30158,3.23975,0.79684,0.5759,11.0743,10.57696,0.1787,2.39804,3.63477,131.8037,17.6069
120000,天津市,2001,574,36,15.75884,0.06216,2.0678,4.01059,9.52719,0.0004,0.0907,45.15562,10.01173,14.01082,5.99525,17.94627,22.51987,5.53757,67.30354,37.39207,,38.5597,28.74384,109.37655,92.66995,3.44977,0.52761,2.9333,0.78011,0.00939,9.3689,9.03712,0.15019,1.84873,2.7191,113.90654,9.7536
120000,天津市,2000,446,35,9.93587,0.0015,1.1603,0.91663,7.82294,0.0162,0.0183,23.69293,5.33425,8.8423,3.75698,10.98703,13.35539,3.05215,36.89503,20.57412,,21.09278,15.80225,64.34354,53.6615,2.15769,0.14326,1.55952,0.51656,0.31616,6.22799,5.75727,0.0936,0.99973,1.20591,68.95393,10.93125
130000,河北省,2019,10074,,,,,,,,,7986.45,1965.25,1832.85,741.3,,,,14576.56,,,8039.95,,,,312.84,,557.14,182.64,,,1038.28,,,,,
130000,河北省,2018,11768,,,,,,,,,7880.7,1852.3,1906.2,743.6,,,,14823.2,,,8373.3,,,,292.9,,483.6,192.5,,,1120.8,,,,,
130000,河北省,2017,11647,1363,3002.05,17.06,16.71,1143.87,1818.2,1.58,1.04,7100.46,1556.17,1748.03,711.25,6044.74,8567.05,2795.72,15484.98,6598.51,1754.56,7932.56,7461.64,22278.66,19550.26,397.38,,537.89,212.04,168.13,1503.92,1479.09,71.66,,,,
130000,河北省,2016,9626,694,2746.4,2.86,5.48,1151.3,1581.23,0.33,5.11,5265.82,1127.72,1226.01,529.0,6779.32,9070.67,2758.27,13851.74,4941.17,1341.1,6040.49,7749.87,22978.07,20267.74,345.83,,433.04,152.95,128.33,1569.31,1539.11,44.49,,,23400.13,508.59
130000,河北省,2015,9893,987,2632.46,5.04,4.7,1096.83,1524.88,0.12,0.89,5199.29,1113.45,1152.08,519.44,6519.32,8719.75,2647.57,13349.67,5012.35,1254.33,6189.39,7089.08,21608.74,18967.41,324.46,,424.57,169.66,149.64,1453.64,1435.7,99.98,,,22011.19,494.38
130000,河北省,2014,9600,909,2270.51,3.3,2.05,922.86,1338.32,0.94,3.04,4974.76,1035.6,1142.54,530.41,7178.17,8866.14,2351.29,13685.76,5127.93,1269.22,6323.97,7240.08,21503.6,18712.84,321.33,101.63,427.08,194.58,170.61,1572.15,1532.07,68.47,134.81,483.32,21881.76,455.02
130000,河北省,2013,9023,776,2000.12,1.95,3.75,790.78,1200.8,2.34,0.34,4608.05,914.27,1069.25,476.14,5109.46,6752.63,1970.4,10850.87,4612.14,1162.65,5356.25,5339.03,20395.77,17619.51,302.29,98.04,411.16,167.98,151.86,1616.56,1569.64,48.35,142.87,479.7,20492.17,426.72
130000,河北省,2012,7949,627,1717.67198,0.51654,1.51824,718.1495,994.55193,2.28519,0.31383,3810.56888,750.77592,919.16273,421.21472,4323.1171,5520.28844,1560.35226,8897.32243,3964.18212,1003.24995,4561.44334,4270.28299,17907.50751,15392.87668,260.40224,88.31132,352.34947,149.40267,136.27261,1511.99388,1423.01006,43.87295,137.10902,439.47545,17807.84034,393.98886
130000,河北省,2011,7302,433,1349.73852,2.18325,0.74004,435.53885,909.92748,0.19881,1.15009,3218.2248,594.91042,778.50709,344.72955,3045.65644,3972.58304,1192.34795,6733.57768,3060.87437,809.06803,3535.80784,3154.01707,15029.15715,12866.25013,225.15372,76.82241,284.6535,112.69599,97.10816,1328.46288,1231.32926,17.22928,145.82514,380.43237,14853.26296,282.73818
130000,河北省,2010,8959,637,1101.80856,0.4877,0.2303,323.43908,776.25458,0.15072,1.24618,2591.27698,481.92255,694.70735,302.61281,2256.38454,2843.13906,773.81128,5232.19471,2451.28606,541.29588,2810.79308,2365.93973,11649.99199,9915.10463,189.47318,67.46679,231.36449,84.89687,72.09588,1162.58468,968.13993,15.90197,105.86992,300.87021,11710.04029,209.57791
130000,河北省,2009,8162,892,837.13785,0.29904,0.17712,242.49846,593.41882,0.73235,0.01206,1934.67947,364.31295,515.93848,257.0761,1752.58614,2102.13215,524.78964,4001.79512,1976.8284,465.57987,2237.77225,1739.33264,8471.12438,7296.14716,144.08069,46.33863,150.21457,61.92215,53.39653,789.43136,639.82328,23.13608,73.38814,229.30733,8537.49846,154.31813
130000,河北省,2008,7555,921,774.0113,0.41314,0.82246,217.46153,553.66585,0.25672,1.3916,1695.94719,338.19735,547.33221,264.58735,1565.67986,1899.10677,468.02797,3538.44765,1739.17829,454.14431,2002.71926,1535.72839,7708.52448,6659.56415,151.56282,53.94009,148.27864,64.29845,54.87776,655.87304,556.42579,28.84784,74.26327,215.49536,7820.52494,194.10362
130000,河北省,2007,6067,500,556.23413,,0.78669,151.56007,401.37916,0.62216,1.88605,1233.78122,232.24361,365.44205,163.34497,995.46117,1207.56107,318.99312,2537.51337,1207.60548,265.10139,1348.35772,1189.15565,4979.82565,4240.03117,105.4107,33.6667,100.25153,43.74791,38.08846,452.73815,384.23971,8.26459,65.32654,135.64008,5008.58591,136.14765
130000,河北省,2006,5567,592,465.37668,,0.00984,168.03515,294.63016,0.30694,2.39459,955.93755,170.76778,283.2925,137.28984,772.77537,938.68018,236.47515,1949.71166,951.1902,206.94442,1088.9835,860.72816,3626.94611,3107.01393,80.09129,24.54818,69.00746,31.88323,27.37643,310.66557,261.96818,9.79476,44.78941,95.83698,3681.4587,111.85196
130000,河北省,2005,4724,481,360.61245,0.0128,0.06997,132.60673,227.2236,0.2632,0.43615,705.70118,125.69434,224.38033,109.37478,616.03361,703.02404,150.69129,1458.1795,691.78854,163.74996,793.06667,665.11283,2719.79031,2323.22579,57.3266,19.54265,53.02359,24.20972,20.81418,247.87016,191.66457,7.20843,30.66112,73.36665,2742.19261,101.12319
130000,河北省,2004,4025,436,278.76023,0.02,0.3488,38.40236,237.35478,0.109,2.52529,538.14898,96.39778,181.04995,74.05071,444.86921,508.83817,95.6247,1097.31183,512.53567,124.21016,595.95686,501.35497,1980.46876,1732.14893,40.76701,14.18993,41.05528,19.23209,16.29183,136.92234,141.72047,5.39746,24.50392,51.50634,2010.62739,92.72774
130000,河北省,2003,2877,278,180.1754,0.46029,1.29756,66.20161,112.14156,0.0135,0.06088,309.64847,59.68348,106.56479,48.78023,278.88741,320.85907,61.8095,652.21816,298.03932,63.48783,361.74047,290.47769,1046.36603,918.15057,26.99115,6.96414,21.3536,11.00544,9.78538,64.13113,64.87636,3.02605,7.72136,23.6989,1093.67506,61.9745
130000,河北省,2002,2155,208,125.19949,0.5409,2.08373,51.36333,71.02984,0.02536,0.15633,194.95881,40.90355,69.54856,36.6916,190.56723,221.35394,41.90682,421.86472,184.12319,,231.72944,190.13528,669.55039,579.31153,20.63531,4.81125,15.81643,8.09585,7.20279,42.02567,42.6091,1.97885,5.10304,15.65808,707.42919,46.72968
130000,河北省,2001,1640,177,82.1397,0.16004,2.57002,28.81333,50.37768,0.16369,0.05494,133.96442,29.65351,51.9318,27.42132,126.17614,146.57659,25.92279,286.33918,127.37159,,159.73591,126.60327,407.99055,351.21139,12.78957,3.28744,10.62536,5.82141,5.167,24.70074,24.6624,1.3969,3.1691,9.95957,440.61697,14.42761
130000,河北省,2000,1093,84,52.43579,0.37282,3.23014,17.1035,30.43231,1.091,0.20602,82.35277,20.52483,30.88311,17.31604,75.00818,87.32597,15.53188,176.22633,74.86473,,96.20611,80.02022,268.27309,229.10875,9.67989,2.16624,6.40082,3.90397,3.34002,17.12497,16.6606,0.96188,2.08807,5.60365,280.61315,8.20549
140000,山西省,2019,2838,,,,,,,,,3997.83,846.08,703.03,295.96,,,,7320.67,,,5381.98,,,,209.74,,233.68,104.23,,,269.72,,,,,
140000,山西省,2018,2224,,,,,,,,,3519.1,715.7,630.3,247.5,,,,6623.1,,,4827.3,,,,170.2,,176.9,106.0,,,340.7,,,,,
140000,山西省,2017,2213,607,975.56,18.09,20.99,406.28,529.72,0.2,0.29,3209.69,652.77,601.35,245.88,1927.35,2731.76,989.16,6201.74,3696.46,937.9,4645.94,1533.52,5010.86,4305.13,134.83,,152.49,107.61,83.69,288.07,295.42,35.93,,,,
140000,山西省,2016,2015,638,932.5,11.28,15.39,425.72,478.72,1.2,0.19,2953.86,599.19,569.65,245.02,1971.06,2673.05,967.86,6073.8,3567.23,811.04,4512.73,1549.6,3753.81,3304.82,104.84,,124.23,96.34,78.36,94.72,101.03,70.81,,,3909.13,167.44
140000,山西省,2015,2258,958,909.08,8.42,15.73,390.28,492.9,0.01,1.66,2962.43,633.2,548.84,258.63,1868.7,2489.23,850.84,5927.45,3408.46,810.76,4649.31,1260.04,3591.71,3236.76,103.5,,125.56,110.08,84.43,9.24,14.05,132.58,,,3811.92,38.34
140000,山西省,2014,2345,849,1516.06,9.46,11.93,715.22,776.22,0.07,0.38,3125.49,618.11,647.38,278.39,1931.55,2591.12,932.11,6078.04,3455.94,790.59,4515.17,1522.58,4636.95,4152.28,121.13,22.41,141.8,128.93,103.64,71.58,72.25,110.67,12.33,126.94,4909.86,56.28
140000,山西省,2013,2332,766,1159.59,7.9,18.02,367.41,754.28,1.3,0.34,3092.22,559.47,662.86,282.31,1750.44,2723.22,1151.18,5817.72,3562.54,828.78,4336.15,1472.84,5122.23,4587.45,109.51,23.93,149.88,127.47,111.23,146.32,124.58,87.69,18.82,154.05,5260.71,55.19
140000,山西省,2012,2159,657,721.58958,8.54086,8.50749,294.58652,408.27217,1.50997,0.17257,2601.04132,411.43613,620.5585,248.93411,1602.82955,2247.74021,874.73345,4814.09883,2892.54352,622.89561,3498.79227,1306.70301,4410.82825,3898.12118,98.72864,21.25589,122.12211,98.58309,83.57383,168.36193,146.63892,73.90758,24.15363,159.02556,4459.19981,36.7699
140000,山西省,2011,1750,440,463.16207,1.17661,8.9378,139.08581,311.66477,,0.03201,1716.35989,294.64705,405.79323,161.48527,1071.50848,1417.73157,483.03404,3101.04869,1895.87488,422.35216,2179.28696,916.85934,3477.39916,2988.32965,86.84038,21.27406,96.91821,62.80752,50.98626,239.60826,174.9905,30.39473,32.26264,137.46571,3448.96597,29.8659
140000,山西省,2010,1802,481,366.46677,4.22049,1.0992,138.1475,218.15008,3.6988,1.1507,1236.98719,223.29807,295.22262,131.34631,784.43543,1059.40164,365.0579,2220.20352,1293.31685,321.27384,1485.18639,720.00981,2172.30599,1871.09926,60.90659,20.45497,73.42229,37.83714,32.37016,143.40545,114.61587,20.4325,21.96613,93.72754,2143.1191,43.41006
140000,山西省,2009,1552,546,356.5487,0.7554,0.78914,96.52737,258.42557,0.01,0.04122,818.0977,152.74337,237.0625,126.328,648.24133,716.83748,170.45227,1718.83551,930.56608,260.24623,1135.53481,581.45917,1386.48148,1232.2877,43.72274,10.86521,49.87311,27.12805,23.99658,35.8947,16.65948,32.66302,9.06325,65.64445,1421.72516,16.50424
140000,山西省,2008,1593,411,294.52606,1.45382,0.62359,99.51497,190.99936,0.8033,1.13102,765.03718,143.37642,244.8078,129.40624,604.01795,662.81529,147.97411,1523.70611,844.77817,237.99417,974.78872,548.91739,1654.22959,1364.6178,70.60238,22.41349,58.58364,29.56566,26.23184,111.42727,83.56009,17.03259,19.00944,120.48088,1596.38074,42.17676
140000,山西省,2007,1505,347,241.3313,0.72447,0.75055,86.47669,153.10134,0.1589,0.11935,596.72978,105.68543,180.39221,82.92378,524.86751,568.56734,114.85908,1217.38034,670.01007,180.82078,776.63751,440.74283,1212.81375,983.59735,50.79507,15.33855,42.56137,21.78997,19.27524,84.0198,64.69859,5.79506,15.25818,79.40198,1194.6601,27.5213
140000,山西省,2006,1310,374,203.66544,0.95833,0.54873,81.70527,119.5383,0.0033,0.91151,458.1242,82.47998,146.08799,68.29578,407.10547,442.11421,81.91456,941.61015,524.21564,137.78159,598.43683,343.17332,901.00125,759.31056,43.20169,11.2792,27.45606,16.56648,14.13811,35.91836,25.05446,10.69604,8.83588,59.17724,912.84709,25.33063
140000,山西省,2005,1166,345,172.43732,1.07876,3.09496,67.71229,100.54376,0.0033,0.00425,405.76731,71.62394,140.15008,73.17808,303.73987,326.58964,60.63487,772.25716,441.33959,110.59734,496.89906,275.3581,779.53366,661.11305,31.64934,10.2359,24.75836,14.34258,12.98052,28.47805,20.45832,10.31903,8.0514,50.9442,800.50613,24.34699
140000,山西省,2004,1264,287,148.6745,0.28141,2.45046,50.19593,95.72233,,0.02437,364.57296,62.99828,116.38365,48.02055,251.09472,266.46505,45.14211,654.90333,362.34011,98.07869,415.71633,239.187,645.6375,537.0686,31.33152,8.30723,21.31597,12.69173,11.49855,30.50739,31.72822,4.43268,8.09372,44.41739,648.46833,24.5693
140000,山西省,2003,862,125,109.72042,0.25459,1.07265,43.36948,64.9661,0.0176,0.04,209.9477,33.66536,61.1369,28.63168,172.16422,185.06641,33.18877,408.20667,206.05726,48.70225,251.46912,156.73755,377.1381,309.10644,25.47785,4.27217,11.58823,7.75003,6.70064,19.56316,18.18182,1.7123,5.05149,22.01606,395.68942,11.22165
140000,山西省,2002,680,120,82.66148,0.31527,1.39167,45.26921,35.62573,0.008,0.0516,130.60131,21.56165,36.48187,15.94689,130.46785,139.23008,21.0818,276.18758,115.00895,,150.69309,125.49449,229.49556,190.69032,14.98117,2.45974,6.23773,4.67997,3.68146,10.94334,9.82231,1.30085,2.0288,11.24721,236.67136,8.93454
140000,山西省,2001,450,72,41.24645,0.80918,0.34958,21.81212,18.20265,0.07292,,67.23732,11.89205,20.81041,10.81028,60.40598,66.47644,10.82718,134.68849,62.53344,,81.38898,53.29951,98.62349,81.98299,6.7904,1.78913,3.16087,2.56728,1.90885,2.79071,3.39672,1.18709,0.78799,4.98604,104.07452,5.06573
140000,山西省,2000,326,54,26.7113,0.31802,4.08479,12.72738,9.56611,0.015,,38.58411,9.2159,11.98456,6.25689,39.85876,41.54217,6.46887,80.9465,35.32524,,44.48664,36.45986,63.4965,51.60592,4.58076,1.32981,2.15131,1.4733,1.12278,2.36535,2.36254,0.80024,0.90691,2.87217,68.61087,2.03484
150000,内蒙古自治区,2019,1179,,,,,,,,,1958.22,416.82,307.51,136.95,,,,4350.56,,,2781.83,,,,77.74,,102.99,44.63,,,137.76,,,,,
150000,内蒙古自治区,2018,1022,,,,,,,,,1590.4,329.6,307.5,125.5,,,,3400.1,,,2429.5,,,,61.9,,74.2,48.2,,,107.9,,,,,
150000,内蒙古自治区,2017,995,313,696.64,33.45,17.58,358.95,283.85,1.33,0,1368.26,236.94,291.65,117.65,1006.48,1301.85,379.31,3139.98,1687.23,426.95,2182.91,953.14,1873.04,1587.32,53.67,,64.26,46.9,38.01,107.19,115.16,31.89,,,,
150000,内蒙古自治区,2016,1740,270,711.77,7.18,15.51,417.33,271.75,,,1721.66,260.5,294.4,127.61,1483.05,2425.83,1072.36,4004.05,1734.78,363.19,2338.57,1660.42,5516.76,4668.87,104.94,,182.52,49.56,38.13,461.35,373.98,29.6,,,5552.05,16.79
