省份编码,省份,年份,私营工业企业单位数(个),私营工业企业亏损企业单位数(个),私营工业企业实收资本(亿元),私营工业企业国家资本金(亿元),私营工业企业集体资本金(亿元),私营工业企业法人资本金(亿元),私营工业企业个人资本金(亿元),私营工业企业港澳台资本金(亿元),私营工业企业外商资本金(亿元),私营工业企业流动资产合计(亿元),私营工业企业应收账款净额(亿元),私营工业企业存货(亿元),私营工业企业产成品(亿元),私营工业企业固定资产合计(亿元),私营工业企业固定资产原价合计(亿元),私营工业企业累计折旧(亿元),私营工业企业资产总计(亿元),私营工业企业流动负债合计(亿元),私营工业企业应付帐款(亿元),私营工业企业负债合计(亿元),私营工业企业所有者权益合计(亿元),私营工业企业主营业务收入(亿元),私营工业企业主营业务成本(亿元),私营工业企业销售费用(亿元),私营工业企业主营业务税金及附加(亿元),私营工业企业管理费用(亿元),私营工业企业财务费用(亿元),私营工业企业利息支出(亿元),私营工业企业营业利润(亿元),私营工业企业利润总额(亿元),私营工业亏损企业亏损总额(亿元),私营工业企业应交所得税(亿元),私营工业企业本年应交增值税(亿元),私营工业企业工业销售产值(现价)(亿元),私营工业企业出口交货值(亿元)
310000,上海市,2014,4008,593,770.44,2.21,10.04,304.63,451.96,0.46,0.56,2747.84,990.0,679.59,288.62,690.43,1078.89,429.91,3927.03,2084.09,714.3,2269.74,1640.57,3963.23,3322.84,142.6,10.85,286.02,43.92,36.63,175.24,228.03,24.17,32.54,97.06,3848.35,349.1
310000,上海市,2013,3934,618,676.59,0.88,12.97,243.45,417.96,0.49,0.83,2486.02,880.05,630.68,258.68,661.76,972.51,372.32,3557.45,1927.02,637.1,2095.74,1455.18,3686.12,3097.03,131.87,9.78,254.98,44.72,36.08,162.44,179.01,27.61,28.27,88.37,3539.14,319.7
310000,上海市,2012,3712,545,601.29432,1.04848,8.57075,239.05473,350.62147,0.46913,1.39476,2148.9344,764.84953,544.45995,230.13398,615.11003,854.7408,312.4346,3090.5141,1689.26391,558.32077,1811.02166,1273.91362,3405.7869,2889.74813,122.11313,8.0157,216.49868,37.98636,33.72268,145.05921,161.03078,22.53079,26.96338,84.50639,3233.27613,296.16097
310000,上海市,2011,3875,479,698.61301,3.84319,2.39951,147.96353,543.43559,0.52306,0.44813,1998.22773,703.24082,506.66456,208.73262,592.75517,818.06203,279.42143,2894.96497,1566.32438,512.06283,1669.28879,1225.67618,3491.17397,2987.66095,111.27304,8.06859,194.61288,32.34702,26.80421,173.47419,186.99147,11.53128,30.97582,83.37868,3412.63388,315.71109
310000,上海市,2010,8065,980,604.9785,1.16117,2.56039,233.22566,367.0748,0.66966,0.28682,2024.52777,720.33931,510.92165,179.90547,648.36162,919.11144,311.96917,2960.20757,1623.41725,520.8474,1737.32248,1222.88509,3516.09813,3012.4037,105.18039,8.2533,202.35963,25.01704,19.2586,179.57125,191.56765,11.82318,30.00451,84.8396,3424.18369,267.0475
310000,上海市,2009,8623,1483,566.62482,0.76265,2.48578,219.77788,343.19704,0.29332,0.10815,1677.28581,580.10141,428.31895,151.95178,633.79765,842.21997,279.3961,2535.67059,1419.15244,446.43841,1523.9675,1011.70309,2799.35107,2388.90092,84.6685,7.19799,172.94621,21.21613,17.24765,127.83297,139.8185,19.439,22.48619,74.57433,2798.83578,210.12707
310000,上海市,2008,8975,1644,515.69521,1.11637,1.42957,185.4286,327.55672,,0.16395,1525.61106,519.69106,424.28458,157.1396,593.10332,753.49456,228.27936,2329.66423,1349.33464,428.95869,1445.01422,884.65001,2940.98,2572.47882,82.18944,7.6039,163.5744,25.13994,19.45832,108.57587,118.58866,19.04627,21.21613,74.73571,2918.96571,258.17335
310000,上海市,2007,6214,834,390.67385,0.94514,1.61977,105.12546,282.97458,,0.0089,1135.42671,394.29052,324.83676,110.45618,465.90842,581.1317,164.45066,1749.66346,1012.96916,318.40848,1086.23758,663.42588,2221.04787,1934.72318,61.04218,5.44564,110.03483,15.5126,12.76092,99.44033,102.90374,9.166,19.78998,56.42068,2231.92826,201.21493
310000,上海市,2006,5579,645,320.20111,0.55707,3.70924,87.98701,226.60549,0.29966,1.04264,915.7007,319.3961,262.23421,89.76547,394.53284,475.45808,130.5742,1433.31248,809.13312,258.453,878.85957,554.45291,1790.93122,1552.07988,48.46493,5.07648,89.54937,11.66991,8.8002,90.02717,94.04659,7.57651,13.03819,46.83574,1786.95959,189.03784
310000,上海市,2005,5481,646,261.51849,0.81568,7.63256,63.04175,187.26942,1.42984,1.32924,722.25226,248.18305,200.46946,69.46476,310.20008,368.02168,100.3304,1124.10096,623.72404,201.57928,677.33653,446.76443,1394.20475,1208.05003,36.43743,5.02328,73.25033,9.41645,7.34654,67.1088,71.88788,6.80344,10.10963,39.5915,1397.41386,153.3408
310000,上海市,2004,5623,612,246.47821,0.89821,5.42207,69.04221,168.92551,0.44502,1.74519,654.00241,225.74167,179.79661,64.98591,261.7138,316.93454,77.64412,1015.0149,553.6448,179.81502,607.20556,407.80934,1255.52799,1074.97594,33.09494,6.80211,65.08385,8.44939,7.16462,73.67965,74.65163,7.2155,9.72409,35.70717,1252.84967,145.87837
310000,上海市,2003,2683,189,120.2647,0.15654,5.51491,25.77871,88.81454,,,331.06094,113.71561,86.06167,32.04189,140.86217,165.50467,41.70105,514.93802,275.25793,90.28576,301.31588,213.62214,660.40118,563.13079,19.12193,2.57548,32.52531,4.34013,3.32302,40.89658,42.66274,1.32554,4.66585,20.29523,653.5889,70.56705
310000,上海市,2002,1860,143,79.48786,0.04318,2.34559,18.37773,58.72136,,,191.88144,62.83064,52.59101,20.76364,90.11314,105.7113,23.50538,307.66696,159.3145,,174.63951,133.02745,400.57427,339.16775,12.73239,1.59162,19.60146,2.85248,2.44971,25.67312,27.10755,0.90779,2.93666,13.09834,402.00312,43.88299
310000,上海市,2001,1360,113,51.5442,0.11366,2.14278,16.11974,33.16802,,,121.5097,37.56564,36.83875,13.98244,57.61079,66.00106,13.2966,193.41747,103.30449,,109.27503,84.14244,281.5665,241.38471,8.71231,1.06014,13.99957,1.99481,1.78419,14.99965,16.56411,0.8327,2.08546,8.43032,278.45084,26.48449
310000,上海市,2000,182,13,11.15402,0.007,0.49334,5.68395,4.89145,0.0533,0.02498,28.07906,8.88397,9.30948,2.95413,15.61079,15.57209,2.41807,48.65253,28.28074,,30.23199,18.42054,65.09423,56.46053,1.63615,0.17691,2.40905,0.58866,0.56208,3.99273,4.74054,0.01679,0.34973,1.34212,61.95211,3.11665
320000,江苏省,2019,31331,,,,,,,,,24364.15,8291.18,5170.01,2174.15,,,,38481.13,,,22153.72,,,,1023.63,,2377.45,397.08,,,2136.4,,,,,
320000,江苏省,2018,28747,,,,,,,,,20438.0,6873.4,4602.7,1952.3,,,,34479.7,,,19127.7,,,,1004.4,,1888.2,430.4,,,2709.0,,,,,
320000,江苏省,2017,28504,2457,6681.5,22.68,42.78,2532.93,4021.19,12.83,49.09,19329.34,6316.48,4352.76,1841.99,10428.59,18781.37,8348.46,34514.75,16671.97,4121.52,18597.38,15822.31,59972.86,52104.01,1253.77,,2106.35,548.32,457.44,3758.29,3761.53,105.1,,,,
320000,江苏省,2016,30122,2568,6833.51,25.81,140.58,2500.2,4088.36,32.97,45.59,18808.59,6002.91,4130.22,1751.64,11818.35,21463.46,9729.49,35378.85,16413.68,3724.15,18459.86,16831.84,65030.17,56451.45,1341.95,,2166.92,561.04,499.37,4248.94,4214.53,95.04,,,64539.01,3320.89
320000,江苏省,2015,30352,3068,6099.79,20.12,53.52,2112.08,3826.07,36.93,51.08,17620.29,5654.66,3855.38,1663.86,10798.32,18939.58,8197.81,32525.54,15892.98,3463.06,17660.52,14764.82,59137.91,51195.83,1239.03,,1977.04,566.67,513.34,3919.4,3871.9,100.9,,,58991.25,3069.04
320000,江苏省,2014,30474,2827,5703.97,25.74,65.85,1917.14,3603.89,34.34,57.01,17047.94,5325.05,3813.27,1641.67,9806.18,16919.15,7247.72,30579.02,15596.78,3167.92,17236.85,13310.64,55542.07,48272.93,1078.11,307.44,1781.42,581.24,523.12,3588.38,3473.63,100.66,679.0,1975.26,55162.7,2897.14
320000,江苏省,2013,30583,2839,5089.04,17.63,45.1,1645.97,3290.12,34.68,55.55,16157.55,4957.55,3605.54,1534.3,8204.11,13592.74,5740.47,27503.56,14711.57,2859.45,16142.06,11303.19,51487.75,44861.05,937.38,274.07,1585.6,547.46,495.3,3320.12,3204.77,87.59,580.94,1788.66,51019.15,2712.21
320000,江苏省,2012,28325,2697,4414.20538,27.19645,43.12188,1399.60791,2869.56356,28.34658,46.369,13811.05077,4178.19853,3102.88095,1338.87326,6518.77815,10664.59871,4527.9365,23083.9245,12466.18452,2477.07355,13663.0427,9381.65566,42768.56503,37172.38507,789.67336,218.23641,1321.80861,479.37323,446.88248,2791.40679,2744.87306,86.55754,497.23868,1439.5629,42758.01318,2550.31372
320000,江苏省,2011,27415,1682,3818.07407,15.13676,27.35832,1080.16516,2594.07852,31.18098,70.15433,12700.51908,3706.24545,2860.48472,1230.35474,5775.00407,9273.90931,3816.90143,20709.70602,11128.25774,2335.46684,12415.88549,8293.68656,37176.48697,32488.19028,643.47117,170.3242,1092.33077,402.7119,352.42707,2448.91475,2298.16591,43.71259,307.49818,1208.84464,37193.12214,2490.77019
320000,江苏省,2010,43738,2418,3552.84634,10.93277,27.25398,943.9209,2462.97743,28.6081,79.15316,10716.42462,3262.14753,2432.01093,1060.39158,5711.89904,7688.47393,2466.04262,18071.90795,9661.76929,2119.7391,10701.87497,7370.03298,32114.31737,28164.00577,572.42702,141.15017,973.56543,291.14917,245.52402,1992.25197,1816.95825,27.83417,248.33607,1011.25591,32064.91946,2106.4827
320000,江苏省,2009,40744,3084,2899.54316,8.66286,16.28898,723.08404,2041.30282,26.07082,84.13364,8257.67607,2576.24483,2030.22045,979.46764,4327.6568,5721.4719,1870.21232,13843.21958,7689.54009,1749.43585,8378.0214,5456.65583,24197.52156,21414.66606,430.4683,115.15289,754.68839,206.23518,179.8511,1359.55042,1187.89259,37.45901,162.296,762.16315,24356.19258,1693.14455
320000,江苏省,2008,43827,3297,2471.72861,2.62757,6.56529,506.06294,1915.99445,15.54204,24.93632,7252.29705,2267.26679,1872.4902,828.46906,3855.10578,5093.85007,1584.50536,12075.51345,6953.73508,1613.03137,7444.6701,4630.84335,21099.88906,18377.16156,369.90301,114.65395,665.47086,231.73824,202.69815,1421.09556,1220.28687,41.2907,150.82934,752.33362,21197.0657,1856.40133
320000,江苏省,2007,25332,1923,1557.85245,1.58013,6.4721,355.57922,1164.7823,9.44179,19.99691,5064.79323,1546.32423,1313.05074,585.76716,2496.9986,3148.79848,954.15132,8153.90486,4999.99084,1129.59231,5359.51052,2794.39434,14739.94553,13226.83642,253.04372,62.80793,413.44378,149.73307,132.58341,714.25074,549.50657,26.0726,98.74367,396.69125,14850.6543,1431.29055
320000,江苏省,2006,21345,1787,1227.10292,2.55493,6.03765,248.9485,946.8932,6.44635,16.22229,3753.87581,1141.25068,944.05522,423.26096,2011.97458,2472.97435,727.67364,6175.27788,3825.11207,872.12344,4126.61473,2048.66315,10912.76248,9928.88265,194.88542,47.1559,302.0762,100.6331,88.17249,366.68438,362.08403,19.58184,72.06942,275.70083,10943.94704,1116.15661
320000,江苏省,2005,17752,1812,901.72807,0.8648,13.15146,164.52291,694.59941,7.32569,21.2638,2883.69833,880.05088,764.25381,346.3039,1497.89259,1893.11162,547.22267,4735.39201,2923.16618,687.34998,3218.51075,1516.88126,7765.24317,7050.19711,148.44161,34.48576,233.78993,71.47851,62.93967,246.56202,247.34857,15.98555,50.44539,193.89591,7850.12129,851.25373
320000,江苏省,2004,23137,3866,809.35912,0.99839,11.50639,131.86216,652.7601,4.74627,7.48581,2515.69705,807.11118,696.28397,322.15857,1323.03912,1623.56867,450.35097,4126.97691,2655.38427,670.97291,2885.94834,1241.02857,6203.62796,5634.92406,121.90818,30.27291,214.21334,59.10011,48.37132,161.75797,162.96486,23.11701,40.0953,156.5014,6297.98868,757.6565
320000,江苏省,2003,11540,1214,475.42108,1.56256,21.24349,96.12827,338.77666,4.4707,13.2394,1575.79908,468.60131,438.34154,209.29831,781.30737,1026.71031,308.94942,2555.90095,1609.90995,326.75214,1755.97413,799.92682,4024.52781,3606.88397,99.52044,22.54938,139.68358,36.47656,30.6571,131.08502,129.84326,7.05212,26.33829,115.19249,4126.92011,516.15983
320000,江苏省,2002,8401,893,262.66329,1.07406,14.22021,42.33283,193.63865,7.48146,3.91608,776.50458,254.3431,258.45172,125.16966,421.76033,558.53998,169.60229,1281.64254,793.66154,,867.33152,414.31102,2262.27664,2033.55988,57.41842,14.53976,78.51411,19.32212,16.14062,67.42943,64.33414,4.20142,13.302,71.0253,2379.82466,330.58069
320000,江苏省,2001,5787,746,161.93909,0.60783,14.05401,26.31343,116.41397,2.05383,2.49602,448.84281,144.68199,165.43499,83.54026,260.26757,343.32622,101.30629,755.62746,474.90441,,519.3154,236.31206,1341.84633,1204.53187,34.79344,9.16308,48.89643,12.60413,10.72581,34.82896,34.88429,3.30724,7.74762,41.6884,1427.05021,215.86527
320000,江苏省,2000,3726,459,105.2117,0.20986,7.8634,13.32436,80.69723,1.452,1.66485,253.37761,84.87525,95.42686,47.48654,144.60369,185.58807,52.20554,418.13357,267.67854,,293.93234,124.20123,756.96292,674.76058,21.06543,5.41525,28.62753,8.38209,7.20986,17.55377,17.27438,2.03668,3.48492,22.9679,806.21286,124.36408
330000,浙江省,2019,36792,,,,,,,,,20819.98,6998.76,4515.39,1967.43,,,,33553.53,,,20304.9,,,,1068.1,,2368.05,381.38,,,1871.13,,,,,
330000,浙江省,2018,28745,,,,,,,,,16000.1,5101.3,3657.4,1558.1,,,,25547.3,,,16098.0,,,,752.9,,1651.3,341.9,,,1180.9,,,,,
330000,浙江省,2017,28004,2815,4530.69,2.53,8.62,1865.71,2649.76,2.9,1.1,14394.09,4703.61,3305.58,1385.6,5359.6,8698.42,3525.47,23253.84,13626.39,3277.73,14635.69,8595.61,25814.26,22149.63,675.78,,1428.7,357.02,334.91,1209.45,1307.97,87.53,,,,
330000,浙江省,2016,27502,2640,4349.19,1.54,14.02,1670.44,2649.3,3.96,9.72,14500.63,4511.58,3227.39,1441.0,5567.81,8664.83,3506.0,23753.64,13433.5,2904.19,14509.1,9117.94,26883.68,23112.98,657.81,,1330.77,357.59,377.41,1384.84,1458.24,75.78,,,27296.13,4952.72
330000,浙江省,2015,28050,3133,3898.49,1.45,8.39,1328.87,2542.21,4.69,12.88,14545.88,4377.57,3226.04,1470.68,5494.02,8415.41,3305.6,23666.27,13611.69,2773.43,14832.02,8768.22,26363.46,22671.38,624.41,,1237.17,416.92,452.9,1297.86,1366.49,91.38,,,26617.81,4899.51
330000,浙江省,2014,27557,2698,3625.77,1.22,6.39,1196.05,2407.58,9.31,5.23,14707.09,4235.25,3246.77,1480.92,5212.19,7726.0,2959.75,23305.35,13782.36,2539.04,15010.08,8175.94,26194.21,22653.09,596.11,128.02,1127.91,492.17,509.21,1260.57,1313.2,74.22,181.38,712.96,26268.15,4930.73
330000,浙江省,2013,26219,2690,3489.52,1.14,4.82,1135.11,2332.72,10.18,5.56,14281.78,3964.98,3141.47,1400.79,5083.72,7267.26,2666.59,22286.98,13522.69,2331.41,14602.12,7634.6,24943.44,21604.19,546.28,117.79,1038.22,506.36,512.24,1222.56,1261.8,73.87,176.35,662.15,24941.22,4585.31
330000,浙江省,2012,23959,2417,3225.1301,2.83818,10.04651,1093.7961,2096.98228,14.54692,6.92011,13474.68757,3489.81126,2965.85122,1292.7455,4835.50587,6665.30588,2344.0145,21063.41243,12742.61507,2053.07178,13820.37232,7214.03667,23629.71202,20550.8615,510.35886,97.23322,952.78831,503.53776,528.24232,1121.5833,1161.89552,71.77848,165.7776,596.69033,23625.99415,4488.16739
330000,浙江省,2011,22520,1770,3155.38065,1.77526,4.26412,1126.0208,1995.27359,17.01641,8.2834,12453.85846,3082.86349,2724.88926,1167.07704,4621.51138,6167.44201,2027.91803,19462.19315,11910.85309,1844.51806,12841.20633,6618.42149,22383.95519,19427.30818,455.81179,94.35145,848.43104,456.31389,447.87908,1186.139,1212.38663,41.5695,176.75929,573.46469,22523.41179,4533.45681
330000,浙江省,2010,46706,3342,3212.56612,0.98034,5.38604,1027.43835,2151.8135,15.17472,11.77317,12279.19018,3178.65926,2628.75565,1063.63856,4899.84256,6299.31354,1957.02261,19424.99673,11815.82652,1877.39892,12748.87639,6676.12024,22099.4064,19249.65495,463.16969,102.2204,879.85668,366.13974,322.69661,1166.17156,1178.36538,34.60921,177.32608,578.98308,22199.74488,4557.79685
330000,浙江省,2009,41969,4501,2808.34901,1.23686,4.24382,883.58378,1893.79582,9.73671,15.75202,9537.60106,2512.40093,2056.20889,974.50048,4170.83625,5330.48271,1609.36966,15485.37869,9319.46793,1533.27929,10065.27189,5420.10676,17041.75861,14969.82534,352.2053,84.79294,687.83511,273.97863,247.22237,728.41146,745.22131,47.92657,130.57644,422.44875,17267.94879,3536.46348
330000,浙江省,2008,40320,5058,2424.35008,1.37868,4.24403,640.43438,1757.56636,11.54342,9.18321,8236.94631,2148.75933,1879.38916,852.10362,3586.93903,4561.58538,1327.71003,13398.10219,8173.8124,1354.66975,8759.2874,4638.62028,16132.24183,14219.92246,327.12694,80.3074,618.52799,304.89439,262.78632,644.02386,663.40487,54.66207,118.91871,428.37882,16317.65904,3790.46264
330000,浙江省,2007,33381,2502,1963.06379,0.66007,3.21083,407.98986,1525.75454,11.83735,13.61114,6412.54995,1715.9947,1451.15397,774.21483,2936.55406,3722.52639,1013.44045,10623.72111,6429.65001,1086.25533,6948.08327,3675.63784,13021.04814,11493.49436,256.66455,62.37611,476.39816,211.80672,188.67132,542.84106,549.389,21.91795,121.79773,342.9262,13137.52826,3206.01022
330000,浙江省,2006,28715,2266,1559.82995,0.90531,2.63491,231.5505,1300.07744,10.69076,13.97103,4864.92592,1348.8093,1100.24897,583.621,2397.57085,3010.97342,806.34135,8288.22027,4881.45139,849.62696,5318.82163,2969.39864,10215.13837,9015.46413,211.64382,53.71331,383.81127,150.27602,130.81291,411.18746,425.53339,18.44337,98.18551,273.57849,10292.27557,2625.57192
330000,浙江省,2005,24244,2120,1375.0397,0.39101,5.24227,284.24317,1063.48747,8.22331,13.45247,3754.27316,1027.11939,839.93313,470.05436,1987.3091,2440.69478,628.75166,6508.99574,3733.74604,662.50855,4111.12245,2397.83889,7930.90203,7002.73469,170.72823,50.36503,293.85923,115.01408,99.74079,313.56986,324.50564,18.14452,77.72105,218.82862,8016.80997,2159.26788
330000,浙江省,2004,24036,2488,1051.51748,0.04181,0.09,199.66647,851.7192,,,2856.89634,825.94979,675.15483,288.59001,1686.27228,1976.82088,487.77509,5040.09848,2958.33949,570.07722,3256.4414,1783.65708,6191.97161,5475.53174,131.34843,44.66025,235.88492,82.48807,74.65539,246.00435,267.93986,15.1808,66.36008,187.81881,6281.70623,1690.99318
330000,浙江省,2003,13411,1016,669.24571,0.39251,4.34606,82.33659,567.55861,5.72401,8.88793,1790.85834,542.82191,401.82265,216.12148,1056.12002,1261.92682,315.74594,3231.69493,1817.19591,354.63817,1995.78933,1235.9056,3899.55712,3413.82053,92.54055,27.27313,138.15081,49.77323,45.10198,187.02365,195.33317,4.39703,48.93237,122.70915,3937.26955,1159.88434
330000,浙江省,2002,10301,844,456.59501,1.10799,5.79128,35.04637,403.17495,5.37311,6.12273,1096.26032,336.23815,294.49313,161.8478,699.68428,856.20189,220.95683,1997.54813,1085.38911,,1203.33952,794.20861,2518.28538,2200.6454,60.35335,18.53218,92.56955,31.23515,27.97682,120.01721,125.57551,3.64299,29.66552,83.03897,2593.00111,761.93186
330000,浙江省,2001,7490,657,326.92812,0.56741,5.46839,28.83395,284.64941,3.23715,4.17181,713.0991,220.02081,222.55078,103.42863,480.61061,598.01379,161.92168,1324.37775,705.26413,,788.47456,535.90319,1754.98794,1531.63752,42.35668,14.58314,64.97194,23.4977,21.46663,81.75965,85.78796,2.95219,20.70142,57.11162,1814.06531,499.5195
330000,浙江省,2000,4140,362,177.33989,0.10555,4.43853,13.70732,155.13101,1.29322,2.66426,410.44983,131.39623,137.99244,66.59006,260.66133,321.11711,80.51208,740.52756,407.70208,,452.499,288.02856,992.49777,861.46743,25.5454,9.81566,35.45413,14.48756,13.41352,47.68894,49.03709,1.783,11.56296,32.41061,1023.98359,296.34654
340000,安徽省,2019,11163,,,,,,,,,5050.59,1897.09,1188.32,551.05,,,,8529.68,,,4590.64,,,,338.93,,590.45,99.34,,,701.85,,,,,
340000,安徽省,2018,13550,,,,,,,,,5701.2,1994.6,1360.6,614.7,,,,10031.9,,,5179.8,,,,401.5,,566.6,128.9,,,987.4,,,,,
340000,安徽省,2017,13182,732,2434.51,7.85,34.86,678.44,1711.54,0.9,0.92,5072.17,1769.85,1242.06,567.5,2822.86,4780.74,2062.26,9322.65,3749.41,1060.4,4523.32,4722.81,18344.8,16126.52,450.07,,567.46,138.73,100.77,951.33,972.87,27.13,,,,
340000,安徽省,2016,14016,695,2538.66,5.99,23.7,739.24,1764.03,5.12,0.59,4926.78,1687.23,1197.52,578.78,3091.93,5284.62,2396.73,9270.15,3644.64,988.28,4451.91,4722.1,18719.65,16422.55,446.99,,553.0,135.5,104.17,1043.84,1043.7,24.71,,,19297.28,648.19
340000,安徽省,2015,13611,806,1780.37,6.08,24.59,575.81,1164.16,8.64,1.1,4520.72,1501.43,1116.75,532.65,2945.22,4745.33,2031.19,8640.73,3423.01,858.89,4171.55,4289.13,16954.43,14811.21,408.93,,494.97,134.01,109.1,1010.85,1021.18,25.2,,,17330.11,608.39
340000,安徽省,2014,12815,717,1633.11,5.66,20.54,508.28,1092.48,4.73,1.41,4244.86,1367.08,1065.21,507.9,2756.69,4477.06,1923.19,8009.0,3115.47,789.46,3950.95,3959.15,15696.55,13681.74,384.17,88.21,445.5,137.68,117.62,976.08,971.03,21.38,87.37,368.8,16030.92,587.47
340000,安徽省,2013,11806,640,1617.88,3.88,17.19,470.2,1109.59,1.74,15.27,3767.75,1182.5,990.17,437.35,2380.81,3779.35,1631.87,7004.99,2960.48,714.69,3579.26,3363.26,13665.18,11767.3,340.68,80.78,389.77,125.83,106.32,988.04,967.52,13.85,89.86,344.02,13707.04,507.51
340000,安徽省,2012,9070,559,1157.93285,6.07461,5.57171,408.1155,737.71381,0.27439,0.18283,2737.27256,846.69493,697.22609,312.57684,1673.28877,2461.03864,966.40188,5015.71285,2097.44757,500.53694,2515.05893,2449.26007,10017.12136,8586.47358,254.76568,54.75625,287.01347,94.45297,82.97427,780.44294,712.57018,11.73529,70.22036,230.94101,10062.40375,366.57455
340000,安徽省,2011,7905,443,903.21825,1.33713,2.40488,291.03176,606.61504,0.1296,0.03913,2115.02007,624.925,552.5975,254.563,1349.61578,1878.52208,689.87723,3904.43874,1613.64119,386.93284,1964.50983,1916.86119,8093.30792,6990.07931,202.18513,39.77181,208.113,67.77115,57.88879,639.78471,559.2937,8.10422,55.6706,175.6882,8312.38029,273.48349
340000,安徽省,2010,11269,976,839.58885,1.28191,3.23059,248.195,585.46841,0.50754,0.9054,1781.13583,490.91157,477.13429,215.27102,1222.09418,1394.9332,284.40889,3384.86086,1474.12777,343.478,1709.79653,1646.37349,5755.36605,4935.1757,159.97165,39.88705,182.31422,49.52648,40.63812,455.8082,414.73193,7.97698,38.70632,138.32656,5869.6055,226.3281
340000,安徽省,2009,9526,1152,620.8401,0.54096,1.20009,163.03349,453.73202,0.34545,1.98809,1235.79315,358.70026,349.68648,168.68124,878.01807,1027.83105,239.42214,2374.99319,1097.05554,274.01423,1259.30229,1104.44559,3784.1363,3255.50315,120.06779,28.9908,119.81351,34.04883,29.10646,265.44725,229.44131,10.63253,26.31998,102.20193,3843.97228,172.61278
340000,安徽省,2008,7509,1178,456.84536,1.22749,2.10734,125.25218,326.62434,1.04115,0.58836,892.77227,249.97629,273.87765,131.02149,628.64548,756.76534,183.89132,1692.52834,839.00233,206.73119,944.37442,748.15583,2718.48163,2299.86834,83.97908,26.21453,84.56839,28.20619,23.58365,208.18173,169.21858,10.21572,21.19202,87.07395,2777.91206,157.87797
340000,安徽省,2007,4908,876,289.80737,2.79106,1.05547,81.78548,200.53572,3.30317,0.33647,582.95812,168.5576,177.06965,82.04581,370.88477,447.35002,114.63152,1065.1064,525.68823,130.20572,596.87448,468.23192,1639.63918,1423.82951,56.25509,10.22709,50.10194,15.3482,13.37364,69.72618,67.9768,5.86043,13.82261,42.39132,1697.97978,110.66718
340000,安徽省,2006,3699,773,212.64521,0.4271,0.52911,65.07615,145.56826,0.0696,0.97499,401.95479,118.87666,127.8207,58.29097,259.81882,307.84269,71.55235,754.87123,369.77285,91.29353,423.6123,331.25893,1065.2471,933.47199,39.4002,6.20805,33.99662,9.92481,8.41399,38.50886,38.0851,5.61343,8.6906,26.48697,1077.6494,77.7603
340000,安徽省,2005,2725,698,142.44968,3.61695,1.98774,38.41918,94.85183,3.55896,0.04652,276.72731,76.09589,85.90463,41.13799,189.77498,216.54837,49.81711,523.57454,257.76233,64.26232,298.32453,225.25883,684.62816,600.20477,26.14666,4.0085,23.57893,6.52567,5.68476,25.57193,22.89506,4.82316,6.41973,17.67123,691.37621,54.05348
340000,安徽省,2004,2293,599,113.52386,0.14378,1.19288,29.238,82.67285,0.19178,0.08457,213.23302,68.91267,70.82978,31.01117,147.20027,173.32549,38.24008,402.36975,203.80734,50.68208,233.18836,169.18139,517.77571,449.61538,23.50249,3.33026,18.86032,5.43184,4.68573,17.8808,19.16904,3.2365,4.27582,14.80411,522.72189,55.73682
340000,安徽省,2003,1630,279,85.99164,1.35336,1.00147,26.54257,56.89096,0.20328,,147.41752,42.4141,49.91469,19.76695,109.55962,132.02818,31.77049,288.40809,141.31547,33.58273,168.54267,119.63587,344.48441,295.22491,17.63084,2.16984,12.81362,4.10183,3.45799,13.5715,13.71035,1.37458,2.94899,12.20391,350.89374,38.7353
340000,安徽省,2002,1157,215,48.08206,0.17426,1.53209,12.97987,32.98164,0.03614,0.37806,85.2835,25.90693,30.47044,14.34622,63.84916,79.98797,21.47346,160.91637,75.97267,,93.87803,67.03834,195.62589,168.6295,9.24485,1.37208,7.94264,2.73439,2.17483,6.09095,6.53382,0.97716,1.60221,6.43416,200.26754,28.47639
340000,安徽省,2001,770,160,32.65837,0.29345,0.94659,13.2497,17.81845,0.01619,0.33399,50.0799,13.1877,19.60913,8.8492,45.65139,55.74029,13.13121,104.18627,48.91225,,61.80827,42.378,115.78616,98.93549,5.17856,1.12208,5.80354,1.99178,1.64761,2.90278,3.5595,1.05916,1.08403,3.91054,121.41336,19.42801
340000,安徽省,2000,533,103,22.15981,0.04753,0.72851,9.19904,12.04973,0.075,0.06,30.47693,9.39877,11.67759,5.47708,29.09719,34.49503,7.80629,64.01984,30.80656,,39.58128,24.43856,70.89711,60.36714,2.95726,0.63865,3.15548,1.40218,1.10756,2.27317,2.18519,0.7916,0.53571,2.45663,73.81923,11.15697
350000,福建省,2019,13296,,,,,,,,,8216.49,2059.34,2026.44,975.89,,,,14391.19,,,6784.16,,,,666.57,,1145.87,156.49,,,2170.38,,,,,
350000,福建省,2018,9087,,,,,,,,,4298.5,1206.8,1090.6,549.0,,,,7460.7,,,3421.0,,,,387.6,,565.7,107.0,,,1060.9,,,,,
350000,福建省,2017,8991,418,1703.21,3.15,24.49,520.27,1148.77,4.85,1.67,4225.31,1237.66,1063.96,510.69,1995.6,3334.33,1487.88,7451.68,2909.19,826.52,3480.29,3895.79,15264.78,13248.85,351.21,,535.63,107.73,83.56,942.74,948.31,10.59,,,,
