省份编码,省份,年份,规模以上工业企业单位数(个),规模以上工业企业亏损企业单位数(个),规模以上工业企业实收资本(亿元),规模以上工业企业国家资本金(亿元),规模以上工业企业集体资本金(亿元),规模以上工业企业法人资本金(亿元),规模以上工业企业个人资本金(亿元),规模以上工业企业港澳台资本金(亿元),规模以上工业企业外商资本金(亿元),规模以上工业企业流动资产合计(亿元),规模以上工业企业应收账款净额(亿元),规模以上工业企业存货(亿元),规模以上工业企业产成品(亿元),规模以上工业企业固定资产合计(亿元),规模以上工业企业固定资产原价合计(亿元),规模以上工业企业累计折旧(亿元),规模以上工业企业资产总计(亿元),规模以上工业企业流动负债合计(亿元),规模以上工业企业应付帐款(亿元),规模以上工业企业负债合计(亿元),规模以上工业企业所有者权益合计(亿元),规模以上工业企业主营业务收入(亿元),规模以上工业企业主营业务成本(亿元),规模以上工业企业销售费用(亿元),规模以上工业企业主营业务税金及附加(亿元),规模以上工业企业管理费用(亿元),规模以上工业企业财务费用(亿元),规模以上工业企业利息支出(亿元),规模以上工业企业营业利润(亿元),规模以上工业企业利润总额(亿元),规模以上工业亏损企业亏损总额(亿元),规模以上工业企业应交所得税(亿元),规模以上工业企业本年应交增值税(亿元),规模以上工业企业工业销售产值(现价)(亿元),规模以上工业企业出口交货值(亿元)
110000,北京市,2009,6890,1411,5682.30829,2678.60333,30.54936,1829.45495,327.97019,141.74879,673.98167,7293.34546,1778.91733,1618.5715,491.84245,4989.82739,7083.63963,2767.53443,19540.7033,6014.21561,2161.89455,9874.61281,9666.09049,12173.06179,10406.35689,459.26429,165.778,571.67621,120.66027,104.70109,686.5977,742.92155,148.49949,142.50827,346.46498,10904.36929,1520.90886
110000,北京市,2008,7205,1782,5391.37871,2467.31571,34.6042,1814.77288,279.84165,131.21882,663.62545,6481.20247,1473.15687,1521.9343,502.21363,4890.77619,6574.58601,2425.03052,16802.42057,5554.28764,1730.04849,8085.01039,8717.41018,11275.81733,9866.68256,435.74351,84.28826,531.89854,105.20369,104.70808,490.747,556.99677,187.28739,106.36598,298.57251,10304.16324,1788.34484
110000,北京市,2007,6397,1349,4862.78338,2473.97712,35.39112,1406.12561,221.2857,92.15107,633.85276,5452.82522,1287.70322,1398.45211,452.0936,4541.28548,5814.84332,2129.14384,16215.50434,4928.8245,1599.76673,6508.34761,9707.15673,10440.16826,9034.07621,375.45796,75.96541,481.14973,66.02511,70.29985,456.4003,695.60671,70.45142,124.49533,304.90053,9509.16931,1869.97166
110000,北京市,2006,6400,1548,4748.0325,2476.74452,46.97813,1410.88326,186.55125,90.79015,536.08519,4594.97795,1067.5309,1202.29716,408.37401,3762.4908,5030.61646,1851.07422,14244.40091,4096.42158,1298.23968,5542.33621,8704.01859,8914.163,7779.86425,318.16082,64.01866,439.69268,64.63607,61.99191,292.70485,531.14531,100.88056,70.10044,243.28582,8142.83045,1531.39715
110000,北京市,2005,6300,1663,4563.12075,2352.77422,29.084,1460.3288,159.9333,74.92169,486.07874,3929.76989,927.44921,1076.69788,377.37889,3324.65618,4434.0401,1592.12068,12829.78582,3423.06603,1062.06575,4706.6883,8123.09752,7278.95746,6309.43946,275.40664,54.4839,385.0946,49.1365,54.66428,242.69572,413.49916,106.8458,63.839,207.18703,6799.84969,1136.08862
110000,北京市,2004,6871,1888,4599.75796,2533.52952,38.4724,1409.16486,174.11784,68.78911,375.68423,3435.12945,773.38746,945.6818,334.25677,3045.19776,3922.18255,1383.40829,12049.43708,3014.73031,860.56844,4143.00979,7906.42729,5992.57271,5051.85471,242.63519,47.17852,354.62413,58.44874,50.64579,272.91674,397.40999,71.15007,66.401,195.434,5616.07953,695.59964
110000,北京市,2003,4019,917,1478.67791,548.81944,39.58603,473.13242,86.93136,59.0742,271.13446,2492.32559,569.98593,691.37413,246.57573,1940.84749,2755.95712,1073.80002,5177.98323,2115.63855,585.28441,2751.17401,2423.99508,3885.65268,3203.2375,176.1702,36.12745,285.39682,44.04726,36.39473,173.40089,235.29091,38.39361,34.64728,147.56756,3728.97367,408.4127
110000,北京市,2002,4551,1202,1464.11299,469.99832,49.26602,562.46153,66.24832,53.54899,262.58981,2161.85891,511.62424,627.81725,218.7092,1892.74609,2655.4117,989.16567,4742.94867,1853.7409,,2527.82988,2215.11879,3182.77899,2612.9179,157.10543,28.98463,263.93433,45.83448,38.34204,111.79445,165.51527,47.27673,25.53277,127.48643,3150.18856,323.1011
110000,北京市,2001,4356,1127,1283.07631,438.3803,48.59153,464.17718,52.56474,56.68449,222.67807,2011.70623,527.67281,598.35498,202.90151,1838.48059,2503.65463,887.53425,4448.22425,1797.30139,,2459.55922,1988.66503,3006.8965,2533.44944,139.60765,26.12431,237.60009,45.39201,44.4538,75.32214,136.97938,53.47402,24.56447,116.41662,2855.49255,298.24702
110000,北京市,2000,4572,1070,1174.24431,480.26973,53.3658,364.65558,38.91399,46.26475,190.77446,2005.6251,528.29014,586.83973,205.75959,1824.99071,2402.79398,826.99232,4322.55128,1813.75466,,2492.04192,1830.50936,2691.05374,2230.69823,110.11554,25.54337,210.34978,47.57598,44.12327,89.46889,130.50636,35.21372,25.12831,99.90824,2461.41999,251.65169
120000,天津市,2019,4813,,,,,,,,,10592.28,2835.69,2201.09,769.34,,,,21644.51,,,12537.07,,,,448.39,,871.47,126.69,,,1247.68,,,,,
120000,天津市,2018,4292,,,,,,,,,10728.5,2694.0,2234.4,803.4,,,,20939.6,,,12133.6,,17549.7,14743.6,493.6,,773.1,160.9,,,1200.7,244.9,,,,
120000,天津市,2017,4286,966,5216.99,1214.35,73.18,1820.39,763.08,283.05,1062.57,10399.15,2681.27,2398.3,949.76,6430.49,12591.99,6358.17,20739.07,10171.8,3001.84,12363.58,8316.38,16144.06,13627.91,474.85,,724.33,170.22,188.92,981.82,1061.37,214.39,,,,
120000,天津市,2016,5203,899,5610.71,1383.9,40.62,1834.1,984.53,197.44,1153.17,12253.46,3095.32,2736.33,1064.61,9191.81,14872.8,7253.8,25075.09,11738.25,3193.84,15385.02,10095.2,25888.2,21780.75,673.42,333.9703,894.88,170.39,461.67,1993.42,2046.69,222.28,,842.7538,26654.45,2473.24
120000,天津市,2015,5525,1101,5190.85,1632.8,40.36,1384.89,729.24,202.21,1197.38,13068.21,3505.56,2874.48,1034.39,8452.57,14073.87,6538.66,25242.98,13034.02,3203.66,15863.3,9344.82,27969.58,23673.83,655.37,,890.93,203.63,223.53,2204.16,2221.82,209.4,,,27460.49,2665.89
120000,天津市,2014,5501,1065,5216.42,1137.69,83.7,1594.42,876.49,209.19,1166.01,12762.46,3291.9,2912.49,983.67,8248.22,13156.04,5827.31,23988.63,12229.95,3337.41,14804.62,9328.1,28382.59,24276.11,646.11,332.59,827.24,231.33,241.78,2235.12,2261.83,191.81,325.57,992.37,27391.31,2850.77
120000,天津市,2013,5511,1037,4804.71,933.71,52.32,1619.15,684.33,239.18,1125.64,12067.66,3140.06,2738.46,930.38,7993.28,12314.88,5147.02,22388.19,11900.87,3752.86,14241.43,8125.19,27078.43,23085.79,646.12,320.43,809.01,206.41,224.14,2233.71,2258.93,133.1,366.63,1145.89,26012.36,2743.5
120000,天津市,2012,5342,985,4304.676,860.49363,43.03799,1639.95887,492.88648,199.79328,1067.60467,10828.10758,2752.47574,2479.0558,855.12814,7195.81496,10590.69479,4414.54756,19986.1383,10561.88702,3304.35394,12686.19269,7271.83477,23645.71696,19980.88507,546.37873,311.99039,700.70363,195.5054,202.12705,2082.51876,2100.66224,140.6198,338.91472,903.27352,23166.70262,2729.49532
120000,天津市,2011,5013,801,4152.05698,492.70317,46.44934,1486.89924,794.42308,264.20067,1067.19301,9444.92898,2409.40303,2240.04221,826.33169,6232.4889,9213.93864,3723.69864,17388.97662,9166.78294,2954.94698,10864.26241,6501.70035,21103.32313,17770.57694,420.91369,278.12903,612.95641,131.46708,158.45654,1897.70293,1933.7193,111.8148,315.73702,758.26929,20708.7533,2349.94102
120000,天津市,2010,7947,1422,3556.71119,683.99041,37.0822,1216.9794,381.01752,214.05614,1023.58552,7471.08643,1765.84715,1878.05716,616.78054,5732.65569,8211.22309,3124.77049,14584.30604,7213.65884,2322.39595,8825.23264,5759.03691,17319.61693,14774.72408,355.74017,212.36115,561.05739,111.19722,101.71145,1503.74746,1552.05338,75.30373,253.33354,656.53671,16571.45416,2161.99113
120000,天津市,2009,8326,1807,3088.58773,536.44514,38.01178,1091.96332,340.15067,210.58202,871.4348,6338.47121,1482.95567,1556.75205,486.87634,4971.1948,6841.98065,2564.10698,12617.69141,6554.34819,1817.88058,8054.08566,4563.5057,13243.33038,11455.73259,299.71118,148.89397,499.09479,103.21525,85.88437,975.28917,831.67809,108.97579,133.66871,467.16987,12845.13217,1774.88073
120000,天津市,2008,7950,2084,3102.40712,903.18897,42.44873,858.79544,289.99515,191.05746,816.92137,5179.23499,1099.89366,1488.88922,468.28394,3939.05319,5357.9703,2025.24339,10351.20676,5251.55627,1554.46173,6290.53109,4060.67567,12914.19723,11218.79701,303.39152,100.90083,418.98612,104.38292,103.1358,707.04935,752.78848,208.72565,142.84745,290.1096,12302.63209,2458.6709
120000,天津市,2007,6361,1495,2399.97524,584.90065,33.51226,703.47119,205.94538,128.25252,743.89324,4263.6074,1049.02793,1169.28893,355.70634,3205.59283,4870.64302,2060.79923,8329.26286,4291.18949,1251.61336,5007.26411,3321.99875,10180.90564,8700.7634,334.027,79.76701,327.68807,68.74332,60.84172,728.34328,767.12176,82.87009,67.0402,250.6099,10038.98682,2563.0098
120000,天津市,2006,6301,1439,2029.66038,487.57046,50.46135,610.58332,145.99534,110.32699,624.72292,3646.96635,938.85437,983.19681,305.37337,2807.38931,4240.28365,1819.27881,7129.01739,3537.26032,1063.7085,4122.746,3006.27139,8794.34895,7400.4152,240.84213,89.68277,292.95549,49.08811,44.24983,666.73872,692.99538,91.11353,80.60523,220.71235,8461.4219,2043.7397
120000,天津市,2005,6144,1599,1954.63027,465.37433,46.28222,590.25994,190.17923,98.65541,563.87914,3254.22634,854.10305,858.91971,250.58404,2476.96947,3845.16654,1627.02876,6347.91958,3110.91969,978.15311,3713.0833,2635.7477,7125.92523,6039.32795,202.00507,77.74437,250.49814,39.45163,49.95782,528.04891,551.59827,74.49424,70.00972,186.28847,6816.5567,1759.2199
120000,天津市,2004,6462,1944,1784.51682,337.99034,40.66971,755.91614,128.93834,57.83918,463.16311,2783.64246,696.19802,741.00869,231.65055,2275.8619,3415.49598,1395.17512,5613.26715,2596.83617,708.28753,3163.48186,2449.78529,5862.14806,4978.87016,189.39515,53.51886,226.7823,43.26358,45.67762,407.71337,409.47355,61.08775,56.98124,145.7633,5794.13016,1460.6193
120000,天津市,2003,5341,1385,1283.41488,313.9602,63.6724,374.13162,59.08883,86.0413,386.52053,2175.95336,618.95259,595.64229,183.83809,1953.24555,3036.77607,1260.68439,4626.66856,2072.16804,605.29957,2718.30452,1908.36404,4202.01529,3546.8408,153.74748,39.28953,187.45528,51.74705,44.33678,248.62404,237.61943,52.4045,26.23002,124.44437,4004.3653,983.9113
120000,天津市,2002,5346,1399,1289.40354,383.69246,86.49633,311.97618,36.20756,88.27543,382.75558,1931.08658,540.26678,522.75277,180.30163,1935.50556,2940.20609,1132.44454,4383.03587,1911.25561,,2546.3825,1836.65337,3437.45987,2846.69705,154.05744,31.46243,172.71368,55.427,47.4221,203.43598,186.18757,60.39678,29.91848,107.41794,3292.6492,826.4092
120000,天津市,2001,5561,1405,1224.67108,446.12834,85.5051,210.68803,32.41447,99.63458,350.30056,1832.17541,534.24393,516.68403,199.4516,1916.13311,2763.94234,995.89462,4215.65694,1770.96104,,2456.76552,1712.72728,2983.26299,2459.88516,127.75625,28.84167,165.88078,55.58875,5.13815,165.21847,184.99652,60.40987,22.487,118.53746,2882.29253,602.82012
120000,天津市,2000,5430,1397,1089.27737,488.75562,72.20191,165.87423,28.13128,59.77303,274.5413,1787.40551,554.12743,520.73225,190.96652,1808.83714,2488.60002,854.27622,4001.00791,1727.00361,,2433.81318,1567.19473,2656.97766,2198.27116,102.69574,23.51189,176.05739,67.05775,65.79637,114.32435,164.8593,57.47588,13.5092,85.89464,2564.35879,566.92668
130000,河北省,2019,13181,,,,,,,,,21845.75,5399.78,4358.84,1606.52,,,,47267.72,,,28638.06,,,,923.5,,1546.92,559.98,,,2140.1,,,,,
130000,河北省,2018,14943,,,,,,,,,20295.7,4308.2,4533.4,1592.3,,,,44371.8,,,26715.3,,37835.5,32614.0,869.7,,1331.8,568.4,,,2211.7,293.7,,,,
130000,河北省,2017,14790,2038,8316.6,2409.31,125.62,2798.46,2346.79,228.28,433.42,18959.29,3745.78,4179.34,1515.01,17906.77,28627.1,11321.69,45213.57,19947.77,5717.53,26107.85,18713.07,41949.97,35917.43,903.82,,1401.23,573.37,538.97,2715.51,2712.87,263.95,,,,
130000,河北省,2016,14764,1496,10613.79,2122.6,74.59,4281.51,3415.15,252.77,466.68,17327.05,3529.43,3997.11,1450.62,20087.82,30116.9,11499.26,44562.88,19199.53,5464.99,24449.56,19977.44,47318.6,41042.99,874.75,,1346.48,535.17,503.72,2781.79,2815.11,265.9,,,46906.78,1537.93
130000,河北省,2015,15295,2028,8740.72,1649.35,103.66,2988.83,3273.35,248.44,477.09,16589.33,3358.99,3830.49,1433.44,19745.87,28608.03,10679.89,42717.82,18693.91,4972.97,23988.85,18575.56,45648.1,39832.04,823.61,,1333.33,585.37,555.48,2311.85,2360.99,480.84,,,45407.38,1548.57
130000,河北省,2014,14792,1844,7374.87,1813.12,65.45,2714.67,2061.73,213.49,502.14,16379.21,3166.26,4050.0,1491.21,19804.45,27679.33,9644.54,42555.67,18731.89,5003.71,24172.8,18196.23,47207.76,40935.69,812.2,467.52,1384.93,646.38,613.4,2570.05,2610.9,395.12,326.71,1160.87,46685.47,1707.67
130000,河北省,2013,13968,1606,6695.51,1522.45,87.73,2637.52,1776.25,208.33,459.06,15343.67,2864.09,3863.94,1369.43,16764.62,24837.45,8571.78,37597.12,17235.81,4639.59,22005.91,15394.51,46340.92,40223.28,748.85,430.67,1309.48,588.82,587.46,2731.57,2734.7,260.16,330.23,1169.76,45232.82,1523.47
130000,河北省,2012,12360,1390,6057.83995,1119.28097,73.26715,2743.32827,1457.14529,215.66343,448.81804,13723.31264,2452.63125,3524.07222,1230.98152,15563.95352,21255.88701,7527.64301,33567.17622,15272.52542,3898.54385,19939.46507,13508.90682,43643.8424,37796.9737,660.17713,413.16299,1208.00662,562.74192,544.1056,2621.86004,2559.4676,274.91392,327.05297,1165.9054,42097.83326,1511.98029
130000,河北省,2011,11570,1010,5405.1031,898.40221,79.42122,2505.08443,1318.96108,215.1711,388.02306,12692.76261,2083.81892,3382.54966,1136.14999,13019.72401,18359.3328,6766.3728,29687.55335,13494.48324,3625.85266,17865.02967,11714.09329,40201.02456,34556.85119,588.18579,361.13355,1123.79228,471.52318,443.99751,2773.07168,2639.00768,173.69692,350.70478,1062.03885,38934.98704,1339.74198
130000,河北省,2010,13927,1460,4683.61354,797.54978,85.21807,2071.94631,1146.20412,197.70806,385.083,10422.93726,1732.278,2917.4262,956.85617,11495.75676,14956.23176,5003.02371,24943.74559,11190.60657,2826.28543,15136.71582,9687.76066,31628.92841,27049.78964,500.17615,360.06864,932.51216,341.92117,305.24221,2551.5867,2141.47191,128.22044,307.16576,872.27862,30437.93831,1154.21842
130000,河北省,2009,13096,2027,4094.43499,771.15595,84.57133,1778.42067,925.44638,174.30401,360.53665,8319.12363,1385.38215,2323.51747,834.13905,9920.694,12525.70306,4071.51932,20662.67375,9372.46223,2388.14142,12590.84953,8020.49921,24119.47137,20792.11729,418.75031,254.65642,708.00084,269.10139,253.21423,1770.55034,1440.27797,153.55565,197.3122,743.61062,23434.081,774.01811
130000,河北省,2008,12447,2124,3456.91848,866.58239,95.17767,1183.03351,832.71623,161.49488,317.9138,7228.63809,1210.5457,2208.49353,868.99302,7844.79362,10324.12546,3355.77061,17261.74821,8084.03095,2005.67299,10525.99473,6730.10573,22474.08399,19490.49534,402.97729,173.42766,687.53841,276.83345,257.83994,1542.6663,1369.83795,228.85109,200.98469,751.96409,22408.09721,1135.17182
130000,河北省,2007,10870,1399,2813.94249,808.02029,87.20211,888.39634,657.30306,105.19884,267.82185,5959.49684,983.58125,1759.72093,633.49125,6302.02313,8509.5813,2897.82675,13721.583,6286.23204,1495.49637,8122.97138,5590.98412,17109.8856,14515.55342,340.2948,139.81156,532.31608,198.06529,187.82529,1374.2311,1269.97719,88.52897,199.55753,590.87186,16923.58654,899.18093
130000,河北省,2006,10634,1722,2548.02212,788.68168,80.14667,857.14021,496.97601,87.47623,237.60132,4763.82781,775.13281,1400.40094,560.09072,5520.14457,7479.90827,2611.13209,11250.95323,5213.81492,1189.26713,6869.24268,4378.08775,13124.57801,11158.18681,276.00631,113.85196,475.20532,158.13139,146.44925,952.22955,884.73557,126.69757,177.27932,474.84551,13248.76033,638.56874
130000,河北省,2005,9936,1674,2128.53363,710.37432,74.41373,659.27404,392.24132,75.99551,216.23471,4032.25318,693.08231,1250.45044,500.41799,4669.76993,6306.26923,2182.58648,9473.6999,4381.92258,1004.9735,5792.04634,3681.65356,10745.98051,9134.04786,233.10099,94.66992,403.71379,128.54366,117.95113,784.04504,690.37724,81.52769,142.83738,378.18213,10782.11462,522.0966
130000,河北省,2004,9284,1691,1936.53919,836.8003,90.70552,406.21997,395.25792,66.35136,141.20412,3563.06288,615.55533,1088.57304,398.52589,4003.95443,5539.56861,1891.21691,8312.36311,3730.56573,844.62166,5154.58995,3157.77316,8562.9489,7294.29965,192.12089,80.21444,375.37943,120.24778,110.81769,530.63876,528.54423,82.74533,108.33637,318.92441,8550.99146,474.63832
130000,河北省,2003,7923,1384,1742.33704,750.0634,92.36399,482.65938,231.65812,59.63489,125.95726,2861.39208,551.89291,834.83047,341.52593,3454.34231,4787.10835,1643.60199,6975.54197,3044.60901,595.30135,4302.49338,2673.04859,5920.87913,4947.97999,150.43346,63.16765,292.81058,106.47126,97.39423,374.41737,386.75664,45.83877,64.93499,246.94335,5624.13103,318.23702
130000,河北省,2002,7618,1407,1479.63297,675.50324,92.66386,393.78419,164.18729,53.39727,100.09712,2338.48596,507.55209,688.73129,317.45207,3143.80337,4245.90087,1426.50406,5985.58884,2541.34845,,3735.45487,2250.13397,4425.0035,3679.00366,125.31697,54.72425,244.86639,103.39237,95.82907,229.76956,252.96665,41.29019,57.25503,194.12525,4229.3614,258.99263
130000,河北省,2001,7696,1541,1428.95438,778.51637,103.05276,270.10698,132.10646,48.40586,96.76595,2161.36883,505.44835,672.66748,315.31444,3020.14758,3959.33315,1420.48067,5656.52712,2370.26698,,3577.83185,2078.69527,3776.67379,3144.40318,114.31057,47.92183,222.81221,93.80232,91.90051,169.8316,188.21312,49.04171,40.68489,172.51034,3693.26637,208.37367
130000,河北省,2000,7261,1267,1304.95925,809.92134,106.56536,174.60722,96.58325,48.04042,69.24166,2000.19282,518.32095,626.28851,294.38201,2762.45593,3532.84177,1113.56723,5199.73629,2132.30218,,3209.78146,1989.95483,3425.07615,2812.34292,108.13642,43.94338,205.33339,91.9834,87.14961,165.92166,184.94327,39.77265,39.99111,151.9471,3345.23364,202.19107
140000,山西省,2019,4798,,,,,,,,,17075.7,3312.78,2137.02,831.51,,,,41560.27,,,29913.21,,,,661.27,,1167.68,683.15,,,1164.69,,,,,
140000,山西省,2018,3875,,,,,,,,,15233.9,2691.3,2157.2,783.1,,,,37707.0,,,27194.0,,19252.1,15243.4,620.8,,1044.6,690.7,,,1355.9,327.6,,,,
140000,山西省,2017,3835,1112,5236.6,2382.72,111.01,1670.59,865.87,50.84,155.57,14359.59,2629.9,2078.24,769.59,12518.11,19723.05,7872.25,35714.23,18277.17,4260.2,26483.39,9236.72,17852.4,14351.51,579.88,,958.86,675.94,674.22,1019.02,1031.59,351.2,,,,
140000,山西省,2016,3548,1234,4841.97,2185.7,109.65,1552.2,757.15,99.07,136.74,13290.44,2326.54,1926.98,739.89,12901.36,18364.43,7360.03,33621.95,17901.16,3786.31,25579.36,8041.22,14226.45,11915.83,494.79,,787.12,609.69,615.92,271.7,294.78,398.7,,,12757.28,921.76
140000,山西省,2015,3845,1719,4629.72,2087.65,140.77,1263.97,891.17,86.39,158.25,12771.27,2353.12,1912.19,812.9,12749.59,17348.67,6948.4,32068.45,16309.47,3499.56,24358.13,7675.51,14624.14,12663.46,521.41,,766.1,604.28,585.84,-89.39,-30.69,619.52,,,12566.97,650.98
140000,山西省,2014,3906,1542,4899.88,1708.85,148.21,1750.19,1051.81,78.42,153.56,12097.77,2302.65,2031.92,830.39,12611.5,16882.79,6623.65,30574.37,15286.72,3550.63,22514.07,7975.81,17801.12,15274.88,572.7,149.86,918.98,621.36,606.0,223.9,256.31,462.17,115.91,617.45,15213.51,684.68
140000,山西省,2013,3979,1426,4441.27,1400.64,127.0,1621.86,1008.3,64.09,153.7,11312.49,1943.05,2051.76,794.08,11010.12,15339.42,6218.56,28339.9,13611.04,3229.1,20390.05,7922.49,18393.33,15539.93,546.1,160.52,1038.49,553.23,558.27,615.25,614.59,372.37,165.57,752.18,16585.8,620.59
140000,山西省,2012,3905,1253,3760.95753,1179.71265,92.98626,1609.77073,694.02139,40.10374,143.49905,10956.40149,1818.43873,1962.25999,741.8611,9693.34516,13576.60547,5408.14377,25342.08114,12511.94955,2884.15628,17639.39649,7643.12466,18118.93782,15087.48181,497.84522,162.49476,1035.56106,466.82848,452.98044,1029.30276,1010.90629,298.33906,230.82659,829.5063,16594.7471,487.798
140000,山西省,2011,3675,933,3265.28687,773.98872,67.01768,1628.66159,617.31213,52.18203,123.86478,10027.79301,1511.12745,1872.83232,726.12813,8960.31047,11994.90555,4646.15754,22186.50499,10735.40964,2510.15467,14936.45744,7192.47776,16803.90604,13546.84209,458.73926,164.97978,1007.91542,367.8906,351.7052,1402.50792,1282.96402,179.31998,320.31262,886.70728,15470.89168,282.52838
140000,山西省,2010,4240,1222,3047.39274,876.59931,70.98002,1402.98147,526.74201,74.26407,95.82586,8129.61295,1181.04528,1664.59698,597.49968,7709.01574,10192.92675,3760.06456,18505.93549,8550.71123,2096.15012,12142.26943,6330.96898,12712.50216,10235.84452,380.89934,145.26308,803.45426,279.86588,255.34796,1035.49954,958.24571,159.90374,236.7883,714.38773,12006.54891,281.81488
140000,山西省,2009,4023,1480,2716.6462,842.72542,86.41198,1111.46131,518.90477,63.86242,93.2803,6217.0806,855.57483,1339.03264,502.50142,6804.97503,8910.91989,2966.54369,15424.50718,7129.98462,1797.56131,10268.98504,5142.08107,9139.67388,7533.12074,297.74332,96.84754,630.56865,234.0316,217.06557,505.10434,461.81834,204.86443,147.50845,566.45903,9016.77279,198.54285
140000,山西省,2008,4415,1219,2433.44861,948.93287,93.77886,800.17735,459.66772,41.97817,88.91364,5486.9852,846.89635,1426.85356,584.20595,6062.56498,7668.65227,2489.64872,13452.67272,6420.17476,1623.9241,9023.63205,4429.04067,10130.61138,8069.28346,376.08229,123.6475,652.79193,245.91839,227.1213,682.33467,634.25042,149.65691,170.43885,670.35177,9790.21777,412.23045
