省份编码,省份,年份,外商及港澳台商投资工业企业单位数(个),外商及港澳台商投资工业企业亏损企业单位数(个),外商及港澳台商投资工业企业实收资本(亿元),外商及港澳台商投资工业企业国家资本金(亿元),外商及港澳台商投资工业企业集体资本金(亿元),外商及港澳台商投资工业企业法人资本金(亿元),外商及港澳台商投资工业企业个人资本金(亿元),外商及港澳台商投资工业企业港澳台资本金(亿元),外商及港澳台商投资工业企业外商资本金(亿元),外商及港澳台商投资工业企业流动资产合计(亿元),外商及港澳台商投资工业企业应收账款净额(亿元),外商及港澳台商投资工业企业存货(亿元),外商及港澳台商投资工业企业产成品(亿元),外商及港澳台商投资工业企业固定资产合计(亿元),外商及港澳台商投资工业企业固定资产原价合计(亿元),外商及港澳台商投资工业企业累计折旧(亿元),外商及港澳台商投资工业企业资产总计(亿元),外商及港澳台商投资工业企业流动负债合计(亿元),外商及港澳台商投资工业企业应付帐款(亿元),外商及港澳台商投资工业企业负债合计(亿元),外商及港澳台商投资工业企业所有者权益合计(亿元),外商及港澳台商投资工业企业主营业务收入(亿元),外商及港澳台商投资工业企业主营业务成本(亿元),外商及港澳台商投资工业企业销售费用(亿元),外商及港澳台商投资工业企业主营业务税金及附加(亿元),外商及港澳台商投资工业企业管理费用(亿元),外商及港澳台商投资工业企业财务费用(亿元),外商及港澳台商投资工业企业利息支出(亿元),外商及港澳台商投资工业企业营业利润(亿元),外商及港澳台商投资工业企业利润总额(亿元),外商及港澳台商投资工业亏损企业亏损总额(亿元),外商及港澳台商投资工业企业应交所得税(亿元),外商及港澳台商投资工业企业本年应交增值税(亿元),外商及港澳台商投资工业企业工业销售产值(现价)(亿元),外商及港澳台商投资工业企业出口交货值(亿元)
110000,北京市,2008,1522,491,1090.97336,64.3816,5.87085,227.98484,10.02402,130.97882,651.73323,1970.17882,590.93361,544.66197,173.91147,1003.368,1590.11733,640.11028,3248.21514,1575.25506,647.87134,1769.2405,1478.97464,4602.7453,3907.24963,257.26532,22.33394,199.88046,16.76784,22.20054,227.27755,240.4516,64.25444,47.69606,112.25807,4301.96545,1541.93081
110000,北京市,2007,1451,400,984.87755,65.06786,3.54237,194.92543,8.14816,91.45116,621.74257,1878.82839,593.20039,504.44005,146.85941,979.85847,1426.30738,534.88382,3046.77727,1571.18856,743.63606,1745.38396,1301.39331,4561.41968,3887.39652,219.02482,22.04283,179.70486,11.53768,22.55529,258.18526,273.869,37.22752,36.41007,103.17793,4293.46306,1615.67219
110000,北京市,2006,1401,403,867.87,55.47,5.24,184.2,7.79,90.78,524.39,1631.17,511.26,442.24,134.47,853.73,1231.57,448.55,2621.8,1307.14,646.32,1507.07,1116.69,3967.33,3411.73,186.22,22.01,157.68,20.26,18.92,185.49,196.73,47.16,25.43,87.1,3781.54,1318.67
110000,北京市,2005,1319,384,793.58186,18.76971,5.21281,213.04413,7.76731,74.66795,474.11995,1417.97178,416.63141,400.60738,134.69394,754.26391,1044.15605,372.81386,2302.55575,1106.19419,521.93871,1300.95416,1001.60159,3053.43879,2600.90472,153.96762,17.44661,130.76416,7.78418,13.29318,152.74111,167.81507,33.28591,22.43049,73.26731,2981.6009,963.6231
110000,北京市,2004,1340,410,649.67911,40.22647,6.29103,168.13824,10.33254,68.19442,356.49641,1129.55116,324.36523,314.34074,112.61164,597.48242,808.48704,310.72088,1845.35292,906.7458,362.50939,1043.28624,802.06668,2251.39005,1854.47183,128.15499,12.3546,113.03962,15.24951,11.06466,135.81029,143.77411,24.09725,16.00672,63.20273,2206.86446,565.89535
110000,北京市,2003,960,256,481.42323,58.75015,7.14473,97.79463,2.27326,56.77607,258.68439,846.26477,260.18746,215.45211,70.36536,387.44184,565.34377,225.79158,1337.12943,669.40816,272.14874,739.9512,597.17823,1623.70418,1310.51859,95.96957,8.50821,86.88864,11.81552,7.41986,114.98034,122.01579,16.06358,12.01012,56.12143,1517.99181,331.10421
110000,北京市,2002,1047,331,469.92071,50.91174,11.68689,101.1406,2.45162,53.41679,250.31307,730.87256,241.5905,191.76353,58.56838,352.30776,531.03458,202.51638,1172.32329,583.43826,,659.23931,513.08398,1293.08953,1047.70586,87.78269,2.95436,84.88076,14.21358,10.41329,63.37631,69.28321,27.2793,8.88379,45.44473,1253.99807,264.60287
110000,北京市,2001,1023,303,410.09403,52.30778,10.61873,80.44652,1.39937,55.86946,209.45217,715.75772,278.26072,189.79591,55.59308,353.44881,503.52655,176.27044,1166.25829,604.99583,,699.40722,466.85107,1448.55931,1227.17689,87.45182,2.71625,70.78748,12.80458,13.36088,67.47419,78.78076,21.31827,9.35784,47.81941,1290.82638,243.46248
110000,北京市,2000,1007,337,374.94661,52.4135,11.29007,76.94744,1.20324,46.03007,187.06229,716.78272,279.42048,198.92484,62.76573,329.17854,452.80114,148.50878,1121.74609,631.61378,,703.86179,417.8843,1137.59483,924.57475,62.07798,2.84339,64.87063,11.64762,10.15863,65.83163,70.83306,20.08267,7.13227,34.21172,1093.60263,198.17933
120000,天津市,2019,1134,,,,,,,,,3548.25,1227.0,875.13,298.61,,,,6735.09,,,3384.38,,,,234.34,,336.43,34.34,,,948.03,,,,,
120000,天津市,2018,1221,,,,,,,,,3723.0,1166.9,907.7,339.8,,,,5990.6,,,2933.4,,,,297.1,,343.8,25.7,,,419.2,,,,,
120000,天津市,2017,1220,329,1744.08,72.9,6.74,297.97,39.59,274.45,1052.43,3508.6,1148.76,848.72,313.55,1625.61,3313.84,1708.93,5679.08,2390.86,1012.28,2796.37,2879.98,6794.3,5691.11,293.34,,313.23,25.98,43.7,451.43,461.66,44.79,,,,
120000,天津市,2016,1354,353,1801.63,74.79,10.76,336.17,39.97,193.3,1146.63,3926.53,1292.57,806.87,283.49,2592.84,4016.07,2138.5,7009.6,2607.63,1004.25,3861.17,3246.14,8241.09,6821.63,354.03,,351.28,38.95,36.75,565.73,584.44,64.53,,,8375.72,1803.36
120000,天津市,2015,1507,462,1822.99,65.4,11.06,312.87,42.74,200.48,1190.45,4567.38,1832.25,948.13,309.22,2147.79,4073.16,2066.01,7303.36,3557.25,1046.25,4049.96,3234.47,10237.68,8580.38,352.74,,369.63,49.74,46.93,755.65,756.21,85.4,,,10010.37,2102.6
120000,天津市,2014,1577,443,1761.56,70.8,12.96,318.46,212.56,203.46,1158.51,4610.42,1691.11,1084.66,294.22,2088.15,3898.55,1911.32,7180.32,3443.76,1030.78,4030.16,3101.66,10564.61,9063.6,401.43,64.23,359.52,41.44,53.66,705.13,711.05,64.85,111.69,438.49,10617.7,2251.14
120000,天津市,2013,1659,469,1787.2,59.51,18.74,269.23,35.29,238.22,1121.1,4689.62,1656.55,975.57,318.42,2168.3,3707.55,1689.05,7288.18,3747.88,1569.35,4343.01,2933.98,10775.55,9247.98,424.58,82.09,341.43,39.09,57.86,754.45,762.23,53.05,138.83,550.12,10634.44,2245.37
120000,天津市,2012,1669,471,1623.48,28.46,15.28,284.25,39.08,195.59,1060.82,4385.56,1544.15,939.55,305.01,1921.08,3247.23,1434.72,6766.5,3613.23,1507.98,4123.83,2639.46,9567.48,8193.52,370.17,96.13,306.72,44.72,49.29,636.36,635.02,66.33,116.24,378.02,9536.24,2229.76
120000,天津市,2011,1645,405,1944.50575,32.35069,12.43759,241.74225,338.30016,262.69753,1057.09252,4024.27692,1484.20455,921.81165,352.37044,1692.48796,2807.30104,1225.60782,6184.58326,3368.27429,1492.02247,3702.75563,2477.64722,8554.33356,7307.09631,284.20648,97.26783,289.41845,19.81429,40.38934,619.18878,623.4151,44.94671,106.68146,298.06716,8570.49595,1924.21699
120000,天津市,2010,2336,655,1560.66511,50.07904,11.37086,236.94807,30.50659,213.35657,1018.40398,3009.60304,954.67055,778.1997,244.70579,1556.49245,2440.06852,978.56737,4859.89068,2338.18087,1003.40871,2643.80418,2216.05226,7112.93258,6045.4547,236.30352,58.06311,259.6601,26.98437,23.48971,537.93724,565.33559,37.01869,89.84843,282.15798,6995.15519,1769.30566
120000,天津市,2009,2448,811,1341.05491,39.4439,13.02338,200.55095,19.30307,204.4937,864.23991,2448.61822,820.69303,601.30633,176.94789,1230.23675,1929.36425,790.06482,3914.166,1766.29161,790.17476,2080.42252,1833.64346,5409.01501,4603.3322,206.1869,49.88389,223.93332,21.52927,15.17383,404.51951,378.12337,42.48977,56.24052,133.55251,5344.34831,1426.71227
120000,天津市,2008,2384,882,1262.17595,43.0713,14.28011,169.09905,31.2246,190.0005,814.50039,2161.76151,611.66402,644.39617,171.33966,1217.95767,1771.67433,691.21705,3566.69075,1697.466,700.4881,1878.24592,1688.44483,5661.43467,4874.83547,226.23655,49.14974,200.64253,24.19465,23.47923,250.29694,291.8955,47.16192,47.6772,108.41878,5566.96488,1933.47996
120000,天津市,2007,2018,539,1064.54825,36.07104,8.38429,134.09167,16.75661,127.81338,741.43126,2008.50455,657.79055,528.29149,140.00185,987.34173,1517.36915,582.77741,3142.07593,1565.19644,699.56085,1683.08128,1458.99465,4986.25773,4266.33905,238.05542,33.56167,154.15311,13.3784,11.12385,286.04544,287.75025,32.5773,35.59713,90.4693,4980.92975,2152.7706
120000,天津市,2006,1954,491,941.34,52.09,10.56,134.9,11.73,110.07,622.0,1802.73,626.07,462.64,121.85,885.89,1315.99,504.56,2828.65,1376.43,618.64,1480.94,1347.72,4519.97,3847.28,184.45,28.95,140.97,8.99,7.71,263.11,268.39,31.41,35.11,76.8,4321.57,1724.96
120000,天津市,2005,1627,462,830.67914,49.30669,8.21308,102.63494,15.16591,93.65541,561.70311,1518.92185,546.87928,358.53189,90.89911,716.30735,1106.46764,434.44984,2382.29878,1190.26364,571.85594,1270.17015,1113.04003,3485.20647,2969.91851,151.21956,19.81872,110.40888,7.24177,15.47489,239.7028,242.41141,29.46254,31.11081,63.6548,3369.65274,1519.26118
120000,天津市,2004,1657,503,759.05097,30.67583,7.20789,198.25695,4.03774,57.27806,461.5945,1250.31367,390.05826,313.43412,84.05003,685.90178,1012.88937,383.71203,2033.30452,923.80123,370.6886,1013.20704,1020.09748,2827.93292,2365.35204,144.81762,13.99725,96.05764,11.74939,9.29425,227.60718,226.83736,29.1843,29.64522,54.1943,2840.6498,1284.1873
120000,天津市,2003,1345,383,608.93417,80.48669,13.49698,61.66687,2.88216,65.22855,385.17292,920.20639,331.73681,254.17019,62.13703,524.92655,851.05392,347.69982,1558.1639,713.85506,332.50155,793.86075,764.30315,1914.01043,1631.31196,107.35122,8.16255,71.6304,14.38883,10.0068,96.33664,92.42775,23.67564,10.42948,41.06312,1888.3356,796.0364
120000,天津市,2002,1327,424,579.9616,60.99191,25.05294,50.3693,1.64179,63.55178,378.35388,812.38419,285.33512,216.07635,58.09912,542.43082,817.41472,297.51471,1462.96999,686.23242,,755.75907,707.21092,1612.25832,1333.7113,99.95463,5.28958,67.18704,15.59707,10.82182,111.22564,81.32909,27.17976,15.42095,39.10709,1596.7027,664.438
120000,天津市,2001,1350,453,553.05817,68.51228,24.9727,35.66802,2.30021,75.36383,346.24113,746.63246,287.21292,198.74937,61.17962,548.48926,759.43732,237.37142,1421.84372,639.44064,,718.44143,703.40229,1346.63275,1101.06412,82.31733,5.22059,59.22114,13.22199,1.89376,102.6894,102.38851,21.95527,11.15356,49.29016,1352.46339,497.96261
120000,天津市,2000,1209,387,427.02767,64.43843,15.93374,23.58798,1.82843,58.48143,262.75766,715.04576,260.99034,212.11825,62.37512,459.74146,633.38304,186.12252,1289.68246,600.48577,,686.9375,602.74496,1184.48327,954.9876,76.83286,4.30831,83.55878,23.82418,24.81466,55.06207,97.0268,21.28893,3.81636,33.85916,1177.42276,438.09234
130000,河北省,2019,608,,,,,,,,,2771.9,586.17,469.74,160.61,,,,5297.98,,,2879.77,,,,182.88,,199.08,36.77,,,407.92,,,,,
130000,河北省,2018,719,,,,,,,,,2942.2,655.4,542.8,165.1,,,,5478.4,,,2993.5,,,,201.7,,198.5,49.3,,,432.6,,,,,
130000,河北省,2017,719,162,987.08,120.65,25.68,208.03,21.67,192.74,418.31,2792.2,566.01,518.62,162.41,1826.25,3811.68,1926.25,5702.7,2160.05,722.92,2975.02,2604.7,4780.91,3955.55,173.37,,185.29,53.38,51.71,399.78,401.76,53.92,,,,
130000,河北省,2016,731,129,1005.21,106.21,13.24,229.16,19.59,208.22,428.78,2398.66,512.23,483.39,151.72,1658.13,3090.03,1451.27,4999.98,2066.3,647.5,2585.09,2364.88,4480.82,3828.17,153.63,,156.04,57.35,49.81,272.03,275.62,47.63,,,4312.11,402.76
130000,河北省,2015,815,192,1016.54,92.68,12.17,207.05,23.66,214.72,466.27,2318.32,527.27,481.64,168.17,1829.88,3029.76,1348.78,4827.12,2067.57,632.2,2588.69,2239.46,4571.23,3954.68,165.09,,164.4,63.77,59.44,189.82,195.54,88.29,,,4487.48,487.03
130000,河北省,2014,868,181,1053.76,136.34,5.22,206.25,28.84,198.52,478.6,2605.33,542.28,582.57,190.68,1918.18,3225.19,1413.19,5245.95,2390.94,766.04,2971.42,2269.04,5373.16,4672.74,159.41,21.36,179.28,71.83,66.23,270.24,281.32,37.21,52.18,110.46,5185.13,584.47
130000,河北省,2013,913,179,984.25,99.18,7.88,218.92,26.79,192.26,439.23,2548.51,512.09,626.09,196.18,2013.73,3201.92,1373.45,5121.83,2447.47,772.97,3035.71,2083.55,5728.03,5092.7,149.29,18.56,173.74,70.67,68.81,243.88,245.61,48.74,46.93,116.3,5650.86,524.15
130000,河北省,2012,911,189,968.54,65.81,11.25,233.12,23.47,202.04,432.86,2479.52,462.4,632.92,203.92,2100.68,3142.19,1252.24,4999.36,2251.85,659.18,2987.09,1995.38,5588.08,4923.44,140.46,19.43,160.62,83.96,77.57,241.81,225.93,74.34,36.54,121.67,5438.07,546.4
130000,河北省,2011,919,140,881.20778,36.68307,4.67262,235.81321,19.2508,203.00243,381.78565,2480.96934,424.54059,655.48128,195.23725,1882.75778,3157.94051,1405.08398,5117.98055,2253.19658,654.65619,3018.75505,2077.83158,5656.59387,4852.00931,129.71011,16.04897,149.59497,65.01311,67.09346,392.99576,376.25892,24.89179,59.24653,125.56902,5433.36072,567.18235
130000,河北省,2010,1094,188,839.93127,44.81016,5.31407,204.30824,28.31334,190.69188,366.49358,2071.27231,342.0573,553.63096,156.20722,1819.10099,2562.31612,908.00426,4220.5988,1839.10288,518.63656,2426.48748,1752.41028,4597.75462,3890.25433,109.26458,8.76477,130.76793,47.80586,40.85776,418.65513,366.57411,19.4192,60.41942,117.63469,4409.29357,476.20709
130000,河北省,2009,1127,289,809.5436,34.1707,5.97136,229.32707,17.70697,167.53448,354.83302,1647.70451,296.41653,423.26082,137.17256,1664.94762,2157.16623,715.04983,3676.74759,1543.20988,412.35974,2088.00631,1574.71406,3874.67328,3305.86813,98.84638,6.68605,109.77595,43.00632,38.17695,345.17063,286.66433,28.15766,42.23799,130.64103,3834.41464,371.0563
130000,河北省,2008,1142,302,705.57847,60.10459,4.94442,155.51939,35.77853,140.55569,308.67585,1446.50515,234.77198,434.41273,156.53758,1290.69586,1694.25753,565.7216,3000.53084,1336.88374,363.11281,1736.40638,1264.12446,3925.82717,3364.65496,87.09704,10.61238,112.26848,39.55002,40.22776,340.17277,286.56686,27.18366,30.85827,134.54295,3900.13506,513.8632
130000,河北省,2007,1076,216,559.0319,20.36199,14.77421,158.31359,25.89896,88.05609,251.62706,1141.30989,201.28003,351.63235,110.3933,1094.22721,1397.6599,471.63831,2387.92186,1073.38432,291.86651,1363.42823,1024.49363,2998.35479,2495.49526,78.59679,6.44857,76.70099,27.62723,28.33864,312.03209,296.15731,11.91362,32.6495,105.98021,2990.85932,375.06286
130000,河北省,2006,1043,234,485.68,20.75,4.3,147.14,20.28,73.09,220.13,908.32,148.28,286.25,108.92,966.09,1280.01,413.78,1973.75,873.49,192.03,1131.09,842.66,2291.27,1909.97,62.57,4.68,60.35,24.73,23.33,228.8,218.43,11.77,21.82,89.2,2291.85,267.44
130000,河北省,2005,993,222,419.9372,28.68572,4.08811,101.55531,17.75191,64.17198,203.68417,664.82496,120.61524,212.55463,73.19616,806.67259,1023.3863,336.13074,1549.75643,641.86593,153.49551,882.75611,667.00032,1675.2422,1413.67519,39.15145,3.98131,48.5955,16.65015,17.28228,158.40429,162.82344,8.48262,21.28252,66.20795,1685.29731,191.17868
130000,河北省,2004,908,199,351.05695,50.57213,7.48105,98.31706,14.10498,56.88205,123.69968,546.63537,96.58408,171.09923,48.94802,636.7999,850.16879,277.64066,1253.53711,530.31166,123.88353,742.34216,511.19495,1263.62671,1052.9068,31.1721,4.37423,40.16399,16.5753,14.38862,121.17541,123.87931,7.26244,16.60055,52.02752,1282.55335,165.12714
130000,河北省,2003,839,190,286.05638,33.69253,13.68617,61.27416,13.10323,48.20267,116.09762,390.23181,91.41779,120.3257,44.86033,422.13854,561.31303,166.8575,881.64468,354.93204,86.6045,514.15191,367.49277,708.8969,575.93483,23.1982,2.42086,27.77545,14.44344,13.05318,67.38341,66.85595,7.50664,7.49124,29.76423,741.34722,102.75533
130000,河北省,2002,801,201,239.30276,39.83873,11.07574,44.94381,7.29682,42.64044,93.50722,299.2244,73.94023,96.84637,40.08534,374.28234,501.61077,139.91981,722.03802,278.53227,,429.35115,292.68687,509.31899,412.3606,19.23533,2.00663,22.67906,15.25794,13.88507,39.55994,39.98366,6.99282,5.62717,23.28863,520.6072,81.98768
130000,河北省,2001,760,204,223.91728,36.97349,9.45453,40.37837,8.2047,37.03326,91.87293,249.94728,63.90231,89.30334,37.00489,330.56894,411.50786,94.65797,625.90167,239.14574,,393.66611,232.23556,393.02733,324.46801,16.44816,1.99827,18.60657,13.55689,12.9243,19.17489,20.5347,7.3968,3.02659,15.83522,416.72329,66.03004
130000,河北省,2000,686,157,178.6034,37.04646,10.22964,27.17785,7.61133,34.61287,61.92525,207.47255,52.43093,67.48881,29.16002,231.09115,291.71961,71.23684,474.41463,187.81312,,295.02874,179.38589,342.30068,279.09929,14.77076,2.22466,16.45678,11.04787,10.33651,19.50107,20.30806,6.44974,4.78966,14.15904,364.33572,58.43839
140000,山西省,2019,141,,,,,,,,,1591.41,511.15,129.58,49.96,,,,2716.81,,,1759.33,,,,20.57,,52.45,20.65,,,126.13,,,,,
140000,山西省,2018,143,,,,,,,,,1371.4,372.5,126.5,38.7,,,,2521.3,,,1652.2,,,,21.2,,57.7,27.9,,,138.9,,,,,
140000,山西省,2017,141,34,459.72,120.63,3.11,140.75,10.41,50.33,134.5,1320.24,414.7,143.78,50.59,756.37,1347.19,604.52,2368.76,1337.53,549.84,1583.01,785.64,1560.69,1332.6,21.94,,49.54,20.98,30.72,133.27,134.43,14.89,,,,
140000,山西省,2016,133,44,423.2,84.87,13.86,85.45,11.35,97.56,130.12,1137.76,249.55,145.86,33.04,791.98,1297.01,573.85,2152.74,1208.94,418.09,1489.7,663.04,1290.78,1136.86,17.72,,38.57,20.44,24.86,65.66,72.0,21.88,,,1283.68,615.71
140000,山西省,2015,141,59,433.86,84.5,13.77,98.73,7.7,86.23,142.93,933.35,240.56,151.81,71.24,787.88,1335.07,629.83,1914.23,1036.8,367.23,1273.76,640.47,1183.71,983.19,18.03,,37.32,27.76,26.33,74.49,82.72,19.54,,,1142.4,447.49
140000,山西省,2014,148,57,445.81,103.11,16.22,83.05,17.87,78.23,147.32,853.97,247.05,141.55,53.65,832.96,1307.16,519.17,1938.07,1032.19,365.3,1312.5,623.76,1278.7,1004.13,25.48,6.5,53.75,31.45,32.95,81.23,80.42,17.26,18.63,40.44,1229.47,448.61
140000,山西省,2013,145,49,402.58,83.13,13.51,78.95,13.15,62.64,151.19,712.27,136.83,121.45,45.45,817.54,1204.38,454.96,1722.73,856.81,250.89,1136.55,585.22,1176.03,920.86,26.51,6.37,47.94,32.62,28.99,76.01,74.84,17.94,17.77,42.26,1147.98,395.27
140000,山西省,2012,138,45,367.05,63.28,3.99,108.84,12.45,38.45,139.68,823.75,253.2,125.07,40.0,707.05,1126.84,442.07,1755.77,956.9,314.54,1199.92,554.77,1168.53,912.41,25.78,6.22,51.21,31.87,29.78,174.98,172.58,20.03,21.52,44.68,1162.56,306.07
140000,山西省,2011,135,38,328.68072,22.01755,0.285,122.32131,13.78323,49.53666,120.73697,629.70842,119.1814,111.85362,37.42279,649.71113,939.63843,325.24629,1440.91795,709.64782,171.04446,953.80954,486.59384,925.8711,734.01676,31.28259,7.69599,42.48087,22.71144,23.33062,104.11791,96.14832,18.70417,21.0107,40.13253,892.34446,86.49011
140000,山西省,2010,169,58,290.88246,35.26055,1.46853,94.8504,6.12872,69.39281,83.78145,504.45447,92.99138,95.64449,35.42422,535.48791,752.45842,265.20451,1143.90188,554.93688,131.43827,729.14761,413.69225,695.47866,562.64716,24.2395,5.84944,35.20975,14.62602,15.46017,87.17739,81.44745,13.07991,11.23294,30.96445,654.68261,65.35189
140000,山西省,2009,178,73,272.08094,6.76181,1.47257,103.73082,13.12455,63.85242,83.13877,351.56182,68.96084,78.35779,26.4065,516.15912,696.18529,235.53768,958.94888,418.07551,83.80318,593.66338,363.55411,527.94019,407.94992,20.56686,2.17017,28.02761,16.04507,14.87496,69.15784,66.29872,12.23558,10.26544,29.89945,527.76039,60.75267
140000,山西省,2008,177,56,236.30414,33.97952,1.30124,57.04121,16.85293,41.16487,85.96437,325.26601,79.41133,86.84697,42.70277,403.29234,552.84194,206.07899,816.71622,362.72312,90.78066,503.41097,313.30525,605.65146,483.33615,28.12877,5.70863,27.58606,12.28863,15.16471,51.92582,52.35563,13.12776,7.28486,35.75779,606.92133,79.92259
140000,山西省,2007,166,46,200.36824,9.04431,0.42041,78.70683,15.17098,31.97937,65.04634,279.68671,62.92094,74.30667,34.97137,353.7855,472.15188,144.92314,701.70838,308.20752,78.22771,426.85273,274.85565,452.0236,342.28788,26.77875,3.03937,21.97635,10.07303,11.77039,49.74044,44.90002,2.6123,4.64978,28.88118,457.38159,69.20882
140000,山西省,2006,141,51,145.37,6.48,1.78,64.23,4.47,18.05,50.35,162.87,37.02,43.91,20.59,243.66,322.85,99.44,453.63,178.4,39.37,265.92,187.72,277.18,208.2,16.91,1.03,17.4,6.21,7.22,27.21,27.22,4.61,2.27,19.58,276.29,52.99
140000,山西省,2005,119,41,98.58252,35.2625,2.15625,14.36596,1.87633,15.97446,28.94702,137.09167,30.27689,44.06492,16.60903,202.66761,264.08174,78.24115,354.88405,143.80604,41.04946,218.86803,136.01602,229.4924,184.3771,15.63851,0.80551,8.84408,5.15266,5.44116,12.87072,12.62708,2.13467,1.62735,14.70802,227.2472,35.88801
