省份编码,省份,年份,铁路营业里程(万公里),内河航道里程(万公里),公路里程(万公里),等级公路里程(万公里),高速等级公路里程(万公里),一级等级公路里程(万公里),二级等级公路里程(万公里),等外公路公路里程(万公里)
620000,甘肃省,2015,0.3847229,0.091377,14.0052,12.0447,0.3522,0.0368,0.7928,1.9604
620000,甘肃省,2014,0.3403435,0.091377,13.8084,11.408,0.3262,0.0321,0.7519,2.4004
620000,甘肃省,2013,0.2595884,0.091377,13.3597,10.6812,0.2953,0.0206,0.7309,2.6785
620000,甘肃省,2012,0.2487079,0.091377,13.1201,10.1372,0.2549,0.0178,0.6648,2.9829
620000,甘肃省,2011,0.2442,0.0914,12.3696,9.1692,0.2343,0.017,0.5856,3.2003
620000,甘肃省,2010,0.2441,0.0914,11.8879,8.5733,0.1993,0.0161,0.5768,3.3147
620000,甘肃省,2009,0.2435387,0.091377,11.4,7.6631,0.1644,0.0147,0.5494,3.737
620000,甘肃省,2008,0.2435,0.086,10.5638,5.8381,0.1316,0.0147,0.5076,4.7257
620000,甘肃省,2007,0.24352,0.086,10.0612,5.0662,0.1316,0.0144,0.5076,4.995
620000,甘肃省,2006,0.24354,0.086,9.5642,4.2866,0.106,0.0166,0.4962,5.2776
620000,甘肃省,2005,0.23,0.086,4.133,3.2792,0.1006,0.0141,0.4969,0.8538
620000,甘肃省,2004,0.22955,0.086,4.0751,3.1613,0.0687,0.0141,0.4826,0.9138
620000,甘肃省,2003,0.23125,0.086,4.0293,3.0947,0.0342,0.0154,0.4176,0.9346
620000,甘肃省,2002,0.23174,0.1306,4.0223,3.0806,0.032,0.0154,0.4134,0.9417
620000,甘肃省,2001,0.26648,0.1306,3.9844,3.0283,0.0013,0.0154,0.4007,0.9561
620000,甘肃省,2000,0.2318,0.1306,3.9344,2.9393,0.0013,0.0075,0.328,0.9951
630000,青海省,2019,0.2449282,0.067444,8.376059,7.1955014,0.3450933,0.0589207,0.8716986,1.1805576
630000,青海省,2018,0.2349055,0.067444,8.2137077,7.0156947,0.3328098,0.0609114,0.8524655,1.198013
630000,青海省,2017,0.2349491,0.067444,8.0895128,6.84698,0.3223057,0.0680029,0.752236,1.2425328
630000,青海省,2016,0.23492,0.067444,7.8585,6.9956,0.2878,0.0622,0.7058,0.8629
630000,青海省,2015,0.2349503,0.062944,7.5593,6.464,0.2662,0.046,0.6985,1.0952
630000,青海省,2014,0.2124603,0.062944,7.2703,6.0806,0.1719,0.037,0.6447,1.1897
630000,青海省,2013,0.1857621,0.062944,7.0117,5.7069,0.1228,0.0371,0.6067,1.3048
630000,青海省,2012,0.1857621,0.042114,6.5988,5.2061,0.1148,0.0312,0.6042,1.3927
630000,青海省,2011,0.1858,0.0421,6.428,4.9971,0.1133,0.0312,0.5289,1.4309
630000,青海省,2010,0.1863,0.0421,6.2185,4.7604,0.0235,0.0209,0.5351,1.4582
630000,青海省,2009,0.16769,0.032949,6.0136,3.9726,0.0217,0.0209,0.5201,2.041
630000,青海省,2008,0.1676,0.0329,5.6642,3.2649,0.0215,0.0206,0.4984,2.3994
630000,青海省,2007,0.16524,0.0329,5.2626,3.0636,0.0215,0.0176,0.4868,2.199
630000,青海省,2006,0.16524,0.0329,4.7726,2.4638,0.0171,0.0175,0.4004,2.3088
630000,青海省,2005,0.10918,0.0329,2.972,2.6982,0.0171,0.0144,0.4002,0.2738
630000,青海省,2004,0.10903,0.0329,2.8059,2.5322,0.0171,0.0144,0.3382,0.2737
630000,青海省,2003,0.10918,0.033,2.4377,2.1568,0.0118,0.0144,0.3187,0.2809
630000,青海省,2002,0.10919,0.0372,2.4003,1.8484,0.0035,0.0059,0.299,0.5519
630000,青海省,2001,0.1297,0.0372,2.3328,1.7424,0.0026,0.0055,0.2463,0.5904
630000,青海省,2000,0.10919,0.0372,1.8679,1.5178,,0.0031,0.1806,0.3501
640000,宁夏回族自治区,2019,0.1552937,0.0129865,3.6575711,3.6535107,0.1787864,0.1938741,0.4014571,0.0040604
640000,宁夏回族自治区,2018,0.1373054,0.0129865,3.5405236,3.5354664,0.167834,0.18946,0.3870486,0.0050572
640000,宁夏回族自治区,2017,0.1352104,0.0129865,3.4561152,3.4432058,0.1609492,0.1845273,0.3819504,0.0129094
640000,宁夏回族自治区,2016,0.13201,0.0129865,3.394,3.3767,0.1609,0.1826,0.3595,0.0174
640000,宁夏回族自治区,2015,0.1289469,0.0129865,3.324,3.3045,0.1527,0.1637,0.3411,0.0195
640000,宁夏回族自治区,2014,0.1289469,0.0129865,3.1276,3.1057,0.1343,0.1451,0.335,0.0219
640000,宁夏回族自治区,2013,0.1289469,0.0129865,2.8554,2.8338,0.1344,0.0985,0.2967,0.0216
640000,宁夏回族自治区,2012,0.1289469,0.0129865,2.6522,2.6009,0.1324,0.0918,0.2795,0.0513
640000,宁夏回族自治区,2011,0.1266,0.013,2.4506,2.3875,0.1306,0.0696,0.2567,0.0631
640000,宁夏回族自治区,2010,0.1248,0.0117,2.2518,2.1198,0.1159,0.0669,0.2531,0.132
640000,宁夏回族自治区,2009,0.089,0.0116935,2.1805,2.0297,0.1022,0.0314,0.2404,0.1509
640000,宁夏回族自治区,2008,0.0811,0.0117,2.1008,1.9403,0.1002,0.0225,0.2255,0.1605
640000,宁夏回族自治区,2007,0.07894,0.0117,2.0562,1.8934,0.0811,0.0234,0.222,0.1628
640000,宁夏回族自治区,2006,0.07895,0.0117,1.9903,1.8102,0.0708,0.0234,0.2151,0.1801
640000,宁夏回族自治区,2005,0.07919,0.0117,1.3078,1.3001,0.067,0.0219,0.2109,0.0077
640000,宁夏回族自治区,2004,0.07919,0.0026,1.2456,1.2325,0.0549,0.0162,0.2015,0.0131
640000,宁夏回族自治区,2003,0.07914,0.0026,1.1916,1.177,0.0526,0.0142,0.1998,0.0146
640000,宁夏回族自治区,2002,0.07866,0.0407,1.1245,1.1081,0.036,0.0153,0.1891,0.0164
640000,宁夏回族自治区,2001,0.07866,0.0402,1.0899,1.0723,0.024,0.0146,0.1677,0.0176
640000,宁夏回族自治区,2000,0.07161,0.0402,1.0171,0.9649,0.0083,0.0127,0.153,0.0522
650000,新疆维吾尔自治区,2019,0.6935377,,19.4221776,16.4262599,0.5292984,0.2235952,1.8590414,2.9959177
650000,新疆维吾尔自治区,2018,0.5959386,,18.9049887,15.4545579,0.480312,0.190062,1.805643,3.4504308
650000,新疆维吾尔自治区,2017,0.5946905,,18.533772,14.8554309,0.4578082,0.1392336,1.6724515,3.6783411
650000,新疆维吾尔自治区,2016,0.5869,,18.2085,14.4113,0.4395,0.1323,1.5671,3.7972
650000,新疆维吾尔自治区,2015,0.586764,,17.8263,13.7012,0.4316,0.1302,1.4482,4.1252
650000,新疆维吾尔自治区,2014,0.5462828,,17.5468,13.1889,0.4316,0.1254,1.3894,4.3579
650000,新疆维吾尔自治区,2013,0.4741281,,17.0155,12.5442,0.2728,0.1457,1.3336,4.4713
650000,新疆维吾尔自治区,2012,0.4749731,,16.5909,11.8861,0.2277,0.1417,1.2172,4.7049
650000,新疆维吾尔自治区,2011,0.432,,15.515,10.4336,0.1459,0.1433,1.1099,5.0814
650000,新疆维吾尔自治区,2010,0.4229,,15.2843,9.856,0.0843,0.1399,1.0979,5.4283
650000,新疆维吾尔自治区,2009,0.36734,,15.0683,9.1618,0.0838,0.1405,0.9882,5.9066
650000,新疆维吾尔自治区,2008,0.2761,,14.6652,8.1319,0.064,0.141,0.9021,6.5333
650000,新疆维吾尔自治区,2007,0.27605,,14.5219,7.4534,0.0541,0.14,0.8444,7.0685
650000,新疆维吾尔自治区,2006,0.27608,,14.3736,6.9923,0.0541,0.1338,0.7984,7.3813
650000,新疆维吾尔自治区,2005,0.2761,,8.9531,7.1599,0.0541,0.0883,0.6993,1.7932
650000,新疆维吾尔自治区,2004,0.27633,,8.6824,6.8104,0.0431,0.0442,0.695,1.872
650000,新疆维吾尔自治区,2003,0.27733,,8.3633,6.4029,0.0431,0.0353,0.62,1.9604
650000,新疆维吾尔自治区,2002,0.27745,,8.2929,6.282,0.0431,0.0254,0.5764,2.0109
650000,新疆维吾尔自治区,2001,0.27744,,8.0947,6.1506,0.0431,0.023,0.5558,1.9441
650000,新疆维吾尔自治区,2000,0.23099,,3.4585,3.2295,0.0446,0.0062,0.5411,0.229
