省份编码,省份,年份,铁路营业里程(万公里),内河航道里程(万公里),公路里程(万公里),等级公路里程(万公里),高速等级公路里程(万公里),一级等级公路里程(万公里),二级等级公路里程(万公里),等外公路公路里程(万公里)
150000,内蒙古自治区,2003,0.62026,0.2403,7.4135,6.5157,0.0329,0.0341,0.6604,0.8978
150000,内蒙古自治区,2002,0.61926,0.1188,7.2673,6.3,0.0252,0.033,0.6069,0.9673
150000,内蒙古自治区,2001,0.60382,0.1188,7.0408,6.0234,0.0151,0.0195,0.4825,1.0174
150000,内蒙古自治区,2000,0.50111,0.1164,6.7346,6.3622,,0.014,0.3865,0.3724
210000,辽宁省,2019,0.651213,0.0413,12.4767298,11.7942639,0.43314,0.415245,1.8478266,0.6824659
210000,辽宁省,2018,0.652485,0.0413,12.2973599,11.5698681,0.43314,0.4152729,1.8304903,0.7274918
210000,辽宁省,2017,0.591466,0.0413,12.2705448,11.1358094,0.4212157,0.4094475,1.8211882,1.1347354
210000,辽宁省,2016,0.55589,0.0413,12.0613,10.7959,0.4195,0.4063,1.7913,1.2654
210000,辽宁省,2015,0.5773387,0.0413,12.0365,10.6514,0.4195,0.3581,1.8132,1.3851
210000,辽宁省,2014,0.5129573,0.0413,11.543,10.0854,0.4172,0.3464,1.7971,1.4576
210000,辽宁省,2013,0.5104376,0.0413,11.0973,9.5982,0.4023,0.3388,1.7626,1.4991
210000,辽宁省,2012,0.5006366,0.0413,10.5562,9.0033,0.3912,0.3263,1.736,1.553
210000,辽宁省,2011,0.4302,0.0413,10.4026,8.765,0.33,0.3023,1.725,1.6376
210000,辽宁省,2010,0.4279,0.0413,10.1545,8.4757,0.3056,0.2876,1.7135,1.6789
210000,辽宁省,2009,0.4229,0.0413,10.1117,8.3153,0.2833,0.2613,1.6507,1.7964
210000,辽宁省,2008,0.4195,0.0413,10.1144,8.0421,0.2747,0.2292,1.5214,2.0723
210000,辽宁省,2007,0.42008,0.0413,9.8101,7.6512,0.1975,0.2032,1.4695,2.1589
210000,辽宁省,2006,0.41963,0.0413,9.7786,7.585,0.1849,0.1819,1.4143,2.1935
210000,辽宁省,2005,0.41712,0.0413,5.3521,5.3325,0.1773,0.1556,1.344,0.0196
210000,辽宁省,2004,0.41742,0.0413,5.2415,5.2196,0.1637,0.1472,1.2676,0.022
210000,辽宁省,2003,0.41739,0.0413,5.0095,4.9845,0.1637,0.11,1.1378,0.025
210000,辽宁省,2002,0.37998,0.0813,4.8051,4.7769,0.1637,0.0987,1.077,0.0282
210000,辽宁省,2001,0.37828,0.0813,4.6603,4.6309,0.1068,0.1025,0.9768,0.0294
210000,辽宁省,2000,0.35564,0.0813,4.5547,4.4969,0.1068,0.0833,0.8347,0.0578
220000,吉林省,2019,0.5042989,0.145631,10.6659942,10.1966518,0.3583538,0.2204201,0.976025,0.4693424
220000,吉林省,2018,0.5042989,0.145631,10.5398933,10.0599468,0.3298296,0.2163311,0.964247,0.4799465
220000,吉林省,2017,0.5044126,0.145631,10.3895729,9.8908095,0.3119185,0.2153766,0.9498062,0.4987634
220000,吉林省,2016,0.50527,0.145631,10.2484,9.7158,0.3113,0.2081,0.9432,0.5326
220000,吉林省,2015,0.505266,0.145631,9.7326,9.0087,0.263,0.2027,0.93,0.7239
220000,吉林省,2014,0.4520487,0.145631,9.6041,8.8667,0.2348,0.2016,0.9109,0.7374
220000,吉林省,2013,0.4397174,0.145631,9.4191,8.6632,0.2299,0.1938,0.8979,0.7559
220000,吉林省,2012,0.4398398,0.145631,9.3208,8.5414,0.2252,0.1921,0.8914,0.7794
220000,吉林省,2011,0.3988,0.1456,9.1754,8.379,0.2252,0.188,0.8756,0.7964
220000,吉林省,2010,0.4024,0.1456,9.0437,8.1002,0.185,0.1855,0.9087,0.9435
220000,吉林省,2009,0.3914,0.1456,8.843,7.7643,0.1035,0.1982,0.8795,1.0787
220000,吉林省,2008,0.3829,0.1456,8.7099,7.4531,0.0925,0.1899,0.8714,1.2568
220000,吉林省,2007,0.36224,0.1456,8.5445,7.1031,0.0542,0.1918,0.8262,1.4413
220000,吉林省,2006,0.35554,0.1456,8.4444,6.8569,0.0542,0.1726,0.8115,1.5875
220000,吉林省,2005,0.35618,0.1456,5.0308,4.8487,0.0542,0.1529,0.7335,0.1821
220000,吉林省,2004,0.35618,0.1444,4.6796,4.4693,0.0542,0.1364,0.632,0.2103
220000,吉林省,2003,0.35618,0.1444,4.3779,4.1362,0.0542,0.1258,0.5625,0.2417
220000,吉林省,2002,0.35618,0.1787,4.1095,3.8408,0.0542,0.112,0.4918,0.2687
220000,吉林省,2001,0.35616,0.1787,3.9747,3.6964,0.0381,0.0723,0.4752,0.2783
220000,吉林省,2000,0.34744,0.1787,3.5216,3.3698,0.0354,0.041,0.415,0.1518
230000,黑龙江省,2019,0.6780953,0.50975,16.8710076,14.4966303,0.4511833,0.3038431,1.2360852,2.3743773
230000,黑龙江省,2018,0.6894453,0.50975,16.7115665,14.2959412,0.4511833,0.2729247,1.1930879,2.4156253
230000,黑龙江省,2017,0.6232246,0.50975,16.5989167,14.0697794,0.4511833,0.2656938,1.1797335,2.5291373
230000,黑龙江省,2016,0.62338,0.50975,16.4502,13.8512,0.435,0.2393,1.1552,2.599
230000,黑龙江省,2015,0.6233763,0.50975,16.3233,13.6325,0.4346,0.193,1.1308,2.6908
230000,黑龙江省,2014,0.6019334,0.50975,16.2464,13.5033,0.4084,0.1771,1.0598,2.7431
230000,黑龙江省,2013,0.6021834,0.50975,16.0206,13.1776,0.4084,0.1593,0.9853,2.8429
230000,黑龙江省,2012,0.6021834,0.50975,15.9063,12.926,0.4084,0.1521,0.9623,2.9803
230000,黑龙江省,2011,0.5945,0.5098,15.5592,12.4132,0.3708,0.1289,0.8849,3.146
230000,黑龙江省,2010,0.5785,0.5098,15.1945,11.8917,0.1357,0.1451,0.9063,3.3028
230000,黑龙江省,2009,0.5756,0.5131,15.147,11.4511,0.1219,0.1576,0.8598,3.696
230000,黑龙江省,2008,0.5755,0.5131,15.0845,10.4102,0.1044,0.1534,0.7743,4.6744
230000,黑龙江省,2007,0.57552,0.5131,14.0909,9.385,0.1044,0.1453,0.7443,4.7059
230000,黑龙江省,2006,0.56543,0.5131,13.9335,8.3546,0.0958,0.1325,0.7279,5.5789
230000,黑龙江省,2005,0.56549,0.513,6.7077,6.1691,0.0958,0.1118,0.714,0.5386
230000,黑龙江省,2004,0.55649,0.5131,6.6821,6.1303,0.0722,0.104,0.7034,0.5518
230000,黑龙江省,2003,0.54837,0.513,6.5123,5.9599,0.0413,0.0925,0.6623,0.5524
230000,黑龙江省,2002,0.55028,0.5057,6.3046,5.7882,0.0413,0.0707,0.5821,0.5164
230000,黑龙江省,2001,0.55032,0.5057,6.2979,5.7762,0.0414,0.0548,0.5638,0.5217
230000,黑龙江省,2000,0.50132,0.5057,5.0284,4.9622,0.0285,0.0387,0.4643,0.0662
310000,上海市,2019,0.0466537,0.2028435,1.3044643,1.3044643,0.0844667,0.0553019,0.3664464,
310000,上海市,2018,0.0466073,0.2091325,1.3106395,1.3106395,0.0835551,0.0544827,0.3614554,
310000,上海市,2017,0.0465095,0.2141885,1.3321991,1.3321991,0.0829213,0.0502387,0.3607251,
310000,上海市,2016,0.04651,0.217589,1.3292,1.3292,0.0825,0.0483,0.3535,
310000,上海市,2015,0.0465089,0.217584,1.3195,1.3195,0.0825,0.0468,0.3463,
310000,上海市,2014,0.046501,0.219092,1.2945,1.2945,0.0825,0.0449,0.3395,
310000,上海市,2013,0.046501,0.226756,1.2633,1.2633,0.0815,0.0421,0.326,
310000,上海市,2012,0.046587,0.228061,1.2541,1.2541,0.0806,0.0423,0.3208,
310000,上海市,2011,0.0461,0.2226,1.2084,1.2084,0.0806,0.0422,0.3069,
310000,上海市,2010,0.0422,0.2226,1.1974,1.1974,0.0775,0.0335,0.3065,
310000,上海市,2009,0.0318,0.2226,1.1671,1.1671,0.0768,0.0351,0.2922,
310000,上海市,2008,0.0316,0.2226,1.1497,1.1497,0.0637,0.0364,0.2775,
310000,上海市,2007,0.03312,0.2226,1.1163,1.1163,0.0635,0.0342,0.269,
310000,上海市,2006,0.03103,0.2226,1.0392,1.0392,0.0581,0.0335,0.2554,0.0
310000,上海市,2005,0.02691,0.2223,0.811,0.811,0.056,0.0302,0.2306,
310000,上海市,2004,0.02635,0.2223,0.7805,0.778,0.0485,0.033,0.213,0.0025
310000,上海市,2003,0.02565,0.2223,0.6484,0.6322,0.024,0.0468,0.1534,0.0162
310000,上海市,2002,0.02565,0.2037,0.6286,0.6024,0.024,0.0442,0.1203,0.0262
310000,上海市,2001,0.02565,0.2032,0.6078,0.5585,0.011,0.0413,0.1139,0.0493
310000,上海市,2000,0.02565,0.21,0.4325,0.4325,0.0098,0.039,0.0982,
320000,江苏省,2019,0.3586796,2.4372225,15.9937047,15.795391,0.4865442,1.525953,2.3878273,0.1983137
320000,江苏省,2018,0.3061767,2.4380225,15.8728658,15.6296865,0.4710876,1.5081158,2.3439337,0.2431793
320000,江苏省,2017,0.2816437,2.4383355,15.8475013,15.5803306,0.4688142,1.4233659,2.3084092,0.2671707
320000,江苏省,2016,0.27674,2.4382975,15.7304,15.4405,0.4657,1.2955,2.3054,0.2899
320000,江苏省,2015,0.2723837,2.4388775,15.8805,15.1459,0.4539,1.2687,2.2944,0.7346
320000,江苏省,2014,0.2677951,2.435967,15.7521,14.9845,0.4488,1.2015,2.279,0.7676
320000,江苏省,2013,0.259967,2.4332635,15.6094,14.8263,0.4443,1.1283,2.2677,0.783
320000,江苏省,2012,0.2354622,2.4270145,15.4118,14.61,0.4371,1.0476,2.2144,0.8018
320000,江苏省,2011,0.235,2.4252,15.2247,14.4113,0.4122,0.9949,2.1779,0.8134
320000,江苏省,2010,0.1921,2.4228,15.0307,14.1706,0.4059,0.9514,2.1328,0.8601
320000,江苏省,2009,0.1656,2.4224,14.3803,13.4192,0.3755,0.8469,2.0775,0.9611
320000,江苏省,2008,0.1657,2.3596,14.093,12.9326,0.3725,0.7423,2.059,1.1603
320000,江苏省,2007,0.16188,2.4336,13.3732,11.7698,0.3558,0.649,1.9399,1.6034
320000,江苏省,2006,0.16161,2.4347,12.6972,10.8642,0.3354,0.5188,1.6839,1.833
320000,江苏省,2005,0.16156,2.4349,8.2739,7.4958,0.2886,0.4214,1.3998,0.7781
320000,江苏省,2004,0.16064,2.4349,7.8262,7.0141,0.2423,0.3674,1.3458,0.8121
320000,江苏省,2003,0.13936,2.4793,6.5565,5.63,0.2004,0.3316,1.1287,0.9265
320000,江苏省,2002,0.13404,2.3899,6.0141,4.9959,0.1704,0.3085,1.0637,1.0182
320000,江苏省,2001,0.08977,2.3902,5.8866,4.8587,0.1387,0.2906,1.0096,1.0279
320000,江苏省,2000,0.07571,2.3943,2.8198,2.6564,0.109,0.2228,0.6999,0.1634
330000,浙江省,2019,0.2842157,0.976657,12.1812898,12.1710383,0.4643193,0.7382523,1.0672939,0.0102515
330000,浙江省,2018,0.2813465,0.976098,12.0661751,12.0339034,0.4420972,0.7046466,1.0373957,0.0322717
330000,浙江省,2017,0.262397,0.97609,12.0101401,11.8848441,0.4154,0.6765389,1.0262656,0.125296
330000,浙江省,2016,0.25769,0.9764975,11.9053,11.6869,0.4062,0.6359,1.0162,0.2184
330000,浙江省,2015,0.2563651,0.9764975,11.8015,11.5568,0.3917,0.6018,1.0041,0.2447
330000,浙江省,2014,0.2347161,0.9764975,11.6367,11.373,0.3884,0.5679,0.9819,0.2636
330000,浙江省,2013,0.2044454,0.9743075,11.5426,11.1997,0.3787,0.531,0.961,0.3429
330000,浙江省,2012,0.177906,0.9735065,11.355,11.0024,0.3618,0.4903,0.9447,0.3527
330000,浙江省,2011,0.1779,0.975,11.1776,10.788,0.35,0.4565,0.9224,0.3896
330000,浙江省,2010,0.1775,0.9703,11.0177,10.5851,0.3383,0.4293,0.9101,0.4326
330000,浙江省,2009,0.1678,0.9703,10.6952,10.2153,0.3298,0.4099,0.8882,0.4798
330000,浙江省,2008,0.1319,0.9695,10.3652,9.7349,0.3073,0.3795,0.8596,0.6304
330000,浙江省,2007,0.13193,0.9667,9.9812,9.2027,0.2651,0.3617,0.8207,0.7784
330000,浙江省,2006,0.12785,0.9652,9.531,8.5851,0.2383,0.341,0.771,0.9458
330000,浙江省,2005,0.12923,0.9652,4.86,4.6167,0.1866,0.2955,0.6569,0.2432
330000,浙江省,2004,0.12499,0.9893,4.6935,4.4316,0.1475,0.2487,0.6189,0.2619
330000,浙江省,2003,0.12499,0.9892,4.6193,4.3436,0.1438,0.2251,0.5948,0.2757
330000,浙江省,2002,0.13001,1.0408,4.5646,4.2759,0.1307,0.207,0.5777,0.2887
330000,浙江省,2001,0.12208,1.0408,4.4005,4.1072,0.0774,0.1849,0.5682,0.2933
330000,浙江省,2000,0.07937,1.0408,4.1605,3.7707,0.0627,0.0999,0.4212,0.3898
340000,安徽省,2019,0.4843933,0.5650855,21.8294578,21.7791341,0.4876958,0.5376823,1.1675722,0.0503237
340000,安徽省,2018,0.4324212,0.5641105,20.8826249,20.7941546,0.4835932,0.4863349,1.1595248,0.0884703
340000,安徽省,2017,0.4274612,0.5641105,20.3285308,20.1080809,0.4672567,0.4150645,1.0878538,0.2204499
340000,安徽省,2016,0.42426,0.5641105,19.7588,19.4136,0.4543,0.3833,1.0727,0.3453
340000,安徽省,2015,0.4168814,0.5641105,18.694,18.2877,0.4249,0.3166,1.0667,0.4063
340000,安徽省,2014,0.3548443,0.564179,17.4373,16.9639,0.3752,0.2623,1.0694,0.4734
340000,安徽省,2013,0.3513088,0.5641735,17.3763,16.8084,0.3521,0.228,1.0411,0.568
340000,安徽省,2012,0.3259803,0.5622945,16.5157,15.9427,0.321,0.1758,0.9933,0.573
340000,安徽省,2011,0.3121,0.5596,14.9535,14.3403,0.3009,0.0627,1.064,0.6131
340000,安徽省,2010,0.285,0.5596,14.9382,14.2341,0.2925,0.0499,1.0504,0.7042
340000,安徽省,2009,0.285,0.5596,14.9184,13.9424,0.281,0.0475,1.0312,0.9759
340000,安徽省,2008,0.2871,0.5576,14.8827,13.4669,0.2506,0.0385,1.0077,1.4158
340000,安徽省,2007,0.2387,0.5596,14.8372,12.8241,0.2206,0.0362,0.9824,2.013
340000,安徽省,2006,0.2387,0.5596,14.7611,12.2584,0.1747,0.0347,0.9162,2.5027
340000,安徽省,2005,0.23532,0.5587,7.2807,6.7083,0.1501,0.0338,0.9633,0.5724
340000,安徽省,2004,0.23531,0.5587,7.1783,6.58,0.1294,0.0319,0.9143,0.5983
340000,安徽省,2003,0.22197,0.5586,6.956,6.3374,0.107,0.0301,0.8198,0.6186
340000,安徽省,2002,0.22197,0.5611,6.7547,6.1406,0.0866,0.03,0.748,0.6141
340000,安徽省,2001,0.22204,0.5611,6.5807,5.9797,0.0596,0.03,0.714,0.601
340000,安徽省,2000,0.18429,0.5611,4.4493,4.2579,0.047,0.0264,0.6347,0.1914
350000,福建省,2019,0.3513764,0.324528,10.9785157,9.375295,0.5346585,0.1476842,1.1147811,1.6032207
350000,福建省,2018,0.3513744,0.324528,10.8901276,9.2463727,0.5155313,0.1350979,1.0887077,1.6437549
350000,福建省,2017,0.3191413,0.324528,10.8011607,9.1296834,0.503902,0.1160589,1.0668644,1.6714773
350000,福建省,2016,0.3201,0.324528,10.6757,8.9829,0.4831,0.1035,1.0051,1.6927
350000,福建省,2015,0.3200811,0.324528,10.4585,8.7494,0.4813,0.0788,0.9507,1.7092
350000,福建省,2014,0.275913,0.324528,10.119,8.2907,0.4053,0.0776,0.9192,1.8283
350000,福建省,2013,0.2747765,0.324528,9.9535,8.0909,0.3935,0.0687,0.9042,1.8626
350000,福建省,2012,0.2255115,0.324528,9.4661,7.6503,0.3372,0.0716,0.8309,1.8158
350000,福建省,2011,0.211,0.3245,9.2322,7.3669,0.2652,0.0683,0.751,1.8653
350000,福建省,2010,0.2111,0.3245,9.1015,7.0655,0.2351,0.0603,0.7373,2.036
350000,福建省,2009,0.211,0.3245,8.9504,6.7512,0.1961,0.0606,0.7285,2.1992
350000,福建省,2008,0.1618,0.3245,8.8607,6.6461,0.1767,0.0509,0.6988,2.2146
350000,福建省,2007,0.16163,0.3245,8.6926,6.3275,0.1366,0.0388,0.6575,2.3651
350000,福建省,2006,0.16128,0.3245,8.656,5.7934,0.123,0.0353,0.6324,2.8626
350000,福建省,2005,0.16131,0.3245,5.8286,4.7987,0.1208,0.0358,0.6262,1.0298
350000,福建省,2004,0.14539,0.3245,5.6208,4.4594,0.1043,0.0336,0.615,1.1614
350000,福建省,2003,0.14539,0.3245,5.4876,4.2222,0.0727,0.0312,0.5723,1.2654
350000,福建省,2002,0.14539,0.3701,5.4155,4.122,0.0583,0.0278,0.5573,1.2935
350000,福建省,2001,0.12848,0.3701,5.3547,4.0666,0.0364,0.0259,0.5514,1.2881
350000,福建省,2000,0.08739,0.3701,5.1073,4.2512,0.0345,0.0406,0.4582,0.8561
360000,江西省,2019,0.4904975,0.563785,20.9131109,19.5458096,0.6144476,0.2765119,1.1861655,1.3673013
360000,江西省,2018,0.4278445,0.563785,16.194096,13.5442396,0.5931432,0.2600572,1.1613147,2.6498564
360000,江西省,2017,0.4280462,0.563785,16.2285124,13.4862685,0.5916092,0.2917154,1.0837117,2.7422439
360000,江西省,2016,0.40105,0.563785,16.1909,13.4025,0.5894,0.2618,1.0643,2.7883
360000,江西省,2015,0.4009737,0.563785,15.6625,12.9948,0.5058,0.1952,1.0148,2.6676
360000,江西省,2014,0.3702269,0.563785,15.5515,12.8262,0.4484,0.1902,0.9941,2.7254
360000,江西省,2013,0.3084256,0.563785,15.2067,12.2675,0.4303,0.1643,0.979,2.9393
360000,江西省,2012,0.2834546,0.563785,15.0595,12.0332,0.4229,0.1543,0.954,3.0263
360000,江西省,2011,0.2835,0.5638,14.6632,11.4463,0.3603,0.1428,0.9464,3.2169
360000,江西省,2010,0.2835,0.5638,14.0597,10.1455,0.3051,0.1386,0.934,3.9142
360000,江西省,2009,0.2712,0.5638,13.7011,9.2237,0.2401,0.1278,0.9192,4.4775
