省份编码,省份,年份,邮电业务总量(亿元),邮政业务总量(亿元),电信业务总量(亿元),函件数(亿件),包裹数(万件),报刊期发数(万份),汇票业务(万笔),集邮业务量(万枚),固定本地电话通话时长(万分钟),固定长途电话通话时长(万分钟),移动短信业务量(亿条),移动电话通话时长(万分钟),移动电话去话通话时长(万分钟),移动电话非漫游去话通话时长(万分钟),移动电话国内漫游去话通话时长(万分钟),移动电话国际及港澳台漫游去话通话时长(万分钟),移动电话年末用户(万户),3G移动电话用户(万户),固定电话年末用户(万户),城市电话年末用户数(万户),城市住宅电话年末用户数(万户),农村电话年末用户数(万户),农村住宅电话年末用户数(万户),公用电话用户(万户)
220000,吉林省,2011,238.6050541408,18.3550541408,220.25,0.657939,128.4502,187.6262,479.07,2304.2,510445.9,94057.3,177.93378,11284497.3,5541869.5,5092722.2,448946.6,200.6,2004.1,240.6,579.3,434.0,294.7,145.3,134.5,45.5
220000,吉林省,2010,613.173346482,25.773346482,587.4,0.93190466,115.9701,185.0997,483.765,874.3,,89618.7,177.53184,10025628.3,,,,,1805.4,101.4,595.2,433.1,299.8,162.2,150.9,46.7
220000,吉林省,2009,525.93662494157,21.61855494157,504.31807,0.808748,122.83,176.49,473.31,1981.4907,,96961.8,169.62454,7851494.9,,,,,1574.2,14.9,581.3,425.4,305.3,155.9,145.3,49.9
220000,吉林省,2008,460.834543691,18.025803691,442.80874,0.693712,117.4,174.83,446.82,1836.6882,,105145.6,134.89226,,,,,,1362.9,,621.7,445.4,326.3,176.3,166.0,51.3
220000,吉林省,2007,410.27154991434,17.12172991434,393.14982,0.65608,154.0,202.0,330.3,1933.4,,115707.1,124.88426,,,,,,1311.1,,729.8,503.0,390.9,226.8,218.8,55.3
220000,吉林省,2006,336.723798,15.5603,321.163498,0.616562,192.8,231.72,205.6,1830.72,,111328.2244,102.5508941,,,,,,1137.7938,,718.6632,483.2984,385.347,235.3648,219.0503,51.4033
220000,吉林省,2005,259.69548,13.30894,246.38654,0.63445,,189.4,,1958.1,,,,,,,,,915.6892,,755.9523,529.7586,429.3791,226.1937,218.8744,50.0288
220000,吉林省,2004,212.64,11.28,201.36,0.72,,259.9,,1789.0,,,,,,,,,763.8,,655.6,461.5,371.7,194.1,186.9,39.9
220000,吉林省,2003,152.9,11.3,141.61,1.72,,198.2,,2792.0,,,,,,,,,633.2,,594.6,417.2,354.6,177.4,169.6,23.3
220000,吉林省,2002,117.8,10.03,107.77,1.61,,455.3,,4024.4,,,,,,,,,461.0,,478.5,339.4,284.5,139.1,131.7,18.8
220000,吉林省,2001,95.5315,9.189,86.3425,1.08707,,204.0,,6455.0,,,,,,,,,336.5,,423.2,300.5,257.4,122.7,115.8,7.4
220000,吉林省,2000,116.35,,,0.95,,,,,,,,,,,,,,,,358.0,,,,
230000,黑龙江省,2019,,114.6820921234,1732.446397,0.197884,30.46,244.72,11.24,4041.36,,,197.62604924,10865870.771723,5334946.194223,,,,3929.0198,77.2105,339.9132,,,,,
230000,黑龙江省,2018,,93.7367128336,1131.53,0.298038,52.24,237.01,22.37,4939.8988,,,169.548599,11891630.01,5839596.77,,,,3833.63,385.46,360.2,,,,,
230000,黑龙江省,2017,676.6,79.42,597.306145,0.372583,55.0,240.36,41.9,5161.984,282476.48,34098.57,48.706794,13140052.19,6448774.19,5845518.76,602704.76,550.65,3657.1362,399.8202,430.2895,376.8639,304.8337,53.4256,51.1079,26.7178
230000,黑龙江省,2016,,68.7170636368,320.28,0.365921,65.58,255.2,92.15,5777.4128,367881.52,44959.01,62.06052162,14382653.05,6971138.57,6378054.88,592553.55,530.14,3445.56,483.91,497.44,430.66,314.6,66.78,61.26,31.8
230000,黑龙江省,2015,511.4429150688,52.1529150688,459.29,0.460832,121.1,297.26,136.02,6306.1826,447399.77,58588.93,76.461016,15163320.81,7292818.3,6682419.39,609690.73,708.18,3329.84,705.56,595.95,503.79,404.7,92.16,88.63,36.7
230000,黑龙江省,2014,430.4717675228,44.5517675228,385.92,0.684209,208.5151,312.33,212.2,5389.7546,519884.64,71024.17,101.026216,15670088.05,7556704.18,6972636.98,583264.84,802.35,3457.76,1094.44,640.47,514.75,451.57,102.8,100.86,43.51
230000,黑龙江省,2013,377.3411082432,39.1843012432,338.156807,0.86810479,241.0836,323.8055,336.07,4237.1,771139.4,90844.9,137.27775,15619404.4,7556738.9,7033049.2,522888.1,801.6,3020.4,837.4,747.8,602.0,452.4,145.8,142.7,48.3
230000,黑龙江省,2012,329.814143012,32.432814012,297.381329,0.70575141,234.395,606.9509,411.56,4139.4,776277.0,100441.1761,164.4279,14872905.0,7233372.0,6721460.0,511327.0,585.0,2663.8882,471.6781,776.062,594.3478,442.3435,181.7142,167.0629,50.7264
230000,黑龙江省,2011,307.7718177508,30.1218177508,277.65,0.777196,253.3986,446.3314,487.52,3751.4,928091.5,137068.4,179.75402,13734023.6,6647578.6,6218593.5,428588.4,396.7,2376.6,268.8,793.5,608.0,448.3,185.4,170.1,57.4
230000,黑龙江省,2010,745.583222772,47.713222772,697.87,0.93050822,237.5691,367.7364,534.1258,3477.5,,145479.4,177.58076,12011819.8,,,,,2072.0,90.4,813.5,620.4,464.1,193.1,177.1,60.9
230000,黑龙江省,2009,697.15086962941,37.09935962941,660.05151,0.866767,232.13,112.73,502.92,3387.1482,,194074.9,171.02514,10203707.0,,,,,1865.9,19.2,870.2,659.1,498.4,211.1,194.4,68.3
230000,黑龙江省,2008,605.497279509,32.917349509,572.57993,0.777941,232.92,398.16,487.33,3817.6328,,224447.5,167.40145,,,,,,1646.3,,1028.0,790.5,617.7,237.4,220.3,78.7
230000,黑龙江省,2007,513.05610756535,29.92730756535,483.1288,0.85404,244.7,343.5,406.1,3794.2,,199021.9,141.7669,,,,,,1449.2,,1081.2,819.3,648.7,261.9,244.8,80.7
230000,黑龙江省,2006,406.80716,26.5556,380.25156,1.511064,254.5,504.06,302.1,3371.76,,211630.6048,98.59288639,,,,,,1266.5691,,1051.3108,775.159,623.808,276.1518,261.4414,80.3821
230000,黑龙江省,2005,338.358388,23.72658,314.631808,1.30105,,385.7,,3684.3,,,,,,,,,1132.3311,,1056.534,784.539,647.9673,271.995,259.516,73.8047
230000,黑龙江省,2004,285.22,22.2,263.02,1.39,,419.3,,3936.0,,,,,,,,,1017.1,,1082.6,833.0,710.2,249.6,238.5,63.2
230000,黑龙江省,2003,221.92,20.48,201.43,1.53,,412.5,,4869.0,,,,,,,,,856.5,,874.4,658.1,563.6,216.3,208.0,41.8
230000,黑龙江省,2002,185.65,18.15,167.51,1.8,,429.6,,6688.5,,,,,,,,,678.8,,666.0,488.4,403.6,177.6,168.8,32.0
230000,黑龙江省,2001,145.5163,16.5763,128.94,1.6102,,435.2,,7716.8,,,,,,,,,489.4,,574.0,442.5,369.5,131.5,125.1,9.2
230000,黑龙江省,2000,167.1079,,,0.9114,,,,,,,,,,,,,,,,387.8745,,,,
310000,上海市,2019,,770.0433886898,2240.4313,4.565748,210.94,469.26,177.24,4113.48,,,758.09779264,8877928.419213,4592141.949751,,,,4007.8888,137.8581,643.4072,,,,,
310000,上海市,2018,,820.622920968,1436.34,5.740266,222.81,483.95,238.24,5219.042,,,528.985266,9984100.22,5124898.43,,,,3722.28,361.78,663.19,,,,,
310000,上海市,2017,,711.87,693.794897,6.737225,249.92,583.37,252.24,6762.6777,1075239.54,346907.67,236.741801,10685582.92,5453780.02,4521153.51,925790.87,6280.49,3298.711,419.4971,690.9493,690.9493,389.0732,,,16.1363
310000,上海市,2016,,564.2469101096,509.97,8.259797,274.86,706.54,325.28,9081.2423,1337556.68,383881.48,220.40167388,11759383.37,6017690.58,5127338.56,883131.18,7220.84,3156.14,512.51,731.62,731.62,419.0,,,18.6
310000,上海市,2015,1164.5113762868,385.7513762868,778.76,10.061821,341.3,774.02,399.14,7683.9393,1535207.78,398275.77,211.864713,12382039.87,6369483.54,5499025.56,862254.7,8203.29,3132.41,822.05,797.29,797.29,456.8,,,24.8
310000,上海市,2014,906.0066027216,310.5266027216,595.48,11.028251,408.5176,810.8,515.9,6558.9616,1791993.49,438804.65,222.641305,12868118.38,6630664.74,5788235.21,833374.07,9055.46,3292.74,1340.48,840.18,830.08,483.25,10.11,,36.48
310000,上海市,2013,791.8150970676,258.6568520676,533.158245,11.38112089,479.1084,858.1786,662.91,5571.5,2120019.3,490318.9,325.6833,12928538.4,6690449.8,5954472.3,727114.3,8863.1,3200.7,1147.4,869.2,858.6,512.3,10.7,,38.4
310000,上海市,2012,637.92533292632,190.83432992632,447.091003,13.47307956,508.2817,982.6775,773.89,4202.3,2307078.0,601413.1782,336.1104,12808652.0,6633470.0,6016323.0,609294.0,7852.0,3008.2973,748.1518,902.9044,891.8775,538.5162,11.0269,,39.8267
310000,上海市,2011,563.42167555072,148.11167555072,415.31,13.036811,529.0835,944.4393,888.78,3447.2,2574301.6,566660.9,316.49001,12051745.9,6228358.5,5753566.6,468533.2,6258.7,2620.6,464.7,926.4,915.4,560.8,11.1,,40.1
310000,上海市,2010,1275.236106771,176.446106771,1098.79,11.66008458,535.9571,980.3679,944.164,5156.0,,358020.3,368.95308,10110433.3,,,,,2361.6,199.9,931.8,920.1,574.5,11.7,,42.2
310000,上海市,2009,1034.71975900556,194.70313900556,840.01662,12.980336,723.38,842.13,967.6,3838.8925,,269571.6,329.04866,8759786.9,,,,,2113.2,62.5,935.5,923.5,616.2,12.0,,44.9
310000,上海市,2008,971.261433,173.624943,797.63649,12.079904,868.19,955.35,998.4,3445.0032,,296752.6,306.73184,,,,,,1880.9,,1015.4,1003.1,660.0,12.3,,46.1
310000,上海市,2007,830.46462567448,162.14399567448,668.32063,11.17495,1074.4,891.5,843.5,3655.3,,362676.6,271.72448,,,,,,1776.5,,1022.0,1009.8,669.4,12.2,,46.5
310000,上海市,2006,553.487116,43.5942,509.892916,10.362024,980.5,883.32,864.7,3560.08,,327480.1201,238.8030121,,,,,,1609.4652,,1112.3064,1100.0925,737.77679,12.2139,0.0,46.5697
310000,上海市,2005,409.666102,38.48512,371.180982,9.14203,,967.8,,4422.3,,,,,,,,,1444.1562,,996.6544,987.03082,685.01927,9.62358,,35.8077
310000,上海市,2004,349.05,36.11,312.94,8.24,,824.1,,4678.0,,,,,,,,,1311.3,,868.2,859.2,615.7,9.0,,31.2
310000,上海市,2003,292.35,31.47,260.88,7.34,,847.2,,4041.0,,,,,,,,,1098.6,,733.9,733.9,536.3,,,26.3
310000,上海市,2002,231.76,28.1,203.66,9.02,,840.6,,6681.8,,,,,,,,,913.4,,672.1,672.1,499.2,,,5.9
310000,上海市,2001,221.792,25.922,195.87,7.9863,,874.7,,8876.7,,,,,,,,,614.7,,617.8,469.3,343.1,148.5,121.8,5.7
310000,上海市,2000,224.84,,,4.61,,,,,,,,,,,,,,,549.0,549.0,,,,
320000,江苏省,2019,,1426.9429450584,7545.39578,2.096131,122.96,830.16,186.76,6350.71,,,1148.89549121,28742859.5996,14267781.5132,,,,10165.9104,164.8305,1329.107,,,,,
320000,江苏省,2018,,1050.2277562528,4814.66,2.260207,139.81,969.35,265.88,7785.5616,,,996.055169,31161654.46,15621978.78,,,,9794.01,691.73,1418.33,,,,,
320000,江苏省,2017,,880.93,2066.496253,2.859504,151.46,1094.68,381.99,8918.7594,1189723.63,255071.11,771.572756,32768970.73,16381507.23,13997962.27,2380159.18,3385.03,8807.6876,740.0981,1512.082,1003.1909,455.644,508.8911,403.9443,88.7254
320000,江苏省,2016,,663.6938930272,1206.6,3.329078,164.9,1062.96,522.87,10339.8588,1470826.07,325726.93,619.69108346,34333492.45,17105854.02,14752686.42,2349695.44,3472.16,8198.75,897.78,1708.33,1096.96,500.1,611.37,500.6,98.2
320000,江苏省,2015,2316.4871669356,516.0171669356,1800.47,4.876896,220.3,1104.06,664.55,11995.6508,1657183.97,349124.93,512.000941,35230218.62,17581230.52,15279691.26,2297476.92,4062.33,7993.09,1676.93,1972.99,1217.98,552.9,755.01,606.07,116.7
320000,江苏省,2014,1680.3302539832,359.0002539832,1321.33,6.263387,326.9791,1192.14,912.26,10209.2892,1919145.62,350016.39,524.56768,36096950.57,18090185.82,15857634.26,2227817.9,4733.65,8070.35,3173.61,2133.61,1222.91,609.96,910.7,715.02,138.75
320000,江苏省,2013,1402.797198094,269.586899094,1133.210299,7.6183382,407.5423,1243.8594,1269.54,7158.9,2168380.6,360574.8,581.54201,35785339.4,18026316.1,15996488.8,2025391.3,4436.0,7942.0,2867.6,2289.8,1275.9,655.5,1014.0,815.5,144.6
320000,江苏省,2012,1120.36262489897,205.745079898968,914.617545,8.94647212,415.8223,1168.0386,1653.79,8618.1,2457575.0,433597.0249,633.3107,34363153.0,17340646.0,15634128.0,1702856.0,3661.0,7471.3795,1807.5698,2387.2047,1340.9742,733.6726,1046.2305,840.2526,156.1122
320000,江苏省,2011,986.54539514716,154.09539514716,832.45,9.392494,422.2426,1198.649,1963.41,7330.0,2989431.9,539036.3,689.70634,31839281.4,16033023.6,14753892.9,1276493.3,2637.5,6684.8,1015.3,2370.9,1392.5,807.7,978.4,802.1,164.5
320000,江苏省,2010,2328.76306613,188.34306613,2140.42,9.36002125,406.3812,1091.6324,1930.125,7447.9,,582250.9,680.8035,27357131.1,,,,,5923.1,373.1,2498.8,1527.8,861.9,971.0,809.9,175.1
320000,江苏省,2009,1812.88368290985,154.34364290985,1658.54004,9.468845,430.89,1138.62,1817.53,8217.2658,,760610.6,707.95997,22183798.1,,,,,4940.3,90.7,2662.4,1694.3,1053.3,968.0,822.0,182.7
320000,江苏省,2008,1581.857050036,128.030470036,1453.82658,8.82358,533.94,1378.25,1731.88,12537.849,,1050980.5,634.4115,,,,,,3957.0,,2968.3,1974.5,1298.3,993.8,860.0,189.5
320000,江苏省,2007,1319.654671868,109.630621868,1210.02405,7.73957,607.5,1200.5,1414.3,10437.8,,1001428.3,545.10554,,,,,,3313.2,,3224.1,2209.1,1501.9,1014.9,884.5,191.5
320000,江苏省,2006,997.380966,62.5335,934.847466,7.257195,604.4,1218.41,1140.9,8662.48,,813444.2661,415.0621237,,,,,,2873.0181,,3224.9277,2226.61049,1548.66046,998.31721,882.9499,213.4009
320000,江苏省,2005,723.891244,52.94794,670.943304,7.47528,,1294.4,,9668.4,,,,,,,,,2550.0382,,3059.1183,2089.12224,1450.61535,969.99606,868.1034,181.6056
320000,江苏省,2004,556.49,46.39,510.1,7.52,,1200.6,,11829.0,,,,,,,,,2232.9,,2582.4,1641.9,1163.2,940.5,855.1,147.0
320000,江苏省,2003,441.71,44.46,397.25,8.3,,1268.1,,13708.0,,,,,,,,,1926.3,,2043.9,1175.4,876.2,868.5,799.2,95.7
320000,江苏省,2002,344.2,39.57,304.62,7.99,,1391.5,,19245.9,,,,,,,,,1487.5,,1659.2,920.2,720.4,739.0,686.6,72.0
320000,江苏省,2001,294.579,35.199,259.38,6.1772,,1550.5,,25993.5,,,,,,,,,1026.4,,1403.8,646.6,506.9,757.2,699.7,23.0
320000,江苏省,2000,323.45,,,5.74,,,,,,,,,,,,,,,,535.43,,,,
330000,浙江省,2019,,3177.673007417,6717.012052,1.821867,145.08,662.64,79.52,3685.91,,,905.90520232,25540648.45726,12804732.76165,,,,8736.3795,119.6378,1309.7524,,,,,
330000,浙江省,2018,,2326.2252805916,4101.33,2.619396,150.92,692.55,122.64,4804.3239,,,1020.883319,27528958.81,13845523.28,,,,8308.75,570.22,1260.85,,,,,
330000,浙江省,2017,3518.0,1728.41,1794.176124,3.047123,142.38,907.75,205.52,6754.4458,980585.89,175425.63,859.041593,29044725.65,14675479.15,12511236.17,2160579.72,3663.26,7590.5922,596.8202,1211.069,978.1102,369.2515,232.9588,154.3135,141.998
330000,浙江省,2016,,1250.7474797528,1116.48,3.378592,139.78,974.43,342.31,7856.8957,1154884.64,224953.45,902.03593662,30238931.8,15296970.31,13113683.18,2179244.93,4042.2,7225.92,714.63,1287.23,1036.11,411.0,251.12,183.26,150.8
330000,浙江省,2015,2424.5514404868,811.0114404868,1613.54,4.520781,280.86,1034.2,531.84,7520.6024,1313687.93,292874.71,731.352316,31227803.85,15869314.39,13732998.12,2131069.46,5246.81,7283.66,1370.97,1470.97,1095.63,457.2,375.35,272.19,170.7
330000,浙江省,2014,1682.624173734,538.754173734,1143.87,5.920819,429.1668,1141.41,952.47,6174.6064,1497392.33,298633.62,770.931015,32641138.9,16699284.53,14668223.57,2024651.48,6409.48,7370.62,2553.99,1641.91,1128.54,483.08,513.37,346.71,189.12
330000,浙江省,2013,1283.5202729556,327.9407919556,955.579481,6.5746172,512.3711,1174.3036,1324.91,6352.5,1799452.1,301154.2,884.13862,32751721.0,16849377.8,14984258.7,1858476.9,6642.3,7071.8,2359.9,1781.3,1051.9,463.2,729.5,509.4,206.7
330000,浙江省,2012,1025.094818889,215.201827889,809.892991,7.76554856,494.3467,1084.4431,1729.8,5825.7,2069449.0,386258.4146,775.6444,31942998.0,16518018.0,14898453.0,1613698.0,5868.0,6442.5688,1328.8379,1882.4877,1127.4422,516.483,755.0455,533.8637,212.2691
330000,浙江省,2011,901.2906016512,150.8906016512,750.4,8.473995,478.3877,1135.0136,2107.23,5930.7,2344077.0,442969.0,734.53822,29841528.5,15477172.8,14226387.0,1245915.6,4870.2,5756.0,799.7,1947.9,1168.2,556.0,779.7,565.1,217.2
330000,浙江省,2010,2101.835965702,154.065965702,1947.77,8.48568152,437.9827,1050.0755,2206.0762,6597.7,,569740.4,621.61136,26602011.6,,,,,5047.4,293.6,1985.5,1200.0,584.3,785.5,588.8,220.3
330000,浙江省,2009,1736.67909265826,111.37791265826,1625.30118,8.362535,439.36,1035.83,2083.3,6331.0554,,726953.4,598.78425,21688529.7,,,,,4456.3,79.5,2130.9,1326.1,639.1,804.8,608.8,235.4
330000,浙江省,2008,1574.213671574,86.809371574,1487.4043,7.491522,529.44,1046.91,2086.69,6826.2967,,859033.0,570.33291,,,,,,3976.7,,2297.6,1482.4,867.0,815.2,637.9,227.5
330000,浙江省,2007,1361.65782470048,79.92521470048,1281.73261,7.4475,617.1,964.2,1627.3,5864.4,,1057564.7,546.34294,,,,,,3529.2,,2407.9,1592.2,942.2,815.7,648.6,243.2
330000,浙江省,2006,1034.327019,37.2332,997.093819,7.33494,587.3,1141.89,1292.0,5971.21,,1004295.337,373.813371,,,,,,3012.2724,,2390.7505,1566.58556,921.68182,824.16494,662.1312,250.6189
330000,浙江省,2005,830.385155,31.43583,798.949325,6.98438,,955.7,,6729.7,,,,,,,,,2686.3423,,2231.6518,1421.52776,849.37483,810.12404,651.6273,217.8762
330000,浙江省,2004,677.17,29.04,648.12,7.35,,918.1,,8111.0,,,,,,,,,2322.5,,1974.8,1188.2,723.9,786.6,653.9,179.2
330000,浙江省,2003,493.41,27.72,465.69,7.49,,1014.3,,10847.0,,,,,,,,,1955.2,,1656.5,937.3,616.7,719.2,626.9,100.5
330000,浙江省,2002,374.91,24.09,350.82,6.53,,1050.9,,13637.3,,,,,,,,,1460.6,,1381.8,715.4,381.4,666.4,579.3,24.8
330000,浙江省,2001,290.21,22.21,268.0,5.2986,,1182.9,,16888.4,,,,,,,,,1107.2,,1119.6,546.4,351.4,573.2,506.6,23.1
330000,浙江省,2000,324.08,,,3.0643,,,,,,,,,,,,,,,,419.78,,,,
340000,安徽省,2019,,440.7618027828,4006.716944,0.408107,41.14,462.24,17.78,3129.07,,,601.31959751,15059718.23808,7251917.97098,,,,5844.2078,134.3523,570.8717,,,,,
340000,安徽省,2018,,316.7459146076,2260.95,0.397068,59.15,487.71,24.89,4687.8139,,,232.265311,16168291.06,7924872.59,,,,5535.78,596.89,576.33,,,,,
340000,安徽省,2017,,247.98,831.804555,0.492468,74.25,509.28,39.01,4919.6704,417260.6,93590.43,118.014898,16869164.42,8230321.03,6823778.16,1406079.06,463.81,4884.289,442.4744,551.3762,392.6441,190.1456,158.7321,127.4769,32.9128
340000,安徽省,2016,,174.9102119992,489.54,0.606216,68.38,528.46,61.73,6102.3497,527897.95,111552.05,134.97704403,17507594.31,8450879.77,7107115.73,1343314.28,449.76,4342.98,545.66,613.9,432.02,229.4,181.88,149.82,36.6
340000,安徽省,2015,823.4581323328,116.1881323328,707.27,0.8392,91.91,597.04,83.64,5705.7255,664063.16,242689.25,177.414464,17252775.2,8148623.22,6903611.09,1244477.37,534.77,4188.32,886.8,739.43,505.33,282.9,234.1,197.9,47.4
340000,安徽省,2014,630.0225537836,80.8425537836,549.18,1.180452,126.6773,688.5,126.61,4651.3364,777231.2,286149.27,219.271829,17305958.66,8169998.7,7037765.95,1131649.46,583.29,4215.93,1678.53,839.83,532.24,315.59,307.59,255.54,59.68
340000,安徽省,2013,533.9833548492,57.5437048492,476.43965,1.33284667,152.2936,651.447148,207.26,2431.5,890756.2,185766.5,263.76264,16638695.8,7864019.2,6926271.8,937461.4,285.9,3958.9,1394.1,976.7,603.8,359.3,372.9,316.3,64.6
340000,安徽省,2012,418.1040585352,45.8724715352,372.231587,1.64049199,150.6369,556.4262,274.47,2343.2,1048857.0,188182.7126,280.9041,15221924.0,7284949.0,6537213.0,747516.0,220.0,3609.8392,853.4394,1091.4169,640.9535,389.3155,450.4634,390.3204,70.567
340000,安徽省,2011,369.188052547712,36.848052547712,332.34,1.740124,148.8565,521.8346,341.25,952.8,1249371.2,221315.7,288.43684,13438279.4,6455303.5,5915539.7,539548.6,215.2,3259.4,442.4,1243.9,661.5,408.0,582.5,522.0,74.3
340000,安徽省,2010,887.546552618,45.926552618,841.62,2.11214907,150.944,602.2402,394.4056,604.8,,135204.6,317.24378,11044833.6,,,,,2798.7,119.1,1231.0,612.9,366.5,618.1,561.7,78.7
340000,安徽省,2009,703.42353936448,38.82378936448,664.59975,2.438845,164.04,518.2,385.69,971.7046,,131190.9,282.93329,8478176.3,,,,,2154.6,23.0,1267.3,625.8,398.7,641.5,596.0,79.0
340000,安徽省,2008,562.682185646,32.423125646,530.25906,2.353745,187.77,396.72,358.91,2009.29398,,136298.7,242.57751,,,,,,1715.1,,1379.9,677.5,455.4,702.4,663.7,78.8
340000,安徽省,2007,448.02205794458,27.73886794458,420.28319,2.29056,203.2,482.1,245.6,2898.5,,147931.2,180.38788,,,,,,1410.0,,1496.2,727.1,503.5,769.0,731.7,84.3
340000,安徽省,2006,355.159751,23.1769,331.982851,2.151984,226.9,559.92,217.8,3407.13,,186991.149,123.9475179,,,,,,1216.6993,,1501.3814,754.78946,540.64533,746.59194,714.5507,78.028
340000,安徽省,2005,278.175147,19.91083,258.264317,2.11413,,738.2,,4010.4,,,,,,,,,1046.9094,,1349.5209,680.0203,501.75703,669.5006,642.1357,65.5054
340000,安徽省,2004,222.98,19.27,203.71,2.4,,800.6,,8988.0,,,,,,,,,873.4,,1191.6,591.9,453.1,599.7,578.2,45.9
340000,安徽省,2003,169.37,18.81,150.57,3.11,,692.4,,13711.0,,,,,,,,,697.9,,997.9,472.1,377.3,525.8,508.0,29.6
340000,安徽省,2002,147.65,17.1,130.56,2.84,,770.1,,17417.4,,,,,,,,,540.9,,792.0,376.4,310.1,415.6,398.3,21.5
340000,安徽省,2001,119.9812,16.1812,103.8,2.333,,781.8,,22967.9,,,,,,,,,419.2,,640.2,322.3,271.3,317.9,301.3,10.5
340000,安徽省,2000,120.1398,,,1.927014,,,,,,,,,,,,,,,,272.9901,,,,
350000,福建省,2019,,646.011127155,3235.45076,0.47547,59.61,443.98,37.01,2802.97,,,876.76192677,15661991.3754,7818315.6921,,,,4720.319,234.9191,763.7117,,,,,
350000,福建省,2018,,499.0388542064,2026.23,0.930067,56.59,462.74,55.45,3591.3198,,,799.193072,16424154.41,8278366.85,,,,4553.52,311.43,785.35,,,,,
350000,福建省,2017,1289.86,392.86,908.947354,1.156456,64.07,517.53,92.21,5112.3591,585919.75,90567.08,616.778479,16972658.47,8732457.02,7662860.8,1067241.93,2354.24,4295.0398,274.1024,776.9221,488.157,219.9016,288.7651,202.3329,40.4942
350000,福建省,2016,,300.6912157132,588.52,1.086764,63.1,449.83,167.07,6222.0228,745851.36,110005.4,643.83587139,18295305.66,9331416.29,8261388.19,1067669.52,2358.59,4159.04,448.69,815.65,512.17,240.4,303.48,218.79,43.8
350000,福建省,2015,1077.839032688,217.229032688,860.61,1.292301,107.03,1198.07,250.4,5314.9509,885594.97,127728.37,614.67632,19515090.19,9992818.58,8847810.85,1142252.29,2755.44,4153.98,746.11,888.54,563.88,284.8,324.67,237.56,56.0
350000,福建省,2014,856.9347538236,162.6747538236,694.26,1.803002,154.1032,538.76,441.43,5423.3219,1025201.66,173820.04,544.791806,21100503.24,10580791.65,9416091.68,1161484.58,3215.39,4276.73,1511.79,933.32,516.82,268.76,416.5,292.27,61.08
350000,福建省,2013,738.4463844048,114.1039804048,624.342404,2.15399752,177.2884,479.3379,643.58,4088.4,1137782.2,181137.1,587.42329,21416067.3,10793037.0,9726771.7,1063576.2,2689.1,4303.3,1326.1,983.5,609.7,315.6,373.8,287.4,62.5
350000,福建省,2012,592.903779858112,78.687298858112,514.216481,2.45543036,169.8054,502.8557,857.31,4028.1,1363069.0,206061.38371,387.6901,20829335.0,10502615.0,9613907.0,886714.0,1994.0,4049.1511,839.5224,1017.3296,632.7822,333.5362,384.5474,300.8344,69.9106
350000,福建省,2011,510.8268846572,59.3068846572,451.52,2.454309,169.0354,531.8538,1049.85,3995.9,1677405.9,249740.5,357.86938,19256215.6,9683302.9,9045375.5,636310.2,1617.2,3553.2,448.8,1015.0,623.6,326.9,391.4,310.5,77.6
350000,福建省,2010,1214.385568783,69.055568783,1145.33,2.51987672,177.0103,503.2541,1104.2015,3526.3,,257282.4,306.58954,16631324.8,,,,,3021.8,150.0,1045.7,661.2,353.9,384.5,312.7,82.8
350000,福建省,2009,999.17936140741,57.23056140741,941.9488,2.589925,193.33,511.4,1048.43,4196.7967,,286705.0,262.84933,13591324.7,,,,,2639.1,42.4,1244.8,853.8,449.6,391.0,323.2,96.0
350000,福建省,2008,890.228525012,48.584465012,841.64406,2.649942,206.83,517.28,1008.02,4509.2952,,335515.6,204.92984,,,,,,2368.1,,1431.0,1065.0,698.6,366.0,305.7,103.4
350000,福建省,2007,799.91461505492,43.66466505492,756.24995,2.54449,242.4,498.8,729.3,4379.9,,362668.2,180.63409,,,,,,1808.7,,1482.5,1072.1,704.2,410.4,352.2,107.6
350000,福建省,2006,631.943114,27.9277,604.015414,3.04636,258.1,509.12,579.9,4364.35,,504445.4692,126.73271,,,,,,1538.9127,,1474.4949,1060.91386,700.74168,413.58104,362.4018,108.5736
350000,福建省,2005,519.422435,25.60757,493.814865,3.53654,,500.7,,4375.6,,,,,,,,,1302.2968,,1398.5278,982.0687,657.05776,416.4591,369.769,104.5438
350000,福建省,2004,430.47,22.63,407.84,4.42,,461.8,,5570.0,,,,,,,,,1138.1,,1264.7,848.3,573.6,416.5,374.1,102.0
350000,福建省,2003,307.19,22.36,284.83,5.46,,538.9,,5410.0,,,,,,,,,946.5,,1122.7,695.9,483.6,426.8,390.8,71.7
350000,福建省,2002,241.23,19.48,221.75,5.21,,564.3,,7733.3,,,,,,,,,792.0,,937.1,536.7,446.8,400.4,366.8,41.2
350000,福建省,2001,197.1297,17.7097,179.42,4.049,,594.9,,8871.1,,,,,,,,,620.0,,750.3,398.5,317.1,351.8,320.4,17.4
350000,福建省,2000,246.3352,,,2.4163,,,,,,,,,,,,,,,,304.73,,,,
360000,江西省,2019,,230.1831268596,2838.497575,0.168466,43.56,301.12,37.88,3087.77,,,171.34458223,12011784.767944,5871052.580803,,,,4157.1379,51.7703,457.4534,,,,,
360000,江西省,2018,,176.64129046,1609.18,0.276353,44.54,349.66,63.27,4861.8529,,,164.77008,12887132.68,6270041.85,,,,4043.46,293.62,465.39,,,,,
