省份编码,省份,年份,客运量(万人),铁路客运量(万人),国家铁路客运量(万人),地方铁路客运量(万人),合资铁路客运量(万人),公路客运量(万人),水运客运量(万人)
130000,河北省,2003,65209.0,4442.0,4442.0,,,60767.0,
130000,河北省,2002,76182.0,5101.0,5101.0,,,71081.0,
130000,河北省,2001,72601.0,5224.0,5224.0,,,67377.0,
130000,河北省,2000,65609.0,5268.0,5268.0,,,60341.0,
140000,山西省,2019,22305.4193,8153.0436,,,,14010.0,142.3757
140000,山西省,2018,23837.3939,7957.5586,,,,15718.86,160.9753
140000,山西省,2017,25155.1252,7664.336,,,,17333.0,157.7892
140000,山西省,2016,26373.7615,7529.6914,,,,18701.8525,142.2176
140000,山西省,2015,29611.6602,7417.6602,,,,22085.0,109
140000,山西省,2014,34168.3719,6949.2799,6939.1499,,10.13,27090.85,128.242
140000,山西省,2013,34899.4128,6294.4128,6285.5639,,8.8489,28487.0,118
140000,山西省,2012,39987.1409,6208.1409,6198.2923,,9.8486,33662.0,117
140000,山西省,2011,39208.0,6219.0,6207.0,,11.0,32866.0,123
140000,山西省,2010,38424.0,5754.0,5746.0,,7.0,32606.0,64
140000,山西省,2009,36474.0,5320.0,5320.0,,1.0,31122.0,32
140000,山西省,2008,36178.0,4740.0,4738.0,,2.0,31397.0,41
140000,山西省,2007,43866.0,4183.0,4182.0,,1.0,39632.0,51
140000,山西省,2006,42240.0,3760.0,3760.0,,,38416.0,64
140000,山西省,2005,39975.0,3411.0,3411.0,,,36456.0,108
140000,山西省,2004,39207.0,3411.0,3411.0,,,35688.0,108
140000,山西省,2003,37225.0,2861.0,2861.0,,,34328.0,36
140000,山西省,2002,38643.0,3138.0,3138.0,,,35480.0,25
140000,山西省,2001,33310.0,3068.0,3068.0,,,30168.0,74
140000,山西省,2000,31809.0,2953.0,2953.0,,,28821.0,35
150000,内蒙古自治区,2019,12157.8926,5639.526,,,,6518.3666,
150000,内蒙古自治区,2018,13268.2994,5445.7624,,,,7822.537,0
150000,内蒙古自治区,2017,14866.975,5445.975,,,,9421.0,0
150000,内蒙古自治区,2016,15735.228,5388.228,,,,10347.0,0
150000,内蒙古自治区,2015,16125.3281,5108.3281,,,,11017.0,
150000,内蒙古自治区,2014,18283.4275,4789.1715,4787.9216,,1.2499,13494.256,
150000,内蒙古自治区,2013,20818.5346,4634.5346,4604.6306,,29.904,16184.0,0
150000,内蒙古自治区,2012,27630.3208,4320.3208,4277.3693,,42.9515,23310.0,
150000,内蒙古自治区,2011,26014.0,4207.0,4158.0,,49.0,21807.0,
150000,内蒙古自治区,2010,24043.0,4213.0,4136.0,,77.0,19830.0,
150000,内蒙古自治区,2009,22077.0,4079.0,4003.0,,76.0,17998.0,
150000,内蒙古自治区,2008,20068.0,3861.0,3786.0,,74.0,16207.0,
150000,内蒙古自治区,2007,38678.0,3639.0,3467.0,,172.0,35039.0,
150000,内蒙古自治区,2006,35307.0,3490.0,3418.0,,72.0,31817.0,
150000,内蒙古自治区,2005,31776.0,3172.0,3117.0,,55.0,28604.0,
150000,内蒙古自治区,2004,28652.0,3142.0,3084.0,,58.0,25510.0,
150000,内蒙古自治区,2003,23599.0,2768.0,2722.0,,46.0,20831.0,
150000,内蒙古自治区,2002,25490.0,3069.0,3023.0,,46.0,22421.0,
150000,内蒙古自治区,2001,24245.0,3204.0,3175.0,,29.0,21041.0,
150000,内蒙古自治区,2000,23330.0,3269.0,3237.0,,32.3,20061.0,
210000,辽宁省,2019,70266.0071,15137.0571,,,,54599.0,529.95
210000,辽宁省,2018,71342.8964,14421.837,,,,56355.0,566.0594
210000,辽宁省,2017,72482.5999,14265.6299,,,,57665.0,551.97
210000,辽宁省,2016,73632.1372,14040.3072,,,,59054.0,537.83
210000,辽宁省,2015,73691.7037,12918.7037,,,,60269.0,504
210000,辽宁省,2014,94172.2458,12841.2458,12820.1961,21.0497,,80789.0,542
210000,辽宁省,2013,91735.2927,13033.2927,13012.427,20.8657,,78168.0,534
210000,辽宁省,2012,103283.416,12045.416,12019.2328,26.1832,,90650.0,588
210000,辽宁省,2011,98606.0,12044.0,12020.0,24.0,,86013.0,549
210000,辽宁省,2010,101525.0,13336.0,13312.0,25.0,,87699.0,490
210000,辽宁省,2009,95505.0,13377.0,13350.0,26.0,,81585.0,543
210000,辽宁省,2008,90112.0,12004.0,11974.0,30.0,,77510.0,598
210000,辽宁省,2007,70659.0,10446.0,10427.0,18.0,,59562.0,651
210000,辽宁省,2006,63942.0,9911.0,9893.0,18.0,,53317.0,714
210000,辽宁省,2005,60100.0,9533.0,9514.0,19.0,,49917.0,650
210000,辽宁省,2004,57637.0,9626.0,9612.0,14.0,,47370.0,641
210000,辽宁省,2003,50349.0,8731.0,8719.0,12.0,,41076.0,542
210000,辽宁省,2002,53891.0,9711.0,9699.0,12.0,,43554.0,626
210000,辽宁省,2001,52311.0,10502.0,10488.0,14.0,,41207.0,602
210000,辽宁省,2000,51694.0,10693.0,10681.0,12.0,,40385.0,616
220000,吉林省,2019,31598.8549,8623.4593,,,,22881.0,94.3956
220000,吉林省,2018,31956.2097,8445.5306,,,,23372.0,138.6791
220000,吉林省,2017,32989.1216,7662.7965,,,,25203.0,123.3251
220000,吉林省,2016,34909.5872,7567.2441,,,,27186.0,156.3431
220000,吉林省,2015,36358.9435,7157.9435,,,,29013.0,188
220000,吉林省,2014,35003.886,6935.241,6935.241,,,27866.0,202.645
220000,吉林省,2013,34147.8045,6628.8045,6628.8045,,,27403.0,116
220000,吉林省,2012,72679.4643,6263.4643,6263.4643,,,66175.0,241
220000,吉林省,2011,68190.0,6141.0,6141.0,,,61830.0,219
220000,吉林省,2010,64486.0,5770.0,5770.0,,,58577.0,139
220000,吉林省,2009,58580.0,5687.0,5687.0,,,52723.0,170
220000,吉林省,2008,56029.0,5320.0,5320.0,,,50511.0,198
220000,吉林省,2007,31477.0,4855.0,4855.0,,,26506.0,116
220000,吉林省,2006,28903.0,4590.0,4590.0,,,24198.0,115
220000,吉林省,2005,27601.0,4618.0,4618.0,,,22870.0,113
220000,吉林省,2004,27088.0,4687.0,4687.0,,,22293.0,108
220000,吉林省,2003,24505.0,4306.0,4306.0,,,20112.0,87
220000,吉林省,2002,24944.0,4962.0,4962.0,,,19904.0,78
220000,吉林省,2001,24417.0,5346.0,5346.0,,,19001.0,70
220000,吉林省,2000,24017.0,5785.0,5785.0,,,18170.0,62
230000,黑龙江省,2019,29751.1394,11222.5427,,,,18212.0,316.5967
230000,黑龙江省,2018,31567.7881,10521.8421,,,,20739.0,306.946
230000,黑龙江省,2017,34669.5205,10411.5218,,,,23917.0,340.9987
230000,黑龙江省,2016,39385.7503,10480.3172,,,,28550.0,355.4331
230000,黑龙江省,2015,42869.3543,9865.3543,,,,32632.0,372
230000,黑龙江省,2014,46841.3634,10096.4234,9964.721,131.7024,,36379.0,365.94
230000,黑龙江省,2013,45565.9448,10106.9448,9944.4276,162.5172,,35102.0,357
230000,黑龙江省,2012,52404.1917,10524.1917,10341.7676,182.4241,,41551.0,329
230000,黑龙江省,2011,50481.0,10745.0,10574.0,171.0,,39424.0,312
230000,黑龙江省,2010,46895.0,10602.0,10438.0,164.0,,36001.0,292
230000,黑龙江省,2009,43365.0,10133.0,9980.0,153.0,,32947.0,285
230000,黑龙江省,2008,41567.0,10012.0,9867.0,145.0,,31379.0,176
230000,黑龙江省,2007,64480.0,9631.0,9500.0,131.0,,54592.0,257
230000,黑龙江省,2006,60200.0,8924.0,8813.0,111.0,,51023.0,253
230000,黑龙江省,2005,55408.0,8359.0,8276.0,83.0,,46809.0,240
230000,黑龙江省,2004,51263.0,8860.0,8746.0,114.0,,42170.0,233
230000,黑龙江省,2003,47842.0,8319.0,8212.0,107.0,,39347.0,176
230000,黑龙江省,2002,50939.0,9312.0,9206.0,106.0,,41490.0,137
230000,黑龙江省,2001,50849.0,9658.0,9554.0,104.0,,41111.0,80
230000,黑龙江省,2000,49806.0,9897.0,9793.0,104.4,,39864.0,45
310000,上海市,2019,16442.3546,12833.8465,,,,3168.0,440.5081
310000,上海市,2018,15844.6146,12266.6681,,,,3151.0,426.9465
310000,上海市,2017,15484.9137,11616.6472,,,,3420.0,448.2665
310000,上海市,2016,14415.5524,10609.3709,,,,3402.0,404.1815
310000,上海市,2015,13844.1022,9692.1022,,,,3766.0,386
310000,上海市,2014,13317.191,9194.191,9194.191,,,3754.0,369
310000,上海市,2013,11690.5045,7971.5045,7971.5045,,,3476.0,243
310000,上海市,2012,10859.1213,6758.1213,6758.1213,,,3748.0,353
310000,上海市,2011,10033.0,6198.0,6198.0,,,3477.0,358
310000,上海市,2010,10233.0,6095.0,6095.0,,,3634.0,504
310000,上海市,2009,9571.0,5161.0,5161.0,,,2995.0,1415
310000,上海市,2008,8507.0,5343.0,5343.0,,,2934.0,230
310000,上海市,2007,9086.0,4795.0,4795.0,,,2872.0,1419
310000,上海市,2006,8505.0,4458.0,4458.0,,,2784.0,1263
310000,上海市,2005,7985.0,4313.0,4313.0,,,2468.0,1204
310000,上海市,2004,7683.0,4076.0,4076.0,,,2465.0,1142
310000,上海市,2003,6481.0,3391.0,3391.0,,,2052.0,1038
310000,上海市,2002,6578.0,3518.0,3518.0,,,2046.0,1014
310000,上海市,2001,5686.0,3231.0,3231.0,,,1508.0,947
310000,上海市,2000,5175.0,2980.0,2980.0,,,1282.0,913
320000,江苏省,2019,120298.1426,23739.3426,,,,94475.0,2083.8
320000,江苏省,2018,120611.9613,21203.5713,,,,97025.0,2383.39
320000,江苏省,2017,126782.6784,19785.5184,,,,104566.0,2431.16
320000,江苏省,2016,133580.1708,17814.2202,,,,113493.88,2272.0706
320000,江苏省,2015,138308.0159,16116.0159,,,,119800.0,2392
320000,江苏省,2014,155207.0398,15374.0738,15374.0738,,,137269.57,2563.396
320000,江苏省,2013,151444.063,13435.063,13435.063,,,135555.0,2454
320000,江苏省,2012,267710.2731,11758.2731,11758.2731,,,255358.0,594
320000,江苏省,2011,246855.0,10603.0,10603.0,,,235673.0,579
320000,江苏省,2010,226073.0,9711.0,9711.0,,,215850.0,512
320000,江苏省,2009,200713.0,9167.0,9167.0,,,191001.0,545
320000,江苏省,2008,183383.0,8846.0,8846.0,,,174000.0,537
320000,江苏省,2007,187270.0,8037.0,7361.0,,676.0,179206.0,27
320000,江苏省,2006,161297.0,7545.0,7077.0,,468.0,153725.0,27
320000,江苏省,2005,145121.0,6797.0,6552.0,,245.0,138287.0,37
320000,江苏省,2004,128394.0,6085.0,6042.0,,43.0,122218.0,91
320000,江苏省,2003,123297.0,5104.0,5104.0,,,118046.0,147
320000,江苏省,2002,115715.0,5292.0,5292.0,,,110139.0,284
320000,江苏省,2001,110634.0,5099.0,5099.0,,,105105.0,430
320000,江苏省,2000,107180.0,4953.0,4953.0,,,101713.0,514
330000,浙江省,2019,101892.9643,24308.8961,,,,72799.0,4785.0682
330000,浙江省,2018,98380.152,21869.9814,,,,72013.0,4497.1706
330000,浙江省,2017,104496.6545,20114.064,,,,80099.0,4283.5905
330000,浙江省,2016,105018.0329,18035.1585,,,,83033.0,3949.8744
330000,浙江省,2015,111369.2663,15224.2663,,,,92304.0,3841
330000,浙江省,2014,130144.695,13648.484,13117.7669,,530.7171,112915.0,3581.211
330000,浙江省,2013,135348.2844,11052.2844,10485.3656,,566.9188,121185.0,3111
330000,浙江省,2012,233115.1884,9144.1884,8636.1185,,508.0699,220517.0,3454
330000,浙江省,2011,230769.0,8888.0,8342.0,,546.0,218415.0,3466
330000,浙江省,2010,226946.0,8083.0,7521.0,,561.0,215708.0,3155
330000,浙江省,2009,199068.0,7024.0,6391.0,,633.0,188364.0,3680
330000,浙江省,2008,216879.0,7000.0,6328.0,,672.0,206110.0,3769
330000,浙江省,2007,190026.0,7361.0,5557.0,,1804.0,179501.0,3164
330000,浙江省,2006,175090.0,6857.0,5237.0,,1620.0,165441.0,2792
330000,浙江省,2005,161115.0,6383.0,4966.0,,1417.0,152222.0,2510
330000,浙江省,2004,150743.0,6255.0,4893.0,,1362.0,142177.0,2311
330000,浙江省,2003,141148.0,5197.0,4080.0,,1117.0,133968.0,1983
330000,浙江省,2002,136463.0,5361.0,4219.0,,1142.0,128980.0,2122
330000,浙江省,2001,133353.0,4974.0,3902.0,,1072.0,126008.0,2371
330000,浙江省,2000,124457.0,4523.0,3670.0,,852.9,116996.0,2938
340000,安徽省,2019,59274.8341,13409.6156,,,,45643.1576,222.0609
340000,安徽省,2018,63346.5827,12336.8737,,,,50769.709,240
340000,安徽省,2017,69105.2163,11487.2163,,,,57365.0,253
340000,安徽省,2016,81105.6418,10369.6418,,,,70523.0,213
340000,安徽省,2015,86809.5745,8552.5745,,,,78072.0,185
340000,安徽省,2014,139552.9956,7971.9956,7971.9956,,,131403.0,178
340000,安徽省,2013,126710.488,7210.488,7210.488,,,119433.0,67
340000,安徽省,2012,213432.2769,6385.2769,6385.2769,,,206888.0,159
340000,安徽省,2011,185575.0,5980.0,5980.0,,,179440.0,155
340000,安徽省,2010,159388.0,5552.0,5552.0,,,153697.0,139
340000,安徽省,2009,141229.0,5131.0,5131.0,,,135984.0,114
340000,安徽省,2008,129242.0,4662.0,4662.0,,,124427.0,153
340000,安徽省,2007,86907.0,4242.0,3961.0,,281.0,82247.0,418
340000,安徽省,2006,78938.0,4000.0,3771.0,,229.0,74668.0,270
340000,安徽省,2005,72657.0,3486.0,3307.0,,179.0,68927.0,244
340000,安徽省,2004,68837.0,3406.0,3232.0,,174.0,65075.0,356
340000,安徽省,2003,62727.0,2987.0,2821.0,6.0,160.0,59544.0,196
340000,安徽省,2002,65707.0,3178.0,3005.0,7.0,166.0,62087.0,442
340000,安徽省,2001,61868.0,3177.0,3011.0,5.0,161.0,58245.0,446
340000,安徽省,2000,61982.0,3158.0,2975.0,3.0,180.1,58026.0,798
350000,福建省,2019,45760.9706,12741.1242,,,,31199.2686,1820.5778
350000,福建省,2018,48105.1315,12095.8085,,,,34080.679,1928.644
350000,福建省,2017,51133.6549,11624.1807,,,,37584.8329,1924.6413
350000,福建省,2016,51649.2713,10495.6735,,,,39137.1933,2016.4045
350000,福建省,2015,51645.9319,9255.9319,,,,40394.0,1996
350000,福建省,2014,58718.7142,8344.8582,8344.8582,,,48579.66,1794.196
350000,福建省,2013,55107.3697,6501.3697,6501.3697,,,46895.0,1711
350000,福建省,2012,82040.9454,5294.9454,5294.9454,,,75044.0,1702
350000,福建省,2011,79549.0,4695.0,4695.0,,,73259.0,1595
350000,福建省,2010,75798.0,3640.0,3640.0,,,70714.0,1444
350000,福建省,2009,75009.0,2083.0,2083.0,,,71586.0,1340
350000,福建省,2008,71780.0,2066.0,2066.0,,,68409.0,1305
350000,福建省,2007,63669.0,2261.0,1872.0,,389.0,60088.0,1320
350000,福建省,2006,58883.0,2022.0,1686.0,,336.0,55713.0,1148
350000,福建省,2005,55121.0,1684.0,1454.0,,229.0,52452.0,985
350000,福建省,2004,53513.0,1754.0,1499.0,,255.0,50862.0,897
350000,福建省,2003,47766.0,1576.0,1356.0,,220.0,45483.0,707
350000,福建省,2002,48833.0,1620.0,1387.0,,233.0,46570.0,643
350000,福建省,2001,47115.0,1509.0,1315.0,,194.0,44926.0,680
350000,福建省,2000,67324.0,1560.0,1364.0,,195.9,65038.0,726
360000,江西省,2019,58068.8179,11938.1179,,,,45933.0,197.7
360000,江西省,2018,60685.6847,11130.6847,,,,49302.0,253
360000,江西省,2017,62997.1798,10223.6798,,,,52506.0,267.5
360000,江西省,2016,62875.9551,9248.6551,,,,53366.0,261.3
360000,江西省,2015,62418.2686,8458.2686,,,,53687.0,273
360000,江西省,2014,67794.9216,7839.6216,7839.6216,,,59674.0,281.3
360000,江西省,2013,65066.7962,6944.7962,6944.7962,,,57915.0,207
360000,江西省,2012,84239.5381,6334.5381,6334.5381,,,77650.0,255
360000,江西省,2011,78930.0,6152.0,6152.0,,,72527.0,251
360000,江西省,2010,76447.0,5588.0,5588.0,,,70628.0,231
360000,江西省,2009,70496.0,5470.0,5470.0,,,64770.0,256
360000,江西省,2008,65895.0,5214.0,5214.0,,,60573.0,108
360000,江西省,2007,43616.0,4606.0,4606.0,,,38644.0,366
360000,江西省,2006,42996.0,4172.0,4172.0,,,38454.0,370
360000,江西省,2005,41586.0,3906.0,3906.0,,,37253.0,427
360000,江西省,2004,39536.0,3778.0,3778.0,,,35312.0,446
360000,江西省,2003,36909.0,3325.0,3325.0,,,33196.0,388
360000,江西省,2002,38039.0,3446.8,3441.0,5.8,,34183.0,409
360000,江西省,2001,36067.0,3217.0,3217.0,,,32423.0,427
360000,江西省,2000,35527.0,3133.0,3133.0,,,31966.0,428
370000,山东省,2019,68920.269,17325.2582,,,,49581.0,2014.0108
370000,山东省,2018,67443.4643,15355.5343,,,,50044.0,2043.93
370000,山东省,2017,65299.3533,14151.4633,,,,49111.0,2036.89
370000,山东省,2016,63462.621,12639.491,,,,48823.0,2000.13
370000,山东省,2015,60355.9938,11396.9938,,,,46960.0,1999
370000,山东省,2014,74377.6094,10303.8994,10001.3879,302.5115,,62052.0,2021.71
370000,山东省,2013,75074.3045,9246.3045,8944.4323,301.8722,,64019.0,1809
370000,山东省,2012,265631.7678,8346.7678,8056.0917,290.6761,,254711.0,2574
370000,山东省,2011,251187.0,7327.0,7039.0,287.0,,241457.0,2403
370000,山东省,2010,249358.0,6679.0,6409.0,269.0,,240044.0,2635
370000,山东省,2009,234564.0,6136.0,5908.0,228.0,,226134.0,2294
370000,山东省,2008,213586.0,5669.0,5451.0,218.0,,205917.0,2000
370000,山东省,2007,123982.0,5146.0,4949.0,197.0,,117309.0,1527
370000,山东省,2006,109471.0,4756.0,4595.0,161.0,,103298.0,1417
370000,山东省,2005,98506.0,3973.0,3853.0,120.0,1.0,93178.0,1355
370000,山东省,2004,89407.0,3876.0,3780.0,95.0,1.0,84290.0,1241
370000,山东省,2003,77212.0,3343.0,3272.0,71.0,,72754.0,1115
370000,山东省,2002,76539.0,3624.0,3512.0,112.0,,71803.0,1112
370000,山东省,2001,72385.0,3752.0,3652.0,100.0,,67646.0,987
370000,山东省,2000,65936.0,3877.0,3798.0,79.0,,61237.0,822
410000,河南省,2019,109297.1936,17709.3259,,,,91281.0,306.8677
410000,河南省,2018,110420.8972,16383.3934,,,,93707.0,330.5038
410000,河南省,2017,114350.8096,15252.3247,,,,98753.0,345.4849
410000,河南省,2016,120528.1975,13824.6287,,,,106415.0,288.5688
410000,河南省,2015,125015.4449,12200.4449,,,,112535.0,280
410000,河南省,2014,140180.1142,11647.2942,11646.323,,0.9712,128279.0,253.82
410000,河南省,2013,136237.2828,10532.2828,10532.2828,,,125450.0,255
410000,河南省,2012,207246.5363,9212.5363,9212.5363,,,197785.0,249
410000,河南省,2011,193285.0,8804.0,8800.0,4.0,,184213.0,268
410000,河南省,2010,167223.0,8338.0,8331.0,7.0,,158630.0,255
410000,河南省,2009,144203.0,7718.0,7706.0,12.0,,136279.0,206
410000,河南省,2008,130080.0,7476.0,7400.0,76.0,,122414.0,190
410000,河南省,2007,122242.0,6622.0,6554.0,68.0,,115460.0,160
410000,河南省,2006,107915.0,6465.0,6370.0,95.0,,101345.0,105
410000,河南省,2005,97896.0,5879.0,5832.0,47.0,,91920.0,97
410000,河南省,2004,90795.0,5695.0,5612.0,83.0,,85016.0,84
410000,河南省,2003,81228.0,4864.0,4726.0,138.0,,76301.0,63
410000,河南省,2002,90370.0,5206.0,5026.0,180.0,,85078.0,86
410000,河南省,2001,85446.0,5092.0,4895.0,197.0,,80259.0,95
410000,河南省,2000,83946.0,4838.0,4671.0,167.0,,79017.0,91
420000,湖北省,2019,87432.0551,17216.0588,,,,69584.3645,631.6318
420000,湖北省,2018,98350.0235,16712.723,,,,80989.5074,647.7931
420000,湖北省,2017,103143.8213,15747.1913,,,,86772.0,624.63
420000,湖北省,2016,102989.6322,14196.5122,,,,88220.9,572.22
420000,湖北省,2015,102035.3406,13508.3406,,,,87953.0,574
420000,湖北省,2014,100730.3086,12379.1286,12379.1286,,,87803.0,548.18
420000,湖北省,2013,91522.4749,10410.4749,10410.4749,,,80670.0,442
420000,湖北省,2012,127078.7263,8265.7263,8265.7263,,,118369.0,444
420000,湖北省,2011,112422.0,7083.0,7083.0,,,104971.0,368
420000,湖北省,2010,103268.0,6013.0,5906.0,,107.0,96873.0,382
420000,湖北省,2009,94334.0,5260.0,5156.0,,104.0,88703.0,371
420000,湖北省,2008,87838.0,4918.0,4827.0,,91.0,82532.0,388
420000,湖北省,2007,82374.0,4133.0,4071.0,,62.0,77514.0,727
420000,湖北省,2006,73930.0,3889.0,3845.0,,43.0,69335.0,706
420000,湖北省,2005,70497.0,3713.0,3682.0,,31.0,66183.0,601
420000,湖北省,2004,67105.0,3456.0,3449.0,,7.0,63127.0,522
420000,湖北省,2003,61961.0,3017.0,3009.0,,8.0,58371.0,573
420000,湖北省,2002,62307.0,3146.0,3139.0,,7.0,58523.0,638
420000,湖北省,2001,62120.0,3013.0,3007.0,,6.0,58210.0,897
420000,湖北省,2000,62829.0,2886.0,2880.0,,6.0,58896.0,1047
430000,湖南省,2019,101428.4353,15625.8553,,,,84162.0231,1640.5569
430000,湖南省,2018,106679.6167,13943.2067,,,,91007.05,1729.36
430000,湖南省,2017,114936.4783,12872.3083,,,,100390.19,1673.98
430000,湖南省,2016,121760.3805,11518.1585,,,,108627.392,1614.83
430000,湖南省,2015,131310.5073,10510.5073,,,,119266.0,1534
430000,湖南省,2014,161837.2904,9805.5674,9805.5674,,,150582.923,1448.8
430000,湖南省,2013,159725.8888,9230.8888,9230.8888,,,149015.0,1480
430000,湖南省,2012,184336.1253,8601.1253,8601.1253,,,174386.0,1349
430000,湖南省,2011,171371.0,8064.0,8064.0,,,161980.0,1327
430000,湖南省,2010,156404.0,7250.0,7250.0,,,148235.0,919
430000,湖南省,2009,140572.0,6466.0,6466.0,,,133359.0,747
430000,湖南省,2008,131067.0,6284.0,6284.0,,,124274.0,509
430000,湖南省,2007,123334.0,6029.0,5853.0,10.0,166.0,116780.0,525
430000,湖南省,2006,118466.0,5758.0,5593.0,9.0,156.0,112135.0,573
430000,湖南省,2005,116091.0,5661.0,5484.0,13.0,164.0,109728.0,702
430000,湖南省,2004,106310.0,5563.0,5382.0,15.0,166.0,99975.0,772
430000,湖南省,2003,96207.0,5061.0,4907.0,,154.0,90353.0,793
430000,湖南省,2002,98284.0,5382.0,5209.0,11.0,162.0,91653.0,1249
430000,湖南省,2001,92374.0,5340.0,5221.0,14.0,105.0,85971.0,1063
430000,湖南省,2000,87455.0,5356.0,5247.0,17.0,92.1,81005.0,1094
440000,广东省,2019,142325.9629,38699.4166,,,,101012.1446,2614.4017
440000,广东省,2018,142144.465,34120.783,,,,105248.759,2774.923
440000,广东省,2017,137418.3698,28766.4592,,,,105919.2986,2732.612
440000,广东省,2016,130345.4292,25602.9885,,,,102094.2112,2648.2295
440000,广东省,2015,123926.1104,23149.1104,,,,98050.0,2727
440000,广东省,2014,180789.0656,20941.8076,18944.6572,,1997.1504,157233.852,2613.406
440000,广东省,2013,153120.4432,17658.4432,15922.7482,,1735.695,133305.0,2157
440000,广东省,2012,574265.9385,15030.9385,14726.4002,,304.5383,556510.0,2725
440000,广东省,2011,510653.0,14441.0,14084.0,,357.0,493618.0,2594
440000,广东省,2010,456139.0,11674.0,11292.0,,381.0,442224.0,2241
440000,广东省,2009,418938.0,10361.0,10015.0,,346.0,406704.0,1873
440000,广东省,2008,475200.0,10613.0,10243.0,,371.0,462997.0,1590
440000,广东省,2007,199162.0,10256.0,8802.0,,1454.0,186835.0,2071
440000,广东省,2006,186996.0,9356.0,8029.0,,1326.0,175567.0,2073
440000,广东省,2005,149896.0,8900.0,7682.0,4.0,1214.0,139158.0,1838
