省份编码,省份,年份,私人汽车拥有量(万辆),私人载客汽车拥有量(万辆),私人大型载客汽车拥有量(万辆),私人中型载客汽车拥有量(万辆),私人小型载客汽车拥有量(万辆),私人微型载客汽车拥有量(万辆),私人载货汽车拥有量(万辆),私人重型载货汽车拥有量(万辆),私人中型载货汽车拥有量(万辆),私人轻型载货汽车拥有量(万辆),私人微型载货汽车拥有量(万辆),私人其他汽车拥有量(万辆)
120000,天津市,2018,250.1106,232.947,0.1053,0.4374,230.6943,1.71,16.574,1.4082,0.3276,14.7276,0.1106,0.5896
120000,天津市,2017,242.5055,224.2295,0.1092,0.444,221.9371,1.7392,17.7352,1.6441,0.4447,15.5232,0.1232,0.5408
120000,天津市,2016,234.3905,214.2397,0.1078,0.4527,211.4524,2.2268,19.6225,1.9056,0.5717,17.0271,0.1181,0.5283
120000,天津市,2015,234.6842,214.2722,0.1055,0.5085,209.2746,4.3836,19.8776,2.0539,0.6573,17.048,0.1184,0.5344
120000,天津市,2014,235.1536,215.2144,0.1318,0.6918,205.023,9.3678,19.4354,2.0333,0.8,16.5319,0.0702,0.5038
120000,天津市,2013,224.3613,206.9526,0.1134,0.6154,195.8608,10.363,16.9557,1.7281,0.7517,14.4109,0.065,0.453
120000,天津市,2012,185.5351,169.8658,0.094,0.6236,158.9563,10.1919,15.2513,1.4611,0.7395,12.9843,0.0664,0.418
120000,天津市,2011,155.4586,140.9789,0.1135,1.1877,129.5271,10.1506,14.0888,1.5108,0.926,11.5846,0.0674,0.3909
120000,天津市,2010,125.7,112.99,0.11,1.17,101.88,9.83,12.38,1.2,0.93,10.15,0.09,0.33
120000,天津市,2009,100.0093,89.575,0.1079,1.1652,78.66,9.6419,10.1868,0.803,0.8803,8.3118,0.1917,0.2475
120000,天津市,2008,79.8854,70.8767,0.1059,1.1491,60.2751,9.3466,8.6917,0.5899,0.8425,6.9907,0.2686,0.317
120000,天津市,2007,66.6116,58.555,0.1062,1.1567,47.939,9.3531,7.7971,0.5824,0.8103,6.0489,0.3555,0.2595
120000,天津市,2006,54.8244,47.7325,0.104,1.1383,37.1384,9.3518,6.8666,0.5695,0.7618,4.959,0.5763,0.2253
120000,天津市,2005,45.0157,38.624,0.1046,1.119,28.0704,9.33,6.1772,0.5872,0.7228,4.2023,0.6649,0.2145
120000,天津市,2004,36.9682,30.6709,0.0918,1.0724,20.2853,9.2214,6.0901,0.6082,0.6855,3.534,1.2624,0.2072
120000,天津市,2003,30.9622,24.8136,0.1193,1.2412,14.1279,9.3252,5.973,0.6185,0.7428,3.3255,1.2862,0.1756
120000,天津市,2002,26.82,20.34,0.11,1.16,8.29,10.79,6.33,0.44,0.76,2.8,2.33,0.15
120000,天津市,2001,23.2086,17.0897,,,,,6.0894,,,,,
120000,天津市,2000,20.84,13.76,,,,,7.08,,,,,
130000,河北省,2019,1518.858,1367.0955,0.577,0.7165,1340.0254,25.7766,148.6855,32.5564,3.1877,112.8031,0.1383,3.077
130000,河北省,2018,1411.4814,1273.4148,0.6261,0.733,1243.8748,28.1809,135.3976,30.7885,3.3215,101.1075,0.1801,2.669
130000,河北省,2017,1279.3808,1155.2364,0.6113,0.7261,1123.8801,30.0189,121.8223,28.2414,3.4642,89.8665,0.2502,2.3221
130000,河北省,2016,1143.7838,1026.8582,0.6037,0.7669,987.5163,37.9713,114.6791,26.4218,3.7125,84.0182,0.5266,2.2465
130000,河北省,2015,978.6484,873.2308,0.4359,0.7222,831.1704,40.9023,103.4078,23.4325,3.6044,75.8267,0.5442,2.0098
130000,河北省,2014,834.8964,732.0448,0.2549,0.7834,690.3788,40.6277,100.3969,23.1842,4.1714,72.4912,0.5501,2.4547
130000,河北省,2013,719.4607,612.0108,0.4392,1.2775,568.1876,42.1065,105.1009,26.1869,6.097,72.2381,0.5789,2.349
130000,河北省,2012,624.0422,516.6829,0.7316,1.8584,467.44,46.6529,105.0289,26.6094,7.6892,69.9658,0.7645,2.3304
130000,河北省,2011,510.6108,416.1933,0.7099,1.8506,368.9054,44.7274,92.2848,24.184,7.6668,59.6557,0.7783,2.1327
130000,河北省,2010,404.16,323.27,0.69,1.8,279.81,40.97,79.08,20.56,7.62,49.93,0.97,1.81
130000,河北省,2009,312.219,248.1122,0.6741,1.7644,209.1318,36.5419,62.6695,16.0385,7.1116,38.2105,1.3089,1.4373
130000,河北省,2008,239.5487,188.0297,0.6124,1.67,154.141,31.6063,46.3609,10.0608,6.0071,28.6902,1.6028,5.1581
130000,河北省,2007,201.6611,156.1678,0.5647,1.5662,124.4256,29.6113,41.6468,9.278,5.4063,25.0313,1.9312,3.8465
130000,河北省,2006,163.8807,123.7945,0.5278,1.4117,93.2368,28.6182,37.4429,8.3948,4.9825,21.6944,2.3712,2.6433
130000,河北省,2005,133.363,96.9982,0.5246,1.3061,68.3348,26.8327,34.4505,7.7093,4.91,18.455,3.3762,1.9143
130000,河北省,2004,112.6475,79.4333,0.5518,1.1692,52.2249,25.4874,31.5711,7.478,4.4729,16.3165,3.3037,1.6431
130000,河北省,2003,95.1174,66.078,0.6504,1.0349,42.7941,21.5986,28.1537,6.5829,4.2706,14.4282,2.872,0.8857
130000,河北省,2002,78.84,53.09,0.68,0.65,35.7,16.06,25.16,6.92,2.85,11.92,3.47,0.58
130000,河北省,2001,63.4365,41.2194,,,,,22.1186,,,,,
130000,河北省,2000,51.74,33.06,,,,,18.59,,,,,
140000,山西省,2019,640.8168,592.4462,0.0613,0.2402,579.7082,12.4365,47.2023,11.4063,0.6355,35.0493,0.1112,1.1683
140000,山西省,2018,588.3504,542.9377,0.0555,0.2545,529.7438,12.8839,44.3827,11.9308,0.6841,31.5682,0.1996,1.03
140000,山西省,2017,533.7018,491.389,0.0462,0.2588,477.5933,13.4907,41.3659,11.919,0.711,28.4558,0.2801,0.9469
140000,山西省,2016,472.9416,431.4092,0.058,0.2927,416.9673,14.0912,40.6394,11.9291,1.004,27.3271,0.3792,0.893
140000,山西省,2015,414.6778,374.452,0.0691,0.3278,358.8569,15.1982,39.3407,10.7281,1.2861,26.826,0.5005,0.8851
140000,山西省,2014,367.0202,326.1251,0.096,0.4139,309.2101,16.4051,40.0345,10.1593,1.6876,27.6297,0.5579,0.8606
140000,山西省,2013,318.8773,279.4649,0.1014,0.4529,261.3681,17.5425,38.593,9.6048,2.0608,26.339,0.5884,0.8194
140000,山西省,2012,270.4497,233.4695,0.1195,0.5642,214.4662,18.3196,36.2482,9.0988,2.7138,23.7608,0.6748,0.732
140000,山西省,2011,230.1975,193.159,0.2168,0.9115,172.8066,19.2241,36.404,8.9158,4.1396,22.1681,1.1805,0.6345
140000,山西省,2010,186.6,154.14,0.22,0.95,135.05,17.92,31.96,7.33,4.43,18.91,1.29,0.5
140000,山西省,2009,148.8602,122.0074,0.2214,0.9968,104.4144,16.3748,26.4851,5.2804,4.5351,15.2952,1.3744,0.3677
140000,山西省,2008,118.3476,95.4482,0.206,0.9845,79.8831,14.3746,22.0678,3.9574,4.4392,12.2278,1.4434,0.8316
140000,山西省,2007,93.1163,73.9517,0.2004,0.96,60.0038,12.7875,18.704,3.0447,4.1594,10.0789,1.421,0.4606
140000,山西省,2006,73.5838,56.8866,0.1953,0.9226,44.2241,11.5446,16.6972,2.7172,3.8872,8.422,1.6708,
140000,山西省,2005,58.7721,43.0314,0.1899,0.9761,31.6302,10.2352,15.557,2.3202,3.6964,6.9765,2.5639,0.1837
140000,山西省,2004,41.1261,28.8734,0.1758,0.8237,19.8213,8.0526,12.1336,1.8232,2.9027,5.1625,2.2452,0.1191
140000,山西省,2003,34.1544,22.8564,0.1919,0.8953,14.2935,7.4757,11.229,1.1979,3.4016,4.1538,2.4757,0.069
140000,山西省,2002,27.71,17.87,1.09,0.7,10.37,5.71,9.79,1.7,3.0,3.14,1.95,0.05
140000,山西省,2001,28.2564,16.6167,,,,,11.5917,,,,,
140000,山西省,2000,23.51,13.59,,,,,9.88,,,,,
150000,内蒙古自治区,2019,530.3895,480.6266,0.1311,0.4252,474.8507,5.2196,48.4666,10.2917,0.7988,37.3256,0.0505,1.2963
150000,内蒙古自治区,2018,488.34,443.1899,0.1324,0.4141,437.2082,5.4352,44.0091,9.2005,0.8622,33.8684,0.078,1.141
150000,内蒙古自治区,2017,439.3579,398.0584,0.1441,0.3894,391.9224,5.6025,40.2598,7.9215,0.9585,31.2678,0.112,1.0397
150000,内蒙古自治区,2016,379.9511,341.785,0.1524,0.3685,335.1912,6.0729,37.1777,7.1166,0.9649,28.9483,0.1479,0.9884
150000,内蒙古自治区,2015,334.8959,298.2795,0.1254,0.3338,289.3619,8.4584,35.6784,6.2868,0.8546,28.3027,0.2343,0.938
150000,内蒙古自治区,2014,300.4854,263.0228,0.1459,0.3393,253.6862,8.8514,36.5278,6.6558,0.9997,28.6296,0.2427,0.9348
150000,内蒙古自治区,2013,263.856,227.8181,0.1568,0.3512,218.2212,9.0889,35.0791,7.1043,1.1046,26.6216,0.2486,0.9588
150000,内蒙古自治区,2012,223.6575,190.6369,0.1622,0.4226,181.1847,8.8674,32.0855,7.0606,1.2342,23.4751,0.3156,0.9351
150000,内蒙古自治区,2011,188.0812,151.929,0.3496,0.9367,142.1141,8.5286,35.2023,11.1727,3.5524,20.0615,0.4157,0.9499
150000,内蒙古自治区,2010,147.47,115.59,0.33,0.91,106.4,7.94,31.12,10.43,3.79,16.43,0.47,0.77
150000,内蒙古自治区,2009,114.3627,86.8187,0.3366,0.9212,78.2907,7.2702,26.9609,9.3064,4.0488,13.0536,0.5521,0.5831
150000,内蒙古自治区,2008,87.8066,63.7246,0.3055,0.8948,55.8129,6.7114,22.5317,7.7966,3.992,10.1405,0.6026,1.5503
150000,内蒙古自治区,2007,70.19,48.9286,0.2622,0.8938,41.359,6.4136,20.0629,7.3175,3.9484,8.1356,0.6614,1.1985
150000,内蒙古自治区,2006,56.8228,37.8576,0.3042,0.923,30.3771,6.2533,18.0361,7.0101,3.807,6.5046,0.7144,0.9291
150000,内蒙古自治区,2005,44.2513,27.7788,0.2702,0.8068,20.9266,5.7752,15.6383,8.4588,3.8054,2.4854,0.8887,0.8342
150000,内蒙古自治区,2004,39.8797,23.0633,0.2788,0.9929,16.2744,5.5172,16.115,7.21,3.7445,4.465,0.6955,0.7014
150000,内蒙古自治区,2003,31.327,18.7589,0.2906,1.006,12.5786,4.8837,12.2927,3.9751,3.8665,3.6759,0.7752,0.2754
150000,内蒙古自治区,2002,24.63,13.13,0.21,0.98,8.93,3.01,11.33,3.66,3.75,3.33,0.59,0.17
150000,内蒙古自治区,2001,20.7505,12.1407,,,,,8.3619,,,,,
150000,内蒙古自治区,2000,20.47,11.39,,,,,8.99,,,,,
210000,辽宁省,2019,750.6316,696.9005,0.6711,1.6729,689.7347,4.8218,52.4382,8.0355,2.41,41.9705,0.0222,1.2929
210000,辽宁省,2018,687.3844,639.0794,0.6468,1.7826,631.5659,5.0841,47.1631,7.1048,2.4084,37.6084,0.0415,1.1419
210000,辽宁省,2017,620.993,575.4857,0.6164,1.8881,567.6837,5.2975,44.4578,6.559,2.4021,35.436,0.0607,1.0495
210000,辽宁省,2016,553.3947,509.568,0.6295,2.1247,500.6598,6.154,42.8204,6.113,2.4439,34.1799,0.0836,1.0063
210000,辽宁省,2015,478.939,437.3499,0.5897,2.0689,427.424,7.2673,40.6525,5.4732,2.3934,32.6662,0.1197,0.9366
210000,辽宁省,2014,416.9826,376.7195,0.5785,2.0985,366.6961,7.3464,39.4252,5.0559,2.325,31.9162,0.1281,0.8379
210000,辽宁省,2013,355.9401,318.957,0.523,2.2268,308.5411,7.6661,36.1587,4.5458,2.3293,29.1296,0.154,0.8244
210000,辽宁省,2012,304.821,266.9977,0.6865,4.2055,254.4462,7.6595,37.0014,4.8741,2.8741,29.0497,0.2035,0.8219
210000,辽宁省,2011,250.5856,217.1496,0.6446,4.1521,205.1997,7.1532,32.7339,4.1487,2.7235,25.588,0.2737,0.7021
210000,辽宁省,2010,198.81,170.75,0.54,3.93,159.89,6.38,27.53,3.24,2.48,21.47,0.33,0.54
210000,辽宁省,2009,152.1657,131.3043,0.4537,3.69,121.4947,5.6659,20.4721,2.3727,2.1123,15.5265,0.4606,0.3893
210000,辽宁省,2008,111.6345,97.5488,0.3727,3.3314,88.8898,4.9549,13.6579,1.5092,1.4755,10.1272,0.546,0.4278
210000,辽宁省,2007,91.4655,78.8403,0.3368,3.1399,70.3656,4.998,12.3329,1.6116,1.4217,8.599,0.7006,0.2923
210000,辽宁省,2006,75.0316,63.8582,0.3182,3.8092,53.2895,6.4413,11.0035,1.5092,1.1455,7.696,0.6528,0.1699
210000,辽宁省,2005,57.9084,47.0984,0.3327,2.5044,40.2636,3.9977,10.6838,1.6542,1.1613,7.0478,0.8205,0.1262
210000,辽宁省,2004,47.9505,36.4965,0.3755,1.7201,31.1268,3.2741,11.1342,2.4735,1.0462,6.8324,0.7821,0.3198
210000,辽宁省,2003,35.31,26.233,0.3519,1.1927,21.8787,2.8097,8.9071,2.25,1.2233,5.1382,0.2956,0.1699
210000,辽宁省,2002,30.77,21.86,0.32,0.61,19.23,1.7,8.86,2.36,0.75,5.53,0.22,0.05
210000,辽宁省,2001,28.3124,19.8741,,,,,8.3851,,,,,
210000,辽宁省,2000,23.55,16.34,,,,,7.18,,,,,
220000,吉林省,2019,408.0761,373.7087,0.3969,0.4408,369.5186,3.3524,33.6164,7.4431,1.3452,24.8068,0.0213,0.751
220000,吉林省,2018,380.8616,348.0403,0.4131,0.477,343.2798,3.8704,32.1164,7.3073,1.4763,23.2969,0.0359,0.7049
220000,吉林省,2017,349.8,318.8491,0.4085,0.4992,313.6697,4.2717,30.3013,6.9386,1.5711,21.7392,0.0524,0.6496
220000,吉林省,2016,314.9983,283.9182,0.461,0.5426,277.5788,5.3358,30.4801,6.7967,2.0018,21.6056,0.076,0.6
220000,吉林省,2015,275.2135,245.2012,0.4497,0.5432,237.0928,7.1155,29.4454,6.4207,2.1226,20.7798,0.1223,0.5669
220000,吉林省,2014,242.1772,211.8355,0.4855,0.6939,203.2402,7.4159,29.8107,6.2958,2.264,21.1202,0.1307,0.531
220000,吉林省,2013,206.127,177.754,0.4774,0.6942,169.0306,7.5518,27.8812,5.9288,2.4759,19.2717,0.2048,0.4918
220000,吉林省,2012,170.1895,144.8445,0.4637,0.7387,136.2168,7.4253,24.8906,5.2523,2.6747,16.8035,0.1601,0.4544
220000,吉林省,2011,141.364,117.3855,0.5201,1.1144,108.422,7.329,23.5708,5.4865,3.5101,14.351,0.2232,0.4077
220000,吉林省,2010,114.49,94.2,0.48,1.09,85.42,7.22,19.98,4.59,3.33,11.8,0.27,0.31
220000,吉林省,2009,88.4994,72.882,0.4528,1.0122,64.5571,6.8599,15.3899,3.2757,2.884,8.889,0.3412,0.2275
220000,吉林省,2008,65.1021,53.7817,0.3833,0.8549,45.9782,6.5653,10.9329,2.0373,2.1409,6.3546,0.4001,0.3875
220000,吉林省,2007,55.1559,45.1255,0.3476,0.7654,37.6651,6.3474,9.7401,1.875,1.9309,5.5423,0.3919,0.2903
220000,吉林省,2006,42.4618,35.3778,0.3036,0.6521,28.4567,5.9654,6.8929,1.6471,1.3132,3.588,0.3446,0.1911
220000,吉林省,2005,35.8828,29.216,0.2751,0.5927,22.7393,5.6089,6.5427,1.499,1.2668,3.4368,0.3401,0.1241
220000,吉林省,2004,29.1269,23.0219,0.2308,0.5401,17.4555,4.7955,6.0096,1.3044,1.3892,3.0353,0.2807,0.0954
220000,吉林省,2003,24.4576,18.8337,0.1966,0.4728,14.1918,3.9725,5.5717,1.0537,1.442,2.8477,0.2283,0.0522
220000,吉林省,2002,18.06,13.2,0.25,0.53,9.54,2.88,4.84,0.94,1.57,2.09,0.24,0.02
220000,吉林省,2001,16.101,9.7104,,,,,6.3799,,,,,
220000,吉林省,2000,13.98,9.35,,,,,4.58,,,,,
230000,黑龙江省,2019,463.5658,413.4149,0.5093,0.7858,409.2831,2.8367,49.3191,9.7135,3.0904,36.4826,0.0326,0.8318
230000,黑龙江省,2018,425.7882,378.7443,0.5163,0.8159,374.2812,3.1309,46.2735,9.0009,3.2732,33.9416,0.0578,0.7704
230000,黑龙江省,2017,385.9648,341.5401,0.5101,0.8264,336.8419,3.3617,43.6944,8.4424,3.3395,31.8289,0.0836,0.7303
230000,黑龙江省,2016,344.2884,299.9521,0.6119,0.9269,294.3541,4.0592,43.6281,8.4984,3.8255,31.1897,0.1145,0.7082
230000,黑龙江省,2015,299.1111,256.5008,0.6229,0.9789,249.2766,5.6224,41.9209,8.348,4.0174,29.3823,0.1732,0.6894
230000,黑龙江省,2014,265.0313,222.7067,0.8264,1.1992,214.0475,6.6336,41.665,8.6616,4.3374,28.4844,0.1816,0.6596
230000,黑龙江省,2013,231.0633,191.668,0.7605,1.1237,182.7248,7.059,38.763,7.965,4.1565,26.4543,0.1872,0.6323
230000,黑龙江省,2012,201.3653,164.4174,0.785,1.2826,154.6819,7.6679,36.3553,7.8544,4.4974,23.6317,0.3718,0.5926
230000,黑龙江省,2011,172.0231,137.2949,0.9483,1.8584,126.8477,7.6405,34.1965,7.9199,5.6641,20.1371,0.4754,0.5317
230000,黑龙江省,2010,139.65,110.24,0.86,1.78,100.16,7.45,29.02,6.45,5.43,16.53,0.61,0.39
230000,黑龙江省,2009,108.1991,85.4246,0.8008,1.7134,75.89,7.0204,22.5317,4.7904,4.8125,12.1276,0.8012,0.2428
230000,黑龙江省,2008,77.8755,61.6914,0.6845,1.5877,52.7558,6.6634,15.5364,2.7567,3.7442,8.0729,0.9626,0.6477
230000,黑龙江省,2007,63.2407,49.4083,0.6148,1.4697,40.7452,6.5786,13.3977,2.3846,3.3244,6.5544,1.1343,0.4347
230000,黑龙江省,2006,51.6923,39.7253,0.5316,1.3518,31.3347,6.5072,11.6503,2.0816,2.9467,5.3144,1.3076,0.3167
230000,黑龙江省,2005,43.8804,32.8435,0.4526,1.2802,24.9867,6.124,10.7867,2.0314,2.7602,4.4973,1.4978,0.2502
230000,黑龙江省,2004,36.0092,26.4918,0.3781,1.2039,19.2145,5.6953,9.3569,1.638,2.6474,3.5972,1.4743,0.1605
230000,黑龙江省,2003,33.9299,24.3988,0.3639,1.1284,17.7342,5.1723,9.4099,1.1248,3.401,3.5877,1.2964,0.1212
230000,黑龙江省,2002,25.19,17.04,1.51,0.63,8.95,5.95,8.1,0.4,2.7,2.44,2.56,0.05
230000,黑龙江省,2001,22.3835,15.5685,,,,,6.7659,,,,,
230000,黑龙江省,2000,17.11,11.91,,,,,5.15,,,,,
310000,上海市,2019,321.272,320.2744,0.1038,0.6945,318.5906,0.8855,0.7431,0.3386,0.1798,0.2247,,0.2545
310000,上海市,2018,302.1415,301.26,0.1004,0.7518,299.4378,0.97,0.6492,0.264,0.1904,0.1948,,0.2323
310000,上海市,2017,274.3775,273.6308,0.11,0.7819,271.7365,1.0024,0.5288,0.1806,0.1662,0.1819,0.0001,0.2179
310000,上海市,2016,242.6626,242.0636,0.1186,0.7377,240.2103,0.997,0.3956,0.1025,0.1264,0.1665,0.0002,0.2034
310000,上海市,2015,208.648,208.2159,0.0922,0.7814,206.256,1.0863,0.2537,0.0517,0.0536,0.1482,0.0002,0.1784
310000,上海市,2014,183.304,182.8053,0.1795,1.4105,179.562,1.6533,0.2846,0.077,0.0554,0.152,0.0002,0.2141
310000,上海市,2013,163.232,162.879,0.1254,1.7486,157.9187,3.0863,0.2087,0.0446,0.0486,0.1154,0.0001,0.1443
310000,上海市,2012,141.1615,140.8436,0.1037,1.7797,135.809,3.1512,0.2476,0.0283,0.1223,0.0969,,0.0703
310000,上海市,2011,119.7486,119.5705,0.0765,1.792,114.5826,3.1194,0.1376,0.0204,0.0548,0.0614,0.001,0.0405
310000,上海市,2010,103.71,103.57,0.06,1.91,98.43,3.17,0.11,0.01,0.03,0.07,0.0,0.02
310000,上海市,2009,85.0251,84.9486,0.0412,2.1707,79.6686,3.0681,0.0765,0.0076,0.0157,0.0496,,
310000,上海市,2008,72.04,71.9898,0.0205,2.3795,66.5924,2.9974,0.0502,0.0,0.0098,0.0321,,
310000,上海市,2007,61.2892,61.2502,0.0159,2.6211,55.569,3.0442,0.039,,0.0078,0.0239,,
310000,上海市,2006,50.94,50.9069,0.0172,2.7674,45.1184,3.0039,0.0331,,0.0076,0.0182,,
310000,上海市,2005,41.0048,40.9669,0.0166,2.7984,35.2471,2.9048,0.0379,,0.0091,0.0215,,
310000,上海市,2004,31.7665,31.4708,0.0157,2.4808,26.3227,2.6516,0.2957,0.005,0.0322,0.2421,0.0164,
310000,上海市,2003,22.442,22.1329,0.0116,1.9601,17.9127,2.2485,0.3091,0.0052,0.0546,0.1999,0.0494,
310000,上海市,2002,14.68,14.36,0.01,1.31,11.36,1.69,0.31,0.01,0.06,0.17,0.07,
310000,上海市,2001,8.7168,8.4002,,,,,0.3162,,,,,
310000,上海市,2000,5.07,4.75,,,,,0.31,,,,,
320000,江苏省,2019,1639.8878,1579.6636,0.0273,0.74,1571.127,7.7693,57.3503,17.3053,4.6299,35.3856,0.0295,2.8739
320000,江苏省,2018,1531.3573,1474.9981,0.0305,0.8804,1465.306,8.7812,53.464,16.5572,4.8461,32.0164,0.0443,2.8952
320000,江苏省,2017,1401.9154,1349.0993,0.0374,1.0766,1338.5654,9.4199,50.2067,15.7698,4.9409,29.436,0.06,2.6094
320000,江苏省,2016,1245.8326,1197.1733,0.0419,1.4141,1185.1633,10.554,46.2165,14.3165,4.7067,27.1085,0.0848,2.4428
320000,江苏省,2015,1070.1248,1022.222,0.0613,1.9947,1008.0744,12.0916,45.5539,14.2698,4.9503,26.225,0.1088,2.3489
320000,江苏省,2014,927.4847,875.4968,0.0987,3.4055,856.119,15.8736,49.6554,14.8377,6.5583,28.1313,0.1281,2.3325
320000,江苏省,2013,780.4287,729.456,0.1379,4.2158,706.7836,18.3187,48.8352,14.1035,7.4262,27.1687,0.1368,2.1375
320000,江苏省,2012,646.685,600.5133,0.191,4.6334,576.9034,18.7855,44.3303,12.4053,7.6276,24.139,0.1584,1.8414
320000,江苏省,2011,528.8586,488.1307,0.2147,4.7138,465.0607,18.1415,39.1099,10.7613,7.4861,20.6623,0.2002,1.618
320000,江苏省,2010,418.13,383.94,0.2,4.63,361.97,17.14,32.87,8.42,7.06,17.12,0.27,1.32
320000,江苏省,2009,317.5187,291.1931,0.1776,4.5752,269.9568,16.4835,25.291,5.4859,6.5294,12.886,0.3897,1.0346
320000,江苏省,2008,240.2794,219.7417,0.1579,4.2948,199.8059,15.4831,19.0742,2.8448,5.8093,9.9384,0.4817,1.4635
320000,江苏省,2007,193.8524,175.41,0.126,3.9708,156.2996,15.0136,17.28,2.5135,5.5587,8.6516,0.5562,1.1624
320000,江苏省,2006,148.3746,132.0186,0.1132,3.5483,113.9031,14.454,15.5936,1.9966,5.3583,7.5323,0.7064,0.7624
320000,江苏省,2005,109.4252,94.2143,0.0905,3.1267,77.5179,13.4792,14.6146,1.7523,5.2761,6.5684,1.0178,0.5963
320000,江苏省,2004,78.1961,63.9579,0.0911,2.8058,48.6018,12.4592,13.7241,1.4649,5.3237,5.6514,1.2841,0.5141
320000,江苏省,2003,58.718,45.8104,0.0903,2.4458,31.8058,11.4685,12.5907,1.0209,5.245,4.9444,1.3804,0.3169
320000,江苏省,2002,39.5,28.77,0.08,1.98,17.45,9.25,10.54,0.77,4.59,3.85,1.33,0.19
320000,江苏省,2001,27.0932,18.4804,,,,,8.5335,,,,,
320000,江苏省,2000,18.94,12.29,,,,,6.59,,,,,
330000,浙江省,2019,1459.2078,1368.0734,0.0701,0.6155,1359.1653,8.2225,89.7193,3.2865,1.2153,84.7671,0.4504,1.4151
330000,浙江省,2018,1346.4563,1262.1778,0.0837,0.7103,1252.5536,8.8302,83.1107,3.36,1.2879,77.8364,0.6264,1.1678
330000,浙江省,2017,1227.0862,1149.889,0.0788,0.7908,1139.6679,9.3515,76.1905,3.0711,1.273,71.0513,0.7951,1.0067
330000,浙江省,2016,1104.2303,1032.9008,0.0686,0.8952,1021.479,10.458,70.4518,2.8055,1.2198,65.4242,1.0023,0.8777
330000,浙江省,2015,976.9906,910.4022,0.0743,1.1077,897.4937,11.7265,65.7573,2.7219,1.2172,60.5868,1.2314,0.8311
330000,浙江省,2014,869.9459,797.7515,0.1387,2.0092,781.8446,13.759,71.3594,3.3131,2.4411,64.3374,1.2678,0.835
330000,浙江省,2013,763.8729,690.4639,0.1796,2.5673,670.8245,16.8925,72.5891,3.5117,3.6435,64.1462,1.2877,0.8199
330000,浙江省,2012,643.3394,575.2637,0.1575,2.5192,555.6215,16.9655,67.3478,3.255,4.1907,58.4212,1.4809,0.7279
