省份编码,省份,年份,货运量(万吨),铁路货运量(万吨),国家铁路货运量(万吨),地方铁路货运量(万吨),合资铁路货运量(万吨),公路货运量(万吨),水运货运量(万吨)
140000,山西省,2018,211496.8376,85260.0988,,,,126213.59,23.1488
140000,山西省,2017,189516.059,74615.8952,,,,114880.0,20.1638
140000,山西省,2016,167076.1596,64861.0135,,,,102199.6457,15.5004
140000,山西省,2015,161765.0,70509.0,,,,91240.0,16
140000,山西省,2014,164918.4025,76410.8165,71759.148,1351.5622,3300.1063,88490.89,16.696
140000,山西省,2013,156045.4896,73181.4896,68462.7108,1431.6561,3287.1227,82834.0,30
140000,山西省,2012,144607.9314,71427.9314,67585.1798,1063.8747,2778.8769,73150.0,30
140000,山西省,2011,134436.1543,69194.1543,66173.099,889.1151,2131.9402,65201.0,41
140000,山西省,2010,124367.0,63530.0,60808.0,733.0,1989,60819.0,18
140000,山西省,2009,109534.4218,54743.4218,52928.3082,402.3412,1412.7724,54786.0,5
140000,山西省,2008,126864.2852,60152.2852,58121.9523,542.2647,1488.0682,66710.0,2
140000,山西省,2007,155142.6278,73031.6278,57588.5687,583.2398,14859.8193,82084.0,27
140000,山西省,2006,144010.0,65438.0,52474.0,468.0,12496,78513.0,59
140000,山西省,2005,133662.0,57366.0,47697.0,412.0,9257,76201.0,95
140000,山西省,2004,121633.0,48929.0,40264.0,463.0,8202,72621.0,83
140000,山西省,2003,106720.0,39020.0,36704.0,259.0,2057,67671.0,29
140000,山西省,2002,99774.0,34641.0,33506.0,249.0,886,65097.0,36
140000,山西省,2001,93515.0,32005.0,31875.0,130.0,,61489.0,21
140000,山西省,2000,86357.0,28513.0,28469.0,44.0,,57813.0,31
150000,内蒙古自治区,2019,188449.529615679,77575.5127,,,,110874.016915679,
150000,内蒙古自治区,2018,232524.7801,72506.4955,,,,160018.2846,
150000,内蒙古自治区,2017,213317.7638,65834.7638,,,,147483.0,0
150000,内蒙古自治区,2016,186726.0807,56113.0807,,,,130613.0,0
150000,内蒙古自治区,2015,175112.0,55612.0,,,,119500.0,
150000,内蒙古自治区,2014,191869.429,65165.352,40655.0616,5241.7356,19268.5548,126704.077,
150000,内蒙古自治区,2013,164346.1062,67288.1062,43358.36,4448.4042,19481.342,97058.0,0
150000,内蒙古自治区,2012,189942.2468,64682.2468,42436.3179,3900.2642,18345.6647,125260.0,
150000,内蒙古自治区,2011,168319.882,64668.882,42934.2094,3598.6891,18135.9835,103651.0,
150000,内蒙古自治区,2010,137231.0,52069.0,37700.0,3463.0,10906,85162.0,
150000,内蒙古自治区,2009,113915.9924,43083.9924,30009.1752,3389.9015,9684.9157,70832.0,
150000,内蒙古自治区,2008,99298.3386,38357.3386,27294.0,2690.8908,8372.4478,60941.0,
150000,内蒙古自治区,2007,98681.6997,25381.6997,22159.3833,1715.4767,1506.8397,73300.0,
150000,内蒙古自治区,2006,80371.0,21393.0,19370.0,1337.0,686,58978.0,
150000,内蒙古自治区,2005,69187.0,18167.0,16796.0,992.0,378,51020.0,
150000,内蒙古自治区,2004,57436.0,14739.0,13715.0,714.0,310,42697.0,
150000,内蒙古自治区,2003,50820.0,12288.0,11547.0,522.0,219,38532.0,
150000,内蒙古自治区,2002,48346.0,11107.0,10638.0,295.0,174,37239.0,
150000,内蒙古自治区,2001,46296.0,10151.0,9705.0,244.0,202,36145.0,
150000,内蒙古自治区,2000,44433.875,9454.875,9174.0,87.0,193.875,34979.0,
210000,辽宁省,2019,178252.923406088,21198.6038,,,,144556.355606088,12497.964
210000,辽宁省,2018,223346.0159,19691.2554,,,,189737.0,13917.7605
210000,辽宁省,2017,216135.4218,17740.3918,,,,184273.0,14122.03
210000,辽宁省,2016,207064.148,16229.648,,,,177371.0,13463.5
210000,辽宁省,2015,202021.0,16442.0,,,,172140.0,13439
210000,辽宁省,2014,222138.0393,19154.0393,16520.2775,2633.7618,,189174.0,13810
210000,辽宁省,2013,206868.0049,20566.0049,17821.3915,2744.6134,,172923.0,13379
210000,辽宁省,2012,206788.6776,19802.6776,17387.4819,2415.1957,,174355.0,12631
210000,辽宁省,2011,184981.5045,21576.5045,18716.1876,2860.3169,,151773.0,11632
210000,辽宁省,2010,158484.0,20689.0,18628.0,2062.0,,127361.0,10434
210000,辽宁省,2009,135054.8099,20315.8099,18261.681,2054.1289,,105088.0,9651
210000,辽宁省,2008,121346.1315,19141.1315,17399.566,1741.5655,,92938.0,9267
210000,辽宁省,2007,116916.6624,17751.6624,16552.3744,1199.288,,90387.0,8778
210000,辽宁省,2006,105966.0,16306.0,15497.0,809.0,,82142.0,7518
210000,辽宁省,2005,95558.0,15029.0,14271.0,758.0,,74799.0,5730
210000,辽宁省,2004,89625.0,15014.0,14094.0,920.0,,70164.0,4447
210000,辽宁省,2003,83515.0,13885.0,13135.0,750.0,,65981.0,3649
210000,辽宁省,2002,81044.0,13869.0,13126.0,743.0,,64104.0,3071
210000,辽宁省,2001,79623.0,13616.0,12990.0,626.0,,63281.0,2726
210000,辽宁省,2000,80663.0,13057.0,12523.0,534.0,,64515.0,3091
220000,吉林省,2019,43193.0058576013,5962.0293,,,,37216.5765576013,14.4
220000,吉林省,2018,52156.333,5614.603,,,,46520.0,21.73
220000,吉林省,2017,49903.1887,5096.9987,,,,44728.0,78.19
220000,吉林省,2016,45059.5013,3943.5713,,,,40777.0,338.93
220000,吉林省,2015,43333.0,4432.0,,,,38708.0,193
220000,吉林省,2014,48311.253,6074.433,5760.6898,313.7432,,41830.0,406.82
220000,吉林省,2013,44811.2581,6516.2581,6213.5569,302.7012,,38063.0,232
220000,吉林省,2012,54808.1183,7347.1183,6922.3748,424.7435,,47130.0,331
220000,吉林省,2011,47451.419,7875.419,7504.8012,370.6178,,39308.0,268
220000,吉林省,2010,40729.0,7490.0,7163.0,326.0,,33013.0,226
220000,吉林省,2009,34770.9826,7477.9826,7163.8284,314.1542,,27032.0,261
220000,吉林省,2008,31105.0787,7422.0787,7117.5297,304.549,,23558.0,125
220000,吉林省,2007,37935.0492,6278.0492,6198.8988,79.1504,,31573.0,84
220000,吉林省,2006,35213.0,6159.0,6107.0,52.0,,28965.0,89
220000,吉林省,2005,34162.0,6634.0,6474.0,160.0,,27441.0,87
220000,吉林省,2004,33286.0,6552.0,6385.0,167.0,,26659.0,75
220000,吉林省,2003,31436.0,6153.0,6019.0,134.0,,25211.0,72
220000,吉林省,2002,30642.0,5786.0,5645.0,141.0,,24777.0,79
220000,吉林省,2001,29380.0,5671.0,5538.0,133.0,,23649.0,60
220000,吉林省,2000,29450.0,5764.0,5629.0,135.0,,23640.0,46
230000,黑龙江省,2019,50475.2175758301,12072.8103,,,,37622.6201758301,779.7871
230000,黑龙江省,2018,55189.8006,11357.303,,,,42943.0,889.4976
230000,黑龙江省,2017,56398.2367,11161.1013,,,,44127.0,1110.1354
230000,黑龙江省,2016,53569.1664,9541.8676,,,,42897.0,1130.2988
230000,黑龙江省,2015,54478.0,9033.0,,,,44200.0,1245
230000,黑龙江省,2014,60212.6974,11777.4874,11144.1572,507.9561,125.3741,47173.0,1262.21
230000,黑龙江省,2013,61094.0289,14561.0289,13667.2761,708.4401,185.3127,45288.0,1245
230000,黑龙江省,2012,65230.6559,16590.6559,15719.7431,722.0135,148.8993,47465.0,1175
230000,黑龙江省,2011,63215.9476,17677.9476,16826.8145,851.1331,,44420.0,1118
230000,黑龙江省,2010,59314.0,17717.0,16889.0,828.0,,40582.0,1015
230000,黑龙江省,2009,54208.1934,16744.1934,16011.9573,732.2361,,36486.0,978
230000,黑龙江省,2008,53975.7494,17794.7494,16993.3564,801.393,,35424.0,757
230000,黑龙江省,2007,70136.7113,16890.7113,16069.2888,790.213,31.2095,51996.0,1250
230000,黑龙江省,2006,65847.0,16069.0,15423.0,620.0,26,48389.0,1389
230000,黑龙江省,2005,61800.0,16123.0,15616.0,507.0,,44376.0,1301
230000,黑龙江省,2004,57011.0,15143.0,14676.0,467.0,,40712.0,1156
230000,黑龙江省,2003,54350.0,14267.0,13842.0,425.0,,39031.0,1052
230000,黑龙江省,2002,54394.0,13369.0,12919.0,450.0,,40317.0,708
230000,黑龙江省,2001,54204.0,13371.0,12964.0,407.0,,40135.0,698
230000,黑龙江省,2000,53550.0,13077.0,12701.0,376.0,,39685.0,788
310000,上海市,2019,121123.993299652,487.2685,,,,50655.7628996524,69980.9619
310000,上海市,2018,106983.1428,482.2721,,,,39595.0,66905.8707
310000,上海市,2017,96850.0671,487.8793,,,,39743.0,56619.1878
310000,上海市,2016,88323.9513,482.2174,,,,39055.0,48786.7339
310000,上海市,2015,90893.0,496.0,,,,40627.0,49770
310000,上海市,2014,89979.9569,548.9569,548.9569,,,42848.0,46583
310000,上海市,2013,84304.6328,701.6328,701.6328,,,43877.0,39726
310000,上海市,2012,94038.29,825.29,825.29,,,42911.0,50302
310000,上海市,2011,92961.8834,887.8834,887.8834,,,42685.0,49389
310000,上海市,2010,87256.0,959.0,959.0,,,40890.0,45407
310000,上海市,2009,76669.3246,941.3246,941.3246,,,37745.0,37983
310000,上海市,2008,84400.1072,1012.1072,1012.1072,,,40328.0,43060
310000,上海市,2007,78340.0,1163.144,1142.7907,,20.3533,35634.0,41543
310000,上海市,2006,72381.0,1234.0,1223.0,,11,33799.0,37348
310000,上海市,2005,68636.0,1278.0,1278.0,,,32684.0,34674
310000,上海市,2004,62986.0,1284.0,1284.0,,,31554.0,30148
310000,上海市,2003,58507.0,1208.0,1208.0,,,30678.0,26621
310000,上海市,2002,54064.0,1131.0,1131.0,,,29759.0,23174
310000,上海市,2001,50880.0,1080.0,1080.0,,,28869.0,20931
310000,上海市,2000,46789.0,1055.0,1055.0,,,28369.0,17365
320000,江苏省,2019,262749.4129761,7501.4757,,,,164577.9372761,90670
320000,江苏省,2018,233156.9609,6170.9609,,,,139251.0,87735
320000,江苏省,2017,220532.3419,5949.3419,,,,128915.0,85668
320000,江苏省,2016,202070.498,5590.498,,,,117166.0,79314
320000,江苏省,2015,198998.0,5304.0,,,,113351.0,80343
320000,江苏省,2014,196152.9267,6375.9267,6090.229,285.6977,,114449.0,75328
320000,江苏省,2013,181775.4383,7157.4383,6806.2428,351.1955,,103709.0,70909
320000,江苏省,2012,220007.4836,7670.4836,7223.3627,447.1209,,153698.0,58639
320000,江苏省,2011,202527.9562,7712.9562,7281.9751,430.9811,,140803.0,54012
320000,江苏省,2010,179014.0,6812.0,6374.0,437.0,,123500.0,48702
320000,江苏省,2009,152581.2082,6563.2082,6137.3386,425.8696,,104002.0,42016
320000,江苏省,2008,139711.4895,5575.4895,5118.1639,457.3256,,95625.0,38511
320000,江苏省,2007,141158.3321,5826.3321,5155.1404,573.2599,97.9318,97474.0,37858
320000,江苏省,2006,123004.0,5823.0,5155.0,585.0,83,84319.0,32862
320000,江苏省,2005,111233.0,5655.0,5082.0,538.0,34,76301.0,29277
320000,江苏省,2004,99136.0,5266.0,4764.0,498.0,4,69058.0,24812
320000,江苏省,2003,92845.0,5204.0,4567.0,637.0,,64321.0,23320
320000,江苏省,2002,87819.0,5109.0,4504.0,605.0,,60299.0,22411
320000,江苏省,2001,86496.0,4855.0,4337.0,518.0,,59058.0,22583
320000,江苏省,2000,86266.0,4505.0,4077.0,428.0,,59056.0,22705
330000,浙江省,2019,289011.1357,4450.2416,,,,177683.0,106877.8941
330000,浙江省,2018,269082.7506,4330.2556,,,,166533.0,98219.495
330000,浙江省,2017,242504.1076,4070.9642,,,,151920.05,86513.0934
330000,浙江省,2016,215557.8639,3912.5399,,,,133999.0,77646.324
330000,浙江省,2015,201231.0,3887.0,,,,122547.0,74797
330000,浙江省,2014,194250.0311,4342.7201,3496.2175,65.027,781.4756,117070.0,72837.311
330000,浙江省,2013,188679.1342,4831.1342,4023.1419,87.0363,720.956,107186.0,76662
330000,浙江省,2012,191817.3221,4607.3221,3798.3891,78.8332,730.0998,113393.0,73817
330000,浙江省,2011,186375.5728,4849.5728,4093.1576,69.0168,687.3984,108654.0,72872
330000,浙江省,2010,171038.0,4386.0,3805.0,74.0,506,103394.0,63258
330000,浙江省,2009,151565.8941,3761.8941,3355.193,54.6691,352.032,95802.0,52002
330000,浙江省,2008,139111.2364,3830.2364,3330.8416,73.8418,425.553,91625.0,43656
330000,浙江省,2007,154285.7426,4414.7426,3224.183,75.0096,1115.55,98742.0,51129
330000,浙江省,2006,140892.0,4028.0,3040.0,75.0,913,89342.0,47522
330000,浙江省,2005,126903.0,3687.0,2838.0,59.0,790,81448.0,41768
330000,浙江省,2004,118074.0,3663.0,2774.0,71.0,818,78540.0,35871
330000,浙江省,2003,103833.0,3328.0,2525.0,83.0,720,70907.0,29598
330000,浙江省,2002,91115.0,3019.0,2327.0,76.0,616,63532.0,24564
330000,浙江省,2001,78405.0,2754.0,2107.0,76.0,571,55706.0,19945
330000,浙江省,2000,75281.7962,2352.7962,1921.0,50.0,381.7962,55008.0,17921
340000,安徽省,2019,368248.322838825,7997.212,,,,235269.332838825,124981.778
340000,安徽省,2018,406760.5303,8066.3319,,,,283817.0577,114877.1407
340000,安徽省,2017,403425.8387,8939.8387,,,,280471.0,114015
340000,安徽省,2016,364566.8678,9264.8678,,,,244526.0,110776
340000,安徽省,2015,345756.0,10158.0,,,,230649.0,104949
340000,安徽省,2014,434297.578,10487.578,10487.578,,,315223.0,108587
340000,安徽省,2013,396391.0343,11566.0343,11566.0343,,,284534.0,100291
340000,安徽省,2012,312436.7682,12259.7682,12259.7682,,,259461.0,40716
340000,安徽省,2011,268413.3925,12507.3925,12507.3925,,,219467.0,36439
340000,安徽省,2010,228104.0,12091.0,12091.0,,,183658.0,32355
340000,安徽省,2009,196653.5912,11307.5912,11287.4438,20.1474,,157991.0,27355
340000,安徽省,2008,180169.195,12014.195,10504.839,1509.356,,140381.0,27774
340000,安徽省,2007,83360.8446,11467.8446,9560.2204,1665.636,241.9882,62065.0,9828
340000,安徽省,2006,74141.0,11095.0,9170.0,1653.0,272,54717.0,8329
340000,安徽省,2005,67125.0,10386.0,8638.0,1462.0,286,49614.0,7125
340000,安徽省,2004,58893.0,9009.0,8231.0,509.0,269,43468.0,6416
340000,安徽省,2003,54643.0,8744.0,7886.0,688.0,170,39918.0,5981
340000,安徽省,2002,50550.0,7915.0,7300.0,493.0,122,37164.0,5471
340000,安徽省,2001,43433.0,7070.0,6566.0,408.0,96,32018.0,4345
340000,安徽省,2000,43941.9541,6557.9541,6087.0,384.0,86.9541,32740.0,4644
350000,福建省,2019,134418.757831103,4839.5624,,,,87316.5892311026,42262.6062
350000,福建省,2018,136947.2638,3517.7172,,,,96575.5895,36853.9571
350000,福建省,2017,132227.3394,3175.3817,,,,95598.8269,33453.1308
350000,福建省,2016,120351.6607,2918.0137,,,,85769.642,31664.005
350000,福建省,2015,111041.0,2820.0,,,,79802.0,28419
350000,福建省,2014,111756.6815,3401.7715,3401.7715,,,82573.37,25781.54
350000,福建省,2013,96673.9374,3635.9374,3635.9374,,,69876.0,23162
350000,福建省,2012,84345.0932,3814.0932,3814.0932,,,59431.0,21100
350000,福建省,2011,75190.95,3761.95,3761.95,,,52558.0,18871
350000,福建省,2010,66083.0,3705.0,3705.0,,,45575.0,16803
350000,福建省,2009,58163.2715,3574.2715,3574.2715,,,40317.0,14272
350000,福建省,2008,57201.7365,3641.7365,3641.7365,,,38367.0,15193
350000,福建省,2007,51262.982,4303.982,3402.4215,,901.5605,34829.0,12130
350000,福建省,2006,44855.0,4208.0,3298.0,,910,29806.0,10841
350000,福建省,2005,41200.0,4411.0,3491.0,,919,27579.0,9210
350000,福建省,2004,38253.0,4722.0,3645.0,,1077,25964.0,7567
350000,福建省,2003,34415.0,4207.0,3207.0,,1000,23884.0,6324
350000,福建省,2002,32789.0,3688.0,2856.0,,832,24023.0,5078
350000,福建省,2001,31478.0,3610.0,2813.0,,797,23193.0,4675
350000,福建省,2000,36109.5952,3155.5952,2475.0,,680.5952,28709.0,4245
360000,江西省,2019,150949.764858374,5064.8539,,,,135554.310958374,10330.6
360000,江西省,2018,174284.9512,5155.2512,,,,157646.0,11483.7
360000,江西省,2017,154437.2803,4871.0803,,,,138074.0,11492.2
360000,江西省,2016,138117.6936,4356.8936,,,,122872.0,10888.8
360000,江西省,2015,130349.0,4019.0,,,,115436.0,10894
360000,江西省,2014,151877.5463,4933.5463,4819.2383,114.308,,137782.0,9162
360000,江西省,2013,135171.9394,5216.9394,5073.674,143.2654,,121279.0,8676
360000,江西省,2012,127195.5276,5561.5276,5379.6913,181.8363,,113703.0,7931
360000,江西省,2011,111851.1458,6046.1458,5765.1363,281.0095,,98358.0,7447
360000,江西省,2010,100635.0,5677.0,5374.0,303.0,,88445.0,6513
360000,江西省,2009,86057.2482,5570.2482,5223.7401,346.5081,,75200.0,5287
360000,江西省,2008,80932.3323,6046.3323,5383.2645,663.0678,,70270.0,4616
360000,江西省,2007,40920.9887,6482.9887,5605.5448,877.4439,,30032.0,4406
360000,江西省,2006,37517.0,6090.0,5330.0,760.0,,27477.0,3950
360000,江西省,2005,33996.0,5532.0,4804.0,728.0,,25025.0,3439
360000,江西省,2004,31924.0,5723.0,4936.0,787.0,,23223.0,2978
360000,江西省,2003,27709.0,4784.0,4131.0,653.0,,21047.0,1878
360000,江西省,2002,26089.0,4283.0,3631.0,652.0,,20301.0,1505
360000,江西省,2001,24174.0,3528.0,3449.0,79.0,,19240.0,1406
360000,江西省,2000,23502.0,3045.0,2954.0,91.0,,19276.0,1181
370000,山东省,2019,309532.725401615,25650.2527,,,,266124.195701614,17758.277
370000,山东省,2018,354018.7203,23247.0703,,,,312807.32,17964.33
370000,山东省,2017,327006.4952,22295.1822,,,,288052.0,16659.313
370000,山东省,2016,285385.8854,20573.6354,,,,249752.0,15060.25
370000,山东省,2015,261849.0,19191.0,,,,227934.0,14724
370000,山东省,2014,264458.6375,20268.3275,17141.8577,3126.4698,,230018.0,14172.31
370000,山东省,2013,264100.2155,22876.2155,19358.8141,3517.4014,,227746.0,13478
370000,山东省,2012,333602.5979,23144.5979,20140.0786,3004.5193,,296754.0,13704
370000,山东省,2011,318406.7083,23155.7083,19941.8367,3213.8716,,279380.0,15871
370000,山东省,2010,301313.0,21314.0,18286.0,3028.0,,264366.0,15633
370000,山东省,2009,284085.8481,19218.8481,16662.173,2556.6751,,251587.0,13280
370000,山东省,2008,244587.2639,17970.2639,15403.9365,2566.3274,,216604.0,10013
370000,山东省,2007,195259.0679,16675.0679,14692.157,1947.7826,35.1283,163959.0,14625
370000,山东省,2006,164132.0,15747.0,14078.0,1637.0,32,136750.0,11635
370000,山东省,2005,144701.0,15040.0,13564.0,1455.0,21,120455.0,9206
370000,山东省,2004,129024.0,14850.0,13610.0,1226.0,14,106887.0,7287
370000,山东省,2003,117051.0,14009.0,12981.0,1026.0,2,97977.0,5065
370000,山东省,2002,110185.0,13715.0,12788.0,927.0,,91571.0,4899
370000,山东省,2001,101775.0,12520.0,11756.0,764.0,,83791.0,5464
370000,山东省,2000,92499.0,11269.0,10589.0,680.0,,76778.0,4452
410000,河南省,2019,219023.551119599,10905.0025,,,,190883.100219599,17235.4484
410000,河南省,2018,259883.8072,10460.5778,,,,235183.0,14240.2294
410000,河南省,2017,230113.6566,10086.9136,,,,207066.0,12960.743
410000,河南省,2016,206086.5859,10287.2859,,,,184255.0,11544.3
410000,河南省,2015,192859.0,9969.0,,,,172431.0,10459
410000,河南省,2014,200801.0766,11770.0736,10597.48,893.5307,279.0629,179680.0,9351.003
410000,河南省,2013,184822.8041,12928.8041,11615.0799,969.6194,344.1048,162040.0,9854
410000,河南省,2012,272114.9418,12637.9418,11423.666,910.8226,303.4532,251772.0,7705
410000,河南省,2011,241016.7714,14367.7714,12994.7331,923.5664,449.4719,220122.0,6527
410000,河南省,2010,202962.0,14721.0,13374.0,884.0,463,183291.0,4950
410000,河南省,2009,169942.1312,14160.1312,13073.3938,865.2153,221.5221,151343.0,4439
410000,河南省,2008,138440.9153,16278.9153,13831.0075,2447.9078,,118198.0,3964
410000,河南省,2007,101340.515,15945.515,13483.116,2462.399,,83537.0,1858
410000,河南省,2006,86547.0,15133.0,12887.0,2246.0,,69898.0,1516
410000,河南省,2005,78699.0,14708.0,12789.0,1919.0,,62684.0,1307
410000,河南省,2004,72730.0,13668.0,12518.0,1150.0,,58147.0,915
410000,河南省,2003,69688.0,12925.0,11852.0,1073.0,,56100.0,663
410000,河南省,2002,68633.0,12385.0,11361.0,1024.0,,55743.0,505
410000,河南省,2001,65414.0,11420.0,10537.0,883.0,,53596.0,398
410000,河南省,2000,60894.0,10389.0,9658.0,731.0,,50133.0,372
420000,湖北省,2019,188133.169012442,5479.8952,,,,143548.614012442,39104.6598
420000,湖北省,2018,204306.867,4729.8887,,,,163144.9884,36431.9899
420000,湖北省,2017,188107.0486,4252.6486,,,,147711.0,36143.4
420000,湖北省,2016,162459.869,4088.371,,,,122655.7,35715.798
420000,湖北省,2015,153904.0,4135.0,,,,115801.0,33968
420000,湖北省,2014,150761.8175,4688.6175,4281.8378,406.7797,,116279.0,29794.2
420000,湖北省,2013,131000.0502,5646.0502,5217.2937,428.7565,,100945.0,24409
420000,湖北省,2012,122945.3499,5882.3499,5472.133,410.2169,,97136.0,19927
420000,湖北省,2011,106912.792,6430.792,5966.3439,464.4481,,82741.0,17741
420000,湖北省,2010,93422.0,6249.0,5699.0,437.0,113,71020.0,16153
420000,湖北省,2009,78983.7204,6115.7204,5582.2429,442.233,91.2445,59563.0,13305
420000,湖北省,2008,71899.7101,6459.7101,5886.1249,487.3722,86.213,52759.0,12681
420000,湖北省,2007,54908.8185,6313.8185,5750.8037,476.6011,86.4137,39568.0,9027
420000,湖北省,2006,49305.0,5702.0,5218.0,400.0,84,35361.0,8242
420000,湖北省,2005,46766.0,5341.0,4898.0,339.0,104,33481.0,7944
420000,湖北省,2004,43879.0,5036.0,4629.0,316.0,91,31584.0,7259
420000,湖北省,2003,41261.0,4718.0,4436.0,259.0,23,30348.0,6195
420000,湖北省,2002,38944.0,4537.0,4349.0,169.0,19,28777.0,5630
420000,湖北省,2001,41764.0,4431.0,4245.0,170.0,16,31160.0,6173
420000,湖北省,2000,39009.1189,4121.1189,3938.0,169.0,14.1189,28618.0,6270
430000,湖南省,2019,189740.255102707,4554.1464,,,,165095.670802707,20090.4379
430000,湖南省,2018,229957.0296,4467.7496,,,,204388.55,21100.73
430000,湖南省,2017,225551.1265,4185.3765,,,,198805.83,22559.92
430000,湖南省,2016,206526.6515,4114.3674,,,,178967.6941,23444.59
430000,湖南省,2015,199716.0,4407.0,,,,172248.0,23061
430000,湖南省,2014,203052.7149,4753.0179,4517.2857,235.7322,,172612.717,25686.98
430000,湖南省,2013,184535.1039,5169.1039,4945.9794,223.1245,,156269.0,23097
430000,湖南省,2012,191051.7451,5676.7451,5406.3505,270.3946,,166670.0,18705
