省份编码,省份,年份,果园面积(千公顷),香蕉园面积(千公顷),苹果园面积(千公顷),柑桔园面积(千公顷),梨园面积(千公顷),葡萄园面积(千公顷)
130000,河北省,2006,1097.508,,253.132,,205.227,58.118
130000,河北省,2005,1115.06,,263.93,,215.0,54.21
130000,河北省,2004,1106.41,,266.54,,213.3,53.28
130000,河北省,2003,1075.02,,276.44,,213.1,52.13
130000,河北省,2002,1062.11,,288.25,,211.73,51.52
130000,河北省,2001,1054.79,,316.54,,211.48,46.34
130000,河北省,2000,1041.75,,328.27,,218.68,42.82
140000,山西省,2019,374.8598,,145.9,,44.2,14.2
140000,山西省,2018,363.2734,0,147.5438,0,39.2627,12.9955
140000,山西省,2017,359.531931082469,0,152.06077238829,0,39.6682935863671,12.3694786956522
140000,山西省,2016,357.35335,0,152.9909,0,38.5176,11.96269
140000,山西省,2015,359.5414,0,160.3422,0,35.9033,12.7029
140000,山西省,2014,354.8972,0,160.5183,0,35.2826,11.5126
140000,山西省,2013,346.4656,0,156.9921,0,35.0112,10.902
140000,山西省,2012,336.8922,0,152.8365,0,33.9992,8.729
140000,山西省,2011,320.7132,0,145.378,0,32.721,8.7234
140000,山西省,2010,291.0685,0,136.248,0,28.6621,8.5509
140000,山西省,2009,286.5246,0,142.8334,0,31.7241,9.1251
140000,山西省,2008,278.2787,0,143.5604,0,30.9323,9.0733
140000,山西省,2007,277.63,0,143.8908,0,31.2,9.1465
140000,山西省,2006,270.15,,145.97,,29.64,10.23
140000,山西省,2005,279.69,,151.4,,29.95,13.19
140000,山西省,2004,279.07,,152.67,,28.47,14.17
140000,山西省,2003,278.15,,154.08,,27.94,13.71
140000,山西省,2002,281.57,,158.42,,30.3,14.05
140000,山西省,2001,269.09,,164.74,,29.78,9.41
140000,山西省,2000,288.89,,177.98,,31.17,7.1
150000,内蒙古自治区,2019,97.4944,,31.5,,7.8,6.1
150000,内蒙古自治区,2018,83.14518,0,25.54789,0,6.95246,6.39873
150000,内蒙古自治区,2017,59.7842796533333,0,17.75782552,0,6.1219796,7.64395333333333
150000,内蒙古自治区,2016,60.3522013333333,0,18.768998,0,6.85813933333333,8.13883066666667
150000,内蒙古自治区,2015,52.7306178483131,0,17.8799471511817,0,3.90877491556695,5.09956150077485
150000,内蒙古自治区,2014,50.5903806001938,0,10.4104782733896,0,3.79427085348345,4.49290884602172
150000,内蒙古自治区,2013,62.5036997619931,0,12.554051555238,0,3.61577219235718,4.92201621140044
150000,内蒙古自治区,2012,50.8316115757257,0,12.492839046511,0,5.05952920998832,4.70804337411646
150000,内蒙古自治区,2011,49.3941562518764,0,14.0798961944137,0,4.20049771563203,4.67251653157284
150000,内蒙古自治区,2010,52.3784439437961,0,17.4676256294535,0,6.15382403723314,5.42894660737036
150000,内蒙古自治区,2009,41.2543637700903,0,17.7554352084277,0,6.34136498866826,4.57700797097717
150000,内蒙古自治区,2008,43.2727473253573,0,18.8660136167673,0,8.02143420400031,4.23304138003026
150000,内蒙古自治区,2007,41.0177673458314,0,17.823226209179,0,8.00620789689421,4.39390690722774
150000,内蒙古自治区,2006,48.88,,22.93,,8.88,4.5
150000,内蒙古自治区,2005,52.06,,22.52,,10.76,5.34
150000,内蒙古自治区,2004,50.76,,21.43,,11.36,4.89
150000,内蒙古自治区,2003,48.29,,18.84,,13.55,3.52
150000,内蒙古自治区,2002,43.76,,16.51,,15.08,3.56
150000,内蒙古自治区,2001,61.47,,20.86,,23.56,5.04
150000,内蒙古自治区,2000,70.54,,23.94,,27.14,3.05
210000,辽宁省,2019,352.735616333333,,136.5,,91.2,32.3
210000,辽宁省,2018,352.060938666667,,137.09126,,91.22271,32.6652763333333
210000,辽宁省,2017,350.68524,0,140.011726666667,0,93.2688766666667,31.6755533333333
210000,辽宁省,2016,359.14319,0,141.37881,0,99.45214,40.67508
210000,辽宁省,2015,413.187917777983,0,153.156355586381,0,112.634444809857,35.2134685496933
210000,辽宁省,2014,402.775955420406,0,146.354210341177,0,113.286294629732,34.6504769807853
210000,辽宁省,2013,391.759869064604,0,142.028042368825,0,112.89255261185,34.923863742029
210000,辽宁省,2012,389.935696885238,0,125.652056621425,0,99.6365441871188,33.9230887591793
210000,辽宁省,2011,350.367792004038,0,123.706726262279,0,97.088779989146,27.0973574919293
210000,辽宁省,2010,344.613010432952,0,117.89678374252,0,95.9352864092447,26.130651829624
210000,辽宁省,2009,345.166508059878,0,119.56692887312,0,96.2265576345878,26.2431528157534
210000,辽宁省,2008,332.353759289283,0,112.900607037577,0,91.8155995841823,26.8759177406599
210000,辽宁省,2007,326.453430548195,0,113.630725183122,0,90.7985096205004,26.683575939331
210000,辽宁省,2006,313.62,,109.09,,87.69,26.84
210000,辽宁省,2005,316.95,,110.32,,91.61,28.14
210000,辽宁省,2004,316.78,,111.77,,88.5,36.76
210000,辽宁省,2003,318.2,,115.11,,85.53,37.37
210000,辽宁省,2002,331.2,,131.89,,85.46,35.63
210000,辽宁省,2001,361.86,,161.94,,87.64,29.71
210000,辽宁省,2000,392.77,,195.06,,85.67,27.838
220000,吉林省,2019,26.48509,,5.9,,7.6,5.8
220000,吉林省,2018,24.654,,5.856,,6.557,6.061
220000,吉林省,2017,18.6119137863132,0,4.75286386256393,0,4.37340086108855,4.92955995640144
220000,吉林省,2016,18.1028666666667,0,4.69438733333333,0,4.4482,4.9704
220000,吉林省,2015,20.4939237287259,0,5.15216243618553,0,4.91683359649472,5.71754230760447
220000,吉林省,2014,24.8335802880051,0,6.46355697785306,0,5.86757350131244,6.46247687325117
220000,吉林省,2013,27.2020124515951,0,7.05733451384864,0,6.56642448239374,6.90895349994274
220000,吉林省,2012,30.5148894274363,0,7.70301794494959,0,7.4437744699887,7.29254553246297
220000,吉林省,2011,34.4790871272623,0,7.95304013544137,0,8.92066082728465,7.85634666961742
220000,吉林省,2010,40.1971582502366,0,9.37394548291422,0,10.5753414460808,8.27907687337071
220000,吉林省,2009,43.5866963997453,0,10.0757935657284,0,11.3710374662763,8.62342635028371
220000,吉林省,2008,52.5177732971094,0,11.9676651196328,0,13.5472231371192,10.4464065896276
220000,吉林省,2007,54.9564628310831,0,12.9111954263775,0,14.4749730457484,10.1541446395349
220000,吉林省,2006,65.03,,17.73,,17.06,11.02
220000,吉林省,2005,67.82,,18.58,,17.79,10.16
220000,吉林省,2004,74.02,,20.38,,21.43,10.61
220000,吉林省,2003,95.3,,25.29,,26.3,13.81
220000,吉林省,2002,105.85,,26.09,,30.63,12.74
220000,吉林省,2001,161.58,,22.22,,36.33,9.75
220000,吉林省,2000,115.35,,24.07,,39.95,11.82
230000,黑龙江省,2019,29.70582,,9.1,,2.6,2.8
230000,黑龙江省,2018,20.41613,0,8.6669,0,2.5432,3.81158
230000,黑龙江省,2017,27.1958,0,8.6463,0,2.6561,3.9912
230000,黑龙江省,2016,32.28064,0,9.1457,0,2.708,5.41067
230000,黑龙江省,2015,33.928,0,12.378,0,3.858,4.608
230000,黑龙江省,2014,34.71,0,12.198,0,3.819,4.867
230000,黑龙江省,2013,34.242,0,11.648,0,3.458,3.869
230000,黑龙江省,2012,35.33,0,11.64,0,3.98,3.96
230000,黑龙江省,2011,34.98,0,10.85,0,4.56,2.97
230000,黑龙江省,2010,36.15,0,11.42,0,4.84,2.99
230000,黑龙江省,2009,35.34,0,12.0,0,4.23,2.48
230000,黑龙江省,2008,40.96,0,11.95,0,5.25,2.73
230000,黑龙江省,2007,40.9,0,13.17,0,5.13,1.78
230000,黑龙江省,2006,37.59,,13.33,,4.91,1.63
230000,黑龙江省,2005,39.49,,15.49,,5.35,1.71
230000,黑龙江省,2004,39.5,,16.08,,5.38,1.63
230000,黑龙江省,2003,41.443,,18.366,,5.709,2.099
230000,黑龙江省,2002,48.72,,28.83,,6.8,1.59
230000,黑龙江省,2001,40.7,,25.2,,5.27,1.64
230000,黑龙江省,2000,48.38,,28.6,,5.76,2.02
310000,上海市,2019,13.4233491333333,,,3.5,1.8,3.0
310000,上海市,2018,14.539594,0,0.0,3.84481533333333,1.812542,3.36438866666667
310000,上海市,2017,12.7010093989693,0,0.002,3.29053454865208,1.79868597471056,3.21357760999789
310000,上海市,2016,13.838998,0,0.011772666666667,3.57481333333333,1.748668,3.641592
310000,上海市,2015,15.9174746578222,0,0.001552632147083,4.59419148783417,1.85840971467178,4.2719332596796
310000,上海市,2014,17.3355786257613,0,0.001901214927596,5.39103691109985,1.81494300895565,4.53839936415941
310000,上海市,2013,18.3926359043245,0,0.000570136733479,6.01164470084346,1.93689609974507,4.52106899442757
310000,上海市,2012,18.9772927459933,0,0.001196809067194,6.57750805295109,1.90667006519552,4.40625464477553
310000,上海市,2011,18.9523088289803,0,0.003462257220022,6.926024820502,1.79489792009219,4.15536883060669
310000,上海市,2010,21.4183505398208,0,0.0,8.38312285787664,1.94002025165896,4.06330840598536
310000,上海市,2009,23.2416213221778,0,0.015740692396966,9.43982065666503,1.88439813691406,3.92160365779771
310000,上海市,2008,24.9542040620732,0,0.017428881806478,10.3827836218618,1.85572416422795,3.61016726148719
310000,上海市,2007,24.5907958895541,0,0.017149704967851,10.7418770145746,2.0271222994366,2.66742044005029
310000,上海市,2006,24.28,,0.02,10.64,2.0,2.05
310000,上海市,2005,22.27,,0.01,8.67,1.98,1.78
310000,上海市,2004,28.5,,0.03,11.43,2.42,1.73
310000,上海市,2003,24.75,,0.03,9.54,2.11,1.51
310000,上海市,2002,18.15,,0.02,6.01,1.85,1.81
310000,上海市,2001,12.8,,0.01,4.4,1.28,1.39
310000,上海市,2000,12.1,,,4.8,1.1,1.1
320000,江苏省,2019,199.521,,28.6,2.2,36.2,34.8
320000,江苏省,2018,204.537,0,29.429,2.309,39.942,39.893
320000,江苏省,2017,209.148,0,31.326,2.334,38.41,35.91
320000,江苏省,2016,209.968124,0,30.88621,2.53722067,39.0421516666667,34.9063253333333
320000,江苏省,2015,209.42,0,32.1,2.67,39.92,37.98
320000,江苏省,2014,214.29,0,31.95,2.89,39.35,37.55
320000,江苏省,2013,222.05,0,32.95,3.02,39.14,34.11
320000,江苏省,2012,209.83,0,34.33,3.54,39.42,31.15
320000,江苏省,2011,202.98,0,35.84,3.4,39.46,25.43
320000,江苏省,2010,191.51,0,34.02,3.59,37.8,21.65
320000,江苏省,2009,192.744,0,34.816,4.642,37.289,18.099
320000,江苏省,2008,178.733,0,34.75399,3.712,36.739,14.907
320000,江苏省,2007,174.7544,0,35.13464,3.71146,36.36373,12.7175633333333
320000,江苏省,2006,190.44,,36.52,5.44,40.2,13.03
320000,江苏省,2005,191.44,,38.44,3.88,47.26,11.44
320000,江苏省,2004,184.91,,37.99,3.58,44.74,10.94
320000,江苏省,2003,178.3,,38.9,3.23,44.21,10.8
320000,江苏省,2002,182.94,,46.69,3.26,43.67,9.6
320000,江苏省,2001,178.53,,47.73,3.47,39.71,8.19
320000,江苏省,2000,153.33,,49.57,3.25,38.6,5.93
330000,浙江省,2019,321.518,,,88.6,20.3,32.8
330000,浙江省,2018,323.481,0,0.0,88.231,21.443,32.644
330000,浙江省,2017,325.713333333333,0,0.0,91.4466666666667,22.1733333333333,32.46
330000,浙江省,2016,327.653333333333,0,0.0,93.4866666666667,22.5733333333333,32.5266666666667
330000,浙江省,2015,332.533333333333,0,0.0,101.233333333333,22.8133333333333,31.5333333333333
330000,浙江省,2014,330.086666666667,0,0.0,102.833333333333,24.6066666666667,29.9533333333333
330000,浙江省,2013,321.4,0,0.0,106.033333333333,23.2,27.24
330000,浙江省,2012,321.453333333333,0,0.0,109.373333333333,23.72,25.5133333333333
330000,浙江省,2011,320.86,0,0.0,112.2,24.38,22.48
330000,浙江省,2010,320.92,0,0.0,114.54,24.8733333333333,20.02
330000,浙江省,2009,318.046666666667,0,0.0,116.7,25.42,16.9933333333333
330000,浙江省,2008,317.133333333333,0,0.0,122.133333333333,27.4533333333333,14.6133333333333
330000,浙江省,2007,314.25,0,0.0,122.45,27.93,12.1
330000,浙江省,2006,300.69,,,120.2,26.45,10.36
330000,浙江省,2005,299.81,,,123.01,26.59,9.79
330000,浙江省,2004,294.42,,,124.13,25.74,9.25
330000,浙江省,2003,286.71,,0.19,125.04,24.11,8.18
330000,浙江省,2002,275.6,,0.21,123.96,22.1,7.07
330000,浙江省,2001,261.16,,0.24,123.88,19.36,6.22
330000,浙江省,2000,249.03,,0.33,125.23,16.65,5.14
340000,安徽省,2019,160.268,,11.8,2.2,40.5,26.7
340000,安徽省,2018,141.965,0,12.135,1.988,39.989,24.483
340000,安徽省,2017,138.02326403786,0,7.1540322179217,1.0290103638052,40.7297951487689,20.1369958419144
340000,安徽省,2016,128.608989666667,0,7.20786558466667,1.18433844066667,40.0468965993333,18.5988362546667
340000,安徽省,2015,128.083,0,13.83,3.66,38.259,19.109
340000,安徽省,2014,124.204,0,15.321,3.665,37.315,17.108
340000,安徽省,2013,118.221,0,15.595,3.374,37.726,14.765
340000,安徽省,2012,116.466,0,15.494,2.973,37.309,13.45
340000,安徽省,2011,110.008,0,16.826,2.697,36.451,9.6
340000,安徽省,2010,107.127,0,16.806,2.696,38.136,9.434
340000,安徽省,2009,104.504,0,16.095,2.705,38.448,6.777
340000,安徽省,2008,108.695,0,17.123,2.496,39.475,6.24
340000,安徽省,2007,100.819,0,13.313,3.208,36.433,5.187
340000,安徽省,2006,102.83,,13.43,3.36,37.35,5.84
340000,安徽省,2005,104.18,,13.91,3.98,38.61,6.02
340000,安徽省,2004,109.75,,16.07,2.3,38.4,9.11
340000,安徽省,2003,100.45,,17.09,2.22,36.52,7.58
340000,安徽省,2002,93.84,,17.93,2.3,36.65,8.01
340000,安徽省,2001,95.07,,20.68,2.55,34.72,5.06
340000,安徽省,2000,90.89,,23.6,1.82,34.42,4.6
350000,福建省,2019,344.079133333333,11.6,,138.5,13.9,9.9
350000,福建省,2018,331.791666666667,11.3212,0.0,131.671133333333,13.7526,9.67213333333333
350000,福建省,2017,310.446666666667,10.3587322745437,0.0,124.079454003954,13.6739881364113,8.8449160834952
350000,福建省,2016,304.515931767035,10.3725766666667,0.0,121.590133899019,13.6301393333333,8.38832066666667
350000,福建省,2015,324.938581610667,11.4676279313703,0.0,51.6787302821655,14.4295787803057,8.51533118086253
350000,福建省,2014,337.41059966174,12.4759125985304,0.0,55.8293748146523,13.7778546709335,6.48398231674237
350000,福建省,2013,362.098422885175,13.5036733772493,0.0,60.1251739230946,15.8718905456601,8.07940468184107
350000,福建省,2012,381.644372869585,15.0088436095989,0.0,65.1027307469866,16.5459669022405,7.7088615711292
350000,福建省,2011,398.260725269916,16.9740529773937,0.0,70.3109785360127,17.3148152804859,6.06189732794914
350000,福建省,2010,425.823540222718,19.5834732037444,0.0,76.9230012901027,18.1413581921917,5.65943718316862
350000,福建省,2009,452.659184781659,21.7573880784775,0.0,84.911426159662,19.3838940303165,5.42913216510599
350000,福建省,2008,482.516885173144,24.1507069919203,0.0,93.3646609177327,20.1405803479653,5.40032950878668
350000,福建省,2007,506.406676628407,26.6773908834468,0.0,101.798709494991,21.2424801467057,5.20569997326298
350000,福建省,2006,542.08,29.67,0.03,170.23,22.36,5.53
350000,福建省,2005,550.67,29.79,0.03,170.33,22.96,4.99
350000,福建省,2004,547.65,29.43,0.05,165.6,22.82,4.83
350000,福建省,2003,554.43,29.21,0.04,164.03,22.46,4.47
350000,福建省,2002,553.81,29.2691333333333,0.12,163.807533333333,22.1783333333333,3.868
350000,福建省,2001,558.1938,31.8218,0.197266666666667,164.15,21.8720666666667,3.107
350000,福建省,2000,559.0626,33.0166,0.234266666666667,137.888,20.9209333333333,2.6148
360000,江西省,2019,420.094,,,336,22.3,8.2
360000,江西省,2018,411.67,0,0.0,326.834,22.468,8.026
360000,江西省,2017,396.92,0,0.0,323.129,24.484,8.041
360000,江西省,2016,401.07,0,0.0,330.651,24.455,7.144
360000,江西省,2015,414.701,0,0.0,333.101,26.218,6.595
360000,江西省,2014,414.503,0,0.0,336.004,25.008,6.451
360000,江西省,2013,405.196,0,0.0,328.663,27.212,4.57
360000,江西省,2012,392.835,0,0.0,317.251,27.14,4.215
360000,江西省,2011,381.6,0,0.0,307.96,26.45,0.0
360000,江西省,2010,373.62,0,0.0,300.6,25.65,2.53
360000,江西省,2009,374.55,0,0.0,296.36,26.23,2.37
360000,江西省,2008,361.38,0,0.0,281.93,26.09,1.87
360000,江西省,2007,338.9,0,0.0,262.52,23.51,1.6
360000,江西省,2006,302.038,,,229.286,26.671,1.92
360000,江西省,2005,295.81,,,215.052,26.225,1.87
360000,江西省,2004,293.95,,,217.26,23.98,1.92
360000,江西省,2003,262.36,,,185.98,21.75,1.8
360000,江西省,2002,248.23,,,166.44,21.3,1.81
360000,江西省,2001,247.56,,,154.54,19.18,1.76
360000,江西省,2000,283.69,,,169.33,23.63,2.87
370000,山东省,2019,585.343,,246.6,,34.3,36.5
370000,山东省,2018,574.74,,258.037,,35.011,36.178
370000,山东省,2017,579.405806682573,0,265.363710470492,0,34.3456401644358,37.7706107484921
370000,山东省,2016,588.687686066667,0,270.44978115,0,34.4246884166667,36.5949514333333
370000,山东省,2015,591.083933333333,0,268.889466666667,0,35.8788666666667,41.5456666666667
370000,山东省,2014,590.430133333333,0,272.331133333333,0,36.3622666666667,38.7898666666667
370000,山东省,2013,582.774533333333,0,271.921533333333,0,36.9060666666667,37.9466
370000,山东省,2012,568.801533333333,0,268.7352,0,37.5268,35.6885333333333
370000,山东省,2011,566.624466666667,0,263.629533333333,0,38.2376,34.06
370000,山东省,2010,558.402133333333,0,257.157733333333,0,38.9327333333333,34.0115333333333
370000,山东省,2009,566.029533333333,0,261.065933333333,0,41.0362,35.3822
370000,山东省,2008,573.749333333333,0,266.757466666667,0,44.5874,34.1614
370000,山东省,2007,620.536866666667,0,291.698466666667,0,49.7511333333333,40.3866666666667
370000,山东省,2006,694.49,,311.08,,59.57,42.33
370000,山东省,2005,767.9,,342.47,,69.88,46.45
370000,山东省,2004,756.26,,340.48,,70.61,50.91
370000,山东省,2003,797.11,,357.27,,74.14,65.91
370000,山东省,2002,752.95,,368.95,,64.06,54.6
370000,山东省,2001,745.66,,397.68,,62.96,49.67
370000,山东省,2000,764.26,,444.34,,60.25,36.52
410000,河南省,2019,432.275,,119.3,4.5,65.5,42.0
410000,河南省,2018,434.07,0,129.059,8.533,63.363,39.039
410000,河南省,2017,442.66729,0,147.39343,11.741,55.49334,36.93913
410000,河南省,2016,449.54973,0,157.84161,11.60313,54.81088,38.05086
410000,河南省,2015,457.470525203469,0,171.47887115856,11.5991902781673,54.9431389441313,36.4086637414672
410000,河南省,2014,460.045599759114,0,173.088944877297,11.749270937285,53.1533246971082,34.0720150819287
410000,河南省,2013,477.193906748489,0,177.673393934089,11.5393734689945,52.4784064867732,32.500211084224
410000,河南省,2012,467.955983791191,0,179.727703048199,10.9894885662947,52.1248914527099,29.6863085497258
410000,河南省,2011,466.57379534135,0,181.286476103707,10.7795819474731,49.6571107872149,30.2934124809665
410000,河南省,2010,456.076431706183,0,178.217312800561,10.8496633849716,47.3617453764209,29.9580939898333
410000,河南省,2009,449.633809159283,0,176.135518785436,10.6597519587476,47.1310235388379,29.6230937259467
410000,河南省,2008,438.572724816951,0,173.345865215307,10.0998433254306,46.0097230548563,26.8460422195015
410000,河南省,2007,448.700942114841,0,182.410468901258,9.9999224380312,43.2186607071968,26.2127170134506
410000,河南省,2006,416.34,,167.74,9.72,41.08,24.97
410000,河南省,2005,416.63,,165.78,10.05,39.23,26.17
410000,河南省,2004,400.01,,164.74,9.52,36.41,25.01
410000,河南省,2003,374.07,,164.45,8.13,36.74,21.58
410000,河南省,2002,352.8,,168.32,4.02,35.47,20.37
410000,河南省,2001,343.29,,180.18,4.74,32.78,18.15
410000,河南省,2000,355.83,,206.97,4.88,30.97,16.75
420000,湖北省,2019,380.859,,1.0,232.8,24.5,15.7
420000,湖北省,2018,366.174,,1.031,227.234,23.878,15.474
420000,湖北省,2017,345.81509358932,0,1.33314501442878,217.773292292636,22.9094793391513,14.1949079244291
420000,湖北省,2016,338.844306666667,0,0.992239003451769,218.80019059821,21.585126,12.7791768387214
420000,湖北省,2015,338.282168652228,0,0.968257473671762,218.948186308595,24.0584681883057,10.2689840072852
420000,湖北省,2014,354.145753744931,0,1.08070824314819,226.363716686068,27.289453357926,11.0972854996529
420000,湖北省,2013,345.266926655452,0,1.35750461201316,223.16426186712,27.1278376936815,8.92982692460596
420000,湖北省,2012,350.593989685924,0,1.71659122409869,229.148120136908,27.1522705002536,9.25577846884954
420000,湖北省,2011,356.787344255189,0,1.7023716546765,232.339234405507,37.4362813064189,7.7859319756995
420000,湖北省,2010,343.721690896217,0,1.51325250445467,220.041563899895,29.5914241895194,5.21696967224472
420000,湖北省,2009,343.827202110496,0,2.04335518136748,218.833975169191,32.5920051835617,5.94096409050065
420000,湖北省,2008,332.305129323106,0,3.16991434076606,206.820031445052,31.8522408001158,5.66157708120188
420000,湖北省,2007,312.179438196203,0,2.96353280890906,187.075522295925,33.6143860887762,5.55432966830782
420000,湖北省,2006,282.188,,3.2,158.996,38.113,5.161
420000,湖北省,2005,265.05,,3.3,143.15,35.9,4.77
420000,湖北省,2004,250.4,,3.6,124.66,39.71,5.22
420000,湖北省,2003,227.94,,4.19,109.59,40.92,5.68
420000,湖北省,2002,229.42,,4.29,100.27,50.76,4.88
420000,湖北省,2001,235.19,,6.78,98.51,52.82,4.92
420000,湖北省,2000,233.93,,8.98,99.13,56.08,5.11
430000,湖南省,2019,535.926666666667,,,399.9,33.7,26.6
430000,湖南省,2018,516.963133333333,0,0.0,384.257333333333,33.621,26.0109333333333
430000,湖南省,2017,500.739298052558,0,0.012828,369.400360306831,33.6160256149497,25.9094142476721
430000,湖南省,2016,494.643129408853,0,0.011028,360.10857803272,33.1908771802951,24.8180225436272
430000,湖南省,2015,496.848072517406,0,0.0,361.753510715385,33.256407383066,24.156238222493
430000,湖南省,2014,529.708677821205,0,0.0,400.921572397343,32.512557996549,22.7129123204285
430000,湖南省,2013,533.819216780896,0,0.0,396.58862332504,32.5073826947153,24.8481641364209
430000,湖南省,2012,520.939237400181,0,0.0,385.565529392348,31.6634996905983,21.7569448984386
430000,湖南省,2011,516.546431399526,0,0.0,378.998099847085,31.6845675661442,19.6765592996925
430000,湖南省,2010,503.649524407386,0,0.0,369.847029692415,31.0850799040143,16.3982886714531
430000,湖南省,2009,499.065473714847,0,0.0,369.31633828272,29.9856378911209,15.0268002437322
430000,湖南省,2008,461.949518772368,0,0.0,331.752266437167,30.1432534027649,14.4067776956459
430000,湖南省,2007,477.075262857007,0,0.0,323.856037840778,36.6174666462743,18.8097307177562
430000,湖南省,2006,450.59,,,313.8,30.89,12.96
430000,湖南省,2005,430.76,,,296.23,27.49,12.43
430000,湖南省,2004,406.23,,,276.44,25.48,11.69
430000,湖南省,2003,378.28,,,259.93,24.14,9.79
430000,湖南省,2002,364.03,,,261.76,20.92,8.34
430000,湖南省,2001,353.08,,,253.52,20.24,5.28
430000,湖南省,2000,330.27,,,247.87,16.31,3.96
440000,广东省,2019,1007.00013333333,111.3,,236.3,8.4,
440000,广东省,2018,982.327133333333,108.744266666667,,231.134666666667,8.31846666666667,
440000,广东省,2017,960.517891976386,107.029997829079,0.0,223.569068804336,8.28467260535248,0.0
440000,广东省,2016,949.321266852727,106.138782666667,0.0,224.73061368,8.14101066666667,0.0
440000,广东省,2015,968.472570020751,108.149845560501,0.0,236.713868169795,7.94858322952961,0.0
440000,广东省,2014,971.780534941729,107.427146102849,0.0,238.839592078499,7.76074687230163,0.0
440000,广东省,2013,985.121766262158,109.427390134317,0.0,240.420485704015,7.45183853365584,0.0
440000,广东省,2012,985.948776172432,109.299867266323,0.0,241.222890273329,7.31706820969864,0.0
440000,广东省,2011,999.687682096293,111.912067565803,0.0,247.219221049222,7.34200632573857,0.0
