省份编码,省份,年份,水库数(座),水库总库容量(亿立方米),除涝面积(千公顷),水土流失治理面积(千公顷)
140000,山西省,2010,733,57.5,89.1,5352.5
140000,山西省,2009,731,56.77,89.13,5093.88
140000,山西省,2008,733,56.8,89.18,4969.32
140000,山西省,2007,740,56.52,89.11,5639.44
140000,山西省,2006,730,53.995025013,89.11,5424.31
140000,山西省,2005,731,53.9119340152,89.09,5184.51
140000,山西省,2004,731,53.9565230152,89.06,4915.4
140000,山西省,2003,732,52.7365230152,89.06,4548.92
140000,山西省,2002,738,53.5,93.8,4298.4
140000,山西省,2001,745,53.2,89.4,3992.9
140000,山西省,2000,746,53.2,89,5969.0
150000,内蒙古自治区,2019,601,109.710162,277,14625.03
150000,内蒙古自治区,2018,607,109.771501,277,14088.57
150000,内蒙古自治区,2017,617,104.45,277,13551.05
150000,内蒙古自治区,2016,615,103.45,277,13083.28
150000,内蒙古自治区,2015,613,103.15,277,12597.24
150000,内蒙古自治区,2014,589,103.0,277,12210.81
150000,内蒙古自治区,2013,586,102.68,277,11876.26
150000,内蒙古自治区,2012,503,174.13,277,11574.62
150000,内蒙古自治区,2011,502,173.81,277,11219.28
150000,内蒙古自治区,2010,497,167.9,277,10897.5
150000,内蒙古自治区,2009,494,163.24,277,10567.42
150000,内蒙古自治区,2008,492,162.79,277,10247.75
150000,内蒙古自治区,2007,490,171.45,277,9901.77
150000,内蒙古自治区,2006,488,168.63257,277,9557.54
150000,内蒙古自治区,2005,487,81.7312,277,9221.44
150000,内蒙古自治区,2004,474,78.7976,276.37,8815.63
150000,内蒙古自治区,2003,466,77.7928,275.72,8391.78
150000,内蒙古自治区,2002,463,75.86,275,7678.3
150000,内蒙古自治区,2001,461,75.85,275,7087.8
150000,内蒙古自治区,2000,457,74.8,272,6739.0
210000,辽宁省,2019,783,370.175019,931.73,5553.41
210000,辽宁省,2018,795,371.442138,931.57,5394.54
210000,辽宁省,2017,797,366.81,931.56,5217.84
210000,辽宁省,2016,798,366.64,931.22,5024.22
210000,辽宁省,2015,803,363.96,911.53,4857.83
210000,辽宁省,2014,833,366.96,910.98,4733.48
210000,辽宁省,2013,911,358.86,911.24,4520.39
210000,辽宁省,2012,905,358.09,993.06,6678.1
210000,辽宁省,2011,922,358.29,989.12,6486.51
210000,辽宁省,2010,951,359.3,985.3,6333.7
210000,辽宁省,2009,952,359.9,983.17,6242.45
210000,辽宁省,2008,952,357.49,995.02,6108.03
210000,辽宁省,2007,955,358.02,994.86,5997.43
210000,辽宁省,2006,918,359.289044,996.140003,5904.332
210000,辽宁省,2005,967,356.174023,996.140003,5756.06
210000,辽宁省,2004,942,330.476551,995.82,5587.97
210000,辽宁省,2003,951,331.014641,995.1,5533.4
210000,辽宁省,2002,917,304.1,992,5152.4
210000,辽宁省,2001,916,303.7,989,4931.2
210000,辽宁省,2000,921,303.4,999,4714.0
220000,吉林省,2019,1580,334.269441,1033.95,2594.448
220000,吉林省,2018,1621,333.921549,1034.77,2385.81
220000,吉林省,2017,1624,326.19,1034.6,2180.7
220000,吉林省,2016,1623,325.36,1032.72,1987.1
220000,吉林省,2015,1624,325.3,1031.14,1793.5
220000,吉林省,2014,1626,334.0,1026.53,1670.21
220000,吉林省,2013,1625,334.37,1026.53,1546.89
220000,吉林省,2012,1649,320.34,1022.9,3691.32
220000,吉林省,2011,1646,320.25,1022.9,3639.15
220000,吉林省,2010,1643,320.4,1021.4,3586.6
220000,吉林省,2009,1642,320.37,1021.32,3545.76
220000,吉林省,2008,1631,319.46,981.36,3497.61
220000,吉林省,2007,1564,314.99,1019.85,3447.66
220000,吉林省,2006,1315,310.31421,1019.85,3405.177
220000,吉林省,2005,1238,307.0396,1017.869999,3334.004
220000,吉林省,2004,1315,308.6729,1016.87,3281.92
220000,吉林省,2003,1317,308.2324,1002.69,3213.25
220000,吉林省,2002,1314,308.2,1002.7,3164.1
220000,吉林省,2001,1311,308.0,1003,3018.8
220000,吉林省,2000,1313,306.8,1009,3008.0
230000,黑龙江省,2019,973,267.6697206,3410.76,5334.081
230000,黑龙江省,2018,1031,268.3999376,3400.1,4895.44
230000,黑龙江省,2017,1070,268.57,3397.27,4477.31
230000,黑龙江省,2016,1130,267.6,3393.97,4213.42
230000,黑龙江省,2015,1139,268.14,3385.25,3834.23
230000,黑龙江省,2014,1139,268.25,3382.06,3708.28
230000,黑龙江省,2013,1133,262.62,3378.1,3609.73
230000,黑龙江省,2012,930,179.15,3365.57,4979.77
230000,黑龙江省,2011,922,178.64,3349.76,4838.77
230000,黑龙江省,2010,913,178.7,3334.9,4690.5
230000,黑龙江省,2009,737,175.11,3315.97,4594.68
230000,黑龙江省,2008,697,158.42,3305.73,4470.87
230000,黑龙江省,2007,660,155.61,3294.56,4342.36
230000,黑龙江省,2006,679,95.90064,3285.38,4259.338
230000,黑龙江省,2005,628,88.26,3270.069995,4110.68
230000,黑龙江省,2004,623,86.6245,3246.8,3947.42
230000,黑龙江省,2003,622,85.09173,3220.78,3764.88
230000,黑龙江省,2002,612,85.3,3188.1,3604.7
230000,黑龙江省,2001,610,84.2,3156.9,3433.8
230000,黑龙江省,2000,609,84.2,3138,3225.0
310000,上海市,2019,,,61.2,
310000,上海市,2018,0,0.0,60.29,0.0
310000,上海市,2017,,,60.26,
310000,上海市,2016,,,60.7,
310000,上海市,2015,,,60.17,
310000,上海市,2014,,5.0,58.82,
310000,上海市,2013,4,5.49,58.42,
310000,上海市,2012,,,57.52,
310000,上海市,2011,,0.0,56.82,
310000,上海市,2010,,,55.4,
310000,上海市,2009,,,54.57,
310000,上海市,2008,,,53.67,
310000,上海市,2007,,,53.83,
310000,上海市,2006,,,52.43,
310000,上海市,2005,,,52.36,
310000,上海市,2004,,,60.99,
310000,上海市,2003,,,60.99,
310000,上海市,2002,,,65.6,
310000,上海市,2001,,,64.6,
310000,上海市,2000,,,65,
320000,江苏省,2019,952,35.346074,4451.07,940.39
320000,江苏省,2018,952,35.346074,4315.45,930.24
320000,江苏省,2017,1077,35.23,4014.38,918.81
320000,江苏省,2016,1079,35.36,3125.61,907.89
320000,江苏省,2015,1079,35.37,3017.69,893.82
320000,江苏省,2014,1079,35.38,2961.97,899.66
320000,江苏省,2013,1077,35.36,2853.25,765.84
320000,江苏省,2012,917,189.65,2812.02,1191.92
320000,江苏省,2011,907,189.08,2778.25,1110.23
320000,江苏省,2010,910,189.2,2802.5,1052.3
320000,江苏省,2009,909,189.4,2811.29,1037.44
320000,江苏省,2008,906,189.4,2800.24,1007.12
320000,江苏省,2007,903,184.16,2784.63,962.5
320000,江苏省,2006,906,189.3979,2785.7136,902.28
320000,江苏省,2005,917,189.1332,2794.809999,863.56
320000,江苏省,2004,917,189.1332,2777.13,840.63
320000,江苏省,2003,919,189.1261,2779.09,817.53
320000,江苏省,2002,916,189.2,2785,802.4
320000,江苏省,2001,914,189.0,2802.6,782.2
320000,江苏省,2000,912,189.0,2793,743.0
330000,浙江省,2019,4278,445.2576451,557.59,3611.39
330000,浙江省,2018,4308,445.6357191,556.4,3692.54
330000,浙江省,2017,4326,446.95,554.56,3721.06
330000,浙江省,2016,4339,444.59,548.33,3699.86
330000,浙江省,2015,4334,444.17,537.65,3655.4
330000,浙江省,2014,4336,444.03,523.52,3644.48
330000,浙江省,2013,4331,443.71,507.3,3645.59
330000,浙江省,2012,4250,400.07,501.44,2515.46
330000,浙江省,2011,4243,398.92,499.71,2457.64
330000,浙江省,2010,4217,398.1,496.7,2431.6
330000,浙江省,2009,4207,396.2,496.61,2401.85
330000,浙江省,2008,4202,394.79,496.17,2334.58
330000,浙江省,2007,4151,392.75,495.36,2336.72
330000,浙江省,2006,4105,391.604544,491.879999,2280.974
330000,浙江省,2005,3971,385.520331,494.979999,2239.13
330000,浙江省,2004,3995,381.25226,488.46,2219.74
330000,浙江省,2003,3934,380.016578,485.53,2145.01
330000,浙江省,2002,3910,378.0,477,2082.8
330000,浙江省,2001,3862,354.1,472.1,2077.7
330000,浙江省,2000,3828,352.7,477,2118.0
340000,安徽省,2019,6080,203.756304,2436.15,2084.455
340000,安徽省,2018,6063,203.757405,2414.09,1989.18
340000,安徽省,2017,5947,325.15,2394.83,1940.33
340000,安徽省,2016,5932,325.09,2357.7,1901.79
340000,安徽省,2015,5877,325.07,2334.31,1857.42
340000,安徽省,2014,5833,324.02,2315.84,1702.02
340000,安徽省,2013,5821,324.29,2287.7,1654.51
340000,安徽省,2012,5325,286.52,2297.34,2245.01
340000,安徽省,2011,4927,285.59,2283.4,2180.33
340000,安徽省,2010,4819,326.5,2269.1,2136.1
340000,安徽省,2009,4809,280.59,2251.38,2102.32
340000,安徽省,2008,4797,280.99,2247.16,2059.19
340000,安徽省,2007,4797,195.64,2226.58,2017.53
340000,安徽省,2006,4816,196.240864,2219,1983.634
340000,安徽省,2005,4872,195.502205,2210.01,1955.45
340000,安徽省,2004,4868,195.584352,2194.52,1916.0
340000,安徽省,2003,4861,194.765622,2185.12,1884.13
340000,安徽省,2002,4856,194.74,2176.4,1855.9
340000,安徽省,2001,4839,194.7,2160.2,1803.8
340000,安徽省,2000,4815,185.1,2148,1763.0
350000,福建省,2019,3676,170.4367166,157.33,3895.939
350000,福建省,2018,3673,170.5381486,157.63,3778.43
350000,福建省,2017,3666,169.44,160.44,3651.69
350000,福建省,2016,3660,193.02,156.45,3579.01
350000,福建省,2015,3683,193.51,145.62,3399.27
350000,福建省,2014,3650,199.04,147.06,3388.34
350000,福建省,2013,3662,199.5,145.25,3260.96
350000,福建省,2012,3385,189.37,138.18,1485.39
350000,福建省,2011,3355,188.97,134.58,1493.12
350000,福建省,2010,3225,185.4,129.6,1470.8
350000,福建省,2009,3120,183.98,126.18,1437.87
350000,福建省,2008,2971,178.03,124.32,1386.0
350000,福建省,2007,2946,150.73,122.17,1360.65
350000,福建省,2006,2812,142.55926,122.1573,1244.6165
350000,福建省,2005,2681,139.692282,117.824,1129.435
350000,福建省,2004,2672,138.347997,111,1052.59
350000,福建省,2003,2690,116.94565,161.1,1154.91
350000,福建省,2002,2695,116.5,120.8,996.4
350000,福建省,2001,2728,84.4,117.9,959.9
350000,福建省,2000,2889,83.2,116,921.0
360000,江西省,2019,10685,327.855672,434.98,6070.46
360000,江西省,2018,10809,321.685208,431.17,5917.85
360000,江西省,2017,10812,319.9,422.09,5787.3
360000,江西省,2016,10798,319.88,411.5,5674.9
360000,江西省,2015,10815,306.23,404.82,5577.9
360000,江西省,2014,10806,304.15,392.81,5351.64
360000,江西省,2013,10796,304.14,385.44,5128.8
360000,江西省,2012,9830,295.6,382.8,4822.4
360000,江西省,2011,9824,294.11,378.24,4626.8
360000,江西省,2010,9809,293.7,375.7,4514.0
360000,江西省,2009,9809,293.68,370.61,4334.85
360000,江西省,2008,9800,292.79,368.94,4135.5
360000,江西省,2007,9783,287.78,364.99,3968.41
360000,江西省,2006,9697,286.180051,357.74,3810.1687
360000,江西省,2005,9394,283.211113,350.63,3666.2757
360000,江西省,2004,9401,282.81272,347.14,3480.99
360000,江西省,2003,9448,283.126163,345.75,3320.81
360000,江西省,2002,9577,280.5,342.1,3156.9
360000,江西省,2001,9602,279.3,340.5,2931.3
360000,江西省,2000,9602,275.5,338,2759.0
370000,山东省,2019,5932,220.2515177,3089.77,4277.564
370000,山东省,2018,6192,220.2802887,3026.98,4142.96
370000,山东省,2017,6431,220.71,2980.13,4005.43
370000,山东省,2016,6420,214.4,2955.24,3879.4
370000,山东省,2015,6418,211.91,2930.23,3776.71
370000,山东省,2014,6453,218.63,2946.51,3612.46
370000,山东省,2013,6418,217.64,2914.09,3477.46
370000,山东省,2012,6342,218.18,2681.63,4781.26
370000,山东省,2011,6291,227.44,2666.29,4722.49
370000,山东省,2010,6291,227.6,2651.8,4651.5
370000,山东省,2009,6283,226.8,2623.4,4593.19
370000,山东省,2008,6244,225.52,2609.23,4489.49
370000,山东省,2007,6243,214.54,2611.43,3971.26
370000,山东省,2006,5558,198.4046,2600.3,3892.34
370000,山东省,2005,5555,195.7219,2601.14,3786.99
370000,山东省,2004,5572,193.29,2591.57,3717.2
370000,山东省,2003,5555,194.2094,2578.75,3645.76
370000,山东省,2002,5570,191.2,2569.2,3558.4
370000,山东省,2001,5568,191.2,2561.4,3454.7
370000,山东省,2000,5578,190.4,2564,3392.0
410000,河南省,2019,2510,432.905735,2149.32,3913.361
410000,河南省,2018,2654,425.747768,2136.92,3778.27
410000,河南省,2017,2655,425.74,2106.28,3672.95
410000,河南省,2016,2650,422.6,2108.1,3600.81
410000,河南省,2015,2653,419.74,2074.64,3559.76
410000,河南省,2014,2662,418.98,2031.69,3441.74
410000,河南省,2013,2663,419.03,1884.63,3236.74
410000,河南省,2012,2472,401.81,1980.34,4510.86
410000,河南省,2011,2478,403.06,1973.3,4412.59
410000,河南省,2010,2352,402.2,1959,4428.7
410000,河南省,2009,2352,402.27,1935.98,4449.38
410000,河南省,2008,2344,400.81,1908.21,4347.98
410000,河南省,2007,2338,400.55,1902.45,4243.4
410000,河南省,2006,2340,398.93331,1914.087,4191.08
410000,河南省,2005,2344,397.08714,1903.69,4122.49
410000,河南省,2004,2345,396.4865,1888.98,4056.73
410000,河南省,2003,2348,396.2252,1864.21,3986.15
410000,河南省,2002,2347,395.2,1847.3,3945.8
410000,河南省,2001,2352,396.0,1853.7,3891.8
410000,河南省,2000,2392,396.0,1848,3810.0
420000,湖北省,2019,6935,1263.7981085,1511.48,6270.383
420000,湖北省,2018,6946,1263.7463045,1482.14,6134.72
420000,湖北省,2017,6967,1263.89,1461.36,5963.49
420000,湖北省,2016,6831,1263.2,1390.59,5830.58
420000,湖北省,2015,6556,1262.88,1313.93,5634.3
420000,湖北省,2014,6546,1248.54,1286.87,5414.41
420000,湖北省,2013,6544,1216.47,1260.8,5179.03
420000,湖北省,2012,5902,998.7,1245.77,4760.38
420000,湖北省,2011,5866,999.0,1219.48,4832.72
420000,湖北省,2010,5848,992.1,1219.2,4666.5
420000,湖北省,2009,5801,1001.27,1216.61,4449.68
420000,湖北省,2008,5794,1000.92,1205.42,4269.24
420000,湖北省,2007,5769,951.17,1200.19,4227.27
420000,湖北省,2006,5802,558.210785,1196.214,4164.5682
420000,湖北省,2005,5807,553.793995,1195.63,4099.446
420000,湖北省,2004,5827,550.794979,1135.06,4033.6
420000,湖北省,2003,5825,548.973619,1126.89,4426.28
420000,湖北省,2002,5835,550.1,1213.8,4179.7
420000,湖北省,2001,5835,550.23,1208.8,3967.5
420000,湖北省,2000,5835,501.9,1199,3869.0
430000,湖南省,2019,14047,513.9626149,441.27,3905.681
430000,湖南省,2018,14092,514.1173229,438.41,3745.54
430000,湖南省,2017,14098,513.67,437.06,3592.19
430000,湖南省,2016,14098,513.67,430.16,3433.77
430000,湖南省,2015,14097,496.62,425.43,3259.77
430000,湖南省,2014,14094,499.33,423.99,3108.97
430000,湖南省,2013,14089,496.62,416.87,2998.96
430000,湖南省,2012,12288,430.32,412.17,2857.3
430000,湖南省,2011,12251,430.06,448.83,2906.91
430000,湖南省,2010,12092,402.3,486.3,2899.0
430000,湖南省,2009,11824,387.77,484.43,2877.9
430000,湖南省,2008,11815,397.73,441.28,2758.75
430000,湖南省,2007,11466,392.57,479.73,2748.09
430000,湖南省,2006,13325,391.9087,475.61,2717.1
430000,湖南省,2005,13326,387.5898,471.23,2671.09
430000,湖南省,2004,13261,369.2349,466.29,2568.06
430000,湖南省,2003,13295,366.61518,464.68,2427.02
430000,湖南省,2002,13287,366.5,456.9,2321.6
430000,湖南省,2001,13298,365.6,456.5,2229.6
430000,湖南省,2000,13299,365.3,455,2121.0
440000,广东省,2019,8352,455.555027,541.89,1858.08
440000,广东省,2018,8394,449.585039,541.24,1757.89
440000,广东省,2017,8389,448.3,545.54,1638.7
440000,广东省,2016,8392,448.31,542.68,1536.17
440000,广东省,2015,8397,448.32,536.53,1457.52
440000,广东省,2014,8403,448.45,526.1,1384.91
440000,广东省,2013,8410,444.92,524.56,1349.46
440000,广东省,2012,7486,430.42,521.04,1428.62
440000,广东省,2011,7475,430.37,519.08,1418.72
440000,广东省,2010,7437,429.0,514.5,1378.5
440000,广东省,2009,7424,428.67,512.64,1369.12
440000,广东省,2008,7059,424.53,509.66,1342.1
440000,广东省,2007,6874,422.18,507.09,1332.98
440000,广东省,2006,6621,416.624631,502.84,1313.591
440000,广东省,2005,6610,415.413345,501.92,1291.106
440000,广东省,2004,6629,414.586445,501.86,1278.8
440000,广东省,2003,6616,583.2849,503.07,1267.1
440000,广东省,2002,6624,583.2,501.7,1247.0
440000,广东省,2001,6591,387.6,500.1,1226.0
440000,广东省,2000,6547,405.2,500,1215.0
450000,广西壮族自治区,2019,4536,715.76736,236.92,2845.508
450000,广西壮族自治区,2018,4537,710.57223,235.32,2647.73
450000,广西壮族自治区,2017,4537,708.27,234.92,2463.76
450000,广西壮族自治区,2016,4540,679.52,237.38,2284.89
450000,广西壮族自治区,2015,4545,658.23,234.5,2107.34
450000,广西壮族自治区,2014,4545,674.01,231.44,1931.76
450000,广西壮族自治区,2013,4544,674.19,230.93,1735.65
450000,广西壮族自治区,2012,4348,378.41,213.97,2019.54
450000,广西壮族自治区,2011,4349,378.39,211.4,1952.08
450000,广西壮族自治区,2010,4367,378.4,209.6,1873.8
450000,广西壮族自治区,2009,4370,375.33,208.76,1843.68
450000,广西壮族自治区,2008,4371,385.14,207.87,1774.04
450000,广西壮族自治区,2007,4364,308.87,205.62,1693.48
450000,广西壮族自治区,2006,4386,308.951467,205.063,1627.8059
450000,广西壮族自治区,2005,4327,250.814778,204.2,1487.642
450000,广西壮族自治区,2004,4383,250.488321,203.59,1419.25
450000,广西壮族自治区,2003,4367,296.040125,202.26,1327.73
450000,广西壮族自治区,2002,4380,283.6,202.1,1253.6
450000,广西壮族自治区,2001,4375,229.4,201.2,1158.4
450000,广西壮族自治区,2000,4375,225.5,201,1153.0
460000,海南省,2019,1105,111.635803,25.19,136.812
460000,海南省,2018,1109,111.649033,25.19,116.72
460000,海南省,2017,1110,111.66,21.71,108.42
460000,海南省,2016,1110,111.66,21.71,96.13
460000,海南省,2015,1112,75.03,13.3,74.58
460000,海南省,2014,1111,106.21,12.8,58.78
460000,海南省,2013,1094,104.76,11.64,56.6
460000,海南省,2012,1035,100.67,21.06,38.72
460000,海南省,2011,996,100.02,20.2,37.74
460000,海南省,2010,996,100.0,17.5,32.7
460000,海南省,2009,995,95.28,11.21,32.48
460000,海南省,2008,995,95.34,12.29,31.14
460000,海南省,2007,995,95.34,12.29,31.14
460000,海南省,2006,995,95.337618,11.65893,30.99467
460000,海南省,2005,990,94.546298,11.31493,28.35767
460000,海南省,2004,988,94.031218,9.9,28.06
460000,海南省,2003,1015,93.9728,9.9,27.59
460000,海南省,2002,1013,94.0,9.9,26.5
460000,海南省,2001,1008,93.9,9.9,24.7
460000,海南省,2000,1003,93.7,10,23.0
500000,重庆市,2019,3083,126.64518,,3722.487
500000,重庆市,2018,3076,126.153963,0,3580.06
500000,重庆市,2017,3057,125.52,,3397.39
500000,重庆市,2016,3042,121.41,,3233.87
500000,重庆市,2015,3003,120.14,,3069.96
500000,重庆市,2014,2994,117.0,,2908.69
500000,重庆市,2013,2982,116.75,,2576.14
500000,重庆市,2012,2907,81.07,,2439.97
500000,重庆市,2011,2852,79.07,,2376.69
500000,重庆市,2010,2840,74.1,,2312.3
500000,重庆市,2009,2831,55.69,,2266.5
500000,重庆市,2008,2825,56.59,,2143.31
500000,重庆市,2007,2812,54.23,,2027.49
500000,重庆市,2006,2801,53.736675,,1944.02
500000,重庆市,2005,2752,48.7584,,1886.45
500000,重庆市,2004,2766,42.2438,14.26,1805.59
500000,重庆市,2003,2753,41.3391,14.26,1729.94
500000,重庆市,2002,2748,40.7,14.3,1647.4
500000,重庆市,2001,2740,39.01,14.2,1532.8
500000,重庆市,2000,2730,36.9,14,1464.0
510000,四川省,2019,8220,523.235274,100.22,10463.589
510000,四川省,2018,8239,522.909272,102.25,9961.81
510000,四川省,2017,8129,522.51,104.87,9456.96
510000,四川省,2016,8117,476.19,103.73,8980.33
510000,四川省,2015,8093,381.0,103.08,8510.33
510000,四川省,2014,8086,364.37,100.74,8159.15
510000,四川省,2013,8081,321.67,99.97,7792.14
510000,四川省,2012,6768,216.42,95.08,6744.39
510000,四川省,2011,6759,215.06,94.44,6536.19
510000,四川省,2010,6759,214.9,94,6329.6
510000,四川省,2009,6752,210.65,92.64,6100.24
510000,四川省,2008,6728,208.46,91.34,5878.21
510000,四川省,2007,6717,174.34,94.16,5708.29
510000,四川省,2006,6685,173.8411,92.65,5506.065
510000,四川省,2005,6683,162.5943,90.95,5272.487
510000,四川省,2004,6684,158.9972,90.21,5030.75
510000,四川省,2003,6673,100.3162,88.02,4755.74
510000,四川省,2002,6668,99.2,87.3,4479.5
510000,四川省,2001,6658,98.3,86.1,4202.4
510000,四川省,2000,6657,87.6,86,3918.0
520000,贵州省,2019,2431,445.454887,125.16,7321.365
520000,贵州省,2018,2414,444.628902,124.07,7052.95
520000,贵州省,2017,2386,439.0,121.42,6814.62
520000,贵州省,2016,2360,437.52,99.29,6556.46
520000,贵州省,2015,2343,291.81,97.56,6297.78
520000,贵州省,2014,2314,434.66,89.5,6021.33
520000,贵州省,2013,2316,432.72,53.49,5816.53
520000,贵州省,2012,2084,358.85,55.7,3513.55
520000,贵州省,2011,2087,358.58,54.81,3249.82
520000,贵州省,2010,2073,354.3,54,3109.1
520000,贵州省,2009,2069,354.25,52.38,2997.15
520000,贵州省,2008,2032,248.19,50.47,2862.84
520000,贵州省,2007,2001,85.86,47.03,2710.86
520000,贵州省,2006,1967,81.479552,50.351,2660.541
520000,贵州省,2005,1961,77.926543,49.95,2627.083
520000,贵州省,2004,1940,75.103307,49.51,2535.34
520000,贵州省,2003,1950,74.8291766,49.32,2483.97
520000,贵州省,2002,1932,74.7,46.5,2297.7
520000,贵州省,2001,1927,73.1,46,2120.7
520000,贵州省,2000,1927,74.4,45,1936.0
530000,云南省,2019,6769,763.145835,307.14,10047.682
530000,云南省,2018,6702,757.101163,293.17,9517.65
530000,云南省,2017,6493,753.55,284.93,9004.38
530000,云南省,2016,6347,795.94,276.1,8540.74
530000,云南省,2015,6230,741.59,270.77,8074.45
530000,云南省,2014,6101,375.29,264.61,7734.45
530000,云南省,2013,6060,373.76,261.33,7393.81
530000,云南省,2012,5634,142.59,260.12,6175.57
530000,云南省,2011,5593,134.83,257.77,5866.84
530000,云南省,2010,5558,131.7,254,5555.6
530000,云南省,2009,5517,128.96,249.15,5248.0
530000,云南省,2008,5477,128.27,244.38,4932.03
530000,云南省,2007,5405,113.43,240.15,4691.09
530000,云南省,2006,5401,111.55788,237.312,4454.814
530000,云南省,2005,5370,106.067675,234.401,4229.24
530000,云南省,2004,5326,104.197374,229.81,3983.23
530000,云南省,2003,5298,103.1130130003,226.37,3746.22
530000,云南省,2002,5267,94.06,221.8,3511.1
530000,云南省,2001,5233,92.9,218.2,3280.6
530000,云南省,2000,5178,83.1,217,3091.0
540000,西藏自治区,2019,122,38.618952,3.39,622.55
540000,西藏自治区,2018,116,38.430184,3.39,528.5
540000,西藏自治区,2017,117,38.43,2.47,419.11
540000,西藏自治区,2016,110,34.01,336,323.27
540000,西藏自治区,2015,105,29.09,338.73,466.09
540000,西藏自治区,2014,102,34.0,21.96,779.76
540000,西藏自治区,2013,97,34.16,21.96,725.99
540000,西藏自治区,2012,73,13.3,22.34,42.84
540000,西藏自治区,2011,75,12.87,22.34,42.3
540000,西藏自治区,2010,75,12.9,22.3,40.4
540000,西藏自治区,2009,64,12.89,22.34,40.41
540000,西藏自治区,2008,64,12.89,22.34,15.59
540000,西藏自治区,2007,64,12.75,22.34,15.59
540000,西藏自治区,2006,58,11.593426,22.26,15.22228
540000,西藏自治区,2005,50,11.9,31.6,17.52
540000,西藏自治区,2004,50,11.844584,34.13,144.3
540000,西藏自治区,2003,16,8.478179,36.21,358.33
540000,西藏自治区,2002,112,8.4,36.3,108.5
540000,西藏自治区,2001,47,10.2,19.2,107.8
540000,西藏自治区,2000,47,10.2,19,108.0
610000,陕西省,2019,1101,93.797323,103.42,8039.84
610000,陕西省,2018,1102,94.352658,133.3,7917.95
