省份编码,省份,年份,水产品总产量(万吨),捕捞产量(吨),养殖产量(吨),鱼类产量(吨),虾蟹类产量(吨),贝类产量(吨),藻类产量(吨),海水产品产量(万吨),海洋捕捞产量(吨),海水养殖产量(吨),天然生产海水产品产量(万吨),人工养殖海水产品产量(万吨),鱼类海水产品产量(万吨),虾蟹类海水产品产量(万吨),贝类海水产品产量(万吨),藻类海水产品产量(万吨),淡水产品产量(万吨),淡水捕捞产量(吨),淡水养殖产量(吨),天然生产淡水产品产量(万吨),人工养殖淡水产品产量(万吨),鱼类淡水产品产量(万吨),虾蟹类淡水产品产量(万吨),贝类淡水产品产量(万吨)
500000,重庆市,2000,20.0345,12831,187514,197358,352,1278,,,,,,,,,,,20.0345,12831,187514,1.2831,18.7514,19.7358,0.0352,0.1278
510000,四川省,2019,157.6856,38854,1538002,1526513,38716,2518,,,,,,,,,,,157.6856,38854,1538002,3.8854,153.8002,152.6513,3.8716,0.2518
510000,四川省,2018,153.4754,,,,,,,,,,,,,,,,153.4754,,,4.5396,148.9358,150.4001,1.8877,0.3241
510000,四川省,2017,150.7396,,,,,,,,,,,,,,,,150.7396,,,5.3783,145.3613,148.297,1.2368,0.4129
510000,四川省,2016,145.4388,58638,1395750,1434602,8675,4340,,,,,,,,,,,145.4388,58638,1395750,5.8638,139.575,143.4602,0.8675,0.434
510000,四川省,2015,138.685,59648,1327202,1367549,8003,4169,,,,,,,,,,,138.685,59648,1327202,5.9648,132.7202,136.7549,0.8003,0.4169
510000,四川省,2014,132.6349,60160,1266189,1307361,7763,4178,,,,,,,,,,,132.6349,60160,1266189,6.016,126.6189,130.7361,0.7763,0.4178
510000,四川省,2013,126.0578,60000,1200578,1242174,7550,4150,,,,,,,,,,,126.0578,60000,1200578,6.0,120.0578,124.2174,0.755,0.415
510000,四川省,2012,118.9102,60321,1128781,1172132,6919,4052,,,,,,,,,,,118.9102,60321,1128781,6.0321,112.8781,117.2132,0.6919,0.4052
510000,四川省,2011,112.1464,59191,1062273,1104106,7567,4060,,,,,,,,,,,112.1464,59191,1062273,5.9191,106.2273,110.4106,0.7567,0.406
510000,四川省,2010,105.0635,58030,992605,1033117,6860,4821,,,,,,,,,,,105.0635,58030,992605,5.8,99.3,103.3117,0.686,0.4821
510000,四川省,2009,100.1317,57679,943638,983430,6169,5046,,,,,,,,,,,100.1317,57679,943638,5.7679,94.3638,98.343,0.6169,0.5046
510000,四川省,2008,95.2046,58122,893924,931883,5923,5288,,,,,,,,,,,95.2046,58122,893924,5.8122,89.3924,93.1883,0.5923,0.5288
510000,四川省,2007,91.0526,62209.2642706995,848316.956672077,891702,5513,5891,,,,,,,,,,,91.0526220942776,62209.2642706995,848316.956672077,6.2209,84.8317,89.1702,0.5513,0.5891
510000,四川省,2006,81.304,57185.6288555615,1006424,1065288,6029,5301,,,,,0.0,0.0,0.0,0,0,0,81.303960539089,76143,1006424,7.6143,100.6424,106.5288,0.6029,0.5301
510000,四川省,2005,98.249,69112,913378,964779,5693,5639,,,,,,,,,,,98.249,69112,913378,6.9112,91.3378,96.4779,0.5693,0.5639
510000,四川省,2004,86.115,61295,799855,846213,4774,4732,,,,,,,,,,,86.115,61295,799855,6.1295,79.9855,84.6213,0.4774,0.4732
510000,四川省,2003,76.4047,56853,707194,745688,4515,6300,,,,,,,,,,,76.4047,56853,707194,5.6853,70.7194,74.5688,0.4515,0.63
510000,四川省,2002,64.8436,50154,598282,638540,2580,2172,,,,,,,,,,,64.8436,50154,598282,5.0,59.8,63.854,0.258,0.2172
510000,四川省,2001,57.1245,44772,526473,565335,1360,1102,,,,,,,,,,,57.1245,44772,526473,4.4772,52.6473,56.5335,0.136,0.1102
510000,四川省,2000,51.3068,38060,475008,505751,1298,1238,,,,,,,,,,,51.3068,38060,475008,3.806,47.5008,50.5751,0.1298,0.1238
520000,贵州省,2019,24.3623,10599,233024,237084,4203,1288,,,,,,,,,,,24.3623,10599,233024,1.0599,23.3024,23.7084,0.4203,0.1288
520000,贵州省,2018,23.732,,,,,,,,,,,,,,,,23.732,,,1.0938,22.6382,23.4089,0.2191,0.0283
520000,贵州省,2017,25.4782,,,,,,,,,,,,,,,,25.4782,,,1.152,24.3262,25.1732,0.217,0.0249
520000,贵州省,2016,28.989,14063,275827,285383,3111,266,,,,,,,,,,,28.989,14063,275827,1.4063,27.5827,28.5383,0.3111,0.0266
520000,贵州省,2015,24.9762,13902,235860,245735,2759,327,,,,,,,,,,,24.9762,13902,235860,1.3902,23.586,24.5735,0.2759,0.0327
520000,贵州省,2014,20.994,13900,196040,206203,2992,389,,,,,,,,,,,20.994,13900,196040,1.39,19.604,20.6203,0.2992,0.0389
520000,贵州省,2013,16.6997,14000,152997,163725,2310,517,,,,,,,,,,,16.6997,14000,152997,1.4,15.2997,16.3725,0.231,0.0517
520000,贵州省,2012,13.4675,14286,120389,130436,1947,590,,,,,,,,,,,13.4675,14286,120389,1.4286,12.0389,13.0436,0.1947,0.059
520000,贵州省,2011,10.8802,13698,95104,106630,1714,374,,,,,,,,,,,10.8802,13698,95104,1.3698,9.5104,10.663,0.1714,0.0374
520000,贵州省,2010,8.79,12062,75838,85782,1706,381,,,,,,,,,,,8.79,12062,75838,1.2,7.6,8.5782,0.1706,0.0381
520000,贵州省,2009,8.03,11041,69259,78428,1484,354,,,,,,,,,,,8.03,11041,69259,1.1041,6.9259,7.8428,0.1484,0.0354
520000,贵州省,2008,7.8,11391,66609,76118,1499,350,,,,,,,,,,,7.8,11391,66609,1.1391,6.6609,7.6118,0.1499,0.035
520000,贵州省,2007,7.6798,11274.9122623509,65522.8571216838,75051,1316,349,,,,,,,,,,,7.67977693840347,11274.9122623509,65522.8571216838,1.1275,6.5523,7.5051,0.1316,0.0349
520000,贵州省,2006,6.7056,8887.42297112064,98332,110740,2036,469,,,,,0.0,0.0,0.0,0,0,0,6.70555589932342,15024,98332,1.5024,9.8332,11.074,0.2036,0.0469
520000,贵州省,2005,9.4589,12250,82339,92248,1827,428,,,,,,,,,,,9.4589,12250,82339,1.225,8.2339,9.2248,0.1827,0.0428
520000,贵州省,2004,8.8475,10855,77620,85987,1970,434,,,,,,,,,,,8.8475,10855,77620,1.0855,7.762,8.5987,0.197,0.0434
520000,贵州省,2003,7.9585,9303,70284,77582,1591,350,,,,,,,,,,,7.9587,9303,70284,0.9303,7.0284,7.7582,0.1591,0.035
520000,贵州省,2002,7.4567,8411,66156,71378,1771,262,,,,,,,,,,,7.4567,8411,66156,0.8,6.6,7.1378,0.1771,0.0262
520000,贵州省,2001,6.8861,8710,60151,66437,1850,254,,,,,,,,,,,6.8861,8710,60151,0.871,6.0151,6.6437,0.185,0.0254
520000,贵州省,2000,6.2387,7969,54418,61659,480,148,,,,,,,,,,,6.2387,7969,54418,0.7969,5.4418,6.1659,0.048,0.0148
530000,云南省,2019,63.65,30363,606137,628434,4781,1585,559,,,,,,,,,,63.65,30363,606137,3.0363,60.6137,62.8434,0.4781,0.1585
530000,云南省,2018,63.75,,,,,,,,,,,,,,,,63.75,,,3.1124,60.6376,62.9531,0.4719,0.1815
530000,云南省,2017,63.1182,,,,,,,,,,,,,,,,63.1182,,,5.5949,57.5233,62.2973,0.3722,0.1684
530000,云南省,2016,74.3663,66865,676798,733749,5065,2036,448,,,,,,,,,,74.3663,66865,676798,6.6865,67.6798,73.3749,0.5065,0.2036
530000,云南省,2015,69.7098,58138,638960,689085,4722,2000,488,,,,,,,,,,69.7098,58138,638960,5.8138,63.896,68.9085,0.4722,0.2
530000,云南省,2014,58.2013,46881,535132,573579,4939,2067,489,,,,,,,,,,58.2013,46881,535132,4.6881,53.5132,57.3579,0.4939,0.2067
530000,云南省,2013,48.63,38247,448053,480071,3381,1315,501,,,,,,,,,,48.63,38247,448053,3.8247,44.8053,48.0071,0.3381,0.1315
530000,云南省,2012,40.12,28322,372878,394861,3239,804,373,,,,,,,,,,40.12,28322,372878,2.8322,37.2878,39.4861,0.3239,0.0804
530000,云南省,2011,34.24,24117,318283,337724,3180,838,333,,,,,,,,,,34.24,24117,318283,2.4117,31.8283,33.7724,0.318,0.0838
530000,云南省,2010,29.7757,23121,274636,292701,2651,1433,483,,,,,,,,,,29.7757,23121,274636,2.3,27.5,29.2701,0.2651,0.1433
530000,云南省,2009,27.1217,23435,247782,265661,4561,308,,,,,,,,,,,27.1217,23435,247782,2.3435,24.7782,26.5661,0.4561,0.0308
530000,云南省,2008,25.4629,23697,230932,249989,4173,281,,,,,,,,,,,25.4629,23697,230932,2.3697,23.0932,24.9989,0.4173,0.0281
530000,云南省,2007,23.6587,21227.6523324333,215359.350937764,232066,3914,229,,,,,,,,,,,23.6587003270198,21227.6523324333,215359.350937764,2.1228,21.5359,23.2066,0.3914,0.0229
530000,云南省,2006,20.7183,20846.4615128455,262989,285172,5988,493,,,,,0.0,0.0,0.0,0,0,0,20.7182878710919,29422,262989,2.9422,26.2989,28.5172,0.5988,0.0493
530000,云南省,2005,23.8488,25844,212644,231483,6267,275,,,,,,,,,,,23.8488,25844,212644,2.5844,21.2644,23.1483,0.6267,0.0275
530000,云南省,2004,22.0498,25370,195128,213220,6152,98,,,,,,,,,,,22.0498,25370,195128,2.537,19.5128,21.322,0.6152,0.0098
530000,云南省,2003,20.4308,24030,180278,198209,4980,523,,,,,,,,,,,20.4308,24030,180278,2.403,18.0278,19.8209,0.498,0.0523
530000,云南省,2002,19.2564,23554,169010,184305,6688,1341,,,,,,,,,,,19.2564,23554,169010,2.4,16.9,18.4305,0.6688,0.1341
530000,云南省,2001,18.0181,21822,158359,172563,6201,1265,,,,,,,,,,,18.0181,21822,158359,2.1822,15.8359,17.2563,0.6201,0.1265
530000,云南省,2000,16.6164,21228,144936,144575,11304,8330,,,,,,,,,,,16.6164,21228,144936,2.1228,14.4936,14.4575,1.1304,0.833
540000,西藏自治区,2019,0.0406,310,96,306,,,,,,,,,,,,,0.0406,310,96,0.031,0.0096,0.0306,,
540000,西藏自治区,2018,0.0377,,,,,,,,,,,,,,,,0.0377,,,0.0334,0.0043,0.0068,,
540000,西藏自治区,2017,0.0454,,,,,,,,,,,,,,,,0.0454,,,0.0383,0.0071,0.0118,,
540000,西藏自治区,2016,0.0912,832,80,166,,,,,,,,,,,,,0.0912,832,80,0.0832,0.008,0.0166,,
540000,西藏自治区,2015,0.034,279,61,277,,,,,,,,,,,,,0.034,279,61,0.0279,0.0061,0.0277,,
540000,西藏自治区,2014,0.034,279,61,277,,,,,,,,,,,,,0.034,279,61,0.0279,0.0061,0.0277,,
540000,西藏自治区,2013,0.04,335,65,324,,,,,,,,,,,,,0.04,335,65,0.0335,0.0065,0.0324,,
540000,西藏自治区,2012,0.04,335,65,328,,,,,,,,,,,,,0.04,335,65,,,0.0328,,
540000,西藏自治区,2011,0.0412,369,43,329,,,,,,,,,,,,,0.0412,369,43,,,0.0329,,
540000,西藏自治区,2010,0.05,428,72,388,0,,,,,,,,,,,,0.05,428,72,,,0.0388,,
540000,西藏自治区,2009,0.05,408,92,430,,,,,,,,,,,,,0.05,408,92,,,0.043,,
540000,西藏自治区,2008,0.05,404,96,434,,,,,,,,,,,,,0.05,404,96,,,0.0434,,
540000,西藏自治区,2007,0.0528,441,87,448,,,,,,,,,,,,,0.0528,441,87,,,0.0448,,
540000,西藏自治区,2006,0.0528,441,87,448,,,,,,,0.0,0.0,0.0,0,0,0,0.0528,441,87,,,0.0448,0.0,0
540000,西藏自治区,2005,0.009269,91.79,0.9,92.69,,,,,,,,,,,,,0.009269,91.79,0.9,,,0.009269,,
540000,西藏自治区,2004,0.0548,512,36,456,,,,,,,,,,,,,0.0548,512,36,0.0512,,0.0456,,
540000,西藏自治区,2003,0.0089,61,28,89,,,,,,,,,,,,,0.0089,61,28,0.0,0.0,0.0089,,
540000,西藏自治区,2002,0.0142,113,29,133,,,,,,,,,,,,,0.0142,113,29,,,0.0133,,
540000,西藏自治区,2001,0.111,89,1021,1110,,,,,,,,,,,,,0.111,89,1021,0.0089,0.1021,0.111,,
540000,西藏自治区,2000,0.18,80,1720,1800,,,,,,,,,,,,,0.18,80,1720,0.008,0.172,0.18,,
610000,陕西省,2019,16.6208,5012,161196,154599,2610,8,,,,,,,,,,,16.6208,5012,161196,0.5012,16.1196,15.4599,0.261,0.0008
610000,陕西省,2018,16.3035,,,,,,,,,,,,,,,,16.3035,,,0.72,15.5835,15.6464,0.0411,0.0008
610000,陕西省,2017,16.303,,,,,,,,,,,,,,,,16.303,,,0.72,15.583,15.6488,0.0397,0.0008
610000,陕西省,2016,15.9,7220,151780,152597,399,5,1,,,,,,,,,,15.9,7220,151780,0.722,15.178,15.2597,0.0399,0.0005
610000,陕西省,2015,15.516,7200,147960,148869,377,5,1,,,,,,,,,,15.516,7200,147960,0.72,14.796,14.8869,0.0377,0.0005
610000,陕西省,2014,13.932,6000,133320,135325,372,6,1,,,,,,,,,,13.932,6000,133320,0.6,13.332,13.5325,0.0372,0.0006
610000,陕西省,2013,12.515,5400,119750,121719,205,20,14,,,,,,,,,,12.515,5400,119750,0.54,11.975,12.1719,0.0205,0.002
610000,陕西省,2012,10.5429,4754,100675,103912,215,36,14,,,,,,,,,,10.5429,4754,100675,0.4754,10.0675,10.3912,0.0215,0.0036
610000,陕西省,2011,8.18,7088,74712,80684,209,28,16,,,,,,,,,,8.18,7088,74712,0.7088,7.4712,8.0684,0.0209,0.0028
610000,陕西省,2010,6.0373,4235,56138,60173,123,,,,,,,,,,,,6.0373,4235,56138,0.4,5.6,6.0173,0.0123,
610000,陕西省,2009,5.6,4154,51846,55824,114,,,,,,,,,,,,5.6,4154,51846,0.4154,5.1846,5.5824,0.0114,
610000,陕西省,2008,5.22,4064,48136,52072,82,,,,,,,,,,,,5.22,4064,48136,0.4064,4.8136,5.2072,0.0082,
610000,陕西省,2007,5.0323,3641.74136478517,46681.1092991535,50067,137,,,,,,,,,,,,5.03228506639387,3641.74136478517,46681.1092991535,0.3642,4.6681,5.0067,0.0137,
610000,陕西省,2006,4.82,2854.69835920889,74781,79244,149,,,,,,0.0,0.0,0.0,0,0,0,4.81981983592089,4708,74781,0.4708,7.4781,7.9244,0.0149,0
610000,陕西省,2005,7.3593,6065,67528,73311,109,,,,,,,,,,,,7.3593,6065,67528,0.6065,6.7528,7.3311,0.0109,
610000,陕西省,2004,7.3686,3886,69800,73359,161,,,,,,,,,,,,7.3686,3886,69800,0.3886,6.98,7.3359,0.0161,
610000,陕西省,2003,6.6682,2951,63731,66366,125,2,,,,,,,,,,,6.6682,2951,63731,0.2951,6.3731,6.6366,0.0125,0.0002
610000,陕西省,2002,6.4109,2856,61253,63559,129,85,,,,,,,,,,,6.4109,2856,61253,0.3,6.1,6.3559,0.0129,0.0085
610000,陕西省,2001,6.3294,3035,60259,62920,80,,,,,,,,,,,,6.3294,3035,60259,0.3035,6.0259,6.292,0.008,
610000,陕西省,2000,6.084,3205,57635,60499,213,,,,,,,,,,,,6.084,3205,57635,0.3205,5.7635,6.0499,0.0213,
620000,甘肃省,2019,1.4353,,14353,14208,127,,,,,,,,,,,,1.4353,,14353,,1.4353,1.4208,0.0127,
620000,甘肃省,2018,1.4136,,,,,,,,,,,,,,,,1.4136,,,,1.4136,1.4039,0.0075,
620000,甘肃省,2017,1.5441,,,,,,,,,,,,,,,,1.5441,,,,1.5441,1.5355,0.0063,
620000,甘肃省,2016,1.5333,,15333,15266,48,,,,,,,,,,,,1.5333,,15333,,1.5333,1.5266,0.0048,
620000,甘肃省,2015,1.4932,,14932,14869,44,,,,,,,,,,,,1.4932,,14932,,1.4932,1.4869,0.0044,
620000,甘肃省,2014,1.4476,,14476,14427,47,,,,,,,,,,,,1.4476,,14476,,1.4476,1.4427,0.0047,
620000,甘肃省,2013,1.3884,,13884,13832,50,,,,,,,,,,,,1.3884,,13884,,1.3884,1.3832,0.005,
620000,甘肃省,2012,1.334,,13340,13262,76,,,,,,,,,,,,1.334,4754,13340,,1.334,1.3262,0.0076,
620000,甘肃省,2011,1.2879,,12879,12829,48,,,,,,,,,,,,1.2879,,12879,,1.2879,1.2829,0.0048,
620000,甘肃省,2010,1.23,,12300,12249,48,,,,,,,,,,,,1.23,0,12300,,1.2,1.2249,0.0048,
620000,甘肃省,2009,1.1926,,11926,11897,25,,,,,,,,,,,,1.1926,,11926,,1.1926,1.1897,0.0025,
620000,甘肃省,2008,1.177,759,11011,11743,24,,,,,,,,,,,,1.177,759,11011,0.0759,1.1011,1.1743,0.0024,
620000,甘肃省,2007,1.1449,739.948952964967,10708,11421,22,4,,,,,,,,,,,1.14490283449671,741,10708,0.0741,1.0708,1.1421,0.0022,0.0004
620000,甘肃省,2006,1.0547,727.135984082457,15329,16422,30,,,,,,0.0,0.0,0.0,0,0,0,1.05476359840825,1135,15329,0.1135,1.5329,1.6422,0.003,0
620000,甘肃省,2005,1.5675,1270,14405,15675,,,,,,,,,,,,,1.5675,1270,14405,0.127,1.4405,1.5675,,
620000,甘肃省,2004,1.4539,880,13659,14469,43,7,,,,,,,,,,,1.4539,880,13659,0.088,1.3659,1.4469,0.0043,0.0007
620000,甘肃省,2003,1.4344,1162,13182,14344,,,,,,,,,,,,,1.4344,1162,13182,0.1162,1.3182,1.4344,,
620000,甘肃省,2002,1.4757,594,14163,14757,,,,,,,,,,,,,1.4757,594,14163,0.1,1.4,1.4757,,
620000,甘肃省,2001,1.4693,556,14137,14693,,,,,,,,,,,,,1.4693,556,14137,0.0556,1.4137,1.4693,,
620000,甘肃省,2000,1.4089,649,13440,14089,,,,,,,,,,,,,1.4089,649,13440,0.0649,1.344,1.4089,,
630000,青海省,2019,1.8526,,18526,18297,229,,,,,,,,,,,,1.8526,,18526,,1.8526,1.8297,0.0229,
630000,青海省,2018,1.7116,,,,,,,,,,,,,,,,1.7116,,,,1.7116,1.6913,0.0203,
630000,青海省,2017,1.6073,,,,,,,,,,,,,,,,1.6073,,,,1.6073,1.5959,0.0114,
630000,青海省,2016,1.205,,12050,11883,167,,,,,,,,,,,,1.205,,12050,,1.205,1.1883,0.0167,
630000,青海省,2015,1.0578,,10578,10438,140,,,,,,,,,,,,1.0578,,10578,,1.0578,1.0438,0.014,
630000,青海省,2014,0.9037,,9037,8901,136,,,,,,,,,,,,0.9037,,9037,,0.9037,0.8901,0.0136,
630000,青海省,2013,0.6,,6000,5875,125,,,,,,,,,,,,0.6,,6000,,0.6,0.5875,0.0125,
630000,青海省,2012,0.452,60,4460,4355,105,,,,,,,,,,,,0.452,60,4460,,0.446,0.4355,0.0105,
630000,青海省,2011,0.3293,63,3230,3153,77,,,,,,,,,,,,0.3293,63,3230,,0.323,0.3153,0.0077,
630000,青海省,2010,0.16,35,1565,1491,74,,,,,,,,,,,,0.16,35,1565,,0.2,0.1491,0.0074,
630000,青海省,2009,0.14,40,1360,1334,26,,,,,,,,,,,,0.14,40,1360,,0.136,0.1334,0.0026,
630000,青海省,2008,0.145,30,1420,1381,39,,,,,,,,,,,,0.145,30,1420,,0.142,0.1381,0.0039,
630000,青海省,2007,0.1524,53.123425692695,1470.63350125945,1444,27,,,,,,,,,,,,0.152375692695214,53.123425692695,1470.63350125945,,0.1471,0.1444,0.0027,
630000,青海省,2006,0.181,53.123425692695,1985,1902,23,,,0.0,,,0.0,0.0,0.0,0,0,0,0.18106234256927,60,1985,,0.1985,0.1902,0.0023,0
630000,青海省,2005,0.0878,62,816,878,,,,,,,,,,,,,0.0878,62,816,,0.0816,0.0878,,
630000,青海省,2004,0.1477,60,1417,1377,40,,,,,,,,,,,,0.1477,60,1417,,0.1417,0.1377,0.004,
630000,青海省,2003,0.1253,58,1195,1253,,,,,,,,,,,,,0.1253,58,1195,0.0,0.1195,0.1253,,
630000,青海省,2002,0.1796,79,1717,1796,,,,,,,,,,,,,0.1796,79,1717,,0.2,0.1796,,
630000,青海省,2001,0.1989,103,1886,1989,,,,,,,,,,,,,0.1989,103,1886,0.0103,0.1886,0.1989,,
630000,青海省,2000,0.1166,92,1074,1166,,,,,,,,,,,,,0.1166,92,1074,0.0092,0.1074,0.1166,,
640000,宁夏回族自治区,2019,15.766,8127,149533,156298,1323,,,,,,,,,,,,15.766,8127,149533,0.8127,14.9533,15.6298,0.1323,
640000,宁夏回族自治区,2018,17.6949,,,,,,,,,,,,,,,,17.6949,,,0.0394,17.6555,17.5862,0.105,
640000,宁夏回族自治区,2017,18.0889,,,,,,,,,,,,,,,,18.0889,,,0.0429,18.046,17.9409,0.145,
640000,宁夏回族自治区,2016,17.4591,416,174175,173146,1425,,,,,,,,,,,,17.4591,416,174175,0.0416,17.4175,17.3146,0.1425,
640000,宁夏回族自治区,2015,16.9727,392,169335,168378,1329,,,,,,,,,,,,16.9727,392,169335,0.0392,16.9335,16.8378,0.1329,
640000,宁夏回族自治区,2014,16.2588,344,162244,160357,2225,,,,,,,,,,,,16.2588,344,162244,0.0344,16.2244,16.0357,0.2225,
640000,宁夏回族自治区,2013,14.493,230,144700,142906,2024,,,,,,,,,,,,14.493,230,144700,0.023,14.47,14.2906,0.2024,
640000,宁夏回族自治区,2012,12.3538,218,123320,121609,1929,,,,,,,,,,,,12.3538,218,123320,,12.332,12.1609,0.1929,
640000,宁夏回族自治区,2011,10.5422,200,105222,104278,1144,,,,,,,,,,,,10.5422,200,105222,,10.5222,10.4278,0.1144,
640000,宁夏回族自治区,2010,9.0035,190,89845,89165,870,,,,,,,,,,,,9.0035,190,89845,,9.0,8.9165,0.087,
640000,宁夏回族自治区,2009,8.1844,194,81650,81324,520,,,,,,,,,,,,8.1844,194,81650,,8.165,8.1324,0.052,
640000,宁夏回族自治区,2008,7.5137,182,74955,74620,517,,,,,,,,,,,,7.5137,182,74955,,7.4955,7.462,0.0517,
640000,宁夏回族自治区,2007,7.0439,152.708245648603,70286.0275061928,69764,675,,,,,,,,,,,,7.04387357518415,152.708245648603,70286.0275061928,,7.0286,6.9764,0.0675,
640000,宁夏回族自治区,2006,6.1591,846.753505812012,66429,67185,170,,,0.0,,,0.0,0.0,0.0,0,0,0,6.15908017105487,926,66429,0.0926,6.6429,6.7185,0.017,0
640000,宁夏回族自治区,2005,5.8319,385,57934,57795,11,,,,,,,,,,,,5.8319,385,57934,,5.7934,5.7795,0.0011,
640000,宁夏回族自治区,2004,5.6541,398,56143,56514,27,,,,,,,,,,,,5.6541,398,56143,,5.6143,5.6514,0.0027,
640000,宁夏回族自治区,2003,5.0384,314,50070,50339,20,,,,,,,,,,,,5.0384,314,50070,0.0,5.007,5.0339,0.002,
640000,宁夏回族自治区,2002,4.8576,247,48329,48493,83,,,,,,,,,,,,4.8576,247,48329,,4.8,4.8493,0.0083,
640000,宁夏回族自治区,2001,4.1283,421,40862,41215,68,,,,,,,,,,,,4.1283,421,40862,0.0421,4.0862,4.1215,0.0068,
640000,宁夏回族自治区,2000,3.6983,564,36419,36942,41,,,,,,,,,,,,3.6983,564,36419,0.0564,3.6419,3.6942,0.0041,
650000,新疆维吾尔自治区,2019,16.6758,14726,152032,162504,4182,30,,,,,,,,,,,16.6758,14726,152032,1.4726,15.2032,16.2504,0.4182,0.003
650000,新疆维吾尔自治区,2018,17.4342,,,,,,,,,,,,,,,,17.4342,,,1.404,16.0302,17.0329,0.3856,0.0028
650000,新疆维吾尔自治区,2017,16.5528,,,,,,,,,,,,,,,,16.5528,,,1.2723,15.2805,16.2333,0.2988,0.0065
650000,新疆维吾尔自治区,2016,16.1601,13985,147616,157273,2201,47,,,,,,,,,,,16.1601,13985,147616,1.3985,14.7616,15.7273,0.2201,0.0047
650000,新疆维吾尔自治区,2015,15.1361,10794,140567,149770,1404,45,,,,,,,,,,,15.1361,10794,140567,1.0794,14.0567,14.977,0.1404,0.0045
650000,新疆维吾尔自治区,2014,14.4007,13126,130881,142459,1174,45,,,,,,,,,,,14.4007,13126,130881,1.3126,13.0881,14.2459,0.1174,0.0045
650000,新疆维吾尔自治区,2013,13.1704,13153,118551,129606,1032,45,,,,,,,,,,,13.1704,13153,118551,1.3153,11.8551,12.9606,0.1032,0.0045
650000,新疆维吾尔自治区,2012,12.17,12693,109007,119982,993,48,,,,,,,,,,,12.17,12693,109007,1.2693,10.9007,11.9982,0.0993,0.0048
650000,新疆维吾尔自治区,2011,11.1564,13501,98063,108590,726,8,,,,,,,,,,,11.1564,13501,98063,1.3501,9.8063,10.859,0.0726,0.0008
650000,新疆维吾尔自治区,2010,10.1063,10150,90913,99923,503,69,,,,,,,,,,,10.1063,10150,90913,1.0,9.1,9.9923,0.0503,0.0069
650000,新疆维吾尔自治区,2009,9.5037,9174,85863,93974,558,255,,,,,,,,,,,9.5037,9174,85863,0.9174,8.5863,9.3974,0.0558,0.0255
650000,新疆维吾尔自治区,2008,9.12,11383,79817,90062,635,109,,,,,,,,,,,9.12,11383,79817,1.1383,7.9817,9.0062,0.0635,0.0109
650000,新疆维吾尔自治区,2007,8.7746,11170.9774460541,76575,86309,817,290,,,,,,,,,,,8.77452084780509,11170.9774460541,76575,1.1171,7.6575,8.6309,0.0817,0.029
650000,新疆维吾尔自治区,2006,8.3147,12939.4855239062,71218,83349,744,,,0.0,,,0.0,0.0,0.0,0,0,0,8.31455102109058,13126,71218,1.3126,7.1218,8.3349,0.0744,0.0006
650000,新疆维吾尔自治区,2005,7.932,13749,65571,78242,,,,,,,,,,,,,7.932,13749,65571,1.3749,6.5571,7.8242,,
650000,新疆维吾尔自治区,2004,7.2239,12733,59506,71506,610,3,,,,,,,,,,,7.2239,12733,59506,1.2733,5.9506,7.1506,0.061,0.0003
650000,新疆维吾尔自治区,2003,6.7278,13094,54184,66241,,,,,,,,,,,,,6.7278,13094,54184,1.3094,5.4184,6.6241,,
650000,新疆维吾尔自治区,2002,6.3906,9578,54328,63340,,,,,,,,,,,,,6.3906,9578,54328,1.0,5.4,6.334,,
650000,新疆维吾尔自治区,2001,6.0876,10082,50794,60113,,,,,,,,,,,,,6.0876,10082,50794,1.0082,5.0794,6.0113,,
650000,新疆维吾尔自治区,2000,6.0065,9193,50872,59416,,,,,,,,,,,,,6.0065,9193,50872,0.9193,5.0872,5.9416,,
