省份编码,省份,年份,肉类产量(万吨),猪肉产量(万吨),牛肉产量(万吨),羊肉产量(万吨),牛奶产量(万吨),绵羊毛产量(吨),细羊毛产量(吨),半细羊毛产量(吨),山羊毛产量(吨),羊绒产量(吨),禽蛋产量(万吨),蜂蜜产量(万吨)
130000,河北省,2010,416.711589331073,245.191462382542,58.0810729911624,29.3053339573687,439.761,29290.0,3945.0,16304.0,2728.0,776.0,339.083516975065,1.1152
130000,河北省,2009,426.582565938039,253.558906290115,55.262676490164,28.01548315776,451.5,34588.0,6228.0,16998.0,2980.0,676.0,353.211996849026,1.0019
130000,河北省,2008,421.098208024449,245.775144074449,56.83121811,26.47966272,504.51186576,34147.0,7009.0,13887.0,3503.0,701.0,410.99836729,0.9778
130000,河北省,2007,396.189017280506,225.5112,57.73771668666,24.3424050103864,489.4372,32051.0,6844.0,14485.0,3480.0,789.0,396.448662553845,0.891
130000,河北省,2006,406.178406882045,246.8,54.06180086,22.6186095061884,407.6186,33254.0,6894.0,14665.0,3783.0,857.0,382.303435442474,0.9054
130000,河北省,2005,571.9014,337.3696,86.8593,33.7279,340.3456,36466.0,6866.0,14341.0,3565.0,890.0,458.9667,0.7608
130000,河北省,2004,533.9521,313.3789,82.9053,31.0963,266.4643,31678.0,5375.0,12955.0,3760.0,863.0,432.9416,0.7259
130000,河北省,2003,502.4093,290.2523,78.5867,29.0202,197.9021,30004.0,4345.0,12614.0,4075.0,958.0,415.1898,0.6485
130000,河北省,2002,458.2039,265.1646,71.2296,26.7059,136.9,28657.0,4514.0,11860.0,4666.0,901.0,389.4434,0.8049
130000,河北省,2001,445.682,260.2549,68.5023,25.5697,107.4,27475.0,4426.0,11867.0,4690.0,1018.0,369.6275,0.9394
130000,河北省,2000,419.4228,242.8362,65.2916,24.5944,84.2,27788.0,5432.0,11104.0,5567.0,981.0,357.0263,0.904
140000,山西省,2019,91.0168333391555,56.7779876276858,6.60775643060454,8.03260273602448,91.813957606,7792.2,2440.3,4054.5,1354.9,1148.6,111.397841392,0.69215
140000,山西省,2018,93.0907910236934,62.4620325937138,6.49913190040962,8.12987998181246,81.0562553710875,7957.9,2317.2,4171.9,1428.6,1215.1,102.577147670341,0.61338
140000,山西省,2017,93.3211487901065,62.669176744781,5.9098390641392,8.55516148453283,77.3916090786927,8072.01,2562.55,3954.3,1537.06,1226.71,101.871059107464,0.576693
140000,山西省,2016,84.4268651105412,57.5239099623801,5.9165278,7.42887068292314,95.08829395851,8979.39,2775.19,4525.5,1637.64,1246.93,89.045334636,0.502972
140000,山西省,2015,85.5729664144868,60.2508049421148,5.8754,6.9041,91.872747786,9195.38,3161.9,4369.48,1555.33,1216.77,87.240366755,0.508244
140000,山西省,2014,87.4793174932,64.1648614932,5.8,6.7,96.2,8596.31,3165.23,4118.18,1448.9,1099.18,83.6647479146617,0.46264
140000,山西省,2013,83.20597355,61.1676468,5.199768,6.19993275,86.2089536,8184.74,2992.6,3411.1632,1366.14655,787.17345,79.845748,0.456427
140000,山西省,2012,77.395421,56.3238,4.887,5.93295,79.9712,7832.82,2434.72,2881.05,1432.06,739.13,74.692,0.428628
140000,山西省,2011,71.296155,52.2,4.5,5.55,74.6,6855.07,2188.83,2392.69,1293.94,647.99,71.0,0.413584
140000,山西省,2010,72.4351971388,53.0872541388,4.91666,5.6,73.225,7093.79,763.5,974.0,1284.74,665.69,70.4808,0.315548
140000,山西省,2009,69.77552685,50.65577685,4.844,5.58,72.5,5865.7,509.8,487.7,1330.4,797.2,75.3,0.30362
140000,山西省,2008,63.29654,45.43119,4.228,5.05494,68.1775,5668.0,453.0,569.0,1742.0,777.0,61.5992,0.313
140000,山西省,2007,58.0672,44.1464,3.8655,5.1645,81.184,4486.0,785.0,624.0,1434.0,695.0,47.3001696789496,0.2942
140000,山西省,2006,55.7335823211891,41.22026272686,3.73040864026233,4.97521771931049,81.0552,8235.0,1630.0,1083.0,1764.0,785.0,43.0784787604277,0.2676
140000,山西省,2005,68.2425,47.8821,6.9254,7.4274,71.2781,8805.0,1733.0,1122.0,1740.0,795.0,56.8789,0.2812
140000,山西省,2004,66.5585,46.8241,6.6997,7.2265,61.1497,8632.0,1687.0,998.0,1687.0,706.0,52.0443,0.269
140000,山西省,2003,66.508,46.7852,6.6687,7.2115,53.241,8401.0,1724.0,972.0,1715.0,672.0,50.3488,0.2818
140000,山西省,2002,64.9118,45.3492,6.7239,6.9443,44.7,7685.0,1519.0,939.0,1702.0,668.0,45.6533,0.2485
140000,山西省,2001,63.5274,44.1525,6.5789,6.9429,37.9,7109.0,1517.0,866.0,1682.0,642.0,42.5589,0.2512
140000,山西省,2000,63.6854,43.5432,7.3154,7.0268,33.5,7287.0,1498.0,745.0,1659.0,632.0,40.3297,0.2926
150000,内蒙古自治区,2019,264.56284,62.568,63.778,109.791,577.2012904,114874.72,60966.07,22312.68,5385.53,6311.96,58.1,0.18536
150000,内蒙古自治区,2018,267.322159875279,71.8,61.4345932102677,106.337775282676,565.573565496665,118178.85,62086.23,23365.71,6053.76,6606.83,55.2,0.3592
150000,内蒙古自治区,2017,265.162979910014,73.523987208,59.4841069316964,104.127592882842,552.857835285107,126681.83,70658.21,24955.69,8775.01,8026.39,53.2092,0.45633
150000,内蒙古自治区,2016,258.893963300311,72.0823404,55.5926233006508,98.98060159966,734.1248,132925.41,71776.68,27651.97,10192.87,8498.23,58.0,0.51238
150000,内蒙古自治区,2015,245.713634857508,70.8078,52.8949793536164,92.5917695038915,803.2,127186.51,70831.55,22795.19,10262.43,8380.1,56.4,0.4395
150000,内蒙古自治区,2014,252.32677597508,73.3,54.53090655012,93.33188085936,788.0156622,121525.0,63040.0,21891.0,10450.0,8283.0,53.54,0.2225
150000,内蒙古自治区,2013,244.9002474,73.35,51.78623604,88.80293136,767.2986,110532.0,54193.0,19681.0,10154.0,7901.0,55.09,0.2354
150000,内蒙古自治区,2012,245.75195,73.9381,51.17217,88.62568,910.202,104190.0,51301.0,18889.0,12437.0,7642.0,54.46324,0.2365
150000,内蒙古自治区,2011,237.4230422,71.3,49.73,87.23,908.2,106599.487,58854.141,14313.027,12561.211,7643.808,52.52,0.3193585
150000,内蒙古自治区,2010,238.6565,71.8928,49.70838,89.2,905.17713,107452.0,50442.0,15443.0,12579.0,8104.0,49.998897,0.4174
150000,内蒙古自治区,2009,233.9879,68.6,47.4,88.2,903.1,102027.0,54234.0,15509.0,18455.0,7375.0,48.87,0.4522
150000,内蒙古自治区,2008,217.9857,64.6838,43.0902,84.8436,912.2349,96385.0,51838.0,12843.0,9790.0,7642.0,45.5466,0.4558
150000,内蒙古自治区,2007,205.0206,60.3382,39.398,80.818,909.8399,98321.0,53322.0,13498.0,9303.0,6672.0,43.0231528205786,0.4294
150000,内蒙古自治区,2006,216.522044664046,81.698157692,36.43136192,74.6569900768464,869.1631,98195.0,52609.0,14749.0,7710.0,6797.0,41.3286770610745,0.3896
150000,内蒙古自治区,2005,229.4646,87.5931,33.5973,72.4318,691.0481,94902.0,44841.0,14943.0,7558.0,6395.0,46.178,0.4641
150000,内蒙古自治区,2004,201.3481,80.7935,28.7156,60.3598,497.8733,85670.0,45614.0,14181.0,6329.0,5956.0,38.749,0.3377
150000,内蒙古自治区,2003,162.7246,71.2719,24.0252,45.3163,308.0222,69255.0,38240.0,13990.0,5793.0,5338.0,34.4437,0.2653
150000,内蒙古自治区,2002,145.7755,74.884,19.489,33.8107,165.2,58538.0,33681.0,12712.0,5133.0,4531.0,27.6578,0.2298
150000,内蒙古自治区,2001,149.5778,78.9957,23.2147,32.5724,106.2,60894.0,35480.0,11926.0,4379.0,3999.0,26.379,0.1765
150000,内蒙古自治区,2000,143.3984,76.6206,21.844,31.8166,79.8,65051.0,36959.0,13601.0,3443.0,3815.0,24.4076,0.1605
210000,辽宁省,2019,367.8867353,189.4,29.6,6.81,133.9,4491.99061,435.6837,3754.93976,1335.16566,1081.6934,307.9,0.257179987
210000,辽宁省,2018,377.1203326,210.1,27.5,6.6,131.8,7607.25627,1198.68532,6095.32795,1335.46301,1055.5891,297.2,0.2835561
210000,辽宁省,2017,385.387619143733,220.9,25.1103500433,7.02,119.708061656575,9036.5152,1569.1539,6616.1953,1325.34217,1049.4354,270.432819830386,0.29578639
210000,辽宁省,2016,430.918643386,219.1708,41.59891,8.7,143.055,9276.5752,1968.7613,6668.5139,1340.83462,1016.92566,287.6,0.227950653
210000,辽宁省,2015,429.365981707188,227.12,40.27,8.45,140.25,12779.8763,3592.732,8688.37598,1390.27709,956.23425,276.5,0.0637683
210000,辽宁省,2014,429.213417784051,240.3,42.75,8.9,131.2,14977.39,4048.857,10544.263,1468.32957,1062.56296,279.3,0.0706268
210000,辽宁省,2013,420.119822153248,233.6449815,43.2432,8.05057065324808,120.881781,14987.897,3845.955,10985.582,1558.232,995.893,276.8177374,0.1187046
210000,辽宁省,2012,418.70417,230.1921,43.2,7.88627,124.749,14660.0,3828.0,10636.0,1827.0,1056.0,279.8966,0.1484
210000,辽宁省,2011,408.1721,225.9,42.0,7.91,124.5,13471.0,2405.0,7717.0,2169.0,1116.0,277.4,0.1659
210000,辽宁省,2010,406.7067508,228.4272,41.5668,7.94192,121.22,12153.703,2347.21,6365.759,2565.09,1292.58,275.725656,0.172809
210000,辽宁省,2009,389.2344,218.8,40.2,7.84,110.0,10136.018,2511.042,6033.783,2735.568,1215.516,263.097,0.1683886
210000,辽宁省,2008,373.2875,210.0,37.7,7.34,101.2,11468.48,2700.916,7028.19,2401.12,1371.788,254.2,0.2006692
210000,辽宁省,2007,348.006586628373,191.0315,38.2345701296258,6.9680164987475,105.0969,9410.581,2385.814,6536.81,2030.293,1445.947,204.149546091006,0.2951559
210000,辽宁省,2006,329.692698358221,189.32676992,35.304312215721,6.3868162225,93.6952,9714.177,3032.985,6004.126,1777.475,1353.952,195.171650182606,0.3780327
210000,辽宁省,2005,347.92206,191.2416,42.2495,7.11786,74.8764,10412.042,3618.241,6590.844,1679.611,1052.842,224.0456,0.1941509
210000,辽宁省,2004,318.3809,175.2902,37.2899,6.115,58.4479,10821.0,4134.0,6255.0,1635.0,894.0,192.3857,0.1788
210000,辽宁省,2003,280.1452,147.9091,33.8692,5.0958,42.6899,10587.0,4385.0,5572.0,1393.0,719.0,169.5053,0.1075
210000,辽宁省,2002,253.892,132.3696,29.6578,4.4405,28.1,9158.0,4073.0,4885.0,1119.0,372.0,159.8264,0.8148
210000,辽宁省,2001,234.73447,123.7997,27.26257,3.6904,24.2,8339.0,4127.0,4154.0,767.0,282.0,148.3621,0.7973
210000,辽宁省,2000,225.6905,116.9582,25.8413,3.368,18.9,7567.0,3721.0,3411.0,748.0,356.0,140.3108,0.5819
220000,吉林省,2019,243.216938623729,108.279027099796,41.8594385641695,4.731721448768,39.8990987226261,9549.49,3175.31,6369.36,608.47,73.36,121.52527095067,1.1651
220000,吉林省,2018,253.596716251245,126.9853,40.6595478,4.618168451245,38.8303104328801,11430.18,4728.46,6669.14,504.29,86.69,117.11411375012,1.1498
220000,吉林省,2017,256.131232410992,136.143296908245,38.0280958358601,4.86705725041471,33.9808057278706,16346.511,8434.365,7887.164,675.282,135.469,120.98355657536,1.0784
220000,吉林省,2016,260.406229799903,130.560200331596,47.1006166066289,4.81410212701751,52.8499992316584,15645.0,8011.4,7617.6,629.17,143.8,114.440762764255,1.5171
220000,吉林省,2015,261.1380342645,136.000208678746,46.5881469897418,4.78628719272692,52.3267319125331,15109.0,7644.0,7399.0,629.0,154.0,107.294088008754,1.4865
220000,吉林省,2014,261.967417671826,140.351092547725,45.9902734350857,4.4984050972154,49.3056367978609,14261.43,7469.73,6758.29,666.73,158.31,98.48847566,1.4782
220000,吉林省,2013,262.65514281628,136.30869824,45.04713444,4.24401013627972,47.5803785493916,18972.0,13376.0,5519.0,369.0,157.0,97.7,1.5255
220000,吉林省,2012,259.958734,132.72512,44.95722,4.085394,49.1,20273.59,11457.95,8754.84,735.52,185.8,100.24508,1.558
220000,吉林省,2011,243.91024,121.99,43.395,3.902,45.241,23093.91,12398.77,9618.75,1011.3,185.53,95.29,1.5155
220000,吉林省,2010,238.876519032215,119.842936032215,43.24188,3.825703,43.521,22801.23,13659.93,8769.74,756.14,184.73,95.642,1.2044
220000,吉林省,2009,226.157114119183,113.166134119183,41.82,3.647,44.5,22010.7,17088.47,4742.61,1169.32,130.38,98.6,1.165813
220000,吉林省,2008,216.789558753404,104.589772753404,39.9679,3.5058,39.740274,20736.5,16589.2,4147.3,1069.3,126.448,87.1,1.185049
220000,吉林省,2007,231.673533472331,96.3740591672292,47.5553954838092,4.44152982129264,47.30985,20366.95,14200.15,4215.12,904.28,110.46,86.2603665835804,0.830025
220000,吉林省,2006,237.53788669013,109.3916676132,45.0245604292159,4.13165564771408,34.5,21500.0,15799.01,4200.0,470.0,64.0,83.0224894933401,0.75
220000,吉林省,2005,260.1532,108.1523,51.0023,4.1801,29.4037,19971.18,15430.87,4451.94,425.0,60.0,100.001828,0.77594
220000,吉林省,2004,243.52115,98.52265,48.97,4.0001,25.3245,24566.0,18876.0,3669.0,401.0,55.0,95.0046,0.7316
220000,吉林省,2003,218.5029,84.531,40.2513,3.7614,22.6804,24453.0,19507.0,3504.0,401.0,50.0,90.0092,0.6321
220000,吉林省,2002,204.2758,75.642,36.9973,3.4711,18.0,21675.0,18900.0,2775.0,362.0,48.0,84.0392,0.5463
220000,吉林省,2001,192.9276,68.5995,35.2952,3.4163,16.0,22276.0,19767.0,2509.0,2050.0,45.0,82.9616,0.4975
220000,吉林省,2000,216.287074,95.473374,33.5449,3.2141,14.3,21228.0,19045.0,2183.0,365.0,34.0,80.0399,0.5132
230000,黑龙江省,2019,237.101159886857,135.23,45.493211241721,12.72,465.24,23610.0,3790.0,19820.0,1226.0,134.96,114.25,1.6883037
230000,黑龙江省,2018,247.549519665809,149.908826265809,42.56,12.4579934,455.910506644259,25805.0,3924.0,20879.0,1202.0,189.86,108.5,1.88164
230000,黑龙江省,2017,260.294492068222,159.307998157076,43.8973800469036,12.89967,465.214802698223,29741.0,3803.0,24294.0,1534.0,269.0,113.806820936712,1.9236
230000,黑龙江省,2016,231.159566032288,138.152858490456,42.5359075418327,12.81,545.94777155432,27417.0,3561.0,23856.0,1786.0,270.0,106.25,2.0573457
230000,黑龙江省,2015,228.660083120447,138.429717926308,41.5795772647436,12.3190050725636,570.478340182152,28959.0,5041.0,22121.0,1663.0,329.0,99.91863949478,1.99949
230000,黑龙江省,2014,230.197824943098,142.5640761342,40.5997647564439,11.8549738417908,556.57533242396,28375.0,5434.0,22941.0,1487.0,332.0,98.1650994308128,1.9004
230000,黑龙江省,2013,221.28103688755,133.3620918,39.729303309105,11.8246457055123,518.226566502756,32129.0,5281.0,23790.0,1595.0,494.0,102.701033229806,1.8023
230000,黑龙江省,2012,216.195447022975,128.3562,39.6896136954096,12.1057179240709,559.938643605187,31755.0,5453.0,23404.0,1479.0,707.0,108.153738,1.9691
230000,黑龙江省,2011,201.208644198127,116.9,39.335,11.7531241981271,543.102467124333,28952.0,5532.0,21180.0,1464.0,701.0,105.413,2.037
230000,黑龙江省,2010,197.910321868808,114.480821868808,39.0448,12.13,552.4915,27058.0,5574.0,19399.0,1724.0,819.0,105.2627,1.6402
230000,黑龙江省,2009,187.638335603788,108.204935603788,36.8,11.58,528.7,25309.0,4611.0,20698.0,1152.0,770.3,101.9,1.51677
230000,黑龙江省,2008,169.527575478779,96.6115496462393,32.602,10.46972583254,508.3598,23443.0,6111.0,17332.0,1344.0,686.8,93.68,1.22418
230000,黑龙江省,2007,165.028667300923,92.107,33.1891690758985,10.3969472021251,508.3598,24929.0,4290.0,15837.0,980.0,856.34,91.3921391403954,1.088077
230000,黑龙江省,2006,168.091543058532,99.5,31.0031501748494,9.68295392048249,460.3045,25007.0,4254.0,15629.0,921.0,805.2,88.4725451504312,1.27164
230000,黑龙江省,2005,173.5125,100.4429,31.1094,10.7257,440.2393,25734.0,7965.0,17769.0,874.0,790.5,102.7366,1.12862
230000,黑龙江省,2004,165.3417,93.8719,31.4213,9.0132,374.4782,24391.0,7574.0,16817.0,712.0,690.5,98.2877,1.18842
230000,黑龙江省,2003,151.4638,85.5715,29.9303,6.6688,300.4701,20606.0,7452.0,13154.0,713.0,393.0,90.2852,0.7016
230000,黑龙江省,2002,143.9636,82.4388,28.2361,4.7277,235.8,17505.0,4576.0,12929.0,251.0,194.0,84.5941,0.7781
230000,黑龙江省,2001,137.5413,73.1424,23.6152,3.9191,189.0,14540.0,4423.0,10117.0,182.0,58.0,80.3119,0.7331
230000,黑龙江省,2000,151.5952,87.1,27.0715,3.4777,154.3,13550.0,4365.0,9185.0,62.0,22.0,75.2963,0.3765
310000,上海市,2019,10.81914925,8.91,0.01,0.21,29.74,2.39,,,60.849,,2.89,0.0731652
310000,上海市,2018,13.45331254,11.27,0.02,0.26,33.44,3.2,,,73.7625,,3.16,0.074085
310000,上海市,2017,17.580482,14.57,0.137886,0.346,36.37,6.999,,,107.044,,3.38,0.0992238
310000,上海市,2016,17.4133,13.54,0.0533,0.5,26.04,3.6,,,100.0,,3.5,0.11
310000,上海市,2015,20.323705,16.12,0.05,0.564,27.69,11.38,,,172.15,,4.89,0.08139
310000,上海市,2014,23.3572,18.83,0.05,0.54,27.05,10.56,,,174.82,,5.23,0.09327
310000,上海市,2013,23.7538379375976,18.33,0.0,0.55660179767,26.5286336,11.26,,,136.75,,5.6601458,0.105431
310000,上海市,2012,25.796314,18.7376,0.0074,0.5668,30.18,33.88,,,173.55,,5.9,0.092044
310000,上海市,2011,27.588,19.12,,0.55,29.08,49.0,,,181.0,,6.3,0.0759
310000,上海市,2010,26.1689,17.87,0.01,0.54,24.71,44.0,,,162.0,,6.28,0.0481
310000,上海市,2009,26.2083,17.55,0.012,0.5563,21.2473,44.2,,44.2,152.5,,8.04,0.0414
310000,上海市,2008,26.4597,17.34,0.0049,0.5445,23.286,35.0,,35.0,126.0,,6.2043,0.0392
310000,上海市,2007,25.4122009338699,15.1544,0.02928408576,0.226204411189482,22.0419,17.0,,17.0,145.17,,5.53600934103546,0.044205
310000,上海市,2006,25.9916772282009,15.2,0.031830528,0.231529591800903,22.085812,9.62,,9.62,137.65,,5.55266734306465,0.067674
310000,上海市,2005,31.337706,18.01511,0.07,0.607516,23.76327,14.53,,14.53,112.21,,8.4032,0.047451
310000,上海市,2004,12.4745,5.8357,0.0121,0.7457,25.2001,23.0,,23.0,107.0,,10.5122,0.05
310000,上海市,2003,50.839,24.6,0.06,0.88,27.0508,45.0,,45.0,131.0,,15.0703,0.1032
310000,上海市,2002,51.5739,25.1,0.06,0.864,28.0,68.0,,68.0,171.0,,16.6472,0.0716
310000,上海市,2001,56.1443,26.3327,0.0327,0.9,26.0,231.0,,231.0,153.0,,16.8659,0.074
310000,上海市,2000,55.0464,25.8972,0.045,0.74,25.9,127.0,,127.0,214.0,,16.6372,0.0773
320000,江苏省,2019,274.532709149222,146.211573050615,2.93236506245763,6.48654280944919,62.35966265,299.986,74.93,225.056,7.28,,212.302780081584,0.368441
320000,江苏省,2018,328.4843,205.5,2.82,7.79,50.029,344.3,77.76,266.56,8.6,0.04,177.957066288,0.4663
320000,江苏省,2017,342.32189887405,214.3,2.931,7.991,49.0443244466801,289.055192674037,65.318408728812,223.745030177863,7.93287579814634,0.032984930553623,183.39,0.347908555014339
320000,江苏省,2016,355.6260436,216.3587436,3.11,8.26,59.01,348.0,80.1,267.9,11.41,0.04,198.5,0.4423
320000,江苏省,2015,369.42841474,225.8442,3.22454874,8.13816,59.59,366.0,84.0,282.0,10.0,,196.23,0.4844
320000,江苏省,2014,379.4576075,232.35,3.26702,8.01,60.72,359.0,87.0,271.0,10.0,,194.58,0.4521
320000,江苏省,2013,383.2291269,229.8621,3.1913194,7.7902075,59.8912,345.0,85.0,260.0,10.0,,197.8743,0.4059
320000,江苏省,2012,396.5175,228.84,3.4726,7.61,61.298,340.0,81.0,259.0,9.0,,197.201356,0.3975
320000,江苏省,2011,375.92303,215.86,3.5778,7.32,59.17,326.0,83.0,243.0,0.819,,194.863,0.4116
320000,江苏省,2010,365.812073314,213.0645492616,3.47842,7.37,57.2836,349.598,67.133,282.465,0.819,,190.5708,0.5079
320000,江苏省,2009,344.402551,204.4765348,3.26,7.5,55.4,351.366,80.264,271.102,0.784,0.008,185.2,0.5131
320000,江苏省,2008,323.634954346183,194.9252,2.9675,7.0029,61.05,751.615,353.0,399.0,7.043,0.1,172.0958,0.9025386
320000,江苏省,2007,305.631776772985,183.594151426736,2.84241003572807,7.11965120683583,60.2423613494445,774.772940701834,371.612345970941,403.160594730893,10.8215943248768,3.0,166.088592919392,0.655172374396618
320000,江苏省,2006,321.400378878481,203.77192698,2.9580469618,6.90320493668086,58.355,907.0,550.0,357.0,41.0,3.0,152.514777703758,0.7352
320000,江苏省,2005,352.342755324631,218.5382,5.7094,17.8756,56.6204,640.0,408.0,232.0,32.0,1.0,182.005,0.7079
