省份编码,省份,年份,瓜类单位面积产量(公斤/公顷),西瓜单位面积产量(公斤/公顷),甜瓜单位面积产量(公斤/公顷),草莓单位面积产量(公斤/公顷)
150000,内蒙古自治区,2011,37535.5320675345,41877.8146022499,32172.6911321491,17546.8378506895
150000,内蒙古自治区,2010,38914.4910372804,42653.314390258,30239.8741581736,12500
150000,内蒙古自治区,2009,34584.1527699075,37850.9937532283,33029.7483990852,18199.8207885305
150000,内蒙古自治区,2008,39948.8468558046,43852.7414539189,33084.6363917445,16105.0185873606
150000,内蒙古自治区,2007,39773.7362427726,43410.1170875491,35974.3031417009,16415.4429180483
150000,内蒙古自治区,2006,37097.315058205,41165.5066214968,31357.3978123201,14598.8023952096
150000,内蒙古自治区,2005,39785.5837563452,38846.4504820333,33782.9571984436,14900.7142857143
150000,内蒙古自治区,2004,31314.0325807374,36521.0668103448,27096.3054187192,7638.05970149254
150000,内蒙古自治区,2003,27048.3887870055,32066.4261664262,25680.9187279152,77.2727272727273
150000,内蒙古自治区,2002,33448.6434108527,38843.2432432432,29828.2199710564,13904.0816326531
150000,内蒙古自治区,2001,30611.0793014601,34867.3148148148,26659.1948764867,
150000,内蒙古自治区,2000,,,,
210000,辽宁省,2019,,,,
210000,辽宁省,2018,46913.6800029431,57826.034626976,37213.6035805417,37257.1415421866
210000,辽宁省,2017,48147.7418393135,56271.8922990809,38267.7403813565,38071.5995779301
210000,辽宁省,2016,46242.6896451987,54344.2162551434,39668.6631753423,37203.5999112202
210000,辽宁省,2015,45686.6254676707,55698.0954861734,40037.5185413542,34094.9125827136
210000,辽宁省,2014,46489.4606974193,53947.9679974004,41643.766706943,35815.4565892125
210000,辽宁省,2013,47812.7215410501,55487.6245877436,41766.012647911,37460.9336632393
210000,辽宁省,2012,47523.3281414285,55652.5667906394,40240.7520821571,37824.4933598272
210000,辽宁省,2011,46633.5637405163,50152.1157310792,37647.3866502372,37437.7259628479
210000,辽宁省,2010,43927.4305668809,49721.7469155762,35336.3355830186,37247.9599963657
210000,辽宁省,2009,42397.7318992113,45925.0668513195,37286.3071935062,36846.4009793547
210000,辽宁省,2008,40363.2749630824,44657.4613231497,33401.9154552199,34400.0564724688
210000,辽宁省,2007,41588.4013391316,44982.9589054449,37024.0193603973,33763.8052233698
210000,辽宁省,2006,38978.6458333333,45231.7422434367,34570.8791208791,31158.3634175692
210000,辽宁省,2005,28051.7471264368,28306.862745098,25332.8813559322,25060.8108108108
210000,辽宁省,2004,28159.4482758621,33202.4324324324,23863.5483870968,23566.6386554622
210000,辽宁省,2003,28276.598540146,33500.5872483221,22725.0,26094.2307692308
210000,辽宁省,2002,26593.3624454148,31391.6915422886,21069.4674556213,28692.1126760563
210000,辽宁省,2001,24301.842503786,27954.3018335684,19577.7777777778,
210000,辽宁省,2000,,,,
220000,吉林省,2019,,,,
220000,吉林省,2018,30246.7461905115,33240.9070329007,25502.1638209143,13064.5491803279
220000,吉林省,2017,32710.6484998903,36355.9263028226,26099.4226740919,11979.9846035412
220000,吉林省,2016,33617.1514454955,38232.6488245525,26660.8220308391,12484.7775175644
220000,吉林省,2015,33244.9673035005,39016.9842289303,25731.6830524345,14038.715769594
220000,吉林省,2014,33361.7972701178,39336.7044974147,23669.3983292799,16395.1612903226
220000,吉林省,2013,33113.2518617529,38693.9260706725,25387.0700977769,16266.7386609071
220000,吉林省,2012,30871.2076727344,35339.0603566529,25431.7537860283,14289.6226415094
220000,吉林省,2011,31551.9686544343,37317.2575250836,25668.2964487905,13787.6543209877
220000,吉林省,2010,29151.9,31183.1639135959,24510.8,10803.4
220000,吉林省,2009,35572.3755868545,39436.4802933089,29959.1026302218,11077.380952381
220000,吉林省,2008,33977.0059244061,37779.074257972,30292.631018888,10808.8978766431
220000,吉林省,2007,28166.6359289169,27396.4130587081,27074.9117741418,10985.754985755
220000,吉林省,2006,30438.6252685022,35124.3145028081,24449.0516332982,12181.914893617
220000,吉林省,2005,31791.7669172932,36616.6883116883,23559.7948216903,15358.7719298246
220000,吉林省,2004,30435.2282157676,36681.5057915058,23959.9014778325,13700.8333333333
220000,吉林省,2003,27447.2379603399,31843.9534883721,22706.2,14022.3076923077
220000,吉林省,2002,27106.3829787234,32077.0793822812,19683.3674863388,12162.4060150376
220000,吉林省,2001,26158.1640686506,31119.9832542562,20167.9545454545,
220000,吉林省,2000,,,,
230000,黑龙江省,2019,,,,
230000,黑龙江省,2018,35522.8159008255,45773.3202617668,28566.5853052695,19916.9461813464
230000,黑龙江省,2017,33689.2725075533,42163.7586786221,29551.8565318599,21696.3241085562
230000,黑龙江省,2016,32232.6443179397,37991.7556813385,27520.7563618249,21380.3883349576
230000,黑龙江省,2015,35884.2925659472,42336.9738143355,29271.562257853,21850.50348567
230000,黑龙江省,2014,35465.1794374394,39604.6325878594,28611.1563932756,21348.2352941176
230000,黑龙江省,2013,34983.3201323207,38463.0382983669,33575.9892281631,22254.0308133286
230000,黑龙江省,2012,36649.8788927336,40878.0860349127,31227.8827037773,22105.5555555555
230000,黑龙江省,2011,30635.4473161034,35669.5906432749,23588.0443828017,23343.0107526882
230000,黑龙江省,2010,30218.8721804511,36165.6977677855,23821.1751963174,14895
230000,黑龙江省,2009,32845.6622998544,43055.5292726198,29397.3790322581,20198.4815618221
230000,黑龙江省,2008,33956.0769454969,39950.9690937664,26443.2880203908,29960.3217158177
230000,黑龙江省,2007,29442.6914778857,35991.468157511,22034.126984127,32640.1869158879
230000,黑龙江省,2006,30076.8170631665,35173.6364848646,22317.5773076029,11024.3243243243
230000,黑龙江省,2005,27795.3456722918,32557.1732846493,21140.5935854476,8280.95238095238
230000,黑龙江省,2004,28652.7431029057,32364.5611015491,20973.0038022814,25329.2682926829
230000,黑龙江省,2003,23667.9751757141,26084.1783870612,20593.1048487173,16324.3243243243
230000,黑龙江省,2002,25014.4971671388,29552.0151282354,18525.742949082,9376.19047619048
230000,黑龙江省,2001,25890.4879364835,30206.4332773543,19297.3704414587,
230000,黑龙江省,2000,,,,
310000,上海市,2019,,,,
310000,上海市,2018,40479.4703862357,47552.5876922308,36615.949245377,22290.1343430676
310000,上海市,2017,31987.4475546105,36347.0869868447,28253.3671002648,19611.0787037037
310000,上海市,2016,32002.7292704423,36921.9146442111,29314.9386018629,17600.2525176158
310000,上海市,2015,31406.1354138778,36861.1384069677,24598.9805577068,17295.9310587591
310000,上海市,2014,37577.0760079091,42463.3445751398,27746.69566416,19258.1054833408
310000,上海市,2013,33947.9676867687,36951.6056628057,30109.8876651982,20278.9719626168
310000,上海市,2012,33927.8574532812,37171.6863797098,29021.8818380744,18761.1496531219
310000,上海市,2011,27612.3192596877,36162.79296875,30528.9115646259,19573.8636363636
310000,上海市,2010,41087.1266002845,35331.518404908,30216.7741935484,19973.6842105263
310000,上海市,2009,31781.6871329418,33254.8499651082,29519.6428571429,18750.4854368932
310000,上海市,2008,33244.7852760736,35250.6775981337,29930.2176874531,17901.3574660633
310000,上海市,2007,33293.0447470817,35029.5184490306,29236.6477272727,20447.619047619
310000,上海市,2006,31627.3722627737,32700.9523809524,31069.3298969072,18828.2258064516
310000,上海市,2005,30737.756497948,31651.026757934,30855.7777777778,19555.8823529412
310000,上海市,2004,32688.1783761043,35185.7312722949,29224.1176470588,19530.2702702703
310000,上海市,2003,32107.6740506329,33674.4340143567,31466.9371196755,20850.8928571429
310000,上海市,2002,26838.3679312813,26905.6382978723,30306.9444444444,17913.1578947368
310000,上海市,2001,27496.8201754386,29434.3537414966,28557.0977917981,
310000,上海市,2000,,,,
320000,江苏省,2019,,,,
320000,江苏省,2018,39383.0333719724,44496.7381174278,30440.9563409563,25957.1853320119
320000,江苏省,2017,39039.6618744987,44672.4237083758,27438.1696428571,27084.685138539
320000,江苏省,2016,37986.7328749682,43158.5571608649,28098.1818181818,25305.7363485935
320000,江苏省,2015,37744.5692883895,43316.3678588017,28285.7497341368,25047.8791400349
320000,江苏省,2014,37065.0140130789,41546.4790143244,29523.8308255388,26604.3134435658
320000,江苏省,2013,37142.6968612335,41744.6909503663,29800.9982638889,26601.1299435028
320000,江苏省,2012,35878.8666620199,40186.5814364411,28279.0212958768,28274.4268077601
320000,江苏省,2011,34796.4597777567,38844.2569627973,27362.9447852761,23553.0324909747
320000,江苏省,2010,36480.9572301426,40353.1001098599,28027.5259678942,24849.154589372
320000,江苏省,2009,35688.8467825829,39078.4034823142,27855.101010101,21270.8287292818
320000,江苏省,2008,35503.904331987,38830.3971431663,25556.1978877154,19436.9318181818
320000,江苏省,2007,33294.0030344167,36970.9991349481,25530.0,19695.04
320000,江苏省,2006,32953.0461097396,35710.04784689,24667.9487179487,22654.0342298289
320000,江苏省,2005,32377.6566757493,35183.8842082523,24262.9438717068,22731.0942578548
320000,江苏省,2004,32804.9890522365,36071.6037833905,23496.6313763234,19373.8134206219
320000,江苏省,2003,28568.2778838287,30112.3963216733,23698.3179815779,19614.3426294821
320000,江苏省,2002,33677.3914219997,37178.9293747188,25247.2934472934,16281.1907983762
320000,江苏省,2001,32795.1119842829,36038.7057262427,27193.7464468448,
320000,江苏省,2000,,,,
330000,浙江省,2019,,,,
330000,浙江省,2018,28637.6448418267,31296.3236513272,25726.9182958526,22867.1020408163
330000,浙江省,2017,28717.362924282,31064.0535372849,26293.0011862396,23142.3804226919
330000,浙江省,2016,28183.6627830868,30566.1716015514,25266.6083916084,22508.2872928177
330000,浙江省,2015,28028.9421157685,29856.2609416751,25706.6326530612,23170.5882352941
330000,浙江省,2014,28324.6292040944,30292.4554959028,25641.4081145585,23009.5108695652
330000,浙江省,2013,28951.9002375297,31064.693556836,25205.6962025316,22187.1049304678
330000,浙江省,2012,28710.2287667631,30807.3141279972,24625.0829462508,21820.0270635995
330000,浙江省,2011,29529.1268243583,31535.5552020363,24502.5053686471,22774.0863787375
330000,浙江省,2010,29576.9682726204,31445.3394706559,23766.8161434978,23559.7826086957
330000,浙江省,2009,29658.905352283,31259.4402487783,23815.5922038981,23401.1627906977
330000,浙江省,2008,29405.3674793896,30960.3140916808,23547.4137931034,22446.9964664311
330000,浙江省,2007,30185.1441048035,31770.3169827164,23821.3235294118,23221.4173228346
330000,浙江省,2006,28500.1496610617,29786.198572628,22622.7414330218,22061.4864864865
330000,浙江省,2005,28709.5609756098,30268.4397583225,22291.196013289,20973.125
330000,浙江省,2004,29597.1958035101,31449.3615511941,22165.671641791,20085.3862212944
330000,浙江省,2003,28920.0635636662,30356.8709320889,22037.8542510121,18830.2521008403
330000,浙江省,2002,26509.3439580832,27388.500709037,21200.9411764706,23293.0864197531
330000,浙江省,2001,28096.3874511461,29016.8078917415,22796.2962962963,
330000,浙江省,2000,,,,
340000,安徽省,2019,,,,
340000,安徽省,2018,39718.1031144203,42032.3631624674,31618.5450433472,24869.6461824953
340000,安徽省,2017,38701.7874086421,41349.2500050067,32117.7281228467,25090.5555001496
340000,安徽省,2016,38273.377714179,41126.1014745027,31662.0909735589,24354.1236840713
340000,安徽省,2015,38128.1316398073,40494.9678501538,31018.8786300098,24051.0567424765
340000,安徽省,2014,37564.315512979,40331.641285956,30410.6112387249,24006.8514289241
340000,安徽省,2013,36787.8001371408,38881.1349583744,29858.3978125545,24193.15747188
340000,安徽省,2012,36147.0092499812,37885.7898758633,31008.59943092,24095.8999305073
340000,安徽省,2011,35344.3135467433,37483.1894243396,31081.2622172578,22903.6550308008
340000,安徽省,2010,34378.5931983464,36319.5361352181,30769.8334274421,22443.8921108349
340000,安徽省,2009,33002.2290296872,34618.0348040077,30860.29360118,20890.7376594565
340000,安徽省,2008,31187.2458510274,33554.1948387289,27900.2546981483,18654.3912933435
340000,安徽省,2007,31124.8039720613,32307.9117781243,26763.9247774907,17180.387585604
340000,安徽省,2006,31622.3988603989,33228.2620429092,25790.8761766836,19285.2032520325
340000,安徽省,2005,31905.1002963301,32494.1789862724,25480.6129722024,18761.145194274
340000,安徽省,2004,31187.6628642483,32310.7748797164,24160.1857996019,20646.4601769912
340000,安徽省,2003,23069.0668090891,23677.1705272696,20134.7079037801,14700.8421052632
340000,安徽省,2002,30532.0575294507,31962.5472473295,24166.0194174757,16260.5922551253
340000,安徽省,2001,28312.8183677263,20951.2902537855,18239.7986577181,
340000,安徽省,2000,,,,
350000,福建省,2019,,,,
350000,福建省,2018,23586.1170846532,23820.0213905673,23398.3774325255,21856.8022541724
350000,福建省,2017,24545.1047953579,25180.7752138486,22800.8160368684,20488.0459774225
350000,福建省,2016,24540.0,25248.0,22207.5,21315
350000,福建省,2015,24267.4921530669,21283.5913973918,22757.8923671733,21421.7842491047
350000,福建省,2014,23832.0958974981,21013.8456352977,22348.2828699882,20794.9839988323
350000,福建省,2013,23477.2665568961,21265.4532457402,21908.827511768,19891.7294072811
350000,福建省,2012,23031.4981588833,21226.1872128535,21325.8605230277,19959.6091167069
350000,福建省,2011,22723.0505113338,21375.62879462,21224.1804328011,19719.8019497345
350000,福建省,2010,21970.2286831809,20931.00980704,20470.0859391165,19821.4226821834
350000,福建省,2009,22952.6257858869,22362.4654334745,22572.0358496508,19508.9871072338
350000,福建省,2008,22490.1322948158,22263.2954596156,18718.3555136546,19199.3315965697
350000,福建省,2007,22194.2166972934,22498.7617091645,20076.5934332244,16496.8534810447
350000,福建省,2006,20836.9350656053,21533.3419191036,18592.7861602824,14504.074828672
350000,福建省,2005,21460.7665085028,22335.0318701932,18890.4830854285,13336.1796601486
350000,福建省,2004,22183.5489833641,23129.4989414255,19549.0990990991,15588.5714285714
350000,福建省,2003,21234.796404019,21945.1734799038,19498.820754717,14469.6428571429
350000,福建省,2002,20911.8892968088,21380.8968926554,18726.6851013615,12388.9413988658
350000,福建省,2001,20537.2392638037,20900.4455997029,14102.5641025641,
350000,福建省,2000,,,,
360000,江西省,2019,,,,
360000,江西省,2018,25922.3655861919,26701.3252512545,19933.6734693878,12740.0468384075
360000,江西省,2017,26553.5550997207,26601.0925013367,21324.8225183709,13319.8380566802
360000,江西省,2016,26705.6463278115,26408.1158909262,22000.2571355104,15477.840451249
360000,江西省,2015,26985.8421872428,26577.1925692584,21467.8089304258,14550.6849315068
360000,江西省,2014,26542.200607277,26215.9016197478,20605.8187435633,14552.5641025641
360000,江西省,2013,26091.7572922188,25756.2371435946,20378.6619160728,12977.8117827085
360000,江西省,2012,26988.33259489,25031.7941190249,20150.6936692712,10653.961885657
360000,江西省,2011,26496.799890125,24851.6747916339,21478.916827853,12215.6862745098
360000,江西省,2010,23562.4845233182,24112.7087641164,21235.7001972387,13836.1111111111
360000,江西省,2009,23889.2456533932,24291.8576304242,21648.0961923848,12160
360000,江西省,2008,23453.9858588659,23619.1055080294,22283.6978131213,12570.2127659574
360000,江西省,2007,23285.8892041212,23983.8390726219,20562.3931623932,18350.9433962264
360000,江西省,2006,23285.8892041212,23983.8390726219,20562.3931623932,18350.9433962264
360000,江西省,2005,22158.7714318156,24887.955346651,18565.5172413793,16780.701754386
360000,江西省,2004,22316.0908660672,24815.703861356,17629.3556085919,15753.8461538462
360000,江西省,2003,21734.149054505,22629.4179339276,17064.8275862069,11378.3783783784
360000,江西省,2002,20555.0527597403,21251.0787992495,16731.4447592068,9294.64285714286
360000,江西省,2001,21329.7757562936,22093.8173708339,16758.9595375723,
360000,江西省,2000,,,,
370000,山东省,2019,,,,
370000,山东省,2018,51979.3762528553,53605.4323666384,48760.5420236834,38135.2384925601
370000,山东省,2017,53813.0,55905.0,48469.0,38756
370000,山东省,2016,53254.0,55645.0,46830.0,38595
370000,山东省,2015,52263.9023004494,54659.5732915363,45793.6952884625,38544.2721237939
370000,山东省,2014,51247.5866943814,53645.2146071398,44898.8312699879,38101.9672301068
370000,山东省,2013,49558.7695226364,51693.857572007,43847.0954821519,37037.5913930862
370000,山东省,2012,49739.4954973691,52467.3482610211,41737.240465373,37550.6738633518
370000,山东省,2011,49010.9669405409,52076.3117538297,40616.7676487218,37257.32924935
370000,山东省,2010,47656.287124458,50243.5190061374,39650.8274366015,33980.6913762068
370000,山东省,2009,46857.9782604658,49485.7797520412,39199.0653761742,34159.2618637287
370000,山东省,2008,46706.2768212715,49504.8647530916,36905.2729728911,33003.2406930953
370000,山东省,2007,45987.8489151967,48519.739984166,38030.792226189,33372.0812736417
370000,山东省,2006,46840.8602150538,47865.399472395,38150.1148252105,32167.2881355932
370000,山东省,2005,46080.2404438964,48586.6847125548,35940.3162055336,30977.7777777778
370000,山东省,2004,44161.7271998932,46181.0598544974,35321.6364160184,27847.0249520154
370000,山东省,2003,44156.9500918647,46722.2611616106,33183.689107827,27465.8113207547
370000,山东省,2002,43170.8822111522,45309.9272685732,32129.6637055838,26036.3636363636
370000,山东省,2001,41690.6213134094,41716.6323897842,33578.5401950891,
370000,山东省,2000,,,,
410000,河南省,2019,,,,
410000,河南省,2018,51524.3689742919,54337.5686279508,42372.727753777,23237.0245139476
410000,河南省,2017,52491.0194970328,55470.5705990626,41846.8570573603,23853.3866840709
410000,河南省,2016,51668.2878397707,54553.0478327292,40248.7566565878,26025.3615006658
410000,河南省,2015,51929.4127164703,55909.4924825917,34023.1285374884,27593.6279830389
410000,河南省,2014,49445.4476413261,51800.3687289914,38919.0506341284,26947.0312428494
410000,河南省,2013,49528.2610427077,51958.6314018199,38502.1253057757,27883.1450042744
410000,河南省,2012,49203.985475071,51777.2586626214,37192.3006346726,29619.5096944062
410000,河南省,2011,47110.6504949904,49587.1547330623,37585.783306321,29024.548338376
410000,河南省,2010,46048.5365860203,48012.5029232157,37607.0807090233,26402.7600343729
410000,河南省,2009,43702.0887397441,45046.9905216887,35714.2082339291,28688.4314484053
410000,河南省,2008,44486.1816324004,46017.0859672229,38954.6721659844,21002.3756166622
410000,河南省,2007,43437.286713925,45925.298075551,32467.9104493274,15835.9565986494
410000,河南省,2006,41134.8996217632,42823.2801713878,32145.0370047889,18520.7956600362
410000,河南省,2005,38562.222355445,40176.6613485017,29084.4557084238,19699.2227979275
410000,河南省,2004,37966.6845619569,39404.7265126002,29479.3567894447,19075
410000,河南省,2003,28468.538641536,29269.4872635837,22373.8540410133,24448.4090909091
410000,河南省,2002,39075.9424649807,40143.7421427574,31176.4093959732,15222.0338983051
410000,河南省,2001,36050.2178614079,37116.8276799771,28293.502077824,
410000,河南省,2000,,,,
420000,湖北省,2019,,,,
420000,湖北省,2018,35639.8085527,37490.4303062302,31741.8836140888,15338.2591093117
420000,湖北省,2017,35403.1104220696,36979.322936829,31636.3577629687,18145.5235868594
420000,湖北省,2016,35217.3523385228,37130.1652282487,31114.7980356072,17240.6640842938
420000,湖北省,2015,34586.576899698,37000.2240757316,29830.1037019839,13470.0541349654
420000,湖北省,2014,34471.1464176956,36628.0202011851,31299.7478490301,11665.5883695781
420000,湖北省,2013,34536.5223483861,36247.9371172227,29762.1774065629,15545.8932184093
420000,湖北省,2012,33827.0145520414,35909.2816205267,30660.9142620651,18195.8961073026
420000,湖北省,2011,33620.8540661997,34438.1996653622,30516.6141646434,18763.2980175631
420000,湖北省,2010,32706.2390370681,33508.2509866452,30724.9973539496,14882.2081200194
420000,湖北省,2009,33583.0272544247,35951.2360650382,32551.1823058026,11190.8215435883
420000,湖北省,2008,34152.3394601241,35274.6055224068,30787.8162270715,9669.16498147712
420000,湖北省,2007,33796.7921967979,34554.2657940715,29585.7282326989,11931.8181844129
420000,湖北省,2006,34534.4458707745,35666.0487557136,26851.0719754977,18066.6666666667
420000,湖北省,2005,35870.7502930832,37516.3889686872,26829.8245614035,25615.0537634409
420000,湖北省,2004,34098.7817492242,36831.6193181818,25458.1737849779,26920.9523809524
420000,湖北省,2003,32391.2456445993,35666.5781319168,21342.0175844516,16498.5645933014
420000,湖北省,2002,33753.001947667,36647.7853761178,23850.5364806867,15637.1428571429
420000,湖北省,2001,33776.33158867,36231.9284443196,24982.4721377913,
420000,湖北省,2000,,,,
430000,湖南省,2019,,,,
430000,湖南省,2018,28897.4637038807,30205.1823752959,24502.1373390385,15007.7649507793
430000,湖南省,2017,28795.7626897036,30093.9721074309,24151.9270970392,12737.1975672404
430000,湖南省,2016,29051.7356538179,30408.4492027813,22759.9260419814,13601.843416753
430000,湖南省,2015,27549.3991956041,29155.3615976415,21541.3171090551,11107.4648954252
430000,湖南省,2014,26286.0499297772,27966.9827848344,18784.4498333171,9595.94615284904
430000,湖南省,2013,26392.0106433352,27653.1379857257,20244.365102037,11365.2547581029
430000,湖南省,2012,25127.8868175478,26407.1175390891,18834.6445063856,10569.311834658
430000,湖南省,2011,24323.6118701594,25081.738401594,20864.6707425322,10869.3888257076
430000,湖南省,2010,24050.4890128213,24986.1951462807,20879.3657421241,10263.1123264364
430000,湖南省,2009,28426.6629263378,29614.6322186512,19482.0317484294,11538.3622750081
430000,湖南省,2008,24154.9638759073,25163.3438027834,20088.9224136855,9705.36719510054
430000,湖南省,2007,24821.8205060178,26088.8054787971,20291.6016343582,10619.9102855273
430000,湖南省,2006,24914.3518901481,26627.4392672242,18111.4433582519,7345.75163398693
430000,湖南省,2005,24577.2933535012,26272.743955095,18375.8955676988,7830.48780487805
430000,湖南省,2004,23863.8975362448,25501.5382936941,18861.3676212741,6237.43169398907
430000,湖南省,2003,23199.2471383575,24991.7815983374,17017.3870333988,7023.29113924051
