省份编码,省份,年份,批发业主营业务收入(亿元),批发业主营业务成本(亿元),批发业主营业务税金及附加(亿元),批发业主营业务利润(亿元)
140000,山西省,2001,295.7505,269.6697,1.3849,8.9042
140000,山西省,2000,251.065,230.5656,0.8492,5.7795
150000,内蒙古自治区,2019,,,,
150000,内蒙古自治区,2018,3273.0,3006.6,44.1,222.3
150000,内蒙古自治区,2017,2526.1039,2320.603,38.6245,166.8764
150000,内蒙古自治区,2016,2169.9303,1996.3887,39.5794,133.9622
150000,内蒙古自治区,2015,2198.4983,2032.0612,31.6947,134.7424
150000,内蒙古自治区,2014,2577.7803,2374.3266,22.301,181.1527
150000,内蒙古自治区,2013,2674.5966,2455.9058,24.2336,194.4572
150000,内蒙古自治区,2012,2309.7676,2073.392,23.1,213.3
150000,内蒙古自治区,2011,2057.3411,1792.8079,21.3297,243.2035
150000,内蒙古自治区,2010,1939.07737,1617.15691,20.2,179.5
150000,内蒙古自治区,2009,1483.44436,1264.17283,14.56595,196.51423
150000,内蒙古自治区,2008,1499.0161,1239.7952,10.9294,248.4133
150000,内蒙古自治区,2007,869.85882,733.66363,3.03319,110.24509
150000,内蒙古自治区,2006,696.163,594.7671,2.4345,93.3883
150000,内蒙古自治区,2005,596.58436,464.2718,2.14149,104.40314
150000,内蒙古自治区,2004,468.59606,392.11091,,65.43533
150000,内蒙古自治区,2003,195.5343,176.4778,0.42182,9.98604
150000,内蒙古自治区,2002,163.7656,144.7685,0.2191,9.8972
150000,内蒙古自治区,2001,161.4661,149.6018,0.3292,4.2866
150000,内蒙古自治区,2000,157.7918,145.0491,0.3126,4.6702
210000,辽宁省,2019,,,,
210000,辽宁省,2018,13503.8,13082.3,60.4,361.1
210000,辽宁省,2017,11747.7977,11333.9623,57.3865,356.4489
210000,辽宁省,2016,9437.5712,9089.9473,53.9591,293.664800000001
210000,辽宁省,2015,9950.6371,9487.9447,57.6854,405.007
210000,辽宁省,2014,11818.2022,11346.6435,41.7257,429.833
210000,辽宁省,2013,12607.903,12031.0789,46.3811,530.443
210000,辽宁省,2012,10619.857,10131.6648,41.8,446.4
210000,辽宁省,2011,10797.8729,10416.8622,30.6825,350.328200000001
210000,辽宁省,2010,7261.03472,6896.67401,24.3,300.7
210000,辽宁省,2009,5701.38583,5387.44306,15.03941,279.56373
210000,辽宁省,2008,6639.7231,6226.9638,19.3971,381.0548
210000,辽宁省,2007,4502.76644,4255.77868,3.7687,189.11307
210000,辽宁省,2006,4028.2332,3828.1199,3.8521,177.6494
210000,辽宁省,2005,3738.65117,3419.02018,2.86108,158.27559
210000,辽宁省,2004,3095.68691,2911.26838,,165.28643
210000,辽宁省,2003,1695.2769,1607.3014,1.13234,30.25825
210000,辽宁省,2002,1394.6904,1324.9881,0.9151,12.5701
210000,辽宁省,2001,1310.5268,1249.6264,0.8512,1.5226
210000,辽宁省,2000,1227.0783,1157.4538,0.8947,23.2878
220000,吉林省,2019,,,,
220000,吉林省,2018,1793.9,1655.5,29.1,109.3
220000,吉林省,2017,1870.4983,1707.2298,29.1661,134.1024
220000,吉林省,2016,1736.9553,1570.2973,27.4886,139.1694
220000,吉林省,2015,1615.9896,1473.0304,24.4378,118.5214
220000,吉林省,2014,1831.3725,1696.8747,14.2853,120.2125
220000,吉林省,2013,1940.9926,1813.0526,14.6266,113.3134
220000,吉林省,2012,1873.1455,1731.3192,13.6,128.2
220000,吉林省,2011,1554.5419,1433.8307,11.4544,109.2568
220000,吉林省,2010,1422.96712,1300.8898,8.8,100.7
220000,吉林省,2009,1016.14425,932.26765,5.66849,74.21858
220000,吉林省,2008,2510.2728,2330.3666,5.5687,134.7438
220000,吉林省,2007,764.43615,709.17143,1.48808,46.1846
220000,吉林省,2006,559.9425,525.8795,0.9029,33.1601
220000,吉林省,2005,1212.29613,1152.0418,0.73206,42.93961
220000,吉林省,2004,1563.89826,1477.72516,,47.99855
220000,吉林省,2003,350.8447,339.4042,0.23181,-10.20775
220000,吉林省,2002,285.3293,282.1896,0.2156,-14.4255
220000,吉林省,2001,248.1917,238.5137,0.2878,-4.8264
220000,吉林省,2000,247.0355,236.5808,0.2354,-6.1327
230000,黑龙江省,2019,,,,
230000,黑龙江省,2018,3350.2,3177.1,36.6,136.5
230000,黑龙江省,2017,2738.8756,2571.2977,35.1599,132.418
230000,黑龙江省,2016,3053.9616,2793.8142,41.2849,218.8625
230000,黑龙江省,2015,3131.5335,2851.3207,40.5786,239.6342
230000,黑龙江省,2014,3654.3897,3373.4299,28.5658,252.394
230000,黑龙江省,2013,3938.2463,3658.8957,29.4424,249.9082
230000,黑龙江省,2012,3562.4724,3340.338,21.7,200.5
230000,黑龙江省,2011,3162.7814,2962.5957,17.8721,182.3136
230000,黑龙江省,2010,1955.10308,1734.23578,23.8,167.6
230000,黑龙江省,2009,1819.42259,1588.71277,11.47637,166.18519
230000,黑龙江省,2008,1656.0775,1493.7599,8.5767,153.7821
230000,黑龙江省,2007,1069.41299,975.30672,1.48603,78.51581
230000,黑龙江省,2006,960.5255,894.4115,1.0115,59.2785
230000,黑龙江省,2005,811.15861,745.55578,1.07487,51.88376
230000,黑龙江省,2004,783.02639,718.97736,,49.77811
230000,黑龙江省,2003,489.5862,446.8498,0.64374,18.81181
230000,黑龙江省,2002,422.6865,388.2306,0.5383,14.3833
230000,黑龙江省,2001,386.3862,357.4641,0.3169,10.5222
230000,黑龙江省,2000,376.0106,351.4221,0.4317,7.9171
310000,上海市,2019,,,,
310000,上海市,2018,80607.8,74842.6,117.0,5648.2
310000,上海市,2017,76668.6833,71415.803,116.3846,5136.4957
310000,上海市,2016,60358.5435,55900.2665,98.1682,4360.1088
310000,上海市,2015,56624.5354,52717.8048,85.1692,3821.5614
310000,上海市,2014,59523.0091,55592.6183,69.5962,3860.7946
310000,上海市,2013,47840.1222,44164.1398,60.5452,3615.4372
310000,上海市,2012,37887.4074,34891.4419,41.7,2954.3
310000,上海市,2011,36252.6461,33523.8899,42.3587,2686.3975
310000,上海市,2010,25517.87871,23766.77894,30.2,1720.9
310000,上海市,2009,18236.0185,16927.77732,16.50815,1319.23944
310000,上海市,2008,23916.3322,22327.9059,44.0929,1482.2206
310000,上海市,2007,12116.2453,11050.214,9.66769,868.49771
310000,上海市,2006,10672.3304,9951.1694,8.4795,688.4824
310000,上海市,2005,9351.00656,8229.21432,5.669,550.26506
310000,上海市,2004,9842.98737,9069.84077,,692.70723
310000,上海市,2003,3827.8505,3492.1681,4.25651,195.59918
310000,上海市,2002,4031.0959,3739.4609,4.1687,187.2273
310000,上海市,2001,2598.3151,2413.6181,2.163,95.8
310000,上海市,2000,2643.8097,2469.5836,2.4334,109.8026
320000,江苏省,2019,,,,
320000,江苏省,2018,49324.0,45725,181.8,3417.2
320000,江苏省,2017,38413.5208,35869.949,168.6926,2374.8792
320000,江苏省,2016,30204.636,27923.1676,159.7312,2121.7372
320000,江苏省,2015,27558.5167,25529.6861,134.659,1894.1716
320000,江苏省,2014,31273.9287,29159.5047,92.1006,2022.3234
320000,江苏省,2013,32049.1608,29507.9012,99.6579,2441.6017
320000,江苏省,2012,24154.6469,22713.1426,71.4,1370.1
320000,江苏省,2011,23804.7455,22340.106,70.6804,1393.9591
320000,江苏省,2010,19564.76885,18206.59457,68.0,1232.4
320000,江苏省,2009,13705.35989,12500.50302,78.56472,1080.9829
320000,江苏省,2008,15297.6218,13811.9753,35.7797,1395.9314
320000,江苏省,2007,6336.88547,5829.0904,7.92243,448.85677
320000,江苏省,2006,5134.3107,4764.5048,7.2746,325.3143
320000,江苏省,2005,3965.90803,3621.11223,5.4916,247.83315
320000,江苏省,2004,4504.08594,4149.17738,,301.20437
320000,江苏省,2003,2394.9132,2199.673,2.55356,119.48402
320000,江苏省,2002,2106.7647,1932.2617,2.8227,98.0839
320000,江苏省,2001,1908.3333,1742.2753,2.7166,78.8388
320000,江苏省,2000,2079.0518,1893.8084,2.4945,90.5798
330000,浙江省,2019,,,,
330000,浙江省,2018,50353.6,48164.3,176.1,2013.2
330000,浙江省,2017,42373.375,40451.2705,162.5076,1759.5969
330000,浙江省,2016,32872.2169,31209.5586,156.8123,1505.846
330000,浙江省,2015,31208.1014,29708.9651,132.2304,1366.9059
330000,浙江省,2014,32926.2707,31487.4132,83.8773,1354.9802
330000,浙江省,2013,28747.3952,27422.483,77.2206,1247.6916
330000,浙江省,2012,24177.0703,23023.1331,68.1,1085.9
330000,浙江省,2011,22364.9004,21276.191,61.7806,1026.9288
330000,浙江省,2010,17155.22622,16268.31642,53.9,834.0
330000,浙江省,2009,12363.72982,11663.69506,34.17043,665.13842
330000,浙江省,2008,13810.2484,13112.1715,15.4924,682.5844
330000,浙江省,2007,9851.30753,9330.38786,9.42427,511.4954
330000,浙江省,2006,8062.8468,7639.8083,7.4812,415.5573
330000,浙江省,2005,6903.68003,6535.37011,6.35984,345.7481
330000,浙江省,2004,6556.23472,6192.99882,,353.38475
330000,浙江省,2003,4057.3168,3799.5741,4.46541,156.16517
330000,浙江省,2002,3115.4446,2904.3068,4.4929,125.5346
330000,浙江省,2001,2735.7471,2557.3597,3.2042,96.4649
330000,浙江省,2000,2580.3418,2399.0496,3.0407,97.4288
340000,安徽省,2019,,,,
340000,安徽省,2018,7588.4,6878.4,92.2,617.9
340000,安徽省,2017,6474.0242,5838.9611,84.48,550.583099999999
340000,安徽省,2016,5778.191,5261.8838,81.8712,434.436
340000,安徽省,2015,5249.9034,4769.0294,64.4047,416.4693
340000,安徽省,2014,5398.969,4934.3256,40.4888,424.1546
340000,安徽省,2013,5040.2486,4584.1941,39.0385,417.016
340000,安徽省,2012,4483.6862,4086.1535,30.7,366.8
340000,安徽省,2011,4138.9216,3785.2979,30.1441,323.4796
340000,安徽省,2010,3222.08911,2954.22904,25.9,237.4
340000,安徽省,2009,2509.4901,2296.86748,14.77561,193.17518
340000,安徽省,2008,2492.643,2256.2746,4.1338,220.7255
340000,安徽省,2007,1640.05251,1471.93696,2.31242,130.88709
340000,安徽省,2006,1348.3544,1240.3902,1.5184,95.8589
340000,安徽省,2005,1208.91325,1107.76596,1.58678,86.9109
340000,安徽省,2004,1126.52458,1037.25406,,71.47115
340000,安徽省,2003,739.3664,680.4609,0.81867,36.06461
340000,安徽省,2002,599.7721,552.0563,0.6518,27.2084
340000,安徽省,2001,485.5694,445.9481,0.5477,20.0531
340000,安徽省,2000,512.1258,470.2392,0.5036,21.0081
350000,福建省,2019,,,,
350000,福建省,2018,24222.8,22757.8,103.6,1361.3
350000,福建省,2017,20018.9354,18943.2718,90.3287,985.3349
350000,福建省,2016,16346.6433,15422.9013,83.3587,840.3833
350000,福建省,2015,14279.038,13452.8938,71.1683,754.975900000001
350000,福建省,2014,13022.5618,12284.9929,46.8841,690.6848
350000,福建省,2013,11286.4739,10632.4371,45.0395,608.997300000002
350000,福建省,2012,9574.9059,9030.0121,37.7,507.2
350000,福建省,2011,8233.721,7731.622,34.727,467.371999999999
350000,福建省,2010,6155.08563,5761.61232,26.6,362.9
350000,福建省,2009,4367.14671,4066.54221,14.90132,284.59653
350000,福建省,2008,4415.2762,4097.4405,11.6938,304.0272
350000,福建省,2007,3205.69842,3008.84823,5.24001,191.61018
350000,福建省,2006,2689.6986,2531.5327,2.9846,148.3956
350000,福建省,2005,2292.19617,2168.57605,2.34217,123.35964
350000,福建省,2004,2339.43509,2193.37335,,128.34228
350000,福建省,2003,1355.2373,1263.1968,1.37148,50.73379
350000,福建省,2002,1166.4771,1084.4996,1.3475,45.5366
350000,福建省,2001,939.2833,871.707,1.571,30.1361
350000,福建省,2000,1000.2777,902.5096,2.2965,40.9067
360000,江西省,2019,,,,
360000,江西省,2018,3354.0,2942.9,63.7,347.4
360000,江西省,2017,2810.9136,2444.936,60.217,305.7606
360000,江西省,2016,2294.324,2002.2789,54.2245,237.8206
360000,江西省,2015,2053.4603,1803.2493,46.2706,203.9404
360000,江西省,2014,2192.0906,1973.3177,26.0476,192.7253
360000,江西省,2013,1958.1295,1753.6821,23.0389,181.4085
360000,江西省,2012,1747.4559,1562.7167,21.0,163.8
360000,江西省,2011,1576.0391,1427.2269,18.5661,130.2461
360000,江西省,2010,1329.12221,1194.23147,19.7,91.6
360000,江西省,2009,926.53553,806.10744,10.69821,98.0754
360000,江西省,2008,867.4579,739.9895,9.6654,116.8895
360000,江西省,2007,683.78175,600.08305,1.39569,70.09528
360000,江西省,2006,642.0119,569.7717,0.9782,66.4651
360000,江西省,2005,542.91031,491.22228,0.93991,48.02718
360000,江西省,2004,571.60282,519.9311,,44.08959
360000,江西省,2003,363.1913,329.5638,0.65211,18.03043
360000,江西省,2002,337.8773,310.6249,0.4824,13.9579
360000,江西省,2001,331.939,307.1687,0.6217,9.5607
360000,江西省,2000,271.6134,250.031,0.3176,8.7632
370000,山东省,2019,,,,
370000,山东省,2018,24125.0,22693,135.4,1296.6
370000,山东省,2017,21724.4605,20321.3307,148.8573,1254.2725
370000,山东省,2016,20352.0514,18672.2164,168.73,1511.105
370000,山东省,2015,18413.1045,16788.5455,159.3166,1465.2424
370000,山东省,2014,21137.6785,19387.761,133.5943,1616.3232
370000,山东省,2013,20864.0296,18924.5816,169.8453,1769.6027
370000,山东省,2012,16384.6382,15045.8635,90.4,1248.3
370000,山东省,2011,13142.3533,12068.1187,75.4579,998.7767
370000,山东省,2010,10709.94876,9652.59207,68.2,962.6
370000,山东省,2009,7663.11629,6953.82654,39.56868,1165.06104
370000,山东省,2008,7859.4223,6965.3829,41.1221,815.0444
370000,山东省,2007,4007.07976,3640.95122,12.2695,305.48033
370000,山东省,2006,3056.4129,2814.0494,7.6713,212.9626
370000,山东省,2005,2749.00053,2531.17634,5.99952,167.32456
370000,山东省,2004,2898.21856,2682.01576,,141.83194
370000,山东省,2003,1501.6526,1396.5025,1.52048,59.61927
370000,山东省,2002,1408.5779,1310.8929,1.8826,52.9244
370000,山东省,2001,1294.2369,1185.8807,1.8055,41.8453
370000,山东省,2000,1282.6896,1180.9626,2.0484,38.7764
410000,河南省,2019,,,,
410000,河南省,2018,8227.4,7389.5,131.5,706.4
410000,河南省,2017,9004.56,8082.3976,139.9441,782.218299999999
410000,河南省,2016,9313.4945,8265.6438,142.7804,905.070300000001
410000,河南省,2015,7853.4839,6991.1196,118.1664,744.1979
410000,河南省,2014,7104.5716,6405.5901,76.0735,622.908
410000,河南省,2013,6035.6994,5467.8585,67.3387,500.5022
410000,河南省,2012,5121.366,4711.0562,53.0,357.3
410000,河南省,2011,4740.5317,4352.389,50.0795,338.063199999999
410000,河南省,2010,3865.37017,3568.33421,41.1,255.9
410000,河南省,2009,2824.14358,2533.97333,36.12352,254.04673
410000,河南省,2008,2824.05,2587.0502,8.9468,228.1395
410000,河南省,2007,2135.43328,1968.95947,3.55971,162.84396
410000,河南省,2006,1774.8403,1646.1574,2.5108,126.172
410000,河南省,2005,1592.7719,1475.4562,2.1504,115.1653
410000,河南省,2004,1534.88373,1412.70496,,86.63067
410000,河南省,2003,775.396,717.7641,1.12985,32.03158
410000,河南省,2002,628.9025,577.4868,0.8524,29.6551
410000,河南省,2001,658.6144,602.734,1.3487,24.0304
410000,河南省,2000,731.7763,661.8314,1.3109,34.7334
420000,湖北省,2019,,,,
420000,湖北省,2018,12046.1,10885.4,106.4,1054.3
420000,湖北省,2017,10363.1797,9473.9518,93.6141,795.6138
420000,湖北省,2016,9383.979,8500.1037,89.5911,794.2842
420000,湖北省,2015,9126.4617,8281.8566,80.9386,763.666500000001
420000,湖北省,2014,9251.6437,8499.9335,62.4042,689.306
420000,湖北省,2013,9009.0881,8253.3416,74.4117,681.334800000001
420000,湖北省,2012,7365.1985,6890.4664,34.1,440.6
420000,湖北省,2011,6241.4615,5794.1445,33.2366,414.0804
420000,湖北省,2010,5137.77483,4770.22284,28.4,323.6
420000,湖北省,2009,3764.01913,3441.37367,14.80053,272.87997
420000,湖北省,2008,4278.6435,3986.6089,9.3462,282.6883
420000,湖北省,2007,2648.71085,2467.46451,5.58038,148.98588
420000,湖北省,2006,2167.6328,2023.1254,3.1182,132.6782
420000,湖北省,2005,1770.39335,1611.37988,2.21961,97.05547
420000,湖北省,2004,1506.50666,1402.58231,,87.18515
420000,湖北省,2003,903.1935,841.8129,1.30347,35.52866
420000,湖北省,2002,779.4736,729.8219,1.1073,27.092
420000,湖北省,2001,763.9482,712.0217,1.1179,24.256
420000,湖北省,2000,757.4914,704.7996,0.7634,23.7066
430000,湖南省,2019,,,,
430000,湖南省,2018,5481.2,4815,119.9,546.3
430000,湖南省,2017,4854.9823,4255.5438,116.1943,483.244199999999
430000,湖南省,2016,4208.348,3646.6584,109.3942,452.2954
430000,湖南省,2015,3809.8726,3347.5677,91.9381,370.3668
430000,湖南省,2014,3975.8847,3529.6429,57.6983,388.5435
430000,湖南省,2013,3718.159,3264.4262,61.1883,392.5445
430000,湖南省,2012,2791.091,2488.7207,40.2,262.2
430000,湖南省,2011,2572.9459,2297.6484,34.5694,240.7281
430000,湖南省,2010,1879.26011,1601.31855,30.2,142.1
430000,湖南省,2009,1568.16625,1321.74412,16.85402,147.96579
430000,湖南省,2008,1448.8244,1233.1593,12.1474,203.5177
430000,湖南省,2007,1043.43088,919.2518,3.31552,109.98848
430000,湖南省,2006,785.4649,687.0887,2.0449,96.3313
430000,湖南省,2005,780.87448,660.88685,1.84357,74.99011
430000,湖南省,2004,955.86436,858.15789,,82.2776
430000,湖南省,2003,749.371,685.6206,1.02213,39.47151
430000,湖南省,2002,612.5433,560.9651,0.9485,30.6252
430000,湖南省,2001,598.5888,550.834,0.8752,23.8258
430000,湖南省,2000,510.5956,469.6631,0.6643,20.074
440000,广东省,2019,,,,
440000,广东省,2018,69548.1,65248.1,243.7,4056.3
440000,广东省,2017,61555.6399,57754.2048,239.2226,3562.2125
440000,广东省,2016,53591.4244,49999.8073,232.4353,3359.1818
440000,广东省,2015,47381.109,44274.2236,188.0558,2918.8296
440000,广东省,2014,50374.0528,47469.4756,131.4846,2773.0926
440000,广东省,2013,47716.8566,44550.9406,119.0957,3046.8203
440000,广东省,2012,35018.2507,32764.0423,104.4,2149.9
440000,广东省,2011,28962.4983,27193.7437,83.1351,1685.6195
440000,广东省,2010,23141.59056,21728.3015,60.1,1354.4
440000,广东省,2009,16889.18253,15791.37002,37.6981,1057.67834
440000,广东省,2008,16468.4935,15332.0408,20.0911,1096.0345
440000,广东省,2007,12278.31771,11503.32906,14.20593,699.3898
440000,广东省,2006,10210.5966,9603.2933,9.9967,584.2067
440000,广东省,2005,8895.43346,8362.12904,9.28196,448.81876
440000,广东省,2004,8229.68953,7717.91671,,429.29428
440000,广东省,2003,4649.5374,4352.3447,4.99689,159.91491
440000,广东省,2002,3864.3386,3622.3201,3.9791,123.6214
440000,广东省,2001,3491.3037,3268.1226,3.9228,100.7952
440000,广东省,2000,2797.3969,2639.1353,2.6754,81.5913
450000,广西壮族自治区,2019,,,,
450000,广西壮族自治区,2018,5728.1,5397.1,59.6,271.5
450000,广西壮族自治区,2017,4815.0918,4520.474,57.1277,237.4901
450000,广西壮族自治区,2016,4086.55,3818.3805,51.4626,216.7069
450000,广西壮族自治区,2015,3779.3224,3549.0824,42.353,187.887
450000,广西壮族自治区,2014,3452.7994,3243.2416,22.4838,187.074
450000,广西壮族自治区,2013,3332.5333,3130.3412,21.0792,181.1129
450000,广西壮族自治区,2012,2885.9169,2690.2526,18.2,177.4
450000,广西壮族自治区,2011,2284.8088,2135.1328,15.9456,133.7304
450000,广西壮族自治区,2010,1713.00047,1578.27203,13.4,110.0
450000,广西壮族自治区,2009,1320.77196,1205.26141,7.0403,103.09851
450000,广西壮族自治区,2008,1392.1974,1266.8586,5.7497,109.7287
450000,广西壮族自治区,2007,825.32016,742.45773,1.34222,67.13918
450000,广西壮族自治区,2006,787.1241,714.8716,1.5102,60.6791
450000,广西壮族自治区,2005,797.27081,732.56018,1.26321,63.44742
450000,广西壮族自治区,2004,728.00613,669.39694,,43.12532
450000,广西壮族自治区,2003,306.6388,276.7699,0.75712,16.17935
450000,广西壮族自治区,2002,268.5902,242.3221,0.4538,13.485
450000,广西壮族自治区,2001,280.4727,256.9041,0.3898,8.6926
450000,广西壮族自治区,2000,279.4646,256.0779,0.4205,10.4978
460000,海南省,2019,,,,
460000,海南省,2018,1155.0,1039.5,28.9,86.7
460000,海南省,2017,1613.4506,1474.7872,19.2953,119.3681
460000,海南省,2016,1632.0648,1495.4264,18.2958,118.3426
460000,海南省,2015,1923.8742,1809.2809,13.5217,101.0716
460000,海南省,2014,1978.4473,1887.852,6.5987,83.9966
460000,海南省,2013,2107.7327,1982.2512,5.8106,119.6709
460000,海南省,2012,1219.2787,1160.1783,6.1,53.0
460000,海南省,2011,1066.8696,1003.3934,5.4259,58.0503
460000,海南省,2010,952.90771,891.95917,4.7,49.6
460000,海南省,2009,491.56274,437.12281,2.56297,43.62265
460000,海南省,2008,509.7873,460.595,0.9057,47.9577
460000,海南省,2007,328.1155,301.69158,0.35157,17.19183
460000,海南省,2006,331.6723,301.4478,0.3857,24.9256
460000,海南省,2005,224.08989,202.06714,0.31432,21.28708
460000,海南省,2004,205.26973,183.8002,,12.92747
460000,海南省,2003,112.6996,101.606,0.15802,5.84229
460000,海南省,2002,101.5897,91.5511,0.1379,5.105
460000,海南省,2001,77.9777,71.8658,0.0837,3.0925
460000,海南省,2000,72.7438,66.38,0.1136,3.4808
500000,重庆市,2019,,,,
500000,重庆市,2018,8755.0,8071.6,102.1,581.2
500000,重庆市,2017,7278.0684,6677.1323,105.7798,495.1563
500000,重庆市,2016,7392.9647,6762.4176,101.2939,529.253200000001
500000,重庆市,2015,6364.204,5767.8862,82.9943,513.3235
500000,重庆市,2014,6039.6267,5532.3452,53.4506,453.8309
500000,重庆市,2013,6378.9749,5844.4785,51.9546,482.5418
500000,重庆市,2012,5497.7066,5056.511,37.5,403.7
500000,重庆市,2011,5158.5441,4618.4367,31.4987,508.6087
500000,重庆市,2010,3740.15779,3375.07698,28.7,232.7
500000,重庆市,2009,2605.19921,2388.00851,17.61339,192.0047
500000,重庆市,2008,1984.704,1820.5156,5.4567,141.7658
500000,重庆市,2007,1129.87489,1033.95212,2.20536,75.26107
500000,重庆市,2006,865.4261,788.2771,1.1383,70.1784
500000,重庆市,2005,864.64722,781.50978,1.34936,68.3354
500000,重庆市,2004,636.82484,573.11795,,52.52296
500000,重庆市,2003,439.4641,402.1853,0.63977,18.29939
500000,重庆市,2002,412.7635,376.7528,0.8621,16.2525
500000,重庆市,2001,330.7915,299.4384,0.7238,13.9096
500000,重庆市,2000,272.3999,245.6371,0.4947,10.9419
510000,四川省,2019,,,,
510000,四川省,2018,8414.1,7664.4,111.6,638.1
510000,四川省,2017,7103.0079,6448.5724,109.3251,545.1104
510000,四川省,2016,6677.5913,6039.5218,108.2535,529.816
510000,四川省,2015,6151.2383,5561.7757,83.276,506.1866
510000,四川省,2014,7912.1024,7185.6017,67.3445,659.1562
