省份编码,省份,年份,零售业企业主营业企业务收入(亿元),零售业企业主营业企业务成本(亿元),零售业企业主营业企业务税金及附加(亿元),零售业企业主营业企业务利润(亿元)
310000,上海市,2000,595.5361,475.8662,1.9824,37.4939
320000,江苏省,2019,,,,
320000,江苏省,2018,10379.5,9107.4,39.3,1232.9
320000,江苏省,2017,9795.834,8675.5837,38.9517,1081.2986
320000,江苏省,2016,10035.5984,8878.0154,39.2586,1118.3244
320000,江苏省,2015,9312.0217,8243.456,43.4928,1025.0729
320000,江苏省,2014,9006.1978,7963.6642,41.0471,1001.4865
320000,江苏省,2013,8193.2016,7187.7152,43.6783,961.808100000001
320000,江苏省,2012,6298.2041,5606.0206,32.6,659.6
320000,江苏省,2011,5423.0409,4831.7929,22.8839,568.3641
320000,江苏省,2010,4469.56995,3977.5774,16.0,448.7
320000,江苏省,2009,3502.21526,3103.59595,14.66837,361.3403
320000,江苏省,2008,3002.0946,2601.7206,13.955,372.4419
320000,江苏省,2007,2087.16494,1868.28037,6.13015,171.02655
320000,江苏省,2006,1670.9831,1493.7424,5.4203,144.8428
320000,江苏省,2005,1285.03076,1135.89704,5.20025,113.04862
320000,江苏省,2004,992.40549,874.60149,,92.24715
320000,江苏省,2003,823.4422,736.2008,2.13683,36.60413
320000,江苏省,2002,617.1072,548.9484,2.0014,31.8028
320000,江苏省,2001,460.3819,397.1448,1.373,27.6187
320000,江苏省,2000,373.8621,318.5909,1.2939,24.7782
330000,浙江省,2019,,,,
330000,浙江省,2018,7419.5,6581.0,23.8,814.7
330000,浙江省,2017,6898.478,6119.5569,22.2227,756.6984
330000,浙江省,2016,7079.2149,6343.0553,20.6401,715.5195
330000,浙江省,2015,6105.9283,5491.457,21.7728,592.698499999999
330000,浙江省,2014,5944.127,5398.8086,20.4314,524.887
330000,浙江省,2013,5490.9745,4980.5382,19.6008,490.8355
330000,浙江省,2012,4906.6061,4501.0056,15.0,390.6
330000,浙江省,2011,4548.9456,4159.156,12.5504,377.2392
330000,浙江省,2010,3771.90461,3461.44099,9.8,300.6
330000,浙江省,2009,2808.02454,2568.44964,7.47021,231.96834
330000,浙江省,2008,2440.3406,2229.2314,6.2065,204.8828
330000,浙江省,2007,1568.54997,1435.34661,3.92433,129.27903
330000,浙江省,2006,1203.2248,1101.7676,2.8477,98.6096
330000,浙江省,2005,1020.13707,930.85401,3.11772,84.15575
330000,浙江省,2004,833.25602,761.95369,,69.16047
330000,浙江省,2003,535.9684,482.8647,1.34892,23.85115
330000,浙江省,2002,360.3041,321.4091,1.0889,18.7112
330000,浙江省,2001,297.6451,260.0835,0.8701,15.6487
330000,浙江省,2000,228.9593,201.409,0.8147,13.2544
340000,安徽省,2019,,,,
340000,安徽省,2018,3762.3,3313.2,13.9,435.2
340000,安徽省,2017,3581.3264,3203.1115,13.1292,365.0857
340000,安徽省,2016,3571.0885,3202.9973,12.5521,355.5391
340000,安徽省,2015,3157.5214,2809.042,12.4943,335.9851
340000,安徽省,2014,2963.4701,2677.4302,12.2524,273.7875
340000,安徽省,2013,2598.1263,2309.7409,11.6025,276.7829
340000,安徽省,2012,2046.7221,1823.077,8.1,215.5
340000,安徽省,2011,1662.4241,1502.4219,7.7298,152.2724
340000,安徽省,2010,1216.65546,1096.71804,5.8,106.4
340000,安徽省,2009,825.77244,744.70793,3.17154,73.98381
340000,安徽省,2008,637.705,567.4737,2.9438,63.9896
340000,安徽省,2007,401.71375,354.33997,1.10258,34.86174
340000,安徽省,2006,340.6044,307.7511,0.9637,29.9949
340000,安徽省,2005,271.6013,244.83877,0.74259,23.32421
340000,安徽省,2004,203.1339,182.14714,,15.66325
340000,安徽省,2003,118.1038,103.9623,0.353,6.96933
340000,安徽省,2002,110.2236,96.8735,0.3441,7.3764
340000,安徽省,2001,85.6125,72.9628,0.2556,6.4003
340000,安徽省,2000,73.287,62.4243,0.3168,5.02
350000,福建省,2019,,,,
350000,福建省,2018,5257.8,4586.5,25.1,646.2
350000,福建省,2017,4740.1928,4173.83,21.4647,544.8981
350000,福建省,2016,3999.7307,3533.4413,19.4217,446.8677
350000,福建省,2015,3423.4621,3035.1492,18.549,369.7639
350000,福建省,2014,3080.7369,2725.5881,15.5594,339.5894
350000,福建省,2013,2597.4246,2293.3499,13.2314,290.8433
350000,福建省,2012,2214.4605,1960.1044,8.9,245.5
350000,福建省,2011,1869.707,1670.7272,7.0775,191.9023
350000,福建省,2010,1393.1159,1244.92479,6.1,140.9
350000,福建省,2009,1025.17426,913.67029,3.87291,103.35307
350000,福建省,2008,823.1903,739.6437,3.1707,79.4512
350000,福建省,2007,635.67641,574.50889,2.37712,58.7904
350000,福建省,2006,561.9232,507.3518,1.7715,45.2943
350000,福建省,2005,390.82318,358.68341,3.01784,32.07328
350000,福建省,2004,376.26885,339.56184,,28.44304
350000,福建省,2003,276.2386,248.5561,0.97743,11.14725
350000,福建省,2002,179.1934,158.11,0.6994,10.4428
350000,福建省,2001,127.2714,113.0089,0.558,4.9723
350000,福建省,2000,101.5566,89.4472,0.5131,5.1853
360000,江西省,2019,,,,
360000,江西省,2018,1890.0,1657.8,8.0,224.2
360000,江西省,2017,1631.0274,1439.7143,9.1821,182.131
360000,江西省,2016,1933.7603,1724.3941,16.3547,193.0115
360000,江西省,2015,1500.6721,1338.7617,15.7635,146.1469
360000,江西省,2014,1280.4291,1143.4548,7.1743,129.8
360000,江西省,2013,1108.5503,979.0542,8.9891,120.507
360000,江西省,2012,902.3442,806.8974,4.6,90.8
360000,江西省,2011,679.7664,611.3559,3.4277,64.9828
360000,江西省,2010,517.84599,448.37156,3.4,58.7
360000,江西省,2009,414.27816,361.30824,1.87801,46.0268
360000,江西省,2008,352.6289,291.3191,5.3781,51.5878
360000,江西省,2007,205.05503,179.0113,1.0598,18.32105
360000,江西省,2006,157.9247,140.7071,0.7252,15.4713
360000,江西省,2005,125.33573,108.12254,0.49088,12.61755
360000,江西省,2004,118.55416,105.57368,,11.20736
360000,江西省,2003,72.0961,64.4625,0.33593,3.87062
360000,江西省,2002,57.7193,50.8557,0.1823,3.7022
360000,江西省,2001,44.868,39.023,0.1728,3.003
360000,江西省,2000,32.7806,28.5149,0.1562,1.8302
370000,山东省,2019,,,,
370000,山东省,2018,6771.6,6032.8,24.4,714.4
370000,山东省,2017,7981.9613,7075.2029,43.8815,862.8769
370000,山东省,2016,9598.7065,8425.1055,62.4185,1111.1825
370000,山东省,2015,9097.8568,7996.6523,74.1995,1027.005
370000,山东省,2014,9034.5824,7916.4681,75.2789,1042.8354
370000,山东省,2013,8242.1391,7117.1777,82.981,1041.9804
370000,山东省,2012,6976.7592,6147.851,54.6,774.3
370000,山东省,2011,5914.4433,5248.1608,38.3865,627.896
370000,山东省,2010,4924.93561,4286.64344,38.1,573.7
370000,山东省,2009,3697.43557,3251.7034,24.08698,402.55724
370000,山东省,2008,3223.2738,2651.0298,47.3851,513.3059
370000,山东省,2007,2125.16164,1886.22683,9.39752,185.11549
370000,山东省,2006,1581.553,1432.7876,5.5677,133.605
370000,山东省,2005,1295.96975,1175.39168,3.88698,99.03634
370000,山东省,2004,1090.05477,985.82395,,66.0745
370000,山东省,2003,718.9762,657.2032,1.35467,31.27035
370000,山东省,2002,514.3549,466.3853,1.1217,24.636
370000,山东省,2001,437.0183,388.7907,0.9943,23.931
370000,山东省,2000,328.3774,287.594,0.8017,18.3441
410000,河南省,2019,,,,
410000,河南省,2018,3907.7,3383.6,17.8,506.3
410000,河南省,2017,4514.9111,3920.2895,33.7554,560.8662
410000,河南省,2016,5025.1293,4390.6221,40.9687,593.5385
410000,河南省,2015,4215.6505,3707.133,37.7602,470.7573
410000,河南省,2014,3828.7921,3383.3373,33.9481,411.5067
410000,河南省,2013,3185.6716,2790.2528,30.4767,364.9421
410000,河南省,2012,2617.634,2343.3908,20.5,253.7
410000,河南省,2011,2295.7726,2066.9723,19.4162,209.3841
410000,河南省,2010,1859.4646,1672.51793,18.5,168.4
410000,河南省,2009,1494.78247,1336.96728,18.35759,139.4576
410000,河南省,2008,1229.6497,1099.4507,9.1274,120.9782
410000,河南省,2007,757.53841,693.86024,3.60815,59.91918
410000,河南省,2006,678.7806,626.6193,2.6868,49.4745
410000,河南省,2005,514.4109,474.3855,2.0446,37.9808
410000,河南省,2004,520.81092,470.94326,,35.09849
410000,河南省,2003,245.8385,225.1758,0.74625,9.0161
410000,河南省,2002,213.7551,196.8129,0.7547,6.833
410000,河南省,2001,171.0652,155.7867,0.6046,5.6301
410000,河南省,2000,157.7899,142.461,0.6662,5.459
420000,湖北省,2019,,,,
420000,湖北省,2018,5216.3,4460.1,29.7,726.5
420000,湖北省,2017,4876.9655,4275.7579,30.3916,570.816000000001
420000,湖北省,2016,5890.5236,5171.501,45.3246,673.698
420000,湖北省,2015,4750.2835,4113.733,38.7762,597.774299999999
420000,湖北省,2014,4867.1494,4214.2149,45.2441,607.6904
420000,湖北省,2013,4253.2338,3617.6907,48.726,586.8171
420000,湖北省,2012,3236.1445,2979.434,25.7,231.0
420000,湖北省,2011,2584.1358,2230.0142,20.4911,333.6305
420000,湖北省,2010,1844.44854,1575.406,11.6,197.7
420000,湖北省,2009,1239.41192,1091.55487,5.99682,133.22834
420000,湖北省,2008,1068.4854,928.6602,5.1265,134.6988
420000,湖北省,2007,680.87176,572.93645,3.22087,66.56612
420000,湖北省,2006,497.3355,438.3778,2.1667,52.7267
420000,湖北省,2005,458.14703,396.50444,2.15092,44.11191
420000,湖北省,2004,425.53565,369.27091,,40.37674
420000,湖北省,2003,263.2671,231.9121,1.05287,17.43874
420000,湖北省,2002,219.6295,194.7866,0.8739,13.6877
420000,湖北省,2001,168.5283,145.5903,0.8863,11.6854
420000,湖北省,2000,167.3922,143.7586,0.8665,12.1563
430000,湖南省,2019,,,,
430000,湖南省,2018,4373.8,3800.1,28.1,545.6
430000,湖南省,2017,4495.7964,3958.1227,31.4595,506.2142
430000,湖南省,2016,4225.0044,3722.3609,31.6336,471.0099
430000,湖南省,2015,3837.1236,3387.2065,32.7126,417.2045
430000,湖南省,2014,3625.3775,3193.1387,32.0968,400.142
430000,湖南省,2013,3242.4356,2853.5273,28.8293,360.079
430000,湖南省,2012,2571.4588,2260.8298,17.9,292.8
430000,湖南省,2011,2192.8918,1934.2542,15.0495,243.5881
430000,湖南省,2010,1658.2087,1431.79811,10.5,133.1
430000,湖南省,2009,1237.1484,1058.66702,7.41588,100.41005
430000,湖南省,2008,1037.6497,888.2005,7.1181,142.3311
430000,湖南省,2007,516.45025,453.67489,2.08993,60.68543
430000,湖南省,2006,542.7212,469.9478,2.6624,70.1109
430000,湖南省,2005,388.42832,340.47515,1.54104,36.9982
430000,湖南省,2004,290.21053,247.1693,,28.70238
430000,湖南省,2003,160.6727,138.3307,0.65662,10.43524
430000,湖南省,2002,136.459,116.5834,0.5161,10.2961
430000,湖南省,2001,103.2003,85.7019,0.4462,9.6957
430000,湖南省,2000,92.6489,76.8733,0.4684,8.8093
440000,广东省,2019,,,,
440000,广东省,2018,11785.1,10193.8,41.7,1549.6
440000,广东省,2017,11444.0373,9808.6986,43.1193,1592.2194
440000,广东省,2016,11171.8868,9730.0787,43.1272,1398.6809
440000,广东省,2015,9876.1309,8659.6774,43.7501,1172.7034
440000,广东省,2014,9682.238,8545.4054,38.0638,1098.7688
440000,广东省,2013,8512.222,7472.0815,35.041,1005.0995
440000,广东省,2012,7094.8493,6190.2238,25.9,878.7
440000,广东省,2011,6417.5714,5596.3955,23.4197,797.7562
440000,广东省,2010,5553.90912,4827.41234,18.0,690.7
440000,广东省,2009,4211.55548,3625.78827,12.7841,564.73655
440000,广东省,2008,3804.3073,3312.822,10.2675,463.0778
440000,广东省,2007,2912.9566,2604.68407,6.71681,271.09074
440000,广东省,2006,2153.9638,1937.0618,5.0995,203.8886
440000,广东省,2005,1844.7347,1646.32875,4.38357,165.25384
440000,广东省,2004,1570.37481,1402.25735,,141.59501
440000,广东省,2003,925.2092,825.7209,2.29198,24.37071
440000,广东省,2002,696.4025,609.3707,2.3973,30.5314
440000,广东省,2001,517.4417,444.7083,1.5381,27.4865
440000,广东省,2000,493.6259,429.9271,1.3486,28.4821
450000,广西壮族自治区,2019,,,,
450000,广西壮族自治区,2018,1561.8,1393.1,4.4,164.3
450000,广西壮族自治区,2017,1680.1467,1511.0974,5.66,163.3893
450000,广西壮族自治区,2016,1550.7311,1403.9702,4.3751,142.3858
450000,广西壮族自治区,2015,1276.0204,1146.2381,4.4178,125.3645
450000,广西壮族自治区,2014,1177.1388,1058.042,4.1318,114.965
450000,广西壮族自治区,2013,1017.8717,907.717,3.8874,106.2673
450000,广西壮族自治区,2012,814.127,752.2423,3.1,58.8
450000,广西壮族自治区,2011,734.8779,651.9846,4.1264,78.7669
450000,广西壮族自治区,2010,590.45748,519.02256,2.4,59.2
450000,广西壮族自治区,2009,509.85875,454.47381,1.95914,56.69227
450000,广西壮族自治区,2008,400.3264,354.1368,1.9382,43.0602
450000,广西壮族自治区,2007,289.37761,252.82061,0.94291,23.81279
450000,广西壮族自治区,2006,220.8327,197.3439,0.665,17.759
450000,广西壮族自治区,2005,202.14426,178.94695,0.66386,22.53345
450000,广西壮族自治区,2004,180.26046,162.9127,,13.73625
450000,广西壮族自治区,2003,112.2986,99.8045,0.42534,6.41928
450000,广西壮族自治区,2002,121.2251,104.4455,0.8148,10.02
450000,广西壮族自治区,2001,66.2746,56.6211,0.2568,4.2198
450000,广西壮族自治区,2000,70.6388,61.1938,0.3005,4.6803
460000,海南省,2019,,,,
460000,海南省,2018,556.2,468.2,5.1,82.9
460000,海南省,2017,503.3272,427.8971,3.4137,72.0164
460000,海南省,2016,455.4081,388.4589,2.7211,64.2281
460000,海南省,2015,417.6181,359.0239,2.6188,55.9754
460000,海南省,2014,461.4847,401.5081,2.2968,57.6798
460000,海南省,2013,372.4387,323.9058,2.0495,46.4834
460000,海南省,2012,385.5247,344.3201,1.9,39.3
460000,海南省,2011,367.5081,329.572,1.0737,36.8624
460000,海南省,2010,302.52845,275.62415,0.6,26.0
460000,海南省,2009,198.72399,179.68206,0.39836,18.52526
460000,海南省,2008,190.5537,174.4956,0.3663,15.6491
460000,海南省,2007,125.24657,114.20161,0.21423,9.93425
460000,海南省,2006,44.9667,40.7084,0.1237,3.9233
460000,海南省,2005,40.68348,36.49948,0.09954,4.01571
460000,海南省,2004,43.98688,39.37637,,2.25853
460000,海南省,2003,25.8188,22.9348,0.05771,1.30496
460000,海南省,2002,20.0706,17.2846,0.1425,1.3811
460000,海南省,2001,13.0742,10.1912,0.0218,1.0078
460000,海南省,2000,8.8584,7.1952,0.0947,0.7865
500000,重庆市,2019,,,,
500000,重庆市,2018,3199.4,2810.3,10.0,379.1
500000,重庆市,2017,3134.5655,2726.0813,21.7866,386.6976
500000,重庆市,2016,3609.5986,3144.7068,25.5326,439.3592
500000,重庆市,2015,3142.3453,2726.5092,28.3593,387.4768
500000,重庆市,2014,2795.0019,2390.47,28.6384,375.8935
500000,重庆市,2013,2373.8563,2031.7622,25.0597,317.0344
500000,重庆市,2012,2007.9785,1779.5954,16.9,211.5
500000,重庆市,2011,1719.3803,1529.4461,13.9624,175.9718
500000,重庆市,2010,1339.71603,1198.03717,10.5,127.3
500000,重庆市,2009,943.09796,785.98614,8.60634,135.45798
500000,重庆市,2008,690.7468,598.6778,5.1736,83.6255
500000,重庆市,2007,446.85213,400.35365,1.45403,39.6649
500000,重庆市,2006,335.9293,298.9874,1.4543,33.5042
500000,重庆市,2005,213.31117,188.90187,0.7166,20.37853
500000,重庆市,2004,236.92478,208.88559,,21.98038
500000,重庆市,2003,185.9617,165.774,1.04709,10.01128
500000,重庆市,2002,110.4894,98.2002,0.489,5.5061
500000,重庆市,2001,72.3438,63.0002,0.2508,3.7455
500000,重庆市,2000,59.4319,50.9724,0.2775,4.2028
510000,四川省,2019,,,,
510000,四川省,2018,5425.7,4785.2,20.3,620.1
510000,四川省,2017,4914.3251,4372.0025,18.2326,524.09
510000,四川省,2016,5334.8304,4740.8667,24.6251,569.3386
510000,四川省,2015,4854.6434,4324.9451,24.6612,505.0371
510000,四川省,2014,4732.147,4226.7473,22.5128,482.8869
510000,四川省,2013,3934.0135,3499.7657,22.301,411.9468
510000,四川省,2012,3396.5318,2996.2683,16.3,383.9
510000,四川省,2011,2738.9282,2456.5142,14.3292,268.0848
510000,四川省,2010,2038.83427,1814.61105,10.4,213.9
510000,四川省,2009,1437.88189,1293.03833,16.2134,136.4654
510000,四川省,2008,1039.6315,918.7099,15.2075,125.4319
510000,四川省,2007,598.74298,518.17203,1.45861,55.68135
510000,四川省,2006,460.8918,406.4502,3.1876,46.967
510000,四川省,2005,351.39595,304.91296,0.91503,38.47643
