省份编码,省份,年份,地形图(张),1：10000地形图(张),1：50000地形图(张),测绘基准成果(点),航摄成果(片),专题地图(张),地图集(册)
210000,辽宁省,2016,1804,1307,494,1183,,284,
210000,辽宁省,2015,1469,1134,335,891,,119,
210000,辽宁省,2014,3588,3168,367,7254,22103.33984375,116,
210000,辽宁省,2013,2937,2036,865,2539,,779,
210000,辽宁省,2012,4060,3247,711,31172,8750,665,
210000,辽宁省,2011,2724,2278,409,1170,431,870,
210000,辽宁省,2010,4166,3284,509,1790,701,601,377
210000,辽宁省,2009,3902,3026,698,1298,130,,15
210000,辽宁省,2008,5086,3557,1487,2680,2781,,
210000,辽宁省,2007,,,,,,,
210000,辽宁省,2006,5430,5230,200,120,,120,150
210000,辽宁省,2005,6199,5899,200,610,16,100,132
210000,辽宁省,2004,4422,4422,,,,,
210000,辽宁省,2003,5086,4306,778,372,,2703,1948
210000,辽宁省,2002,4831,2838,1933,230,,200,20
210000,辽宁省,2001,4245,2010,1615,177,,870,10
210000,辽宁省,2000,4235,3062,1003,148,,2164,91
220000,吉林省,2019,506,,506,3807,,,
220000,吉林省,2018,1583,975,608,3966,998000,7044,
220000,吉林省,2017,3966,1927,2039,3107,42680,777,
220000,吉林省,2016,3769,2389,1380,6201,42680,2146,
220000,吉林省,2015,3767,,,4923,180000,2127,
220000,吉林省,2014,3742,2383,1359,3285,7617.1875,5240,
220000,吉林省,2013,4275,2901,1216,5059,3091.796875,11000,400
220000,吉林省,2012,3789,2165,1577,7255,180403,3791,1701
220000,吉林省,2011,13880,12289,1301,4369,,7475,1674
220000,吉林省,2010,10156,7154,2483,7395,13212,7911,1350
220000,吉林省,2009,8654,5053,2760,7745,14462,7748,3363
220000,吉林省,2008,5207,2565,1980,4379,11158,359,235
220000,吉林省,2007,5675,3928,1358,3091,17514,4406,467
220000,吉林省,2006,6267,3278,2381,3691,17003,9037,351
220000,吉林省,2005,7485,4534,2318,1225,17936,639,190
220000,吉林省,2004,9414,5709,2522,2344,22309,535,
220000,吉林省,2003,15914,11428,3110,4490,3468,693,17
220000,吉林省,2002,10978,3988,5617,2987,1037,1145,271
220000,吉林省,2001,8112,2102,4970,3075,5497,736,303
220000,吉林省,2000,9892,3680,2807,4600,4100,983,1362
230000,黑龙江省,2019,12124,11474,557,2778,,,
230000,黑龙江省,2018,4825,4505,304,18033,,,
230000,黑龙江省,2017,2146,1440,550,3764,,,
230000,黑龙江省,2016,6461,5110,1210,8133,,,
230000,黑龙江省,2015,3688,1554,1393,4197,,,
230000,黑龙江省,2014,2524,884,1536,1166,,,
230000,黑龙江省,2013,2378,949,1151,1847,,,
230000,黑龙江省,2012,4289,1489,2075,41998,7690,,
230000,黑龙江省,2011,9554,3638,5594,7849,188527,,
230000,黑龙江省,2010,9206,5288,2710,13397,109445,10,2
230000,黑龙江省,2009,12568,4578,6705,23659,52755,9,
230000,黑龙江省,2008,22106,12339,9201,7792,37401,16,
230000,黑龙江省,2007,17701,6313,10719,9439,32339,17,
230000,黑龙江省,2006,21325,3535,15188,9722,73400,115,104
230000,黑龙江省,2005,18536,3175,14402,651,158387,207,302
230000,黑龙江省,2004,14327,2414,10625,717,102047,237,251
230000,黑龙江省,2003,16012,6626,8071,685,105687,262,23
230000,黑龙江省,2002,25866,4885,18038,2527,124741,620,113
230000,黑龙江省,2001,31241,11177,13782,687,114540,729,496
230000,黑龙江省,2000,24347,13415,8733,541,20148,1071,552
310000,上海市,2019,195544,1,,12533,,,
310000,上海市,2018,183525,211,,13996,,4895783,
310000,上海市,2017,166768,,,15255,,565789,
310000,上海市,2016,131436,,,6070,,373,
310000,上海市,2015,132158,20,,5426,,51,
310000,上海市,2014,138150,56,,5766,,,
310000,上海市,2013,149644,,,7196,,,
310000,上海市,2012,150142,507,34,14852,8010,,
310000,上海市,2011,194555,84,,4015,,,
310000,上海市,2010,144064,2313,751,3216,11721,,
310000,上海市,2009,183033,20,13,4011,,,
310000,上海市,2008,170435,550,67,4015,,,
310000,上海市,2007,253059,204,16,18629,,,
310000,上海市,2006,221430,1886,14,29500,,,
310000,上海市,2005,253318,1200,112,23000,2800,,
310000,上海市,2004,340465,1545,167,31750,5594,,
310000,上海市,2003,251936,1786,144,20808,10080,,
310000,上海市,2002,251731,1600,89,5394,7040,,
310000,上海市,2001,302585,1751,,4807,5449,,
310000,上海市,2000,601077,1077,,1230,2500,1724,
320000,江苏省,2019,1245,1143,102,13730,,,
320000,江苏省,2018,1483,1357,114,6270,25800,,
320000,江苏省,2017,1077,895,170,5343,,,
320000,江苏省,2016,2349,2133,214,2583,,,
320000,江苏省,2015,1703,1302,401,8029,8643,,
320000,江苏省,2014,1275,1022,249,1023,,,
320000,江苏省,2013,1889,1605,280,8531,1115,,156
320000,江苏省,2012,1612,1199,325,1280,,,4
320000,江苏省,2011,1868,1592,244,3630,,,76
320000,江苏省,2010,2240,1896,303,8703,105,749,60
320000,江苏省,2009,7153,4599,2496,15984,1323,266,53
320000,江苏省,2008,4709,3703,915,2183,115,238,42
320000,江苏省,2007,3785,3326,429,1152,,168,82
320000,江苏省,2006,4088,3577,423,1374,2,10,36
320000,江苏省,2005,5814,4653,1115,1873,757,96,494
320000,江苏省,2004,6900,6082,614,2329,16,167,432
320000,江苏省,2003,9464,6746,1961,2093,1058,,426
320000,江苏省,2002,7772,6912,741,15365,5475,128,228
320000,江苏省,2001,8912,6362,2301,2131,7307,174,256
320000,江苏省,2000,8222,5521,2323,1076,16,352,510
330000,浙江省,2019,210,118,92,1101,,,
330000,浙江省,2018,367,82,281,909,7257.5,,
330000,浙江省,2017,239,12,92,1743,24479.9,,
330000,浙江省,2016,865,519,341,1661,35142.1,,
330000,浙江省,2015,543,382,109,1208,14069,,
330000,浙江省,2014,780,417,363,934,15021.6826171875,,
330000,浙江省,2013,992,920,72,2096,6297.294921875,,
330000,浙江省,2012,1864,1126,734,1939,22141.2,,
330000,浙江省,2011,12216,11410,787,2742,,,
330000,浙江省,2010,4093,3161,863,1703,18100,,
330000,浙江省,2009,5400,4524,853,4294,18989,,
330000,浙江省,2008,10539,9745,602,3195,40963,,
330000,浙江省,2007,6720,6335,278,14368,201,,
330000,浙江省,2006,4196,3844,315,3075,21,,
330000,浙江省,2005,4138,4071,35,1455,213,,
330000,浙江省,2004,12011,10911,930,1525,41,,
330000,浙江省,2003,17395,14917,1631,3562,934,,
330000,浙江省,2002,17295,14518,1979,3716,5501,,
330000,浙江省,2001,13431,12944,,993,8192,,
330000,浙江省,2000,20195,15645,3281,2246,19440,,
340000,安徽省,2019,1163,138,1025,1085,,,
340000,安徽省,2018,1330,891,264,2274,13910,,
340000,安徽省,2017,1319,1226,93,1949,1149,,
340000,安徽省,2016,3702,3005,695,2299,2349.7,,
340000,安徽省,2015,7263,4674,721,3406,1611,1,
340000,安徽省,2014,19819,9949,410,5301,140.72265625,,
340000,安徽省,2013,4839,4029,790,6732,26978.1923828125,,
340000,安徽省,2012,5196,4792,397,4763,644052.03,,
340000,安徽省,2011,6075,5690,354,2622,,413,
340000,安徽省,2010,7685,7129,537,3989,14532,,
340000,安徽省,2009,6808,6125,683,5247,8708,,
340000,安徽省,2008,7367,6824,527,3624,3187,,
340000,安徽省,2007,7255,6673,332,3251,129,,
340000,安徽省,2006,8582,7451,826,4032,7181,19,35
340000,安徽省,2005,7895,7074,629,10520,11096,,
340000,安徽省,2004,9902,4668,4225,3457,15057,,
340000,安徽省,2003,12322,7644,3914,3886,4771,,
340000,安徽省,2002,11475,8541,2337,8100,3009,,
340000,安徽省,2001,8662,5037,2881,2568,2860,,
340000,安徽省,2000,9745,7011,2085,6307,3,,
350000,福建省,2019,15,15,,913,,,
350000,福建省,2018,,,,907,245,,
350000,福建省,2017,291,277,14,1346,,,
350000,福建省,2016,4117,1126,2904,1074,29816,5,
350000,福建省,2015,2490,2273,184,917,10969,,
350000,福建省,2014,2413,2025,316,935,6726.94921875,56,
350000,福建省,2013,3319,2144,1011,863,4756.51953125,15,
350000,福建省,2012,6256,5778,448,2448,23155,118,
350000,福建省,2011,5217,4266,757,2518,9851,273,
350000,福建省,2010,6834,5487,1134,3767,5329,,
350000,福建省,2009,13285,5712,1316,4008,11024,,
350000,福建省,2008,4884,3878,833,2301,8403,,
350000,福建省,2007,5528,3647,1652,,,,
350000,福建省,2006,8056,6355,1095,2283,28110,,
350000,福建省,2005,9616,8096,1312,2025,28537,,
350000,福建省,2004,7684,6376,866,2269,11594,,
350000,福建省,2003,9187,6236,1887,2500,1750,,
350000,福建省,2002,16838,13827,2314,4225,785,,
350000,福建省,2001,14182,10229,2108,,,,
350000,福建省,2000,8095,5301,2102,3680,2077,,
360000,江西省,2019,2443,2291,126,4533,,,
360000,江西省,2018,2372,2029,343,3083,141379,,
360000,江西省,2017,2222,1910,275,1995,,,
360000,江西省,2016,3532,3078,410,2395,107643,40,
360000,江西省,2015,6592,5328,1080,5282,364834,,
360000,江西省,2014,2940,2648,244,2598,7810.0048828125,,
360000,江西省,2013,2955,2440,446,4860,,,
360000,江西省,2012,10541,9146,1282,8992,200505,,
360000,江西省,2011,8320,7498,655,3687,7994,,
360000,江西省,2010,5543,4441,1028,31121,1926,,
360000,江西省,2009,5660,4963,627,8357,,,
360000,江西省,2008,17525,15336,2016,7929,12355,,
360000,江西省,2007,15463,12754,2281,24221,22631,,
360000,江西省,2006,8271,5058,2868,17010,15865,112,
360000,江西省,2005,6454,4231,1584,1327,48126,5,
360000,江西省,2004,6243,3959,1909,513,27000,,
360000,江西省,2003,10457,8656,1392,47372,8411,,
360000,江西省,2002,8909,7287,1007,173,120,,48
360000,江西省,2001,11189,8785,1919,1611,,66,217
360000,江西省,2000,9190,7266,1638,377,281,33,17
370000,山东省,2019,542,151,391,1263,,,
370000,山东省,2018,644,474,170,12498,,,
370000,山东省,2017,1389,535,851,1089,1160,,
370000,山东省,2016,860,358,255,669,1160,,
370000,山东省,2015,1571,1268,76,429,2403,,
370000,山东省,2014,2859,1634,1059,985,1120,,
370000,山东省,2013,1779,1340,313,669,666.51953125,,
370000,山东省,2012,2919,2389,346,2347,25560,,
370000,山东省,2011,4295,3619,498,3309,,,
370000,山东省,2010,12131,11287,721,2447,,,
370000,山东省,2009,6142,5511,522,3779,81689,,
370000,山东省,2008,5635,4747,706,14387,816,,
370000,山东省,2007,5957,3701,1772,4626,761,,
370000,山东省,2006,9493,7756,1508,2457,125,,
370000,山东省,2005,5208,3808,1134,2013,365,13,40
370000,山东省,2004,15116,12355,2453,4837,43,9,17
370000,山东省,2003,12878,9015,3155,,675,126,162
370000,山东省,2002,15260,12424,2330,968,26,76,71
370000,山东省,2001,8353,6177,1784,709,133,46,226
370000,山东省,2000,15819,12806,2193,833,300,128,392
410000,河南省,2019,250,118,128,2606,,,
410000,河南省,2018,752,505,233,1789,122,4450,
410000,河南省,2017,903,635,266,160,,44453,
410000,河南省,2016,1286,1081,201,211,2539,4703,
410000,河南省,2015,2956,2676,276,329,18460,,
410000,河南省,2014,1204,1151,50,157,2760.9599609375,,
410000,河南省,2013,1039,886,125,2503,3659.341796875,4923,1212
410000,河南省,2012,1198,1052,131,543,684506,6766,1394
410000,河南省,2011,3606,3325,187,1097,2725,1686,553
410000,河南省,2010,1210,918,161,514,9,33130,
410000,河南省,2009,2859,2415,366,1536,63186,25000,
410000,河南省,2008,2238,1871,365,723,747,27050,
410000,河南省,2007,1902,790,950,1491,3940,,
410000,河南省,2006,3970,2758,855,1116,9401,,
410000,河南省,2005,2823,1965,646,1821,2407,,
410000,河南省,2004,4246,2974,1103,928,12041,,
410000,河南省,2003,3848,1569,1938,705,4588,,
410000,河南省,2002,4490,1379,1288,1008,17310,,
410000,河南省,2001,5449,3603,1406,1815,,,
410000,河南省,2000,4425,3491,734,376,340,,
420000,湖北省,2019,85,,85,348,,,
420000,湖北省,2018,120,,120,2764,5465,11,
420000,湖北省,2017,130,,126,2182,58092,,
420000,湖北省,2016,424,,424,1810,40691,,
420000,湖北省,2015,695,396,294,2098,40045,,
420000,湖北省,2014,1534,616,858,1018,3606.73828125,,
420000,湖北省,2013,851,450,344,563,348.701171875,1,
420000,湖北省,2012,1818,1678,91,1554,366100,4,
420000,湖北省,2011,2762,2464,292,2133,4760,2,1
420000,湖北省,2010,2272,1690,564,4588,17857,100,224
420000,湖北省,2009,2606,2270,258,3523,5097,,
420000,湖北省,2008,1904,1682,176,1501,140,,
420000,湖北省,2007,172,47,,388,39,,
420000,湖北省,2006,1062,961,63,290,32,,
420000,湖北省,2005,5428,2007,2638,426,3853,,
420000,湖北省,2004,3202,2498,400,974,2842,,
420000,湖北省,2003,1925,1321,358,555,152,,
420000,湖北省,2002,6930,4790,1776,387,1328,,
420000,湖北省,2001,7475,4376,2711,242,150691,23,187
420000,湖北省,2000,9750,6876,2619,453,671,300,500
430000,湖南省,2019,598,558,40,1363,,,
430000,湖南省,2018,1101,996,105,6511,,,
430000,湖南省,2017,3134,2197,922,6256,,,
430000,湖南省,2016,4126,3611,459,1875,,,
430000,湖南省,2015,2141,1838,281,1002,156886,,
430000,湖南省,2014,4557,2948,930,1939,,,
430000,湖南省,2013,4269,3862,339,30056,,,
430000,湖南省,2012,3209,2895,281,5388,54921.1,,
430000,湖南省,2011,13980,12837,1123,713,4684,,
430000,湖南省,2010,14760,12996,1366,7629,7123,,
430000,湖南省,2009,9125,8121,788,1570,1424,,
430000,湖南省,2008,10603,9627,757,2351,627,,
430000,湖南省,2007,12150,10700,1053,,,,
430000,湖南省,2006,17625,13867,3325,3277,1323,,
430000,湖南省,2005,12833,8796,3514,812,11057,,
430000,湖南省,2004,14959,11937,2352,987,14602,,
430000,湖南省,2003,16689,12693,3595,622,402,,
430000,湖南省,2002,10264,7417,2326,300,99,,
430000,湖南省,2001,14677,11655,2597,,,,
430000,湖南省,2000,14617,10823,3384,521,,358,178
440000,广东省,2019,4010,3031,806,8662,,,
440000,广东省,2018,3502,3189,307,5817,1193,10308,
440000,广东省,2017,3897,3703,167,1104,,10305,
440000,广东省,2016,5271,4608,590,4306,,,
440000,广东省,2015,3893,3511,319,2018,1242,,
440000,广东省,2014,963,886,42,24183,6901.2939453125,,
440000,广东省,2013,2078,2056,22,14318,3343.8779296875,,
440000,广东省,2012,2869,2646,223,973,59303.4,,
440000,广东省,2011,1174,951,169,1276,23464,,
440000,广东省,2010,5749,4767,445,1120,6575,,
440000,广东省,2009,3102,2803,295,3919,,,
440000,广东省,2008,4180,3656,499,2101,6697,,
440000,广东省,2007,5006,4674,280,4725,309,,
440000,广东省,2006,13157,11428,1556,2098,,,
440000,广东省,2005,11346,8746,2070,3697,,,
440000,广东省,2004,16817,13652,2222,3670,,,
440000,广东省,2003,14331,12118,1945,3172,,,
440000,广东省,2002,10564,8306,2258,1510,,,
440000,广东省,2001,15964,9918,3542,2343,,,
440000,广东省,2000,18474,13951,3568,3283,6119,,
450000,广西壮族自治区,2019,465,213,252,14764,,,
450000,广西壮族自治区,2018,644,346,298,9835,12597,30,
450000,广西壮族自治区,2017,1365,934,425,86147,35070,17,
450000,广西壮族自治区,2016,2168,1916,252,74590,,122,
450000,广西壮族自治区,2015,5660,4449,1207,8379,30000,,
450000,广西壮族自治区,2014,3152,2473,659,3645,,39,
450000,广西壮族自治区,2013,4558,3924,571,4397,55.244140625,,
450000,广西壮族自治区,2012,3068,2561,502,3194,20198.4,495,6
450000,广西壮族自治区,2011,9688,8326,1325,5414,371,690,38
450000,广西壮族自治区,2010,7483,5571,1559,9939,3510,,
450000,广西壮族自治区,2009,20595,19028,1380,6824,1107,322,80
450000,广西壮族自治区,2008,22038,20623,1263,18017,29830,,
450000,广西壮族自治区,2007,18163,15568,1535,11309,83952,357,256
450000,广西壮族自治区,2006,21094,19020,1426,8197,22001,313,137
450000,广西壮族自治区,2005,15077,13316,1257,4246,32400,177,126
450000,广西壮族自治区,2004,15719,13905,1232,8455,11544,4225,1434
450000,广西壮族自治区,2003,27254,24394,1307,19911,2842,1646,2
450000,广西壮族自治区,2002,32150,26929,3499,2701,4962,1012,9
450000,广西壮族自治区,2001,18265,13138,3877,6514,2714,850,5
450000,广西壮族自治区,2000,17273,12960,3511,10113,2878,,
460000,海南省,2019,362,,353,18296,,,
460000,海南省,2018,13,2,11,49831,,2617,
460000,海南省,2017,304,81,223,2177,4383,1758,
460000,海南省,2016,93,41,20,1183,,531,
460000,海南省,2015,111,3,103,600,42065,714,
460000,海南省,2014,53,19,20,476,2963.3408203125,1426,
460000,海南省,2013,209,143,45,8539,7205.3193359375,744,15
460000,海南省,2012,30,,,549,27640,71096,1
460000,海南省,2011,70,37,,475,,1197,33
460000,海南省,2010,120,112,,1129,6,960,297
460000,海南省,2009,253,253,,829,6,,
460000,海南省,2008,212,212,,62,5058,1502,1283
460000,海南省,2007,513,219,294,632,6286,,
460000,海南省,2006,550,522,,97,,18,1
460000,海南省,2005,1108,1010,77,,,,
460000,海南省,2004,396,270,103,23,22478,,
460000,海南省,2003,988,642,123,263,5142,,
460000,海南省,2002,927,,422,47,,269340,
460000,海南省,2001,2828,2220,466,112,4453,959,34
460000,海南省,2000,2366,1634,488,57,38,804,133
500000,重庆市,2019,4063,1195,101,405,,,
500000,重庆市,2018,6137,573,273,293,,50792,
500000,重庆市,2017,3120,1518,165,158,,582,
500000,重庆市,2016,2250,1899,342,155,785,1444,
500000,重庆市,2015,1692,1128,540,382,3649,626,
500000,重庆市,2014,3223,2490,603,286,972.064453125,144,
500000,重庆市,2013,2138,1662,225,647,675.49609375,95,493
500000,重庆市,2012,4389,3525,768,813,9625,155,755
500000,重庆市,2011,9396,8484,685,849,,960,960
500000,重庆市,2010,5368,4420,682,838,30,3062,1800
500000,重庆市,2009,10769,9188,1407,1059,220,,
500000,重庆市,2008,,,,,,,
500000,重庆市,2007,,,,,,,
500000,重庆市,2006,13711,6183,2590,319,2987,3,1
500000,重庆市,2005,25953,3587,1573,345,,200,1
500000,重庆市,2004,27347,55,,96,2665,12,1
500000,重庆市,2003,17427,783,292,58,3311,7,
500000,重庆市,2002,19695,90,,172,80,33000,
500000,重庆市,2001,19414,130,,121,160,200,
500000,重庆市,2000,7600,100,,130,,100,
510000,四川省,2019,571,192,379,1161,,,
510000,四川省,2018,988,338,600,1656,,11,
510000,四川省,2017,1288,537,721,1409,3999,80,
510000,四川省,2016,663,379,248,777,8829,6,
510000,四川省,2015,1337,706,515,6091,17764,,
510000,四川省,2014,1540,901,539,934,,,
510000,四川省,2013,3438,805,1608,1331,4836.3876953125,,
510000,四川省,2012,9477,3168,5669,4047,7197,,
510000,四川省,2011,9765,6372,2482,4556,,26,
510000,四川省,2010,16644,9250,5192,5207,8787,,
510000,四川省,2009,12337,8233,3192,6141,18229,,
510000,四川省,2008,17338,9959,5016,3396,22083,,
510000,四川省,2007,23379,17256,6123,7673,13528,,
510000,四川省,2006,38151,20643,13510,9137,529,,
510000,四川省,2005,35401,20412,10027,3045,3574,181,94
510000,四川省,2004,24988,13063,8534,2058,45345,168,174
510000,四川省,2003,20356,9209,7307,3032,9221,234,452
510000,四川省,2002,25091,14709,7795,1209,9083,234,452
510000,四川省,2001,27246,16197,8213,1948,14499,645,366
510000,四川省,2000,22562,10372,8483,1218,5500,565,35
520000,贵州省,2019,64,15,49,12939,,,
520000,贵州省,2018,11,,11,11059,193638,,
520000,贵州省,2017,708,3,703,9418,188670,,
520000,贵州省,2016,2288,1848,350,13972,265951,,
520000,贵州省,2015,4983,3913,956,6837,247611,,
520000,贵州省,2014,6421,4401,1902,4267,5368.78125,,
520000,贵州省,2013,7178,5611,1483,8802,606.4521484375,,
520000,贵州省,2012,9295,7583,1452,11845,55524.8,,
520000,贵州省,2011,12631,10454,1955,3774,486,,
520000,贵州省,2010,19943,15645,3905,2906,6284,8,
520000,贵州省,2009,23017,17186,5286,3410,9977,,
520000,贵州省,2008,25696,20600,4464,1063,7361,10,
520000,贵州省,2007,22900,15463,4849,1095,753,30,108
520000,贵州省,2006,28942,21728,6010,978,3438,30,146
520000,贵州省,2005,26039,16058,9113,641,3552,83,67
520000,贵州省,2004,38948,28977,8999,1020,33510,152,
520000,贵州省,2003,12449,8423,3725,452,34872,392,73
520000,贵州省,2002,13918,9123,4368,477,1192,635,50
520000,贵州省,2001,11119,8247,2595,519,892,506,48
520000,贵州省,2000,12583,8890,2970,918,2504,753,109
530000,云南省,2019,4388,3928,371,2991,,,
530000,云南省,2018,2783,2625,142,19327,,,
530000,云南省,2017,3886,3666,205,7321,,,
530000,云南省,2016,6414,5067,1339,9922,,,
530000,云南省,2015,7383,6008,1324,7867,,,
530000,云南省,2014,6305,4782,1354,7206,4130.099609375,,
530000,云南省,2013,5750,4744,822,33405,27387.169921875,,
530000,云南省,2012,6246,4789,891,18126,537565.8,,
530000,云南省,2011,10169,7744,1711,31804,9677,30595,2
530000,云南省,2010,9943,6169,3294,18979,13430,163,6
530000,云南省,2009,9975,5334,3845,16588,7819,124,3
530000,云南省,2008,9032,4414,4493,2749,2227,127,
530000,云南省,2007,21739,8842,9404,,,224,
530000,云南省,2006,8838,4371,4262,3574,71,302,
530000,云南省,2005,10942,5622,5112,1461,495,287,
530000,云南省,2004,19698,7607,7912,4925,1838,706,
530000,云南省,2003,16918,6076,6552,5850,5597,975,
530000,云南省,2002,17938,3518,11504,1567,5443,898,4
530000,云南省,2001,17901,5533,9542,2073,1560,1491,11
530000,云南省,2000,21383,3954,11021,6625,2028,1999,7
540000,西藏自治区,2019,1898,492,1406,2470,,,
540000,西藏自治区,2018,4497,225,4135,25744,,19225,
540000,西藏自治区,2017,1279,29,1237,10421,,10328,
540000,西藏自治区,2016,1876,72,1634,1088,,10259,
540000,西藏自治区,2015,1561,109,1169,491,,17637,
540000,西藏自治区,2014,943,,106,483,,12748,
540000,西藏自治区,2013,1801,8,1299,748,,,1208
540000,西藏自治区,2012,2070,141,873,204,,55943,1583
540000,西藏自治区,2011,3168,23,622,456,,671,376
540000,西藏自治区,2010,1131,79,261,626,137,4489,531
540000,西藏自治区,2009,1229,24,296,161,,21970,174
540000,西藏自治区,2008,2181,518,375,275,,1254,975
540000,西藏自治区,2007,59448,34,342,,,1608,3885
540000,西藏自治区,2006,16812,60,1232,171,,2840,3405
540000,西藏自治区,2005,16420,108,306,198,,2426,1330
540000,西藏自治区,2004,14541,150,427,75,,1562,
540000,西藏自治区,2003,14121,143,353,165,,597,506
540000,西藏自治区,2002,4901,211,536,199,,2772,3776
