省份编码,省份,年份,地方财政一般预算收入(亿元),地方财政税收收入(亿元),地方财政国内增值税(亿元),地方财政营业税(亿元),地方财政企业所得税(亿元),地方财政个人所得税(亿元),地方财政资源税(亿元),地方财政固定资产投资方向调节税(亿元),地方财政城市维护建设税(亿元),地方财政房产税(亿元),地方财政印花税(亿元),地方财政城镇土地使用税(亿元),地方财政土地增值税(亿元),地方财政车船税(亿元),地方财政耕地占用税(亿元),地方财政契税(亿元),地方财政烟叶税(亿元),地方财政其他税收收入(亿元),地方财政非税收入(亿元),地方财政专项收入(亿元),地方财政行政事业性收费收入(亿元),地方财政罚没收入(亿元),地方财政国有资本经营收入(亿元),地方财政国有资源(资产)有偿使用收入(亿元),地方财政其他非税收入(亿元)
430000,湖南省,2012,1782.156,1110.7393,152.2217,387.5224,120.0718,46.7406,8.4516,,92.3631,29.8477,15.3819,26.3934,58.7079,9.2148,64.7196,89.3423,9.7605,,671.4167,57.9386,205.8527,60.4315,18.6902,200.6751,127.8286
430000,湖南省,2011,1517.07,915.4,135.24,320.58,89.96,48.25,6.79,,78.73,22.46,13.3,19.7,40.61,6.75,48.06,78.07,6.91,,601.67,73.77,191.76,58.2,12.54,151.53,113.87
430000,湖南省,2010,1081.6901,730.84,112.5699,256.7985,60.2763,37.62,6.14,,62.01,17.92,9.48,17.14,19.54,5.18,53.21,67.47,5.48,,350.85,52.48,127.05,45.54,8.58,74.1,43.11
430000,湖南省,2009,847.6178,568.2748,96.584,217.1961,51.1591,30.3722,3.8522,,47.6136,15.6333,7.629,11.8111,5.267,3.8448,30.2559,41.6542,5.4023,,279.343,40.6355,93.3246,40.3052,14.845,51.3698,38.8629
430000,湖南省,2008,722.7122,486.3111,95.3639,174.2678,49.9485,28.4306,3.3669,,40.1648,13.5598,6.4399,7.4004,5.0353,2.8498,18.0217,36.7169,4.7448,,236.4011,39.5819,90.005,39.7804,7.9989,30.9386,28.0963
430000,湖南省,2007,606.5508,410.66,86.3642,148.638,43.3123,25.004,2.8286,,35.3798,11.1268,4.9527,4.1246,3.6338,1.3605,9.8497,30.7154,3.3696,,195.8908,29.2169,76.961,36.7708,,,52.9421
430000,湖南省,2006,477.9274,,69.2813,115.8144,30.0567,20.2224,2.0639,0.0,29.7009,10.0861,4.0159,3.4439,1.0536,0.8867,9.7905,22.9795,,,,25.2462,55.4936,33.2835,,,
430000,湖南省,2005,395.2651,,58.9327,94.245,21.834,16.7566,1.2247,,25.0221,9.239,3.2638,2.9098,0.5796,0.8079,8.3729,19.4456,,,,22.9895,46.9569,27.6875,,,
430000,湖南省,2004,320.6279,218.7,48.592,78.6115,17.6657,14.283,1.0566,0.0,19.6356,7.5816,2.3632,2.5119,0.4791,0.701,6.4694,10.0445,,,,15.1525,42.1,24.3371,,,
430000,湖南省,2003,268.6469,186.61,36.1183,60.2304,13.4574,12.1622,0.9089,0.0003,16.3264,6.5418,1.855,2.3111,0.4317,0.5601,3.9369,5.5541,,,,9.9509,34.864,22.8507,,,
430000,湖南省,2002,231.1459,148.61,31.8967,48.4238,15.4343,13.9322,0.7447,0.0242,14.5369,5.4225,1.4107,2.3767,0.1756,0.4832,2.2408,3.6284,,,,8.2387,27.9415,21.2688,,,
430000,湖南省,2001,205.4078,124.45,29.3807,36.441,22.7791,18.6663,0.6663,0.1201,11.8145,4.4161,1.3521,2.0684,0.086,0.4111,1.6968,2.1302,,,,7.1671,21.5082,21.2715,,,
430000,湖南省,2000,177.0403,111.57,26.0989,34.3357,13.5892,11.4397,0.6002,0.9413,11.3841,4.4018,1.2686,2.1589,0.0863,0.429,1.2656,1.6591,,,,6.8341,18.564,18.8953,,,
440000,广东省,2019,12654.5288,10063.9466,3977.0749,,2001.2103,656.1902,11.1202,,598.9755,356.7614,152.1013,120.7012,1402.8925,77.0355,58.3426,640.8923,1.2871,2.7879,2590.5822,892.5106,292.057,231.1108,90.0294,731.5978,353.2766
440000,广东省,2018,12105.2552,9737.513,3922.9363,,1876.4572,868.0818,13.4564,,592.9388,361.2052,152.2668,158.5168,1056.1114,73.8206,53.7827,601.7016,1.2145,,2367.7422,956.9233,230.7912,236.0741,40.7443,562.6235,340.5858
440000,广东省,2017,11320.3497,8871.8881,3675.4304,,1767.8305,755.9065,14.1785,,534.9687,299.4586,142.2921,111.9787,839.1057,84.352,66.2604,578.7484,1.3776,,2448.4616,873.933,285.3672,224.6716,39.1588,554.3928,470.9382
440000,广东省,2016,10390.35,8098.63,2579.49,1036.42,1492.07,638.11,16.7,,491.74,243.97,119.47,133.6,681.58,73.59,76.67,513.67,1.55,,2291.72,863.02,328.29,152.67,54.23,401.25,390.43
440000,广东省,2015,9366.78,7377.07,1339.16,2054.0,1303.11,510.14,16.55,,457.05,241.0,141.41,143.69,576.75,69.97,95.38,427.24,1.62,,1989.71,598.77,408.19,155.77,62.7,355.19,409.09
440000,广东省,2014,8065.0758,6510.4664,1233.1691,1730.872,1136.19,408.9137,15.4544,,413.7549,233.8948,112.0008,151.0015,505.9011,61.4421,86.3475,419.9057,1.6188,,1554.6094,255.7072,497.6687,134.6908,60.9031,281.688,323.9516
440000,广东省,2013,7081.4655,5767.9389,1058.8534,1636.1977,974.68,348.017,13.9638,,383.4806,198.6265,95.5741,129.3012,417.5056,57.1598,80.4282,372.5016,1.6464,0.003,1313.5266,233.0909,450.1011,134.8891,123.02,190.0878,182.3377
440000,广东省,2012,6229.1804,5073.8839,793.8435,1556.8022,891.0255,322.7142,12.0465,,338.3108,175.4177,81.1557,110.0685,408.008,41.3549,69.6737,271.8288,1.6339,,1155.2965,202.5607,391.6203,139.9864,120.0834,142.2424,158.8033
440000,广东省,2011,5514.84,4548.66,701.17,1431.16,827.9,341.4,11.12,,295.45,145.4,74.42,104.11,295.21,30.63,50.84,238.44,1.4,,966.18,179.78,369.64,112.33,86.09,102.71,115.64
440000,广东省,2010,4517.0445,3803.47,657.8232,1244.2647,678.7462,287.26,9.35,,135.97,122.44,69.93,87.78,189.79,27.38,56.03,235.51,1.2,,713.57,97.35,293.43,95.62,90.0,81.88,55.29
440000,广东省,2009,3649.811,3130.6117,580.2684,1073.3511,523.0306,238.9948,7.8438,,113.9121,107.0387,52.257,93.3688,107.8993,24.9013,31.1359,175.3952,1.2146,,519.1993,81.9506,164.0634,88.8978,66.7808,68.8877,48.619
440000,广东省,2008,3310.3235,2864.7894,552.851,955.3497,535.9244,236.3771,6.8592,,106.2345,92.3,48.6033,82.7352,81.1164,21.3687,11.4415,132.5161,1.1122,0.0001,445.5341,86.0284,149.1041,80.94,56.3829,39.6638,33.4149
440000,广东省,2007,2785.8007,2415.4724,479.5115,832.3188,428.6939,200.0756,5.9392,,94.2307,79.6429,51.9662,18.3858,48.3461,11.4966,11.581,152.3815,0.9012,0.0014,370.3283,73.8799,136.506,74.7273,,,85.2151
440000,广东省,2006,2179.4608,,397.9834,661.7029,297.464,156.9193,4.1807,0.0113,77.5903,71.8371,25.1669,11.2419,30.4612,9.4759,6.8404,98.7319,,,,62.9308,125.9042,66.2477,,,
440000,广东省,2005,1807.2044,,323.5854,555.767,236.4478,132.4252,2.427,0.0133,64.3373,61.9228,20.5723,8.6288,18.8995,7.1681,12.1258,81.8646,,,,52.4155,103.4117,60.3254,,,
440000,广东省,2004,1418.5056,1191.55,277.241,484.7764,194.4269,111.574,1.9573,0.0232,55.2389,54.7713,19.86,7.0368,9.4499,7.1767,9.2377,63.1259,,,,44.0758,94.9476,49.7651,,,
440000,广东省,2003,1315.5151,1109.5,233.6835,415.8122,170.0183,94.7674,1.5274,0.1976,47.7462,45.5607,14.1344,5.869,8.4434,6.5869,6.6007,48.5211,,,,33.5068,87.6579,44.8339,,,
440000,广东省,2002,1201.6126,1032.33,205.7917,374.8773,182.0682,100.4266,1.2343,0.0808,42.1643,36.6778,10.9701,5.2372,8.2872,5.8375,5.9188,39.474,,,,29.7316,65.3888,48.9853,,,
440000,广东省,2001,1160.5126,1014.72,172.4793,318.1606,267.8119,117.863,0.9603,0.6737,35.4286,28.7375,14.7806,4.2154,4.0398,4.973,4.1558,28.2855,,,,25.7016,48.8865,47.4892,,,
440000,广东省,2000,910.556,798.61,132.1309,272.4229,167.4188,84.7976,0.9702,2.1122,29.9973,24.8071,32.9418,4.332,2.6728,4.7176,3.6638,23.0025,,,,21.014,41.0541,40.7084,,,
450000,广西壮族自治区,2019,1811.8934,1146.7823,497.8566,,167.8853,38.5634,16.6389,,75.8724,50.0633,23.4534,25.1568,95.058,20.6972,38.4375,91.8373,0.6526,0.7295,665.1111,130.6557,92.4108,68.4268,45.4963,283.6298,44.4917
450000,广西壮族自治区,2018,1681.4466,1122.087,467.7376,,151.2423,60.8237,16.6851,,73.5014,33.1671,21.2241,26.6135,84.6525,18.7407,41.1623,122.9226,0.8008,,559.3596,137.9025,89.4727,55.086,56.0521,165.1521,55.6942
450000,广西壮族自治区,2017,1615.1273,1057.6905,428.9926,,127.746,50.1884,16.7753,,68.2807,32.669,19.1137,31.1135,72.7915,17.2217,90.4305,101.3488,1.0188,,557.4368,134.796,97.1369,45.0768,69.0621,161.6865,49.6785
450000,广西壮族自治区,2016,1556.27,1036.22,285.46,156.0,117.03,40.16,17.22,,61.15,30.71,14.2,26.14,62.58,14.62,122.07,88.03,0.85,,520.05,120.17,105.12,41.0,85.76,115.03,33.06
450000,广西壮族自治区,2015,1515.16,1031.65,139.99,321.9,109.74,34.76,18.06,,63.56,27.52,14.27,26.05,57.09,12.49,128.25,77.15,0.83,,483.51,127.31,97.81,40.01,88.24,96.59,33.55
450000,广西壮族自治区,2014,1422.2803,978.0659,126.4512,321.2611,109.3533,30.2214,17.1015,,53.1407,23.5635,13.9617,23.4488,68.3037,10.5881,104.1784,75.2373,1.2552,,444.2144,42.9901,114.0393,35.2951,103.8912,106.726,41.2727
450000,广西壮族自治区,2013,1317.6035,875.7432,98.7547,304.1956,94.0375,27.7433,11.9681,,49.5948,21.1833,11.6984,15.9986,65.1611,9.0121,91.7856,73.122,1.4881,,441.8603,40.7379,120.2154,38.152,96.6988,116.3824,29.6738
450000,广西壮族自治区,2012,1166.0614,762.4567,84.8105,262.3212,85.9532,24.19,10.1929,,42.0483,17.3472,10.0136,12.8883,59.3007,7.4962,90.6846,54.0723,1.1377,,403.6047,31.4887,121.4518,38.1689,99.1353,83.3992,29.9608
450000,广西壮族自治区,2011,947.72,644.8,86.13,240.75,85.65,29.41,8.56,,40.51,14.26,8.18,11.86,33.99,5.42,33.9,45.35,0.85,,302.92,30.37,95.6,29.74,75.62,53.12,18.46
450000,广西壮族自治区,2010,771.9918,533.87,77.4782,207.4387,58.9199,25.84,6.97,,29.67,11.65,7.03,9.57,22.27,4.33,30.95,41.18,0.57,,238.13,22.67,65.07,31.29,66.16,35.87,17.06
450000,广西壮族自治区,2009,620.9888,417.682,65.0089,154.8621,36.0607,20.0448,5.3448,,24.0827,11.307,5.3965,9.4409,15.199,3.2987,33.6245,33.0283,0.9798,,203.3068,18.0871,59.3492,24.3914,59.3341,26.5671,15.5779
450000,广西壮族自治区,2008,518.4245,346.4935,65.8507,121.97,37.2168,19.4782,4.1411,-0.0005,21.7927,10.2785,4.3831,8.5333,15.7758,1.9452,13.1219,21.2325,0.7574,0.0168,171.931,22.0854,61.5911,25.1511,40.4895,13.3138,9.3001
450000,广西壮族自治区,2007,418.8265,282.6809,58.8429,103.1216,30.0304,19.2112,3.174,,18.5412,8.6254,2.667,3.9211,10.5211,0.8734,3.9951,18.4189,0.6703,0.0673,136.1456,16.3642,40.4737,22.9299,,,56.3778
450000,广西壮族自治区,2006,342.5788,,46.9098,81.0494,23.4998,14.7318,2.5328,-0.0001,15.1663,8.1064,1.767,3.6407,7.6474,0.6575,4.0024,14.9983,,,,14.0641,35.4119,21.7527,,,
450000,广西壮族自治区,2005,283.0359,,39.3267,68.3811,18.5408,14.5763,1.9683,0.0778,12.9157,7.5414,1.4113,2.9218,4.7896,0.4704,5.7559,11.1791,,,,10.6123,27.5233,19.3485,,,
450000,广西壮族自治区,2004,237.7721,,34.5222,61.3483,15.1845,12.2809,1.4054,0.1793,11.3492,6.2593,1.064,2.4919,2.7161,0.4693,3.3286,6.4203,,,,9.0047,25.0825,16.1469,,,
450000,广西壮族自治区,2003,203.6578,146.46,28.6917,47.9121,13.0545,10.3496,1.1294,0.0659,9.5192,5.9819,0.8728,2.3805,1.9106,0.4385,1.374,4.5355,,,,6.5425,22.0037,14.1645,,,
450000,广西壮族自治区,2002,186.732,131.27,26.3372,41.2792,14.3823,11.5996,0.9137,0.188,9.1206,5.3729,0.5897,2.3767,0.4462,0.4044,0.9019,2.6338,,,,6.6098,19.3475,17.4265,,,
450000,广西壮族自治区,2001,178.6706,,23.865,32.872,37.3009,16.75,0.8041,0.3605,6.483,4.3449,0.4817,1.8693,0.2218,0.3441,1.1665,1.9149,,,,5.1845,14.8998,10.3231,,,
450000,广西壮族自治区,2000,147.0539,,20.6622,28.4979,14.796,10.1497,0.7795,0.96,5.7294,4.0889,0.3668,1.719,0.1137,0.3184,1.3406,1.4129,,,,6.229,12.5257,11.3996,,,
460000,海南省,2019,814.1446,653.2489,193.7367,,106.7964,23.081,3.7269,,27.0371,21.6135,7.3961,24.5039,172.3716,4.7032,14.4636,52.5327,,0.6623,160.8957,42.2791,15.0169,25.7013,9.2519,55.8757,12.7708
460000,海南省,2018,752.6673,628.6836,199.6841,,119.3547,31.7516,3.6785,,29.6746,22.9824,7.2863,28.5738,133.8068,4.3175,2.5459,44.5219,0.0055,,123.9837,36.4025,16.7261,16.1931,6.7294,40.6767,7.2559
460000,海南省,2017,674.105,543.5633,201.2682,,83.4832,28.9517,3.4148,,29.2307,19.4499,9.1296,28.2041,98.6603,3.8786,0.946,36.9462,,,130.5417,53.4094,17.5561,10.8651,2.8706,36.941,8.8995
460000,海南省,2016,637.51,504.96,121.55,91.08,65.16,21.47,3.16,,25.04,15.62,7.18,21.52,90.29,3.36,12.23,27.3,,,132.55,43.3,19.65,10.24,7.13,35.67,7.42
460000,海南省,2015,627.7,514.31,61.56,169.35,64.03,17.0,2.68,,23.26,15.87,6.45,30.97,75.55,2.97,12.74,31.88,,,113.39,39.35,14.3,11.29,11.86,31.06,5.53
460000,海南省,2014,555.3064,480.554,54.7223,154.333,67.6821,13.4201,2.6303,,18.8242,12.5223,6.8419,20.708,75.2193,2.5561,13.6754,37.419,,,74.7524,12.11,21.3035,9.4998,10.7563,14.7471,6.3357
460000,海南省,2013,481.014,411.6331,31.6495,158.9581,55.459,11.6786,2.6639,,17.1542,10.343,5.1148,11.8129,56.0052,2.2422,14.5925,33.9476,0.0116,,69.3809,11.1699,17.1079,10.0827,13.1076,14.6225,3.2903
460000,海南省,2012,409.437,350.803,20.7485,132.405,46.3937,7.5837,2.8536,,14.9085,8.9028,4.2428,12.9367,41.8416,1.9802,14.5519,41.4471,0.0069,,58.634,8.82,14.8951,8.3064,10.9502,12.7193,2.943
460000,海南省,2011,340.12,295.69,19.61,123.48,42.91,9.75,1.58,,14.01,7.06,3.93,9.01,37.83,1.3,7.04,18.18,,,44.43,8.95,11.84,7.11,6.39,7.27,2.87
460000,海南省,2010,270.9915,237.1,18.5304,112.3538,28.0369,8.05,1.24,,9.42,5.39,2.83,7.95,21.23,1.04,4.25,16.78,,,33.89,7.93,8.58,4.74,7.73,3.95,0.96
460000,海南省,2009,178.242,151.2437,13.4212,67.8359,19.1966,6.1369,1.0341,,6.6637,5.066,1.8004,6.9279,10.1656,1.0363,2.8934,9.0657,,,26.9983,6.1939,5.926,4.089,6.0839,3.9707,0.7348
460000,海南省,2008,144.8584,120.539,13.5712,52.3234,15.2898,5.5738,1.2776,,5.524,3.7347,1.6443,6.2358,6.2087,0.6166,1.4369,7.1022,,,24.3194,7.2327,6.4017,3.3123,4.6945,2.3561,0.3221
460000,海南省,2007,108.2935,87.9935,13.1349,38.738,8.2453,5.1239,0.7705,,4.6902,3.7223,1.0666,1.1299,4.7421,0.2673,0.8647,5.4973,,0.0005,20.3,4.8649,6.2424,2.7066,,,6.4861
460000,海南省,2006,81.8139,,10.4951,28.7308,5.7109,3.9644,0.8568,0.0,3.7559,3.5106,0.7799,0.9811,2.7888,0.3209,0.7212,3.1279,,,,2.3694,5.3849,2.8758,,,
460000,海南省,2005,68.6802,,9.7395,23.6794,4.5265,3.5689,0.573,,3.7005,2.9702,0.6232,0.7007,1.834,0.2691,0.3078,1.9703,,,,2.1133,5.3947,2.8458,,,
460000,海南省,2004,57.0358,44.6747,8.1156,19.0337,3.3856,3.1467,0.6445,0.0,3.3901,2.8599,0.5174,0.5359,0.887,0.286,0.2796,1.7482,,,,1.844,4.9111,2.5891,,,
460000,海南省,2003,51.3205,40.54,6.3637,16.0617,2.6044,2.7801,0.5494,,2.7447,2.6268,0.4439,0.3745,0.1371,0.2621,0.1006,1.3949,,,,1.3822,4.7247,2.5144,,,
460000,海南省,2002,46.2385,36.38,3.9266,14.7203,3.2958,3.2478,0.4584,,1.9688,2.7445,0.3665,0.2962,0.0706,0.2609,0.158,1.0978,,,,1.05,4.6789,1.9391,,,
460000,海南省,2001,43.7656,35.09,3.5186,12.7383,4.3037,4.3721,0.4173,,1.7113,2.4356,0.3587,0.2803,0.1211,0.2436,0.344,1.0036,,,,0.958,4.3688,1.9282,,,
460000,海南省,2000,39.1995,31.52,2.8575,11.571,2.4774,4.2949,0.5359,,1.4831,2.3232,0.1998,0.2747,0.0471,0.2346,0.7126,0.8107,,,,0.8132,3.8475,1.9969,,,
500000,重庆市,2019,2134.9326,1541.2184,572.2002,,228.9505,63.2615,14.4244,,90.4339,73.1491,27.4342,99.1329,129.0336,15.3211,30.8658,190.6427,2.5581,0.9408,593.7142,119.2973,67.5024,54.192,,210.3331,142.3894
500000,重庆市,2018,2265.5421,1603.0302,584.5183,,235.0831,89.0332,13.6995,,95.4245,67.3283,30.7054,110.3237,121.0605,13.867,36.181,200.692,2.9723,,662.5119,118.3431,238.4059,50.6083,,183.1848,71.9698
500000,重庆市,2017,2252.3788,1476.3295,537.0521,,203.3445,72.7261,14.7833,,83.548,64.9022,31.945,147.0036,83.9549,12.6967,43.4126,178.5697,2.3908,,776.0493,92.4735,263.0829,44.0161,,332.009,44.4678
500000,重庆市,2016,2227.91,1438.45,367.76,215.75,187.71,58.54,11.34,,81.49,56.88,23.8,139.14,102.77,11.0,48.67,129.84,3.76,,789.46,96.3,309.26,41.06,,281.73,29.39
500000,重庆市,2015,2154.83,1450.93,175.92,468.82,179.42,50.36,11.76,,78.79,52.46,20.56,121.31,94.36,10.03,48.8,134.48,3.84,,703.9,106.27,312.38,39.6,,207.04,38.6
500000,重庆市,2014,1922.0159,1281.83,153.2904,444.0908,157.7211,43.2419,9.7066,,74.3543,40.3655,20.6839,63.356,96.2163,8.3282,38.2624,128.9625,3.2501,,640.1859,48.5298,348.8619,32.5041,,170.1918,40.0983
500000,重庆市,2013,1693.2438,1112.6179,107.2529,424.3109,135.8219,37.5444,8.4002,,65.6187,31.3959,17.499,44.2054,80.7343,6.408,36.926,112.4033,4.097,,580.6259,56.8048,359.0786,25.9614,,104.73,34.0511
500000,重庆市,2012,1703.4885,970.1657,86.3346,368.0455,119.8016,32.9838,8.6945,,55.5484,27.4317,14.661,30.7688,79.0599,5.1745,52.8606,84.9502,3.8506,,733.3228,113.6601,301.1353,29.2516,125.1999,113.2261,50.8498
500000,重庆市,2011,1488.33,881.07,81.78,343.92,115.11,34.9,8.01,,50.49,20.89,12.78,25.21,61.47,3.16,44.36,76.32,2.67,,607.26,66.36,308.78,22.63,90.02,87.53,31.95
500000,重庆市,2010,952.0745,621.56,77.7167,242.4493,74.2484,26.24,5.02,,34.94,14.02,9.63,18.5,29.8,1.71,30.31,54.65,2.32,,330.52,38.5,214.01,21.41,-0.01,42.53,14.08
500000,重庆市,2009,655.1701,435.6228,62.0094,185.547,41.3986,21.2433,5.1567,,27.5222,12.1291,6.4311,14.1379,7.5939,1.3878,14.8903,33.8513,2.3242,,219.5473,20.333,127.5512,14.0149,11.1458,31.0707,15.4317
500000,重庆市,2008,577.5738,360.2925,57.9372,145.0454,34.9548,17.8254,4.9603,,23.8666,9.3288,5.4863,13.1558,10.6983,1.2049,8.4872,25.6038,1.7377,,217.2813,20.8691,96.2035,11.8709,67.3198,16.5514,4.4666
500000,重庆市,2007,442.7,294.4592,48.6387,117.1243,25.8308,16.0401,4.2711,,19.8644,7.1509,3.9248,8.4565,7.3648,1.1749,4.4941,29.0834,1.0194,0.021,148.2408,18.2646,81.2049,9.9143,,,38.857
500000,重庆市,2006,317.7165,,38.7112,85.8695,17.1603,12.239,3.7745,0.0,15.5131,6.5549,3.1553,4.4602,4.3845,0.6381,4.3001,17.3331,,,,15.6487,59.5151,9.537,,,
500000,重庆市,2005,256.8072,,33.6548,70.2018,13.9817,10.6662,2.9945,,13.1586,5.7507,2.4646,2.074,2.9273,0.3913,3.1325,14.139,,,,12.3271,48.0942,9.0923,,,
500000,重庆市,2004,200.6241,,29.3187,58.5417,11.1487,8.9359,2.4742,0.0,11.1971,4.6536,1.7915,1.5877,1.5688,0.3551,2.4488,8.3035,,,,8.4495,33.3932,8.8337,,,
500000,重庆市,2003,161.5618,119.37,24.6601,46.6392,8.7694,7.8711,2.0172,,8.652,4.2134,1.2939,1.189,0.4104,0.1775,1.6641,4.192,,,,4.8764,25.9343,7.9978,,,
500000,重庆市,2002,157.8651,101.63,20.7988,36.7459,9.2934,8.3492,1.6384,0.0344,7.3903,3.6414,0.9803,0.9598,0.2039,0.1844,0.4594,2.7079,,,,4.1145,13.0665,6.6281,,,
500000,重庆市,2001,106.1243,87.39,17.7603,27.8403,11.8737,10.6138,1.0944,0.2674,5.4482,2.887,0.6758,0.8467,0.0981,0.1375,0.4833,1.9029,,,,3.6678,8.5956,6.7969,,,
500000,重庆市,2000,87.2442,73.94,14.7717,24.2542,8.9999,7.2999,1.0477,0.6703,4.7456,2.5366,0.5668,0.6464,0.0932,0.1342,0.586,1.314,,,,2.8658,4.6241,5.761,,,
510000,四川省,2019,4070.826,2888.742,1126.3255,,472.4352,126.2967,63.3124,,180.3428,111.8559,48.0288,79.1758,244.1022,40.5684,90.6742,289.2367,8.1629,2.1649,1182.084,244.5761,161.2018,103.4114,61.5789,444.2287,167.0871
510000,四川省,2018,3911.0092,2819.765,1126.4951,,415.7932,178.5881,52.5197,,174.9815,106.7767,46.4113,81.6622,215.5195,38.2152,89.1121,280.9876,7.8483,,1091.2442,255.1749,171.6961,84.395,27.9041,399.4898,152.5843
510000,四川省,2017,3577.9887,2430.3247,1010.1883,,359.3787,152.7439,30.413,,150.592,88.6559,38.254,72.0545,172.1949,32.875,105.1173,209.9546,7.9026,,1147.664,222.7509,211.3174,78.4092,38.8471,422.4477,173.8917
510000,四川省,2016,3388.85,2329.23,638.3,436.3,299.48,128.4,26.18,,137.55,79.79,32.14,65.1,143.98,29.82,118.36,184.14,9.69,,1059.62,209.9,207.98,69.77,42.37,362.23,114.65
510000,四川省,2015,3355.44,2353.51,324.48,780.26,295.31,109.14,28.72,,126.3,73.91,30.03,64.64,149.14,26.63,121.96,213.1,9.87,0.02,1001.93,304.45,184.69,65.51,44.95,269.63,132.71
510000,四川省,2014,3061.0684,2312.4574,306.4461,805.2423,286.0621,97.2002,29.0956,,126.5465,65.8026,31.6854,61.1145,150.5276,22.4643,107.9546,211.8257,10.4871,0.0028,748.611,110.7361,199.522,61.495,40.8963,236.8252,99.1364
510000,四川省,2013,2784.0952,2103.5091,235.4457,812.0757,266.5712,88.0961,26.9676,,119.8062,52.9461,26.7345,54.0477,127.4008,19.4895,87.4175,174.9669,11.5436,,680.5861,112.6838,178.42,59.3475,36.4344,203.5327,90.1677
510000,四川省,2012,2421.2703,1827.0405,205.6791,725.4079,246.4488,73.4031,24.9499,,110.4592,45.2842,23.5274,50.752,96.7815,16.1981,80.842,118.0362,9.2711,,594.2298,104.4108,164.5894,53.6567,27.0618,162.7321,81.779
510000,四川省,2011,2044.79,1537.42,185.12,611.51,200.59,72.75,21.84,,94.17,33.91,20.39,41.6,76.55,13.43,48.79,109.46,7.3,,507.37,97.3,140.69,47.21,29.73,118.56,73.89
510000,四川省,2010,1561.6727,1180.58,149.6452,475.8048,141.4854,57.76,12.83,,66.61,26.05,16.52,34.08,47.78,10.73,36.17,97.94,7.17,,381.09,61.16,118.82,35.25,41.67,90.67,33.53
510000,四川省,2009,1174.5927,886.6725,123.9474,348.1456,109.2883,44.3835,9.9986,,53.8726,22.2742,12.283,31.7937,26.7331,9.7689,25.9586,61.4043,6.8207,,287.9202,57.5575,95.106,32.1621,36.7822,49.4314,16.881
510000,四川省,2008,1041.6603,732.0739,116.737,268.6028,92.7277,41.5702,8.7185,,46.9709,18.8575,10.5701,32.7052,24.0498,5.9674,10.8489,49.4527,4.2952,,309.5864,46.9061,111.2865,28.4593,37.2477,25.5487,60.1381
510000,四川省,2007,850.8606,628.9529,103.1014,245.6712,80.7322,38.149,7.832,,39.9326,16.6581,7.7363,9.3494,18.0897,2.0157,8.4706,48.2939,2.86,0.0608,221.9077,36.4914,101.3607,29.8394,,,54.2162
510000,四川省,2006,607.585,,84.7362,178.6426,54.3877,26.84,5.3103,0.0045,33.2305,15.0411,5.8536,6.4538,8.7681,1.2206,8.3916,32.933,,,,31.4933,57.9537,24.0033,,,
510000,四川省,2005,479.6635,,71.0737,134.7643,39.9414,22.0842,3.9009,0.0213,28.0858,13.2234,4.4559,5.7787,5.1374,1.1052,5.9798,23.9008,,,,22.7695,50.5568,21.2321,,,
510000,四川省,2004,385.7848,303.5501,57.5859,110.2487,31.0529,17.6902,3.1189,0.0,23.5158,11.0173,3.2812,4.3568,3.2069,0.9799,3.321,18.1796,,,,15.9445,42.2434,19.0946,,,
510000,四川省,2003,336.5917,254.19,48.0965,89.6047,24.7547,14.3575,2.9744,-0.0033,20.6002,9.4439,2.3067,2.5196,1.9089,0.8678,2.1182,11.6586,,,,11.147,42.2951,17.9529,,,
510000,四川省,2002,291.8746,230.26,41.8605,75.3699,29.0009,15.3859,2.829,0.0064,17.52,8.8231,1.7094,2.0692,1.1681,0.7158,1.6345,8.1431,,,,9.659,26.2471,15.4775,,,
510000,四川省,2001,271.1245,218.15,38.0085,62.8085,45.7425,15.9951,3.1185,0.8121,13.6019,7.8044,1.2405,1.8727,0.5673,0.5651,1.3682,6.4276,,,,7.0976,23.9235,14.3421,,,
510000,四川省,2000,233.863,194.63,33.8425,56.6747,34.7832,12.6431,3.7619,1.0209,13.228,6.9798,1.0765,1.4827,0.3175,0.4819,1.4887,5.0732,,,,6.7373,11.1452,13.113,,,
520000,贵州省,2019,1767.4692,1204.0228,474.2108,,215.4075,40.3217,33.9959,,82.7913,36.8815,17.2431,31.7537,89.2317,15.0711,44.7108,103.655,12.7253,-0.325,563.4464,123.8675,80.9527,66.3236,85.7504,120.1046,86.4476
520000,贵州省,2018,1726.8516,1266.0159,486.3897,,184.4642,69.3103,32.5978,,85.5345,35.3595,18.098,36.4933,98.3357,13.7143,93.1392,96.1102,11.895,,460.8357,125.2159,73.123,48.3172,18.2782,145.0388,50.8626
520000,贵州省,2017,1613.8377,1179.732,417.7344,,146.6693,48.5474,30.7666,,67.2593,38.6145,17.3108,37.8962,108.6612,11.842,153.1045,89.2873,12.0385,,434.1057,91.2471,73.811,50.0018,25.3182,133.7119,60.0157
520000,贵州省,2016,1561.34,1120.44,256.28,179.92,127.12,35.08,23.15,,61.93,30.51,17.88,30.12,95.01,9.91,146.15,91.92,15.46,,440.9,88.45,72.48,38.85,43.12,139.69,30.13
