省份编码,省份,年份,地方财政一般预算支出(亿元),地方财政一般公共服务支出(亿元),地方财政外交支出(亿元),地方财政国防支出(亿元),地方财政公共安全支出(亿元),地方财政教育支出(亿元),地方财政科学技术支出(亿元),地方财政文化体育与传媒支出(亿元),地方财政社会保障和就业支出(亿元),地方财政医疗卫生支出(亿元),地方财政环境保护支出(亿元),地方财政城乡社区事务支出(亿元),地方财政农林水事务支出(亿元),地方财政交通运输支出(亿元),地方财政资源勘探电力信息等事务支出(亿元),地方财政商业服务业等事务支出(亿元),地方财政金融监管支出(亿元),地方财政地震灾后重建支出(亿元),地方财政国土资源气象等事务支出决策数(亿元),地方财政住房保障支出支出(亿元),地方财政粮油物资储备管理等事务(亿元),地方财政国债还本付息支出(亿元),地方财政其他支出(亿元)
530000,云南省,2011,2929.6,282.05,0.23,6.32,165.32,483.0,28.3,45.34,386.5,236.98,95.86,122.96,409.8,276.19,50.4,33.72,7.51,0.01,41.6,151.71,8.2,53.37,44.23
530000,云南省,2010,2285.7234,246.4983,,6.53,145.42,374.7944,21.4291,35.5304,304.6932,183.7015,86.406,86.66,327.21,139.88,,,,0.04,,,,,52.93
530000,云南省,2009,1952.3395,237.2188,,4.6206,134.5625,308.1797,18.9937,32.3772,304.0988,151.2854,82.1579,75.776,267.2801,159.5182,,,,0.4244,,,,,66.2919
530000,云南省,2008,1470.2388,217.1232,0.3436,3.3738,106.5126,241.9508,17.6695,27.9819,224.7201,104.5872,58.4582,67.5136,177.7748,60.8413,,,,0.7326,,,,,69.4608
530000,云南省,2007,1135.2175,187.011,0.4895,3.0449,84.6056,190.5371,13.0596,19.8391,170.4801,77.1123,31.3816,45.5513,127.5982,61.6402,,,,,,,,,59.8638
530000,云南省,2006,893.5821,,,,,,,,,,,,,,,,,,,,,,
530000,云南省,2005,766.3115,,,,,,,,,,,,,,,,,,,,,,
530000,云南省,2004,663.6354,,,,,,,,,,,,,,,,,,,,,,
530000,云南省,2003,587.3475,,,,,,,,,,,,,,,,,,,,,,
530000,云南省,2002,526.8906,,,,,,,,,,,,,,,,,,,,,,
530000,云南省,2001,496.4302,,,,,,,,,,,,,,,,,,,,,,
530000,云南省,2000,414.1074,,,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2019,2187.7492,286.9048,0.1945,1.9254,133.4272,263.2593,7.2813,57.5489,155.7776,123.0531,40.9062,117.0332,445.0112,364.561,59.7287,4.8442,1.9516,,19.8432,61.7912,3.403,3.6621,26.361
540000,西藏自治区,2018,1970.6768,283.0366,0.3983,1.5544,109.4451,232.1456,8.1159,46.0247,107.92,106.9306,44.9338,105.2618,364.6394,334.2463,48.5314,10.4329,1.567,,12.7847,57.2201,2.6632,2.362,90.4254
540000,西藏自治区,2017,1681.9444,243.5522,0.2236,1.9367,102.7065,227.197,8.4933,44.9345,155.8602,93.7958,46.6393,165.9875,238.0903,200.3412,62.0676,8.5552,15.5118,,8.3629,38.3812,2.3842,1.3739,15.4747
540000,西藏自治区,2016,1587.98,228.03,0.28,2.3,95.66,169.64,4.81,34.85,208.47,69.97,33.05,142.07,243.28,210.47,45.63,6.87,7.86,,12.33,51.14,2.3,1.22,17.74
540000,西藏自治区,2015,1381.4638,205.92,0.38,2.26,103.23,167.27,5.41,34.73,103.0,62.8,56.83,93.34,200.27,178.61,32.92,12.4,2.84,,15.46,54.53,3.41,1.4,44.49
540000,西藏自治区,2014,1185.5107,164.0899,0.2595,1.8849,69.3639,142.0833,4.4214,34.1021,85.979,48.8634,29.2349,67.1218,169.2421,173.1733,56.7296,10.4535,2.6246,,9.4743,70.4912,2.607,0.8691,42.4319
540000,西藏自治区,2013,1014.3128,180.5314,0.1745,2.4965,71.6521,107.1776,4.1653,22.507,72.9396,40.2902,17.2143,56.4765,148.7919,93.1487,75.4292,8.3131,1.102,10.9729,8.8621,51.9393,2.5576,0.3625,37.2085
540000,西藏自治区,2012,905.3384,150.3557,0.1855,3.4252,61.7689,94.4843,5.0891,24.1827,65.5372,36.1174,23.6654,31.5496,142.6192,94.2572,70.541,6.9751,0.3391,,7.3893,41.1394,1.9959,0.0075,43.7137
540000,西藏自治区,2011,758.11,95.94,1.1,1.14,51.76,77.81,3.38,18.91,57.68,35.3,16.05,21.66,126.53,77.88,49.6,5.52,0.37,0.08,6.21,60.79,1.74,,48.68
540000,西藏自治区,2010,551.0362,72.3458,,3.06,41.33,60.7959,2.7112,12.477,31.9119,32.0406,11.7746,20.51,89.11,64.06,,,,,,,,,66.15
540000,西藏自治区,2009,470.1322,85.7249,,1.1295,36.7835,61.0441,2.6913,13.36,33.3493,22.0868,9.7535,19.1152,84.7102,54.9156,,,,,,,,,19.3709
540000,西藏自治区,2008,380.6589,64.0632,0.033,0.4755,30.153,47.08,2.9033,9.2134,27.9,16.3548,5.7068,25.9956,62.8701,35.1034,,,,,,,,,34.3861
540000,西藏自治区,2007,275.3682,60.9361,0.0557,1.2319,17.7586,33.5699,1.926,7.2304,17.302,17.1623,4.7651,6.9174,40.3061,32.4333,,,,,,,,,22.8685
540000,西藏自治区,2006,200.1969,,,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2005,185.4502,,,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2004,133.8335,,,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2003,145.9054,,,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2002,137.8433,,,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2001,104.569,,,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2000,59.9693,,,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2019,5718.5163,528.9583,0.0073,6.0033,285.9,951.2294,71.3846,127.5781,853.5352,466.2948,245.4839,634.6816,684.1766,283.9413,89.6659,41.5024,29.1975,,58.5031,168.6293,15.8232,124.7408,24.15
610000,陕西省,2018,5302.443,490.3272,,3.8451,269.4646,871.4366,87.2226,126.1102,793.8626,455.3074,176.0158,537.8951,626.7851,276.2759,90.3333,50.2,40.3191,,59.5867,194.0048,17.6232,100.1678,34.0648
610000,陕西省,2017,4833.1854,417.3446,,4.4546,241.824,828.2508,79.336,121.9496,718.2242,418.2652,162.5188,477.7294,545.402,304.0287,93.4582,42.7821,17.6683,,53.1542,199.3556,18.304,72.4007,14.6284
610000,陕西省,2016,4389.37,364.86,,3.66,215.79,777.53,62.01,125.85,655.48,381.66,126.79,433.15,543.3,256.15,107.44,49.03,4.68,,35.8,215.98,18.88,47.49,-38.28
610000,陕西省,2015,4376.0551,359.36,,3.25,187.07,758.07,57.28,103.09,631.99,369.38,150.77,406.01,520.58,350.89,107.3,44.56,12.86,,41.54,249.1,19.78,17.8,-15.97
610000,陕西省,2014,3962.5042,366.3175,,3.8961,161.4255,693.8334,44.8632,93.2331,541.4037,313.4521,112.5076,330.5721,445.971,371.4896,95.1205,33.2943,5.3247,,50.9387,227.8867,17.3524,21.3234,32.2281
610000,陕西省,2013,3665.0665,414.2859,,3.3484,156.8945,710.1107,38.0165,100.442,497.7519,257.1363,109.7656,259.4226,419.6218,265.3469,109.5563,38.0608,5.4821,,44.1908,167.5863,17.4017,20.8938,29.6936
610000,陕西省,2012,3323.802,407.1146,,3.8391,149.0363,703.3359,34.9351,91.8055,421.1552,222.3015,94.1427,182.0515,376.4492,248.2441,93.4712,34.8734,7.5123,3.3149,33.7612,151.513,19.3642,10.7255,34.3016
610000,陕西省,2011,2930.81,341.32,,3.36,128.06,529.46,29.01,61.27,365.43,197.61,96.13,147.13,333.79,313.42,76.27,41.59,5.07,2.9,44.67,150.28,18.97,10.57,34.51
610000,陕西省,2010,2218.8283,287.2897,,2.9,111.5,377.7877,25.2498,47.8599,315.6139,156.656,82.8806,126.84,267.16,129.06,,,,17.78,,,,,30.7
610000,陕西省,2009,1841.6388,261.5479,,2.4236,94.5271,310.9646,20.8371,40.8872,287.0973,125.8329,79.5011,97.0734,220.7212,109.3997,,,,68.2524,,,,,30.8193
610000,陕西省,2008,1428.5208,226.1364,,1.3243,76.392,264.9055,17.1448,31.8074,245.5574,78.3906,58.7158,86.7798,146.2918,54.2268,,,,20.7117,,,,,28.4222
610000,陕西省,2007,1053.9665,190.7448,,1.8327,64.1665,184.5157,13.2972,21.7303,159.0145,49.9056,48.7457,58.4991,100.087,48.7998,,,,,,,,,48.7483
610000,陕西省,2006,824.1805,,,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2005,638.9627,,,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2004,516.3052,,,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2003,418.2008,,,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2002,404.9114,,,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2001,350.0506,,,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2000,271.7597,,,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2019,3951.5991,373.624,,2.554,191.2865,636.0518,29.3876,84.8518,529.1398,326.409,106.516,220.7055,716.7584,360.3532,33.0386,10.487,20.7375,,32.1884,161.2265,16.0327,59.1312,15.0525
620000,甘肃省,2018,3772.233,339.0512,,2.5295,190.8473,592.9612,25.7377,72.5158,504.7657,313.5319,127.8221,170.3887,678.3521,352.8857,60.096,24.2423,21.3349,,51.7406,157.8145,12.9588,46.5021,25.7519
620000,甘肃省,2017,3304.4417,307.2341,,2.4646,170.3797,567.3531,25.8301,64.5903,468.1628,289.2423,102.1976,166.9047,520.7919,285.7531,49.0916,25.1424,0.372,,57.6909,133.8368,9.4902,35.8373,21.7203
620000,甘肃省,2016,3150.03,290.79,,2.74,156.52,548.95,26.23,63.84,464.81,273.25,95.25,196.45,488.1,219.24,69.98,24.27,3.16,,37.06,124.5,13.14,28.57,22.75
620000,甘肃省,2015,2958.3117,272.01,,3.03,123.1,498.33,29.85,62.76,421.31,250.1,95.35,121.61,497.05,278.24,47.73,29.69,2.16,,35.2,127.87,13.32,15.09,34.12
620000,甘肃省,2014,2541.4935,300.4798,,2.8926,107.4211,401.2557,21.1583,49.5976,376.2231,204.1944,73.2115,78.7468,366.171,257.1176,43.3956,17.6294,1.8919,,41.0203,113.6581,9.7568,41.6725,33.9994
620000,甘肃省,2013,2309.623,278.5954,,1.9455,102.1196,377.0553,19.7581,59.7636,346.7666,165.8628,69.8222,73.1853,346.5804,207.9441,38.6234,17.6174,0.1616,2.3675,41.9107,102.8191,9.8862,15.3145,31.5237
620000,甘肃省,2012,2059.5638,229.5005,,1.8503,95.2174,367.9154,16.1855,49.8667,294.6396,148.2095,72.0006,80.5161,302.3726,126.4299,38.3668,19.1257,8.0978,17.0226,43.9116,102.1656,9.5645,11.6443,24.9608
620000,甘肃省,2011,1791.24,174.92,,1.85,80.31,284.33,13.22,33.07,279.22,143.18,84.99,65.88,237.66,158.91,29.31,16.95,2.47,8.77,41.06,92.58,9.24,8.83,24.49
620000,甘肃省,2010,1468.581,145.754,,1.77,70.45,228.2329,10.8879,29.7753,215.0927,100.4018,68.307,56.82,196.27,66.58,,,,94.15,,,,,21.1
620000,甘肃省,2009,1246.2817,150.0716,,1.6531,57.5194,206.3573,10.1833,24.4968,199.7489,88.3735,53.1503,45.4735,158.9535,61.1736,,,,115.3902,,,,,33.1862
620000,甘肃省,2008,968.4336,127.1358,0.091,0.9642,45.2703,182.9256,9.4743,19.4465,153.6984,58.315,46.8469,44.7835,107.3358,34.7976,,,,67.1941,,,,,23.8414
620000,甘肃省,2007,675.3372,111.1147,0.099,0.8109,38.0012,123.9653,7.3129,15.2349,106.8675,41.0319,33.601,27.6638,84.7431,28.0512,,,,,,,,,18.6213
620000,甘肃省,2006,528.5946,,,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2005,429.3479,,,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2004,356.9366,,,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2003,300.007,,,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2002,274.0111,,,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2001,235.4643,,,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2000,188.2322,,,,,,,,,,,,,,,,,,,,,,
630000,青海省,2019,1863.6676,131.5144,,1.0725,89.5698,221.3688,10.3675,42.3943,267.7091,148.2302,69.3826,158.2614,324.0941,172.5986,43.5591,7.3921,2.5387,,23.2023,64.8461,7.8099,56.6279,10.0826
630000,青海省,2018,1647.4296,132.5834,,0.8996,87.1907,199.1041,12.7963,35.4922,230.797,141.5998,63.5099,114.3231,267.8537,154.6347,37.8337,15.3245,0.6485,,17.7532,66.5307,6.0913,57.1082,4.5631
630000,青海省,2017,1530.4375,123.8534,,0.9877,90.0438,187.5109,11.9353,37.5783,209.5742,125.2128,60.9256,137.0008,233.1198,95.384,36.3478,17.6955,2.8758,,39.1029,67.3207,5.4136,42.428,5.3776
630000,青海省,2016,1524.8,121.42,,0.88,70.98,171.36,10.9,33.32,196.17,103.06,73.41,119.74,232.35,178.72,49.58,14.6,6.92,,16.89,69.93,5.6,40.75,7.35
630000,青海省,2015,1515.1581,117.33,,1.0,59.02,163.19,11.22,33.6,189.34,99.43,87.36,128.45,204.41,205.49,55.47,19.06,6.0,,16.52,65.25,7.55,25.93,19.1
630000,青海省,2014,1347.4303,100.5744,,0.7095,55.6325,156.3054,10.3886,34.1602,148.0129,80.134,56.7286,95.0361,190.0408,204.7049,56.3088,13.0316,12.9267,,21.8139,67.7288,4.584,22.8637,15.7028
630000,青海省,2013,1228.0484,97.4987,,0.923,46.7898,121.5055,8.389,25.8371,162.0084,68.6375,66.7797,86.6244,159.691,197.9481,48.2769,12.1641,1.8244,0.0272,20.4525,62.7494,4.3796,27.2658,8.2443
630000,青海省,2012,1159.0499,82.6573,,0.9905,40.3071,171.8055,7.1811,18.9189,179.5106,60.1084,43.9919,57.9829,134.3056,154.8488,48.0536,10.2111,6.2637,0.059,18.0139,84.5926,5.9272,29.6183,3.7009
630000,青海省,2011,967.47,65.4,,0.67,35.1,130.11,3.76,14.32,163.57,47.44,41.76,27.98,104.74,148.58,25.37,10.91,6.98,0.09,16.12,106.15,4.75,8.19,5.49
630000,青海省,2010,743.4033,55.2025,,0.79,35.48,82.4664,4.0805,11.5731,189.5035,38.9381,36.1484,30.6,69.5,46.68,,,,0.12,,,,,17.38
630000,青海省,2009,486.7457,54.8781,,0.8272,26.0796,61.8159,4.7804,15.5803,94.1401,32.483,28.9845,22.9323,57.8489,43.3452,,,,,,,,,9.8065
630000,青海省,2008,363.595,69.4155,,0.5178,20.3753,48.8084,3.9664,9.8912,65.5673,24.6615,19.5484,20.4838,42.4407,11.0455,,,,0.005,,,,,8.6708
630000,青海省,2007,282.1993,57.9441,0.0008,0.3147,15.9854,34.8523,2.5239,6.9447,51.179,19.5046,18.9848,9.6861,29.2656,15.9886,,,,,,,,,6.6694
630000,青海省,2006,214.6628,,,,,,,,,,,,,,,,,,,,,,
630000,青海省,2005,169.7547,,,,,,,,,,,,,,,,,,,,,,
630000,青海省,2004,137.3363,,,,,,,,,,,,,,,,,,,,,,
630000,青海省,2003,122.0438,,,,,,,,,,,,,,,,,,,,,,
630000,青海省,2002,118.728,,,,,,,,,,,,,,,,,,,,,,
630000,青海省,2001,101.2951,,,,,,,,,,,,,,,,,,,,,,
630000,青海省,2000,68.2614,,,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2019,1438.2916,97.0338,,0.7415,66.7389,179.3274,31.2586,25.8522,185.5368,106.4918,54.0388,185.4762,218.1568,88.8671,61.82,8.8027,0.3995,,23.2417,50.7653,3.3951,39.3429,3.7493
640000,宁夏回族自治区,2018,1419.0592,91.308,,0.6323,68.4026,170.4652,34.0206,23.3322,175.9944,105.5509,72.3808,198.4931,219.0612,94.3498,37.9348,15.433,4.9745,,9.6624,54.4351,5.2528,33.9124,3.156
640000,宁夏回族自治区,2017,1372.7841,86.1544,,0.6628,64.5903,170.6535,25.5529,22.8151,162.323,97.9826,57.6074,186.9973,222.3884,100.8152,45.1684,16.6249,3.4839,,10.6599,60.3166,3.5113,30.3842,3.7469
640000,宁夏回族自治区,2016,1254.54,75.79,,1.29,61.43,152.57,18.26,25.23,164.24,82.03,36.69,182.14,201.29,73.03,33.96,21.98,18.16,,8.68,63.58,2.91,23.01,8.01
640000,宁夏回族自治区,2015,1138.4858,67.09,,1.25,51.23,142.51,17.25,20.97,146.23,74.11,45.49,145.96,166.27,97.85,28.22,20.08,7.11,,8.12,72.25,2.67,14.08,9.53
640000,宁夏回族自治区,2014,1000.4526,61.679,,0.9972,47.644,122.6824,11.6635,16.0171,116.431,65.2693,34.5962,104.0745,157.0466,73.0038,29.7843,18.637,16.1182,,8.3864,81.3856,2.8282,16.4077,15.8006
640000,宁夏回族自治区,2013,922.4819,64.1499,,1.0706,46.5031,112.9532,10.6857,16.5998,102.7729,53.7729,32.9285,133.7881,149.3837,54.5177,27.6473,16.2275,1.0705,,12.1099,55.6201,2.9059,17.8609,9.9137
640000,宁夏回族自治区,2012,864.3616,61.4428,,1.4088,40.9659,106.4541,9.6084,14.4441,89.6035,46.0892,35.3727,109.633,139.7982,51.0212,26.9865,14.5664,4.9486,,8.8002,56.2316,2.9633,27.4467,16.5764
640000,宁夏回族自治区,2011,705.91,51.96,,0.85,35.12,103.02,7.87,13.94,71.95,41.09,35.23,81.51,112.19,41.54,20.54,16.18,6.95,,7.11,33.86,2.72,7.17,15.13
640000,宁夏回族自治区,2010,557.5285,51.7664,,0.63,31.49,81.5869,5.9666,16.0933,35.0312,34.018,30.7857,61.89,94.23,21.8,,,,,,,,,13.62
640000,宁夏回族自治区,2009,432.3624,46.9657,,0.4886,24.1673,63.5025,4.4017,9.0306,47.6765,22.9169,22.5874,42.564,68.6819,20.385,,,,,,,,,16.7248
640000,宁夏回族自治区,2008,324.6064,42.347,,0.3319,19.2769,54.0553,4.3265,7.0925,37.049,17.1073,17.5067,33.3778,45.1996,10.0795,,,,,,,,,14.8027
640000,宁夏回族自治区,2007,241.8545,38.3921,,0.3136,14.718,47.3068,4.7857,7.0629,25.4973,11.4174,12.7629,17.4252,27.9206,8.478,,,,,,,,,9.7506
640000,宁夏回族自治区,2006,193.2089,,,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2005,160.2509,,,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2004,123.0177,,,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2003,105.7793,,,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2002,114.565,,,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2001,93.5787,,,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2000,60.838,,,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2019,5315.49,475.5688,0.2444,4.2003,567.2262,863.0689,40.8139,92.1449,606.7168,302.3622,87.8639,309.9375,977.4128,317.0886,146.2207,30.1199,0.0716,,29.1601,234.2693,13.3906,120.3567,78.0099
650000,新疆维吾尔自治区,2018,5012.4518,459.1142,0.065,3.9861,566.9604,812.8811,42.2468,73.3888,579.0592,286.1387,94.3276,317.8118,753.246,276.4894,178.7059,32.3121,0.0704,,37.2744,305.9572,12.41,95.5256,83.7891
650000,新疆维吾尔自治区,2017,4637.2435,433.4682,0.3817,6.3775,576.3869,722.5933,42.814,80.401,526.0047,266.7093,54.6583,329.3009,612.4893,261.9001,236.5236,36.3216,4.4256,,49.5905,234.4777,10.4838,85.0854,65.9387
650000,新疆维吾尔自治区,2016,4138.25,388.53,0.16,5.22,300.88,664.52,44.98,77.61,504.37,256.43,65.07,326.57,717.02,269.16,94.46,43.22,21.36,,46.64,181.02,28.59,67.97,33.69
650000,新疆维吾尔自治区,2015,3804.8687,366.41,0.17,4.98,251.95,647.93,41.64,78.96,371.9,244.01,71.51,323.04,605.34,270.75,72.11,52.4,1.18,,41.46,209.19,19.75,35.88,93.74
650000,新疆维吾尔自治区,2014,3317.7872,324.879,0.1608,5.6044,222.2757,567.1975,40.3391,74.3244,300.8518,202.3163,70.8598,286.7634,477.2699,215.5255,56.7535,28.4152,1.2004,,41.7593,199.3098,18.3355,45.8224,137.2647
650000,新疆维吾尔自治区,2013,3067.1241,337.3656,0.2111,4.6039,197.2235,532.6728,39.8466,74.6294,263.1684,160.9092,68.9919,243.0459,387.4153,284.217,83.8351,29.4586,0.865,0.0152,32.0052,200.1869,19.7907,35.1024,71.4704
650000,新疆维吾尔自治区,2012,2720.0673,303.6709,0.2768,5.5341,177.3656,473.858,33.0092,68.2272,227.7887,145.8799,64.1211,183.4921,365.3939,226.4692,60.4472,22.2382,16.8909,0.0584,36.1038,199.453,17.6559,12.6629,79.4703
650000,新疆维吾尔自治区,2011,2284.49,245.36,0.26,3.77,146.28,399.8,26.43,47.7,201.64,132.43,53.67,140.1,297.59,206.83,47.6,25.24,9.0,0.85,35.06,170.04,17.91,9.23,67.7
650000,新疆维吾尔自治区,2010,1698.9126,195.5676,,4.03,128.56,313.8356,20.1869,33.9222,166.4041,103.5599,51.0155,95.28,220.5,91.54,,,,10.86,,,,,57.62
650000,新疆维吾尔自治区,2009,1346.9125,195.6383,,2.6121,87.2925,240.146,16.1414,33.3355,177.4879,84.938,36.4226,79.0336,196.7828,65.9074,,,,,,,,,70.6438
650000,新疆维吾尔自治区,2008,1059.3638,178.4436,0.4288,1.72,68.3001,199.2132,14.8358,27.6571,109.0598,58.6403,30.4671,88.8805,143.1573,33.8486,,,,,,,,,45.7682
650000,新疆维吾尔自治区,2007,795.154,148.4113,0.4826,1.8037,54.4876,142.7688,12.8401,23.3506,90.9273,45.8154,22.6175,59.373,98.4255,34.2721,,,,,,,,,21.714
650000,新疆维吾尔自治区,2006,678.4723,,,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2005,519.0179,,,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2004,421.0446,,,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2003,368.4676,,,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2002,361.1729,,,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2001,263.3232,,,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2000,190.9529,,,,,,,,,,,,,,,,,,,,,,
