省份编码,省份,年份,城镇基本医疗保险年末参保人数(万人),城镇职工基本医疗保险年末参保人数(万人),城镇在岗职工基本医疗保险年末参保人数(万人),城镇退休人员基本医疗保险年末参保人数(万人),城镇居民基本医疗保险年末参保人数(万人),城镇基本医疗保险基金收入(万元),城镇职工医疗保险基金收入(万元),城镇居民医疗保险基金收入(万元),城镇基本医疗保险基金支出(万元),城镇职工医疗保险基金支出(万元),城镇居民医疗保险基金支出(万元),城镇基本医疗保险基金累计结余(万元),城镇职工医疗保险基金累计结余(万元),城镇居民医疗保险基金累计结余(万元)
330000,浙江省,2018,5368.7046,2277.0432,1830.6891,446.3541,3091.6614,14137058.094,10112490.3,4024567.794,11578373.99,7865465.155,3712908.835,18265718.675359,17079781.875359,1185936.8
330000,浙江省,2017,5251.6343,2117.4379,1702.9494,414.4885,3134.1964,12340583.0,8950116.0,3390467.0,9894838.0,6631712.0,3263126.0,15685623.0,14811353.0,874270.0
330000,浙江省,2016,4993.288,2017.4977,1634.2732,383.2245,2975.7903,10318045.0,7549876.0,2768169.0,8326036.0,5652884.0,2673152.0,13199221.0,12492949.0,706272.0
330000,浙江省,2015,4964.1465,1992.7034,1638.9654,353.738,2971.4431,9425674.0,6870241.0,2555433.0,7458637.0,5034580.0,2424057.0,11187231.0,10595957.0,591274.0
330000,浙江省,2014,4847.5946,1900.0492,1575.9736,324.0756,2947.5454,8091316.0,6041436.0,2049880.0,6506714.0,4446368.0,2060346.0,9214620.0,8760298.0,454322.0
330000,浙江省,2013,4121.1143,1791.0877,1491.6156,299.4721,2330.0266,6288164.0,4915532.0,1372632.0,5083535.0,3731149.0,1352386.0,7587780.0,7165229.0,422551.0
330000,浙江省,2012,2806.762,1670.9703,1393.9099,277.0604,1135.7917,5116441.612626,4532438.203398,584003.409228,3648146.913085,3108392.22441,539754.688675,6243030.496326,5980845.466297,262185.030029
330000,浙江省,2011,2244.1271,1514.3882,1271.0708,243.3174,729.7389,3710555.0,3358975.0,351580.0,2716774.0,2419597.0,297177.0,4729296.0,4556800.0,172496.0
330000,浙江省,2010,,1344.4,1117.6,226.8,,,2803000.0,,,2239000.0,,,3616000.0,
330000,浙江省,2009,1784.3851,1173.7288,961.968,211.7608,610.6563,,2015573.0,,,1572364.0,,,3052930.0,
330000,浙江省,2008,,1053.9243,855.624,198.3003,,,1888849.0,,,1215764.0,,,2611784.0,
330000,浙江省,2007,,854.9737,669.4609,185.5128,,,1294161.0,,,749051.0,,,1938697.0,
330000,浙江省,2006,,730.5853,557.7259,172.8594,,1006436.0,,,722893.0,,,1393587.0,,
330000,浙江省,2005,,639.57,476.4779,163.0859,,840808.0,,,567871.0,,,1110044.0,,
330000,浙江省,2004,,569.24,418.918,150.3195,,675963.0,,,450489.0,,,837107.0,,
330000,浙江省,2003,,510.3,370.7852,139.5145,,589217.0,,,338695.0,,,611633.0,,
330000,浙江省,2002,,423.4,306.4,117.0,,373852.0,,,204150.0,,,361111.0,,
330000,浙江省,2001,,,,,,,,,,,,,,
330000,浙江省,2000,,,,,,,,,,,,,,
340000,安徽省,2019,6731.4824,888.1412,632.8548,255.2864,5843.3412,7877726.791738,3509787.337264,4367939.454474,7101966.582242,2661918.405655,4440048.176587,7107995.685366,5023533.273781,2084462.411585
340000,安徽省,2018,6105.0883,854.5807,607.2862,247.2945,5250.5076,6645208.356,3094988.153,3550220.203,5627412.084,2291906.342,3335505.742,5874262.920291,4051746.610291,1822516.31
340000,安徽省,2017,2108.0558,809.1968,571.4702,237.7266,1298.859,3398276.0,2595794.0,802482.0,2694311.0,2029815.0,664496.0,4033326.0,3238799.0,794527.0
340000,安徽省,2016,1621.5201,781.9519,550.8985,231.0534,839.5682,2657686.0,2184383.0,473303.0,2143744.0,1773061.0,370683.0,3264887.0,2672821.0,592066.0
340000,安徽省,2015,1737.5953,763.3013,542.2449,221.0564,974.294,2387665.0,1936564.0,451101.0,2058041.0,1687528.0,370513.0,2781488.0,2261499.0,519989.0
340000,安徽省,2014,1756.4179,739.884,528.0291,211.8549,1016.5339,2108014.0,1735593.0,372421.0,1783424.0,1475645.0,307779.0,2461282.0,2012462.0,448820.0
340000,安徽省,2013,1660.834,715.966,512.6997,203.2663,944.868,1917204.0,1566944.0,350260.0,1522586.0,1255837.0,266749.0,2155472.0,1752514.0,402958.0
340000,安徽省,2012,1659.9781,685.2146,493.6961,191.5185,974.7635,1596025.024977,1301733.584782,294291.440195,1307115.805405,1101371.442868,205744.362537,1797826.138353,1441350.948213,356475.19014
340000,安徽省,2011,1612.9043,659.3154,477.4609,181.8545,953.5889,1323169.0,1078573.0,244596.0,1059413.0,890942.0,168471.0,1516936.0,1240988.0,275948.0
340000,安徽省,2010,,598.5,429.2,169.3,,,814000.0,,,696000.0,,,1057000.0,
340000,安徽省,2009,1435.7793,570.2162,409.8635,160.3527,865.5631,,758840.0,,,572820.0,,,938675.0,
340000,安徽省,2008,,528.7521,380.6384,148.1137,,,678470.0,,,452847.0,,,752591.0,
340000,安徽省,2007,,486.1988,349.076,137.1228,,,511501.0,,,368026.0,,,529148.0,
340000,安徽省,2006,,441.1921,316.4955,124.6966,,398703.0,,,278071.0,,,380414.0,,
340000,安徽省,2005,,387.12,274.3758,112.7378,,303672.0,,,238710.0,,,256601.0,,
340000,安徽省,2004,,362.24,264.493,97.7466,,223822.0,,,161902.0,,,196432.0,,
340000,安徽省,2003,,318.22,238.4259,79.7949,,168696.0,,,116234.0,,,133246.0,,
340000,安徽省,2002,,273.4,207.8,65.6,,106176.0,,,66335.0,,,81437.0,,
340000,安徽省,2001,,,,,,,,,,,,,,
340000,安徽省,2000,,,,,,,,,,,,,,
350000,福建省,2019,3788.0951,841.3797,678.7509,162.6288,2946.7154,6075003.829598,3733577.854844,2341425.974754,5395370.677768,2975381.224885,2419989.452883,7966660.622317,7009247.695402,957412.926915
350000,福建省,2018,3804.7382,853.0629,692.0437,161.0192,2951.6753,5379468.049,3249640.023,2129828.026,4551162.194,2494225.968,2056936.226,7138230.393753,6102253.993753,1035976.4
350000,福建省,2017,3768.6101,819.3421,664.2515,155.0906,2949.268,4786202.0,2906681.0,1879521.0,3824365.0,2201171.0,1623194.0,6309925.0,5346840.0,963085.0
350000,福建省,2016,1297.8987,792.1189,641.8814,150.2375,505.7798,3305606.0,2588086.0,717520.0,2735207.0,2066105.0,669102.0,4979696.0,4641332.0,338364.0
350000,福建省,2015,1301.2385,759.3771,612.591,146.7861,541.8614,2660153.0,2435116.0,225037.0,2048238.0,1838173.0,210065.0,4267911.0,4119351.0,148560.0
350000,福建省,2014,1292.9685,737.2533,594.264,142.9893,555.7152,2350954.0,2154091.0,196863.0,1738293.0,1575297.0,162996.0,3655997.0,3522410.0,133587.0
350000,福建省,2013,1283.7848,703.0032,566.5559,136.4473,580.7816,2061571.0,1900475.0,161096.0,1476499.0,1329716.0,146783.0,3046969.0,2943617.0,103352.0
350000,福建省,2012,1262.9197,666.2995,536.1175,130.182,596.6202,1683659.444251,1550395.111678,133264.332573,1263175.729692,1149864.790637,113310.939055,2466039.226157,2372859.831562,93179.394595
350000,福建省,2011,1217.166,579.3473,453.1151,126.2322,637.8187,1377566.0,1268025.0,109541.0,1078071.0,995600.0,82471.0,2048103.0,1972331.0,75772.0
350000,福建省,2010,,546.6,425.9,120.7,,,1014000.0,,,841000.0,,,1700000.0,
350000,福建省,2009,1137.1899,503.7089,389.04,114.6689,633.481,,867935.0,,,671677.0,,,1527313.0,
350000,福建省,2008,,435.7266,334.3241,101.4025,,,867116.0,,,510020.0,,,1332353.0,
350000,福建省,2007,,406.1216,315.0734,91.0482,,,612020.0,,,359227.0,,,975259.0,
350000,福建省,2006,,370.0528,284.9016,85.1512,,474893.0,,,309914.0,,,722461.0,,
350000,福建省,2005,,332.98,255.762,77.2161,,404369.0,,,259821.0,,,557482.0,,
350000,福建省,2004,,285.93,216.4531,69.4781,,339672.0,,,223036.0,,,409555.0,,
350000,福建省,2003,,247.77,185.9293,61.8403,,264851.0,,,166915.0,,,289949.0,,
350000,福建省,2002,,230.0,175.3,54.7,,208279.0,,,124982.0,,,192013.0,,
350000,福建省,2001,,,,,,,,,,,,,,
350000,福建省,2000,,,,,,,,,,,,,,
360000,江西省,2019,4782.4208,579.0388,372.0074,207.0314,4203.382,5889020.610028,2371108.867116,3517911.742912,5224482.176083,1909336.301397,3315145.874686,6075893.874944,3434382.90407,2641510.970874
360000,江西省,2018,4797.4731,573.7307,376.4011,197.3296,4223.7424,5168193.095,2142286.8,3025906.295,4276190.308,1548580.514,2727609.794,5336657.832744,2897766.732744,2438891.1
360000,江西省,2017,4762.3873,558.7014,366.9304,191.771,4203.6859,4749102.0,1779877.0,2969225.0,3416122.0,1315323.0,2100799.0,4444655.0,2304060.0,2140595.0
360000,江西省,2016,1807.0398,591.6179,388.8317,202.7862,1215.4219,2101825.0,1491740.0,610085.0,1618982.0,1204326.0,414656.0,2760586.0,1839506.0,921080.0
360000,江西省,2015,1530.439,584.9742,383.6825,201.2917,945.4648,1677251.0,1266590.0,410661.0,1271761.0,1006865.0,264896.0,2236403.0,1552094.0,684309.0
360000,江西省,2014,1494.2375,579.2149,381.493,197.7219,915.0226,1443542.0,1118511.0,325031.0,1158326.0,937624.0,220702.0,1830912.0,1292368.0,538544.0
360000,江西省,2013,1476.6182,569.9374,380.1734,189.764,906.6808,1253786.0,944837.0,308949.0,954313.0,763974.0,190339.0,1554970.0,1111478.0,443492.0
360000,江西省,2012,1438.5544,546.7637,366.3788,180.3849,891.7907,1027671.193222,771912.740935,255758.452287,796405.396123,634799.44306,161605.953063,1262493.586996,930613.457279,331880.129717
360000,江西省,2011,1329.7027,535.8544,364.9881,170.8663,793.8483,796083.0,594300.0,201783.0,606345.0,505066.0,101279.0,1035405.0,793501.0,241904.0
360000,江西省,2010,,532.1,365.6,166.5,,,525000.0,,,426000.0,,,704000.0,
360000,江西省,2009,1300.3746,515.1201,363.5487,151.5714,785.2545,,497080.0,,,334206.0,,,604508.0,
360000,江西省,2008,,503.1604,353.7924,149.368,,,388485.0,,,220102.0,,,436286.0,
360000,江西省,2007,,403.4227,281.8535,121.5692,,,268200.0,,,151884.0,,,267609.0,
360000,江西省,2006,,313.3411,226.842,86.4991,,167034.0,,,128268.0,,,151120.0,,
360000,江西省,2005,,276.74,201.7046,75.0402,,145167.0,,,112788.0,,,117566.0,,
360000,江西省,2004,,250.43,184.6064,65.816,,124295.0,,,91977.0,,,85060.0,,
360000,江西省,2003,,188.21,142.5168,45.6945,,80489.0,,,61669.0,,,52079.0,,
360000,江西省,2002,,106.6,83.9,22.7,,53990.0,,,39766.0,,,33041.0,,
360000,江西省,2001,,,,,,,,,,,,,,
360000,江西省,2000,,,,,,,,,,,,,,
370000,山东省,2019,9569.5554,2173.7729,1624.2969,549.476,7395.7825,16555298.177156,10418592.576052,6136705.601104,14261456.774076,8669638.107781,5591818.666295,15376811.693674,11583536.918038,3793274.775636
370000,山东省,2018,9437.0706,2072.1435,1560.1418,512.0017,7364.9271,15314204.29,8734085.672,6580118.618,12536746.854,7201677.6,5335069.254,12569500.358564,9336361.828564,3233138.53
370000,山东省,2017,9295.6848,2013.0968,1526.773,486.3238,7282.588,11948203.0,7395959.0,4552244.0,10942171.0,6315870.0,4626301.0,9792043.0,7803954.0,1988089.0
370000,山东省,2016,9188.7908,1960.0395,1494.4302,465.6093,7228.7513,10813182.0,6585149.0,4228033.0,9564505.0,5691213.0,3873292.0,8776052.0,6713906.0,2062146.0
370000,山东省,2015,9235.7719,1904.3754,1464.4711,439.9043,7331.3965,9425958.0,5632294.0,3793664.0,8202441.0,5071173.0,3131268.0,7524445.0,5819689.0,1704756.0
370000,山东省,2014,3988.0015,1860.2151,1448.8433,411.3718,2127.7864,7704713.0,5016490.0,2688223.0,6771891.0,4304052.0,2467839.0,6267640.0,5274015.0,993625.0
370000,山东省,2013,3647.9358,1809.743,1418.0513,391.6917,1838.1928,5003068.0,4432919.0,570149.0,4127799.0,3663106.0,464693.0,5062860.0,4561073.0,501787.0
370000,山东省,2012,3101.2255,1734.1176,1368.4777,365.6399,1367.1079,4220729.448001,3882087.85907,338641.588931,3320016.317711,3109714.499756,210301.817955,4161081.876315,3791258.139669,369823.736646
370000,山东省,2011,2947.774,1637.1236,1299.5843,337.5393,1310.6504,3430462.0,3152947.0,277515.0,2793103.0,2621747.0,171356.0,3262625.0,3018886.0,243739.0
370000,山东省,2010,,1541.3,1224.6,316.7,,,2480000.0,,,2099000.0,,,2488000.0,
370000,山东省,2009,2540.2119,1428.6011,1140.7892,287.8119,1111.6108,,2038064.0,,,1685454.0,,,2106524.0,
370000,山东省,2008,,1266.2386,1010.0773,256.1613,,,1756992.0,,,1287997.0,,,1756104.0,
370000,山东省,2007,,1115.8733,888.0869,227.7864,,,1358487.0,,,1018527.0,,,1287112.0,
370000,山东省,2006,,996.0649,796.1164,199.9485,,1081351.0,,,776458.0,,,945899.0,,
370000,山东省,2005,,861.53,684.8397,176.6874,,820726.0,,,631723.0,,,641006.0,,
370000,山东省,2004,,771.93,618.3831,153.5477,,621722.0,,,492401.0,,,452003.0,,
370000,山东省,2003,,691.06,553.0223,138.0359,,486904.0,,,363008.0,,,320953.0,,
370000,山东省,2002,,625.6,506.1,119.5,,347328.0,,,271986.0,,,197057.0,,
370000,山东省,2001,,,,,,,,,,,,,,
370000,山东省,2000,,,,,,,,,,,,,,
410000,河南省,2019,10289.78,1281.6497,906.5849,375.0648,9008.1303,11427701.371624,4873094.05421,6554607.317414,10912448.051958,4085155.449954,6827292.602004,9368883.506159,6650456.948378,2718426.557781
410000,河南省,2018,10435.7363,1265.1082,903.8175,361.2907,9170.6281,9970586.7,4142285.386,5828301.314,9538378.244,3526140.583,6012237.661,8562969.65194,5580495.67194,2982473.98
410000,河南省,2017,10410.6971,1228.2298,883.858,344.3718,9182.4673,8942487.0,3607712.0,5334775.0,7538759.0,2652150.0,4886609.0,8095873.0,4947160.0,3148713.0
410000,河南省,2016,2360.7473,1227.3438,882.7413,344.6025,1133.4035,3537147.0,2961112.0,576035.0,2849711.0,2396076.0,453635.0,4728234.0,3978528.0,749706.0
410000,河南省,2015,2344.9029,1200.7229,864.1291,336.5938,1144.18,3171397.0,2680009.0,491388.0,2685528.0,2274502.0,411026.0,4005477.0,3378171.0,627306.0
410000,河南省,2014,2340.026,1182.3877,855.2254,327.1623,1157.6383,2773938.0,2355063.0,418875.0,2358612.0,2040666.0,317946.0,3519609.0,2972664.0,546945.0
410000,河南省,2013,2297.2003,1140.2342,826.7966,313.4376,1156.9661,2469749.0,2116932.0,352817.0,1936451.0,1677115.0,259336.0,3107941.0,2658267.0,449674.0
410000,河南省,2012,2222.2005,1082.2264,789.006,293.2204,1139.9741,2073737.638613,1750274.528905,323463.109708,1641110.659788,1434914.138787,206196.521001,2506517.764995,2148758.692099,357759.072896
410000,河南省,2011,2122.2595,1016.4476,744.2745,272.1731,1105.8119,1657401.0,1413433.0,243968.0,1322979.0,1185720.0,137259.0,2012086.0,1771426.0,240660.0
410000,河南省,2010,,957.4,698.7,258.7,,,1190000.0,,,977000.0,,,1530000.0,
410000,河南省,2009,1970.1294,920.1287,676.4398,243.6889,1050.0007,,1008913.0,,,743308.0,,,1316193.0,
410000,河南省,2008,,840.8745,620.0927,220.7818,,,849913.0,,,577859.0,,,1051419.0,
410000,河南省,2007,,780.9736,583.538,197.4356,,,638755.0,,,447846.0,,,779365.0,
410000,河南省,2006,,704.126,530.8647,173.2613,,480096.0,,,357145.0,,,578681.0,,
410000,河南省,2005,,641.5,487.4078,154.0863,,414793.0,,,305254.0,,,455730.0,,
410000,河南省,2004,,590.01,453.2587,136.7537,,332443.0,,,247596.0,,,346191.0,,
410000,河南省,2003,,567.93,441.0198,126.9093,,283377.0,,,195924.0,,,261344.0,,
410000,河南省,2002,,537.5,422.3,115.2,,226205.0,,,131702.0,,,173891.0,,
410000,河南省,2001,,,,,,,,,,,,,,
410000,河南省,2000,,,,,,,,,,,,,,
420000,湖北省,2019,5562.5871,1093.1654,761.7589,331.4065,4469.4217,8766423.523328,5130611.856742,3635811.666586,7840171.187228,4274400.815441,3565770.371787,7706009.973194,5106960.067356,2599049.905838
420000,湖北省,2018,5586.1579,1053.9525,732.0317,321.9208,4532.2054,7539829.149,4290311.984,3249517.165,6681697.934,3650615.455,3031082.479,6553126.970881,4024244.089681,2528882.8812
420000,湖北省,2017,5622.158,1018.8949,702.6737,316.2212,4603.2631,6974399.0,3719419.0,3254980.0,5786363.0,3185023.0,2601340.0,5694996.0,3384548.0,2310448.0
420000,湖北省,2016,1981.7872,960.988,660.4744,300.5136,1020.7992,3551049.0,2990689.0,560360.0,3019391.0,2596273.0,423118.0,3510148.0,2622319.0,887829.0
420000,湖北省,2015,1972.141,949.4117,653.1422,296.2695,1022.7293,3165460.0,2658137.0,507323.0,2727952.0,2363761.0,364191.0,2969561.0,2220606.0,748955.0
420000,湖北省,2014,1968.037,933.2969,646.3624,286.9345,1034.7401,2600909.0,2195341.0,405568.0,2473720.0,2167255.0,306465.0,2532052.0,1926229.0,605823.0
420000,湖北省,2013,1960.5786,922.7804,642.0737,280.7067,1037.7982,2323373.0,1951176.0,372197.0,2098483.0,1838172.0,260311.0,2425812.0,1892213.0,533599.0
420000,湖北省,2012,1960.2708,921.207,656.4898,264.7172,1039.0638,1965221.472894,1673098.609216,292122.863678,1740411.01303,1547881.564671,192529.448359,2214359.677973,1779208.029512,435151.648461
420000,湖北省,2011,1932.4881,902.8104,648.1802,254.6302,1029.6777,1763068.0,1503390.0,259678.0,1363653.0,1230578.0,133075.0,1992219.0,1653991.0,338228.0
420000,湖北省,2010,,847.8,608.0,239.8,,,1115000.0,,,951000.0,,,1378000.0,
420000,湖北省,2009,1811.6647,820.3871,584.144,236.2431,991.2776,,1010191.0,,,772606.0,,,1214064.0,
420000,湖北省,2008,,714.8907,504.0126,210.8781,,,805632.0,,,612526.0,,,976478.0,
420000,湖北省,2007,,644.5279,448.1853,196.3426,,,617355.0,,,461193.0,,,784448.0,
420000,湖北省,2006,,565.2995,398.7485,166.551,,525804.0,,,371563.0,,,629827.0,,
420000,湖北省,2005,,502.01,354.8501,147.1599,,415504.0,,,296284.0,,,462525.0,,
420000,湖北省,2004,,466.84,334.3594,132.4817,,343653.0,,,221146.0,,,346472.0,,
420000,湖北省,2003,,416.65,306.5857,110.0619,,248495.0,,,141552.0,,,214573.0,,
420000,湖北省,2002,,338.1,257.5,80.6,,156087.0,,,80910.0,,,107630.0,,
420000,湖北省,2001,,,,,,,,,,,,,,
420000,湖北省,2000,,,,,,,,,,,,,,
430000,湖南省,2019,6716.0633,930.6221,631.6249,298.9972,5785.4412,8436284.839972,4064114.641224,4372170.198748,7534235.543031,3255558.84303,4278676.700001,8158702.505934,5857634.50817,2301067.997764
430000,湖南省,2018,6838.0253,898.4793,605.9167,292.5626,5939.546,7724129.794,3639701.514,4084428.28,6558375.351,2740009.362,3818365.989,6976692.652555,4769118.153555,2207574.499
430000,湖南省,2017,6906.2707,867.1457,581.7626,285.3831,6039.125,6763644.0,3136141.0,3627503.0,5611026.0,2433046.0,3177980.0,5834979.0,3893467.0,1941512.0
430000,湖南省,2016,2646.1463,829.5577,557.0992,272.4585,1816.5886,3680377.0,2757798.0,922579.0,2962960.0,2137530.0,825430.0,3900120.0,3175369.0,724751.0
430000,湖南省,2015,2662.3313,818.7763,551.6515,267.1248,1843.555,3143401.0,2307194.0,836207.0,2588941.0,1870064.0,718877.0,3182702.0,2555099.0,627603.0
430000,湖南省,2014,2300.6978,807.8901,546.1235,261.7666,1492.8077,2582673.0,1993788.0,588885.0,2199049.0,1683882.0,515167.0,2609767.0,2117970.0,491797.0
430000,湖南省,2013,2316.1881,799.2527,541.7404,257.5123,1516.9354,2162875.0,1694589.0,468286.0,1894728.0,1496438.0,398290.0,2224241.0,1808064.0,416177.0
430000,湖南省,2012,2341.8998,797.5963,548.8424,248.7539,1544.3035,1834974.725464,1420502.519804,414472.20566,1577865.44863,1254821.826633,323043.621997,1960514.281726,1609911.302275,350602.979451
430000,湖南省,2011,1941.2178,789.5159,546.6446,242.8713,1151.7019,1461395.0,1221179.0,240216.0,1276494.0,1108965.0,167529.0,1670307.0,1444230.0,226077.0
430000,湖南省,2010,,777.4,540.5,236.9,,,972000.0,,,948000.0,,,1332000.0,
430000,湖南省,2009,1831.9278,746.3984,520.7912,225.6072,1085.5294,,1103747.0,,,764040.0,,,1308180.0,
430000,湖南省,2008,,682.0078,475.5137,206.4941,,,852644.0,,,620914.0,,,969796.0,
430000,湖南省,2007,,620.5693,438.6226,181.9467,,,671258.0,,,464915.0,,,738065.0,
430000,湖南省,2006,,560.4701,398.0436,162.4265,,518891.0,,,378440.0,,,514666.0,,
430000,湖南省,2005,,503.35,356.7992,146.5542,,453295.0,,,338844.0,,,392955.0,,
430000,湖南省,2004,,476.97,343.0802,133.8859,,342424.0,,,272123.0,,,261437.0,,
430000,湖南省,2003,,423.5,307.4321,116.0698,,271930.0,,,201598.0,,,190474.0,,
430000,湖南省,2002,,398.1,289.8,108.3,,179613.0,,,,,,119592.0,,
430000,湖南省,2001,,,,,,,,,,,,,,
430000,湖南省,2000,,,,,,,,,,,,,,
440000,广东省,2019,10783.4664,4375.7263,3850.1606,525.5657,6407.7401,21777167.741533,16565914.609672,5211253.131861,17643648.247699,12813311.888178,4830336.359521,33290395.098882,29137344.07561,4153051.023272
440000,广东省,2018,10615.7706,4170.6925,3665.3812,505.3113,6445.0781,17984474.632,13455850.23,4528624.402,14406866.606,9976170.746,4430695.86,28326014.24744,24553879.99744,3772134.25
440000,广东省,2017,10365.068,3962.6374,3483.5277,479.1097,6402.4306,15649590.0,11525299.0,4124291.0,12449655.0,8672061.0,3777594.0,24748406.0,21074200.0,3674206.0
440000,广东省,2016,10150.1628,3814.1004,3353.5082,460.5922,6336.0624,13758366.0,9757897.0,4000469.0,10599880.0,7173993.0,3425887.0,21452970.0,18013068.0,3439902.0
440000,广东省,2015,10136.0212,3711.8478,3272.1905,439.6573,6424.1734,12044979.0,8593485.0,3451494.0,9314699.0,6533335.0,2781364.0,18316449.0,15429163.0,2887286.0
440000,广东省,2014,9804.1777,3647.0808,3226.1404,420.9404,6157.0969,10546977.0,7743557.0,2803420.0,8153813.0,5806180.0,2347633.0,15587473.0,13369013.0,2218460.0
440000,广东省,2013,9179.7534,3472.9624,3089.1507,383.8117,5706.791,9083753.0,6790135.0,2293618.0,6851791.0,5105255.0,1746536.0,13298676.0,11422533.0,1876143.0
440000,广东省,2012,8421.8089,3373.4152,3010.5836,362.8316,5048.3937,7355737.17192,5743554.535682,1612182.636238,5324424.429097,4118063.693979,1206360.735118,11021046.275973,9738055.439734,1282990.836239
440000,广东省,2011,6767.1186,3234.326,2893.7909,340.5351,3532.7926,5966729.0,4948067.0,1018662.0,4298253.0,3619536.0,678717.0,8726462.0,8106047.0,620415.0
440000,广东省,2010,,3000.0,2685.6,314.5,,,3779000.0,,,2759000.0,,,6778000.0,
440000,广东省,2009,4568.4866,2556.3814,2297.0227,259.3587,2012.1052,,3194057.0,,,2369598.0,,,5753134.0,
440000,广东省,2008,,2370.7434,2130.4376,240.3058,,,2878486.0,,,1772364.0,,,4925859.0,
440000,广东省,2007,,2022.2058,1804.2128,217.993,,,2298070.0,,,1368243.0,,,3819734.0,
440000,广东省,2006,,1421.0804,1223.1395,197.9409,,1809449.0,,,1094925.0,,,2868073.0,,
440000,广东省,2005,,1235.31,1054.9669,180.3435,,1417976.0,,,933241.0,,,2153549.0,,
440000,广东省,2004,,1034.16,865.2126,168.9471,,1175526.0,,,763125.0,,,1668845.0,,
440000,广东省,2003,,876.97,730.594,146.3819,,1009690.0,,,573139.0,,,1256457.0,,
440000,广东省,2002,,717.7,598.9,118.8,,650240.0,,,356784.0,,,819906.0,,
440000,广东省,2001,,,,,,,,,,,,,,
440000,广东省,2000,,,,,,,,,,,,,,
450000,广西壮族自治区,2019,5207.1526,620.5149,444.4808,176.0341,4586.6377,6382251.217397,2764738.758383,3617512.459014,5617585.389086,2215860.491821,3401724.897265,7867050.454317,4012074.077866,3854976.376451
450000,广西壮族自治区,2018,5136.688,588.4697,420.9968,167.4729,4548.2183,5800267.172,2343352.663,3456914.509,4209959.57,1718849.889,2491109.681,6971391.362273,3336528.246173,3634863.1161
450000,广西壮族自治区,2017,5173.2858,556.746,396.5804,160.1656,4616.5398,3747133.0,1943564.0,1803569.0,2646069.0,1474301.0,1171768.0,4773090.0,2785329.0,1987761.0
450000,广西壮族自治区,2016,1096.4222,530.7125,375.7319,154.9806,565.7097,2024470.0,1739851.0,284619.0,1538571.0,1376309.0,162262.0,2871483.0,2315438.0,556045.0
450000,广西壮族自治区,2015,1077.5852,505.4854,356.7217,148.7637,572.0998,1712526.0,1478794.0,233732.0,1422856.0,1272311.0,150545.0,2391262.0,1957573.0,433689.0
450000,广西壮族自治区,2014,1067.3463,482.6207,338.8319,143.7888,584.7256,1478638.0,1289235.0,189403.0,1248297.0,1126104.0,122193.0,2101593.0,1751091.0,350502.0
450000,广西壮族自治区,2013,1030.9751,466.615,328.8388,137.7762,564.3601,1257430.0,1087942.0,169488.0,1073374.0,974586.0,98788.0,1877850.0,1587960.0,289890.0
450000,广西壮族自治区,2012,1011.5274,456.2741,322.6972,133.5769,555.2533,1157245.376723,1010336.116517,146909.260206,929550.83371,855378.868856,74171.964854,1696420.329356,1474600.033655,221820.295701
450000,广西壮族自治区,2011,981.317,437.211,308.3964,128.8146,544.106,1031230.0,918569.0,112661.0,765688.0,713835.0,51853.0,1580160.0,1429996.0,150164.0
450000,广西壮族自治区,2010,,413.5,290.5,123.0,,,700000.0,,,530000.0,,,1088000.0,
450000,广西壮族自治区,2009,849.9589,388.7998,278.229,110.5708,461.1591,,562138.0,,,401635.0,,,917951.0,
450000,广西壮族自治区,2008,,361.421,257.6105,103.8105,,,494568.0,,,298228.0,,,758139.0,
450000,广西壮族自治区,2007,,339.3122,240.1173,99.1949,,,392323.0,,,230343.0,,,561798.0,
450000,广西壮族自治区,2006,,302.0091,213.2842,88.7249,,303177.0,,,194499.0,,,401145.0,,
450000,广西壮族自治区,2005,,285.86,203.5822,82.2846,,259445.0,,,176180.0,,,292685.0,,
450000,广西壮族自治区,2004,,272.2,194.397,77.7999,,216535.0,,,152101.0,,,209420.0,,
450000,广西壮族自治区,2003,,235.04,168.9811,66.055,,190483.0,,,108574.0,,,144986.0,,
450000,广西壮族自治区,2002,,201.8,147.7,54.1,,93261.0,,,53048.0,,,63077.0,,
450000,广西壮族自治区,2001,,,,,,,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,,,,,,,
460000,海南省,2019,920.6437,236.1083,171.4528,64.6555,684.5354,1528925.301638,980340.80365,548584.497988,1175729.904115,670651.009917,505078.894198,1999317.64754,1597524.160478,401793.487062
460000,海南省,2018,915.4161,225.7165,162.8512,62.8653,689.6996,1239826.2672,788726.2329,451100.0343,875710.2193,520266.3871,355443.8322,1584753.285564,1249453.015564,335300.27
460000,海南省,2017,419.4561,209.557,149.1357,60.4213,209.8991,832762.0,697658.0,135104.0,604990.0,494740.0,110250.0,1137437.0,980993.0,156444.0
460000,海南省,2016,387.2486,201.0369,143.9141,57.1228,186.2117,678725.0,574154.0,104571.0,518541.0,428775.0,89766.0,909665.0,778074.0,131591.0
460000,海南省,2015,389.7694,196.3328,140.6959,55.6369,193.4366,582670.0,488774.0,93896.0,475322.0,398054.0,77268.0,749482.0,632696.0,116786.0
460000,海南省,2014,386.8317,191.6659,137.9856,53.6803,195.1658,516192.0,435445.0,80747.0,420413.0,351969.0,68444.0,642132.0,541975.0,100157.0
