省份编码,省份,年份,城镇职工参加养老保险人数(万人),在职职工参加养老保险人数(万人),离退人员参加养老保险人数(万人),基本养老保险基金收入(万元),基本养老保险基金支出(万元),基本养老保险累计结余(万元)
130000,河北省,2019,1654.521,1187.848,466.673,24373788.0,24256699.0,9100186.0
130000,河北省,2018,1586.055,1130.697,455.358,21257112.0,20202586.0,8704097.0
130000,河北省,2017,1535.808,1102.0,433.808,14391546.0,14116278.0,7351571.0
130000,河北省,2016,1403.137,1011.836,391.301,12212784.0,12694440.0,7076302.0
130000,河北省,2015,1320.477,952.027,368.45,10739377.0,11369635.0,7557957.0
130000,河北省,2014,1261.9536,908.3136,353.64,9587780.0,9530674.0,8188218.0
130000,河北省,2013,1194.6676,859.5504,335.1172,8911060.0,8330996.0,8131113.0
130000,河北省,2012,1125.6194,813.3264,312.293,7929965.0,7234809.0,7551049.0
130000,河北省,2011,1059.8147,774.5069,285.3078,6844471.0,5617345.0,6855894.0
130000,河北省,2010,988.4,728.9,259.5,5846000.0,4518000.0,5629000.0
130000,河北省,2009,919.5377,681.5546,237.9831,4829423.0,3900170.0,4300741.0
130000,河北省,2008,862.528,639.7806,222.7474,4037485.0,3367316.0,3371488.0
130000,河北省,2007,,585.4028,210.2069,3253287.0,2637255.0,2701317.0
130000,河北省,2006,,551.5159,196.0264,2527234.0,2147328.0,2079286.0
130000,河北省,2005,707.9,523.747,184.1972,2098343.0,1658652.0,1699380.0
130000,河北省,2004,,511.3719,171.9828,1778813.0,1391413.0,1259688.0
130000,河北省,2003,,501.903,163.5655,1487934.0,1230766.0,872288.0
130000,河北省,2002,,489.5,154.0,1324275.0,1220129.0,615139.0
130000,河北省,2001,,496.1274,145.2946,1057335.0,972273.0,517588.0
130000,河北省,2000,,496.9507,,,,
140000,山西省,2019,871.534,597.912,273.622,12324926.0,11688262.0,16397606.0
140000,山西省,2018,837.644,575.46,262.184,12233855.0,11386326.0,15600592.0
140000,山西省,2017,798.719,555.684,243.035,12346224.0,10823398.0,14577065.0
140000,山西省,2016,760.21,543.603,216.607,7880278.0,7468782.0,13055518.0
140000,山西省,2015,714.27,512.881,201.389,6885863.0,6569682.0,12644021.0
140000,山西省,2014,692.0289,501.1297,190.8992,6639079.0,5559175.0,12327841.0
140000,山西省,2013,672.4425,491.9057,180.5368,6390356.0,4778008.0,11247935.0
140000,山西省,2012,648.6951,479.8216,168.8735,5630536.0,3915775.0,9633086.0
140000,山西省,2011,623.7722,464.9148,158.8574,4838733.0,3293417.0,7918324.0
140000,山西省,2010,591.0,443.7,147.3,4044000.0,2694000.0,6374000.0
140000,山西省,2009,563.7905,427.1632,136.6273,3307251.0,2191814.0,5023369.0
140000,山西省,2008,539.4184,411.4231,127.9953,2882109.0,1890998.0,3907933.0
140000,山西省,2007,,386.4342,120.2382,2306430.0,1540019.0,2916825.0
140000,山西省,2006,,374.1482,112.7245,1819553.0,1146820.0,2142689.0
140000,山西省,2005,,285.2369,98.1943,1328998.0,896569.0,1469883.0
140000,山西省,2004,,283.4294,93.278,1092598.0,760732.0,1033685.0
140000,山西省,2003,,276.3131,88.1079,940865.0,708988.0,701009.0
140000,山西省,2002,,276.4,85.4,800148.0,630288.0,470407.0
140000,山西省,2001,,283.7538,81.8159,579113.0,511289.0,243926.0
140000,山西省,2000,,338.0747,,,,
150000,内蒙古自治区,2019,763.424,464.674,298.75,10608818.0,12013596.0,5958792.0
150000,内蒙古自治区,2018,733.529,448.942,284.587,10946044.0,10738439.0,6564571.0
150000,内蒙古自治区,2017,694.308,437.228,257.08,8535156.0,7072037.0,6051966.0
150000,内蒙古自治区,2016,655.017,418.565,236.452,6125092.0,6278011.0,4588846.0
150000,内蒙古自治区,2015,578.956,370.834,208.122,5676476.0,5650434.0,4741763.0
150000,内蒙古自治区,2014,524.9431,332.2082,192.7349,5017144.0,4861397.0,4715721.0
150000,内蒙古自治区,2013,496.4808,323.7914,172.6894,4614245.0,4113203.0,4559975.0
150000,内蒙古自治区,2012,471.9461,318.9857,152.9604,4058163.0,3435985.0,4058933.0
150000,内蒙古自治区,2011,452.3836,315.7427,136.6409,3554301.0,2696179.0,3436757.0
150000,内蒙古自治区,2010,430.7,311.5,119.2,2669000.0,2126000.0,2579000.0
150000,内蒙古自治区,2009,410.8251,298.0467,112.7784,2188560.0,1718513.0,2032357.0
150000,内蒙古自治区,2008,389.4734,286.5263,102.9471,1894126.0,1453991.0,1562388.0
150000,内蒙古自治区,2007,,274.2877,96.6115,1526167.0,1174479.0,1122056.0
150000,内蒙古自治区,2006,,265.5394,91.0949,1257686.0,961720.0,762697.0
150000,内蒙古自治区,2005,,252.8605,86.0868,890990.0,792843.0,466731.0
150000,内蒙古自治区,2004,,236.7534,82.0028,742027.0,644593.0,367475.0
150000,内蒙古自治区,2003,,228.3363,72.6126,600943.0,531052.0,268420.0
150000,内蒙古自治区,2002,,222.1,70.8,535912.0,501573.0,198787.0
150000,内蒙古自治区,2001,,225.3053,65.2808,433719.0,420939.0,163877.0
150000,内蒙古自治区,2000,,232.6475,,,,
210000,辽宁省,2019,2026.224,1210.25,815.974,24864367.0,29499588.0,3036523.0
210000,辽宁省,2018,1994.793,1205.163,789.63,23435895.0,27146785.0,3095900.0
210000,辽宁省,2017,1949.807,1195.455,754.352,18632047.0,22070331.0,5727788.0
210000,辽宁省,2016,1800.298,1120.549,679.749,16761193.0,19302853.0,9166241.0
210000,辽宁省,2015,1780.16,1139.706,640.454,16301887.0,17432390.0,11707903.0
210000,辽宁省,2014,1769.1827,1167.2789,601.9038,15341929.0,14778780.0,12838405.0
210000,辽宁省,2013,1729.4706,1171.6997,557.7709,14222166.0,12510861.0,12265956.0
210000,辽宁省,2012,1609.2422,1098.8462,510.396,12122969.0,10525661.0,10548788.0
210000,辽宁省,2011,1556.6129,1070.136,486.4769,10389802.0,8831447.0,8951481.0
210000,辽宁省,2010,1496.9,1024.2,472.7,8341000.0,7558000.0,7393000.0
210000,辽宁省,2009,1457.398,1008.0143,449.3837,7358978.0,6440829.0,6607905.0
210000,辽宁省,2008,1406.236,976.3698,429.8662,6616089.0,5266694.0,5689219.0
210000,辽宁省,2007,,891.6062,408.1171,5103680.0,4283382.0,4336756.0
210000,辽宁省,2006,,865.8181,383.0116,4244984.0,3516271.0,3503627.0
210000,辽宁省,2005,1193.5,832.839,360.7653,3539353.0,2871897.0,2774913.0
210000,辽宁省,2004,,767.1991,333.8384,2921380.0,2455725.0,2022590.0
210000,辽宁省,2003,,754.8662,315.5125,2623065.0,2173763.0,1557866.0
210000,辽宁省,2002,,737.0,302.2,2496543.0,2006909.0,1099545.0
210000,辽宁省,2001,,733.8663,288.883,1917974.0,1792574.0,411458.0
210000,辽宁省,2000,,748.9204,,,,
220000,吉林省,2019,882.115,506.204,375.911,11428080.0,12636426.0,5018532.0
220000,吉林省,2018,862.389,505.806,356.583,10553528.0,9402671.0,5041876.0
220000,吉林省,2017,814.539,482.3,332.239,7641236.0,7669529.0,3400019.0
220000,吉林省,2016,706.833,420.14,286.693,6360398.0,6763465.0,3428312.0
220000,吉林省,2015,693.629,419.952,273.677,5691615.0,6099433.0,3831378.0
220000,吉林省,2014,676.6585,415.5537,261.1048,5192081.0,5169239.0,4239198.0
220000,吉林省,2013,655.1923,406.8309,248.3614,4627540.0,4481753.0,4216355.0
220000,吉林省,2012,632.1837,397.5937,234.59,3905810.0,3775997.0,4070566.0
220000,吉林省,2011,617.4668,396.4045,221.0623,3504001.0,3081180.0,3940752.0
220000,吉林省,2010,599.5,392.9,206.6,2898000.0,2528000.0,3518000.0
220000,吉林省,2009,554.2552,383.1551,171.1001,2542482.0,2050581.0,3148398.0
220000,吉林省,2008,525.2645,369.8788,155.3857,2253938.0,1752548.0,2656496.0
220000,吉林省,2007,,353.9466,147.7681,2076730.0,1432700.0,2155104.0
220000,吉林省,2006,,341.3824,138.8556,1580516.0,1110350.0,1509183.0
220000,吉林省,2005,455.94,324.9613,130.9807,1480386.0,1007817.0,1039017.0
220000,吉林省,2004,,315.9148,123.0887,1199905.0,892448.0,566448.0
220000,吉林省,2003,,311.4942,115.4855,923387.0,811094.0,258991.0
220000,吉林省,2002,,292.8,104.9,865013.0,797687.0,146698.0
220000,吉林省,2001,,289.5623,99.5766,692493.0,684523.0,79372.0
220000,吉林省,2000,,293.8988,,,,
230000,黑龙江省,2019,1364.924,765.099,599.825,17854306.0,20947803.0,-4336545.0
230000,黑龙江省,2018,1308.467,731.738,576.729,16302407.0,17931332.0,-5572048.0
230000,黑龙江省,2017,1206.088,682.188,523.9,12405273.0,15341735.0,-4862122.0
230000,黑龙江省,2016,1144.142,655.6,488.542,10057415.0,13327405.0,-1960859.0
230000,黑龙江省,2015,1118.004,646.873,471.131,10307301.0,12231575.0,1309130.0
230000,黑龙江省,2014,1090.1002,646.6937,443.4065,9221649.0,10283138.0,3233405.0
230000,黑龙江省,2013,1062.0641,639.859,422.2051,8455544.0,8859886.0,4294895.0
230000,黑龙江省,2012,1012.9915,611.3551,401.6364,7201548.0,7172231.0,4699238.0
230000,黑龙江省,2011,981.0213,600.9855,380.0358,5919230.0,6039401.0,4669922.0
230000,黑龙江省,2010,952.2,589.2,363.0,5241000.0,5001000.0,4790000.0
230000,黑龙江省,2009,920.3373,586.6734,333.6639,4923436.0,4007308.0,4549860.0
230000,黑龙江省,2008,857.7899,581.8353,275.9546,3769626.0,3078449.0,3633732.0
230000,黑龙江省,2007,,573.8113,253.0285,3201271.0,2427636.0,2942555.0
230000,黑龙江省,2006,,564.4509,236.5079,2795773.0,2037111.0,2154157.0
230000,黑龙江省,2005,769.4,545.7043,223.2211,2093315.0,1672529.0,1395495.0
230000,黑龙江省,2004,,530.8145,207.2732,1719747.0,1477505.0,974709.0
230000,黑龙江省,2003,,518.3148,195.9819,1547627.0,1351845.0,732467.0
230000,黑龙江省,2002,,502.4,187.4,1351301.0,1258814.0,541018.0
230000,黑龙江省,2001,,514.0297,178.4641,1253733.0,1097599.0,393431.0
230000,黑龙江省,2000,,466.4077,,,,
310000,上海市,2019,1589.573,1077.642,511.931,29336744.0,27796783.0,22903106.0
310000,上海市,2018,1573.373,1071.378,501.995,28088822.0,25841224.0,22423147.0
310000,上海市,2017,1548.222,1059.035,489.187,27673955.0,25711378.0,20687546.0
310000,上海市,2016,1527.138,1050.861,476.277,25797193.0,21581945.0,18724971.0
310000,上海市,2015,1493.801,1028.435,465.366,22261357.0,20351608.0,14509724.0
310000,上海市,2014,1457.4346,1005.004,452.4306,16885330.0,15055332.0,12599976.0
310000,上海市,2013,1429.8823,992.4306,437.4517,15634937.0,13079996.0,10769978.0
310000,上海市,2012,1416.8959,993.0742,423.8217,13916033.0,11277397.0,8215037.0
310000,上海市,2011,1382.6571,976.1691,406.488,10891527.0,9935095.0,5576401.0
310000,上海市,2010,1049.5,657.3,392.2,8899000.0,8475000.0,4620000.0
310000,上海市,2009,1001.1037,625.1404,375.9633,7904324.0,7396978.0,4195575.0
310000,上海市,2008,967.6948,609.8949,357.7999,6751360.0,6392091.0,3688229.0
310000,上海市,2007,,591.9644,340.4653,5020022.0,5017355.0,1406190.0
310000,上海市,2006,,577.3244,314.4094,4241770.0,4139918.0,1195723.0
310000,上海市,2005,734.5,539.2743,290.7335,3598224.0,3621200.0,781724.0
310000,上海市,2004,720.27,505.5557,265.3473,3260809.0,3199441.0,804700.0
310000,上海市,2003,,461.0582,254.5662,2942041.0,2895766.0,743332.0
310000,上海市,2002,,452.9,246.9,2415406.0,2649531.0,697057.0
310000,上海市,2001,,443.6661,239.8728,2166553.0,2362452.0,931182.0
310000,上海市,2000,,441.0852,,,,
320000,江苏省,2019,3417.435,2499.325,918.11,37591824.0,33822779.0,49324256.0
320000,江苏省,2018,3225.612,2354.405,871.207,39232396.0,34010261.0,46955213.0
320000,江苏省,2017,3034.526,2238.47,796.056,28855622.0,25553210.0,37307911.0
320000,江苏省,2016,2861.534,2137.307,724.227,23245155.0,20855719.0,34026510.0
320000,江苏省,2015,2779.895,2098.8,681.095,21539073.0,18446891.0,31637074.0
320000,江苏省,2014,2691.9098,2054.3397,637.5701,19226387.0,15842190.0,28544891.0
320000,江苏省,2013,2582.1118,1987.815,594.2968,17426659.0,13723909.0,25160694.0
320000,江苏省,2012,2427.5407,1880.5662,546.9745,16299255.0,11421298.0,21457944.0
320000,江苏省,2011,2223.945,1740.8817,483.0633,12849246.0,8987587.0,16579987.0
320000,江苏省,2010,2033.0,1583.9,449.1,10187000.0,7533000.0,12718000.0
320000,江苏省,2009,1883.0837,1467.6717,415.412,8956665.0,6459109.0,10064518.0
320000,江苏省,2008,1751.6453,1373.0697,378.5756,7767351.0,5498351.0,7566962.0
320000,江苏省,2007,,1248.9563,353.3263,6296760.0,4486186.0,5297961.0
320000,江苏省,2006,,1141.6955,328.1081,4864467.0,3811390.0,3486886.0
320000,江苏省,2005,,1037.6425,307.9237,3875751.0,3099149.0,2410226.0
320000,江苏省,2004,,925.2667,288.8493,3139746.0,2715044.0,1635858.0
320000,江苏省,2003,,863.8339,271.3674,2615091.0,2332601.0,1193700.0
320000,江苏省,2002,,810.6,252.9,2230069.0,2192785.0,898356.0
320000,江苏省,2001,,675.3874,212.7427,1483711.0,1456341.0,569893.0
320000,江苏省,2000,,689.9794,,,,
330000,浙江省,2019,3031.721,2174.856,856.865,30400204.0,31384870.0,35853633.0
330000,浙江省,2018,2883.406,2076.616,806.79,30118134.0,28705277.0,37968346.0
330000,浙江省,2017,2712.368,1964.87,747.498,30526229.0,26367422.0,37098489.0
330000,浙江省,2016,2506.94,1843.037,663.903,23584219.0,21574175.0,32934694.0
330000,浙江省,2015,2504.281,1933.994,570.287,19585416.0,15837295.0,30703856.0
330000,浙江省,2014,2548.0013,2079.2161,468.7852,16186363.0,12200231.0,26955470.0
330000,浙江省,2013,2375.3981,1976.5306,398.8675,12779927.0,9448966.0,22969602.0
330000,浙江省,2012,2183.343,1835.5443,347.7987,12272196.0,7835088.0,19638640.0
330000,浙江省,2011,1919.2199,1665.7953,253.4246,9012177.0,5432085.0,15201534.0
330000,浙江省,2010,1702.2,1478.6,223.6,6051000.0,4291000.0,11621000.0
330000,浙江省,2009,1527.4317,1317.83,209.6017,5264956.0,3696720.0,9860848.0
330000,浙江省,2008,1386.9056,1192.1007,194.8049,4968370.0,3193013.0,8292612.0
330000,浙江省,2007,,984.8194,182.2839,4150354.0,2655601.0,6517256.0
330000,浙江省,2006,,881.7271,170.8556,3527193.0,2219416.0,5022503.0
330000,浙江省,2005,872.0,801.3444,160.9221,2895812.0,1916798.0,3714726.0
330000,浙江省,2004,,735.5463,152.4426,2369650.0,1640640.0,2735712.0
330000,浙江省,2003,,656.969,144.2067,2173528.0,1493128.0,2006702.0
330000,浙江省,2002,,568.4,132.6,1737580.0,1371801.0,1326268.0
330000,浙江省,2001,,485.2651,125.0981,1356393.0,1098086.0,960407.0
330000,浙江省,2000,,447.3727,,,,
340000,安徽省,2019,1216.979,860.285,356.694,15145744.0,12989124.0,19097166.0
340000,安徽省,2018,1141.718,798.809,342.909,20056304.0,17326750.0,16814548.0
340000,安徽省,2017,1076.974,754.115,322.859,9933075.0,7846378.0,13938994.0
340000,安徽省,2016,892.237,634.308,257.929,8159208.0,6730841.0,11852299.0
340000,安徽省,2015,857.513,610.854,246.659,7658760.0,6054987.0,10423933.0
340000,安徽省,2014,829.2494,596.9045,232.3449,6565230.0,5199287.0,8820160.0
340000,安徽省,2013,811.3287,592.2049,219.1238,6052049.0,4490755.0,7454218.0
340000,安徽省,2012,783.7594,578.403,205.3564,5156755.0,4066624.0,5940032.0
340000,安徽省,2011,729.2715,537.749,191.5225,4453374.0,3199887.0,4783214.0
340000,安徽省,2010,669.5,492.0,177.5,3416000.0,2692000.0,3530000.0
340000,安徽省,2009,628.1524,458.6947,169.4577,2993483.0,2322008.0,2805587.0
340000,安徽省,2008,578.414,420.2763,158.1377,2635227.0,1962286.0,2134113.0
340000,安徽省,2007,,385.5442,144.7758,2066356.0,1530523.0,1461173.0
340000,安徽省,2006,,361.4088,133.8138,1629106.0,1294507.0,925172.0
340000,安徽省,2005,569.6,346.9852,124.7613,1200284.0,1005319.0,590319.0
340000,安徽省,2004,,345.0517,118.8445,981090.0,869446.0,390825.0
340000,安徽省,2003,,343.0677,113.5507,812206.0,740298.0,247157.0
340000,安徽省,2002,,329.5,102.8,717365.0,672922.0,194327.0
340000,安徽省,2001,,334.2376,98.5122,597063.0,568515.0,151700.0
340000,安徽省,2000,,321.9157,,,,
350000,福建省,2019,1137.333,938.205,199.128,9317788.0,7821576.0,9762145.0
350000,福建省,2018,1074.269,883.663,190.606,8864232.0,7246301.0,9385935.0
350000,福建省,2017,1022.074,840.05,182.024,7853350.0,6664733.0,8200005.0
350000,福建省,2016,979.765,805.719,174.046,6896994.0,5860360.0,7011389.0
350000,福建省,2015,883.666,736.579,147.087,5199459.0,4339616.0,5762420.0
350000,福建省,2014,848.2816,708.1128,140.1688,4532661.0,3789076.0,4902578.0
350000,福建省,2013,812.8205,679.6442,133.1763,4123143.0,3386614.0,4158995.0
350000,福建省,2012,756.4937,631.0187,125.475,3220211.0,2733312.0,2262243.0
350000,福建省,2011,695.0932,576.878,118.2152,2661941.0,2298849.0,1775343.0
350000,福建省,2010,635.5,522.0,113.5,2041000.0,1877000.0,1412000.0
350000,福建省,2009,585.8984,477.8057,108.0927,1979782.0,1715168.0,1807979.0
350000,福建省,2008,557.2266,454.6219,102.6047,1725308.0,1438096.0,1543364.0
350000,福建省,2007,,414.711,98.1288,1499008.0,1229726.0,1256153.0
350000,福建省,2006,,362.5121,93.555,1222706.0,1031809.0,984526.0
350000,福建省,2005,410.08,320.7632,88.8808,1052179.0,848001.0,797036.0
350000,福建省,2004,,293.771,83.6859,851940.0,744303.0,572411.0
350000,福建省,2003,,284.7835,79.3854,731491.0,663249.0,464774.0
350000,福建省,2002,,223.5,61.6,671991.0,629175.0,367177.0
350000,福建省,2001,,183.6054,58.4001,526733.0,505236.0,324361.0
350000,福建省,2000,,174.7132,,,,
360000,江西省,2019,1096.904,748.496,348.408,10472263.0,10839147.0,8246002.0
360000,江西省,2018,1052.821,719.724,333.097,11698189.0,10039767.0,8200755.0
360000,江西省,2017,1005.245,697.572,307.673,9740693.0,8626246.0,6381334.0
360000,江西省,2016,957.304,672.743,284.561,6959394.0,6681839.0,5266884.0
360000,江西省,2015,823.096,587.855,235.241,6055765.0,5370946.0,4989327.0
360000,江西省,2014,783.8878,562.8107,221.0771,4900501.0,4445509.0,4304510.0
360000,江西省,2013,754.1837,547.1373,207.0464,4049885.0,3522115.0,3849519.0
360000,江西省,2012,707.3734,518.2561,189.1173,3828546.0,2969665.0,3321749.0
360000,江西省,2011,653.0302,484.3126,168.7176,2759742.0,2333550.0,2462869.0
360000,江西省,2010,607.6,462.1,145.5,2316000.0,1930000.0,2036000.0
360000,江西省,2009,581.9294,446.0214,135.908,1930752.0,1600834.0,1652773.0
360000,江西省,2008,550.3276,421.8709,128.4567,1615795.0,1303865.0,1322396.0
360000,江西省,2007,,356.534,118.4961,1332643.0,1051462.0,1010348.0
360000,江西省,2006,,303.3416,111.629,1027535.0,845390.0,721128.0
360000,江西省,2005,387.4,281.956,105.4744,824765.0,686325.0,539539.0
360000,江西省,2004,,271.833,99.9212,661077.0,568184.0,401099.0
360000,江西省,2003,,262.5071,93.44,593132.0,536315.0,304829.0
360000,江西省,2002,,257.1,82.6,521758.0,484841.0,253017.0
360000,江西省,2001,,250.6035,78.1648,405200.0,406044.0,155521.0
360000,江西省,2000,,254.853,,,,
370000,山东省,2019,2868.011,2156.829,711.182,27847012.0,28726906.0,22172351.0
370000,山东省,2018,2762.672,2085.555,677.117,27280568.0,26171135.0,23872248.0
370000,山东省,2017,2660.939,2022.157,638.782,22892901.0,23586720.0,23156815.0
370000,山东省,2016,2576.385,1968.987,607.398,22425388.0,20902553.0,23856771.0
370000,山东省,2015,2477.458,1923.083,554.375,21055722.0,18451561.0,22333935.0
370000,山东省,2014,2370.1912,1858.6801,511.5111,16727420.0,15576534.0,19729775.0
370000,山东省,2013,2259.5636,1800.3997,459.1639,14889616.0,12705389.0,18578889.0
370000,山东省,2012,2063.1977,1646.8648,416.3329,13166070.0,10590294.0,16394660.0
370000,山东省,2011,1907.0501,1533.9964,373.0537,11911246.0,8868517.0,13818884.0
370000,山东省,2010,1773.0,1427.9,345.1,9424000.0,7482000.0,10776000.0
370000,山东省,2009,1661.0335,1335.0009,326.0326,8246633.0,6216727.0,8834096.0
370000,山东省,2008,1565.8694,1260.8239,305.0455,6869004.0,5298646.0,6804190.0
370000,山东省,2007,,1174.8994,282.1703,5913361.0,4439376.0,5233831.0
370000,山东省,2006,,1106.3117,261.7076,4407468.0,3517872.0,3826671.0
370000,山东省,2005,,1053.8513,248.5837,3601747.0,2958846.0,2937075.0
370000,山东省,2004,1218.7,986.4838,232.1715,2999998.0,2451440.0,2294174.0
370000,山东省,2003,,916.664,219.2771,2637041.0,2190979.0,1754944.0
370000,山东省,2002,,837.7,205.3,2222037.0,2020825.0,1411656.0
370000,山东省,2001,,831.2727,191.3278,1834275.0,1695729.0,1042658.0
370000,山东省,2000,,828.5757,,,,
410000,河南省,2019,2133.84,1628.228,505.612,20530445.0,19309690.0,13262626.0
410000,河南省,2018,2006.539,1520.137,486.402,19018085.0,18160256.0,11974375.0
410000,河南省,2017,1897.585,1437.62,459.965,15215398.0,14717982.0,11040011.0
410000,河南省,2016,1848.423,1398.081,450.342,11451727.0,10921863.0,10504823.0
410000,河南省,2015,1508.707,1148.953,359.754,10270727.0,9610137.0,9974958.0
410000,河南省,2014,1431.6355,1089.3328,342.3027,9227998.0,8307312.0,9312929.0
410000,河南省,2013,1349.9892,1024.3742,325.615,8338257.0,7115014.0,8400000.0
410000,河南省,2012,1270.631,964.5903,306.0407,7287693.0,6120430.0,7176756.0
410000,河南省,2011,1168.3805,880.4793,287.9012,6082119.0,5062942.0,6009494.0
410000,河南省,2010,1079.3,809.0,270.3,5198000.0,4203000.0,4990000.0
410000,河南省,2009,1019.089,764.5545,254.5345,4170774.0,3635524.0,3995881.0
410000,河南省,2008,972.0333,732.9125,239.1208,3539067.0,2968913.0,3460434.0
410000,河南省,2007,,688.2092,224.6888,2926233.0,2372364.0,2870720.0
410000,河南省,2006,,655.6201,208.1562,2354200.0,1900714.0,2208117.0
410000,河南省,2005,813.98,619.8232,194.1812,1924808.0,1511691.0,1756380.0
410000,河南省,2004,,599.9307,181.1402,1695564.0,1321659.0,1346003.0
410000,河南省,2003,,580.0482,171.0079,1441656.0,1203326.0,971519.0
410000,河南省,2002,,596.3,161.5,1348112.0,1129078.0,549355.0
410000,河南省,2001,,594.6913,141.8732,825480.0,880077.0,211246.0
410000,河南省,2000,,594.4659,,,,
420000,湖北省,2019,1684.756,1100.452,584.304,24180208.0,22644781.0,10171300.0
420000,湖北省,2018,1601.619,1047.478,554.141,19416673.0,19960615.0,7433870.0
420000,湖北省,2017,1546.619,1020.475,526.144,17935688.0,18641978.0,7515813.0
420000,湖北省,2016,1355.038,897.063,457.975,11968883.0,12250549.0,8223068.0
420000,湖北省,2015,1315.512,874.913,440.599,11324066.0,11035705.0,8504357.0
420000,湖北省,2014,1266.2367,846.99,419.2467,9778044.0,9505564.0,8215996.0
420000,湖北省,2013,1219.3779,823.4516,395.9263,8604901.0,7980203.0,8170660.0
420000,湖北省,2012,1171.3872,804.0929,367.2943,7642861.0,6477541.0,7545962.0
420000,湖北省,2011,1113.4251,771.7359,341.6892,7338685.0,5233853.0,6380642.0
420000,湖北省,2010,1039.8,738.2,301.6,5019000.0,4198000.0,4276000.0
420000,湖北省,2009,982.0235,708.3903,273.6332,4350769.0,3505858.0,3454364.0
420000,湖北省,2008,932.3252,680.3637,251.9615,3794007.0,2948893.0,2609452.0
420000,湖北省,2007,,651.4279,235.3391,2874656.0,2434833.0,1763774.0
420000,湖北省,2006,,630.2763,220.4963,2398077.0,2018711.0,1309630.0
420000,湖北省,2005,805.3,597.5701,206.3902,1806995.0,1539711.0,930264.0
420000,湖北省,2004,,585.1498,195.3634,1463754.0,1336899.0,662980.0
420000,湖北省,2003,,554.4237,177.9291,1197485.0,1176227.0,434851.0
420000,湖北省,2002,,481.5,147.2,1050487.0,1052449.0,411764.0
420000,湖北省,2001,,474.3588,137.7258,834323.0,822743.0,153848.0
420000,湖北省,2000,,465.5997,,,,
