省份编码,省份,年份,全社会固定资产投资(亿元),农、林、牧、渔业全社会固定资产投资(亿元),采矿业全社会固定资产投资(亿元),制造业全社会固定资产投资(亿元),电力、燃气及水的生产和供应业全社会固定资产投资(亿元),建筑业全社会固定资产投资(亿元),交通运输、仓储和邮政业全社会固定资产投资(亿元),信息传输计算机服务和软件业全社会固定资产投资(亿元),批发和零售业全社会固定资产投资(亿元),住宿和餐饮业全社会固定资产投资(亿元),金融业全社会固定资产投资(亿元),房地产业全社会固定资产投资(亿元),租赁和商务服务业全社会固定资产投资(亿元),科学研究、技术服务和地质勘查业全社会固定资产投资(亿元),水利、环境和公共设施管理业全社会固定资产投资(亿元),居民服务和其他服务业全社会固定资产投资(亿元),教育全社会固定资产投资(亿元),卫生、社会保障和社会福利业全社会固定资产投资(亿元),文化、体育和娱乐业全社会固定资产投资(亿元),公共管理和社会组织全社会固定资产投资(亿元),国际组织全社会固定资产投资(亿元)
370000,山东省,2013,36789.071,1064.44254,592.4512,15308.37366,978.2321,450.21255,2055.84829404134,107.5316,1624.15285349567,384.235920934228,61.7464,8418.70368,533.68145,663.836,1837.1185,416.71745,452.87334,244.5911,699.36818,894.9542,
370000,山东省,2012,31256.0,900.3702,570.266,12713.7381,705.7338,490.1485,1657.2432,91.156,1276.2407,444.809,51.6167,7552.0645,363.7905,399.758,1467.4515,391.6738,332.9766,190.9086,700.0313,956.0003,
370000,山东省,2011,26749.6777,731.7462,592.6163,10808.0612,632.5678,440.63,1456.7651,69.1253,949.9612,408.8138,33.2947,6550.1063,251.3748,238.4121,1351.2743,350.5356,273.3503,191.4104,544.7851,874.8472,
370000,山东省,2010,23280.5154,628.3,532.6,9459.0,640.8,351.0,1362.3,58.4,881.4,343.1,23.1,5260.3,222.0,156.0,1287.5,226.7,251.3,157.2,510.4,929.2,
370000,山东省,2009,19034.5274,512.7466,532.0125,7844.8823,549.8527,373.2717,1032.4959,71.1431,719.6286,249.3208,16.247,3956.9056,137.6529,144.6025,1236.9439,109.013,245.9307,133.8649,402.3558,765.6569,
370000,山东省,2008,15435.9284,505.9512,432.768,6655.4033,410.7482,355.951,797.1331,54.409,562.5969,203.0984,11.8955,3153.1409,79.0715,69.1273,869.5273,69.2699,231.9389,96.1144,274.2539,603.5297,
370000,山东省,2007,12537.7014,357.5644,346.226,6069.6161,350.3039,411.6116,600.1751,39.8564,409.1128,133.1226,7.2039,2341.712,53.9122,32.4601,483.5204,31.7238,212.4897,73.0165,95.3666,488.7073,
370000,山东省,2006,11111.422,315.1767,378.8378,5347.2135,508.1127,345.4611,544.3014,42.152,306.6361,83.6198,4.8111,1810.8651,55.607,42.5443,434.864,31.6342,236.71,52.2716,82.6461,487.9575,
370000,山东省,2005,9307.2988,246.3531,329.8442,4435.8378,441.0398,273.4186,405.6567,29.9523,245.0753,65.2018,5.4485,1467.1158,58.6141,40.047,354.5051,28.3492,207.2617,49.6637,54.0291,569.885,
370000,山东省,2004,6970.62,192.48,307.16,3049.02,307.57,153.62,359.21,57.35,190.22,39.5,4.85,1198.03,34.93,38.36,375.82,12.94,169.41,29.06,44.74,406.36,
370000,山东省,2003,5315.144241,167.46,267.32,2140.9,247.99,143.26,301.83,90.1,141.33,30.13,7.89,915.91,33.88,23.99,245.62,13.82,159.14,25.71,35.36,323.35,0.16
370000,山东省,2002,3483.31,,,,,,,,,,,,,,,,,,,,
370000,山东省,2001,2788.682558,,,,,,,,,,,,,,,,,,,,
370000,山东省,2000,2531.1,,,,,,,,,,,,,,,,,,,,
410000,河南省,2019,,,,,,,,,,,,,,,,,,,,,
410000,河南省,2018,,,,,,,,,,,,,,,,,,,,,
410000,河南省,2017,44496.9341,2675.9394,506.8615,16742.058,1942.7298,42.0963,2498.5098,310.0223,1267.7594,435.0567,42.9815,9971.3827,428.6607,295.1655,4982.0061,153.3173,763.4255,594.5172,657.3689,187.0755,
410000,河南省,2016,40415.0896,2250.436930361,567.5916,16241.415332647,1731.803,3.5572,1954.492810701,238.9476,1236.090030752,358.0421,30.7722,9484.099066412,455.363359545,252.201,3698.252124222,153.762121484,533.7424,555.8748,547.662,120.9839,
410000,河南省,2015,35660.3464,1738.88567047339,568.334637987335,15348.0399559391,1114.36611334026,11.2976632067273,1937.51610247058,161.6519,1176.95964891728,411.130009270368,19.6798,8161.91045643049,441.427012183435,184.7244,2782.88918901006,204.059666771489,417.9279,416.4703,371.0174,192.0586,
410000,河南省,2014,30782.169,1343.18269,573.963,14112.73146,702.21306,8.22346,1427.56236,106.6933,981.3999,319.03773,28.801,7387.141,311.43474,132.6204,2179.35769,179.9299,361.8018,244.041,309.4737,72.5608,
410000,河南省,2013,26087.4583,962.0285,602.9143,11810.50739,725.59045,15.85669,1201.45757,74.7239,724.33578,286.02238,21.2617,6719.35575,179.07946,109.795,1688.82855,167.69795,290.4445,166.9787,262.205,78.3747,
410000,河南省,2012,21450.0,825.885,690.8309,9782.2534,555.9384,12.7871,927.9474,46.7836,526.7031,217.1781,14.84,5363.6483,84.6654,75.5351,1497.2083,123.1416,278.0932,160.0366,182.3212,84.2018,
410000,河南省,2011,17768.9528,720.8931,717.4295,7903.6338,492.3413,14.4251,812.5482,31.9142,409.7873,175.1763,16.5668,4454.8679,56.3911,41.2636,1283.845,68.7131,230.3832,157.3871,110.4382,70.948,
410000,河南省,2010,16585.8591,824.1,737.1,6967.9,523.1,14.7,791.4,58.9,465.9,213.4,15.1,3775.0,56.1,52.7,1303.8,72.2,265.1,139.2,165.6,144.3,
410000,河南省,2009,13704.5039,761.5044,765.6741,5587.1387,606.206,21.4261,583.821,76.0636,370.2594,166.2997,12.7258,2987.5089,30.9616,41.1483,934.2815,66.0237,235.477,132.7841,149.6765,175.5235,
410000,河南省,2008,10490.6446,537.5628,625.512,4247.7659,519.4086,29.6787,501.7218,55.583,280.2492,114.0923,8.0906,2424.29,22.4645,23.8494,596.0504,52.3469,162.5489,84.7476,90.6846,113.9974,
410000,河南省,2007,8010.1136,286.0158,469.5079,3197.3875,420.3906,28.2172,509.8339,59.4419,235.4922,77.8784,7.2341,1801.9528,24.0754,19.0332,455.136,38.0848,149.7787,63.2689,69.5876,97.7967,
410000,河南省,2006,5904.7143,193.3521,320.7697,1984.7721,431.6622,18.7964,628.7658,126.6397,189.2934,49.2885,3.9018,1199.1404,20.4145,20.2945,340.7074,47.8771,139.2392,43.3188,44.598,101.8827,
410000,河南省,2005,4311.6327,166.5644,277.4174,1315.8081,351.0567,26.1108,541.4263,67.475,114.2011,43.6278,4.4705,817.0493,26.7832,24.8021,237.9085,58.2474,108.7865,32.9051,39.4021,57.5904,
410000,河南省,2004,3099.38,129.51,183.83,833.84,276.31,7.14,427.29,61.05,68.36,22.5,2.13,623.92,12.9,8.3,177.45,45.05,114.43,24.24,20.34,60.63,0.18
410000,河南省,2003,2262.972566,149.49,127.75,470.87,196.14,6.63,376.38,50.56,33.09,12.46,2.88,450.73,9.48,7.77,152.54,25.83,84.57,18.75,13.43,73.59,
410000,河南省,2002,1725.93,,,,,,,,,,,,,,,,,,,,
410000,河南省,2001,1544.055571,,,,,,,,,,,,,,,,,,,,
410000,河南省,2000,1377.74,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2019,,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2018,,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2017,32282.361,1118.4716,260.0788,11257.7365,1194.8373,561.958,2939.876,149.3466,632.7959,257.4085,49.0458,6793.9919,788.3804,242.2845,4371.6395,149.3735,363.5591,344.1961,390.3877,416.9933,
420000,湖北省,2016,30011.6538,1157.757019,329.4047,10522.4042,939.04331,475.851714,2833.023696,150.746,726.564866,292.055739,32.9986,6446.359588,806.3697,151.8702,3735.203,141.968615,366.6639,269.4569,324.144152,309.7679,
420000,湖北省,2015,26563.8963,826.891641,346.5487,10204.583771,690.7232,148.490698,2279.820439,136.9336,793.462335,312.4866,53.1869,6142.616539,650.369,133.0391,2714.6873,111.421144,213.0538,179.0012,289.4579,337.1224,
420000,湖北省,2014,22915.3003,639.62116,320.0082,9146.52737,544.15636,106.51887,1879.69427,84.0995,633.57082,285.41685,84.2053,5560.3593,451.73829,94.2727,1894.2453,176.68595,198.28,177.2465,252.9526,385.701,
420000,湖北省,2013,19307.3308,538.81402,306.96841,8050.49997,495.31712,103.82462,1634.90846340576,96.3811,434.724502515441,215.126842300964,75.9416,4498.842,276.3879,85.0469,1593.896,93.52319,136.6571,144.6866,177.0473,348.7371,
420000,湖北省,2012,15578.3,531.3515,283.7143,6250.0886,402.8778,40.3904,1266.5848,86.4044,409.8193,193.8067,44.9974,3510.6075,227.7295,81.353,1231.3808,52.5334,148.7772,131.2304,163.4346,521.2098,
420000,湖北省,2011,12557.3402,339.2085,229.0686,4733.9276,427.3625,33.1673,1030.8233,82.1587,397.2082,212.9251,30.3277,2828.852,103.7962,38.1996,1124.0969,45.0465,151.7678,128.5045,121.2599,499.6393,
420000,湖北省,2010,10262.697,330.4,192.1,3406.8,489.4,43.2,935.3,75.6,304.2,191.3,18.7,2134.3,117.5,47.6,1084.2,39.5,160.3,92.8,115.1,484.5,
420000,湖北省,2009,7866.8891,294.7626,152.0955,2395.2795,506.7419,35.4388,767.4236,70.549,249.5908,153.5783,16.7964,1595.4148,130.9791,49.6675,780.6959,24.463,129.7319,77.1471,103.2109,333.3225,
420000,湖北省,2008,5647.0131,206.5403,102.3061,1826.4483,392.4201,31.078,538.595,62.9823,189.4215,88.5333,6.6477,1152.6694,61.6711,41.8549,505.7686,19.8683,87.0074,43.1826,56.4682,233.55,
420000,湖北省,2007,4330.3573,127.337,79.1936,1258.6875,338.9913,19.9137,496.5806,55.1656,131.4947,70.6755,8.0173,910.3802,51.7227,20.5991,408.454,15.5036,103.7644,35.6017,59.4499,138.8249,
420000,湖北省,2006,3343.4672,90.4413,58.4598,895.6466,334.9647,17.4592,442.4595,77.006,93.931,50.3904,4.059,692.3093,32.8091,19.3796,258.3492,5.7353,90.6971,24.4275,50.6419,104.3006,
420000,湖北省,2005,2676.5753,70.9078,48.001,744.7879,272.7029,98.3148,292.7267,49.6194,63.624,33.3427,2.6579,568.8879,12.4784,16.2337,200.601,3.9677,87.98,19.7946,25.5114,64.4355,
420000,湖北省,2004,2264.81,55.88,28.57,576.24,252.18,85.16,295.61,72.01,66.32,16.29,4.72,473.49,9.23,6.75,141.88,4.37,86.38,17.19,23.89,48.68,
420000,湖北省,2003,1809.454211,45.28,27.47,431.3,237.93,88.28,214.7,55.67,49.03,15.12,5.85,361.1,13.04,7.89,114.07,1.87,59.02,15.15,11.73,54.97,
420000,湖北省,2002,1605.06,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2001,1486.5484,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2000,1339.2,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2019,,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2018,,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2017,31959.2273,1579.3531,436.9563,9472.2395,1131.1237,362.8232,2104.3491,392.2457,1341.0785,355.8951,60.9058,5355.39,897.8322,434.427,5421.3405,163.8579,692.7289,483.8828,650.2171,622.5808,
430000,湖南省,2016,28353.3256,1329.97182148307,499.4485,8824.4679,950.7921,326.448029726295,1944.4053,298.276032724106,1118.39843357045,296.608185442843,78.598,4905.99843599401,723.503798164518,358.1939,4526.1583,137.023763745861,568.118611858935,414.2589,512.7512,539.9044,
430000,湖南省,2015,25045.0778,1019.10147297208,570.3399,8565.4101870189,855.7286543265,402.179047710713,1722.9557,259.305774070113,1152.56190183093,292.084496569353,88.2144,4180.34934143774,523.779209429228,304.2076,3377.6534,112.752103444144,439.945921733343,278.8775,280.0477,619.5835,
430000,湖南省,2014,21242.92,811.36966,626.2265,7157.76634,724.327,248.98697,1435.327,112.37524,870.87555,288.54807,68.4295,4272.13973,393.9713,206.0543,2564.4992,83.12723,366.33669,226.2955,248.0295,538.2347,
430000,湖南省,2013,17841.3974,604.49436,585.821,6289.96392,565.69644,149.39592,1251.198697,84.6025,546.831356,223.094388,51.874,3796.1539,342.1172,129.2547,1984.7115,81.28236,262.94471,151.3402,189.5521,551.0681,
430000,湖南省,2012,14523.2,499.239,524.6175,4948.1053,465.5298,154.3708,1122.3192,59.6229,417.8323,183.9067,44.0643,3319.2453,296.6331,116.7718,1413.1663,84.4607,212.7381,111.9086,113.5031,435.2056,
430000,湖南省,2011,11880.9154,399.5889,442.2309,3929.0581,471.6032,92.2659,1171.714,72.9943,360.4831,169.1596,19.6142,2654.821,195.1341,102.2631,1092.3295,56.3153,157.3788,129.6689,94.47,269.8225,
430000,湖南省,2010,9663.5841,353.9,411.2,3114.2,429.8,163.9,1178.6,111.5,141.6,114.4,5.6,1965.0,51.5,29.2,1045.0,37.4,115.1,101.2,98.1,196.3,
430000,湖南省,2009,7703.3812,235.1338,278.7376,2309.7461,433.5986,98.1973,1027.8482,104.8698,167.0666,95.657,12.4687,1512.6847,65.0463,36.9272,796.321,34.5672,101.1266,93.0741,79.1547,221.1557,
430000,湖南省,2008,5534.0361,152.8214,193.1385,1605.3184,410.5767,59.5693,513.4309,87.0315,154.1677,74.5481,6.2318,1356.2861,65.7055,23.1198,489.2182,20.0766,81.8957,43.9303,45.9492,151.0204,
430000,湖南省,2007,4154.7577,108.2763,141.2545,1118.0634,339.8441,41.3215,347.8738,64.9238,120.2698,53.0116,7.6091,1080.3483,34.8506,14.6801,350.9833,10.9382,83.5156,31.6456,39.8382,165.5099,
430000,湖南省,2006,3175.5246,88.3387,93.4711,757.4192,279.8779,55.951,281.8795,59.56,87.4162,39.0766,3.3843,777.538,33.7029,21.2355,222.0942,9.8974,82.3818,26.6041,26.8517,228.8445,
430000,湖南省,2005,2629.0663,82.7417,70.718,617.6135,232.5311,39.3079,216.6034,53.1014,116.046,39.6645,4.5528,643.948,18.6529,14.6771,186.8841,9.0135,75.7535,33.0997,23.8953,150.2619,
430000,湖南省,2004,2072.56,69.6,30.33,503.56,145.92,46.97,181.06,44.58,56.55,21.42,6.04,537.59,16.53,17.46,150.62,5.45,62.51,28.2,18.07,130.01,0.1
430000,湖南省,2003,1590.3232,48.52,25.16,349.75,129.81,13.47,219.13,41.13,37.21,17.83,2.78,410.12,20.24,5.62,99.1,4.93,44.51,16.29,30.57,73.91,0.26
430000,湖南省,2002,1347.96,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2001,1174.2998,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2000,1012.24,,,,,,,,,,,,,,,,,,,,
440000,广东省,2019,,,,,,,,,,,,,,,,,,,,,
440000,广东省,2018,,,,,,,,,,,,,,,,,,,,,
440000,广东省,2017,37761.7454,527.802,145.3386,10311.223,1616.8634,35.6267,3759.599,541.9179,709.2032,312.0774,70.0379,13928.228,610.9368,266.8163,3548.8542,47.2335,528.5472,333.5682,304.0492,163.8229,
440000,广东省,2016,33303.6406,541.319332,163.615,9600.6005,1297.003332,38.726312,3032.3169,506.71678,795.264716,352.3583,94.0675,12087.428468,437.162648,223.4924,2843.1741,40.110008,514.7019,215.2964,319.1614,201.1246,
440000,广东省,2015,30343.0337,525.885152344635,162.0045,8785.269,1198.7252,55.8406603551582,3037.6116,477.812141234586,917.212919355269,467.00487582528,113.2108,10479.3519272658,315.507433034228,218.1441,2443.4209,49.8792583625138,415.2916,254.749,292.5627,133.5499,
440000,广东省,2014,26293.9336,366.61955,248.7482,7056.9074,1095.51065,52.305,2589.8579,430.7918,848.27795,472.16555,96.2287,9527.9481,250.1488,164.7682,2025.8952,49.90485,408.5206,231.8036,260.3363,117.1952,
440000,广东省,2013,22308.3858,398.4507,157.45978,5622.77583,1061.78288,71.62191,2444.35273791123,301.8387,615.509091988122,440.729579240428,75.1979,8180.0098,252.05438,155.6202,1688.5164,45.69293,308.7894,169.8909,226.1653,91.9274,
440000,广东省,2012,18751.5,340.6071,82.5955,4923.944,1018.9899,37.3594,1729.7103,341.4971,479.5775,390.4948,81.5542,6789.3042,174.9952,118.2438,1526.4483,29.3692,299.0379,140.8193,153.8857,93.0345,
440000,广东省,2011,17069.2048,302.071,74.7144,4523.3235,924.516,28.5608,1677.1643,243.281,421.9426,288.204,30.5926,5874.7072,202.9409,124.0428,1608.1139,40.4024,279.1575,127.8267,189.8846,107.7586,
440000,广东省,2010,15623.6976,219.0,79.1,3772.5,1329.3,73.7,1820.0,254.6,273.6,246.2,36.0,4574.1,160.0,100.2,1908.5,18.3,255.7,129.6,231.7,141.7,
440000,广东省,2009,12933.1217,149.1951,114.1161,3106.789,1205.9134,43.74,1596.2242,281.6047,209.8985,196.6656,20.4083,3805.2317,147.5209,67.8796,1321.3386,16.9626,203.0101,125.66,211.3285,109.3889,0.2459
440000,广东省,2008,10868.6726,131.896,106.9655,3058.3202,681.993,55.4605,1108.8149,240.8339,175.644,144.4057,20.5547,3631.7222,92.6342,51.9347,834.0212,9.3117,195.5582,74.6926,140.838,112.8111,0.2603
440000,广东省,2007,9294.2635,86.8886,74.4068,2776.9702,573.5923,59.1538,862.4821,212.4739,134.9191,128.6387,11.5434,3043.8482,78.1885,28.5986,722.0475,14.3015,181.3455,57.6082,97.0686,150.188,
440000,广东省,2006,7973.3691,60.7414,53.4558,2486.4835,675.027,69.0721,807.7403,217.5025,116.491,104.3976,11.1917,2208.4326,65.749,24.2233,638.454,12.7858,168.3228,61.283,83.8492,108.0316,0.135
440000,广东省,2005,6977.9265,47.4558,19.946,2292.0289,670.9006,121.6231,635.0106,227.8964,77.2311,65.449,9.2552,1794.6203,29.4918,26.1834,487.038,9.0749,208.0621,53.8742,68.8519,133.9332,
440000,广东省,2004,5870.02,87.23,14.9,1645.14,491.19,81.08,581.83,277.29,53.59,37.65,13.6,1636.11,44.94,21.18,371.68,8.92,207.7,43.17,73.27,179.53,
440000,广东省,2003,4813.1983,56.94,24.48,1250.88,291.95,103.02,464.97,257.87,49.32,27.29,13.88,1486.24,30.88,36.97,330.71,11.98,147.04,32.62,47.73,148.43,
440000,广东省,2002,3850.78,,,,,,,,,,,,,,,,,,,,
440000,广东省,2001,3484.4304,,,,,,,,,,,,,,,,,,,,
440000,广东省,2000,3145.13,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2019,,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2018,,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2017,20499.1106,1328.6947,269.0774,5582.2629,973.8812,267.3428,2005.626,245.7962,663.6863,248.7583,54.2528,3875.6824,802.3266,145.9702,2515.7984,99.7864,517.7384,237.7765,310.4205,354.2325,
450000,广西壮族自治区,2016,18236.7817,1065.07443336411,276.3934,5181.669884,938.4324,185.045,1849.8159,223.2267,759.01928731107,201.8488,72.0671,3400.451409,560.536280758017,152.4836,2076.468,112.316381752066,478.4209,218.5454,223.0256,261.9412,
450000,广西壮族自治区,2015,16227.7817,859.995281355978,389.8171,5209.42347775072,736.3731,236.724376816106,1532.86727383663,151.1335,608.082103791797,205.447260845874,39.0039,2905.63206354424,350.312615251258,110.825,1826.521,102.882697695608,381.3261,164.0289,180.1853,237.2006,
450000,广西壮族自治区,2014,13843.2197,630.90287,337.28953,4623.16532,625.894,68.44019,1301.56612,134.628,479.41926,232.13243,45.4251,2686.72917,231.33455,70.5426,1456.368,86.87527,308.9472,140.8929,164.6656,218.0016,
450000,广西壮族自治区,2013,11907.6669,562.77864,345.16955,3890.04697,549.585,41.55745,1121.222281723,109.7001,381.64149251155,232.994137232031,39.1387,2450.90162,151.8286,50.2805,1237.8828,72.05935,250.9538,116.5573,127.7122,175.6564,
450000,广西壮族自治区,2012,9808.6,370.5061,321.9987,3238.842,462.8015,27.7308,925.7862,92.7993,269.3702,161.3013,23.0228,2209.6427,135.277,34.0242,995.7328,58.4643,175.6254,80.9391,113.0068,111.7423,
450000,广西壮族自治区,2011,7990.6554,314.2508,250.6009,2290.9879,398.3031,24.836,791.7533,93.1919,143.0421,104.7058,17.8284,2050.5797,87.0705,20.6006,948.9384,19.2418,162.183,72.4723,94.3735,105.6954,
450000,广西壮族自治区,2010,7057.5552,242.4,191.9,1944.9,404.0,22.3,842.5,84.0,139.7,85.6,19.7,1676.6,57.7,19.1,878.2,22.0,175.4,74.1,63.5,113.8,
450000,广西壮族自治区,2009,5237.2398,218.4538,159.5821,1420.6748,364.2285,30.9687,602.2966,94.3906,113.1723,59.8104,16.879,1206.8955,57.346,16.7999,566.6135,16.096,109.6971,54.8512,36.4595,92.0243,
450000,广西壮族自治区,2008,3756.4125,163.7551,121.9016,1127.1033,246.7121,45.9051,432.3722,38.7833,59.1713,42.5616,5.0253,833.0471,34.2335,15.0305,353.9495,14.8571,61.3787,29.0887,26.198,105.3385,
450000,广西壮族自治区,2007,2939.6701,120.7119,102.2869,770.3855,302.8715,21.9237,314.4439,32.2739,49.5659,36.7433,2.5523,684.9434,17.1777,13.8886,264.0179,8.1497,61.876,22.2304,19.2782,94.3494,
450000,广西壮族自治区,2006,2198.7176,80.8326,61.9545,534.459,294.2154,10.4549,229.3874,35.2237,36.0486,31.4781,2.6942,475.5211,9.8957,6.4234,222.6578,8.4268,50.8807,19.261,17.4609,71.4419,
450000,广西壮族自治区,2005,1661.1713,61.9472,26.2742,359.2134,193.839,8.8334,195.6656,35.5873,24.9788,29.0795,2.2787,387.7058,7.3388,4.7934,188.9356,7.3914,48.5372,19.0731,10.5498,49.1491,
450000,广西壮族自治区,2004,1236.51,35.62,9.19,225.25,164.44,6.75,162.92,48.13,16.03,23.22,2.16,311.27,4.99,2.74,137.61,3.81,29.23,12.98,6.32,33.82,0.04
450000,广西壮族自治区,2003,921.303515,22.33,7.23,166.2,120.92,8.29,117.39,46.66,10.62,17.33,1.28,218.38,6.28,2.15,102.86,2.75,29.87,10.21,6.92,23.62,
450000,广西壮族自治区,2002,750.33,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2001,655.628998,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2000,583.34,,,,,,,,,,,,,,,,,,,,
460000,海南省,2019,,,,,,,,,,,,,,,,,,,,,
460000,海南省,2018,,,,,,,,,,,,,,,,,,,,,
460000,海南省,2017,4244.4012,60.6123,6.8775,134.7192,107.2354,34.3765,486.0338,108.184,47.3202,84.0934,0.7325,2285.2485,27.9203,32.312,472.5673,8.7727,81.898,84.811,150.3921,30.2946,
460000,海南省,2016,3890.4453,56.8681621955663,9.714778,100.6939,111.7644,67.2368,467.0584,88.4128966324,53.167667,135.459167,,2117.99098909656,33.0286,38.29,399.3477,10.077522,62.4574,57.2775,62.996,18.6034,
460000,海南省,2015,3451.2215,58.5914720872241,7.5685,118.9527,118.5431,79.0874158860495,421.7931,79.7501522701155,34.6194,144.6192,1.9103,1952.95135055432,16.4657,10.8425,241.5706,4.9892,41.6927,30.6144,69.178,17.4817,
460000,海南省,2014,3112.232,47.3918,25.4858,166.67507,147.4388,109.20972,351.2398,27.66992,54.39862,135.21106,1.5906,1663.08665,16.43065,11.84,194.9734,0.84406,44.1786,27.0827,65.894,21.5907,
460000,海南省,2013,2697.9286,26.49116,22.2233,225.1887,107.8289,79.84417,278.67784,28.131,32.79892,175.67345,5.4819,1405.26246,8.6372,8.1505,186.2612,1.56461,23.0883,13.2937,60.6003,8.731,
460000,海南省,2012,2145.4,40.8063,30.2475,191.5926,114.7181,57.801,143.175,34.9208,47.8949,187.0218,0.552,1030.7739,15.6814,4.9629,154.6498,4.7972,31.0811,21.6801,20.1684,12.8546,
460000,海南省,2011,1657.2337,24.2139,14.9032,132.5589,119.5905,30.6751,100.2914,29.0655,7.0474,148.4151,6.3651,779.2444,4.4377,3.6747,108.0161,0.4658,29.1974,36.7427,46.2202,36.1086,
460000,海南省,2010,1317.0434,21.4,4.5,88.6,84.6,13.9,164.1,17.6,5.8,109.3,5.4,530.6,14.1,1.8,113.9,1.5,25.5,18.7,41.6,54.2,
460000,海南省,2009,988.3153,31.0126,8.5116,54.3681,71.8282,9.243,186.3734,19.632,2.645,35.4624,2.5657,329.1931,1.1475,2.1531,69.8745,0.1323,16.0013,12.375,66.7015,69.095,
460000,海南省,2008,705.4233,21.6548,3.8696,70.8564,39.0334,5.7313,127.8367,16.1172,2.3048,35.3272,2.9936,222.9955,2.52,0.6532,71.2954,0.6113,15.3456,7.0553,32.08,27.142,
460000,海南省,2007,502.3744,30.3008,3.6005,49.7737,27.6438,2.2987,89.8559,13.2733,2.9868,40.7625,0.846,143.5337,2.0701,1.5198,47.1071,0.1721,13.1007,6.7813,7.8364,18.9112,
460000,海南省,2006,423.8914,25.5949,3.2092,82.8776,21.8684,1.2841,76.1515,15.2596,3.1008,21.3479,1.5759,98.371,1.696,1.2907,24.3512,0.7397,19.1129,4.6146,8.653,12.7923,
460000,海南省,2005,367.1693,23.489,0.9133,103.9202,22.22,2.8568,32.4801,14.044,4.246,26.2432,2.3218,74.7712,1.3709,1.3612,22.009,0.801,13.0352,4.7494,5.993,10.344,
460000,海南省,2004,317.05,21.5,2.3,80.09,17.37,5.81,35.51,12.24,2.06,18.82,0.86,66.74,0.99,0.85,23.79,0.55,7.53,3.63,7.77,8.61,0.03
460000,海南省,2003,280.016411,31.2,1.8,54.24,11.9,10.65,39.62,5.09,2.28,21.14,0.81,48.39,3.59,0.55,20.41,0.55,7.31,1.81,9.56,9.09,
460000,海南省,2002,225.41,,,,,,,,,,,,,,,,,,,,
460000,海南省,2001,213.316653,,,,,,,,,,,,,,,,,,,,
460000,海南省,2000,198.87,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2019,,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2018,,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2017,17537.0476,510.7593,158.7928,5257.2209,465.5496,6.814,1954.8026,106.2174,218.4084,153.6393,8.3298,4412.0912,239.7144,45.4204,3295.6302,38.6966,292.6859,138.8529,135.5683,97.8536,
500000,重庆市,2016,16048.0951,455.274006362691,200.9366,4720.47804422607,480.07069556,4.35851373768467,1630.67774331325,90.8543,224.180132469777,160.324005,12.1585,4346.09611271562,244.83409,30.79127158,2839.78225,44.680157,243.469235,131.728578,112.74755,74.6533,
500000,重庆市,2015,14353.2447,441.384530963861,285.6497,3950.81735324775,462.017683007199,10.0847455737467,1436.51734769284,82.4323,253.440239487712,255.2537,21.5907,4429.9045,174.3445,33.4882,1926.8047,35.5544,178.8842,108.3443,142.0501,124.6815,
500000,重庆市,2014,12285.4154,414.19028,282.61842,3214.97422,413.67309,4.51685,1202.71811,57.8395,210.18414,194.93813,3.7308,4382.42393,103.22094,29.7459,1325.26758,25.29538,162.4366,90.6567,83.1906,83.7942,
500000,重庆市,2013,10435.2366,410.70346,203.34546,2671.44725,446.17574,4.34085,1012.65057376542,87.0021,177.889988521598,106.2141,3.5395,3708.69463,91.91643,17.5416,1033.4447,44.4524,134.6381,71.7621,91.4692,118.0084,
500000,重庆市,2012,8736.2,375.3635,167.6839,2268.6247,372.9191,48.562,834.9876,80.383,112.3068,59.5162,2.5389,2991.422,92.0196,15.9257,858.5013,68.1073,109.303,52.7054,115.3251,109.9715,
500000,重庆市,2011,7473.3786,323.6343,148.2906,2056.1,277.7822,300.5183,714.6915,47.7826,80.9596,45.4146,2.5238,2298.2544,23.4301,14.846,770.0053,33.0737,90.8959,44.8125,58.211,142.1522,
500000,重庆市,2010,6688.9139,276.1,137.1,1754.4,287.1,186.2,645.3,76.7,91.5,36.1,3.7,1962.6,60.4,11.0,776.0,11.4,121.2,44.9,53.1,154.2,
500000,重庆市,2009,5214.2803,224.5048,108.4894,1381.4852,257.2208,100.1072,643.4161,53.3316,37.6477,18.4368,8.8368,1506.3116,30.2123,18.247,562.9234,2.33,109.5766,31.2278,38.2295,81.7457,
