省份编码,省份,年份,房地产开发企业施工房屋面积(万平方米),房地产开发企业竣工房屋面积(万平方米),房地产开发企业房屋建筑面积竣工率(%),房地产开发企业竣工房屋价值(亿元),房地产开发企业竣工房屋造价(元/平方米)
370000,山东省,2013,50549.1659,7508.5237,14.8539022678513,1731.3928,2306
370000,山东省,2012,42958.9083,7324.9656,17.0510981071649,1568.11,2140.77455872284
370000,山东省,2011,36339.4924,6356.7572,17.4926967334304,1348.3211,2121.08321519658
370000,山东省,2010,28081.2,5074.3,18.1,1077.58,2124
370000,山东省,2009,22125.2,5015.9,22.7,1019.8674,2033
370000,山东省,2008,20098.7,4535.1,22.6,787.5894,1737
370000,山东省,2007,15165.0805,3794.6924,25.0225668106411,557.2523,1468.50453544008
370000,山东省,2006,12392.3172,3699.0752,29.8,473.1104,1279
370000,山东省,2005,10670.8763,3600.411,33.7,469.6486,1304
370000,山东省,2004,8283.9217,2396.8896,28.9,279.789,1167.3003212163
370000,山东省,2003,7246.8053,2688.7875,37.1,279.9368,1041
370000,山东省,2002,5247.3,2189.6,41.7,224.804,1027
370000,山东省,2001,4358.0834,1727.4901,39.6,161.3481,934
370000,山东省,2000,3551.0624,1426.5288,40.2,127.5288,893.98
410000,河南省,2019,57567.0995,6571.2114,11.4,1583.1727,2409
410000,河南省,2018,54685.557,6655.231,12.1699976467278,1413.2497,2123.51712510054
410000,河南省,2017,49942.2944,6201.7069,12.4,1270.169,2048
410000,河南省,2016,47359.5536,6299.4422,13.3,1260.4121,2001
410000,河南省,2015,40994.4033,5390.3183,13.1,1079.7519,2003
410000,河南省,2014,38857.6044,7324.336,18.8491702283119,1417.5164,1935.35140932912
410000,河南省,2013,35979.3297,5965.8658,16.5813700525944,1117.8279,1874
410000,河南省,2012,29559.3645,5870.543,19.8601800116508,1059.0789,1804.05611542237
410000,河南省,2011,25343.3169,5527.4238,21.8101830230438,923.854,1671.4006984592
410000,河南省,2010,20394.0,4426.9,21.7,630.25,1424
410000,河南省,2009,16071.5,3401.0,21.2,434.2957,1277
410000,河南省,2008,13906.2,3026.0,21.8,403.9489,1335
410000,河南省,2007,10550.9046,2785.4786,26.4003770823594,326.7798,1173.15494723241
410000,河南省,2006,7017.1679,1681.423,24.0,184.8743,1100
410000,河南省,2005,4902.9758,1370.9376,28.0,144.7233,1056
410000,河南省,2004,3940.6352,1135.316,28.8,100.9398,889.089909769615
410000,河南省,2003,3210.2602,1005.5211,31.3,85.9132,854
410000,河南省,2002,2484.0,892.3,35.9,67.8271,760
410000,河南省,2001,1976.8362,644.4019,32.6,45.7421,709.84
410000,河南省,2000,1657.5291,597.4593,36.0,40.591,679.39
420000,湖北省,2019,33825.0696,2558.6028,7.6,961.6135,3758
420000,湖北省,2018,31315.5975,2773.9909,8.8581765045358,848.6125,3059.17550053967
420000,湖北省,2017,30510.4804,3219.7235,10.6,993.6766,3086
420000,湖北省,2016,29879.8806,3127.4942,10.5,940.6609,3008
420000,湖北省,2015,28296.2833,2785.1703,9.8,798.5732,2867
420000,湖北省,2014,26321.9893,3431.1751,13.0353943271301,958.1092,2792.36463332926
420000,湖北省,2013,21865.814,3040.8434,13.906838318482,703.2206,2313
420000,湖北省,2012,16819.7102,3273.7099,19.4635333253245,876.3081,2676.80438025373
420000,湖北省,2011,13922.0719,3221.0454,23.1362502875739,805.8166,2501.72381922962
420000,湖北省,2010,11589.4,2541.2,21.9,564.66,2222
420000,湖北省,2009,9546.5,2312.1,24.2,540.2174,2336
420000,湖北省,2008,7800.5,2057.9,26.4,415.0132,2017
420000,湖北省,2007,6552.6609,2099.6727,32.0430544483082,385.3973,1835.51131564458
420000,湖北省,2006,5504.0764,1817.7043,33.0,292.2253,1608
420000,湖北省,2005,4804.3507,1627.0337,33.9,238.7899,1468
420000,湖北省,2004,4055.2188,1532.3905,37.8,164.6044,1074.16745274785
420000,湖北省,2003,3252.1582,1332.5135,41.0,143.4262,1076
420000,湖北省,2002,2551.1,1072.4,42.0,110.3541,1029
420000,湖北省,2001,2381.6149,1049.4559,44.1,102.5616,977.28
420000,湖北省,2000,2102.8593,843.5498,40.1,69.2336,820.74
430000,湖南省,2019,40045.1156,3975.2412,9.9,1154.0333,2903
430000,湖南省,2018,35781.5302,4160.9809,11.6288511887063,1157.0368,2780.68279525148
430000,湖南省,2017,31691.1934,4084.0499,12.9,1070.9318,2622
430000,湖南省,2016,30139.3782,4533.736,15.0,1189.4158,2623
430000,湖南省,2015,28322.1312,3969.9606,14.0,1221.3778,3077
430000,湖南省,2014,27747.7488,4022.888,14.4980698398135,1006.2313,2501.26600591416
430000,湖南省,2013,25400.0906,4593.7631,18.0856169859489,1157.1564,2519
430000,湖南省,2012,21356.8869,4457.9657,20.8736681561956,1024.8513,2298.92145648406
430000,湖南省,2011,20341.8428,4146.3141,20.3831783617952,869.569,2097.20966387954
430000,湖南省,2010,16801.9,3347.9,19.9,646.81,1932
430000,湖南省,2009,13727.7,2965.2,21.6,545.5176,1840
430000,湖南省,2008,10715.5,2393.8,22.3,320.9378,1341
430000,湖南省,2007,8162.1126,2055.8284,25.1874545322984,273.9115,1332.36558070703
430000,湖南省,2006,6340.9827,1706.2454,26.9,200.0549,1172
430000,湖南省,2005,5050.3505,1741.1495,34.5,179.3351,1030
430000,湖南省,2004,4071.7876,1459.1132,35.8,133.5734,915.44233853823
430000,湖南省,2003,3118.8733,1142.302,36.6,111.4571,976
430000,湖南省,2002,2084.4,807.8,38.8,76.8698,952
430000,湖南省,2001,1584.6185,648.8588,40.9,56.0467,863.77
430000,湖南省,2000,1318.3896,577.5536,43.8,41.4185,717.14
440000,广东省,2019,86824.8712,9955.5355,11.5,4569.9323,4590
440000,广东省,2018,79935.0586,7615.2492,9.52679504259474,3021.3299,3967.47344788139
440000,广东省,2017,72492.0992,8196.3364,11.3,2871.97,3504
440000,广东省,2016,64233.8044,6593.7459,10.3,2493.4025,3781
440000,广东省,2015,57941.8591,6044.4277,10.4,2256.6918,3734
440000,广东省,2014,53977.4681,7327.9861,13.5760093200815,2634.4077,3594.99549269069
440000,广东省,2013,46480.4659,6273.2984,13.4966340774136,2114.3801,3370
440000,广东省,2012,39296.2669,6356.1201,16.1748700358099,2079.8426,3272.18895690785
440000,广东省,2011,36137.0737,6140.5634,16.9924201693177,1780.1871,2899.06150956767
440000,广东省,2010,29301.4,5659.1,19.3,1587.46,2805
440000,广东省,2009,24814.7,5062.2,20.4,1321.5342,2611
