省份编码,省份,年份,商品房销售额(亿元),住宅商品房销售额(亿元),别墅、高档公寓销售额(亿元),办公楼销售额(亿元),商业营业用房销售额(亿元),其他商品房销售额(亿元)
120000,天津市,2014,1486.9373,1309.7031,77.6093,35.8194,105.9549,35.4599
120000,天津市,2013,1615.4698,1443.3402,73.8875,26.8756,85.3994,59.8546
120000,天津市,2012,1365.5259,1210.5706,72.1408,37.6097,93.8729,23.4727
120000,天津市,2011,1394.4146,1167.3576,104.3343,59.8009,141.721,25.5351
120000,天津市,2010,1246.48,1034.32,,48.8963,109.3065,53.9573
120000,天津市,2009,1094.846,965.3564,,32.8966,54.488,42.105
120000,天津市,2008,753.157,635.5728,,28.6667,77.427,11.4905
120000,天津市,2007,899.9047,781.6306,,31.8348,81.1559,5.2834
120000,天津市,2006,696.2674,619.5083,,22.8792,38.633,15.2469
120000,天津市,2005,571.0574,504.1379,,21.8322,37.3821,7.7052
120000,天津市,2004,263.818,234.8737,,9.3726,18.9548,0.6169
120000,天津市,2003,198.0448,172.4256,,9.8804,11.9637,3.7751
120000,天津市,2002,140.2816,129.9236,,,,
120000,天津市,2001,127.6363,118.7443,,,,
120000,天津市,2000,91.2027,86.0428,,,,
130000,河北省,2019,4138.5746,3714.5705,42.5318,111.6838,215.8473,96.473
130000,河北省,2018,4034.959,3567.2682,35.7191,100.3241,285.258,82.1087
130000,河北省,2017,4628.3731,3925.3674,95.5743,148.9167,452.2193,101.8697
130000,河北省,2016,4301.8288,3710.8785,74.0872,121.8044,394.347,74.7989
130000,河北省,2015,3371.5889,2854.2101,62.5565,84.3304,324.0309,109.0175
130000,河北省,2014,2928.0006,2501.6246,40.6656,48.7798,319.1335,58.4627
130000,河北省,2013,2779.6879,2329.1165,58.1456,60.721,311.3922,78.4582
130000,河北省,2012,2303.9044,1914.606,61.4631,50.3385,297.4852,41.4747
130000,河北省,2011,2345.2299,1993.8101,57.5143,40.8765,258.3719,52.1714
130000,河北省,2010,1650.0,1488.78,,18.3437,118.2904,24.5858
130000,河北省,2009,968.0476,905.1453,,7.8974,45.9339,9.071
130000,河北省,2008,620.241,583.885,,0.9944,30.8416,4.52
130000,河北省,2007,534.6849,493.2672,,3.8096,34.2649,3.3432
130000,河北省,2006,383.8442,343.2923,,7.0717,31.4188,2.0614
130000,河北省,2005,262.3116,235.0398,,7.5355,18.106,1.6303
130000,河北省,2004,138.8455,117.1163,,1.6747,18.2096,1.8449
130000,河北省,2003,137.4568,112.5134,,2.5191,21.6733,0.751
130000,河北省,2002,99.0574,74.9483,,,,
130000,河北省,2001,87.2675,68.4571,,,,
130000,河北省,2000,70.8819,59.8658,,,,
140000,山西省,2019,1631.757,1452.397,28.6012,42.5025,105.3754,31.4821
140000,山西省,2018,1610.6141,1473.1682,66.5099,32.1957,82.7153,22.5349
140000,山西省,2017,1357.4775,1225.897,32.7161,37.5314,74.366,19.6831
140000,山西省,2016,1027.1364,900.7879,18.8665,33.4819,79.8263,13.0403
140000,山西省,2015,775.6381,702.2858,18.3304,19.424,45.7477,8.1806
140000,山西省,2014,746.1404,639.8253,15.456,31.58,61.2291,13.506
140000,山西省,2013,728.2585,625.1438,21.3582,14.6378,80.9052,7.5717
140000,山西省,2012,579.8872,513.195,2.9378,7.4705,54.5762,4.6455
140000,山西省,2011,441.0271,378.3642,0.5241,10.1263,47.5336,5.003
140000,山西省,2010,411.71,357.37,,5.9072,45.5317,2.9044
140000,山西省,2009,279.9896,245.9822,,4.2355,28.2116,1.5603
140000,山西省,2008,234.2907,201.1783,,8.2233,21.8623,3.0268
140000,山西省,2007,205.5126,173.7372,,4.8335,26.4413,0.5006
140000,山西省,2006,157.3567,133.7406,,1.5766,21.5077,0.5318
140000,山西省,2005,152.2069,116.3065,,7.7789,26.7967,1.3248
140000,山西省,2004,71.9729,55.1246,,2.5796,13.9265,0.3422
140000,山西省,2003,57.9177,37.8205,,6.9183,13.093,0.0859
140000,山西省,2002,42.9088,32.7539,,,,
140000,山西省,2001,31.6691,26.3914,,,,
140000,山西省,2000,21.3052,17.4809,,,,
150000,内蒙古自治区,2019,1243.9086,1104.1021,25.4187,11.0813,89.4491,39.2761
150000,内蒙古自治区,2018,1113.943,909.0394,22.9679,17.4529,138.6901,48.7606
150000,内蒙古自治区,2017,956.8096,731.692,18.2499,33.7969,137.4937,53.827
150000,内蒙古自治区,2016,1149.082,838.0757,16.3739,11.8349,232.1215,67.0499
150000,内蒙古自治区,2015,1052.1821,766.0638,10.5119,26.7359,194.7366,64.6458
150000,内蒙古自治区,2014,1064.8151,765.0415,19.4733,27.1641,195.5034,77.1061
150000,内蒙古自治区,2013,1177.3618,874.4498,17.642,40.423,196.3003,66.1887
150000,内蒙古自治区,2012,1022.7971,769.3888,34.4125,22.0722,187.6003,43.7358
150000,内蒙古自治区,2011,1327.4625,972.5214,55.288,25.6935,257.7069,71.5407
150000,内蒙古自治区,2010,1076.55,766.47,,18.6109,253.0058,38.4635
150000,内蒙古自治区,2009,767.236,597.007,,15.6903,139.0973,15.4414
150000,内蒙古自治区,2008,595.06,474.1826,,19.1183,91.0708,10.6883
150000,内蒙古自治区,2007,469.0015,364.5747,,13.734,82.4001,8.2927
150000,内蒙古自治区,2006,258.8397,203.3649,,5.3898,47.539,2.546
150000,内蒙古自治区,2005,178.3491,128.7226,,5.8745,42.1734,1.5786
150000,内蒙古自治区,2004,91.5948,65.0278,,1.441,24.3806,0.7454
150000,内蒙古自治区,2003,69.6144,46.757,,1.266,21.0565,0.5349
150000,内蒙古自治区,2002,53.007,36.1721,,,,
150000,内蒙古自治区,2001,45.2093,30.3238,,,,
150000,内蒙古自治区,2000,33.367,23.5743,,,,
210000,辽宁省,2019,3049.0567,2814.8583,106.3614,14.9132,179.4157,39.8695
210000,辽宁省,2018,2967.3101,2615.7528,87.7029,19.1322,270.9306,61.4945
210000,辽宁省,2017,2771.6944,2452.2296,93.5599,39.9941,222.4201,57.0506
210000,辽宁省,2016,2256.9067,1988.0253,49.6548,59.674,174.9358,34.2716
210000,辽宁省,2015,2254.9726,1907.6264,62.0216,33.4753,265.6383,48.2326
210000,辽宁省,2014,3092.0972,2518.8711,96.1239,41.4546,417.3247,114.4468
210000,辽宁省,2013,4759.2106,3941.8642,157.2901,36.3416,636.5457,144.4591
210000,辽宁省,2012,4362.7815,3611.2089,211.2351,76.3539,546.4026,128.8161
210000,辽宁省,2011,3569.1155,3009.23,126.4275,30.7547,407.8586,121.2722
210000,辽宁省,2010,3063.32,2587.66,,52.4527,332.8874,90.32
210000,辽宁省,2009,2168.595,1883.4702,,18.7058,235.6123,30.8067
210000,辽宁省,2008,1537.6463,1333.8922,,17.1558,164.792,21.8063
210000,辽宁省,2007,1336.8797,1189.3975,,9.0342,120.8087,17.6393
210000,辽宁省,2006,924.066,787.4468,,13.1269,107.2166,16.2757
210000,辽宁省,2005,717.434,620.5959,,6.1993,82.9475,7.6913
210000,辽宁省,2004,421.8102,365.4318,,4.7231,44.1851,7.4702
210000,辽宁省,2003,343.4521,281.3999,,8.7307,48.8483,4.4732
210000,辽宁省,2002,273.2993,223.1,,,,
210000,辽宁省,2001,247.8679,198.855,,,,
210000,辽宁省,2000,196.9468,151.4151,,,,
220000,吉林省,2019,1581.4708,1373.5355,42.9397,29.9467,133.2697,44.7189
220000,吉林省,2018,1452.4293,1233.5021,40.9497,39.585,152.2861,27.0561
220000,吉林省,2017,1135.1765,920.8487,35.3066,39.9589,145.9292,28.4397
220000,吉林省,2016,1029.5827,806.4904,34.5957,24.4324,150.2434,48.4165
220000,吉林省,2015,816.8691,680.2577,42.3361,12.8338,104.837,18.9406
220000,吉林省,2014,808.5844,667.619,35.719,8.2995,108.3099,24.356
220000,吉林省,2013,993.0394,839.7317,53.6299,13.7782,111.1802,28.3493
220000,吉林省,2012,1016.948,836.8014,66.3985,11.7895,141.306,27.0511
220000,吉林省,2011,1061.5628,883.1622,121.4629,8.3211,142.1575,27.922
220000,吉林省,2010,868.8,735.91,,2.5393,111.3287,19.0267
220000,吉林省,2009,567.1879,490.225,,2.9886,62.358,11.6163
220000,吉林省,2008,397.1105,344.437,,5.1033,38.9117,8.6585
220000,吉林省,2007,297.5676,259.5927,,3.4645,30.2508,4.2596
220000,吉林省,2006,195.9171,163.4,,6.3866,23.7668,2.3637
220000,吉林省,2005,156.8915,130.9503,,4.5029,19.9093,1.529
220000,吉林省,2004,75.5534,60.9468,,2.0831,10.9741,1.5494
220000,吉林省,2003,78.8764,63.1448,,2.8936,11.1072,1.7308
220000,吉林省,2002,86.2852,64.8388,,,,
220000,吉林省,2001,59.788,49.007,,,,
220000,吉林省,2000,43.5515,34.7385,,,,
230000,黑龙江省,2019,1268.1789,1069.9658,33.0907,13.4429,152.4867,32.2835
230000,黑龙江省,2018,1320.3133,1112.2816,28.0294,17.4461,158.8735,31.7121
230000,黑龙江省,2017,1459.7226,1134.4722,33.4698,52.1644,220.3937,52.6923
230000,黑龙江省,2016,1121.0446,903.6646,30.2833,21.3931,155.0636,40.9233
230000,黑龙江省,2015,1027.1369,824.2147,12.1055,13.4932,152.997,36.432
230000,黑龙江省,2014,1208.5441,962.6924,25.2725,11.9604,191.9667,41.9246
230000,黑龙江省,2013,1582.3382,1305.9034,10.4195,17.6126,196.8866,61.9356
230000,黑龙江省,2012,1548.2979,1201.9303,21.4318,13.8229,264.5351,68.0096
230000,黑龙江省,2011,1361.6041,1085.6224,16.2007,3.8358,223.8139,48.332
230000,黑龙江省,2010,1011.95,833.05,,3.5809,136.7963,38.5241
230000,黑龙江省,2009,653.689,537.0482,,8.0446,87.5396,21.0566
230000,黑龙江省,2008,420.9652,339.9086,,2.5092,68.9934,9.554
230000,黑龙江省,2007,422.4086,357.5076,,2.9895,51.1022,10.8093
230000,黑龙江省,2006,325.5377,264.2682,,7.0609,47.3964,6.8122
230000,黑龙江省,2005,260.8815,196.3185,,11.9489,45.2856,7.3285
230000,黑龙江省,2004,166.2004,117.4228,,5.2064,37.1398,6.4314
230000,黑龙江省,2003,146.55,109.1465,,4.4346,30.219,2.7499
230000,黑龙江省,2002,124.8743,91.8213,,,,
230000,黑龙江省,2001,106.0725,80.0169,,,,
230000,黑龙江省,2000,86.9447,66.9929,,,,
310000,上海市,2019,5203.8175,4457.1638,1501.6557,382.0567,256.6351,107.9619
310000,上海市,2018,4751.5035,3864.0259,1176.7418,484.8326,269.374,133.271
310000,上海市,2017,4026.6714,3336.0924,1153.4913,394.0736,208.2287,88.2767
310000,上海市,2016,6695.8478,5233.2938,1903.4816,903.1722,470.4929,88.8889
310000,上海市,2015,5093.5488,4319.928,1462.8131,488.6787,227.8884,57.0537
310000,上海市,2014,3499.5289,2923.4429,859.5427,300.43,226.4416,49.2144
310000,上海市,2013,3911.5659,3264.0297,908.579,380.8468,224.7139,41.9755
310000,上海市,2012,2669.4942,2208.957,661.3452,234.6206,194.624,31.2926
310000,上海市,2011,2615.2347,2034.8748,671.1034,366.8289,176.2491,37.2819
310000,上海市,2010,2981.01,2416.24,,307.6748,198.4033,58.6903
310000,上海市,2009,4330.224,3620.2282,,438.4327,192.7263,78.8368
310000,上海市,2008,1917.1177,1629.0753,,173.1406,77.5973,37.3045
310000,上海市,2007,3089.3542,2706.3027,,214.6686,131.1913,37.1916
310000,上海市,2006,2177.0781,1841.0445,,167.9485,122.1346,45.9505
310000,上海市,2005,2161.3022,1906.0478,,116.1654,106.6541,32.4349
310000,上海市,2004,1932.6299,1762.6596,,77.4407,72.4633,20.0662
310000,上海市,2003,1216.3398,1109.8649,,43.8725,50.4334,12.169
310000,上海市,2002,815.0324,739.8946,,,,
310000,上海市,2001,694.6567,615.1664,,,,
310000,上海市,2000,555.4492,480.9654,,,,
320000,江苏省,2019,16259.6096,14894.7699,916.7261,272.7504,864.6689,227.4204
320000,江苏省,2018,14527.2715,12693.8642,1078.6657,336.7832,1304.0751,192.549
320000,江苏省,2017,13066.8523,11325.8407,951.6217,421.6108,1125.7982,193.6026
320000,江苏省,2016,12293.0197,11055.3614,1062.5622,255.3721,893.9929,88.2933
320000,江苏省,2015,8396.2012,7374.8655,707.1973,222.4731,726.3037,72.5589
320000,江苏省,2014,6898.4158,5969.5955,477.6167,185.3592,683.387,60.0741
320000,江苏省,2013,7913.6995,6777.7021,525.8489,218.4631,851.4738,66.0605
320000,江苏省,2012,6067.0069,5089.0578,477.7823,181.7335,746.6905,49.5251
320000,江苏省,2011,5224.1903,4158.6124,477.1151,211.8354,798.4212,55.3213
320000,江苏省,2010,5540.32,4536.63,,167.1073,779.9022,56.6816
320000,江苏省,2009,5106.3696,4341.026,,131.5641,592.9104,40.8691
320000,江苏省,2008,2466.6786,2008.7788,,62.2186,368.195,27.4862
320000,江苏省,2007,3057.9022,2596.7931,,95.9633,342.2004,22.9454
320000,江苏省,2006,2191.6516,1794.6443,,59.9677,321.2123,15.8273
320000,江苏省,2005,1724.9062,1422.7924,,62.1163,227.9533,12.0442
320000,江苏省,2004,842.8602,667.1818,,27.278,140.7596,7.6408
320000,江苏省,2003,597.9054,476.8819,,25.1402,90.5491,5.3342
320000,江苏省,2002,446.9966,374.5486,,,,
320000,江苏省,2001,342.8649,285.4842,,,,
320000,江苏省,2000,285.9863,237.5442,,,,
330000,浙江省,2019,14352.1133,12723.1045,835.3588,514.6057,758.1159,356.2872
330000,浙江省,2018,14089.848,12096.3133,846.9594,629.1016,985.4645,378.9686
330000,浙江省,2017,12339.9916,10300.3358,650.1085,674.1289,971.1732,394.3537
330000,浙江省,2016,9605.0986,8280.8481,516.181,464.6005,653.0595,206.5905
330000,浙江省,2015,6299.4582,5519.2684,394.3458,216.3479,447.1151,116.7268
330000,浙江省,2014,4922.9999,4172.5801,290.0549,205.922,449.588,94.9098
330000,浙江省,2013,5396.032,4513.8822,333.1768,303.7836,481.1812,97.185
330000,浙江省,2012,4262.6643,3541.6262,237.1266,240.525,405.3591,75.154
330000,浙江省,2011,3474.1706,2702.3587,248.4874,257.6987,433.3012,80.812
330000,浙江省,2010,4459.04,3577.49,,300.2171,488.0875,93.2526
330000,浙江省,2009,4333.9772,3755.5286,,174.0487,326.57,77.8299
330000,浙江省,2008,1873.6825,1524.1113,,125.8668,178.4836,45.2208
330000,浙江省,2007,2627.9951,2207.089,,121.7944,236.5643,62.5474
330000,浙江省,2006,1692.5228,1370.8688,,86.9411,196.4725,38.2404
330000,浙江省,2005,1414.8885,1122.2435,,65.6373,193.9519,33.0558
330000,浙江省,2004,868.5073,660.1289,,44.4456,143.9202,20.0126
330000,浙江省,2003,761.3003,577.6372,,21.83,141.5911,20.242
330000,浙江省,2002,529.7841,398.7251,,,,
330000,浙江省,2001,369.3512,281.1536,,,,
330000,浙江省,2000,292.5114,230.1115,,,,
340000,安徽省,2019,6823.5234,6126.6921,100.3288,103.5521,530.9671,62.3121
340000,安徽省,2018,7076.9542,6174.846,103.2956,143.1698,675.626,83.3124
340000,安徽省,2017,5865.7695,4878.5611,95.9228,144.7684,765.687,76.753
340000,安徽省,2016,5035.5472,4231.5908,92.5206,145.6804,606.6035,51.6725
340000,安徽省,2015,3369.4228,2714.3273,59.8882,80.2889,539.2945,35.5121
340000,安徽省,2014,3345.1894,2691.7964,80.0471,75.8422,551.6254,25.9254
340000,安徽省,2013,3182.865,2662.0419,64.1858,69.1068,420.2724,31.4439
340000,安徽省,2012,2329.8812,1921.8573,53.1586,46.006,336.4761,25.5418
340000,安徽省,2011,2199.6724,1744.9951,43.3924,63.5162,378.4979,12.6632
340000,安徽省,2010,1746.92,1420.06,,54.1871,260.9759,11.6988
340000,安徽省,2009,1378.3861,1179.6852,,21.4381,167.7182,9.5446
340000,安徽省,2008,821.4869,714.0273,,14.2567,88.9102,4.2927
340000,安徽省,2007,821.5277,695.243,,16.9585,105.2481,4.0781
340000,安徽省,2006,535.8529,438.6392,,11.8512,81.8423,3.5202
340000,安徽省,2005,423.4369,348.1041,,8.6567,62.8673,3.8088
340000,安徽省,2004,254.7107,185.3336,,11.1809,56.8439,1.3523
340000,安徽省,2003,165.4143,121.9565,,5.0499,36.4449,1.963
340000,安徽省,2002,102.5047,79.8512,,,,
340000,安徽省,2001,79.0332,58.3957,,,,
340000,安徽省,2000,62.8613,47.2366,,,,
350000,福建省,2019,6938.7888,5685.2549,189.4321,425.4679,472.7316,355.3344
350000,福建省,2018,6579.4875,5074.5209,264.8691,480.7715,585.2856,438.9095
350000,福建省,2017,5705.1918,4201.995,227.3499,622.0578,506.2262,374.9128
350000,福建省,2016,4530.7926,3793.4055,146.258,219.9828,353.399,164.0053
350000,福建省,2015,3585.8122,2839.761,133.9016,195.066,374.8579,176.1273
350000,福建省,2014,3763.5183,2939.5788,129.9337,201.4817,373.5116,248.9462
350000,福建省,2013,4232.0832,3410.5729,139.0917,290.1417,373.7796,157.589
350000,福建省,2012,2817.6959,2293.8978,122.3675,182.7658,262.0053,79.027
350000,福建省,2011,2101.5791,1649.3429,112.0862,113.0354,263.7849,75.4159
350000,福建省,2010,1611.32,1300.13,,71.7772,180.5651,58.8522
350000,福建省,2009,1477.8299,1299.0871,,20.6633,118.2149,39.8646
350000,福建省,2008,712.6128,562.2613,,35.8234,78.3078,36.2203
350000,福建省,2007,1134.5234,938.3249,,37.9636,131.7408,26.4941
350000,福建省,2006,807.4571,637.3387,,22.0614,126.6036,21.4534
350000,福建省,2005,605.0925,481.9032,,9.0358,102.7922,11.3613
350000,福建省,2004,354.4719,281.2572,,6.7242,57.9936,8.4969
350000,福建省,2003,287.1627,222.4564,,10.0421,50.579,4.0852
350000,福建省,2002,225.2829,153.9548,,,,
350000,福建省,2001,199.0797,150.7545,,,,
350000,福建省,2000,168.9647,119.3865,,,,
360000,江西省,2019,4710.422,4038.0217,114.4898,88.9037,505.016,78.4806
360000,江西省,2018,4219.8878,3524.3219,116.5188,102.1253,522.5468,70.8938
360000,江西省,2017,3592.5237,2879.6563,84.0084,120.7436,505.2976,86.8262
360000,江西省,2016,2678.3684,2207.1683,60.9845,66.8236,347.9393,56.4372
360000,江西省,2015,1863.6712,1606.6662,33.2295,34.334,191.3901,31.2809
360000,江西省,2014,1621.7649,1379.4952,33.4164,38.8425,176.4317,26.9955
360000,江西省,2013,1647.8958,1396.0612,48.0088,51.2849,174.8974,25.6523
360000,江西省,2012,1137.3453,931.394,24.7271,50.6207,140.2281,15.1025
360000,江西省,2011,1002.4387,824.3172,37.0697,19.4448,144.0368,14.6399
360000,江西省,2010,776.41,670.34,,15.7001,80.587,9.7787
360000,江西省,2009,602.8009,530.5604,,4.2056,56.4459,11.589
360000,江西省,2008,368.963,324.443,,1.4114,38.4759,4.6327
360000,江西省,2007,450.7574,407.2204,,1.4581,38.0478,4.0311
360000,江西省,2006,303.542,260.1042,,0.5764,40.3859,2.4755
360000,江西省,2005,252.2496,194.29,,2.5315,53.9023,1.5258
360000,江西省,2004,135.2025,99.8018,,0.6617,33.2375,1.5015
360000,江西省,2003,104.7243,66.8583,,1.2351,35.0696,1.5613
360000,江西省,2002,59.6687,42.3486,,,,
360000,江西省,2001,42.4568,32.2188,,,,
360000,江西省,2000,27.2008,20.6842,,,,
370000,山东省,2019,10271.1542,9287.112,180.5182,213.1368,563.9691,206.9363
370000,山东省,2018,10065.6989,8682.8127,250.9102,299.0815,796.0919,287.7128
370000,山东省,2017,8096.972,6891.6528,259.8797,267.5375,724.7098,213.0719
370000,山东省,2016,6902.9046,6070.5448,230.1225,184.8322,496.2983,151.2293
370000,山东省,2015,5408.0063,4510.7586,169.8285,278.7432,507.1704,111.3341
370000,山东省,2014,4879.6627,4009.4832,123.272,179.6947,554.8848,135.6
370000,山东省,2013,5215.1192,4461.0664,156.1033,176.1304,482.1121,95.8103
370000,山东省,2012,4111.7964,3529.511,166.612,117.7315,392.2038,72.3501
370000,山东省,2011,4259.1498,3757.6321,130.9334,54.9553,389.2907,57.2717
370000,山东省,2010,3665.12,3218.02,,54.4782,346.512,46.1084
370000,山东省,2009,2459.1016,2195.8458,,45.9025,196.6221,20.7312
370000,山东省,2008,1635.7067,1436.9329,,31.719,141.8655,25.1893
370000,山东省,2007,1470.3692,1318.635,,32.3798,110.9463,8.4081
370000,山东省,2006,1059.9499,917.8352,,28.3462,106.4941,7.2744
370000,山东省,2005,910.6518,784.2466,,21.9606,96.4368,8.0078
370000,山东省,2004,516.4698,416.2655,,21.1235,75.1943,3.8865
370000,山东省,2003,382.3732,325.5188,,5.3586,49.0657,2.4301
370000,山东省,2002,272.141,227.5344,,,,
370000,山东省,2001,204.4474,168.567,,,,
370000,山东省,2000,153.8824,125.4872,,,,
410000,河南省,2019,9009.9808,8016.9331,54.828,226.7663,663.5875,102.6939
410000,河南省,2018,8055.2961,6903.7853,67.4077,225.2644,801.7409,124.5055
410000,河南省,2017,7129.3961,5897.6849,95.797,226.3442,879.3054,126.0616
410000,河南省,2016,5612.9002,4839.0255,74.1985,141.1618,552.5167,80.1962
410000,河南省,2015,3945.5522,3300.3306,45.4799,123.1786,457.7997,64.2433
410000,河南省,2014,3440.5811,2739.7066,29.5756,164.4013,437.6385,98.8347
410000,河南省,2013,3074.1352,2516.2572,32.3805,187.1592,334.529,36.1898
410000,河南省,2012,2286.665,1915.5695,22.1804,111.5658,228.1545,31.3752
410000,河南省,2011,2196.8077,1788.0436,29.2087,138.7868,245.6528,24.3245
410000,河南省,2010,1658.79,1454.57,,50.313,137.0866,16.8177
410000,河南省,2009,1155.8968,1004.8884,,29.7454,113.4834,7.7796
410000,河南省,2008,746.4593,629.4019,,18.8354,94.6036,3.6184
410000,河南省,2007,885.1551,742.8259,,23.2913,114.3406,4.6973
410000,河南省,2006,484.7188,403.7176,,6.7639,72.7048,1.5325
410000,河南省,2005,322.0147,255.3706,,7.602,58.3193,0.7228
410000,河南省,2004,164.1333,135.4109,,2.0118,26.0611,0.6495
410000,河南省,2003,119.7375,102.5863,,2.0033,14.2892,0.8587
410000,河南省,2002,88.2902,75.5043,,,,
410000,河南省,2001,63.2243,54.9575,,,,
410000,河南省,2000,64.1788,50.5119,,,,
420000,湖北省,2019,7751.7901,6903.7036,123.4129,269.4512,475.0802,103.5551
420000,湖北省,2018,7531.3805,6591.3597,145.2466,329.482,502.8174,107.7214
420000,湖北省,2017,6258.9196,5380.3103,141.999,255.6909,521.6462,101.2722
420000,湖北省,2016,4994.0519,4383.8119,130.5564,123.3325,380.002,106.9055
420000,湖北省,2015,3661.3659,3198.5295,92.8375,48.318,353.6524,60.866
420000,湖北省,2014,3088.3061,2543.7588,75.6103,69.007,419.7054,55.8349
420000,湖北省,2013,2790.3176,2310.0444,106.6742,77.7664,354.7276,47.7792
420000,湖北省,2012,2036.2024,1689.8602,58.2649,85.6659,224.6183,36.058
420000,湖北省,2011,1878.7306,1569.3207,53.3038,28.864,239.3573,41.1886
420000,湖北省,2010,1313.2,1134.94,,13.387,142.2152,22.6526
420000,湖北省,2009,960.0307,879.2284,,6.232,68.4692,6.1011
420000,湖北省,2008,582.6143,527.8409,,5.9314,38.3565,10.4855
420000,湖北省,2007,775.1551,699.6737,,5.5455,65.8526,4.0833
420000,湖北省,2006,520.9614,463.9119,,7.9967,45.5083,3.5445
420000,湖北省,2005,386.5693,335.1897,,7.7249,38.6655,4.9892
420000,湖北省,2004,224.4914,199.1522,,6.3261,15.8283,3.1848
420000,湖北省,2003,161.6159,147.3462,,4.0734,8.929,1.2673
420000,湖北省,2002,117.3101,102.0504,,,,
420000,湖北省,2001,101.5875,91.4295,,,,
420000,湖北省,2000,83.7368,73.1015,,,,
430000,湖南省,2019,5577.9856,4721.4318,117.8746,137.3391,601.811,117.4037
430000,湖南省,2018,5353.9852,4377.3872,160.1867,153.4568,665.5007,157.6405
430000,湖南省,2017,4460.6596,3570.7612,133.6806,134.4925,634.4547,120.9512
430000,湖南省,2016,3751.8649,3113.6239,95.5315,89.6421,455.8573,92.7416
430000,湖南省,2015,2738.92,2253.8479,70.3336,49.7395,378.7044,56.6282
430000,湖南省,2014,2299.1111,1858.5771,76.6884,48.8823,343.2831,48.3686
430000,湖南省,2013,2525.6439,2114.974,75.5556,86.7437,281.4772,42.449
430000,湖南省,2012,2085.2339,1711.5454,102.3818,62.2986,283.0768,28.3131
430000,湖南省,2011,1857.3516,1569.9939,122.0331,44.1373,214.879,28.3414
430000,湖南省,2010,1406.39,1247.65,,10.9533,130.7889,16.9968
430000,湖南省,2009,941.5971,826.0738,,9.7683,94.161,11.594
430000,湖南省,2008,611.3306,510.1149,,9.3005,85.5645,6.3507
430000,湖南省,2007,610.6361,516.7484,,12.2293,78.2168,3.4416
430000,湖南省,2006,389.8554,300.4122,,6.263,80.9999,2.1803
430000,湖南省,2005,299.3154,226.3639,,6.7071,63.1498,3.0946
430000,湖南省,2004,179.5722,128.6178,,6.0874,42.8849,1.9821
430000,湖南省,2003,119.8667,86.1836,,2.3853,30.3181,0.9797
430000,湖南省,2002,79.8501,59.5908,,,,
430000,湖南省,2001,54.9356,44.0679,,,,
430000,湖南省,2000,40.7772,33.89,,,,
440000,广东省,2019,19748.2119,16758.0062,922.3708,1280.1864,1107.5983,602.421
440000,广东省,2018,18742.122,15595.2932,880.1178,1344.5526,1128.611,673.6652
440000,广东省,2017,18792.7603,15437.8898,900.3345,1394.7392,1286.898,673.2333
440000,广东省,2016,16214.6076,14240.3269,850.3525,731.5594,896.0254,346.6959
440000,广东省,2015,11442.8014,9967.3248,923.1766,583.8716,624.7329,266.8721
440000,广东省,2014,8461.8358,6960.259,592.1181,428.7529,745.5664,327.2575
440000,广东省,2013,8941.0531,7476.1038,829.6583,534.0643,679.8146,251.0704
440000,广东省,2012,6407.8111,5488.3925,554.0562,289.9756,468.5105,160.9325
