省份编码,省份,年份,房地产开发企业本年实际到位资金(亿元),房地产开发企业国内贷款(亿元),房地产开发企业利用外资(亿元),房地产开发企业外商直接投资(亿元),房地产开发企业自筹资金(亿元),房地产开发企业其他资金来源(亿元),房地产开发企业定金及预收款(亿元),房地产开发企业个人按揭贷款(亿元),房地产开发企业其他到位资金(亿元)
120000,天津市,2003,322.4137,91.1374,3.8315,3.0463,90.046,137.3988,,,
120000,天津市,2002,229.3749,48.4106,3.8839,2.4069,81.9828,95.0966,,,
120000,天津市,2001,194.6516,50.6094,2.7094,1.9049,68.9808,72.352,,,
120000,天津市,2000,159.7319,40.3967,2.1772,1.9258,48.9096,68.2484,,,
130000,河北省,2019,5036.4389,594.2698,,,2556.6065,,1303.9267,515.2862,66.3497
130000,河北省,2018,4784.3939,580.3813,0.0408,,2834.9114,,909.097,377.1492,82.8142
130000,河北省,2017,5184.9632,532.6792,2.0084,,3133.3172,,867.8574,455.9491,193.1519
130000,河北省,2016,5102.3647,456.099,1.7098,1.7098,3224.4899,1420.066,,,
130000,河北省,2015,4666.6744,456.6951,2.3138,2.3138,3099.1139,1108.5516,,,
130000,河北省,2014,4438.4818,312.4712,26.335,23.43,2819.5336,1280.142,,,
130000,河北省,2013,4123.5438,336.4016,9.9786,9.9785,2394.6652,1382.4984,,,
130000,河北省,2012,3712.9885,295.5653,10.9307,10.9307,2195.4764,1211.0161,,,
130000,河北省,2011,3499.1837,289.5517,14.5178,14.5178,2028.6933,1166.4209,,,
130000,河北省,2010,2710.89,288.89,3.0,0.5,1462.58,956.43,,,
130000,河北省,2009,1854.7627,265.17,,,887.3571,702.2356,,,
130000,河北省,2008,1233.1707,166.4356,3.523,3.467,565.3559,497.8562,,,
130000,河北省,2007,810.1616,125.3587,1.1268,0.9524,343.3545,340.3216,,,
130000,河北省,2006,594.0799,87.3142,1.134,0.6418,250.8219,254.8098,,,
130000,河北省,2005,413.132,68.2504,3.4424,3.2008,177.6377,163.8015,,,
130000,河北省,2004,341.471,43.8138,1.4721,0.61,151.9222,144.0254,,,
130000,河北省,2003,263.1696,38.496,2.3715,2.3715,113.1948,108.3429,,,
130000,河北省,2002,179.6642,31.3195,0.5889,0.2772,64.3364,82.3734,,,
130000,河北省,2001,147.7429,21.3104,1.3231,1.3231,46.433,77.5244,,,
130000,河北省,2000,116.1315,20.1174,0.7737,0.7737,37.9971,56.6302,,,
140000,山西省,2019,2159.4238,147.5901,,,976.2385,,640.4649,271.2848,123.8455
140000,山西省,2018,1804.9919,132.4869,,,680.8394,,605.8868,302.1344,83.6444
140000,山西省,2017,1677.5424,150.3791,,,652.2273,,510.6144,300.992,63.3296
140000,山西省,2016,1588.0181,98.3256,,,811.057,678.6355,,,
140000,山西省,2015,1442.6669,108.8204,,,809.3145,524.532,,,
140000,山西省,2014,1393.4881,123.6311,,,743.3185,526.5385,,,
140000,山西省,2013,1377.1593,65.7898,,,758.3132,553.0563,,,
140000,山西省,2012,1033.6916,60.8744,0.0253,0.0253,550.7027,422.0892,,,
140000,山西省,2011,850.349,68.7749,,,385.9366,395.6375,,,
140000,山西省,2010,796.15,88.33,,,291.7,416.12,,,
140000,山西省,2009,571.1149,88.7945,,,247.0618,235.2586,,,
140000,山西省,2008,364.5039,31.6016,0.3451,0.3161,176.5527,156.0045,,,
140000,山西省,2007,292.8732,29.2441,0.6414,0.6201,137.9707,125.017,,,
140000,山西省,2006,235.296,28.8314,0.0615,0.0615,103.3221,103.081,,,
140000,山西省,2005,191.703,24.9882,0.0476,0.0476,91.0929,75.5743,,,
140000,山西省,2004,150.1765,20.355,0.6554,0.5055,61.5435,67.5606,,,
140000,山西省,2003,119.8252,27.814,0.1,0.1,46.8939,44.8923,,,
140000,山西省,2002,83.1788,21.4109,0.2191,0.2191,29.2637,32.1274,,,
140000,山西省,2001,53.9546,12.8092,0.105,0.105,18.0069,22.8995,,,
140000,山西省,2000,42.9243,10.0228,0.3924,0.3754,10.206,22.1951,,,
150000,内蒙古自治区,2019,1381.495,78.8066,0.085,,629.5067,,455.9852,154.9637,62.1478
150000,内蒙古自治区,2018,1065.1879,60.336,,,586.3629,,276.9577,91.8548,49.6765
150000,内蒙古自治区,2017,1021.527,78.2799,,,579.0612,,210.3994,74.6031,79.1834
150000,内蒙古自治区,2016,1173.8807,74.7999,,,815.1366,283.9442,166.5642,,
150000,内蒙古自治区,2015,1196.0665,97.505,,,838.4682,260.0933,,,
150000,内蒙古自治区,2014,1439.1687,145.622,,,1022.3861,271.1606,,,
150000,内蒙古自治区,2013,1638.035,113.2732,,,1118.0039,406.7579,,,
150000,内蒙古自治区,2012,1409.0842,79.5999,,,1031.0743,298.41,,,
150000,内蒙古自治区,2011,1819.425,71.5241,,,1461.9849,285.916,,,
150000,内蒙古自治区,2010,1166.54,45.94,0.16,0.16,939.85,180.6,,,
150000,内蒙古自治区,2009,852.5857,83.6524,,,642.4626,126.4707,,,
150000,内蒙古自治区,2008,741.624,30.4243,,,618.3499,92.8498,,,
150000,内蒙古自治区,2007,505.0185,22.1729,0.983,0.05,395.4261,86.4365,,,
150000,内蒙古自治区,2006,320.1283,14.4023,0.1397,0,258.2572,47.3291,,,
150000,内蒙古自治区,2005,157.5542,5.8734,,,118.113,33.5678,,,
150000,内蒙古自治区,2004,104.9877,7.2865,0.15,0,78.3608,19.1904,,,
150000,内蒙古自治区,2003,83.9988,8.304,0.0375,0.0375,55.4774,20.1199,,,
150000,内蒙古自治区,2002,63.2345,8.9935,0.1153,0.1153,31.7341,22.3646,,,
150000,内蒙古自治区,2001,60.872,9.3925,0.1,0.1,31.4138,19.9657,,,
150000,内蒙古自治区,2000,43.8525,8.7469,0.1872,0.1872,18.3052,16.4132,,,
210000,辽宁省,2019,3689.732,359.9515,5.8132,,1375.4252,,1267.8606,560.999,119.6825
210000,辽宁省,2018,3373.3149,273.991,0.2777,,1129.1945,,1259.7626,557.2855,152.8036
210000,辽宁省,2017,3285.1243,381.3325,4.02,,1116.3652,,1194.1284,439.1868,150.0914
210000,辽宁省,2016,3080.811,451.3913,2.71,2.7,1351.1401,1275.5696,,,
210000,辽宁省,2015,4231.783,551.4326,37.6069,37.3192,2269.3216,1373.4219,,,
210000,辽宁省,2014,5890.9738,720.7044,70.63,61.8171,3368.5015,1731.1379,,,
210000,辽宁省,2013,7448.9873,847.6357,61.9242,47.8811,4090.1661,2449.2613,,,
210000,辽宁省,2012,6328.7555,850.756,117.8814,105.03,3310.5096,2049.6085,,,
210000,辽宁省,2011,5565.0848,767.1009,192.0617,157.2263,2775.8717,1830.0505,,,
210000,辽宁省,2010,5070.81,648.35,174.28,140.69,2785.75,1462.43,,,
210000,辽宁省,2009,3268.4449,473.726,114.9245,90.3704,1580.0648,1099.7296,,,
210000,辽宁省,2008,2202.9829,276.9112,114.0114,105.2931,1147.5416,664.5187,,,
210000,辽宁省,2007,1870.3917,259.8871,92.4053,81.6076,842.9379,675.1614,,,
210000,辽宁省,2006,1300.2851,172.8346,24.2602,22.2682,592.4162,510.7741,,,
210000,辽宁省,2005,937.2018,126.7527,8.9308,6.8971,458.6225,342.8958,,,
210000,辽宁省,2004,804.7109,127.5976,8.4172,4.4057,356.8048,311.7413,,,
210000,辽宁省,2003,558.2992,133.2891,5.5561,4.6434,227.3464,191.7688,,,
210000,辽宁省,2002,418.0547,80.0959,6.3316,3.502,165.8685,164.4787,,,
210000,辽宁省,2001,353.2484,68.9515,5.4351,3.5821,124.0908,154.5785,,,
210000,辽宁省,2000,283.7089,64.5522,5.5167,4.5198,97.1842,115.572,,,
220000,吉林省,2019,1585.8601,56.1578,0.006,,649.1981,,533.5768,301.5971,45.3243
220000,吉林省,2018,1427.7386,65.5023,0.01,,663.5532,,421.1072,222.9524,54.6135
220000,吉林省,2017,1090.0498,105.5479,,,445.1387,,315.3542,162.6808,61.3282
220000,吉林省,2016,1254.9947,141.4485,0.02,,583.1553,530.3709,,,
220000,吉林省,2015,1211.7424,180.8207,0.02,,557.7164,473.1853,,,
220000,吉林省,2014,1229.4225,126.1902,0.5,,658.9198,443.8125,,,
220000,吉林省,2013,1516.7838,126.5717,5.1504,2.001,804.5892,580.4725,,,
220000,吉林省,2012,1431.6776,109.6958,1.888,1.888,878.3841,441.7097,,,
220000,吉林省,2011,1260.1176,55.6977,5.0385,4.7685,743.0406,456.3408,,,
220000,吉林省,2010,957.17,68.16,0.04,0.04,591.63,297.34,,,
220000,吉林省,2009,795.1452,54.764,0.9112,0.4112,531.4512,208.0188,,,
220000,吉林省,2008,626.816,28.7116,2.2506,,478.1075,117.7463,,,
220000,吉林省,2007,489.7381,30.7185,0.633,0.148,340.6673,117.7193,,,
220000,吉林省,2006,313.8404,23.6806,2.709,1.7993,193.9937,93.4571,,,
220000,吉林省,2005,202.1527,12.4756,2.7656,0.2233,100.7776,86.1339,,,
220000,吉林省,2004,153.9718,10.231,0.12,0.08,84.5901,58.8807,,,
220000,吉林省,2003,136.6796,17.101,0.15,0.051,79.0184,40.4102,,,
220000,吉林省,2002,119.3851,13.8316,0.7337,0.4858,61.2454,43.4512,,,
220000,吉林省,2001,100.5043,13.4717,1.4374,1.3454,51.4506,33.4446,,,
220000,吉林省,2000,66.3896,11.215,0.5716,0.4966,30.7407,23.5496,,,
230000,黑龙江省,2019,1242.3476,91.4073,1.4694,,591.2122,,351.5892,163.5912,43.0783
230000,黑龙江省,2018,1286.9798,124.626,,,551.9653,,404.2576,147.5046,58.6263
230000,黑龙江省,2017,1199.1234,103.7696,,,585.3731,,336.7961,162.8699,10.3147
230000,黑龙江省,2016,1061.6372,90.5389,0.9,0.9,552.1943,418.004,,,
230000,黑龙江省,2015,1220.96,126.4556,1.3228,1.3228,730.668,362.5136,,,
230000,黑龙江省,2014,1408.4009,97.8225,2.7,2.7,909.9429,397.9355,,,
230000,黑龙江省,2013,1833.6436,130.1852,,,1102.6235,600.8349,,,
230000,黑龙江省,2012,1711.1768,87.6365,0.0165,0.0165,1104.2025,519.3213,,,
230000,黑龙江省,2011,1601.0676,61.9884,3.35,2.65,1087.0814,448.6478,,,
230000,黑龙江省,2010,1050.36,48.9,1.5,1.5,651.35,348.61,,,
230000,黑龙江省,2009,679.0435,73.7899,2.5877,2.5877,360.5959,242.07,,,
230000,黑龙江省,2008,462.4827,29.4758,1.3771,1.1071,314.5679,117.0619,,,
230000,黑龙江省,2007,406.7758,26.186,1.8718,1.8718,243.6261,135.0919,,,
230000,黑龙江省,2006,343.659,33.1881,3.9073,2.3073,185.9085,120.6551,,,
230000,黑龙江省,2005,268.0717,17.8057,3.53,3.53,136.2272,110.5088,,,
230000,黑龙江省,2004,212.0957,26.9497,4.8816,4.8816,110.609,69.4254,,,
230000,黑龙江省,2003,160.7981,26.0166,0.405,0.405,87.0635,47.278,,,
230000,黑龙江省,2002,131.7746,23.6117,0.6233,0.6233,61.871,45.2116,,,
230000,黑龙江省,2001,132.5778,15.9546,0.042,0.042,56.6232,59.958,,,
230000,黑龙江省,2000,91.9019,18.2528,1.0543,1.0543,36.2915,36.2033,,,
310000,上海市,2019,5444.6874,1366.5937,6.3462,,1806.6966,,1603.6128,361.5384,299.8997
310000,上海市,2018,5330.4561,1326.0188,0.105,,1896.4239,,1566.4066,303.5705,237.9313
310000,上海市,2017,5384.6523,1393.7825,5.2241,,1549.1973,,1647.5785,433.33,355.5399
310000,上海市,2016,6408.7821,1446.1847,2.308,2.308,1490.7807,3469.5087,,,
310000,上海市,2015,5531.8614,1516.5884,33.9167,32.3607,1519.9865,2461.3698,,,
310000,上海市,2014,5269.9025,1638.8433,69.6144,67.7332,1560.829,2000.6158,,,
310000,上海市,2013,5092.6707,1292.3582,38.1414,37.3177,1569.9109,2192.2602,,,
310000,上海市,2012,3968.5136,975.775,26.1165,26.1165,1385.9584,1580.6637,,,
310000,上海市,2011,3443.5602,851.6827,37.7238,33.922,1279.6255,1274.5282,,,
310000,上海市,2010,3229.29,819.57,96.05,65.52,1070.88,1242.78,,,
310000,上海市,2009,2924.844,637.1383,24.9044,22.7053,620.1648,1642.6365,,,
310000,上海市,2008,2201.2411,572.7218,72.0619,67.4804,646.0226,910.4348,,,
310000,上海市,2007,2553.1906,558.4291,74.0459,65.4072,583.7543,1336.9613,,,
310000,上海市,2006,2178.9082,576.5104,55.9628,51.2957,578.2878,968.1472,,,
310000,上海市,2005,1989.8767,483.0288,40.5436,15.218,527.7844,938.5199,,,
310000,上海市,2004,1699.7866,358.679,28.2544,14.214,417.7964,895.0568,,,
310000,上海市,2003,1294.7692,282.7047,34.1438,17.181,313.9075,664.0132,,,
310000,上海市,2002,1008.228,227.5731,32.4878,21.4735,268.2756,479.8915,,,
310000,上海市,2001,831.9785,179.4859,25.482,15.8776,259.6602,367.3504,,,
310000,上海市,2000,664.6769,155.3671,28.11,16.2464,211.8601,267.4397,,,
320000,江苏省,2019,19874.2368,3091.1613,31.2015,,4491.3279,,7996.2399,3437.3272,826.979
320000,江苏省,2018,17798.4585,2841.4533,63.5531,,4220.6725,,6551.9263,3210.6972,910.1561
320000,江苏省,2017,16563.4655,3029.5433,29.0662,,3278.814,,6161.3103,3321.3947,743.337
320000,江苏省,2016,15501.0792,2299.1787,8.2908,4.2908,3172.2134,10021.3963,,,
320000,江苏省,2015,12039.9927,1877.9329,44.909,41.2565,3416.7951,6700.3557,,,
320000,江苏省,2014,12100.1642,2249.6812,80.7874,79.3289,4154.8646,5614.831,,,
320000,江苏省,2013,12682.0345,2373.9676,109.4088,101.778,3932.9669,6265.6912,,,
320000,江苏省,2012,9856.8929,1890.7148,61.5723,54.7923,3087.5317,4817.0741,,,
320000,江苏省,2011,8310.5377,1629.9574,84.6941,80.224,2635.0174,3960.8688,,,
320000,江苏省,2010,8022.33,1515.66,92.76,86.6,2031.38,4382.54,,,
320000,江苏省,2009,6441.4711,1210.3881,55.5366,54.7165,1373.0609,3802.4855,,,
320000,江苏省,2008,4711.5762,1020.062,112.4574,105.1931,1469.8605,2109.1963,,,
320000,江苏省,2007,4008.7119,766.2108,104.063,81.9218,994.0026,2144.4355,,,
320000,江苏省,2006,2662.8947,532.5131,33.416,17.8572,702.8687,1394.0969,,,
320000,江苏省,2005,2038.8268,392.7251,33.1568,20.8501,614.7632,998.1817,,,
320000,江苏省,2004,1520.7378,298.1073,15.7849,9.4291,451.0345,755.8111,,,
320000,江苏省,2003,960.4457,256.5988,7.4815,6.223,258.5426,437.8228,,,
320000,江苏省,2002,630.9619,158.4325,8.9817,8.6289,176.9532,286.5945,,,
320000,江苏省,2001,474.1921,103.6016,6.3709,2.5854,132.4473,231.7582,,,
320000,江苏省,2000,391.1941,88.0054,5.8195,4.1393,101.3385,195.4796,,,
330000,浙江省,2019,15343.5518,2586.1073,1.77,,4273.4278,,5984.8485,2075.6523,421.7459
330000,浙江省,2018,14248.7756,2279.239,3.6427,,4503.4267,,5064.1623,1904.4302,493.8747
330000,浙江省,2017,13034.2062,2052.0325,13.1486,,3485.9302,,5124.4586,2070.9973,287.639
330000,浙江省,2016,10859.5746,1541.3742,32.3304,32.3304,2672.0455,6613.8245,,,
330000,浙江省,2015,8675.5827,1274.7932,15.6492,15.6492,2659.4409,4725.6994,,,
330000,浙江省,2014,8956.3102,1817.7735,71.6767,71.6092,3202.3064,3864.5536,,,
330000,浙江省,2013,8858.2458,1590.6485,47.0329,46.2518,2765.0698,4455.4946,,,
330000,浙江省,2012,6530.8631,1125.4805,16.0046,15.5984,2178.5574,3210.8206,,,
330000,浙江省,2011,6163.4317,1131.6229,39.5626,39.5326,1963.8284,3028.4178,,,
330000,浙江省,2010,5451.6,1023.6,23.96,19.13,1288.89,3115.16,,,
330000,浙江省,2009,4528.3076,864.119,15.4644,14.4212,782.9873,2865.7369,,,
330000,浙江省,2008,2987.2224,664.6244,27.4651,27.4651,756.6981,1538.4348,,,
330000,浙江省,2007,3077.9098,615.9442,17.2269,16.2714,632.9102,1811.8285,,,
330000,浙江省,2006,2360.5176,507.4701,37.0897,28.4384,510.342,1305.6158,,,
330000,浙江省,2005,1940.1586,433.8618,6.5182,5.5028,434.0125,1065.7661,,,
330000,浙江省,2004,1813.9268,388.9597,6.8349,6.3386,355.7825,1062.332,,,
330000,浙江省,2003,1384.1274,394.1332,4.5555,4.5555,253.4602,731.8735,,,
330000,浙江省,2002,1041.6449,298.6153,2.9296,2.6975,179.4516,560.5164,,,
330000,浙江省,2001,770.1043,205.7867,1.7962,1.7962,142.9773,419.5296,,,
330000,浙江省,2000,526.0118,151.4388,1.6267,1.5767,83.7603,288.9543,,,
340000,安徽省,2019,8419.9967,826.1624,4.5228,,2446.0397,,2833.454,1919.0863,390.7315
340000,安徽省,2018,8203.2665,796.4579,,,2399.7095,,2855.4066,1792.6571,359.0354
340000,安徽省,2017,7636.9836,965.7683,1.3584,,2686.5048,,2126.211,1469.2873,387.8538
340000,安徽省,2016,6209.2651,657.6204,13.6866,13.6866,1906.2309,3631.7272,,,
340000,安徽省,2015,4990.7807,564.2296,1.0186,0.9006,1860.1276,2565.4049,,,
340000,安徽省,2014,5231.1679,567.9346,2.781,2.781,2203.8512,2456.6011,,,
340000,安徽省,2013,5077.1573,466.8745,1.0,1,2143.6629,2465.6199,,,
340000,安徽省,2012,3834.4224,406.2323,1.386,1.386,1685.9424,1740.8617,,,
340000,安徽省,2011,3399.8055,342.401,3.436,1.997,1578.6078,1475.3607,,,
340000,安徽省,2010,2850.13,323.25,6.18,5.55,1196.59,1324.11,,,
340000,安徽省,2009,2261.6131,296.857,15.8549,15.4549,930.1533,1018.7479,,,
340000,安徽省,2008,1478.9981,176.6385,19.6425,17.5665,752.5847,530.1324,,,
340000,安徽省,2007,1005.46,113.6902,12.4685,10.8652,391.196,488.1053,,,
340000,安徽省,2006,726.6731,96.9852,6.9761,5.2782,290.5581,332.1537,,,
340000,安徽省,2005,543.0807,75.7235,6.7788,4.9567,228.8821,231.6963,,,
340000,安徽省,2004,413.7613,62.3491,3.1623,3.1623,167.6941,180.4458,,,
340000,安徽省,2003,300.2227,56.8264,1.5038,1.5038,98.5305,142.9148,,,
340000,安徽省,2002,174.5708,28.6522,1.0164,0.9811,61.6753,83.0474,,,
340000,安徽省,2001,126.5948,22.876,1.2002,1.1851,43.0555,58.412,,,
340000,安徽省,2000,97.7459,18.5685,1.9163,1.7303,32.5053,44.6956,,,
350000,福建省,2019,6873.7638,822.3156,22.5693,,2871.8389,,1740.2231,1131.4574,285.3595
350000,福建省,2018,6551.033,856.0009,3.5772,,2660.6001,,1703.708,1009.0809,318.0659
350000,福建省,2017,6426.2939,780.6241,18.2805,,2321.3455,,1726.142,1202.7042,377.1976
350000,福建省,2016,6067.7759,808.7629,1.5739,1.5739,2263.9893,2993.4498,,,
350000,福建省,2015,5639.3324,846.7253,7.9774,7.9773,2300.5769,2484.0528,,,
350000,福建省,2014,5726.133,752.6197,23.3194,23.3194,2479.1897,2471.0042,,,
350000,福建省,2013,5767.0373,747.6562,21.5817,21.4313,2016.5142,2981.2852,,,
350000,福建省,2012,4120.7269,523.6284,7.8394,7.4124,1426.7925,2162.4666,,,
350000,福建省,2011,3479.8029,391.6155,27.6762,15.2316,1428.6824,1631.8288,,,
350000,福建省,2010,2631.31,432.46,18.17,15.23,1099.64,1081.04,,,
350000,福建省,2009,1937.6929,394.645,13.8556,13.588,458.1714,1071.0209,,,
350000,福建省,2008,1426.53,313.5641,41.0187,39.535,425.503,646.4442,,,
350000,福建省,2007,1789.4057,464.1022,22.7702,8.8256,476.0022,826.5311,,,
350000,福建省,2006,1260.9343,292.3583,14.4698,9.6442,311.8725,642.2337,,,
350000,福建省,2005,803.9279,156.8495,14.8117,11.8179,217.1544,415.1123,,,
350000,福建省,2004,677.4411,100.1313,15.5106,13.8931,196.3369,363.5597,,,
350000,福建省,2003,513.1384,98.6461,12.1847,11.9243,125.2934,275.0651,,,
350000,福建省,2002,370.9014,74.4547,18.3219,16.5316,73.0457,204.5577,,,
350000,福建省,2001,294.94,41.3608,15.6273,13.5237,66.3051,171.129,,,
350000,福建省,2000,276.8523,44.7781,24.9419,22.9891,54.206,152.437,,,
360000,江西省,2019,3420.5737,418.7368,0.0903,,887.3755,,1175.3839,849.4874,89.4998
360000,江西省,2018,3169.6503,360.1431,0.002,,868.5337,,1077.3965,761.8812,101.6938
360000,江西省,2017,2923.3439,419.8149,,,760.2623,,846.7288,726.4407,170.0972
360000,江西省,2016,2517.9462,291.7282,0.6977,0.6977,790.7118,1434.8085,,,
360000,江西省,2015,2101.3298,230.8154,6.1412,6.1412,730.7833,1133.5899,,,
360000,江西省,2014,1945.848,255.9744,0.3885,0.3885,606.5001,1082.985,,,
360000,江西省,2013,1906.6444,236.6343,0.8236,0.8236,582.4903,1086.6962,,,
360000,江西省,2012,1477.2167,164.8995,0.7893,0.6493,504.7928,806.7351,,,
360000,江西省,2011,1216.3508,148.6163,6.4601,6.4601,482.04,579.2344,,,
360000,江西省,2010,1008.16,146.4,2.9,2.9,391.29,467.57,,,
360000,江西省,2009,876.6713,123.9645,4.4553,3.7003,314.8617,433.3898,,,
360000,江西省,2008,630.7606,95.937,5.6383,2.129,282.3583,246.827,,,
360000,江西省,2007,585.8304,97.8297,5.5845,5.1925,211.5313,270.8849,,,
360000,江西省,2006,413.0684,61.4585,2.7222,2.4222,172.5849,176.3028,,,
360000,江西省,2005,329.5995,46.0301,3.8527,2.5605,144.8201,134.8966,,,
360000,江西省,2004,258.6804,35.5497,8.1058,6.6674,112.757,102.2046,,,
360000,江西省,2003,184.1081,33.9321,6.5347,6.1059,75.3751,68.2662,,,
360000,江西省,2002,115.1529,22.7576,5.9687,5.8736,43.7115,42.2346,,,
360000,江西省,2001,69.0394,13.634,4.6472,4.4368,23.7732,26.985,,,
360000,江西省,2000,44.4086,7.1414,3.3925,3.2997,13.4697,20.273,,,
370000,山东省,2019,12341.732,1680.4516,34.2518,,3995.6355,,4490.2919,1660.9505,480.1507
370000,山东省,2018,10908.0177,1280.1066,19.2091,,3657.6475,,4123.4362,1308.2071,519.4112
370000,山东省,2017,9472.4512,1186.0881,5.0461,,3431.7641,,3141.6079,1347.4871,360.4579
370000,山东省,2016,8596.1179,1012.4149,10.2172,10.2172,3451.6498,4121.836,,,
370000,山东省,2015,7342.9043,952.4964,15.2542,15.2472,3328.9585,3046.1952,,,
370000,山东省,2014,6991.1832,995.8261,14.132,13.8016,3105.003,2876.2221,,,
370000,山东省,2013,7371.3246,995.4081,33.511,31.6879,3149.0821,3193.3234,,,
370000,山东省,2012,5755.0918,677.5106,15.9111,15.9111,2675.8554,2385.8147,,,
370000,山东省,2011,5434.4574,813.3541,24.687,20.7153,2419.5032,2176.9131,,,
370000,山东省,2010,4452.03,754.8,18.87,16.18,1794.88,1883.48,,,
370000,山东省,2009,3375.4414,635.5216,12.8802,10.1732,1272.2698,1454.7698,,,
370000,山东省,2008,2393.94,465.3362,24.258,16.4477,1047.2066,857.1392,,,
370000,山东省,2007,1852.999,331.0012,31.6808,12.6929,731.5043,758.8127,,,
370000,山东省,2006,1450.0987,268.5456,15.5324,11.416,582.9851,583.0356,,,
370000,山东省,2005,1105.4319,176.3799,6.624,4.2415,461.581,460.847,,,
370000,山东省,2004,856.0042,147.8357,7.17,5.4459,345.5281,354.3205,,,
370000,山东省,2003,679.294,135.545,7.0733,6.7774,246.4375,290.2382,,,
370000,山东省,2002,448.739,91.9826,4.101,4.011,155.508,197.1474,,,
370000,山东省,2001,316.0082,48.1519,2.7092,2.6286,101.2988,163.8483,,,
370000,山东省,2000,246.5145,47.7047,4.04,2.8646,66.4099,127.4596,,,
410000,河南省,2019,7918.2827,659.2034,0.7166,,4635.6693,,1657.9605,877.7619,86.971
410000,河南省,2018,7128.3754,665.7006,,,4418.0638,,1259.6854,707.5386,77.387
410000,河南省,2017,7090.5662,897.1185,0.9855,,4171.1747,,1165.4658,754.0443,101.7774
410000,河南省,2016,6558.2459,698.5622,1.762,1.762,3671.8054,2186.1163,,,
410000,河南省,2015,5076.9249,475.6882,3.2235,1.9235,2956.1966,1641.8166,,,
410000,河南省,2014,4688.971,527.0148,0.67,0.67,2601.55,1559.7362,,,
410000,河南省,2013,4402.7031,387.1277,5.3968,0.2714,2472.6702,1537.5084,,,
