省份编码,省份,年份,房地产开发企业新开工房屋面积(万平方米),房地产开发企业住宅新开工房屋面积(万平方米),房地产开发企业别墅、高档公寓新开工房屋面积(万平方米),房地产开发企业办公楼新开工房屋面积(万平方米),房地产开发企业商业营业用房新开工房屋面积(万平方米),房地产开发企业其他用途新开工房屋面积(万平方米)
120000,天津市,2011,3295.5578,2402.4253,141.3962,240.29,373.0924,279.7501
120000,天津市,2010,2911.67,2026.89,108.31,206.73,407.83,270.21
120000,天津市,2009,2555.5,1904.46,31.87,179.63,315.17,156.23
120000,天津市,2008,2440.24,1889.22,71.65,141.25,210.53,199.24
120000,天津市,2007,2114.3094,1611.9133,108.5866,56.5525,260.4132,185.4304
120000,天津市,2006,1906.3638,1534.778,73.6092,100.4469,194.6903,76.4486
120000,天津市,2005,1579.4475,1287.0586,136.5827,77.2128,153.8463,61.3298
120000,天津市,2004,1216.5797,1001.6183,,41.9854,135.9056,37.0704
120000,天津市,2003,838.173,721.5103,62.1972,17.9394,59.9829,38.7404
120000,天津市,2002,825.28,653.12,88.77,32.71,106.22,33.23
120000,天津市,2001,569.3368,506.2425,23.1461,19.3893,34.5822,9.1228
120000,天津市,2000,617.8621,567.8431,16.5538,16.5397,26.1523,7.327
130000,河北省,2019,9452.6775,7404.3976,57.5044,209.3598,602.3069,1236.6132
130000,河北省,2018,8390.0714,6443.6224,102.067,157.7512,805.1968,983.501
130000,河北省,2017,8417.2068,6568.0317,50.9883,142.5087,810.2191,896.4473
130000,河北省,2016,8161.2975,6190.2908,74.8236,342.2285,849.3259,779.4523
130000,河北省,2015,7219.8078,5542.98,58.5098,186.3999,764.6475,725.7804
130000,河北省,2014,8239.0309,6361.4176,74.0937,160.4108,959.8424,757.3601
130000,河北省,2013,6932.6456,5445.769,70.1979,172.0186,704.819,610.039
130000,河北省,2012,7641.802,5983.7758,83.2667,187.6132,831.3368,639.0762
130000,河北省,2011,11182.7952,8925.2406,172.9787,246.1223,1177.2749,834.1574
130000,河北省,2010,9629.16,7866.4,113.35,147.43,993.14,622.2
130000,河北省,2009,6786.0,5771.58,74.74,98.77,581.95,333.69
130000,河北省,2008,3768.81,3319.77,74.33,56.76,238.21,154.07
130000,河北省,2007,2797.548,2536.8114,72.3107,27.5035,145.0653,88.1678
130000,河北省,2006,2280.5094,2033.1588,108.8781,32.0029,169.7869,45.5608
130000,河北省,2005,1970.8016,1751.5247,31.8249,37.1695,138.7082,43.3992
130000,河北省,2004,1636.8194,1390.1351,,28.8308,184.1762,33.6773
130000,河北省,2003,1529.4936,1304.5366,8.7286,22.4975,176.197,26.2625
130000,河北省,2002,994.75,844.9,3.76,24.68,110.11,15.07
130000,河北省,2001,992.0768,801.0705,31.0269,26.9406,152.0209,12.0448
130000,河北省,2000,859.7204,748.8468,33.9126,13.0141,80.7753,17.0842
140000,山西省,2019,4879.089,3771.6996,28.6743,73.874,360.3785,673.1369
140000,山西省,2018,3872.546,2957.2355,34.2432,52.9111,318.8434,543.556
140000,山西省,2017,3305.8426,2411.2234,27.4311,73.9318,329.29,491.3974
140000,山西省,2016,3854.7826,2654.283,18.3615,157.7271,494.2784,548.4941
140000,山西省,2015,3700.6361,2624.6379,46.1774,94.0358,484.909,497.0534
140000,山西省,2014,3887.5081,2739.9888,16.0969,169.594,483.9721,493.9532
140000,山西省,2013,3673.3362,2723.3857,20.4985,76.4671,472.7956,400.6878
140000,山西省,2012,4166.3385,3271.1068,19.3822,66.6218,442.4366,386.1733
140000,山西省,2011,2849.4371,2429.5409,9.4154,29.5031,199.7642,190.6289
140000,山西省,2010,2782.05,2270.52,7.72,58.1,289.76,163.68
140000,山西省,2009,2444.06,2103.28,7.31,32.51,196.13,112.15
140000,山西省,2008,1414.75,1246.45,2.81,32.41,98.61,37.28
140000,山西省,2007,1228.2974,1098.512,22.8165,15.3102,93.2087,21.2665
140000,山西省,2006,1471.7837,1335.9593,16.3286,17.9115,102.8592,15.0537
140000,山西省,2005,1156.009,983.8964,17.6408,48.4056,101.0043,22.7027
140000,山西省,2004,753.6887,563.6382,,39.3839,136.4962,14.1704
140000,山西省,2003,685.3265,524.4111,3.896,27.2544,120.1235,13.5375
140000,山西省,2002,478.88,389.72,5.87,17.43,62.23,9.5
140000,山西省,2001,398.0476,317.7636,1.3805,11.2075,59.6471,9.4294
140000,山西省,2000,242.7802,222.97,0.6934,3.7503,13.3695,2.6904
150000,内蒙古自治区,2019,3706.0621,2783.8743,58.1883,36.75,323.9988,561.439
150000,内蒙古自治区,2018,3024.3058,2154.026,26.1458,29.7594,462.1883,378.3321
150000,内蒙古自治区,2017,2359.7011,1734.6716,14.1878,37.0283,333.7544,254.2468
150000,内蒙古自治区,2016,2563.7022,1742.3965,32.1094,20.1387,525.0007,276.1663
150000,内蒙古自治区,2015,2341.6651,1683.2878,26.0692,29.8528,359.0889,269.4356
150000,内蒙古自治区,2014,3113.9981,2151.4497,51.6802,72.471,483.479,406.5984
150000,内蒙古自治区,2013,5042.8081,3633.3289,61.1424,99.5041,879.3001,430.675
150000,内蒙古自治区,2012,5423.4249,3670.1776,59.1986,160.5452,977.6305,615.0716
150000,内蒙古自治区,2011,8236.2647,5733.3959,114.4668,305.64,1505.5181,691.7107
150000,内蒙古自治区,2010,6270.34,4473.39,89.21,285.83,1095.04,416.08
150000,内蒙古自治区,2009,4387.6,3212.22,158.9,160.48,776.81,238.09
150000,内蒙古自治区,2008,3831.26,3108.19,144.74,94.25,470.8,158.02
150000,内蒙古自治区,2007,3305.2889,2739.5451,156.6379,84.8332,396.818,84.0926
150000,内蒙古自治区,2006,2556.021,2159.8568,85.0831,63.8946,277.9305,54.3391
150000,内蒙古自治区,2005,1425.0091,1166.322,21.7307,17.6725,216.0654,24.9492
150000,内蒙古自治区,2004,901.599,642.9258,,27.4239,210.1955,21.0538
150000,内蒙古自治区,2003,795.9143,544.7264,6.582,20.8209,203.2626,27.1044
150000,内蒙古自治区,2002,643.57,448.32,0.62,28.18,155.83,11.23
150000,内蒙古自治区,2001,691.7944,487.7459,19.6729,12.5562,182.0662,9.4261
150000,内蒙古自治区,2000,480.3744,353.5637,13.6467,11.8276,109.7486,5.2345
210000,辽宁省,2019,4142.5109,3190.9679,134.1512,80.6951,404.575,466.2729
210000,辽宁省,2018,3961.7084,3118.6253,79.5203,32.7415,464.064,346.2776
210000,辽宁省,2017,3806.881,2942.0074,77.5721,66.3743,457.3786,341.1207
210000,辽宁省,2016,3733.6125,2800.752,42.8904,57.0149,554.0884,321.7572
210000,辽宁省,2015,4699.4182,3604.7141,84.4043,55.026,693.1465,346.5316
210000,辽宁省,2014,8192.1696,6137.6896,182.807,154.1603,1267.5478,632.7719
210000,辽宁省,2013,13444.4501,10141.6585,244.9108,196.7966,1965.4992,1140.4958
210000,辽宁省,2012,13828.9201,10644.0294,218.3567,234.6134,1922.6289,1027.6484
210000,辽宁省,2011,12444.2844,9910.0057,340.2973,112.6829,1581.5283,840.0675
210000,辽宁省,2010,12647.9,9870.37,310.55,215.36,1834.85,727.32
210000,辽宁省,2009,8305.44,6639.9,141.8,148.87,1127.94,388.73
210000,辽宁省,2008,6761.89,5563.27,210.95,84.26,777.43,336.92
210000,辽宁省,2007,6536.4478,5540.1666,173.5397,95.9316,664.855,235.4946
210000,辽宁省,2006,4495.7076,3763.8598,112.0456,52.1363,508.0302,171.6813
210000,辽宁省,2005,3638.3942,3040.0344,62.9904,47.2801,443.5448,107.5349
210000,辽宁省,2004,2938.6109,2264.1767,,49.0114,420.188,205.2348
210000,辽宁省,2003,2617.6322,2116.0487,19.4113,60.4916,347.5389,93.553
210000,辽宁省,2002,2419.04,1981.41,83.52,43.4,322.75,71.48
210000,辽宁省,2001,2299.5593,1829.1034,70.4556,67.5939,338.7497,64.1123
210000,辽宁省,2000,1966.9629,1589.5047,42.2457,63.1358,264.4803,49.8421
220000,吉林省,2019,2947.005,2169.8273,34.3154,115.4399,280.8434,380.8944
220000,吉林省,2018,2477.9579,1752.8371,61.8706,100.544,364.464,260.1128
220000,吉林省,2017,1907.876,1412.4698,12.8535,36.1054,270.8089,188.4919
220000,吉林省,2016,2115.9859,1493.5545,24.7547,87.274,341.4811,193.6763
220000,吉林省,2015,2063.6601,1457.9843,35.6653,81.3954,349.3841,174.8963
220000,吉林省,2014,3257.599,2283.8172,50.5727,79.0584,533.802,360.9214
220000,吉林省,2013,3746.2431,2858.0063,54.8878,96.2091,505.7305,286.2972
220000,吉林省,2012,4826.7557,3683.3938,89.9486,88.5038,699.3527,355.5054
220000,吉林省,2011,4991.4466,3986.8797,77.1339,72.7398,645.0139,286.8132
220000,吉林省,2010,3525.3,2893.52,131.81,24.38,420.77,186.63
220000,吉林省,2009,3262.45,2740.28,96.19,32.27,347.65,142.25
220000,吉林省,2008,2923.76,2491.48,116.13,32.51,288.4,111.37
220000,吉林省,2007,2932.8026,2515.0762,92.5442,32.8079,279.8221,105.0964
220000,吉林省,2006,2117.9229,1806.9226,45.4616,39.6584,220.6356,50.7063
220000,吉林省,2005,1286.1393,1079.3282,26.2829,22.8032,151.835,32.1729
220000,吉林省,2004,1056.0515,834.8953,,25.4984,170.1238,25.534
220000,吉林省,2003,960.2758,765.7772,2.07,31.6374,139.8445,23.0167
220000,吉林省,2002,1008.76,735.39,10.17,31.84,218.25,23.27
220000,吉林省,2001,995.2115,802.1007,56.2175,17.5018,154.0944,21.5146
220000,吉林省,2000,616.3948,477.0143,21.5563,21.9553,101.8786,15.5466
230000,黑龙江省,2019,2446.1091,1775.5874,21.1287,37.7934,340.8451,291.8832
230000,黑龙江省,2018,2494.7375,1857.0004,13.6227,53.768,386.8387,197.1304
230000,黑龙江省,2017,2219.7164,1677.7672,39.2192,32.1994,306.449,203.3008
230000,黑龙江省,2016,2006.3137,1541.9486,44.2139,24.1233,264.2834,175.9584
230000,黑龙江省,2015,2181.7937,1475.9193,24.7838,64.0,461.9699,179.9045
230000,黑龙江省,2014,3281.3806,2327.2674,22.8818,70.0375,523.7809,360.2948
230000,黑龙江省,2013,4030.443,2920.4846,21.0517,34.7159,733.9332,341.3093
230000,黑龙江省,2012,5074.3456,3785.5484,49.4716,92.7862,728.4628,467.5482
230000,黑龙江省,2011,7274.2236,5819.6017,45.3,74.0956,826.3792,554.1471
230000,黑龙江省,2010,5021.43,4083.52,34.69,41.16,577.03,319.72
230000,黑龙江省,2009,2995.55,2438.04,42.27,41.49,352.98,163.04
230000,黑龙江省,2008,2241.07,1839.84,33.46,28.41,255.23,117.59
230000,黑龙江省,2007,1834.0732,1488.174,26.397,25.0866,233.0434,87.7692
230000,黑龙江省,2006,1747.7365,1424.2604,71.2644,9.7937,228.2419,85.4405
230000,黑龙江省,2005,1485.1141,1147.7155,9.5514,35.8493,232.5093,69.04
230000,黑龙江省,2004,1242.9286,984.6416,,39.6416,173.6024,45.043
230000,黑龙江省,2003,1110.4078,761.2926,16.785,22.9011,262.0739,64.1402
230000,黑龙江省,2002,868.53,640.29,1.89,32.59,165.45,30.2
230000,黑龙江省,2001,1195.3801,917.2691,2.15,46.7882,213.5123,17.8105
230000,黑龙江省,2000,847.311,691.846,19.3191,21.0597,117.2769,17.1284
310000,上海市,2019,3063.4437,1572.9021,176.3836,388.873,286.8282,814.8404
310000,上海市,2018,2687.1654,1473.167,155.0058,310.835,206.9289,696.2345
310000,上海市,2017,2618.0016,1402.9119,251.7015,368.8385,297.6812,548.57
310000,上海市,2016,2840.9526,1436.128,322.7889,384.4855,401.7812,618.5579
310000,上海市,2015,2605.0785,1560.2831,208.5485,304.8677,307.5727,432.355
310000,上海市,2014,2782.0242,1547.287,276.9019,365.2529,388.0318,481.4525
310000,上海市,2013,2705.9518,1643.0929,252.2792,264.0574,274.9628,523.8387
310000,上海市,2012,2724.0509,1563.3923,234.3312,303.9087,365.1658,491.5841
310000,上海市,2011,3726.1412,2514.3345,430.4054,255.1896,253.8044,702.8127
310000,上海市,2010,3030.59,2111.11,389.84,147.39,298.1,473.99
310000,上海市,2009,2483.05,1721.02,329.44,162.39,201.71,397.92
310000,上海市,2008,2772.37,1881.09,385.65,275.03,251.83,364.41
310000,上海市,2007,2251.7516,1633.9397,282.785,201.055,202.8919,213.865
310000,上海市,2006,2781.335,2112.0982,280.897,154.7572,239.062,275.4176
310000,上海市,2005,3055.4703,2485.7476,284.8519,120.0882,235.0293,214.6052
310000,上海市,2004,3196.187,2668.8382,,89.6141,250.3468,187.3879
310000,上海市,2003,3134.5308,2613.1859,335.5427,86.0994,248.3681,186.8774
310000,上海市,2002,2612.74,2309.98,301.95,45.91,136.82,120.02
310000,上海市,2001,2426.7497,2160.9999,151.819,22.7265,113.2518,129.7715
310000,上海市,2000,1992.3124,1781.6392,120.541,18.8866,91.2071,100.5795
320000,江苏省,2019,16227.4699,12478.4294,443.6566,397.2635,1237.2052,2114.5718
320000,江苏省,2018,16821.2672,12902.2656,798.5046,441.5528,1418.7167,2058.7321
320000,江苏省,2017,13739.1013,10263.8677,512.8591,626.6981,1283.0399,1565.4956
320000,江苏省,2016,13670.8342,10534.3409,505.5984,385.1006,1422.4664,1328.9263
320000,江苏省,2015,11542.559,8819.9754,430.367,398.7088,1278.8026,1045.0722
320000,江苏省,2014,14220.3474,10377.9107,602.2966,502.9543,1873.318,1466.1644
320000,江苏省,2013,16358.1844,12211.8054,552.2426,547.9353,2047.9044,1550.5393
320000,江苏省,2012,13908.4434,10285.4909,683.5122,402.5308,1928.2741,1292.1476
320000,江苏省,2011,14720.7611,11093.0921,845.6509,518.1894,1882.6888,1226.7908
320000,江苏省,2010,13745.42,10586.39,688.65,361.57,1742.22,1055.23
320000,江苏省,2009,9209.46,7097.74,398.25,205.46,1242.22,664.04
320000,江苏省,2008,10725.53,8285.66,602.48,286.92,1531.83,621.13
320000,江苏省,2007,9301.0262,7656.3827,611.0053,182.8112,992.1171,469.7152
320000,江苏省,2006,7860.9685,6316.5605,454.4995,172.7217,1015.6587,356.0276
320000,江苏省,2005,6653.2402,5253.6392,389.5902,146.8332,891.2721,361.4957
320000,江苏省,2004,6507.6326,5287.5678,,169.9734,835.3206,214.7708
320000,江苏省,2003,5143.309,4296.3204,276.6601,108.9343,536.7951,201.2592
320000,江苏省,2002,3601.95,2997.3,138.78,99.37,374.07,131.21
320000,江苏省,2001,2646.5504,2199.4329,126.512,65.9469,267.3118,113.8588
320000,江苏省,2000,2167.9243,1772.8473,87.4278,62.2255,230.8038,102.0477
330000,浙江省,2019,12730.9195,8345.9084,378.8902,506.8676,911.4161,2966.7274
330000,浙江省,2018,12879.2765,8765.5634,436.5024,484.6598,856.2723,2772.781
330000,浙江省,2017,10117.4895,6653.6969,375.8862,467.1846,893.5261,2103.0819
330000,浙江省,2016,7282.0231,4516.708,175.3093,370.0444,838.026,1557.2447
330000,浙江省,2015,6533.7733,3746.3088,301.4605,449.0205,1004.4582,1333.9858
330000,浙江省,2014,9676.1435,5602.766,383.2578,776.5923,1359.2612,1937.524
330000,浙江省,2013,9315.1038,5787.9849,347.3709,576.7114,1123.9713,1826.4362
330000,浙江省,2012,7816.7951,4946.8346,359.1467,413.8818,911.7577,1544.321
330000,浙江省,2011,10210.598,6652.1335,360.1385,595.9302,1048.1621,1914.3722
330000,浙江省,2010,7841.27,5223.94,378.79,475.54,856.95,1284.85
330000,浙江省,2009,5606.45,3947.7,305.51,303.53,589.47,765.75
330000,浙江省,2008,5256.52,3708.98,276.58,318.14,565.39,664.01
330000,浙江省,2007,5268.6552,3873.7852,282.3111,256.9405,546.2362,591.6933
330000,浙江省,2006,4847.8066,3538.0562,279.2198,293.4378,545.4497,470.8629
330000,浙江省,2005,4859.5916,3822.755,287.6882,107.839,446.8332,482.1644
330000,浙江省,2004,5487.3659,4271.061,,220.876,610.2601,385.1688
330000,浙江省,2003,4988.7015,3981.7136,249.5247,160.7894,534.4463,311.7522
330000,浙江省,2002,3738.82,2982.58,176.31,107.59,439.9,208.74
330000,浙江省,2001,3370.4489,2676.9451,116.3784,126.3027,367.2341,199.967
330000,浙江省,2000,2376.0863,1922.961,88.6245,126.3053,218.0754,108.7446
340000,安徽省,2019,11117.4569,8704.4527,96.5805,265.6796,903.2312,1244.0934
340000,安徽省,2018,10849.5931,8454.684,111.3528,230.3846,955.2657,1209.2588
340000,安徽省,2017,11398.6621,8601.7488,108.7713,270.1091,1302.5247,1224.2795
340000,安徽省,2016,8586.3697,6007.4019,134.4117,238.5133,1459.8132,880.6413
340000,安徽省,2015,7759.3473,5254.6783,79.7107,285.3921,1457.5801,761.6968
340000,安徽省,2014,8736.7695,5929.473,150.7709,198.4921,1738.1959,870.6085
340000,安徽省,2013,10077.7146,7143.9862,141.3662,246.0885,1624.774,1062.8659
340000,安徽省,2012,7874.2199,5468.3862,121.5908,233.7528,1440.5472,731.5337
340000,安徽省,2011,8658.6705,6748.7972,129.7897,150.179,1138.9253,620.769
340000,安徽省,2010,7353.95,5797.58,93.97,163.39,966.3,426.68
340000,安徽省,2009,5315.62,4213.94,64.15,163.47,696.21,242.01
340000,安徽省,2008,4585.04,3732.52,115.36,78.38,603.21,170.92
340000,安徽省,2007,3714.1664,3078.1896,52.0926,77.4582,418.1314,140.3872
340000,安徽省,2006,3171.8784,2602.6534,42.3852,84.7825,375.9895,108.453
340000,安徽省,2005,2623.4123,2181.6066,27.066,42.8805,309.5911,89.3341
340000,安徽省,2004,2191.4925,1787.833,,32.5512,300.5598,70.5485
340000,安徽省,2003,1655.5632,1298.3209,41.6533,40.5946,271.9352,44.7125
340000,安徽省,2002,1240.65,949.66,42.3,41.41,207.52,42.07
340000,安徽省,2001,1053.2603,843.3311,10.9683,40.3844,142.0362,27.5086
340000,安徽省,2000,896.0778,708.6671,9.7247,31.2556,135.6697,20.4854
350000,福建省,2019,6398.3636,4614.9975,75.9892,201.6661,331.5434,1250.1566
350000,福建省,2018,7205.3515,5073.7336,175.7388,236.258,557.0757,1338.2842
350000,福建省,2017,5528.7497,3826.3108,106.4104,241.3447,432.0173,1029.0769
350000,福建省,2016,4875.0607,3168.7742,67.4915,272.8966,433.3035,1000.0864
350000,福建省,2015,5244.8531,3185.5748,75.7445,345.6846,684.6812,1028.9125
350000,福建省,2014,6754.0619,4193.8086,180.4474,495.1995,863.9325,1201.1213
350000,福建省,2013,7193.0075,4795.8333,187.8544,381.572,888.8489,1126.7533
350000,福建省,2012,5342.9663,3565.1137,86.8958,252.3784,640.9553,884.5189
350000,福建省,2011,7069.4677,4880.0894,164.664,300.836,839.9101,1048.6322
350000,福建省,2010,4679.56,3399.53,198.5,183.46,454.55,642.01
350000,福建省,2009,2423.35,1860.99,87.71,77.44,248.18,236.74
350000,福建省,2008,2797.74,2221.29,87.49,45.3,219.13,312.02
350000,福建省,2007,3927.098,3153.2523,223.1067,54.5339,314.7685,404.5433
350000,福建省,2006,2497.0118,1995.2702,120.391,51.3448,204.6353,245.7615
350000,福建省,2005,2196.5659,1727.3764,33.1762,27.1589,170.5811,271.4495
350000,福建省,2004,1911.6272,1529.5647,,18.9484,246.122,116.9921
350000,福建省,2003,1903.0034,1571.3929,51.6541,22.0921,194.1899,115.3285
350000,福建省,2002,1601.26,1286.05,81.14,47.61,189.68,77.91
350000,福建省,2001,1238.4149,1001.6595,50.9031,28.2143,146.6141,61.927
350000,福建省,2000,1102.8505,891.8723,25.9658,34.9965,125.5466,50.4351
360000,江西省,2019,5862.5652,4666.6379,120.0544,104.1134,581.7581,510.0558
360000,江西省,2018,5801.4939,4454.6544,133.8268,77.3963,711.5322,557.911
360000,江西省,2017,4954.331,3712.0815,94.8739,110.7323,704.6884,426.8288
360000,江西省,2016,3875.0068,2855.0251,93.716,139.2165,576.3928,304.3724
360000,江西省,2015,3704.8704,2603.2558,48.1275,98.8897,663.2695,339.4554
360000,江西省,2014,3348.4181,2559.7697,69.8015,76.8291,438.4781,273.3412
360000,江西省,2013,4138.9557,3050.8301,86.9361,167.125,529.5691,391.4315
360000,江西省,2012,3261.0254,2400.0924,76.2646,137.0194,480.4201,243.4935
360000,江西省,2011,3486.6674,2824.0119,129.5024,61.1117,391.6035,209.9403
360000,江西省,2010,2344.98,1956.47,54.95,41.82,250.13,96.56
360000,江西省,2009,2300.96,1956.02,27.25,28.52,232.8,83.63
360000,江西省,2008,2529.9,2208.14,50.74,20.71,218.14,82.91
360000,江西省,2007,2613.9355,2290.6712,67.3667,18.2636,238.5224,66.4783
360000,江西省,2006,2360.6998,2027.3595,46.7597,14.2622,256.1575,62.9206
360000,江西省,2005,2490.8244,2093.4749,27.2157,20.0293,321.0867,56.2335
360000,江西省,2004,1698.4709,1263.067,,23.9793,339.6085,71.8161
360000,江西省,2003,1484.1658,1128.2165,19.8496,12.4574,287.2373,56.2546
360000,江西省,2002,935.39,734.05,13.9,17.73,158.68,24.93
360000,江西省,2001,606.9878,469.1699,21.7736,16.5606,112.7634,8.4939
360000,江西省,2000,490.9155,398.4954,19.5766,11.6672,69.573,11.1799
370000,山东省,2019,22658.9035,17096.9018,286.6687,765.9064,1603.2501,3192.8452
370000,山东省,2018,18732.247,13940.759,357.7487,613.7705,1488.7366,2688.9809
370000,山东省,2017,14424.9863,10918.3875,227.4035,502.6056,1367.6468,1636.3464
370000,山东省,2016,13293.6928,9747.1215,210.8501,439.2602,1437.3659,1669.9452
370000,山东省,2015,12043.3798,8984.2089,136.6408,496.5969,1357.8642,1204.7098
370000,山东省,2014,13328.069,9821.367,196.4254,456.5519,1661.3827,1388.7674
370000,山东省,2013,15390.7591,11497.2651,207.7391,567.2444,1976.8307,1349.4189
370000,山东省,2012,13902.7241,10837.9656,280.086,378.2691,1590.7985,1095.6909
370000,山东省,2011,14065.3386,11356.5181,294.0885,366.0057,1351.0999,991.7149
370000,山东省,2010,12330.21,10241.55,235.3,161.62,1265.47,661.57
370000,山东省,2009,8491.78,7041.64,100.57,142.6,892.94,414.6
370000,山东省,2008,7662.36,6501.63,102.88,107.25,740.73,312.74
370000,山东省,2007,6623.5406,5636.751,196.3154,162.9859,631.5383,192.2654
370000,山东省,2006,5930.3277,5091.2551,152.8589,135.7687,540.2079,163.096
370000,山东省,2005,5650.042,4795.0547,105.2494,102.3632,564.6088,188.0153
370000,山东省,2004,4017.4463,3300.0963,,64.2029,529.1986,123.9485
370000,山东省,2003,4039.9282,3382.1725,102.2894,59.8683,503.1078,94.7796
370000,山东省,2002,2804.47,2319.12,48.8,61.54,355.99,67.82
370000,山东省,2001,2355.8305,1972.4783,60.9943,60.6263,271.7704,50.9555
370000,山东省,2000,2110.7305,1801.8287,39.2324,41.2939,227.5587,40.0492
410000,河南省,2019,15836.5267,12607.6497,45.463,428.1351,1298.6763,1502.0656
410000,河南省,2018,14677.6518,11431.061,162.663,361.3046,1643.4545,1241.8317
410000,河南省,2017,13628.7824,10439.8161,110.9368,360.9331,1568.6884,1259.3448
410000,河南省,2016,14669.7224,10954.0328,101.0737,331.6147,1791.8524,1592.2225
410000,河南省,2015,10974.1249,8375.263,107.6196,329.7291,1452.3897,816.7431
410000,河南省,2014,10586.5402,8079.3542,81.3892,342.3331,1291.227,873.6259
410000,河南省,2013,12465.092,10055.3125,85.4264,329.9049,1185.5137,894.3609
410000,河南省,2012,10515.1091,8424.445,68.4062,360.084,985.3052,745.2749
410000,河南省,2011,9890.8255,8201.4208,43.9532,265.5884,851.6652,572.1511
410000,河南省,2010,8610.57,7299.94,40.39,171.02,759.29,380.32
410000,河南省,2009,7115.63,6179.78,97.64,89.04,589.8,257.02
410000,河南省,2008,5551.26,4827.09,109.05,93.85,434.8,195.53
410000,河南省,2007,5078.3842,4303.6922,254.603,113.0456,511.9544,149.692
410000,河南省,2006,3330.8831,2702.363,139.9955,99.6851,437.5174,91.3176
410000,河南省,2005,2150.5786,1699.1412,86.5422,63.9492,342.9901,44.4981
410000,河南省,2004,,,,,,
410000,河南省,2003,1486.4727,1284.5394,21.949,35.9752,147.3874,18.5707
410000,河南省,2002,1155.71,996.08,40.8,21.56,111.2,26.88
410000,河南省,2001,969.5579,870.3541,39.5752,13.5531,70.7904,14.8603
410000,河南省,2000,786.943,705.6123,68.8622,19.9024,45.4509,15.9774
420000,湖北省,2019,8708.8545,6849.426,116.9773,203.4233,690.7758,965.2294
420000,湖北省,2018,8495.3226,6698.6518,185.9373,260.6889,678.2402,857.7417
420000,湖北省,2017,7771.8652,5961.7932,202.2392,267.5826,903.2433,639.2461
420000,湖北省,2016,6850.1007,4946.6988,117.4055,230.7742,872.2818,800.3459
420000,湖北省,2015,6734.6651,5120.3663,127.9005,178.9295,892.3684,543.0009
420000,湖北省,2014,7598.6905,5817.8901,92.5158,178.8457,958.7998,643.1549
420000,湖北省,2013,8226.7115,6250.226,111.8461,201.328,1022.1554,753.0021
420000,湖北省,2012,5976.0628,4650.7876,63.9704,218.3816,615.3454,491.5482
420000,湖北省,2011,5577.1057,4432.0758,61.3675,108.2529,697.3399,339.4371
420000,湖北省,2010,5725.77,4454.36,111.92,100.62,656.98,513.8
420000,湖北省,2009,3975.84,3213.92,65.0,91.6,419.58,250.74
420000,湖北省,2008,3112.99,2692.6,126.08,47.84,209.73,162.83
420000,湖北省,2007,2900.6461,2539.2906,126.4561,48.5496,240.8002,72.0057
