省份编码,省份,年份,全社会固定资产投资(亿元),城镇固定资产投资(亿元),房地产开发投资(亿元)
210000,辽宁省,2009,12292.4933,11605.1207,2640.5639
210000,辽宁省,2008,10019.0695,8881.9463,2060.7952
210000,辽宁省,2007,7435.2262,6576.0474,1497.5793
210000,辽宁省,2006,5689.6384,4977.8419,1142.1948
210000,辽宁省,2005,4200.4485,3666.5196,874.2525
210000,辽宁省,2004,2979.59,2580.28,701.1192
210000,辽宁省,2003,2076.360048,1771.2,486.3947
210000,辽宁省,2002,1605.55,1364.0,388.3147
210000,辽宁省,2001,1421.189602,,323.089
210000,辽宁省,2000,1267.68,,264.9062
220000,吉林省,2019,,,1315.522
220000,吉林省,2018,,,1175.8793
220000,吉林省,2017,13283.887,13130.9042,910.1378
220000,吉林省,2016,13923.1955,13773.1688,1016.7618
220000,吉林省,2015,12705.2873,12508.5936,924.2409
220000,吉林省,2014,11339.6212,11107.941,1030.1285
220000,吉林省,2013,9979.2598,9725.7583,1252.4257
220000,吉林省,2012,9511.5,9262.2341,1310.0259
220000,吉林省,2011,7441.71,7226.6494,1195.3911
220000,吉林省,2010,7870.3844,7395.232,921.01
220000,吉林省,2009,6411.5984,5958.9498,756.6737
220000,吉林省,2008,5038.9232,4592.708,641.0364
220000,吉林省,2007,3651.364,3340.1891,490.0844
220000,吉林省,2006,2594.3415,2366.0614,310.1571
220000,吉林省,2005,1741.0949,1581.2551,195.7345
220000,吉林省,2004,1169.1,1059.35,159.9314
220000,吉林省,2003,969.034176,872.9,139.2394
220000,吉林省,2002,834.23,750.7,116.7724
220000,吉林省,2001,701.703483,,92.9705
220000,吉林省,2000,603.51,,63.5194
230000,黑龙江省,2019,,,958.0066
230000,黑龙江省,2018,,,944.4049
230000,黑龙江省,2017,11291.9794,11079.6526,815.5957
230000,黑龙江省,2016,10648.3499,10432.5545,864.8391
230000,黑龙江省,2015,10182.945,9884.2828,992.1453
230000,黑龙江省,2014,9828.9942,9537.8774,1324.0875
230000,黑龙江省,2013,11453.0813,11121.2842,1604.833
230000,黑龙江省,2012,9694.7,9375.4447,1535.8438
230000,黑龙江省,2011,7475.3844,7157.9198,1227.5672
230000,黑龙江省,2010,6812.5591,6292.674,843.12
230000,黑龙江省,2009,5028.8297,4695.7424,563.917
230000,黑龙江省,2008,3655.965,3354.8229,439.8563
230000,黑龙江省,2007,2833.4993,2591.6921,382.3651
230000,黑龙江省,2006,2235.9968,2040.4122,321.3152
230000,黑龙江省,2005,1737.2743,1581.2177,267.6332
230000,黑龙江省,2004,1430.82,1316.97,214.0702
230000,黑龙江省,2003,1166.176853,1069.5,163.2806
230000,黑龙江省,2002,1046.17,958.7,145.7937
230000,黑龙江省,2001,963.5805,,147.0839
230000,黑龙江省,2000,832.64,,104.0979
310000,上海市,2019,,,4231.3761
310000,上海市,2018,,,4033.1832
310000,上海市,2017,7246.6031,7240.9479,3856.5278
310000,上海市,2016,6755.8846,6751.6768,3709.0311
310000,上海市,2015,6352.6996,6349.3886,3468.9415
310000,上海市,2014,6016.4283,6012.966,3206.4773
310000,上海市,2013,5647.7911,5644.1312,2819.5915
310000,上海市,2012,5117.6,5114.6352,2381.3574
310000,上海市,2011,4962.0743,4959.9267,2253.8314
310000,上海市,2010,5108.8956,4630.4723,1980.68
310000,上海市,2009,5043.7528,4618.9096,1462.0724
310000,上海市,2008,4823.1478,4404.9457,1435.7349
310000,上海市,2007,4420.3747,4045.0984,1307.5256
310000,上海市,2006,3900.0368,3497.4751,1275.5938
310000,上海市,2005,3509.6561,3198.5733,1246.856
310000,上海市,2004,3050.26,2862.95,1175.4647
310000,上海市,2003,2499.1445,2245.5,901.2427
310000,上海市,2002,2213.72,2012.3,748.892
310000,上海市,2001,2004.6422,,630.7331
310000,上海市,2000,1869.38,,566.17
320000,江苏省,2019,,,12009.3475
320000,江苏省,2018,,,10982.3369
320000,江苏省,2017,53277.0346,53000.2139,9629.1123
320000,江苏省,2016,49663.2102,49370.8521,8956.3676
320000,江苏省,2015,46246.8689,45905.1694,8153.6814
320000,江苏省,2014,41938.6195,41552.7517,8240.2166
320000,江苏省,2013,36373.324,35982.5173,7241.4512
320000,江苏省,2012,30854.2,30473.7435,6206.0953
320000,江苏省,2011,26692.6245,26313.4617,5567.9439
320000,江苏省,2010,23184.2827,17416.4655,4299.38
320000,江苏省,2009,18949.8746,14266.8014,3338.4976
320000,江苏省,2008,15300.5502,11609.7148,3304.5589
320000,江苏省,2007,12268.0635,9161.373,2515.9058
320000,江苏省,2006,10069.223,7479.6043,1906.713
320000,江苏省,2005,8165.3793,6218.8917,1545.1539
320000,江苏省,2004,6557.05,5008.21,1269.7793
320000,江苏省,2003,5233.001633,4011.6,809.9636
320000,江苏省,2002,3450.12,2515.3,544.1317
320000,江苏省,2001,2823.198547,,414.3552
320000,江苏省,2000,2569.97,,358.7177
330000,浙江省,2019,,,10682.9713
330000,浙江省,2018,,,9944.9348
330000,浙江省,2017,31696.0276,31125.9901,8226.782
330000,浙江省,2016,30276.072,29571.0019,7469.3683
330000,浙江省,2015,27323.3247,26664.7156,7111.9284
330000,浙江省,2014,24262.769,23554.7626,7262.3829
330000,浙江省,2013,20782.1066,20194.0713,6216.2493
330000,浙江省,2012,17649.4,17095.9606,5226.2667
330000,浙江省,2011,14185.2838,13651.6501,4137.2525
330000,浙江省,2010,12376.036,8438.0751,3025.43
330000,浙江省,2009,10742.321,7454.3262,2254.2664
330000,浙江省,2008,9323.002,6551.1014,2023.1177
330000,浙江省,2007,8420.4275,5996.9318,1821.669
330000,浙江省,2006,7590.2212,5429.2766,1574.2756
330000,浙江省,2005,6520.0741,4784.6787,1456.4885
330000,浙江省,2004,5781.35,3998.77,1295.2409
330000,浙江省,2003,4740.2651,3198.5,980.0514
330000,浙江省,2002,3477.47,2429.3,728.798
330000,浙江省,2001,2834.9392,,544.9072
330000,浙江省,2000,2349.95,,362.1771
340000,安徽省,2019,,,6670.4785
340000,安徽省,2018,,,5974.1086
340000,安徽省,2017,29275.0615,28816.3736,5612.4725
340000,安徽省,2016,27033.3777,26577.3716,4603.5625
340000,安徽省,2015,24385.9684,23803.9289,4424.8584
340000,安徽省,2014,21875.5779,21256.2939,4338.9603
340000,安徽省,2013,18621.8987,18091.2064,3946.2264
340000,安徽省,2012,15425.8,14943.8115,3151.6065
340000,安徽省,2011,12455.6893,12007.865,2611.5374
340000,安徽省,2010,11542.938,10281.286,2251.8
340000,安徽省,2009,8990.727,7945.4978,1669.8263
340000,安徽省,2008,6746.9586,5948.6101,1362.6657
340000,安徽省,2007,5087.53,4444.5832,892.0678
340000,安徽省,2006,3533.5609,3050.1522,637.4464
340000,安徽省,2005,2525.1056,2126.6909,459.4413
340000,安徽省,2004,1935.25,1613.01,350.2733
340000,安徽省,2003,1418.692411,1184.5,240.6505
340000,安徽省,2002,1074.46,864.5,146.4887
340000,安徽省,2001,893.3729,,110.9914
340000,安徽省,2000,803.97,,87.9261
350000,福建省,2019,,,5673.1288
350000,福建省,2018,,,4940.338
350000,福建省,2017,26416.2773,26110.3418,4794.2344
350000,福建省,2016,23237.3508,22927.9901,4588.8313
350000,福建省,2015,21301.377,20973.981,4469.6073
350000,福建省,2014,18177.8627,17869.755,4567.4028
350000,福建省,2013,15327.4412,15045.8082,3702.9727
350000,福建省,2012,12439.9,12182.5161,2824.1249
350000,福建省,2011,9910.8904,9677.088,2406.337
350000,福建省,2010,8199.1248,7385.7807,1818.86
350000,福建省,2009,6231.2039,5548.6078,1136.3495
350000,福建省,2008,5207.6821,4601.4982,1129.0921
350000,福建省,2007,4287.7524,3829.0172,1132.4898
350000,福建省,2006,2981.8231,2692.3568,787.3624
350000,福建省,2005,2316.7239,1958.2994,540.3902
350000,福建省,2004,1892.92,1594.54,477.7941
350000,福建省,2003,1496.369454,1229.3,362.0657
350000,福建省,2002,1253.08,1030.6,248.9869
350000,福建省,2001,1172.9112,,225.4918
350000,福建省,2000,1112.2,,207.3691
360000,江西省,2019,,,2239.1084
360000,江西省,2018,,,2174.9319
360000,江西省,2017,22085.339,21770.4331,2013.9823
360000,江西省,2016,19694.2104,19378.6876,1770.9442
360000,江西省,2015,17388.1278,16993.8969,1520.0985
360000,江西省,2014,15079.2554,14646.3081,1322.4909
360000,江西省,2013,12850.2527,12434.9494,1174.5768
360000,江西省,2012,10774.2,10378.3697,969.6176
360000,江西省,2011,9087.5986,8753.9281,867.0285
360000,江西省,2010,8772.2717,7856.9409,706.82
360000,江西省,2009,6643.1422,6008.1185,634.5238
360000,江西省,2008,4745.4333,4325.3781,547.657
360000,江西省,2007,3301.9427,2954.8723,435.4573
360000,江西省,2006,2683.5745,2375.3863,345.9564
360000,江西省,2005,2176.5954,1902.6581,301.0982
360000,江西省,2004,1713.2,1477.89,242.8351
360000,江西省,2003,1303.222474,1099.1,177.4707
360000,江西省,2002,889.04,714.6,103.6441
360000,江西省,2001,631.835307,,63.5195
360000,江西省,2000,516.08,,42.3705
370000,山东省,2019,,,8614.8945
370000,山东省,2018,,,7552.9666
370000,山东省,2017,55202.7222,54236.0344,6637.2455
370000,山东省,2016,53322.9388,52364.4936,6323.3819
370000,山东省,2015,48312.437,47381.4559,5892.1606
370000,山东省,2014,42495.5478,41599.1323,5817.9538
370000,山东省,2013,36789.071,35875.8558,5444.5312
370000,山东省,2012,31256.0,30319.7641,4708.3068
370000,山东省,2011,26749.6777,25907.3848,4106.753
370000,山东省,2010,23280.5154,18844.4068,3249.37
370000,山东省,2009,19034.5274,15439.097,2428.7324
370000,山东省,2008,15435.9284,12528.9581,2038.5338
370000,山东省,2007,12537.7014,10153.5618,1521.0223
370000,山东省,2006,11111.422,8715.5,1185.3776
370000,山东省,2005,9307.2988,7275.0622,977.7098
370000,山东省,2004,6970.62,5418.55,764.7864
370000,山东省,2003,5315.144241,4163.9,581.8758
370000,山东省,2002,3483.31,2581.8,391.1649
370000,山东省,2001,2788.682558,,297.3507
370000,山东省,2000,2531.1,,223.287
410000,河南省,2019,,,7464.5887
410000,河南省,2018,,,7015.4731
410000,河南省,2017,44496.9341,43890.3572,7090.2498
410000,河南省,2016,40415.0896,39753.9281,6179.126
410000,河南省,2015,35660.3464,34951.283,4818.9338
410000,河南省,2014,30782.169,30012.2847,4375.7143
410000,河南省,2013,26087.4583,25188.0603,3843.759
410000,河南省,2012,21450.0,20558.6138,3035.2884
410000,河南省,2011,17768.9528,16934.3229,2626.5442
410000,河南省,2010,16585.8591,13934.8197,2114.08
410000,河南省,2009,13704.5039,11454.8894,1553.7595
410000,河南省,2008,10490.6446,8721.1879,1206.7124
410000,河南省,2007,8010.1136,6609.1612,837.1064
410000,河南省,2006,5904.7143,4840.8005,581.9517
410000,河南省,2005,4311.6327,3461.2327,388.5172
410000,河南省,2004,3099.38,2434.88,258.8214
410000,河南省,2003,2262.972566,1677.2,185.5555
410000,河南省,2002,1725.93,1195.9,138.3602
410000,河南省,2001,1544.055571,,102.8366
410000,河南省,2000,1377.74,,77.8754
420000,湖北省,2019,,,5111.7254
420000,湖北省,2018,,,4693.1172
420000,湖北省,2017,32282.361,31872.5708,4574.8908
420000,湖北省,2016,30011.6538,29503.8751,4296.3824
420000,湖北省,2015,26563.8963,26086.4157,4249.2298
420000,湖北省,2014,22915.3003,22441.6718,3983.79
420000,湖北省,2013,19307.3308,18796.8523,3286.0234
420000,湖北省,2012,15578.3,15148.7079,2539.4649
420000,湖北省,2011,12557.3402,12195.3892,2066.4808
420000,湖北省,2010,10262.697,9405.6302,1618.24
420000,湖北省,2009,7866.8891,7183.6717,1200.4443
420000,湖北省,2008,5647.0131,5148.7584,892.6684
420000,湖北省,2007,4330.3573,3927.3552,723.7255
420000,湖北省,2006,3343.4672,3038.492,564.7563
420000,湖北省,2005,2676.5753,2387.4069,447.9501
420000,湖北省,2004,2264.81,2005.15,337.2808
420000,湖北省,2003,1809.454211,1573.7,239.0412
420000,湖北省,2002,1605.06,1376.2,178.6402
420000,湖北省,2001,1486.5484,,151.239
420000,湖北省,2000,1339.2,,134.628
430000,湖南省,2019,,,4445.4659
430000,湖南省,2018,,,3945.9495
430000,湖南省,2017,31959.2273,31328.0788,3426.1289
430000,湖南省,2016,28353.3256,27688.4452,2957.0441
430000,湖南省,2015,25045.0778,24324.1707,2613.746
430000,湖南省,2014,21242.92,20548.5509,2883.5662
430000,湖南省,2013,17841.3974,17225.1861,2628.3245
430000,湖南省,2012,14523.2,13966.2585,2210.5229
430000,湖南省,2011,11880.9154,11407.7428,1943.8231
430000,湖南省,2010,9663.5841,8617.9844,1469.07
430000,湖南省,2009,7703.3812,6880.0027,1084.5775
430000,湖南省,2008,5534.0361,4879.9577,955.9153
430000,湖南省,2007,4154.7577,3609.5398,754.5813
430000,湖南省,2006,3175.5246,2718.4442,556.0646
430000,湖南省,2005,2629.0663,2203.9515,456.9741
430000,湖南省,2004,2072.56,1679.39,334.8655
430000,湖南省,2003,1590.3232,1235.3,230.0324
430000,湖南省,2002,1347.96,988.3,150.9229
430000,湖南省,2001,1174.2998,,107.4104
430000,湖南省,2000,1012.24,,74.8269
440000,广东省,2019,,,15852.162
440000,广东省,2018,,,14412.1933
440000,广东省,2017,37761.7454,37403.9119,12075.6935
440000,广东省,2016,33303.6406,32947.3005,10307.7952
440000,广东省,2015,30343.0337,29950.4834,8538.4666
440000,广东省,2014,26293.9336,25843.057,7638.453
440000,广东省,2013,22308.3858,21795.5152,6489.592
440000,广东省,2012,18751.5,18250.1281,5352.7853
440000,广东省,2011,17069.2048,16599.1635,4809.9096
440000,广东省,2010,15623.6976,12599.2607,3659.69
440000,广东省,2009,12933.1217,10230.0526,2961.3189
440000,广东省,2008,10868.6726,8640.8744,2949.2536
440000,广东省,2007,9294.2635,7368.6867,2517.2282
440000,广东省,2006,7973.3691,6553.6703,1843.5134
440000,广东省,2005,6977.9265,5890.1057,1591.8983
440000,广东省,2004,5870.02,5029.44,1355.8422
440000,广东省,2003,4813.1983,4145.1,1233.5231
440000,广东省,2002,3850.78,3287.3,1115.2547
440000,广东省,2001,3484.4304,,972.342
440000,广东省,2000,3145.13,,858.6126
450000,广西壮族自治区,2019,,,3814.4125
450000,广西壮族自治区,2018,,,3004.1257
450000,广西壮族自治区,2017,20499.1106,19908.2715,2683.483
450000,广西壮族自治区,2016,18236.7817,17652.9486,2397.9862
450000,广西壮族自治区,2015,16227.7817,15654.947,1909.0933
450000,广西壮族自治区,2014,13843.2197,13287.609,1838.4942
450000,广西壮族自治区,2013,11907.6669,11383.9294,1614.6322
450000,广西壮族自治区,2012,9808.6,9345.1791,1554.9388
450000,广西壮族自治区,2011,7990.6554,7580.8991,1517.4656
450000,广西壮族自治区,2010,7057.5552,6383.2561,1206.22
450000,广西壮族自治区,2009,5237.2398,4689.8801,813.6811
450000,广西壮族自治区,2008,3756.4125,3325.9456,627.3423
450000,广西壮族自治区,2007,2939.6701,2596.7374,536.2835
450000,广西壮族自治区,2006,2198.7176,1947.8097,369.9803
450000,广西壮族自治区,2005,1661.1713,1480.9178,286.7915
450000,广西壮族自治区,2004,1236.51,1094.62,192.3476
450000,广西壮族自治区,2003,921.303515,791.3,120.3112
450000,广西壮族自治区,2002,750.33,627.7,75.2807
450000,广西壮族自治区,2001,655.628998,,55.5826
450000,广西壮族自治区,2000,583.34,,38.6747
460000,海南省,2019,,,1336.1768
460000,海南省,2018,,,1715.0418
460000,海南省,2017,4244.4012,4125.3963,2053.1061
460000,海南省,2016,3890.4453,3747.0251,1787.5968
460000,海南省,2015,3451.2215,3355.4048,1703.9963
460000,海南省,2014,3112.232,3039.4555,1431.6515
460000,海南省,2013,2697.9286,2625.5925,1196.7581
460000,海南省,2012,2145.4,2064.4442,886.644
460000,海南省,2011,1657.2337,1599.1401,650.78
460000,海南省,2010,1317.0434,1257.4997,467.87
460000,海南省,2009,988.3153,942.6794,287.9573
460000,海南省,2008,705.4233,668.0173,199.4474
460000,海南省,2007,502.3744,472.767,127.5741
460000,海南省,2006,423.8914,397.0009,89.2554
460000,海南省,2005,367.1693,339.2444,70.8494
460000,海南省,2004,317.05,291.02,55.9917
460000,海南省,2003,280.016411,246.2,36.6131
460000,海南省,2002,225.41,202.7,20.1112
460000,海南省,2001,213.316653,,17.1111
460000,海南省,2000,198.87,,10.3372
500000,重庆市,2019,,,4439.3034
500000,重庆市,2018,,,4248.7612
500000,重庆市,2017,17537.0476,17440.5655,3980.0837
500000,重庆市,2016,16048.0951,15931.7829,3725.9452
500000,重庆市,2015,14353.2447,14208.1475,3751.2812
500000,重庆市,2014,12285.4154,12140.8336,3630.2331
500000,重庆市,2013,10435.2366,10290.9525,3012.7838
500000,重庆市,2012,8736.2,8610.3706,2508.35
500000,重庆市,2011,7473.3786,7366.9542,2015.0883
500000,重庆市,2010,6688.9139,6170.6095,1620.26
500000,重庆市,2009,5214.2803,4855.1053,1238.9125
500000,重庆市,2008,3979.5921,3715.8987,990.997
500000,重庆市,2007,3127.7376,2937.0695,849.8966
500000,重庆市,2006,2407.3568,2251.984,629.669
500000,重庆市,2005,1933.1582,1777.069,517.7291
500000,重庆市,2004,1537.05,1400.58,393.0919
500000,重庆市,2003,1161.5118,1040.6,327.8881
500000,重庆市,2002,899.26,795.1,245.913
500000,重庆市,2001,697.0277,,196.6684
500000,重庆市,2000,572.59,,139.6327
510000,四川省,2019,,,6573.2391
510000,四川省,2018,,,5697.8652
510000,四川省,2017,31902.085,31235.8916,5149.8939
510000,四川省,2016,28811.9544,28229.7872,5282.6449
510000,四川省,2015,25525.9,24965.5648,4813.0252
510000,四川省,2014,23318.5666,22662.1264,4380.0919
510000,四川省,2013,20326.1081,19755.2867,3852.9951
510000,四川省,2012,17040.0,16530.3144,3266.397
510000,四川省,2011,14222.2224,13687.7466,2819.1654
510000,四川省,2010,13116.7166,11061.3813,2194.63
510000,四川省,2009,11371.8725,9090.0851,1588.3709
510000,四川省,2008,7127.813,6362.0844,1451.6992
510000,四川省,2007,5639.7996,5043.4159,1326.8344
510000,四川省,2006,4412.8753,3927.3709,914.4961
510000,四川省,2005,3585.1815,2991.7744,701.4479
510000,四川省,2004,2818.42,2322.91,510.0803
510000,四川省,2003,2336.3438,1835.1,450.867
510000,四川省,2002,1902.72,1481.2,344.3775
510000,四川省,2001,1617.5184,,268.1539
510000,四川省,2000,1418.04,,195.9674
520000,贵州省,2019,,,2990.8139
520000,贵州省,2018,,,2349.2273
520000,贵州省,2017,15503.8556,15288.0106,2200.9978
520000,贵州省,2016,13203.996,12929.1694,2148.9608
520000,贵州省,2015,10945.5434,10676.703,2205.092
520000,贵州省,2014,9025.7514,8778.4029,2187.6698
520000,贵州省,2013,7373.6013,7102.7771,1942.5435
520000,贵州省,2012,5717.8,5504.9474,1467.596
520000,贵州省,2011,4235.9221,4026.468,873.4768
520000,贵州省,2010,3104.918,2609.3592,556.69
520000,贵州省,2009,2412.0161,2049.8252,371.2507
520000,贵州省,2008,1864.4524,1609.3428,311.2556
520000,贵州省,2007,1488.8043,1289.1302,249.6674
520000,贵州省,2006,1197.4272,1052.7924,186.7933
520000,贵州省,2005,998.2529,899.3332,154.1209
520000,贵州省,2004,865.23,780.24,121.6603
520000,贵州省,2003,748.1208,667.9,104.951
520000,贵州省,2002,632.97,555.8,83.0128
520000,贵州省,2001,536.014,,67.0085
520000,贵州省,2000,396.98,,46.5815
530000,云南省,2019,,,4151.4085
530000,云南省,2018,,,3247.2329
530000,云南省,2017,18935.9862,18474.8903,2786.2513
530000,云南省,2016,16119.4004,15662.4894,2688.338
530000,云南省,2015,13500.6165,13069.3912,2669.0091
530000,云南省,2014,11498.5346,11073.8123,2846.6541
530000,云南省,2013,9968.3008,9621.8329,2488.3284
530000,云南省,2012,7831.1,7553.5125,1782.1351
530000,云南省,2011,6190.9988,5932.7499,1280.1263
530000,云南省,2010,5528.7146,5052.6134,900.44
530000,云南省,2009,4526.3729,4117.5129,737.4566
530000,云南省,2008,3435.9252,3106.3328,557.6906
530000,云南省,2007,2759.0333,2443.7911,422.8593
530000,云南省,2006,2208.6025,2001.8477,332.1513
530000,云南省,2005,1777.6297,1592.2855,246.9114
530000,云南省,2004,1291.54,1112.97,149.9305
530000,云南省,2003,1000.1248,839.2,114.9688
530000,云南省,2002,814.61,664.8,96.2623
530000,云南省,2001,738.4472,,87.9843
530000,云南省,2000,683.96,,83.2253
540000,西藏自治区,2019,,,129.5559
540000,西藏自治区,2018,,,92.6036
540000,西藏自治区,2017,1975.6006,1975.6006,40.3647
540000,西藏自治区,2016,1596.0488,1596.0488,48.5361
540000,西藏自治区,2015,1295.6783,1295.6783,50.0161
540000,西藏自治区,2014,1069.2315,1069.2315,52.9087
540000,西藏自治区,2013,876.0023,876.0023,9.6777
540000,西藏自治区,2012,670.5,670.5168,6.8719
540000,西藏自治区,2011,516.3099,516.3099,5.1342
540000,西藏自治区,2010,462.669,404.9806,8.96
540000,西藏自治区,2009,378.2757,327.635,15.748
540000,西藏自治区,2008,309.9149,271.2546,13.7388
540000,西藏自治区,2007,270.3427,230.8271,11.6767
540000,西藏自治区,2006,231.1415,200.6509,8.9022
540000,西藏自治区,2005,181.389,181.389,6.0207
540000,西藏自治区,2004,162.36,162.36,5.3934
540000,西藏自治区,2003,133.9556,134.0,2.0005
540000,西藏自治区,2002,106.58,106.6,2.7692
540000,西藏自治区,2001,83.2577,,1.4993
540000,西藏自治区,2000,64.05,,0.9771
610000,陕西省,2019,,,3903.6487
610000,陕西省,2018,,,3534.6664
610000,陕西省,2017,23819.3779,23468.2076,3101.9724
610000,陕西省,2016,20825.2532,20474.8521,2736.7546
610000,陕西省,2015,18582.2428,18231.0291,2494.285
610000,陕西省,2014,17191.9249,16840.2739,2426.4914
610000,陕西省,2013,14884.145,14533.5128,2240.1692
610000,陕西省,2012,12044.5,11705.8315,1835.9321
610000,陕西省,2011,9431.0818,9108.9841,1410.9037
