省份编码,省份,年份,房地产开发企业主营业务收入(亿元),房地产开发企业土地转让收入(亿元),房地产开发企业商品房销售收入(亿元),房地产开发企业房屋出租收入(亿元),房地产开发企业其他收入(亿元),房地产开发企业主营业务税金及附加(亿元),房地产开发企业营业利润(亿元)
370000,山东省,2001,220.3101,4.1411,200.8503,0.5745,14.7442,11.4555,11.1296
370000,山东省,2000,172.1014,1.4081,152.4013,0.9183,17.3737,8.1635,5.4809
410000,河南省,2019,5458.19331,33.13373,5181.40494,33.52366,210.13098,,789.04548
410000,河南省,2018,5043.346,41.11618,4771.26453,32.73189,198.233399999999,218.52205,791.27972
410000,河南省,2017,3894.88458,22.76134,3684.55318,30.31831,157.25175,198.24145,432.52046
410000,河南省,2016,3678.44203,32.17602,3546.80602,37.44373,62.01626,248.41149,349.50204
410000,河南省,2015,2839.59414,8.37248,2749.98409,48.03196,33.20561,243.61797,327.39229
410000,河南省,2014,2529.22381,6.78969,2424.73578,73.68286,24.01548,205.67091,300.45148
410000,河南省,2013,2625.42323,17.53362,2511.12373,52.9686,43.79728,215.44074,396.67276
410000,河南省,2012,1570.94308,7.71976,1513.3586,20.99548,28.86924,131.89152,172.96047
410000,河南省,2011,1386.52308,4.56579,1340.04138,20.315,21.60091,105.51934,161.41944
410000,河南省,2010,1200.56,3.74,1167.64,13.74,15.44,89.55,135.17
410000,河南省,2009,893.3162,6.3141,872.189,1.3006,13.5125,64.5284,107.395
410000,河南省,2008,704.6582,5.3621,677.213,2.9211,19.162,48.1789,76.0161
410000,河南省,2007,609.0315,4.5874,593.9029,1.42,9.1212,43.8474,58.3482
410000,河南省,2006,397.9391,2.4054,388.7229,2.3325,4.4783,25.8454,27.04
410000,河南省,2005,281.108,6.1734,267.503,1.1543,6.2773,16.0582,17.001
410000,河南省,2004,202.0881,1.5111,191.8109,3.8611,4.9049,,2.9943
410000,河南省,2003,145.5785,2.1397,136.8253,1.8096,4.8039,7.6469,-3.2181
410000,河南省,2002,107.6871,0.591,92.2688,2.3136,12.5137,5.499,-2.3582
410000,河南省,2001,83.307,0.8893,72.4127,2.9675,7.0375,3.9089,-2.7107
410000,河南省,2000,59.0082,0.5061,54.025,0.2006,4.2765,2.5251,3.3386
420000,湖北省,2019,4837.01585,41.6499,4529.65445,49.209,216.5025,,779.63258
420000,湖北省,2018,5931.40293,31.39801,5716.00297,48.10051,135.901440000001,331.65089,1359.59041
420000,湖北省,2017,3683.46797,12.76098,3512.87419,35.11458,122.71822,203.05142,494.00021
420000,湖北省,2016,3278.53012,30.58865,3119.43733,44.01595,84.48819,245.83659,400.20206
420000,湖北省,2015,2744.2141,24.18649,2631.26041,31.65721,57.10999,264.62582,305.90737
420000,湖北省,2014,2471.07847,29.40976,2316.27933,37.03589,88.35349,224.96405,338.80527
420000,湖北省,2013,2869.45535,22.6793,2725.68056,35.97644,85.11905,235.855,486.86886
420000,湖北省,2012,1731.02989,18.3164,1600.22716,38.51373,73.9726,147.90711,203.20635
420000,湖北省,2011,1511.14287,47.58242,1398.35294,17.4355,47.77201,142.31416,189.59045
420000,湖北省,2010,1105.94,14.06,1035.52,11.23,45.14,89.1,123.03
420000,湖北省,2009,861.6695,8.1033,803.1541,1.7644,48.6478,60.1846,102.0391
420000,湖北省,2008,687.9905,5.3684,649.1929,2.0117,31.4175,47.5189,90.8614
420000,湖北省,2007,510.8952,3.2707,481.0571,1.7629,24.8045,32.4286,54.4947
420000,湖北省,2006,323.7743,5.6824,303.3754,0.9954,13.7211,18.8091,19.8383
420000,湖北省,2005,281.4242,4.1205,266.7472,0.7526,9.8039,16.4476,4.9728
420000,湖北省,2004,274.196,3.273,253.9708,3.0345,13.9177,,6.3769
420000,湖北省,2003,157.9605,1.4434,143.9571,1.5652,10.9948,8.2747,1.3256
420000,湖北省,2002,104.3146,2.144,93.6925,0.9342,7.5439,5.0859,3.6218
420000,湖北省,2001,91.6774,1.6585,82.2855,0.9771,6.7563,4.7036,-1.7438
420000,湖北省,2000,72.6012,2.3689,63.5023,1.1459,5.5841,3.5137,-2.7695
430000,湖南省,2019,3900.53886,38.97516,3722.97147,20.35303,118.2392,,361.58387
430000,湖南省,2018,4040.2387,27.81111,3857.00028,17.55169,137.87562,183.73922,508.08803
430000,湖南省,2017,2708.35694,14.53814,2594.58688,14.77363,84.4582900000002,141.299,141.13021
430000,湖南省,2016,2269.11104,16.30819,2184.93516,19.43017,48.43752,131.8033,64.0477
430000,湖南省,2015,1912.93381,26.9263,1812.19017,15.07775,58.73959,150.91722,33.45842
430000,湖南省,2014,1934.72013,17.02952,1837.77939,22.8724,57.03882,154.22302,115.71964
430000,湖南省,2013,2386.74328,31.69638,2276.8047,22.63737,55.60483,175.33218,240.04903
430000,湖南省,2012,1386.37433,38.79977,1300.57051,18.33806,28.66599,109.58008,77.14239
430000,湖南省,2011,1212.12332,18.72807,1150.26088,6.67344,36.46093,95.46124,66.51551
430000,湖南省,2010,1115.81,11.14,1081.27,4.63,18.77,75.97,95.74
430000,湖南省,2009,804.8569,8.0275,764.5482,0.0,32.2811,52.2483,43.7091
430000,湖南省,2008,617.103,15.0125,569.6739,2.7407,29.6759,40.0165,52.8208
430000,湖南省,2007,504.4767,20.3876,457.9547,3.4215,22.7129,38.9885,-0.1631
430000,湖南省,2006,378.2524,18.1691,327.4608,2.4267,30.1958,21.6424,-8.2272
430000,湖南省,2005,310.7663,11.9943,249.2305,3.9291,45.6124,17.13,4.9479
430000,湖南省,2004,284.1606,22.2422,234.07,4.3215,23.5268,,5.3917
430000,湖南省,2003,133.0404,10.5646,115.9731,1.1273,5.3754,7.1762,-0.2358
430000,湖南省,2002,96.5327,8.7741,79.3907,0.6929,7.675,5.0539,-2.5966
430000,湖南省,2001,66.5477,6.0049,48.6086,0.9236,11.0106,3.3712,-4.5729
430000,湖南省,2000,46.4019,4.8753,39.8573,0.3515,1.3178,2.3149,-0.4986
440000,广东省,2019,16160.50697,47.98114,15495.85629,236.77959,379.88995,,3496.67712
440000,广东省,2018,14484.11017,61.32025,13850.31074,213.807,358.672179999998,1387.80238,3514.2647
440000,广东省,2017,12101.26476,20.98281,11634.94286,245.78863,199.550460000001,1109.73403,2464.99899
440000,广东省,2016,11204.32319,13.88528,10752.45695,265.87913,172.10183,1119.05972,2032.07103
440000,广东省,2015,8238.35618,10.87182,7881.00564,205.88212,140.5966,898.40418,1279.88066
440000,广东省,2014,7064.08062,40.01888,6738.00458,165.46772,120.58944,838.14024,1123.64654
440000,广东省,2013,7277.17411,47.93945,6929.0025,167.56874,132.66342,805.42625,1460.22416
440000,广东省,2012,5234.92085,41.7097,4892.52028,161.79141,138.89946,609.81343,894.90961
440000,广东省,2011,4645.97128,65.29041,4320.788,107.03644,152.85643,469.18539,972.01182
440000,广东省,2010,4168.07,40.13,3891.45,97.06,139.43,399.09,676.31
440000,广东省,2009,4063.4056,35.9674,3809.9039,54.6414,162.893,355.3168,672.2295
440000,广东省,2008,2956.2903,42.2058,2605.0351,73.4171,235.6324,230.0369,480.4588
440000,广东省,2007,3270.2297,75.2014,2931.4579,60.7574,202.813,253.9187,549.8023
440000,广东省,2006,2398.6186,46.5073,2117.7321,58.0118,176.3674,145.3557,337.1527
440000,广东省,2005,2292.688,58.5767,2017.1851,45.7328,171.1934,125.941,216.5778
440000,广东省,2004,1730.6972,54.0339,1539.129,36.6564,100.8779,,128.6009
440000,广东省,2003,1470.5884,43.5521,1328.7783,29.9798,68.2782,81.1515,106.6154
440000,广东省,2002,1214.6427,39.4846,1049.8272,27.0643,98.2666,67.4432,76.0776
440000,广东省,2001,959.5354,29.3409,842.3147,23.8596,64.0202,50.4508,56.8093
440000,广东省,2000,915.5672,41.3278,788.4333,28.1392,57.6669,47.7037,43.5483
450000,广西壮族自治区,2019,2342.83178,16.94818,2238.37234,23.46922,64.04204,,234.0411
450000,广西壮族自治区,2018,2092.57206,11.03342,2012.38494,18.0882,51.0654999999998,111.36501,257.39375
450000,广西壮族自治区,2017,1572.94688,23.84914,1497.42837,19.27793,32.3914399999998,76.58456,176.29503
450000,广西壮族自治区,2016,1371.29782,22.11894,1312.4198,18.51652,18.24256,101.92123,124.74185
450000,广西壮族自治区,2015,1122.11423,8.07604,1068.44635,25.22884,20.363,104.11703,80.36779
450000,广西壮族自治区,2014,929.95794,4.39742,886.94914,25.56658,13.0448,84.29559,51.54679
450000,广西壮族自治区,2013,955.69746,14.24606,897.42367,14.71211,29.31562,89.62913,97.4651
450000,广西壮族自治区,2012,775.73155,16.30115,718.87614,16.65985,23.89441,73.26069,47.20563
450000,广西壮族自治区,2011,702.32337,5.22308,681.31361,8.13732,7.64936,53.48433,77.88049
450000,广西壮族自治区,2010,643.31,4.59,619.32,4.09,15.31,51.89,70.92
450000,广西壮族自治区,2009,567.5083,8.9547,540.203,2.2298,16.1208,48.9222,53.7479
450000,广西壮族自治区,2008,377.368,6.8109,361.3412,1.7793,7.4366,27.767,32.1994
450000,广西壮族自治区,2007,353.1568,7.1191,340.3319,1.6504,4.0554,26.2344,19.1231
450000,广西壮族自治区,2006,260.4445,5.6983,251.0735,0.6603,3.0124,17.4395,14.7866
450000,广西壮族自治区,2005,192.4255,7.903,181.5179,0.4208,2.5838,11.9912,15.1403
450000,广西壮族自治区,2004,164.4806,9.7923,144.8104,1.3079,8.5701,,5.0104
450000,广西壮族自治区,2003,99.5439,6.6252,84.0738,3.6676,5.1773,6.6196,2.8322
450000,广西壮族自治区,2002,69.5146,5.7163,59.8202,0.3646,3.6135,4.5911,2.8992
450000,广西壮族自治区,2001,53.1115,4.432,46.7066,0.5131,1.4598,2.7743,3.1009
450000,广西壮族自治区,2000,33.8043,4.4056,27.571,0.4073,1.4204,1.7404,-1.6017
460000,海南省,2019,1274.86985,28.40391,1215.00815,5.80117,25.65662,,124.568
460000,海南省,2018,1525.67801,2.1721,1483.2685,9.47532,30.7620900000002,137.64956,204.50343
460000,海南省,2017,1623.60716,16.99706,1545.64652,7.69352,53.2700600000001,85.17732,196.94468
460000,海南省,2016,968.26762,3.47943,868.41117,8.01251,88.36451,88.65466,41.47307
460000,海南省,2015,593.67022,5.08178,567.10475,3.54568,17.93801,65.31664,-15.90614
460000,海南省,2014,617.93456,26.41326,565.81694,5.77207,19.93229,66.15099,11.92802
460000,海南省,2013,634.21644,6.96887,600.10468,3.32011,23.82278,73.49289,96.04833
460000,海南省,2012,501.03983,9.03595,448.54699,2.75653,40.70036,58.00649,39.8112
460000,海南省,2011,416.72061,5.42232,397.57966,6.40525,7.31338,40.57859,54.05234
460000,海南省,2010,403.7,4.01,395.74,0.6,3.36,34.69,83.41
460000,海南省,2009,268.4113,0.0479,265.1589,0.2564,2.9481,22.0222,40.2058
460000,海南省,2008,186.5071,31.3788,147.7981,1.3167,6.0135,13.9872,44.0162
460000,海南省,2007,118.4764,2.1392,110.483,0.129,5.7252,8.9867,9.7482
460000,海南省,2006,70.0268,6.4236,60.8309,0.0392,2.7331,4.0577,1.0635
460000,海南省,2005,43.2148,2.382,39.1083,0.0773,1.6472,2.3784,-4.9959
460000,海南省,2004,52.5781,3.8779,43.5754,0.6762,4.4487,,-8.2429
460000,海南省,2003,23.0178,1.053,18.192,0.2451,3.5277,1.1061,-1.8274
460000,海南省,2002,16.8475,1.2155,11.9452,0.2333,3.4535,0.6581,-0.9331
460000,海南省,2001,12.9722,1.5835,8.8904,0.2354,2.2629,0.5964,-1.1416
460000,海南省,2000,10.9286,1.412,5.8179,0.11,3.5887,0.6704,-0.437
500000,重庆市,2019,3777.44129,44.63824,3588.16784,45.91235,98.72286,,812.72525
500000,重庆市,2018,3713.68836,61.34537,3480.92258,51.14397,120.27644,152.17473,588.29775
500000,重庆市,2017,2747.3823,66.55201,2553.50874,37.93017,89.3913800000001,116.68203,167.19463
500000,重庆市,2016,2498.85175,91.6182,2277.50329,51.51956,78.2107,155.186,150.58854
500000,重庆市,2015,2278.70136,51.42023,2094.29571,72.36432,60.6211,179.70943,162.05398
500000,重庆市,2014,2425.24823,35.67808,2246.28963,54.85008,88.43044,204.64586,189.0607
500000,重庆市,2013,2655.21427,40.17589,2421.65608,48.41834,144.96396,210.73059,365.0014
500000,重庆市,2012,1803.605,75.63385,1643.65318,27.48343,56.83454,152.37925,189.11026
500000,重庆市,2011,1631.58686,54.7361,1498.62096,27.38701,50.84279,132.92436,197.53595
500000,重庆市,2010,1473.22,25.41,1379.25,25.03,43.52,96.71,164.34
500000,重庆市,2009,1135.1941,54.8146,1041.909,9.0251,29.4454,69.0546,125.4707
500000,重庆市,2008,837.1133,12.1685,764.6947,18.7455,41.5046,48.7805,90.9792
500000,重庆市,2007,749.4978,9.0684,691.6711,5.6993,43.059,41.9396,42.0912
500000,重庆市,2006,456.3846,7.196,414.2527,7.9454,26.9905,26.6282,24.1542
500000,重庆市,2005,360.5726,7.055,316.4616,6.773,30.283,20.1759,21.2588
500000,重庆市,2004,308.7249,4.8307,275.8192,6.5653,21.5097,,13.5141
500000,重庆市,2003,246.986,3.7242,191.4342,4.3603,47.4673,12.8979,5.6159
500000,重庆市,2002,179.7962,6.1477,139.3866,3.8912,30.3707,9.7386,1.1158
500000,重庆市,2001,123.302,4.6392,102.3896,2.7629,13.5103,6.3771,-0.0658
500000,重庆市,2000,93.6822,3.3104,76.381,1.6518,12.339,4.5803,-2.0402
510000,四川省,2019,4992.07688,21.34208,4829.50326,50.81051,90.42103,,514.95737
510000,四川省,2018,5444.42667,28.92105,5259.77129,44.27076,111.46357,264.76477,729.29679
510000,四川省,2017,4038.7577,15.58445,3859.75879,30.50915,132.90531,212.57393,349.84855
510000,四川省,2016,3479.92293,5.0331,3384.04844,39.89219,50.9492,228.26063,154.97915
510000,四川省,2015,3111.53867,3.62737,3010.48864,38.58378,58.83888,239.52016,130.4281
510000,四川省,2014,3035.59672,5.65172,2921.45716,38.17024,70.3176,251.03554,202.86313
510000,四川省,2013,3262.71543,11.74815,3140.11048,40.93171,69.92509,258.83342,337.09445
510000,四川省,2012,2549.09818,31.00706,2422.01298,35.27402,60.80412,201.5017,250.46728
510000,四川省,2011,2212.8203,15.92925,2108.04638,17.10754,71.73713,173.18742,220.00062
510000,四川省,2010,2188.18,53.22,2041.32,45.72,47.93,160.45,214.87
510000,四川省,2009,1435.7146,7.8646,1363.8818,4.6693,59.2989,99.7851,121.4871
510000,四川省,2008,998.6368,22.8575,937.4789,5.9687,32.3317,66.6088,62.5105
510000,四川省,2007,978.0001,11.4589,908.0558,3.5132,54.9722,69.0509,65.9611
510000,四川省,2006,686.321,6.5247,644.5087,4.9375,30.3501,44.1217,36.3902
510000,四川省,2005,521.4309,7.9168,430.9151,1.9679,80.6311,29.1772,23.9676
510000,四川省,2004,507.5689,11.3126,465.0438,6.4263,24.7862,,19.909
510000,四川省,2003,380.1311,7.688,357.663,1.5053,13.2748,20.1764,14.5645
510000,四川省,2002,255.3992,8.6496,231.0213,2.1481,13.5802,13.5215,7.962
510000,四川省,2001,214.1451,9.448,190.912,1.7216,12.0635,11.0025,1.4127
510000,四川省,2000,149.0581,5.8998,137.0937,1.1052,4.9594,6.453,3.7021
520000,贵州省,2019,1718.80834,8.97292,1609.46006,12.00722,88.36814,,116.10139
520000,贵州省,2018,1608.96491,11.57922,1499.46211,13.30881,84.6147699999999,70.1267,227.54187
520000,贵州省,2017,1583.50917,6.65331,1488.15044,12.41851,76.2869100000002,87.25718,159.52167
520000,贵州省,2016,1182.03173,3.64197,1144.84022,12.36556,21.18398,75.49074,60.45009
520000,贵州省,2015,926.36353,0.7326,906.11517,8.21129,11.30447,68.59831,12.21809
520000,贵州省,2014,720.81661,1.86452,703.60521,7.06651,8.28037,63.73362,25.81104
520000,贵州省,2013,668.14502,5.21045,630.43365,8.50095,23.99997,54.44607,14.56752
520000,贵州省,2012,549.98271,4.65108,515.70938,7.29108,22.33117,42.39917,23.90478
520000,贵州省,2011,494.80246,0.73709,463.08409,5.46017,25.52111,37.42902,41.41307
520000,贵州省,2010,933.21,3.1,924.71,2.26,3.14,69.93,81.02
520000,贵州省,2009,252.5602,1.6889,216.0877,32.2219,2.5617,18.8693,7.2556
520000,贵州省,2008,157.853,1.6841,152.4948,1.4963,2.1778,11.9694,-7.6335
520000,贵州省,2007,167.1033,0.8652,157.6164,1.469,7.1527,11.2177,-4.9016
520000,贵州省,2006,107.3129,0.8556,102.1979,1.0093,3.2501,7.2314,-5.6945
520000,贵州省,2005,105.2783,2.4181,100.4045,1.0211,1.4346,6.5298,-0.2646
520000,贵州省,2004,91.7059,1.4216,83.3107,4.1418,2.8317,,0.1221
520000,贵州省,2003,71.8363,0.7996,63.936,1.0515,6.0492,3.7535,-16.125
520000,贵州省,2002,57.5798,0.264,51.2504,0.1963,5.8691,3.6078,0.2612
520000,贵州省,2001,46.0126,0.2058,42.5256,0.2045,3.0767,2.3316,-0.5566
520000,贵州省,2000,33.167,0.3229,31.0162,0.3603,1.4676,1.6138,-1.6284
530000,云南省,2019,1820.6965,65.748,1641.11661,25.86471,87.96718,,59.88173
530000,云南省,2018,1677.98445,80.96627,1485.72214,16.70937,94.5866699999999,72.54116,168.86612
530000,云南省,2017,1349.64497,66.79936,1174.03262,26.38586,82.4271300000001,58.95357,54.59524
530000,云南省,2016,1014.34765,6.56481,932.07104,31.70126,44.01054,62.29397,-41.29484
530000,云南省,2015,1034.45313,4.44117,958.70938,24.79417,46.50841,83.92792,-44.59207
530000,云南省,2014,1146.96802,4.11138,1071.79385,23.58226,47.48053,96.46243,-2.7366
530000,云南省,2013,1086.82142,16.4507,1010.8271,27.0346,32.50902,84.63294,49.46296
530000,云南省,2012,835.85905,12.53298,791.42937,9.8196,22.0771,70.755,58.1271
530000,云南省,2011,690.32406,9.54962,649.58021,10.77824,20.41599,53.37021,16.9171
530000,云南省,2010,733.91,11.63,699.65,9.0,13.63,56.13,48.08
530000,云南省,2009,536.3344,7.9427,506.9837,3.9876,17.4205,39.2247,39.0072
530000,云南省,2008,376.863,11.9528,332.9348,15.4122,16.5632,27.435,10.6704
530000,云南省,2007,308.8892,5.7408,296.8597,2.6305,3.6582,21.0181,14.2347
530000,云南省,2006,316.8906,5.8303,304.6985,1.7755,4.5863,18.6766,20.6469
530000,云南省,2005,214.7686,12.9424,198.4361,0.8162,2.5739,11.8469,11.8744
530000,云南省,2004,164.8748,3.442,156.2347,1.9118,3.2864,,2.9256
530000,云南省,2003,103.1761,1.2337,96.4364,0.8785,4.6275,5.521,3.9171
530000,云南省,2002,70.9178,1.9171,66.5105,0.4332,2.057,3.0369,3.1986
530000,云南省,2001,71.5321,2.3928,66.7485,0.6309,1.7599,4.5147,1.8353
530000,云南省,2000,52.5512,2.4885,47.854,0.4282,1.7805,2.8944,0.5794
540000,西藏自治区,2019,50.23453,1.26964,47.98112,0.78799,0.19578,,13.41764
540000,西藏自治区,2018,47.29254,,43.25462,0.50881,3.52911,1.17418,8.27735
540000,西藏自治区,2017,52.17148,0.75097,50.82417,0.03988,0.556459999999998,0.90067,4.68058
540000,西藏自治区,2016,20.23402,0.01241,19.61901,0.22051,0.38209,1.34746,2.10465
540000,西藏自治区,2015,21.45474,0.86139,20.00395,0.41931,0.17009,1.77949,-0.95568
540000,西藏自治区,2014,23.05341,,22.6841,0.33609,0.03322,1.91161,-2.07042
540000,西藏自治区,2013,11.49804,0.04019,11.16568,0.23341,0.05876,0.9393,0.51653
540000,西藏自治区,2012,10.40631,,10.12547,0.1841,0.09612,0.83424,-0.3056
540000,西藏自治区,2011,7.99761,0.02449,7.89762,0.07329,,0.38351,0.75601
540000,西藏自治区,2010,13.77,0.56,8.23,2.19,2.78,0.82,3.41
540000,西藏自治区,2009,10.252,0.3577,8.3469,0.4405,1.1069,0.5057,2.1797
540000,西藏自治区,2008,9.4188,0.055,9.0463,0.0596,0.2579,0.6331,-0.7392
540000,西藏自治区,2007,17.0202,,16.2858,0.7041,0.0303,1.4228,3.2212
540000,西藏自治区,2006,11.8755,0.0,11.1731,0.6534,0.049,0.9408,3.4931
540000,西藏自治区,2005,3.7435,0.003,3.6953,0.0307,0.0145,0.7145,0.6064
540000,西藏自治区,2004,5.4104,1.5796,3.6513,0.0804,0.099,,0.4851
540000,西藏自治区,2003,1.7948,,1.7868,0.008,0.0,0.0736,0.1991
540000,西藏自治区,2002,2.5607,,2.5348,,0.0259,0.087,1.5098
540000,西藏自治区,2001,1.361,,1.1854,0.0444,0.1312,0.1079,0.4568
540000,西藏自治区,2000,7.0528,,7.0528,,,0.0122,-0.0914
610000,陕西省,2019,2038.81028,3.71425,1906.89437,16.16572,112.03594,,212.58044
610000,陕西省,2018,1782.34838,6.072,1688.87882,15.95669,71.4408700000001,68.70989,120.3528
610000,陕西省,2017,1925.28893,1.11562,1868.08938,11.121,44.96293,72.60296,161.80985
610000,陕西省,2016,1758.52259,6.81029,1692.08411,15.56783,44.06036,99.14676,67.95833
610000,陕西省,2015,1359.58511,4.58058,1288.45112,11.16241,55.391,92.76459,83.64558
610000,陕西省,2014,1383.89768,1.62169,1332.69216,11.72906,37.85477,117.1371,114.34249
610000,陕西省,2013,1426.71004,1.73758,1380.82704,10.30413,33.84129,110.72877,146.25905
610000,陕西省,2012,1343.45041,5.2378,1286.88131,11.6147,39.7166,85.70519,130.63337
610000,陕西省,2011,1055.19441,2.9512,1034.25898,4.7463,13.23793,68.6358,117.32159
610000,陕西省,2010,889.45,10.1,860.55,2.63,16.17,57.43,85.48
610000,陕西省,2009,546.9013,3.3779,522.1056,0.3204,21.0974,34.4483,39.181
610000,陕西省,2008,403.1989,5.0073,383.0979,1.7611,13.3325,23.2691,15.4734
610000,陕西省,2007,276.2805,0.7442,269.8491,0.5113,5.1759,19.7279,5.3444
610000,陕西省,2006,187.594,1.682,178.2422,0.2409,7.4289,10.9904,-0.4028
610000,陕西省,2005,154.8383,5.0051,135.2684,0.8484,13.7164,7.3341,-1.8596
610000,陕西省,2004,159.7316,3.7814,109.1447,1.1315,45.6739,,-1.015
610000,陕西省,2003,85.0467,1.9981,78.387,0.5273,4.1343,4.6364,-0.888
610000,陕西省,2002,65.7525,3.4519,56.5989,0.4583,5.2434,3.5158,-2.6492
610000,陕西省,2001,58.1034,0.5067,52.7745,0.7488,4.0734,2.6954,1.4129
610000,陕西省,2000,33.9462,1.2254,30.9938,0.1743,1.5527,1.2961,0.2186
620000,甘肃省,2019,779.19458,2.75215,751.79227,6.52993,18.12023,,41.96125
620000,甘肃省,2018,779.9016,4.57619,756.42292,6.0451,12.8573900000001,31.86754,65.25896
620000,甘肃省,2017,733.00349,1.72709,715.27262,9.20039,6.80339000000012,28.42993,62.05443
620000,甘肃省,2016,649.96685,3.0921,620.50214,7.19756,19.17505,36.83345,34.36122
620000,甘肃省,2015,533.77247,1.38453,511.87824,4.78937,15.72033,41.77695,30.2645
620000,甘肃省,2014,426.48958,1.136,409.22387,5.42417,10.70554,32.02773,12.286
620000,甘肃省,2013,393.71406,1.5375,373.76683,5.15226,13.25747,26.01665,17.14214
620000,甘肃省,2012,297.77871,2.08592,282.15112,4.07135,9.47032,18.30593,8.73499
620000,甘肃省,2011,219.26697,1.77616,209.06741,2.54083,5.88257,14.88267,6.98623
620000,甘肃省,2010,190.68,1.14,180.89,3.9,4.75,13.78,11.12
620000,甘肃省,2009,134.0581,1.0179,122.1075,0.0,10.9327,8.3073,4.8211
620000,甘肃省,2008,123.5221,1.3689,117.1994,1.4362,3.5176,8.5743,4.0071
620000,甘肃省,2007,91.9431,0.7475,86.4314,2.212,2.5522,6.1316,2.7719
620000,甘肃省,2006,75.0186,0.5395,70.7794,0.6983,3.0014,4.1612,0.454
620000,甘肃省,2005,77.5484,0.1648,74.8235,1.4152,1.1449,3.3986,1.9858
620000,甘肃省,2004,61.016,0.1686,56.9836,1.2248,2.6391,,0.1658
620000,甘肃省,2003,30.2309,0.0529,28.4706,0.7254,0.982,1.4393,-0.0464
620000,甘肃省,2002,24.9624,0.1387,21.4028,0.3729,3.048,1.2414,-0.0618
620000,甘肃省,2001,21.8319,0.1773,16.7582,0.1127,4.7837,1.1068,-0.9478
620000,甘肃省,2000,22.5381,0.3816,17.5245,0.5155,4.1165,0.8644,2.8342
630000,青海省,2019,202.01054,0.2872,193.10465,1.34764,7.27105,,9.46355
630000,青海省,2018,144.44536,0.29307,138.67528,1.61705,3.85996000000001,5.40118,10.74761
630000,青海省,2017,136.19512,0.11756,127.26606,3.08893,5.72257000000001,7.91088,10.47116
630000,青海省,2016,258.85122,0.19222,245.8904,3.94491,8.82369,15.61491,15.03136
630000,青海省,2015,114.22516,0.0165,109.21457,1.46616,3.52793,9.47618,0.98001
630000,青海省,2014,152.95986,0.55106,145.57725,2.07172,4.75983,11.21583,4.49802
630000,青海省,2013,106.72777,0.38292,104.55058,1.59126,0.20301,7.61664,-1.75206
630000,青海省,2012,103.40259,0.34759,102.16077,0.76615,0.12808,6.70862,-0.6445
630000,青海省,2011,73.7425,0.26577,71.92379,0.38083,1.17211,5.44374,-3.43529
630000,青海省,2010,47.49,,47.13,0.26,0.09,2.61,1.2
630000,青海省,2009,37.8095,0.0,37.6314,0.0525,0.1256,2.2391,-1.6498
630000,青海省,2008,32.186,0.1374,28.067,0.3022,3.6794,1.9245,-2.1837
630000,青海省,2007,30.5942,0.0196,30.1373,0.1757,0.2616,1.5813,1.4362
630000,青海省,2006,18.1237,0.038,17.8349,0.0728,0.178,0.9298,-0.7553
630000,青海省,2005,19.0067,0.0,18.7966,0.1009,0.1092,0.9409,-0.3259
630000,青海省,2004,22.1306,0.1725,15.6354,0.6189,5.7038,,-0.8512
630000,青海省,2003,11.713,,11.2345,0.0681,0.4104,0.4975,-0.7242
630000,青海省,2002,7.3613,0.075,6.6962,0.0592,0.5309,0.2264,-0.4431
630000,青海省,2001,6.7668,0.0247,6.299,0.0326,0.4105,0.1752,0.0078
630000,青海省,2000,5.558,,4.7182,0.0028,0.837,0.1538,-0.1636
640000,宁夏回族自治区,2019,393.88278,0.03271,378.26383,6.5536,9.03264,,18.24243
640000,宁夏回族自治区,2018,330.0791,4.99249,316.22448,3.8789,4.98322999999998,13.05125,8.04299
640000,宁夏回族自治区,2017,335.46128,1.98764,325.24796,5.09607,3.12961000000001,12.67074,3.69195
640000,宁夏回族自治区,2016,368.59164,0.0618,354.82484,5.3092,8.3958,20.24484,-5.70679
640000,宁夏回族自治区,2015,291.86703,5.19439,279.36198,3.51358,3.79708,20.39192,1.16837
640000,宁夏回族自治区,2014,344.09389,0.29516,336.79239,3.82121,3.18513,22.67833,9.52247
640000,宁夏回族自治区,2013,352.69066,0.27664,348.58218,2.87014,0.9617,23.68356,20.83666
640000,宁夏回族自治区,2012,277.60599,0.50129,266.13076,3.50658,7.46736,17.2925,16.28974
640000,宁夏回族自治区,2011,261.15837,0.79593,257.71932,2.12088,0.52224,17.74678,19.84618
640000,宁夏回族自治区,2010,178.35,1.34,174.88,0.95,1.18,12.02,7.62
640000,宁夏回族自治区,2009,146.9818,3.4074,141.0975,0.9536,1.5234,8.7244,8.5408
640000,宁夏回族自治区,2008,117.0449,0.0631,115.0469,0.9076,1.0274,6.9464,4.1018
640000,宁夏回族自治区,2007,86.1927,0.3552,83.8979,1.5698,0.3698,5.2174,-0.352
640000,宁夏回族自治区,2006,68.0006,0.085,67.019,0.7906,0.106,3.9703,-0.276
640000,宁夏回族自治区,2005,59.8769,0.236,59.2296,0.3037,0.1076,3.1532,0.8421
640000,宁夏回族自治区,2004,56.3198,0.0028,55.2754,0.2926,0.749,,1.1528
640000,宁夏回族自治区,2003,41.425,0.0319,37.7835,0.096,3.5136,2.0466,1.1322
640000,宁夏回族自治区,2002,20.6837,0.3171,19.5522,0.0807,0.7337,1.1114,0.6384
