省份编码,省份,年份,房地产开发投资额(亿元),房地产开发住宅投资额(亿元),房地产开发别墅、高档公寓投资额(亿元),房地产开发办公楼投资额(亿元),房地产开发商业营业用房投资额(亿元),房地产开发其他投资额(亿元)
130000,河北省,2018,4476.4037,3471.1118,48.4721,172.2211,469.0471,364.0237
130000,河北省,2017,4823.9092,3656.9801,40.7787,215.2211,594.4858,357.2222
130000,河北省,2016,4695.6333,3475.483,52.7126,219.2564,651.5654,349.3285
130000,河北省,2015,4285.271,3162.5474,78.0043,175.8739,509.398,437.4517
130000,河北省,2014,4059.7194,3010.3548,55.9795,153.8486,502.0161,393.4999
130000,河北省,2013,3445.4155,2539.2944,55.1354,140.3944,456.9765,308.7502
130000,河北省,2012,3086.5214,2317.1251,56.1855,114.6671,407.5683,247.1609
130000,河北省,2011,3054.5897,2282.5658,73.4527,86.5631,435.5168,249.944
130000,河北省,2010,2264.94,1785.76,39.58,51.27,276.01,151.9
130000,河北省,2009,1520.0387,1219.2376,23.9016,30.1054,150.2535,120.4422
130000,河北省,2008,1084.4418,858.5817,35.3121,20.1409,81.4343,124.2849
130000,河北省,2007,709.2806,573.6995,20.591,6.9497,44.0097,84.6217
130000,河北省,2006,481.5829,379.6297,22.7314,11.2802,46.2714,44.4016
130000,河北省,2005,391.5256,292.0522,10.3885,9.7133,47.266,42.4941
130000,河北省,2004,315.898,223.5263,,7.8672,36.0778,48.4267
130000,河北省,2003,251.2674,164.2136,3.4416,8.7301,34.8012,43.5225
130000,河北省,2002,175.0411,105.4067,2.007,5.8974,25.8502,37.8868
130000,河北省,2001,140.7752,83.5402,4.1264,4.6492,25.4812,27.1046
130000,河北省,2000,108.3938,71.1174,3.5393,2.6187,13.2174,21.4403
140000,山西省,2019,1656.5005,1296.476,14.3055,45.2789,138.4146,176.331
140000,山西省,2018,1376.5885,1033.7641,17.4355,36.7745,153.1545,152.8954
140000,山西省,2017,1166.2833,846.3841,7.472,35.6003,147.7912,136.5077
140000,山西省,2016,1597.3532,1141.0813,9.4015,75.1536,217.292,163.8263
140000,山西省,2015,1494.8719,1098.3176,8.885,85.5037,171.2127,139.8379
140000,山西省,2014,1403.5549,1010.6901,10.2442,69.2123,191.3124,132.3401
140000,山西省,2013,1308.6275,958.8469,13.7297,48.4284,182.5554,118.7968
140000,山西省,2012,1010.4513,735.6137,6.3861,22.7958,139.2518,112.79
140000,山西省,2011,790.1982,615.3199,12.6743,17.2888,73.6434,83.9461
140000,山西省,2010,592.24,457.43,1.46,12.54,60.46,61.81
140000,山西省,2009,477.2748,377.8904,2.3413,10.6264,43.7877,44.9703
140000,山西省,2008,326.7856,227.8066,3.8383,8.1888,38.8889,51.9013
140000,山西省,2007,258.9251,190.2509,5.1553,5.1973,24.5495,38.9274
140000,山西省,2006,208.6231,155.8224,4.677,8.3778,23.8224,20.6005
140000,山西省,2005,177.9937,116.8931,1.8895,10.7448,27.4199,22.9359
140000,山西省,2004,125.7891,72.1492,,8.1391,29.2859,16.2149
140000,山西省,2003,95.074,47.3991,0.211,5.3641,21.163,21.1478
140000,山西省,2002,67.4331,36.9041,0.2203,4.6104,8.8518,8.8518
140000,山西省,2001,46.6464,28.8916,0.1634,1.7639,6.7861,9.2048
140000,山西省,2000,39.4556,27.228,0.221,1.9201,4.8178,5.4897
150000,内蒙古自治区,2019,1041.9497,782.1322,19.203,14.1756,128.6663,116.9756
150000,内蒙古自治区,2018,882.8479,641.9869,8.7877,18.6299,140.724,81.5071
150000,内蒙古自治区,2017,889.7233,645.8549,9.1761,17.2847,147.5861,78.9976
150000,内蒙古自治区,2016,1133.4775,793.7031,28.2725,31.3486,188.904,119.5218
150000,内蒙古自治区,2015,1081.0542,758.5091,18.0848,39.6813,187.4974,95.3664
150000,内蒙古自治区,2014,1370.8803,936.7598,20.3746,51.009,254.4407,128.6708
150000,内蒙古自治区,2013,1479.0074,1003.5733,28.6222,62.8224,283.6742,128.9375
150000,内蒙古自治区,2012,1291.4397,845.628,23.4266,59.4469,260.2685,126.0963
150000,内蒙古自治区,2011,1591.1567,1069.5409,42.1549,73.5151,311.3933,136.7074
150000,内蒙古自治区,2010,1119.99,782.8,29.54,53.44,202.46,81.28
150000,内蒙古自治区,2009,815.4562,573.7815,38.0931,38.4229,148.2151,55.0367
150000,内蒙古自治区,2008,744.2976,579.1929,49.8042,24.548,100.2976,40.2591
150000,内蒙古自治区,2007,500.8862,383.8894,26.3544,13.4023,74.8752,28.7193
150000,内蒙古自治区,2006,325.0196,255.6779,14.8433,14.8433,51.4578,9.1889
150000,内蒙古自治区,2005,162.1002,114.7074,1.6073,3.8295,38.5657,4.9976
150000,内蒙古自治区,2004,111.3775,68.8362,,5.052,31.1122,6.3771
150000,内蒙古自治区,2003,90.7881,51.4832,0.8373,5.5181,25.8169,7.9699
150000,内蒙古自治区,2002,74.5322,38.6601,0.1107,2.7298,21.0924,10.0499
150000,内蒙古自治区,2001,65.6679,39.0371,1.7758,1.2904,18.0322,7.3082
150000,内蒙古自治区,2000,45.2181,28.9025,1.529,1.6257,10.7678,3.9221
210000,辽宁省,2019,2833.9503,2188.3502,87.1446,49.4867,325.5188,270.5946
210000,辽宁省,2018,2599.2713,1944.4588,83.6147,37.7866,338.3677,278.6582
210000,辽宁省,2017,2289.6691,1673.9105,66.6671,70.3978,364.5296,180.8312
210000,辽宁省,2016,2094.8451,1505.4217,39.6493,65.2536,358.795,165.3748
210000,辽宁省,2015,3558.6421,2603.3152,115.6492,116.6064,608.6438,230.0767
210000,辽宁省,2014,5301.3051,3844.2622,249.3355,179.2155,950.7965,327.0309
210000,辽宁省,2013,6450.7513,4666.0308,243.4567,155.7668,1096.921,532.0327
210000,辽宁省,2012,5455.8196,3961.9482,181.1848,163.3776,862.7741,467.7197
210000,辽宁省,2011,4487.561,3410.4876,206.7588,92.9622,675.3253,308.7859
210000,辽宁省,2010,3465.76,2481.35,191.52,102.93,588.65,292.83
210000,辽宁省,2009,2640.5639,1933.9201,152.8912,86.7569,432.147,187.7399
210000,辽宁省,2008,2060.7952,1579.2147,123.271,66.8581,300.6798,114.0426
210000,辽宁省,2007,1497.5793,1165.8892,89.2683,39.1338,194.6253,97.931
210000,辽宁省,2006,1142.1948,838.8987,48.866,37.6442,153.9711,111.6808
210000,辽宁省,2005,874.2525,614.5405,30.6288,25.8764,150.2775,83.5581
210000,辽宁省,2004,701.1192,480.5953,,18.1866,119.8753,82.462
210000,辽宁省,2003,486.3947,343.4716,15.166,13.167,86.673,43.0831
210000,辽宁省,2002,388.3147,275.8906,19.5132,18.2161,63.2742,30.9338
210000,辽宁省,2001,323.089,227.5827,21.1952,15.5329,51.1287,28.8447
210000,辽宁省,2000,264.9062,181.292,12.7834,15.5384,44.5326,23.5432
220000,吉林省,2019,1315.522,970.9942,28.2931,48.5313,163.9682,132.0283
220000,吉林省,2018,1175.8793,841.0175,33.9238,53.1877,179.8481,101.826
220000,吉林省,2017,910.1378,633.548,17.7394,44.7702,151.8017,80.0179
220000,吉林省,2016,1016.7618,710.6948,16.4308,41.7397,189.384,74.9433
220000,吉林省,2015,924.2409,648.8051,24.7426,38.6251,162.7431,74.0676
220000,吉林省,2014,1030.1285,732.4687,42.019,30.1565,186.7173,80.786
220000,吉林省,2013,1252.4257,911.445,38.0422,41.8277,193.5594,105.5936
220000,吉林省,2012,1310.0259,987.7438,62.3608,31.327,178.9054,112.0497
220000,吉林省,2011,1195.3911,920.8055,71.0191,20.1628,160.0637,94.3591
220000,吉林省,2010,921.01,731.73,90.71,13.87,116.02,59.39
220000,吉林省,2009,756.6737,605.3047,54.3449,15.3008,96.2807,39.7875
220000,吉林省,2008,641.0364,530.0778,60.6327,9.388,70.7203,30.8503
220000,吉林省,2007,490.0844,398.0067,55.5596,7.2409,62.3715,22.4653
220000,吉林省,2006,310.1571,241.4788,22.862,9.0449,40.6237,19.0097
220000,吉林省,2005,195.7345,145.2681,7.8237,7.041,33.2528,10.1726
220000,吉林省,2004,159.9314,112.7218,,6.4259,31.9339,8.8498
220000,吉林省,2003,139.2394,97.774,0.359,6.0698,29.1525,6.2431
220000,吉林省,2002,116.7724,79.8763,2.6058,3.6066,24.9163,8.3732
220000,吉林省,2001,92.9705,67.8293,8.5349,2.918,16.7848,5.4384
220000,吉林省,2000,63.5194,39.9799,3.2238,1.968,12.4702,9.1013
230000,黑龙江省,2019,958.0066,687.8253,11.3438,13.1429,147.4395,109.5989
230000,黑龙江省,2018,944.4049,647.7699,10.3048,31.1563,160.7454,104.7333
230000,黑龙江省,2017,815.5957,554.6977,12.339,27.3815,156.2982,77.2183
230000,黑龙江省,2016,864.8391,597.9597,17.3486,24.3593,171.4812,71.0389
230000,黑龙江省,2015,992.1453,681.1541,17.3062,25.3191,210.2305,75.4416
230000,黑龙江省,2014,1324.0875,946.027,31.7875,25.2529,236.8761,115.9315
230000,黑龙江省,2013,1604.833,1124.7187,30.8161,31.1156,276.3097,172.689
230000,黑龙江省,2012,1535.8438,1122.5245,22.1446,26.9161,218.3563,168.0469
230000,黑龙江省,2011,1227.5672,947.8981,13.3555,16.6726,144.6218,118.3747
230000,黑龙江省,2010,843.12,657.54,9.95,10.92,105.34,69.32
230000,黑龙江省,2009,563.917,442.5157,9.3742,9.1569,69.9868,42.2576
230000,黑龙江省,2008,439.8563,306.587,18.8622,3.5325,56.6332,73.1036
230000,黑龙江省,2007,382.3651,279.6442,12.9418,6.445,50.5361,45.7398
230000,黑龙江省,2006,321.3152,247.6493,9.8541,5.9546,47.2631,20.4482
230000,黑龙江省,2005,267.6332,174.8422,0.4206,8.229,46.1664,38.3955
230000,黑龙江省,2004,214.0702,139.7332,,8.5409,40.3541,25.442
230000,黑龙江省,2003,163.2806,88.621,0.263,6.371,35.1126,33.176
230000,黑龙江省,2002,145.7937,77.1661,1.0938,7.6021,27.6203,33.4052
230000,黑龙江省,2001,147.0839,101.6457,2.0603,4.233,25.4384,15.7668
230000,黑龙江省,2000,104.0979,71.2644,3.6598,3.5691,16.2186,13.0458
310000,上海市,2019,4231.3761,2318.1257,398.7289,689.3621,457.2309,766.6574
310000,上海市,2018,4033.1832,2225.917,493.6271,692.7071,461.423,653.1361
310000,上海市,2017,3856.5278,2152.4006,540.7503,642.1995,506.7129,555.2148
310000,上海市,2016,3709.0311,1965.428,416.4967,695.9544,519.4103,528.2384
310000,上海市,2015,3468.9415,1813.3187,381.4826,654.5385,467.6654,533.4189
310000,上海市,2014,3206.4773,1724.6467,360.0136,534.7709,457.9197,489.14
310000,上海市,2013,2819.5915,1615.506,348.604,377.1832,370.0298,456.8725
310000,上海市,2012,2381.3574,1451.9446,335.0806,262.8502,293.7507,372.8119
310000,上海市,2011,2253.8314,1465.5238,410.6748,227.9028,251.5516,308.8532
310000,上海市,2010,1980.68,1229.83,373.67,224.46,244.7,281.69
310000,上海市,2009,1462.0724,918.6847,246.5076,187.926,184.6133,170.8484
310000,上海市,2008,1435.7349,875.4607,248.1427,194.0838,176.7347,189.4557
310000,上海市,2007,1307.5256,837.5305,228.792,157.5146,158.9376,153.5429
310000,上海市,2006,1275.5938,835.6283,203.238,124.2887,155.0723,160.6045
310000,上海市,2005,1246.856,920.8365,225.4954,102.1784,102.6068,121.2343
310000,上海市,2004,1175.4647,900.666,,83.2433,78.9321,112.6233
310000,上海市,2003,901.2427,676.2825,106.6623,66.6736,67.8172,90.4694
310000,上海市,2002,748.892,567.7598,79.7348,33.5212,62.4874,85.1236
310000,上海市,2001,630.7331,439.1709,43.6373,26.2204,62.6998,102.642
310000,上海市,2000,566.17,408.8159,40.716,57.4661,51.5052,48.3828
320000,江苏省,2019,12009.3475,9461.9838,537.4073,402.3507,1069.1561,1075.8569
320000,江苏省,2018,10982.3369,8366.1809,574.7571,400.7428,1197.9957,1017.4175
320000,江苏省,2017,9629.1123,7315.2779,535.0327,423.6992,1209.6244,680.5108
320000,江苏省,2016,8956.3676,6628.8705,485.1666,363.1653,1246.1294,718.2024
320000,江苏省,2015,8153.6814,6080.2054,475.7189,344.0658,1130.9074,598.5028
320000,江苏省,2014,8240.2166,5924.5083,462.7275,378.4732,1286.7085,650.5266
320000,江苏省,2013,7241.4512,5171.4983,461.187,324.178,1119.946,625.8289
320000,江苏省,2012,6206.0953,4354.626,470.1613,260.0955,976.0837,615.2901
320000,江苏省,2011,5567.9439,4094.0332,536.671,204.5687,737.261,532.081
320000,江苏省,2010,4299.38,3158.46,348.51,154.61,611.08,375.23
320000,江苏省,2009,3338.4976,2423.7737,271.2718,130.9243,510.7783,273.0213
320000,江苏省,2008,3304.5589,2459.395,257.9913,104.9511,468.012,272.2008
320000,江苏省,2007,2515.9058,1870.7172,197.7361,68.4513,348.8798,227.8575
320000,江苏省,2006,1906.713,1425.9756,151.2191,57.0651,272.3961,151.2762
320000,江苏省,2005,1545.1539,1133.0594,138.4185,54.2683,217.0202,140.806
320000,江苏省,2004,1269.7793,960.9373,,44.1332,173.9884,90.7204
320000,江苏省,2003,809.9636,596.6854,62.2235,27.5428,109.2992,76.4362
320000,江苏省,2002,544.1317,395.0913,37.1636,25.7963,70.9553,52.2888
320000,江苏省,2001,414.3552,303.7362,17.9335,18.7235,55.7603,36.1352
320000,江苏省,2000,358.7177,260.7891,14.1193,21.5891,48.4781,27.8614
330000,浙江省,2019,10682.9713,7727.1077,400.2452,419.8747,783.7947,1752.1942
330000,浙江省,2018,9944.9348,7156.4509,566.4967,382.6628,788.1873,1617.6338
330000,浙江省,2017,8226.782,5645.9787,386.795,439.6515,942.0788,1199.073
330000,浙江省,2016,7469.3683,4806.6393,273.5774,480.9823,984.9063,1196.8404
330000,浙江省,2015,7111.9284,4450.7263,352.4421,513.3148,1021.0933,1126.794
330000,浙江省,2014,7262.3829,4594.173,384.1605,487.6203,949.3384,1231.2512
330000,浙江省,2013,6216.2493,4089.2167,362.5127,377.4281,717.5352,1032.0693
330000,浙江省,2012,5226.2667,3436.7379,305.5888,305.8512,584.9933,898.6843
330000,浙江省,2011,4137.2525,2723.7072,226.222,276.8337,494.7968,641.9148
330000,浙江省,2010,3025.43,2058.19,186.4,192.99,356.36,417.88
330000,浙江省,2009,2254.2664,1581.3232,137.3868,147.2648,250.9853,274.6931
330000,浙江省,2008,2023.1177,1426.5508,144.4881,137.459,208.7399,250.368
330000,浙江省,2007,1821.669,1308.2714,116.373,109.5616,207.9326,195.9034
330000,浙江省,2006,1574.2756,1143.7869,97.8785,106.9573,181.3326,142.1988
330000,浙江省,2005,1456.4885,1089.5057,92.53,67.8772,170.5982,128.5074
330000,浙江省,2004,1295.2409,978.0058,,60.0824,168.1506,89.0021
330000,浙江省,2003,980.0514,715.8355,60.0408,48.1362,145.4305,70.6492
330000,浙江省,2002,728.798,547.0212,42.9636,32.1825,101.5394,48.0549
330000,浙江省,2001,544.9072,380.8907,24.5185,32.7319,75.1984,56.0862
330000,浙江省,2000,362.1771,255.3026,9.6093,23.1193,39.7485,44.0067
340000,安徽省,2019,6670.4785,5248.064,94.5642,157.2212,767.7406,497.4527
340000,安徽省,2018,5974.1086,4563.41,97.1781,186.9555,794.0897,429.6534
340000,安徽省,2017,5612.4725,4006.9994,87.6889,194.5911,1011.0574,399.8246
340000,安徽省,2016,4603.5625,3069.364,95.7399,202.9072,970.6098,360.6815
340000,安徽省,2015,4424.8584,2849.1942,66.8618,204.249,1025.862,345.5532
340000,安徽省,2014,4338.9603,2847.6344,85.1465,168.9593,930.5558,391.8108
340000,安徽省,2013,3946.2264,2549.8814,64.5382,166.1961,800.8625,429.2864
340000,安徽省,2012,3151.6065,2059.2945,62.9049,131.9806,564.937,395.3944
340000,安徽省,2011,2611.5374,1869.6348,91.258,67.1647,386.435,288.3029
340000,安徽省,2010,2251.8,1595.47,76.58,65.61,292.16,298.56
340000,安徽省,2009,1669.8263,1175.5778,47.5665,72.1124,236.2832,185.8529
340000,安徽省,2008,1362.6657,1011.5919,30.7074,37.8339,172.2382,141.0017
340000,安徽省,2007,892.0678,662.8333,12.436,23.8815,109.9389,95.4141
340000,安徽省,2006,637.4464,480.9034,14.7538,15.6473,79.7603,61.1354
340000,安徽省,2005,459.4413,323.3619,6.1564,13.2116,64.8456,58.0222
340000,安徽省,2004,350.2733,242.2492,,10.3166,55.9787,41.7288
340000,安徽省,2003,240.6505,165.6236,7.9178,7.8679,43.9252,23.2338
340000,安徽省,2002,146.4887,89.2229,3.4417,4.7439,22.2294,30.2925
340000,安徽省,2001,110.9914,71.803,0.9793,4.7171,18.0534,16.4179
340000,安徽省,2000,87.9261,57.5174,1.3362,4.8313,16.052,9.5254
350000,福建省,2019,5673.1288,4076.3073,91.8339,272.715,450.0127,874.0938
350000,福建省,2018,4940.338,3456.8623,138.64,215.5471,457.6328,810.2958
350000,福建省,2017,4794.2344,3236.5109,151.3083,282.3738,555.8685,719.4812
350000,福建省,2016,4588.8313,2999.2893,120.5645,339.0103,590.9535,659.5782
350000,福建省,2015,4469.6073,2864.9524,121.2736,327.7625,670.9732,605.9192
350000,福建省,2014,4567.4028,2917.1687,220.0077,358.5835,654.8765,636.7741
350000,福建省,2013,3702.9727,2402.0834,137.8577,270.2759,491.4305,539.1829
350000,福建省,2012,2824.1249,1751.9814,102.1325,189.2202,370.3798,512.5435
350000,福建省,2011,2406.337,1572.1093,76.3443,115.7541,268.2149,450.2587
350000,福建省,2010,1818.86,975.13,55.26,49.67,162.33,631.72
350000,福建省,2009,1136.3495,743.2742,43.6449,37.8436,87.2995,267.9322
350000,福建省,2008,1129.0921,735.9284,46.1774,24.7388,80.8708,287.5541
350000,福建省,2007,1132.4898,778.3872,52.7468,20.9135,76.3491,256.84
350000,福建省,2006,787.3624,511.6755,32.341,24.2505,56.2908,195.1456
350000,福建省,2005,540.3902,363.7199,17.7889,10.7594,47.8198,118.0911
350000,福建省,2004,477.7941,308.4475,,9.1476,43.9281,116.2709
350000,福建省,2003,362.0657,237.6658,11.8573,10.6394,38.266,75.4945
350000,福建省,2002,248.9869,160.7802,11.2741,9.9895,29.8477,48.3695
350000,福建省,2001,225.4918,145.2169,13.4687,12.2028,30.6267,37.4454
350000,福建省,2000,207.3691,125.0655,14.0028,15.2004,29.9123,37.1909
360000,江西省,2019,2239.1084,1687.1796,40.9972,68.6094,323.4055,159.9139
360000,江西省,2018,2174.9319,1590.6432,50.0207,76.4035,343.8344,164.0508
360000,江西省,2017,2013.9823,1391.7925,43.493,93.4968,384.8712,143.8218
360000,江西省,2016,1770.9442,1247.5828,52.2598,73.8706,315.8058,133.685
360000,江西省,2015,1520.0985,1113.0924,33.3958,52.11,239.386,115.5101
360000,江西省,2014,1322.4909,971.9227,33.8386,53.9721,198.6456,97.9505
360000,江西省,2013,1174.5768,795.3764,36.4883,100.7398,153.9141,124.5465
360000,江西省,2012,969.6176,684.2114,29.6939,62.1001,117.6446,105.6615
360000,江西省,2011,867.0285,661.1398,32.3442,20.3243,95.5386,90.0258
360000,江西省,2010,706.82,544.77,18.16,11.01,78.14,72.9
360000,江西省,2009,634.5238,509.167,15.4728,11.5995,63.1837,50.5736
360000,江西省,2008,547.657,446.4119,10.2685,4.6521,50.7506,45.8424
360000,江西省,2007,435.4573,354.254,12.1057,3.2216,39.5287,38.453
360000,江西省,2006,345.9564,264.5486,8.0428,3.0673,39.8228,38.5177
360000,江西省,2005,301.0982,208.1628,5.5694,4.4861,45.6512,42.7981
360000,江西省,2004,242.8351,151.9366,,6.0061,40.7609,44.1315
360000,江西省,2003,177.4707,108.5084,3.6311,2.582,31.621,34.7593
360000,江西省,2002,103.6441,54.2829,1.1734,2.5178,16.6492,30.1942
360000,江西省,2001,63.5195,30.7994,2.8202,1.8157,8.5985,22.3059
360000,江西省,2000,42.3705,26.4555,1.4316,1.4324,6.7984,7.6842
370000,山东省,2019,8614.8945,6672.2209,183.4017,360.7979,779.9239,801.9518
370000,山东省,2018,7552.9666,5717.5198,186.7982,305.7149,806.3768,723.3551
370000,山东省,2017,6637.2455,4929.531,169.6043,361.0628,841.2778,505.3739
370000,山东省,2016,6323.3819,4690.2164,136.4548,346.2964,827.8233,459.0458
370000,山东省,2015,5892.1606,4399.4427,105.8414,331.8794,764.9604,395.8781
370000,山东省,2014,5817.9538,4184.3316,152.6072,358.5761,805.0743,469.9718
370000,山东省,2013,5444.5312,3976.6293,159.9637,287.8102,701.7187,478.373
370000,山东省,2012,4708.3068,3473.2267,214.5903,190.6559,576.311,468.1132
370000,山东省,2011,4106.753,3198.7841,161.0692,99.3383,476.9337,331.6969
370000,山东省,2010,3249.37,2511.17,75.7,73.4,378.81,285.99
370000,山东省,2009,2428.7324,1860.515,52.7445,61.0612,327.6591,179.4971
370000,山东省,2008,2038.5338,1600.2624,44.4693,52.4064,233.4421,152.4229
370000,山东省,2007,1521.0223,1190.6798,53.322,41.9526,173.9181,114.4718
370000,山东省,2006,1185.3776,895.461,55.2646,36.6452,147.0096,106.2618
370000,山东省,2005,977.7098,698.2621,20.1843,29.3873,128.7764,121.284
370000,山东省,2004,764.7864,549.9,,20.592,107.6599,86.6345
370000,山东省,2003,581.8758,408.8581,19.1406,18.6966,76.5754,77.7457
370000,山东省,2002,391.1649,276.1831,11.4907,15.8485,47.4953,51.638
370000,山东省,2001,297.3507,218.4935,15.9413,12.9663,33.8399,32.051
370000,山东省,2000,223.287,146.213,8.3972,11.2497,27.4111,38.4132
410000,河南省,2019,7464.5887,6055.3707,48.6268,256.3912,658.6313,494.1955
410000,河南省,2018,7015.4731,5387.622,86.0008,251.1653,781.1096,595.5762
410000,河南省,2017,7090.2498,5330.795,72.9711,226.3771,882.7002,650.3775
410000,河南省,2016,6179.126,4558.067,41.8037,230.8571,789.8425,600.3594
410000,河南省,2015,4818.9338,3529.1542,35.0748,218.5442,694.2326,377.0028
410000,河南省,2014,4375.7143,3289.1963,28.9015,198.8379,531.2195,356.4606
410000,河南省,2013,3843.759,2827.0863,27.0427,175.3969,442.1026,399.1732
410000,河南省,2012,3035.2884,2203.0619,21.5814,136.3478,319.3898,376.4889
410000,河南省,2011,2626.5442,2021.185,22.2441,115.4366,239.3488,250.5738
410000,河南省,2010,2114.08,1685.21,19.03,56.74,192.77,179.36
410000,河南省,2009,1553.7595,1235.2117,23.9825,33.1346,150.9643,134.4489
410000,河南省,2008,1206.7124,970.8573,28.1805,30.3362,125.2808,80.2381
410000,河南省,2007,837.1064,639.0811,54.9439,30.7959,106.2761,60.9533
410000,河南省,2006,581.9517,432.6384,30.3931,19.0369,79.4366,50.8398
410000,河南省,2005,388.5172,271.6205,25.0668,14.0472,67.7936,35.0559
410000,河南省,2004,258.8214,175.0223,,5.9299,42.4303,35.4389
410000,河南省,2003,185.5555,135.0953,5.2682,5.2989,23.5413,21.62
410000,河南省,2002,138.3602,101.3116,7.4451,2.5081,16.3175,18.223
410000,河南省,2001,102.8366,75.8704,6.5279,3.5535,13.1347,10.278
410000,河南省,2000,77.8754,50.3744,4.3139,4.4129,5.3817,17.7064
420000,湖北省,2019,5111.7254,3954.7223,82.0023,233.0057,497.4995,426.4979
420000,湖北省,2018,4693.1172,3464.5868,102.8148,241.7449,552.4662,434.3193
420000,湖北省,2017,4574.8908,3235.421,89.4277,280.1745,610.9,448.3953
420000,湖北省,2016,4296.3824,3012.3477,78.8828,223.8991,547.6917,512.4439
420000,湖北省,2015,4249.2298,3020.5401,68.9759,215.7038,593.8538,419.1321
420000,湖北省,2014,3983.79,2755.4186,96.6552,171.6497,639.1974,417.5243
420000,湖北省,2013,3286.0234,2251.5586,63.7958,147.4357,496.6951,390.334
420000,湖北省,2012,2539.4649,1698.3811,67.9868,136.548,337.2324,367.3034
420000,湖北省,2011,2066.4808,1334.4189,41.1877,59.9045,272.3288,399.8286
420000,湖北省,2010,1618.24,1040.25,39.39,32.44,187.08,358.47
420000,湖北省,2009,1200.4443,804.1595,38.1296,22.8892,141.9912,231.4044
420000,湖北省,2008,892.6684,660.4803,44.6676,15.7411,63.5821,152.8649
420000,湖北省,2007,723.7255,507.8509,33.0018,11.0956,74.9985,129.7805
420000,湖北省,2006,564.7563,410.9974,36.3063,13.849,65.0886,74.8213
420000,湖北省,2005,447.9501,317.6464,7.9328,13.427,44.7275,72.1492
420000,湖北省,2004,337.2808,228.2551,,7.7635,37.447,63.8152
