省份编码,省份,年份,城镇单位就业人员平均工资(元),城镇单位在岗职工平均工资(元),城镇国有单位就业人员平均工资(元),城镇集体单位就业人员平均工资(元),城镇其他单位就业人员平均工资(元),城镇单位就业人员平均货币工资指数(上年=100),城镇单位在岗职工平均货币工资指数(上年=100),国有城镇单位就业人员平均货币工资指数(上年=100),城镇集体单位就业人员平均货币工资指数(上年=100),其他城镇单位就业人员平均货币工资指数(上年=100),城镇单位就业人员平均实际工资指数(上年=100),城镇单位在岗职工平均实际工资指数(上年=100),国有城镇单位就业人员平均实际工资指数(上年=100),城镇集体单位就业人员平均实际工资指数(上年=100),其他城镇单位就业人员平均实际工资指数(上年=100)
640000,宁夏回族自治区,2005,,17211,,,,,117.7,,,,,115.846456692913,,,
640000,宁夏回族自治区,2004,,14620,,,,,112.6,,,,,109.002904162633,,,
640000,宁夏回族自治区,2003,,12981,,,,,111.5,,,,,110.505450941526,,,
640000,宁夏回族自治区,2002,,11640,,,,,111.5,,,,,112.6,,,
640000,宁夏回族自治区,2001,,10442,,,,,121.6,,,,,120.754716981132,,,
640000,宁夏回族自治区,2000,,8590,,,,,116.2,,,,,115.277777777778,,,
650000,新疆维吾尔自治区,2019,79421,82052,75517,71899,84474,105.253323084671,106.965284386447,101.43590156888,98.1355353852453,110.076751671206,102.386501055127,104.051833060747,98.6730560008563,95.4625830595772,107.078552209344
650000,新疆维吾尔自治区,2018,75457,76709,74448,73265,76741,111.1,111.8,111.8,100.2,109.6,108.814887365328,109.500489715965,109.500489715965,98.1390793339863,107.345739471107
650000,新疆维吾尔自治区,2017,67932,68641,66561,73143,70050,106.578389996705,106.206096240136,105.138371137929,111.672112125561,108.822295754299,104.796843654577,104.430773097479,103.380895907501,109.805419985802,107.003240663028
650000,新疆维吾尔自治区,2016,63739,64630,63308,65498,64371,106.024918076418,106.100403848048,107.61359193595,103.721416355229,103.896250625434,103.84419008464,103.918123259597,105.400187988198,101.588066949294,101.7593052159
650000,新疆维吾尔自治区,2015,60117,60914,58829,63148,61957,112.429167212134,111.959858106494,118.021506239217,106.349152884907,105.688990481389,110.767652425747,110.305278922654,116.277346048489,104.777490527002,104.127084218117
650000,新疆维吾尔自治区,2014,53471,54407,49846,59378,58622,109.0,109.2,108.8,104.5,109.1,106.740593309297,106.953966699314,106.516481120795,102.372351403329,106.896519530141
650000,新疆维吾尔自治区,2013,49064,49843,45834,56809,53712,110.1,110.2,107.9,122.3,110.5,107.309941520468,107.407407407407,105.165692007797,119.200779727096,107.699805068226
650000,新疆维吾尔自治区,2012,44576,45243,42479,46452,48609,116.6,116.5,117.0,119.3,115.2,112.794325252335,112.697589124331,113.18126976435,115.406200708435,111.440019460283
650000,新疆维吾尔自治区,2011,38238,38820,36309,38944,42184,119.482548511077,119.959210160378,117.103141327485,124.624787993216,122.354033123532,113.46870703806,113.92137717035,111.209061089729,118.352125349683,116.19566298531
650000,新疆维吾尔自治区,2010,32003,32361,31006,31249,34477,115.9,116.6,116.5,137.5,113.1,111.8,112.5,112.4,132.7,109.1
650000,新疆维吾尔自治区,2009,27617,27753,26626,22721,30480,111.9,112.4,110.9,103.8,113.7,111.721803723062,112.2,110.723396183088,103.634702649274,113.518937295014
650000,新疆维吾尔自治区,2008,24686,24687,24008,21894,26815,116.2,115.2,113.2,124.9,123.9,,107.314998305038,,,
650000,新疆维吾尔自治区,2007,21249,21434,21213,17528,21638,120.0,120.3,120.3,124.7,118.4,,115.11961722488,,,
650000,新疆维吾尔自治区,2006,17704,17819,17640,14058,18268,114.167795189269,114.532716287441,115.128573293304,110.797604035309,111.281676413255,,112.840114568907,,,
650000,新疆维吾尔自治区,2005,,15558,,,,,107.4,,,,,106.75944333996,,,
650000,新疆维吾尔自治区,2004,,14484,,,,,109.3,,,,,105.808325266215,,,
650000,新疆维吾尔自治区,2003,,13255,,,,,114.2,,,,,113.181367690783,,,
650000,新疆维吾尔自治区,2002,,11605,,,,,112.9,,,,,114.0,,,
650000,新疆维吾尔自治区,2001,,10278,,,,,117.9,,,,,117.08043694141,,,
650000,新疆维吾尔自治区,2000,,8717,,,,,114.5,,,,,113.59126984127,,,
