省份编码,省份,年份,个体户数(万户),个体就业人数(万人),城镇就业人数(万人),乡村个体就业人数(万人)
130000,河北省,2006,116.5365,283.2272,96.0028,187.2244
130000,河北省,2005,108.7732,269.9603,93.4319,176.5284
130000,河北省,2004,101.9061,255.423,87.2233,168.1997
130000,河北省,2003,103.6036,256.6313,83.8112,172.8201
130000,河北省,2002,122.8,303.3,92.8,210.5
130000,河北省,2001,157.6,401.766,87.0499,314.7161
130000,河北省,2000,292.4,710.1,141.3335,568.7167
140000,山西省,2019,180.1762,416.2908,305.6096,110.6812
140000,山西省,2018,163.0195,367.921,261.1556,106.7654
140000,山西省,2017,146.7583,329.2033,222.1693,107.034
140000,山西省,2016,140.1927,305.9657,186.6981,119.2676
140000,山西省,2015,125.6535,262.8996,140.6446,122.255
140000,山西省,2014,108.8131,229.1201,112.544,116.5761
140000,山西省,2013,100.1,209.0694,107.5874,101.482
140000,山西省,2012,94.0687,191.6156,110.0956,81.52
140000,山西省,2011,88.8261,183.5812,109.3316,74.2496
140000,山西省,2010,84.2588,171.5874,103.6318,67.9556
140000,山西省,2009,77.1088,153.3526,87.5787,65.7739
140000,山西省,2008,69.3022,133.8121,72.8438,60.9683
140000,山西省,2007,62.9888,120.5815,63.891,56.6905
140000,山西省,2006,45.1731,89.5036,43.6824,45.8212
140000,山西省,2005,42.8754,82.2605,41.1053,41.1552
140000,山西省,2004,43.9267,85.4441,38.4592,46.9849
140000,山西省,2003,40.6038,75.921,27.0799,48.8411
140000,山西省,2002,34.9,67.1,28.3,38.8
140000,山西省,2001,33.8,63.5091,27.3307,36.1784
140000,山西省,2000,29.9,56.7,26.1534,30.5567
150000,内蒙古自治区,2019,157.2912,316.2414,206.0798,110.1616
150000,内蒙古自治区,2018,146.686,303.7225,226.8336,76.8889
150000,内蒙古自治区,2017,140.2958,324.3815,278.5537,45.8278
150000,内蒙古自治区,2016,134.1589,304.4929,250.6466,53.8463
150000,内蒙古自治区,2015,130.2295,303.425,248.2421,55.1829
150000,内蒙古自治区,2014,122.1676,314.8187,264.0819,50.7368
150000,内蒙古自治区,2013,109.9,271.6694,216.7147,54.9547
150000,内蒙古自治区,2012,96.7194,207.7582,158.313,49.4452
150000,内蒙古自治区,2011,85.1822,165.9099,137.3308,28.5791
150000,内蒙古自治区,2010,75.4314,137.3311,112.9529,24.3782
150000,内蒙古自治区,2009,69.3841,128.9303,104.5009,24.4294
150000,内蒙古自治区,2008,58.2592,109.7672,89.6253,20.1419
150000,内蒙古自治区,2007,50.9393,93.5777,75.1775,18.4002
150000,内蒙古自治区,2006,49.6549,87.7664,69.0189,18.7475
150000,内蒙古自治区,2005,46.7617,82.2708,60.2178,22.053
150000,内蒙古自治区,2004,44.4101,77.9662,56.1179,21.8483
150000,内蒙古自治区,2003,55.5513,108.3796,72.8071,35.5725
150000,内蒙古自治区,2002,77.1,161.4,83.7,77.6
150000,内蒙古自治区,2001,83.5,169.9254,96.1816,73.7438
150000,内蒙古自治区,2000,80.7,159.7,88.2102,71.4932
210000,辽宁省,2019,269.0842,539.8145,315.4281,224.3864
210000,辽宁省,2018,246.5045,498.2374,296.6862,201.5512
210000,辽宁省,2017,230.5116,471.6417,286.6432,184.9985
210000,辽宁省,2016,220.7051,471.9301,301.5516,170.3785
210000,辽宁省,2015,200.6318,545.5514,336.2262,209.3252
210000,辽宁省,2014,180.6437,443.5509,294.7927,148.7582
210000,辽宁省,2013,170.5,402.7096,275.7063,127.0033
210000,辽宁省,2012,167.7398,385.3678,288.5642,96.8036
210000,辽宁省,2011,161.2104,364.4309,258.9515,105.4794
210000,辽宁省,2010,152.9646,346.2172,239.8918,106.3254
210000,辽宁省,2009,145.9614,366.1449,259.1977,106.9472
210000,辽宁省,2008,130.0941,314.8902,216.6174,98.2728
210000,辽宁省,2007,127.2102,321.3387,219.2133,102.1254
210000,辽宁省,2006,127.9821,277.0361,191.8817,85.1544
210000,辽宁省,2005,127.4219,282.6683,178.4429,104.2254
210000,辽宁省,2004,126.4041,285.0297,188.0767,96.953
210000,辽宁省,2003,140.925,306.7398,192.4563,114.2835
210000,辽宁省,2002,155.9,346.0,198.5,147.5
210000,辽宁省,2001,153.0,309.0981,184.8985,124.1996
210000,辽宁省,2000,145.2,279.4,160.998,118.3816
220000,吉林省,2019,187.2515,536.6512,260.977,275.6742
220000,吉林省,2018,172.7728,475.8514,242.7586,233.0928
220000,吉林省,2017,161.0101,460.6885,252.9029,207.7856
220000,吉林省,2016,147.1874,375.3317,257.8542,117.4775
220000,吉林省,2015,136.67,336.0967,244.3131,91.7836
220000,吉林省,2014,126.6011,289.947,208.8407,81.1063
220000,吉林省,2013,114.3,274.1237,195.4062,78.7175
220000,吉林省,2012,99.1144,240.9328,173.9152,67.0176
220000,吉林省,2011,87.5591,212.4022,153.3836,59.0186
220000,吉林省,2010,75.3714,169.1295,128.4137,40.7158
220000,吉林省,2009,66.1153,139.2351,110.522,28.7131
220000,吉林省,2008,56.3028,116.1588,93.2909,22.8679
220000,吉林省,2007,51.8637,94.4619,77.5526,16.9093
220000,吉林省,2006,49.2205,89.2215,70.1841,19.0374
220000,吉林省,2005,44.7494,88.9362,75.1616,13.7746
220000,吉林省,2004,42.4188,80.0871,68.7664,11.3207
220000,吉林省,2003,40.4764,74.49,51.7869,22.7031
220000,吉林省,2002,40.7,127.5,110.0,17.5
220000,吉林省,2001,65.5,103.3122,69.9962,33.316
220000,吉林省,2000,99.7,152.8,81.8814,70.9231
230000,黑龙江省,2019,186.2213,458.5801,414.162,44.4181
230000,黑龙江省,2018,171.0325,384.0882,346.9178,37.1704
230000,黑龙江省,2017,160.1831,334.9589,295.8688,39.0901
230000,黑龙江省,2016,147.587,304.0166,263.0995,40.9171
230000,黑龙江省,2015,126.1597,256.0348,214.8469,41.1879
230000,黑龙江省,2014,152.3851,297.222,223.9834,73.2386
230000,黑龙江省,2013,133.9,314.0207,232.5457,81.475
230000,黑龙江省,2012,119.4371,287.0587,214.68,72.3787
230000,黑龙江省,2011,109.2206,249.8587,175.423,74.4357
230000,黑龙江省,2010,101.3981,203.4285,146.2394,57.1891
230000,黑龙江省,2009,92.3953,182.5482,128.1285,54.4197
230000,黑龙江省,2008,82.4795,171.2095,120.3029,50.9066
230000,黑龙江省,2007,76.3235,162.7258,115.453,47.2728
230000,黑龙江省,2006,72.49,155.9626,111.2862,44.6764
230000,黑龙江省,2005,71.3961,155.637,109.0316,46.6054
230000,黑龙江省,2004,69.7655,147.6897,105.5727,42.117
230000,黑龙江省,2003,94.237,205.4563,118.4946,86.9617
230000,黑龙江省,2002,102.5,221.0,119.6,101.4
230000,黑龙江省,2001,108.6,239.0553,129.2599,109.7954
230000,黑龙江省,2000,119.0,244.1,125.9757,118.1697
310000,上海市,2019,48.6073,67.8816,44.0629,23.8187
310000,上海市,2018,47.2124,65.0909,42.7238,22.3671
310000,上海市,2017,44.6993,59.4204,39.945,19.4754
310000,上海市,2016,42.6641,55.1963,37.2305,17.9658
310000,上海市,2015,40.6078,52.4942,34.6358,17.8584
310000,上海市,2014,39.0044,49.6588,32.8374,16.8214
310000,上海市,2013,36.8,46.58,30.9424,15.6376
310000,上海市,2012,36.2855,45.49,30.2898,15.2002
310000,上海市,2011,35.991,44.587,29.7738,14.8132
310000,上海市,2010,35.5684,43.7023,29.0404,14.6619
310000,上海市,2009,33.3365,40.8182,27.0148,13.8034
310000,上海市,2008,30.4848,37.3991,25.048,12.3511
310000,上海市,2007,29.4282,36.0538,24.1625,11.8913
310000,上海市,2006,28.8353,35.0576,23.1772,11.8804
310000,上海市,2005,28.2839,34.2765,22.4171,11.8594
310000,上海市,2004,27.5082,33.412,21.9852,11.4268
310000,上海市,2003,26.7751,31.4278,21.227,10.2008
310000,上海市,2002,25.7,30.5,19.4,11.1
310000,上海市,2001,22.1,27.2057,10.7771,16.4286
310000,上海市,2000,20.1,24.5,9.27,15.2645
320000,江苏省,2019,685.7701,1193.7586,936.3409,257.4177
320000,江苏省,2018,590.0999,1069.8095,834.8232,234.9863
320000,江苏省,2017,510.4365,933.3743,725.8337,207.5406
320000,江苏省,2016,438.8339,801.8963,616.2719,185.6244
320000,江苏省,2015,387.221,697.7685,518.3332,179.4353
320000,江苏省,2014,371.0703,642.5132,473.7646,168.7486
320000,江苏省,2013,379.3,624.1845,442.4527,181.7318
320000,江苏省,2012,352.7847,570.4294,402.2867,168.1427
320000,江苏省,2011,330.4052,533.0085,374.2138,158.7947
320000,江苏省,2010,300.6028,475.7488,338.447,137.3018
320000,江苏省,2009,261.4427,408.8591,291.5737,117.2854
320000,江苏省,2008,227.9563,344.6044,240.9391,103.6653
320000,江苏省,2007,203.1296,307.4633,208.9432,98.5201
320000,江苏省,2006,187.0131,301.2997,207.7767,93.523
320000,江苏省,2005,175.3358,321.2069,189.2259,131.981
320000,江苏省,2004,164.5193,249.7583,147.131,102.6273
320000,江苏省,2003,140.1196,206.2081,116.4026,89.8055
320000,江苏省,2002,157.3,286.5,94.5,192.0
320000,江苏省,2001,160.5,300.939,93.1996,207.7394
320000,江苏省,2000,149.1,281.7,81.1779,200.5333
330000,浙江省,2019,464.1461,967.5752,644.7334,322.8418
330000,浙江省,2018,422.6281,896.1468,590.5591,305.5877
330000,浙江省,2017,389.6468,835.9482,545.9368,290.0114
330000,浙江省,2016,352.6088,800.2985,519.5898,280.7087
330000,浙江省,2015,317.7454,724.7995,466.596,258.2035
330000,浙江省,2014,284.3733,625.3197,397.3567,227.963
330000,浙江省,2013,259.2,538.0824,336.8803,201.2021
330000,浙江省,2012,249.8636,559.3201,333.1628,226.1573
330000,浙江省,2011,230.1306,521.488,307.2953,214.1927
330000,浙江省,2010,212.2141,468.4663,286.4982,181.9681
330000,浙江省,2009,198.6913,429.4888,258.5662,170.9226
330000,浙江省,2008,189.9705,396.6174,239.9431,156.6743
330000,浙江省,2007,180.7377,391.2991,243.431,147.8681
330000,浙江省,2006,179.7911,359.8628,193.8783,165.9845
330000,浙江省,2005,172.6694,320.0822,154.7595,165.3227
330000,浙江省,2004,168.3906,312.8056,146.7454,166.0602
330000,浙江省,2003,158.5223,298.3394,130.9184,167.421
330000,浙江省,2002,152.9,275.6,115.1,160.5
330000,浙江省,2001,158.0,277.3251,102.1827,175.1424
330000,浙江省,2000,158.9,272.4,97.0544,175.3291
340000,安徽省,2019,358.0407,829.8291,677.2226,152.6065
340000,安徽省,2018,311.5351,737.3122,635.588,101.7242
340000,安徽省,2017,271.5364,643.9323,564.0087,79.9236
340000,安徽省,2016,235.646,559.47,493.1192,66.3508
340000,安徽省,2015,204.6139,490.218,428.2571,61.9609
340000,安徽省,2014,187.8153,443.2571,382.9463,60.3108
340000,安徽省,2013,167.8,381.9037,301.2423,80.6614
340000,安徽省,2012,151.8656,350.6976,285.1745,65.5231
340000,安徽省,2011,143.669,327.7866,255.1327,72.6539
340000,安徽省,2010,134.1472,331.582,264.0651,67.5169
340000,安徽省,2009,125.0875,263.3497,184.8366,78.5131
340000,安徽省,2008,114.2457,244.6113,144.5017,100.1096
340000,安徽省,2007,112.5342,267.3128,133.7874,133.5254
340000,安徽省,2006,120.1167,282.0534,119.497,162.5564
340000,安徽省,2005,111.0417,266.8794,123.6364,143.243
340000,安徽省,2004,106.7271,256.2432,118.5509,137.6923
340000,安徽省,2003,120.0804,286.3314,128.8683,157.4631
340000,安徽省,2002,140.2,326.7,132.5,194.2
340000,安徽省,2001,149.3,339.6193,139.5799,200.0394
340000,安徽省,2000,148.9,336.4,134.7892,201.5679
350000,福建省,2019,300.2839,619.1464,380.2272,238.9192
350000,福建省,2018,254.0251,968.7603,758.2599,210.5004
350000,福建省,2017,215.0236,463.5168,284.2645,179.2523
350000,福建省,2016,185.8167,435.6994,281.6039,154.0955
350000,福建省,2015,161.5599,344.7498,212.4609,132.2889
350000,福建省,2014,133.5807,280.0696,177.2491,102.8205
350000,福建省,2013,109.9,221.2227,141.726,79.4967
350000,福建省,2012,95.0274,258.8665,171.1494,87.7171
350000,福建省,2011,84.9535,228.413,147.3829,81.0301
350000,福建省,2010,75.5961,183.2909,89.9465,93.3444
350000,福建省,2009,65.0499,175.8218,111.2995,64.5223
350000,福建省,2008,58.5856,128.1795,80.6658,47.5137
350000,福建省,2007,51.5374,104.0782,66.3073,37.7709
350000,福建省,2006,49.2952,94.0203,57.8588,36.1615
350000,福建省,2005,49.4731,89.873,54.6685,35.2045
350000,福建省,2004,46.7994,85.8437,52.8968,32.9469
350000,福建省,2003,46.3866,92.3974,52.9473,39.4501
350000,福建省,2002,46.3,94.3,50.6,43.6
350000,福建省,2001,45.8,94.886,47.6887,47.1973
350000,福建省,2000,45.6,93.9,45.744,48.1719
360000,江西省,2019,198.1123,475.2663,346.1551,129.1112
360000,江西省,2018,179.2438,438.8235,311.1762,127.6473
360000,江西省,2017,169.6942,416.7408,284.2543,132.4865
360000,江西省,2016,165.5784,407.7626,267.7954,139.9672
360000,江西省,2015,165.9417,405.7854,255.6245,150.1609
360000,江西省,2014,154.2489,377.9393,232.4788,145.4605
360000,江西省,2013,137.3,341.7057,203.4754,138.2303
360000,江西省,2012,126.5822,330.1552,195.9385,134.2167
360000,江西省,2011,115.3738,316.1562,196.8327,119.3235
360000,江西省,2010,106.8658,274.4462,160.0105,114.4357
360000,江西省,2009,83.9578,217.673,129.6663,88.0067
360000,江西省,2008,73.7134,190.6964,113.0777,77.6187
360000,江西省,2007,74.05,188.356,116.1143,72.2417
360000,江西省,2006,71.9136,181.3866,113.2811,68.1055
360000,江西省,2005,67.487,167.7376,104.1047,63.6329
360000,江西省,2004,60.9098,149.5379,87.2527,62.2852
360000,江西省,2003,59.3816,142.9264,73.4953,69.4311
360000,江西省,2002,59.9,142.2,64.4,77.8
360000,江西省,2001,57.6,137.9578,59.1534,78.8044
360000,江西省,2000,59.5,140.0,61.5565,78.4057
370000,山东省,2019,711.146,1849.3569,645.3454,1204.0115
370000,山东省,2018,624.0137,1358.7539,467.0012,891.7527
370000,山东省,2017,561.8066,1219.6328,460.7781,758.8547
370000,山东省,2016,501.7586,1074.4411,433.6993,640.7418
370000,山东省,2015,453.0415,958.713,423.5498,535.1632
370000,山东省,2014,397.4293,831.2763,383.9997,447.2766
370000,山东省,2013,312.2,709.7764,333.4974,376.279
370000,山东省,2012,279.5665,619.607,301.8255,317.7815
370000,山东省,2011,259.5797,578.9542,293.1082,285.846
370000,山东省,2010,239.7742,537.3321,262.4685,274.8636
370000,山东省,2009,215.6925,466.703,225.8044,240.8986
370000,山东省,2008,186.3086,410.029,197.0476,212.9814
370000,山东省,2007,180.7493,399.8083,185.2277,214.5806
370000,山东省,2006,176.6022,386.9242,188.452,198.4722
370000,山东省,2005,168.651,364.8675,174.7114,190.1561
370000,山东省,2004,165.9869,344.5278,164.463,180.0648
370000,山东省,2003,158.6406,347.0498,150.793,196.2568
370000,山东省,2002,146.1,297.9,122.5,175.4
370000,山东省,2001,136.5,278.0213,110.7677,167.2536
370000,山东省,2000,132.0,275.5,110.0385,165.5074
410000,河南省,2019,494.8015,1020.7365,692.4172,328.3193
410000,河南省,2018,418.5557,881.3482,691.8954,189.4528
410000,河南省,2017,358.4621,758.78,625.769,133.011
410000,河南省,2016,307.3731,645.4018,523.6272,121.7746
410000,河南省,2015,261.7156,541.3186,426.8114,114.5072
410000,河南省,2014,249.1691,502.4078,379.7585,122.6493
410000,河南省,2013,199.1,400.4717,290.653,109.8187
410000,河南省,2012,221.5671,500.1428,293.5279,206.6149
410000,河南省,2011,199.5456,449.2591,251.6014,197.6577
410000,河南省,2010,175.1665,385.2359,197.76,187.4759
410000,河南省,2009,157.9998,348.0065,171.6876,176.3189
410000,河南省,2008,144.927,302.6491,155.596,147.0531
410000,河南省,2007,137.8282,294.5557,150.4789,144.0768
410000,河南省,2006,130.6299,281.797,142.8415,138.9555
410000,河南省,2005,128.8022,274.2083,136.5746,137.6337
410000,河南省,2004,123.1117,257.9792,116.6751,141.3041
410000,河南省,2003,121.193,258.1536,97.9849,160.1687
410000,河南省,2002,109.8,217.7,86.1,131.6
410000,河南省,2001,117.4,227.0928,82.1447,144.9481
410000,河南省,2000,140.2,281.7,97.41,184.265
420000,湖北省,2019,396.4053,1109.53,618.6814,490.8486
420000,湖北省,2018,366.1631,1075.8569,584.3241,491.5328
420000,湖北省,2017,335.214,985.4524,525.1781,460.2743
420000,湖北省,2016,304.8517,944.4405,516.4722,427.9683
420000,湖北省,2015,319.37,959.9118,539.2962,420.6156
420000,湖北省,2014,320.7885,946.0603,516.649,429.4113
420000,湖北省,2013,268.5,746.5455,416.9511,329.5944
420000,湖北省,2012,201.4392,572.8542,387.8049,185.0493
420000,湖北省,2011,170.5747,477.6763,338.6629,139.0134
420000,湖北省,2010,144.6523,364.8884,250.9805,113.9079
420000,湖北省,2009,139.277,327.873,227.9742,99.8988
420000,湖北省,2008,122.7898,281.3123,184.5583,96.754
420000,湖北省,2007,111.0996,251.7961,156.0414,95.7547
420000,湖北省,2006,106.3139,230.3626,140.6915,89.6711
420000,湖北省,2005,101.8622,228.8346,142.0473,86.7873
420000,湖北省,2004,99.1284,214.4292,128.7289,85.7003
420000,湖北省,2003,104.9386,248.6919,131.4014,117.2905
420000,湖北省,2002,101.0,238.0,119.3,118.7
420000,湖北省,2001,100.6,241.1649,116.4001,124.7648
420000,湖北省,2000,100.7,243.9,129.5466,114.311
430000,湖南省,2019,327.7249,535.0869,494.4986,40.5883
430000,湖南省,2018,298.1454,508.9213,324.0384,184.8829
430000,湖南省,2017,256.9457,425.2592,400.1081,25.1511
430000,湖南省,2016,225.1216,430.3033,362.9146,67.3887
430000,湖南省,2015,202.4175,382.702,330.9976,51.7044
430000,湖南省,2014,205.4819,385.1514,331.6247,53.5267
430000,湖南省,2013,182.7,332.2455,282.5481,49.6974
430000,湖南省,2012,168.0402,323.5342,256.2182,67.316
430000,湖南省,2011,153.6716,329.9811,255.7322,74.2489
430000,湖南省,2010,137.6026,266.219,181.0456,85.1734
430000,湖南省,2009,122.7292,206.5168,144.3955,62.1213
430000,湖南省,2008,110.7805,202.1149,135.7331,66.3818
430000,湖南省,2007,101.2839,196.18,124.2305,71.9495
430000,湖南省,2006,97.9187,199.4944,124.3397,75.1547
430000,湖南省,2005,97.4743,196.6391,125.8195,70.8196
430000,湖南省,2004,94.5472,196.3482,121.3725,74.9757
430000,湖南省,2003,94.0403,197.8624,117.3295,80.5329
430000,湖南省,2002,85.8,180.8,102.2,78.5
430000,湖南省,2001,87.2,188.6273,104.3306,84.2967
430000,湖南省,2000,95.0,227.8,114.9934,112.7855
440000,广东省,2019,707.152,1566.9031,1166.2145,400.6886
440000,广东省,2018,649.3564,1470.0501,991.4384,478.6117
440000,广东省,2017,600.9635,1426.1306,1101.5335,324.5971
440000,广东省,2016,541.1749,1281.1976,986.4723,294.7253
440000,广东省,2015,492.9851,1153.6397,896.3364,257.3033
440000,广东省,2014,446.5898,1012.0161,787.6638,224.3523
440000,广东省,2013,399.0,822.2504,627.1365,195.1139
440000,广东省,2012,361.9078,711.1757,535.488,175.6877
440000,广东省,2011,348.4798,693.7789,520.2992,173.4797
440000,广东省,2010,334.626,688.8849,505.6153,183.2696
440000,广东省,2009,325.9122,696.1711,498.2612,197.9099
440000,广东省,2008,302.5246,657.9813,464.3371,193.6442
440000,广东省,2007,280.7239,605.5331,414.1137,191.4194
440000,广东省,2006,245.8186,536.4108,362.3374,174.0734
440000,广东省,2005,227.4011,489.6039,306.3043,183.2996
440000,广东省,2004,196.0348,423.6911,229.4438,194.2473
440000,广东省,2003,185.5085,389.9487,236.9702,152.9785
440000,广东省,2002,175.3,360.7,214.1,146.6
440000,广东省,2001,167.0,334.7833,184.9429,149.8404
440000,广东省,2000,152.2,308.9,164.9382,143.9442
450000,广西壮族自治区,2019,215.3876,503.1673,350.5409,152.6264
450000,广西壮族自治区,2018,191.6401,435.938,304.2654,131.6726
450000,广西壮族自治区,2017,168.895,383.3882,270.3029,113.0853
450000,广西壮族自治区,2016,154.3576,343.2599,252.413,90.8469
450000,广西壮族自治区,2015,149.3192,307.9374,212.4167,95.5207
450000,广西壮族自治区,2014,137.5799,281.1454,190.6493,90.4961
450000,广西壮族自治区,2013,124.3,249.2428,167.7987,81.4441
450000,广西壮族自治区,2012,117.3252,229.6637,139.1497,90.514
450000,广西壮族自治区,2011,114.1622,217.2283,156.6973,60.531
450000,广西壮族自治区,2010,115.8725,223.1412,141.011,82.1302
450000,广西壮族自治区,2009,117.8505,218.4766,126.9322,91.5444
450000,广西壮族自治区,2008,113.7378,206.5939,115.895,90.6989
450000,广西壮族自治区,2007,108.761,189.7378,102.6005,87.1373
450000,广西壮族自治区,2006,104.0701,173.2877,97.6893,75.5984
450000,广西壮族自治区,2005,101.5941,163.5767,89.7945,73.7822
450000,广西壮族自治区,2004,98.4583,152.9361,78.2276,74.7085
450000,广西壮族自治区,2003,99.0286,149.0508,77.575,71.4758
450000,广西壮族自治区,2002,101.8,150.8,76.4,74.4
450000,广西壮族自治区,2001,103.6,151.3006,76.3615,74.9391
450000,广西壮族自治区,2000,96.8,139.4,67.8565,71.5622
460000,海南省,2019,61.778,112.0569,66.6339,45.423
460000,海南省,2018,49.1112,89.3513,73.6702,15.6811
460000,海南省,2017,44.6662,83.8156,67.521,16.2946
460000,海南省,2016,40.8602,73.4943,55.8926,17.6017
460000,海南省,2015,37.4607,65.3789,50.4434,14.9355
460000,海南省,2014,35.0798,60.5457,49.7999,10.7458
460000,海南省,2013,30.9,58.0749,47.2173,10.8576
460000,海南省,2012,27.9524,46.7288,38.7436,7.9852
460000,海南省,2011,25.5178,42.0896,35.162,6.9276
460000,海南省,2010,23.8957,38.5731,32.2208,6.3523
460000,海南省,2009,21.2042,35.3115,29.9537,5.3578
460000,海南省,2008,17.4242,28.576,24.2069,4.3691
460000,海南省,2007,14.1127,33.1856,21.4643,11.7213
460000,海南省,2006,12.2178,24.1202,15.4473,8.6729
460000,海南省,2005,11.76,22.0779,15.1479,6.93
460000,海南省,2004,12.3577,24.8169,16.4851,8.3318
460000,海南省,2003,13.0772,26.0483,16.5501,9.4982
460000,海南省,2002,12.3,24.4,14.9,9.5
460000,海南省,2001,12.3,23.1654,15.2879,7.8775
460000,海南省,2000,11.2,21.0,13.5748,7.4413
500000,重庆市,2019,185.5531,361.3665,294.054,67.3125
500000,重庆市,2018,168.6236,329.5308,267.9809,61.5499
500000,重庆市,2017,157.6459,304.2308,247.0197,57.2111
500000,重庆市,2016,144.4137,273.3945,221.4181,51.9764
500000,重庆市,2015,132.4521,246.8733,199.5282,47.3451
500000,重庆市,2014,120.961,220.4964,178.2015,42.2949
500000,重庆市,2013,111.5,197.0445,159.1102,37.9343
500000,重庆市,2012,101.7494,177.8783,143.5683,34.31
500000,重庆市,2011,85.0092,151.5168,122.342,29.1748
500000,重庆市,2010,71.3672,126.4743,101.8287,24.6456
500000,重庆市,2009,72.0024,126.4938,100.2834,26.2104
500000,重庆市,2008,64.0548,108.3447,85.0709,23.2738
500000,重庆市,2007,58.4881,98.2457,76.5847,21.661
500000,重庆市,2006,50.3203,83.5471,64.1707,19.3764
500000,重庆市,2005,44.5141,90.8588,59.8572,31.0016
500000,重庆市,2004,45.5969,91.4909,48.1153,43.3756
500000,重庆市,2003,47.6904,100.8248,52.8017,48.0231
500000,重庆市,2002,44.8,93.4,41.5,51.9
500000,重庆市,2001,42.3,88.5456,38.9915,49.5541
500000,重庆市,2000,41.1,88.0,35.6248,52.3771
510000,四川省,2019,449.3327,824.5031,610.9379,213.5652
510000,四川省,2018,409.4466,746.864,340.0943,406.7697
510000,四川省,2017,362.3582,658.5743,303.4244,355.1499
510000,四川省,2016,314.6669,588.8515,409.9256,178.9259
510000,四川省,2015,301.3967,527.1179,382.5942,144.5237
510000,四川省,2014,272.8712,468.7518,336.4317,132.3201
510000,四川省,2013,274.9,536.503,275.6028,260.9002
510000,四川省,2012,252.6242,481.1859,284.4045,196.7814
510000,四川省,2011,235.9649,429.206,248.4066,180.7994
510000,四川省,2010,218.1607,392.7972,226.9407,165.8565
510000,四川省,2009,203.4929,363.3868,213.3657,150.0211
510000,四川省,2008,186.5897,326.1022,188.0567,138.0455
510000,四川省,2007,182.2577,313.7956,178.1484,135.6472
510000,四川省,2006,167.3681,299.2412,158.0985,141.1427
510000,四川省,2005,153.0998,250.5629,136.1795,114.3834
510000,四川省,2004,144.7101,230.7396,121.0476,109.692
510000,四川省,2003,143.3517,224.4639,102.9293,121.5346
510000,四川省,2002,129.5,189.8,86.3,103.5
510000,四川省,2001,123.8,176.0242,79.7458,96.2784
