省份编码,省份,年份,地级区划数(个),地级市数(个),县级区划数(个),市辖区数(个),县级市数(个),县数(个),自治县数(个),乡镇级区划数(个),镇数(个),乡数(个),街道办事处(个)
130000,河北省,2015,11,11,170,42,20,102,6,2251,1067,890,293
130000,河北省,2014,11,11,171,39,20,106,6,2246,1050,907,288
130000,河北省,2013,11,11,172,37,22,107,6,2246,1045,914,286
130000,河北省,2012,11,11,172,37,22,107,6,2234,1019,940,274
130000,河北省,2011,11,11,172,36,22,108,6,2233,1013,946,273
130000,河北省,2010,11,11,172,36,22,108,6,2227,1007,953,266
130000,河北省,2009,11,11,172,36,22,108,6,2228,992,968,267
130000,河北省,2008,11,11,172,36,22,108,6,2228,969,992,266
130000,河北省,2007,11,11,172,36,22,108,6,2220,962,946,258
130000,河北省,2006,11,11,172,36,22,108,6,2233,946,963,270
130000,河北省,2005,11,11,172,36,22,108,6,2205,943,966,242
130000,河北省,2004,11,11,172,36,22,108,6,2209,937,978,241
130000,河北省,2003,11,11,172,36,22,108,6,2207,937,979,235
130000,河北省,2002,11,11,172,36,22,108,6,2202,933,981,233
130000,河北省,2001,11,11,138,35,23,109,6,2203,910,1010,229
130000,河北省,2000,11,11,138,35,23,109,6,1973,900,1073,229
140000,山西省,2019,11,11,117,26,11,80,,1396,577,612,207
140000,山西省,2018,11,11,117,25,11,81,0,1398,564,632,202
140000,山西省,2017,11,11,119,23,11,85,,1398,564,632,202
140000,山西省,2016,11,11,119,23,11,85,,1398,564,632,202
140000,山西省,2015,11,11,119,23,11,85,,1398,564,632,202
140000,山西省,2014,11,11,119,23,11,85,,1398,564,632,202
140000,山西省,2013,11,11,119,23,11,85,,1398,564,632,202
140000,山西省,2012,11,11,119,23,11,85,,1397,564,632,201
140000,山西省,2011,11,11,119,23,11,85,,1397,564,632,201
140000,山西省,2010,11,11,119,23,11,85,,1397,563,633,201
140000,山西省,2009,11,11,119,23,11,85,,1397,563,633,201
140000,山西省,2008,11,11,119,23,11,85,,1397,563,633,201
140000,山西省,2007,11,11,119,23,11,85,,1396,563,633,200
140000,山西省,2006,11,11,119,23,11,85,,1389,561,635,193
140000,山西省,2005,11,11,119,23,11,85,,1389,561,635,193
140000,山西省,2004,11,11,119,23,11,85,,1388,561,634,193
140000,山西省,2003,11,11,119,23,11,85,,1386,564,634,188
140000,山西省,2002,11,10,119,22,12,85,,1384,564,634,186
140000,山西省,2001,11,10,97,22,12,85,,1936,564,1208,164
140000,山西省,2000,11,10,97,22,12,85,,1834,559,1225,168
150000,内蒙古自治区,2019,12,9,103,23,11,17,,1024,508,270,246
150000,内蒙古自治区,2018,12,9,103,23,11,17,0,1024,508,270,246
150000,内蒙古自治区,2017,12,9,103,23,11,17,,1020,505,272,243
150000,内蒙古自治区,2016,12,9,103,23,11,17,,1014,503,272,239
150000,内蒙古自治区,2015,12,9,102,22,11,17,,1010,496,275,239
150000,内蒙古自治区,2014,12,9,102,22,11,17,,1010,495,275,240
150000,内蒙古自治区,2013,12,9,102,22,11,17,,1010,493,275,242
150000,内蒙古自治区,2012,12,9,101,21,11,17,,1010,490,277,243
150000,内蒙古自治区,2011,12,9,101,21,11,17,,909,477,192,240
150000,内蒙古自治区,2010,12,9,101,21,11,17,,863,463,179,221
150000,内蒙古自治区,2009,12,9,101,21,11,17,,863,463,179,221
150000,内蒙古自治区,2008,12,9,101,21,11,17,,858,458,182,218
150000,内蒙古自治区,2007,12,9,101,21,11,17,,854,458,67,213
150000,内蒙古自治区,2006,12,9,101,21,11,17,,861,457,68,220
150000,内蒙古自治区,2005,12,9,101,21,11,17,,1112,493,226,195
150000,内蒙古自治区,2004,12,9,101,21,11,17,,1427,532,407,191
150000,内蒙古自治区,2003,12,9,101,21,11,17,,1431,527,411,195
150000,内蒙古自治区,2002,12,7,101,19,13,17,,1428,503,430,194
150000,内蒙古自治区,2001,12,7,82,19,13,17,,1405,496,714,178
150000,内蒙古自治区,2000,12,5,84,17,15,17,,1448,416,1150,197
210000,辽宁省,2019,14,14,100,59,16,17,8,1355,640,201,514
210000,辽宁省,2018,14,14,100,59,16,17,8,1531,640,201,690
210000,辽宁省,2017,14,14,100,59,16,17,8,1531,641,202,688
210000,辽宁省,2016,14,14,100,59,16,17,8,1531,642,212,677
210000,辽宁省,2015,14,14,100,57,16,19,8,1532,648,213,671
210000,辽宁省,2014,14,14,100,56,17,19,8,1530,645,217,668
210000,辽宁省,2013,14,14,100,56,17,19,8,1521,636,228,657
210000,辽宁省,2012,14,14,100,56,17,19,8,1515,615,270,630
210000,辽宁省,2011,14,14,100,56,17,19,8,1508,607,290,611
210000,辽宁省,2010,14,14,100,56,17,19,8,1507,581,324,602
210000,辽宁省,2009,14,14,100,56,17,19,8,1504,577,357,570
210000,辽宁省,2008,14,14,100,56,17,19,8,1498,572,369,557
210000,辽宁省,2007,14,14,100,56,17,19,8,1498,573,293,556
210000,辽宁省,2006,14,14,100,56,17,19,8,1522,595,295,555
210000,辽宁省,2005,14,14,100,56,17,19,8,1528,602,299,550
210000,辽宁省,2004,14,14,100,56,17,19,8,1530,613,301,539
210000,辽宁省,2003,14,14,100,56,17,19,8,1532,614,302,539
210000,辽宁省,2002,14,14,100,56,17,19,8,1551,613,302,558
210000,辽宁省,2001,14,14,44,56,17,19,8,1639,665,394,496
210000,辽宁省,2000,14,14,44,56,17,19,8,1587,656,466,519
220000,吉林省,2019,9,8,60,21,20,16,3,937,426,182,329
220000,吉林省,2018,9,8,60,21,20,16,3,933,426,182,325
220000,吉林省,2017,9,8,60,21,20,16,3,919,426,182,311
220000,吉林省,2016,9,8,60,21,20,16,3,910,428,182,300
220000,吉林省,2015,9,8,60,21,20,16,3,901,429,182,290
220000,吉林省,2014,9,8,60,21,20,16,3,900,434,184,282
220000,吉林省,2013,9,8,60,20,21,16,3,900,434,184,282
220000,吉林省,2012,9,8,60,20,20,17,3,895,429,189,277
220000,吉林省,2011,9,8,60,20,20,17,3,898,428,190,280
220000,吉林省,2010,9,8,60,20,20,17,3,897,426,194,277
220000,吉林省,2009,9,8,60,20,20,17,3,897,425,196,276
220000,吉林省,2008,9,8,60,20,20,17,3,894,423,198,273
220000,吉林省,2007,9,8,60,20,20,17,3,890,423,170,269
220000,吉林省,2006,9,8,60,20,20,17,3,887,425,170,264
220000,吉林省,2005,9,8,60,19,20,18,3,878,426,169,254
220000,吉林省,2004,9,8,60,19,20,18,3,1005,454,283,239
220000,吉林省,2003,9,8,60,19,20,18,3,1011,456,287,240
220000,吉林省,2002,9,8,60,19,20,18,3,1026,460,298,240
220000,吉林省,2001,9,8,41,19,20,18,3,1046,452,327,240
220000,吉林省,2000,9,8,41,19,20,18,3,856,459,397,232
230000,黑龙江省,2019,13,12,121,54,21,45,1,1240,557,345,338
230000,黑龙江省,2018,13,12,128,65,20,42,1,1196,541,347,308
230000,黑龙江省,2017,13,12,128,65,19,43,1,1192,532,353,307
230000,黑龙江省,2016,13,12,128,65,19,43,1,1197,521,365,311
230000,黑龙江省,2015,13,12,128,65,18,44,1,1234,512,374,348
230000,黑龙江省,2014,13,12,128,65,17,45,1,1231,513,380,338
230000,黑龙江省,2013,13,12,128,64,18,45,1,1279,495,398,386
230000,黑龙江省,2012,13,12,128,64,18,45,1,1278,485,409,384
230000,黑龙江省,2011,13,12,128,64,18,45,1,1278,478,417,383
230000,黑龙江省,2010,13,12,128,64,18,45,1,1278,473,423,382
230000,黑龙江省,2009,13,12,128,64,18,45,1,1272,467,429,376
230000,黑龙江省,2008,13,12,128,64,18,45,1,1272,467,431,374
230000,黑龙江省,2007,13,12,128,64,18,45,1,1270,466,375,371
230000,黑龙江省,2006,13,12,128,64,18,45,1,1270,470,379,363
230000,黑龙江省,2005,13,12,130,65,19,45,1,1273,470,380,365
230000,黑龙江省,2004,13,12,130,65,19,45,1,1297,473,400,366
230000,黑龙江省,2003,13,12,130,64,19,46,1,1314,475,400,381
230000,黑龙江省,2002,13,12,130,64,19,46,1,1325,475,410,381
230000,黑龙江省,2001,13,12,66,64,19,46,1,1964,448,426,1031
230000,黑龙江省,2000,13,12,66,64,19,46,1,1161,479,731,1031
310000,上海市,2019,,,16,16,,,,215,106,2,107
310000,上海市,2018,0,0,16,16,0,0,0,214,107,2,105
310000,上海市,2017,,,16,16,,,,214,107,2,105
310000,上海市,2016,,,16,16,,,,214,107,2,105
310000,上海市,2015,,,16,15,,1,,213,107,2,104
310000,上海市,2014,,,17,16,,1,,209,107,2,100
310000,上海市,2013,,,17,16,,1,,208,108,2,98
310000,上海市,2012,,,17,16,,1,,208,108,2,98
310000,上海市,2011,,,17,16,,1,,209,108,2,99
310000,上海市,2010,,,18,17,,1,,210,109,2,99
310000,上海市,2009,,,18,17,,1,,210,109,2,99
310000,上海市,2008,,,19,18,,1,,213,109,3,101
310000,上海市,2007,,,19,18,,1,,211,107,3,101
310000,上海市,2006,,,19,18,,1,,213,106,3,104
310000,上海市,2005,,,19,18,,1,,214,108,3,103
310000,上海市,2004,,,19,18,,1,,220,114,3,103
310000,上海市,2003,,,19,18,,1,,221,118,3,100
310000,上海市,2002,,,19,18,,1,,234,132,3,99
310000,上海市,2001,,,1,18,,1,,246,144,3,99
310000,上海市,2000,,,3,16,,3,,255,153,3,99
320000,江苏省,2019,13,13,96,55,22,19,,1261,718,40,503
320000,江苏省,2018,13,13,96,55,22,19,0,1258,723,44,491
320000,江苏省,2017,13,13,96,55,21,20,,1284,758,68,458
320000,江苏省,2016,13,13,96,55,21,20,,1287,763,69,455
320000,江苏省,2015,13,13,97,55,21,21,,1281,767,72,442
320000,江苏省,2014,13,13,99,55,23,21,,1274,780,79,415
320000,江苏省,2013,13,13,100,55,23,22,,1265,797,79,389
320000,江苏省,2012,13,13,102,55,23,24,,1281,836,96,349
320000,江苏省,2011,13,13,104,55,25,24,,1300,860,96,344
320000,江苏省,2010,13,13,105,55,26,24,,1307,877,98,332
320000,江苏省,2009,13,13,106,55,26,25,,1334,911,107,316
320000,江苏省,2008,13,13,106,54,27,25,,1342,930,109,303
320000,江苏省,2007,13,13,106,54,27,25,,1355,946,108,300
320000,江苏省,2006,13,13,106,54,27,25,,1388,994,108,285
320000,江苏省,2005,13,13,106,54,27,25,,1410,1019,109,281
320000,江苏省,2004,13,13,106,54,27,25,,1488,1078,122,287
320000,江苏省,2003,13,13,106,53,27,26,,1518,1117,125,275
320000,江苏省,2002,13,13,106,52,27,27,,1592,1194,135,262
320000,江苏省,2001,13,13,58,50,28,30,,1598,1200,147,250
320000,江苏省,2000,13,13,58,51,28,30,,1482,1203,271,317
330000,浙江省,2019,11,11,90,37,20,32,1,1360,619,259,482
330000,浙江省,2018,11,11,89,37,19,32,1,1375,639,269,467
330000,浙江省,2017,11,11,89,37,19,32,1,1378,641,274,463
330000,浙江省,2016,11,11,89,36,19,33,1,1378,655,274,449
330000,浙江省,2015,11,11,90,36,20,33,1,1350,641,265,444
330000,浙江省,2014,11,11,90,35,20,34,1,1321,629,258,434
330000,浙江省,2013,11,11,90,34,21,34,1,1324,639,264,421
330000,浙江省,2012,11,11,90,32,22,35,1,1341,650,279,412
330000,浙江省,2011,11,11,90,32,22,35,1,1346,654,290,402
330000,浙江省,2010,11,11,90,32,22,35,1,1512,728,443,341
330000,浙江省,2009,11,11,90,32,22,35,1,1513,735,445,333
330000,浙江省,2008,11,11,90,32,22,35,1,1511,747,446,318
330000,浙江省,2007,11,11,90,32,22,35,1,1516,750,439,313
330000,浙江省,2006,11,11,90,32,22,35,1,1519,754,447,304
330000,浙江省,2005,11,11,90,32,22,35,1,1525,752,461,298
330000,浙江省,2004,11,11,90,32,22,35,1,1569,760,505,290
330000,浙江省,2003,11,11,90,32,22,35,1,1598,783,526,275
330000,浙江省,2002,11,11,88,30,22,35,1,1610,824,539,233
330000,浙江省,2001,11,11,59,29,22,36,1,1610,836,549,211
330000,浙江省,2000,11,11,62,26,24,37,1,1723,970,752,106
340000,安徽省,2019,16,16,105,44,9,52,,1498,968,271,259
340000,安徽省,2018,16,16,105,44,7,54,0,1488,968,271,249
340000,安徽省,2017,16,16,105,44,6,55,,1486,965,275,246
340000,安徽省,2016,16,16,105,44,6,55,,1488,953,289,246
340000,安徽省,2015,16,16,105,44,6,55,,1494,946,303,245
340000,安徽省,2014,16,16,105,43,6,56,,1505,938,315,252
340000,安徽省,2013,16,16,105,43,6,56,,1508,927,330,251
340000,安徽省,2012,16,16,105,43,6,56,,1509,923,334,252
340000,安徽省,2011,16,16,105,43,6,56,,1522,914,343,265
340000,安徽省,2010,17,17,105,44,5,56,,1523,912,349,262
340000,安徽省,2009,17,17,105,44,5,56,,1520,905,357,258
340000,安徽省,2008,17,17,105,44,5,56,,1523,908,361,254
340000,安徽省,2007,17,17,105,44,5,56,,1519,912,352,246
340000,安徽省,2006,17,17,105,44,5,56,,1625,924,450,242
340000,安徽省,2005,17,17,105,44,5,56,,1696,948,498,241
340000,安徽省,2004,17,17,105,44,5,56,,1776,968,634,234
340000,安徽省,2003,17,17,105,44,5,56,,1936,997,710,220
340000,安徽省,2002,17,17,105,44,5,56,,1996,1020,747,220
340000,安徽省,2001,17,17,61,44,5,56,,1988,1003,764,212
340000,安徽省,2000,17,17,61,45,5,56,,1841,973,876,209
350000,福建省,2019,9,9,85,29,12,44,,1107,653,270,184
350000,福建省,2018,9,9,85,29,12,44,0,1106,651,272,183
350000,福建省,2017,9,9,85,29,12,44,,1105,642,284,179
350000,福建省,2016,9,9,85,28,13,44,,1105,638,288,179
350000,福建省,2015,9,9,85,28,13,44,,1105,633,294,178
350000,福建省,2014,9,9,85,28,13,44,,1104,628,301,175
350000,福建省,2013,9,9,85,26,14,45,,1104,616,313,175
350000,福建省,2012,9,9,85,26,14,45,,1104,609,320,175
350000,福建省,2011,9,9,85,26,14,45,,1102,600,329,173
350000,福建省,2010,9,9,85,26,14,45,,1102,595,334,173
350000,福建省,2009,9,9,85,26,14,45,,1102,591,338,173
350000,福建省,2008,9,9,85,26,14,45,,1101,590,338,173
350000,福建省,2007,9,9,85,26,14,45,,1101,591,320,172
350000,福建省,2006,9,9,85,26,14,45,,1104,591,322,173
350000,福建省,2005,9,9,85,26,14,45,,1101,593,323,167
350000,福建省,2004,9,9,85,26,14,45,,1104,605,328,153
350000,福建省,2003,9,9,85,26,14,45,,1111,608,334,151
350000,福建省,2002,9,9,86,27,14,45,,1104,621,335,130
350000,福建省,2001,9,9,60,25,14,46,,1110,623,346,123
350000,福建省,2000,9,9,60,25,14,46,,943,628,367,113
360000,江西省,2019,11,11,100,27,11,62,,1563,828,570,165
360000,江西省,2018,11,11,100,26,11,63,0,1567,827,578,162
360000,江西省,2017,11,11,100,25,11,64,,1561,825,579,157
360000,江西省,2016,11,11,100,24,11,65,,1555,824,579,152
360000,江西省,2015,11,11,100,22,10,68,,1552,820,582,150
360000,江西省,2014,11,11,100,20,10,70,,1548,816,587,145
360000,江西省,2013,11,11,100,20,10,70,,1546,807,594,145
360000,江西省,2012,11,11,100,19,11,70,,1540,802,596,142
360000,江西省,2011,11,11,100,19,11,70,,1539,794,602,143
360000,江西省,2010,11,11,100,19,11,70,,1539,788,610,141
360000,江西省,2009,11,11,99,19,10,70,,1535,778,620,137
360000,江西省,2008,11,11,99,19,10,70,,1530,770,627,133
360000,江西省,2007,11,11,99,19,10,70,,1528,768,620,132
360000,江西省,2006,11,11,99,19,10,70,,1526,767,621,131
360000,江西省,2005,11,11,99,19,10,70,,1550,773,647,123
360000,江西省,2004,11,11,99,19,10,70,,1549,771,651,120
360000,江西省,2003,11,11,99,19,10,70,,1548,770,651,120
360000,江西省,2002,11,11,99,19,10,70,,1615,789,712,107
360000,江西省,2001,11,11,80,19,10,70,,1639,786,737,111
360000,江西省,2000,11,11,80,19,10,70,,1817,759,1036,98
370000,山东省,2019,16,16,137,57,27,53,,1824,1087,68,669
370000,山东省,2018,16,16,137,56,27,54,0,1824,1092,68,664
370000,山东省,2017,17,17,137,55,26,56,,1824,1094,70,660
370000,山东省,2016,17,17,137,54,27,56,,1826,1106,73,647
370000,山东省,2015,17,17,137,51,28,58,,1826,1115,75,636
370000,山东省,2014,17,17,137,51,28,58,,1826,1114,81,631
370000,山东省,2013,17,17,137,48,29,60,,1826,1107,91,628
370000,山东省,2012,17,17,138,48,30,60,,1824,1094,113,617
370000,山东省,2011,17,17,140,49,31,60,,1857,1118,128,611
370000,山东省,2010,17,17,140,49,31,60,,1874,1118,156,600
370000,山东省,2009,17,17,140,49,31,60,,1872,1096,269,507
370000,山东省,2008,17,17,140,49,31,60,,1868,1111,270,487
370000,山东省,2007,17,17,140,49,31,60,,1869,1118,269,481
370000,山东省,2006,17,17,140,49,31,60,,1932,1190,275,466
370000,山东省,2005,17,17,140,49,31,60,,1931,1194,276,460
370000,山东省,2004,17,17,140,49,31,60,,1941,1223,293,423
370000,山东省,2003,17,17,139,48,31,60,,1928,1237,294,395
370000,山东省,2002,17,17,139,48,31,60,,1927,1253,289,372
370000,山东省,2001,17,17,91,48,31,60,,1918,1225,323,356
370000,山东省,2000,17,17,92,47,31,61,,2207,1351,627,319
410000,河南省,2019,17,17,158,53,22,83,,2451,1173,618,660
410000,河南省,2018,17,17,158,52,21,85,0,2451,1173,618,660
410000,河南省,2017,17,17,158,52,21,85,,2441,1151,640,650
410000,河南省,2016,17,17,158,52,21,85,,2435,1120,682,633
410000,河南省,2015,17,17,158,51,21,86,,2433,1105,703,625
410000,河南省,2014,17,17,158,50,21,87,,2420,1103,718,599
410000,河南省,2013,17,17,159,50,21,88,,2406,1085,755,566
410000,河南省,2012,17,17,159,50,21,88,,2399,1014,827,558
410000,河南省,2011,17,17,159,50,21,88,,2381,1011,852,518
410000,河南省,2010,17,17,159,50,21,88,,2371,949,929,493
410000,河南省,2009,17,17,159,50,21,88,,2361,904,978,479
410000,河南省,2008,17,17,159,50,21,88,,2358,856,1033,469
410000,河南省,2007,17,17,159,50,21,88,,2356,848,1032,464
410000,河南省,2006,17,17,159,50,21,88,,2355,832,1051,460
410000,河南省,2005,17,17,159,50,21,88,,2299,841,1054,392
410000,河南省,2004,17,17,159,50,21,88,,2451,865,1244,342
410000,河南省,2003,17,17,158,48,21,89,,2440,866,1234,328
410000,河南省,2002,17,17,158,48,21,89,,2422,869,1231,301
410000,河南省,2001,17,17,110,48,21,89,,2430,871,1252,295
410000,河南省,2000,17,17,110,48,21,89,,2031,844,1285,287
420000,湖北省,2019,13,12,103,39,25,36,2,1249,760,162,327
420000,湖北省,2018,13,12,103,39,25,36,2,1235,762,163,310
420000,湖北省,2017,13,12,103,39,24,37,2,1234,761,165,308
420000,湖北省,2016,13,12,103,39,24,37,2,1234,759,168,307
420000,湖北省,2015,13,12,103,39,24,37,2,1233,761,168,304
420000,湖北省,2014,13,12,103,39,24,37,2,1233,761,170,302
420000,湖北省,2013,13,12,103,38,24,38,2,1232,757,175,300
420000,湖北省,2012,13,12,103,38,24,38,2,1232,746,188,298
420000,湖北省,2011,13,12,103,38,24,38,2,1233,742,194,297
420000,湖北省,2010,13,12,103,38,24,38,2,1230,741,199,290
420000,湖北省,2009,13,12,103,38,24,38,2,1227,740,204,283
420000,湖北省,2008,13,12,102,38,24,37,2,1228,733,210,285
420000,湖北省,2007,13,12,102,38,24,37,2,1223,734,200,279
420000,湖北省,2006,13,12,102,38,24,37,2,1219,732,200,277
420000,湖北省,2005,13,12,102,38,24,37,2,1220,733,201,277
420000,湖北省,2004,13,12,102,38,24,37,2,1236,738,214,274
420000,湖北省,2003,13,12,102,38,24,37,2,1234,737,215,273
420000,湖北省,2002,13,12,102,38,24,37,2,1234,738,215,272
420000,湖北省,2001,13,12,64,38,24,37,2,1234,734,221,271
420000,湖北省,2000,13,12,66,35,24,39,2,1329,860,466,283
430000,湖南省,2019,14,13,122,36,18,61,7,1937,1134,392,411
430000,湖南省,2018,14,13,122,36,17,62,7,1933,1138,392,403
430000,湖南省,2017,14,13,122,35,17,63,7,1927,1134,398,395
430000,湖南省,2016,14,13,122,35,16,64,7,1929,1135,401,393
430000,湖南省,2015,14,13,122,35,16,64,7,1911,1119,417,375
430000,湖南省,2014,14,13,122,35,16,64,7,2414,1153,902,359
430000,湖南省,2013,14,13,122,35,16,64,7,2407,1138,925,344
430000,湖南省,2012,14,13,122,35,16,64,7,2388,1131,952,305
430000,湖南省,2011,14,13,122,35,16,64,7,2426,1121,1038,267
430000,湖南省,2010,14,13,122,34,16,65,7,2419,1109,1052,258
430000,湖南省,2009,14,13,122,34,16,65,7,2409,1106,1056,247
430000,湖南省,2008,14,13,122,34,16,65,7,2404,1101,1063,240
430000,湖南省,2007,14,13,122,34,16,65,7,2403,1095,974,237
430000,湖南省,2006,14,13,122,34,16,65,7,2407,1091,988,231
430000,湖南省,2005,14,13,122,34,16,65,7,2409,1089,990,233
430000,湖南省,2004,14,13,122,34,16,65,7,2576,1098,1146,226
430000,湖南省,2003,14,13,122,34,16,65,7,2587,1098,1158,225
430000,湖南省,2002,14,13,122,34,16,65,7,2583,1097,1159,221
430000,湖南省,2001,14,13,88,34,16,65,7,2574,1087,1177,212
430000,湖南省,2000,14,13,88,34,16,65,7,2353,1055,1310,209
440000,广东省,2019,21,21,122,65,20,34,3,1606,1114,11,481
440000,广东省,2018,21,21,122,65,20,34,3,1601,1123,11,467
440000,广东省,2017,21,21,121,64,20,34,3,1601,1124,11,466
440000,广东省,2016,21,21,121,64,20,34,3,1600,1128,11,461
440000,广东省,2015,21,21,119,62,20,34,3,1584,1128,11,445
440000,广东省,2014,21,21,119,61,21,34,3,1587,1128,11,448
440000,广东省,2013,21,21,121,58,23,37,3,1585,1128,11,446
440000,广东省,2012,21,21,121,56,23,39,3,1586,1131,11,444
440000,广东省,2011,21,21,121,54,23,41,3,1585,1132,11,442
440000,广东省,2010,21,21,121,54,23,41,3,1581,1134,11,436
440000,广东省,2009,21,21,121,54,23,41,3,1584,1137,11,436
440000,广东省,2008,21,21,121,54,23,41,3,1584,1139,11,434
440000,广东省,2007,21,21,121,54,23,41,3,1580,1137,4,432
440000,广东省,2006,21,21,121,54,23,41,3,1579,1137,4,431
440000,广东省,2005,21,21,121,54,23,41,3,1585,1145,4,429
440000,广东省,2004,21,21,121,54,23,41,3,1612,1188,5,412
440000,广东省,2003,21,21,122,54,23,42,3,1710,1318,5,380
440000,广东省,2002,21,21,123,52,26,42,3,1844,1458,18,361
440000,广东省,2001,21,21,76,48,31,42,3,1894,1511,25,351
440000,广东省,2000,21,21,77,45,31,43,3,1612,1556,33,337
450000,广西壮族自治区,2019,14,14,111,41,9,49,12,1250,806,312,132
450000,广西壮族自治区,2018,14,14,111,40,8,51,12,1251,806,312,133
450000,广西壮族自治区,2017,14,14,111,40,7,52,12,1251,799,319,133
450000,广西壮族自治区,2016,14,14,111,40,7,52,12,1246,788,330,128
450000,广西壮族自治区,2015,14,14,110,37,8,53,12,1251,773,350,128
450000,广西壮族自治区,2014,14,14,110,36,7,55,12,1243,773,350,120
450000,广西壮族自治区,2013,14,14,110,36,7,55,12,1247,722,405,120
450000,广西壮族自治区,2012,14,14,109,34,7,56,12,1243,715,411,117
450000,广西壮族自治区,2011,14,14,109,34,7,56,12,1235,702,424,109
450000,广西壮族自治区,2010,14,14,109,34,7,56,12,1234,702,424,108
450000,广西壮族自治区,2009,14,14,109,34,7,56,12,1232,702,424,106
450000,广西壮族自治区,2008,14,14,109,34,7,56,12,1231,702,424,105
450000,广西壮族自治区,2007,14,14,109,34,7,56,12,1230,702,366,104
450000,广西壮族自治区,2006,14,14,109,34,7,56,12,1230,700,368,104
450000,广西壮族自治区,2005,14,14,109,34,7,56,12,1232,699,369,106
450000,广西壮族自治区,2004,14,14,109,34,7,56,12,1396,748,515,72
450000,广西壮族自治区,2003,14,14,109,33,7,57,12,1396,748,515,72
450000,广西壮族自治区,2002,14,14,108,32,7,57,12,1388,750,515,62
450000,广西壮族自治区,2001,14,9,81,28,10,59,12,1410,749,537,63
450000,广西壮族自治区,2000,14,9,81,29,10,59,12,1360,745,616,67
460000,海南省,2019,4,4,23,8,5,4,6,218,175,21,22
460000,海南省,2018,4,4,23,8,5,4,6,218,175,21,22
460000,海南省,2017,4,4,23,8,5,4,6,218,175,21,22
460000,海南省,2016,4,4,23,8,5,4,6,218,175,21,22
460000,海南省,2015,4,4,23,8,5,4,6,218,175,21,22
460000,海南省,2014,3,3,24,8,6,4,6,218,176,21,21
460000,海南省,2013,3,3,20,4,6,4,6,224,182,21,21
460000,海南省,2012,3,3,20,4,6,4,6,222,183,21,18
460000,海南省,2011,2,2,20,4,6,4,6,222,183,21,18
460000,海南省,2010,2,2,20,4,6,4,6,222,183,21,18
460000,海南省,2009,2,2,20,4,6,4,6,222,183,21,18
460000,海南省,2008,2,2,20,4,6,4,6,222,183,21,18
460000,海南省,2007,2,2,20,4,6,4,6,222,183,21,18
460000,海南省,2006,2,2,20,4,6,4,6,220,181,21,18
460000,海南省,2005,2,2,20,4,6,4,6,218,180,20,18
460000,海南省,2004,2,2,20,4,6,4,6,218,181,20,17
460000,海南省,2003,2,2,20,4,6,4,6,218,181,20,17
