省份编码,省份,年份,县(市、区)数(个),开展新型农村合作医疗县(区、市)数(个),参加新型农村合作医疗人数(亿人),新型农村合作医疗人均筹资(元),新型农村合作医疗本年度筹资总额(亿元),新型农村合作医疗补偿受益人次(亿人次)
340000,安徽省,2014,105,,0.51908312,410.2765892291,212.967652,1.02267499
340000,安徽省,2013,105,,0.5149569,368.1,189.58,1.038224
340000,安徽省,2012,105,94,0.50438,294.9,148.7,1.00716
340000,安徽省,2011,105,94,0.49169471,229.784817087009,112.98,0.637983
340000,安徽省,2010,105,94,0.475018,151.802215916028,72.108785,0.4260206
340000,安徽省,2009,105,94,0.465166,101.4,,0.248916
340000,安徽省,2008,105,100,0.45239332,,43.015579,0.1798432
340000,安徽省,2007,105,,,,,
340000,安徽省,2006,105,,,,,
340000,安徽省,2005,105,,,,,
340000,安徽省,2004,105,,,,,
340000,安徽省,2003,105,,,,,
340000,安徽省,2002,105,,,,,
340000,安徽省,2001,61,,,,,
340000,安徽省,2000,61,,,,,
350000,福建省,2019,85,,,,,
350000,福建省,2018,85,,,,,
350000,福建省,2017,85,,,,,
350000,福建省,2016,85,,,,,
350000,福建省,2015,85,,,,,
350000,福建省,2014,85,,0.25314194,400.4524483774,101.37130966,0.17526461
350000,福建省,2013,85,,0.24920591,350.2,87.27,0.144176
350000,福建省,2012,85,74,0.24441,298.8,73.0,0.08317
350000,福建省,2011,85,74,0.24499826,235.021873216569,57.58,0.039615
350000,福建省,2010,85,74,0.24042,151.997845437152,36.543322,0.02784611
350000,福建省,2009,85,74,0.23503,103.3,,0.021394
350000,福建省,2008,85,78,0.23176485,,20.5106476,0.02135308
350000,福建省,2007,85,,,,,
350000,福建省,2006,85,,,,,
350000,福建省,2005,85,,,,,
350000,福建省,2004,85,,,,,
350000,福建省,2003,85,,,,,
350000,福建省,2002,86,,,,,
350000,福建省,2001,60,,,,,
350000,福建省,2000,60,,,,,
360000,江西省,2019,100,,,,,
360000,江西省,2018,100,,,,,
360000,江西省,2017,100,,,,,
360000,江西省,2016,100,,,,,
360000,江西省,2015,100,,,,,
360000,江西省,2014,100,,0.3407781,390.379721326,133.032859712,0.56209629
360000,江西省,2013,100,,0.33579604,342.3,114.96,0.511455
360000,江西省,2012,100,96,0.32938,294.2,96.9,0.40799
360000,江西省,2011,100,97,0.32404473,232.554456204549,75.36,0.256752
360000,江西省,2010,100,96,0.314495,150.790724812795,47.422929,0.19683939
360000,江西省,2009,99,96,0.30689,103.0,,0.128843
360000,江西省,2008,99,96,0.29301733,,27.0067699672,0.0798956
360000,江西省,2007,99,,,,,
360000,江西省,2006,99,,,,,
360000,江西省,2005,99,,,,,
360000,江西省,2004,99,,,,,
360000,江西省,2003,99,,,,,
360000,江西省,2002,99,,,,,
360000,江西省,2001,80,,,,,
360000,江西省,2000,80,,,,,
370000,山东省,2019,137,,,,,
370000,山东省,2018,137,,,,,
370000,山东省,2017,137,,,,,
370000,山东省,2016,137,,,,,
370000,山东省,2015,137,,,,,
370000,山东省,2014,137,,,,,
370000,山东省,2013,137,,0.6378761,361.5,230.57,2.465547
370000,山东省,2012,138,135,0.64658,307.2,198.6,2.32434
370000,山东省,2011,140,135,0.6629134,256.219272381581,169.85,1.671185
370000,山东省,2010,140,135,0.654873,135.218294234149,88.55081,1.46056932
370000,山东省,2009,140,135,0.643923,103.2,,1.262498
370000,山东省,2008,140,134,0.63577771,,55.737275,0.88889105
370000,山东省,2007,140,,,,,
370000,山东省,2006,140,,,,,
370000,山东省,2005,140,,,,,
370000,山东省,2004,140,,,,,
370000,山东省,2003,139,,,,,
370000,山东省,2002,139,,,,,
370000,山东省,2001,91,,,,,
370000,山东省,2000,92,,,,,
410000,河南省,2019,158,,,,,
410000,河南省,2018,158,,,,,
410000,河南省,2017,158,,,,,
410000,河南省,2016,158,,,,,
410000,河南省,2015,158,,,,,
410000,河南省,2014,158,,0.82619999,380.8624951976,314.6685897236,2.66399664
410000,河南省,2013,159,,0.8119498,352.9,286.54,2.712861
410000,河南省,2012,159,157,0.79651,293.4,233.7,1.97666
410000,河南省,2011,159,157,0.78044587,231.37342170457,180.57,0.982957
410000,河南省,2010,159,157,0.765148,150.550983600558,115.193784,1.15445723
410000,河南省,2009,159,157,0.748796,101.6,,0.495068
410000,河南省,2008,159,157,0.72798369,,64.9226816373,0.3649831
410000,河南省,2007,159,,,,,
410000,河南省,2006,159,,,,,
410000,河南省,2005,159,,,,,
410000,河南省,2004,159,,,,,
410000,河南省,2003,158,,,,,
410000,河南省,2002,158,,,,,
410000,河南省,2001,110,,,,,
410000,河南省,2000,110,,,,,
420000,湖北省,2019,103,,,,,
420000,湖北省,2018,103,,,,,
420000,湖北省,2017,103,,,,,
420000,湖北省,2016,103,,,,,
420000,湖北省,2015,103,,,,,
420000,湖北省,2014,103,,0.3951268,401.0979365611,158.48454416,1.36193353
420000,湖北省,2013,103,,0.39252635,365.1,143.32,1.425628
420000,湖北省,2012,103,93,0.38776,298.0,115.5,1.38546
420000,湖北省,2011,103,96,0.38900311,235.24272045023,91.51,1.091554
420000,湖北省,2010,103,97,0.383301,150.326829306472,57.620424,0.86598678
420000,湖北省,2009,103,96,0.37145,106.2,,0.336438
420000,湖北省,2008,102,95,0.3543488,,33.0445548614,0.26989411
420000,湖北省,2007,102,,,,,
420000,湖北省,2006,102,,,,,
420000,湖北省,2005,102,,,,,
420000,湖北省,2004,102,,,,,
420000,湖北省,2003,102,,,,,
420000,湖北省,2002,102,,,,,
420000,湖北省,2001,64,,,,,
420000,湖北省,2000,66,,,,,
430000,湖南省,2019,122,,,,,
430000,湖南省,2018,122,,,,,
430000,湖南省,2017,122,,,,,
430000,湖南省,2016,122,,,,,
430000,湖南省,2015,122,,,,,
430000,湖南省,2014,122,,0.4795763,384.623911171,184.4565122109,0.53188824
430000,湖南省,2013,122,,0.47296753,350.6,165.84,0.622294
430000,湖南省,2012,122,111,0.46712,291.6,136.2,0.56177
430000,湖南省,2011,122,113,0.46549608,231.12583467212,107.59,0.369151
430000,湖南省,2010,122,122,0.491147,141.178504602492,69.339399,0.26855383
430000,湖南省,2009,122,122,0.461819,103.7,,0.215911
430000,湖南省,2008,122,122,0.45015016,,35.816870495,0.13356654
430000,湖南省,2007,122,,,,,
430000,湖南省,2006,122,,,,,
430000,湖南省,2005,122,,,,,
430000,湖南省,2004,122,,,,,
430000,湖南省,2003,122,,,,,
430000,湖南省,2002,122,,,,,
430000,湖南省,2001,88,,,,,
430000,湖南省,2000,88,,,,,
440000,广东省,2019,122,,,,,
440000,广东省,2018,122,,,,,
440000,广东省,2017,121,,,,,
440000,广东省,2016,121,,,,,
440000,广东省,2015,119,,,,,
440000,广东省,2014,119,,,,,
440000,广东省,2013,121,,,,,
440000,广东省,2012,121,10,0.02,271.7,5.4,0.02797
440000,广东省,2011,121,62,0.28499278,243.420256260527,69.37,0.280627
440000,广东省,2010,121,87,0.389145,160.690385331946,62.53186,0.29089743
440000,广东省,2009,121,110,0.486187,130.2,,0.227474
440000,广东省,2008,121,111,0.48360376,,55.17283114,0.15398014
440000,广东省,2007,121,,,,,
440000,广东省,2006,121,,,,,
440000,广东省,2005,121,,,,,
440000,广东省,2004,121,,,,,
440000,广东省,2003,122,,,,,
440000,广东省,2002,123,,,,,
440000,广东省,2001,76,,,,,
440000,广东省,2000,77,,,,,
450000,广西壮族自治区,2019,111,,,,,
450000,广西壮族自治区,2018,111,,,,,
450000,广西壮族自治区,2017,111,,,,,
450000,广西壮族自治区,2016,111,,,,,
450000,广西壮族自治区,2015,110,,,,,
450000,广西壮族自治区,2014,110,,0.4159225,392.7820736332,163.3669020207,0.6059769
450000,广西壮族自治区,2013,110,,0.40789091,344.2,140.39,0.556485
450000,广西壮族自治区,2012,109,106,0.39748,292.8,116.4,0.52095
450000,广西壮族自治区,2011,109,106,0.39534651,230.63911816978,91.18,0.319433
450000,广西壮族自治区,2010,109,109,0.381134,150.372399208677,57.312034,0.24482965
450000,广西壮族自治区,2009,109,109,0.374738,104.7,,0.177225
450000,广西壮族自治区,2008,109,109,0.35420574,,27.4960611411,0.15750952
450000,广西壮族自治区,2007,109,,,,,
450000,广西壮族自治区,2006,109,,,,,
450000,广西壮族自治区,2005,109,,,,,
450000,广西壮族自治区,2004,109,,,,,
450000,广西壮族自治区,2003,109,,,,,
450000,广西壮族自治区,2002,108,,,,,
450000,广西壮族自治区,2001,81,,,,,
450000,广西壮族自治区,2000,81,,,,,
460000,海南省,2019,23,,,,,
460000,海南省,2018,23,,,,,
460000,海南省,2017,23,,,,,
460000,海南省,2016,23,,,,,
460000,海南省,2015,23,,,,,
460000,海南省,2014,24,,0.05015746,386.2503751725,19.3733377427,0.11580266
460000,海南省,2013,20,,0.04904161,348.3,17.08,0.109571
460000,海南省,2012,20,20,0.04815,300.1,14.5,0.08272
460000,海南省,2011,20,20,0.04854583,239.122094486797,11.61,0.069882
460000,海南省,2010,20,20,0.047485,144.227882489207,6.848661,0.06333331
460000,海南省,2009,20,21,0.046926,124.2,,0.043231
460000,海南省,2008,20,21,0.04668089,,4.5186231662,0.0114952
460000,海南省,2007,20,,,,,
460000,海南省,2006,20,,,,,
460000,海南省,2005,20,,,,,
460000,海南省,2004,20,,,,,
460000,海南省,2003,20,,,,,
460000,海南省,2002,20,,,,,
460000,海南省,2001,17,,,,,
460000,海南省,2000,17,,,,,
500000,重庆市,2019,38,,,,,
500000,重庆市,2018,38,,,,,
500000,重庆市,2017,38,,,,,
500000,重庆市,2016,38,,,,,
500000,重庆市,2015,38,,,,,
500000,重庆市,2014,38,,0.21233588,499.6993442653,106.1041,0.27873059
500000,重庆市,2013,38,,0.21462348,437.8,93.97,0.224308
500000,重庆市,2012,38,37,0.21629,296.4,64.1,0.31273
500000,重庆市,2011,38,38,0.22243704,231.987334363468,51.6,0.319378
500000,重庆市,2010,40,39,0.220043,141.465195439073,31.128426,0.24609897
500000,重庆市,2009,40,39,0.21792,104.4,,0.291941
500000,重庆市,2008,40,39,0.20080227,,17.7896868214,0.2687247
500000,重庆市,2007,40,,,,,
500000,重庆市,2006,40,,,,,
500000,重庆市,2005,40,,,,,
500000,重庆市,2004,40,,,,,
500000,重庆市,2003,40,,,,,
500000,重庆市,2002,40,,,,,
500000,重庆市,2001,25,,,,,
500000,重庆市,2000,26,,,,,
510000,四川省,2019,183,,,,,
510000,四川省,2018,183,,,,,
510000,四川省,2017,183,,,,,
510000,四川省,2016,183,,,,,
510000,四川省,2015,183,,,,,
510000,四川省,2014,183,,0.62273101,397.8826483915,247.7738634943,1.57227762
510000,四川省,2013,183,,0.62438342,347.3,216.86,1.469856
510000,四川省,2012,181,175,0.62241,295.9,184.2,1.44761
510000,四川省,2011,181,175,0.62630708,234.345434486706,146.77,0.988606
510000,四川省,2010,181,175,0.628509,149.039541199887,93.672693,0.49057987
510000,四川省,2009,181,175,0.616775,104.8,,0.238757
510000,四川省,2008,181,176,0.61412567,,50.8642273651,0.27145371
510000,四川省,2007,181,,,,,
510000,四川省,2006,181,,,,,
510000,四川省,2005,181,,,,,
510000,四川省,2004,181,,,,,
510000,四川省,2003,181,,,,,
510000,四川省,2002,180,,,,,
510000,四川省,2001,139,,,,,
510000,四川省,2000,140,,,,,
520000,贵州省,2019,88,,,,,
520000,贵州省,2018,88,,,,,
520000,贵州省,2017,88,,,,,
520000,贵州省,2016,88,,,,,
520000,贵州省,2015,88,,,,,
520000,贵州省,2014,88,,0.32474042,393.6096162467,127.820952096,0.5755279
520000,贵州省,2013,88,,0.32139544,334.0,107.34,0.552051
520000,贵州省,2012,88,88,0.31122,291.5,90.7,0.48879
520000,贵州省,2011,88,88,0.3074801,225.353078264252,69.29,0.440891
520000,贵州省,2010,88,88,0.302917,146.399485667691,44.346893,0.39498772
520000,贵州省,2009,88,88,0.291239,103.4,,0.357396
520000,贵州省,2008,88,88,0.28318727,,25.15466166,0.18746096
520000,贵州省,2007,88,,,,,
520000,贵州省,2006,88,,,,,
520000,贵州省,2005,88,,,,,
520000,贵州省,2004,88,,,,,
520000,贵州省,2003,88,,,,,
520000,贵州省,2002,87,,,,,
520000,贵州省,2001,78,,,,,
520000,贵州省,2000,78,,,,,
530000,云南省,2019,129,,,,,
530000,云南省,2018,129,,,,,
530000,云南省,2017,129,,,,,
530000,云南省,2016,129,,,,,
530000,云南省,2015,129,,,,,
530000,云南省,2014,129,,0.33045295,387.0716800906,127.9089785474,1.00401857
530000,云南省,2013,129,,0.32504535,346.0,112.47,1.004119
530000,云南省,2012,129,127,0.34679,295.8,102.6,0.91904
530000,云南省,2011,129,127,0.34562514,234.016235396823,80.88,0.786191
530000,云南省,2010,129,127,0.341215,140.928608062365,48.086955,0.80435186
530000,云南省,2009,129,127,0.329349,102.2,,0.758262
530000,云南省,2008,129,129,0.32220578,,28.8614184579,0.59346569
530000,云南省,2007,129,,,,,
530000,云南省,2006,129,,,,,
530000,云南省,2005,129,,,,,
530000,云南省,2004,129,,,,,
530000,云南省,2003,129,,,,,
530000,云南省,2002,129,,,,,
530000,云南省,2001,119,,,,,
530000,云南省,2000,120,,,,,
540000,西藏自治区,2019,74,,,,,
540000,西藏自治区,2018,74,,,,,
540000,西藏自治区,2017,74,,,,,
540000,西藏自治区,2016,74,,,,,
540000,西藏自治区,2015,74,,,,,
540000,西藏自治区,2014,74,,0.02529577,418.1685487178,10.5778954296,0.05509714
540000,西藏自治区,2013,74,,0.0242945,366.7,8.91,0.069883
540000,西藏自治区,2012,74,73,0.02378,324.0,7.7,0.04776
540000,西藏自治区,2011,73,73,0.02357224,282.832942478101,6.67,0.04227
540000,西藏自治区,2010,73,73,0.023358,192.603861631989,4.498841,0.039336
540000,西藏自治区,2009,73,73,0.02274,163.3,,0.033989
540000,西藏自治区,2008,73,73,0.02204231,,3.437682,0.03852377
540000,西藏自治区,2007,73,,,,,
540000,西藏自治区,2006,73,,,,,
540000,西藏自治区,2005,73,,,,,
540000,西藏自治区,2004,73,,,,,
540000,西藏自治区,2003,73,,,,,
540000,西藏自治区,2002,73,,,,,
540000,西藏自治区,2001,72,,,,,
540000,西藏自治区,2000,72,,,,,
610000,陕西省,2019,107,,,,,
610000,陕西省,2018,107,,,,,
610000,陕西省,2017,107,,,,,
610000,陕西省,2016,107,,,,,
610000,陕西省,2015,107,,,,,
610000,陕西省,2014,107,,0.25699491,439.0365150812,112.83014968,0.5229462
610000,陕西省,2013,107,,0.25503479,374.7,95.56,0.494256
610000,陕西省,2012,107,104,0.26497,311.9,82.6,0.45443
610000,陕西省,2011,107,104,0.26316636,241.733211646048,63.62,0.364193
610000,陕西省,2010,107,104,0.258139,154.439360189665,39.866822,0.24330243
610000,陕西省,2009,107,104,0.256611,104.7,,0.139544
610000,陕西省,2008,107,104,0.25267541,,22.725475,0.0814585
610000,陕西省,2007,107,,,,,
610000,陕西省,2006,107,,,,,
610000,陕西省,2005,107,,,,,
610000,陕西省,2004,107,,,,,
610000,陕西省,2003,107,,,,,
610000,陕西省,2002,107,,,,,
610000,陕西省,2001,86,,,,,
610000,陕西省,2000,87,,,,,
620000,甘肃省,2019,86,,,,,
620000,甘肃省,2018,86,,,,,
620000,甘肃省,2017,86,,,,,
620000,甘肃省,2016,86,,,,,
620000,甘肃省,2015,86,,,,,
620000,甘肃省,2014,86,,0.03689619,514.56175204,18.98536817,0.02609547
620000,甘肃省,2013,86,,0.19303429,343.7,66.34,0.388425
620000,甘肃省,2012,86,86,0.19215,292.6,56.2,0.39015
620000,甘肃省,2011,86,86,0.1918272,232.927546249958,44.68,0.306799
620000,甘肃省,2010,86,86,0.191032,146.257108756648,27.939788,0.21324168
620000,甘肃省,2009,86,86,0.190692,102.8,,0.12967
620000,甘肃省,2008,86,87,0.18691217,,16.844445,0.10504532
620000,甘肃省,2007,86,,,,,
620000,甘肃省,2006,86,,,,,
620000,甘肃省,2005,86,,,,,
620000,甘肃省,2004,86,,,,,
620000,甘肃省,2003,86,,,,,
620000,甘肃省,2002,86,,,,,
620000,甘肃省,2001,75,,,,,
620000,甘肃省,2000,76,,,,,
630000,青海省,2019,44,,,,,
630000,青海省,2018,44,,,,,
630000,青海省,2017,43,,,,,
630000,青海省,2016,43,,,,,
630000,青海省,2015,43,,,,,
630000,青海省,2014,43,,0.19229472,377.9750582855,72.682608,0.36341981
630000,青海省,2013,43,,0.03626685,471.4,17.1,0.030091
630000,青海省,2012,43,39,0.03526,408.3,14.4,0.03352
630000,青海省,2011,43,39,0.03478684,269.129849103857,9.36,0.020871
630000,青海省,2010,43,43,0.034075,165.498107116654,5.639348,0.02750842
630000,青海省,2009,43,43,0.03343,105.4,,0.025662
630000,青海省,2008,43,43,0.03312802,,3.46962102,0.02475628
630000,青海省,2007,43,,,,,
630000,青海省,2006,43,,,,,
630000,青海省,2005,43,,,,,
630000,青海省,2004,43,,,,,
630000,青海省,2003,43,,,,,
630000,青海省,2002,43,,,,,
630000,青海省,2001,39,,,,,
630000,青海省,2000,39,,,,,
640000,宁夏回族自治区,2019,22,,,,,
