省份编码,省份,年份,图书出版种数(种),图书新出版种数(种),图书总印数(亿册),图书总印张数(亿印张),期刊出版种数(种),期刊每期出版平均印数(万册),期刊出版总印数(亿册),期刊出版总印张数(亿印张),报纸出版种数(种),报纸每期出版平均印数(万册),报纸出版总印数(亿份),报纸出版总印张数(亿印张)
110000,北京市,2019,12350,5923,2.2,,174,,0.3,,33,,3.8,
110000,北京市,2018,13759,7075,2.6742,,174,,0.275078,,34,,4.851074,
110000,北京市,2017,14411,6875,2.7,,175,,0.3,,34,,5.8,
110000,北京市,2016,13712,7310,2.8144,,174,,0.337073,,35,,7.230807,
110000,北京市,2015,11907,7118,2.2446,,172,,0.367301,,35,,7.905974,
110000,北京市,2014,10802,6474,1.6746,,172,,0.379243,,35,,9.464,
110000,北京市,2013,9830,5672,1.2857,13.40869,170,187.0793,0.374877,2.7181875,35,405.9,10.8986,67.16981
110000,北京市,2012,9431,5611,1.3154,13.36633,170,194.3708,0.373315,2.7217911,37,505.35,12.7571,81.42594
110000,北京市,2011,167942,96689,22.5969,243.05272,3044,5991.4679,10.194606,76.7423467,254,3452.95,83.065,293.71811
110000,北京市,2010,155209,90817,21.3,251.1,3063,5519.0,10.1,69.6,262,3405.0,77.5,275.6
110000,北京市,2009,144211,84382,21.0412,220.20754,3030,5374.0,9.6964,59.34648,260,3232.05,71.6301,232.50131
110000,北京市,2008,136284,74677,20.81,219.97,2898,5392.0,9.49999999999999,55.5,259,3328.0,73.2000000000001,241.3
110000,北京市,2007,125412,69594,18.63,195.28,2809,5340.0,9.09999999999999,54.4,256,3454.0,73.3,218.8
110000,北京市,2006,113232,95286,17.4,186.2,2809,5077.0,8.4,47.4,256,3650.39999999999,74.0,240.4
110000,北京市,2005,,,,,,,,,,,,
110000,北京市,2004,,,15.2181,,,,7.9718,,,,70.3991,
110000,北京市,2003,85244,51198,14.1,140.8,2382,5702.0,8.22999999999999,34.76,250,3391.0,72.3,190.6
110000,北京市,2002,73836,44846,12.2,127.7,2377,5708.0,8.19,34.38,247,3364.12,70.65,169.9
110000,北京市,2001,63928,39356,10.2729,105.07514,2374,5761.0,8.0954,32.62981,243,3338.96,69.3883,153.15783
110000,北京市,2000,57821,36804,9.6188,92.97428,2352,5909.0,7.9465,33.0117,240,3343.24,68.6699,152.58116
120000,天津市,2019,7819,4198,1.2,,252,,0.3,,19,,2.5,
120000,天津市,2018,7897,4974,0.9536,,256,,0.26646,,19,,3.157441,
120000,天津市,2017,7803,5035,0.8,,255,,0.3,,24,,3.8,
120000,天津市,2016,6789,4507,0.6425,,254,,0.309994,,24,,4.932357,
120000,天津市,2015,6421,4173,0.552,,254,,0.314348,,24,,6.1758,
120000,天津市,2014,5745,3755,0.456,,254,,0.383279,,24,,7.5996,
120000,天津市,2013,5539,3957,0.5132,4.54384,253,246.2192,0.396415,1.9906752,24,286.28,8.1627,45.8603
120000,天津市,2012,5319,3886,0.4536,3.96645,251,251.8308,0.380231,1.9321164,27,324.52,9.0788,51.8159
120000,天津市,2011,4236,2999,0.3942,3.70954,254,259.1318,0.376824,1.9719815,27,317.4,9.2359,53.66405
120000,天津市,2010,4550,3372,0.4,3.8,257,264.0,0.4,1.9,28,334.0,9.4,55.8
120000,天津市,2009,4105,2922,0.4231,4.05204,257,271.0,0.3342,1.80182,28,359.62,9.5672,57.12601
120000,天津市,2008,3345,2373,0.3829,3.55379,246,281.0,0.3603,1.89836,28,378.29,9.4386,54.51973
120000,天津市,2007,3105,1877,0.4419,3.88977,245,285.0,0.3667,1.84883,27,361.29,9.2169,53.27099
120000,天津市,2006,3416,1831,0.5096,4.64592,245,329.0,0.4081,1.92939,27,381.65,9.387,51.73776
120000,天津市,2005,,,,,,,,,,,,
120000,天津市,2004,,,0.83,,,,0.45,,,,8.67,
120000,天津市,2003,3621,2392,0.7,5.28814,245,366.0,0.4611,1.88806,27,360.56,8.2284,37.30095
120000,天津市,2002,3577,2156,0.6917,4.9,239,381.0,0.4469,1.62,27,369.0,8.0782,29.8
120000,天津市,2001,3499,2280,0.6289,4.89835,237,402.0,0.4651,1.60762,26,385.56,7.3198,20.28581
120000,天津市,2000,2744,1543,0.5861,4.30252,234,469.0,0.5293,1.69362,26,365.98,5.991,10.38443
130000,河北省,2019,9980,3477,3.3,,227,,0.4,,62,,10.7,
130000,河北省,2018,10434,2805,3.1674,,227,,0.421397,,63,,10.892989,
130000,河北省,2017,9857,2924,2.9,,227,,0.4,,64,,11.6,
130000,河北省,2016,9263,3254,2.6865,,227,,0.460516,,64,,12.817738,
130000,河北省,2015,6817,2436,2.1617,,227,,0.471495,,65,,14.59332,
130000,河北省,2014,7022,3071,2.2234,,229,,0.483315,,65,,15.7641,
130000,河北省,2013,6896,3548,2.3736,16.95014,229,248.8792,0.5391,2.4627875,64,840.1,16.4244,44.04406
130000,河北省,2012,3976,2340,1.9719,13.42836,229,247.5503,0.535289,2.4348974,66,872.49,15.0446,43.9111
130000,河北省,2011,2971,1615,1.6694,10.8862,230,283.4385,0.525185,2.3595963,64,846.86,14.3135,42.38614
130000,河北省,2010,2264,1000,1.7,10.7,230,255.0,0.5,2.3,66,837.0,14.7,42.5
130000,河北省,2009,2095,1106,1.7144,11.03369,230,252.0,0.471,2.3399,66,665.97,18.8096,42.24659
130000,河北省,2008,2137,1175,1.4765,10.09504,220,258.0,0.5006,2.33115,66,804.93,23.6061,48.02938
130000,河北省,2007,2042,1115,1.5729,9.92863,226,239.0,0.4376,1.79472,66,885.22,23.2345,51.92206
130000,河北省,2006,2169,1172,1.7403,11.69018,226,245.0,0.4124,1.46669,66,789.69,22.2134,49.58957
130000,河北省,2005,,,,,,,,,,,,
130000,河北省,2004,,,1.497963,,,,0.3421,,,,13.231595,
130000,河北省,2003,2265,1343,2.5,13.53254,215,380.0,0.4646,1.32688,66,558.84,10.8202,27.77005
130000,河北省,2002,2261,1345,3.04,15.6,223,495.0,0.58883,1.66,77,532.0,10.633591,23.9
130000,河北省,2001,2020,1188,2.8174,13.87438,223,454.0,0.5144,1.50081,72,486.11,9.2317,19.87149
130000,河北省,2000,2014,1090,3.1026,14.61312,214,450.0,0.5207,1.44891,66,469.83,8.9912,16.49608
140000,山西省,2019,3380,1957,1.1,,202,,0.2,,60,,22.9,
140000,山西省,2018,3304,1888,1.0174,,202,,0.225897,,60,,19.810487,
140000,山西省,2017,3517,2192,1.1,,202,,0.2,,60,,20.1,
140000,山西省,2016,3513,2264,0.986,,202,,0.24206,,60,,20.161905,
140000,山西省,2015,3812,2281,1.2441,,201,,0.257305,,60,,20.354854,
140000,山西省,2014,3458,1866,1.2866,,201,,0.293035,,60,,21.602,
140000,山西省,2013,4009,2643,1.3452,12.93226,199,166.6651,0.338431,2.192762,60,2413.28,21.9427,28.93716
140000,山西省,2012,3403,1911,1.4789,13.9628,198,182.106,0.373271,2.3656588,60,2209.8,21.0779,28.52928
140000,山西省,2011,3401,1778,1.3887,12.3596,200,174.0651,0.342831,2.1857816,60,2039.4,20.24,28.45636
140000,山西省,2010,2683,1573,1.3,10.3,201,189.0,0.4,2.3,60,2118.0,20.6,31.0
140000,山西省,2009,2232,1430,1.1486,8.33352,201,185.0,0.3673,2.01444,60,2191.55,20.3073,26.72403
140000,山西省,2008,2032,1381,1.0555,7.62524,199,283.0,0.55,3.14626,60,2393.11,18.5011,29.26279
140000,山西省,2007,1964,1154,1.1767,8.29536,199,282.0,0.5641,3.17043,60,2576.08,21.0541,32.60133
140000,山西省,2006,1810,1015,0.9337,7.25306,199,257.0,0.4648,2.45863,60,2705.03,20.6223,32.83101
140000,山西省,2005,,,,,,,,,,,,
140000,山西省,2004,,,1.1291,,,,0.6051,,,,11.9559,
140000,山西省,2003,2004,1059,1.1098,7.53269,198,258.0,0.4208,1.76539,67,1771.27,16.0553,19.33831
140000,山西省,2002,1969,1130,1.3266,8.4,195,252.0,0.43,1.8,65,1465.0,14.1135,19.1
140000,山西省,2001,1776,1371,1.18,7.75417,187,233.0,0.303,1.09839,66,688.82,10.1712,12.47453
140000,山西省,2000,1532,1240,1.0105,6.16941,165,232.0,0.2659,0.90646,59,708.85,6.2815,8.08834
150000,内蒙古自治区,2019,3641,1630,0.6,,152,,0.1,,57,,2.5,
150000,内蒙古自治区,2018,3719,1668,0.5974,,152,,0.130889,,58,,2.66029,
150000,内蒙古自治区,2017,3411,1554,0.6,,152,,0.1,,58,,2.8,
150000,内蒙古自治区,2016,3249,1791,0.6172,5.037112529,147,,0.171368,0.90217,58,,3.022734,6.918187
150000,内蒙古自治区,2015,3125,1725,0.6544,,147,,0.20807,,58,,3.281497,
150000,内蒙古自治区,2014,3157,1937,0.6752,,147,,0.242285,,58,,3.3599,
150000,内蒙古自治区,2013,3015,1989,0.6543,5.00308,148,120.308,0.263581,1.3100545,60,130.76,2.7465,7.42819
150000,内蒙古自治区,2012,2863,1648,0.5849,4.29048,148,127.3848,0.293902,1.3965843,61,127.48,2.7033,7.13928
150000,内蒙古自治区,2011,2881,1317,0.5975,4.42654,149,105.6452,0.275545,1.3045496,61,128.04,2.9361,7.48996
150000,内蒙古自治区,2010,2885,1266,0.6,4.7,149,71.0,0.1,0.6,61,136.0,2.7,6.1
150000,内蒙古自治区,2009,2400,1194,0.696,5.37833,149,68.0,0.1064,0.52949,61,134.78,2.8863,8.26429
150000,内蒙古自治区,2008,2423,1247,0.673,4.8609,151,76.0,0.1154,0.52326,61,133.51,2.6364,6.21463
150000,内蒙古自治区,2007,2261,1193,0.7799,5.75819,148,79.0,0.1228,0.52224,61,144.42,2.504,4.64676
150000,内蒙古自治区,2006,2497,1398,0.8404,6.63564,148,79.0,0.1231,0.51773,61,144.32,2.5011,4.64532
150000,内蒙古自治区,2005,,,,,,,,,,,,
150000,内蒙古自治区,2004,,,0.7381,,,,0.14734,,,,6.081999,
150000,内蒙古自治区,2003,2120,1380,0.8285,5.32954,160,159.0,0.2137,0.63977,68,166.52,2.8764,3.89718
150000,内蒙古自治区,2002,1654,1123,0.708038,4.7,159,153.0,0.19432,0.59,69,105.0,1.879058,2.3
150000,内蒙古自治区,2001,1502,891,0.681,4.47638,158,144.0,0.1699,0.47781,69,104.58,1.9464,2.26917
150000,内蒙古自治区,2000,1545,904,0.745,4.49006,154,136.0,0.1587,0.45061,63,114.36,1.7971,1.98847
210000,辽宁省,2019,10384,4708,1.7,,322,,0.7,,66,,7.0,
210000,辽宁省,2018,11487,5421,1.908,,322,,0.715868,,66,,7.311077,
210000,辽宁省,2017,10940,4796,1.7,,321,,0.8,,66,,8.6,
210000,辽宁省,2016,10385,4993,1.4758,,321,,0.876685,,68,,10.386217,
210000,辽宁省,2015,10964,5806,1.2557,,320,,0.884684,,70,,13.293461,
210000,辽宁省,2014,11942,7405,1.2713,,323,,0.896498,,70,,15.0582,
210000,辽宁省,2013,10737,6772,1.1788,9.62712,323,526.0601,0.918515,3.969814,70,895.95,16.3232,81.45524
210000,辽宁省,2012,9998,5596,1.1682,9.59806,320,550.9586,0.984015,4.1715515,69,947.68,16.5968,98.96648
210000,辽宁省,2011,9885,5208,1.5149,12.09381,323,572.3822,1.000316,4.1657387,73,825.11,16.1277,99.83423
210000,辽宁省,2010,9060,4925,1.5,11.6,326,565.0,1.0,4.0,75,843.0,15.7,82.0
210000,辽宁省,2009,8682,4322,1.6802,12.6032,326,530.0,0.9016,3.74755,75,899.48,17.5784,83.82055
210000,辽宁省,2008,7216,3592,1.3588,8.57915,324,588.0,1.0033,3.97766,81,904.12,17.9132,83.01466
210000,辽宁省,2007,5533,3043,0.6686,5.13324,322,675.0,0.9738,3.74897,81,660.1,16.1288,74.33492
210000,辽宁省,2006,5424,2721,1.1218,9.10624,322,690.0,1.0111,3.81685,81,663.38,16.3648,78.64644
210000,辽宁省,2005,,,,,,,,,,,,
210000,辽宁省,2004,,,1.1666,,,,0.6891,,,,14.5408,
210000,辽宁省,2003,5167,2751,1.5427,10.19643,299,1006.0,1.4043,3.39016,90,749.58,12.9624,33.07873
210000,辽宁省,2002,5593,2990,1.5,9.8,304,1012.0,1.4,3.39,92,733.0,12.7,28.8
210000,辽宁省,2001,5052,2610,1.5699,10.02624,305,957.0,1.2374,3.0566,88,744.35,12.9785,30.13298
210000,辽宁省,2000,5008,2752,1.7082,10.80468,301,901.0,1.2474,2.88538,87,825.64,12.5845,31.90178
220000,吉林省,2019,25170,13204,2.7,,240,,0.5,,51,,6.4,
220000,吉林省,2018,27824,14187,2.3733,,240,,0.568759,,51,,6.980101,
220000,吉林省,2017,28397,15299,2.8,,241,,0.7,,51,,7.6,
220000,吉林省,2016,26919,16516,2.3922,,240,,0.773144,,51,,7.885732,
220000,吉林省,2015,23823,13560,2.4792,,242,,0.843318,,52,,8.115251,
220000,吉林省,2014,21565,11425,2.55,,239,,0.948989,,52,,9.2605,
220000,吉林省,2013,21770,12586,2.6585,22.63978,237,350.835,1.025904,4.6171996,52,1064.03,9.9827,34.81111
220000,吉林省,2012,22263,13803,2.8512,25.789,240,390.4831,1.130306,5.1178523,52,1092.58,11.1005,38.70819
220000,吉林省,2011,15963,10115,2.1067,18.63846,234,358.1599,0.964532,4.4714471,52,477.67,7.8425,33.23003
220000,吉林省,2010,15553,11575,2.0,17.6,236,384.0,1.0,4.8,52,691.0,8.7,37.1
220000,吉林省,2009,9719,5016,1.8057,15.82199,236,427.0,0.9246,4.46253,52,625.72,7.9723,39.49134
220000,吉林省,2008,6999,4290,1.7965,22.83864,234,466.0,0.9443,4.27671,52,660.05,9.0107,40.08266
220000,吉林省,2007,4857,2415,1.2573,9.92082,236,469.0,1.0014,4.53692,50,644.69,8.9897,33.99649
220000,吉林省,2006,4800,2443,1.3203,10.29875,236,450.0,0.8374,3.5156,50,317.1,6.2567,25.18141
220000,吉林省,2005,,,,,,,,,,,,
220000,吉林省,2004,,,1.2267,,,,0.6856,,,,9.9646,
220000,吉林省,2003,4025,2152,1.432,9.92289,235,483.0,0.6678,2.04321,55,561.62,6.6604,12.2982
220000,吉林省,2002,3520,1883,1.4525,10.1,235,487.0,0.6504,2.1,55,583.0,6.9097,12.8
220000,吉林省,2001,3821,2316,1.437,9.98192,231,452.0,0.5726,1.86878,55,571.3,6.6883,12.50972
220000,吉林省,2000,3581,1926,1.278,8.92973,225,444.0,0.5538,1.71596,55,554.1,5.5322,7.64958
230000,黑龙江省,2019,8110,4943,0.8,,315,,0.3,,64,,4.3,
230000,黑龙江省,2018,8709,5832,0.8204,,315,,0.348381,,68,,4.99096,
230000,黑龙江省,2017,7549,5577,0.9,,315,,0.4,,68,,5.6,
230000,黑龙江省,2016,7336,5541,0.7694,,314,,0.434028,,68,,6.238687,
230000,黑龙江省,2015,6087,4712,0.717,,314,,0.446657,,68,,6.630828,
230000,黑龙江省,2014,5043,3626,0.7426,,315,,0.527876,,68,,6.9039,
230000,黑龙江省,2013,5247,3832,0.6637,5.30248,314,266.3155,0.578879,2.9213386,68,474.87,7.4931,28.1419
230000,黑龙江省,2012,4218,3113,0.6353,5.27206,315,290.5608,0.564004,2.9574526,69,377.7,7.876,31.11578
230000,黑龙江省,2011,4430,3007,0.8284,6.13492,315,272.4546,0.550243,2.8558818,69,374.73,7.9235,29.94801
230000,黑龙江省,2010,3515,2422,0.7,5.6,314,273.0,0.5,2.7,70,368.0,7.8,25.7
230000,黑龙江省,2009,3408,2529,0.6114,4.43836,314,288.0,0.521,2.62347,70,361.93,7.5726,22.94339
230000,黑龙江省,2008,3253,2247,0.5401,4.34805,311,267.0,0.5092,2.51912,72,368.74,7.267,23.85005
230000,黑龙江省,2007,3099,2336,0.5285,4.00613,314,277.0,0.4865,2.38724,72,384.93,7.8312,27.11016
230000,黑龙江省,2006,2667,1863,0.552,4.88143,314,254.0,0.4069,1.75462,72,363.83,7.6407,26.68182
230000,黑龙江省,2005,,,,,,,,,,,,
230000,黑龙江省,2004,,,0.77,,,,0.43,,,,7.43,
230000,黑龙江省,2003,2559,1749,0.802,5.18614,323,448.0,0.5832,2.16154,76,375.68,7.4807,14.73798
230000,黑龙江省,2002,2562,1712,0.8747,5.5,323,480.0,0.6459,2.31,76,392.0,7.4244,14.2
230000,黑龙江省,2001,2359,1363,0.9861,5.69316,322,537.0,0.7391,2.40295,76,419.41,7.0366,11.43441
230000,黑龙江省,2000,2099,1352,1.0002,4.98977,319,609.0,0.7924,2.49209,75,432.35,7.3212,11.94172
310000,上海市,2019,30876,14017,5.3,,641,,0.7,,70,,7.8,
310000,上海市,2018,30005,14227,4.803,,639,,0.850466,,70,,8.129721,
310000,上海市,2017,27772,13262,4.2,,639,,0.9,,70,,9.1,
310000,上海市,2016,27481,13907,4.1806,,637,,1.12045,,70,,10.039296,
310000,上海市,2015,24492,12752,3.2875,,637,,1.28552,,70,,10.752764,
310000,上海市,2014,24420,13055,3.2188,,636,,1.4471,,72,,11.4002,
310000,上海市,2013,24694,13510,3.3288,31.79711,635,873.1455,1.623273,9.0162208,73,579.48,13.1055,58.82003
310000,上海市,2012,23777,13133,3.3571,31.34835,635,937.9822,1.763187,9.6731712,72,661.88,14.4802,67.98436
310000,上海市,2011,21744,12333,2.8552,27.12188,632,1022.8644,1.818346,9.42274179999999,72,726.16,15.8463,78.60765
310000,上海市,2010,19256,11055,2.8,26.0,633,1019.0,1.8,9.0,72,726.0,15.8,78.6
310000,上海市,2009,18598,10386,2.7015,24.25128,633,1031.0,1.7821,8.96209,72,715.54,16.2697,77.89573
310000,上海市,2008,17733,9903,2.6219,24.89786,623,1105.0,1.9014,9.27466,72,760.94,17.1836,88.24747
310000,上海市,2007,16935,9063,2.2439,22.31675,626,1105.0,1.8128,8.50297,74,844.01,18.3451,79.74961
310000,上海市,2006,18180,10012,2.5075,24.99063,626,1125.0,1.8336,7.87511,74,814.14,17.4395,74.50068
310000,上海市,2005,,,,,,,,,,,,
310000,上海市,2004,,,2.67,,,,1.93,,,,19.71,
310000,上海市,2003,15613,8721,2.7367,23.05948,626,1335.0,1.8281,8.51446,71,856.0,16.9686,66.07657
310000,上海市,2002,14537,8156,2.588863,21.4,621,1331.0,1.800718,7.77,72,962.0,16.460772,51.4
310000,上海市,2001,14000,7947,2.6753,21.17663,616,1412.0,1.853,7.5787,74,1042.74,16.9393,47.65111
310000,上海市,2000,12683,6926,2.5359,18.98592,613,1490.0,1.8525,7.3821,72,1119.28,16.7406,44.49623
320000,江苏省,2019,29534,10459,7.5,,476,,1.1,,81,,20.3,
320000,江苏省,2018,30892,11990,6.8474,,472,,1.127244,,81,,21.417066,
320000,江苏省,2017,28864,12610,6.4,,471,,1.2,,81,,22.9,
320000,江苏省,2016,27569,13647,6.2656,,470,,1.195408,,81,,23.249456,
320000,江苏省,2015,26503,14646,6.2397,,468,,1.143102,,81,,26.392433,
320000,江苏省,2014,23936,14383,5.5963,,468,,1.181718,,81,,28.2063,
320000,江苏省,2013,23268,14143,5.6657,39.71988,468,441.1873,1.184645,4.72033900000001,81,1237.34,28.5738,134.04435
320000,江苏省,2012,20407,11318,5.3761,35.55095,467,488.1414,1.255884,4.7836469,81,1236.13,28.8662,140.48741
320000,江苏省,2011,17951,9733,5.6818,37.57934,466,508.194,1.160076,4.4767538,80,1178.44,27.9885,142.02197
320000,江苏省,2010,14400,7988,5.5,33.2,464,469.0,1.0,4.2,80,1182.0,27.0,133.9
320000,江苏省,2009,12768,7206,5.0069,33.34197,464,429.0,0.9563,3.87522,80,1117.81,26.0567,113.12781
320000,江苏省,2008,11407,6022,4.2145,30.18286,438,455.0,0.9765,3.85387,80,1109.76,27.3218,119.14657
320000,江苏省,2007,10735,5592,4.9514,30.50981,439,418.0,0.8872,3.5626,80,1204.73,28.22,115.91313
320000,江苏省,2006,9539,4314,4.7383,30.33907,439,436.0,0.9473,3.79313,80,966.88,26.1147,99.37378
320000,江苏省,2005,,,,,,,,,,,,
320000,江苏省,2004,,,4.18,,,,0.98,,,,24.51,
320000,江苏省,2003,7100,3823,4.5579,29.66968,462,616.0,0.9912,3.17443,94,1191.82,26.1021,76.33117
320000,江苏省,2002,6066,3362,4.43,27.1,450,602.0,1.06,3.52,94,1199.0,25.35,58.4
320000,江苏省,2001,5547,3093,4.3384,25.54129,434,595.0,1.0348,3.33073,94,1269.13,25.8412,57.06359
320000,江苏省,2000,5143,2794,3.4661,20.06901,423,635.0,1.1008,3.26391,92,1230.9,23.3052,43.00013
330000,浙江省,2019,16083,7131,4.5,,235,,0.7,,66,,20.0,
330000,浙江省,2018,15231,6835,4.181,,231,,0.736579,,66,,21.118094,
330000,浙江省,2017,14462,7135,4.0,,229,,0.8,,66,,23.1,
330000,浙江省,2016,14165,6853,3.99,,226,,0.768966,,67,,26.124689,
330000,浙江省,2015,13701,6940,3.6756,,226,,0.774382,,68,,31.144895,
330000,浙江省,2014,12687,6867,3.6971,,225,,0.776512,,69,,33.7367,
330000,浙江省,2013,12706,7389,3.8491,23.76982,223,537.2239,0.814894,4.1674254,69,1163.28,34.628,162.24654
330000,浙江省,2012,11478,5935,3.725,23.61735,222,538.6694,0.831208,4.29264830000001,71,1187.83,34.71,162.83603
330000,浙江省,2011,9492,4595,3.2608,21.06467,220,501.1364,0.785835,3.6704805,71,1201.94,35.909,160.55487
330000,浙江省,2010,8084,4210,2.8,19.1,221,486.0,0.7,2.8,70,1131.0,32.5,147.3
330000,浙江省,2009,7835,2974,3.1273,20.49268,221,479.0,0.7164,2.67804,70,1106.45,31.4033,135.89502
330000,浙江省,2008,7282,3280,2.9564,18.18335,220,512.0,0.7407,3.00304,70,1040.3,29.7165,119.52064
330000,浙江省,2007,6810,2880,2.5501,14.78087,218,556.0,0.8082,3.28698,70,1045.35,29.1048,129.1706
330000,浙江省,2006,7087,3080,2.6692,16.56126,218,544.0,0.802,2.99433,70,993.77,28.6117,123.00954
330000,浙江省,2005,,,,,,,,,,,,
330000,浙江省,2004,,,2.6919,,,,0.8925,,,,25.5639,
330000,浙江省,2003,5919,2646,3.0378,16.40589,224,623.0,0.9081,2.43603,83,934.11,24.2011,71.53053
330000,浙江省,2002,5028,2184,3.0201,15.5,222,629.0,0.8268,2.22,83,848.0,21.2445,48.2
330000,浙江省,2001,4483,1919,2.6118,12.7511,206,689.0,0.8674,2.28554,84,905.48,20.2495,42.77823
330000,浙江省,2000,4106,1842,2.7014,12.65732,201,724.0,0.8736,2.12838,87,856.27,17.3556,32.63416
340000,安徽省,2019,10066,3767,2.9,,186,,0.4,,51,,6.2,
340000,安徽省,2018,10040,4248,3.2077,,186,,0.432122,,51,,6.772506,
340000,安徽省,2017,9745,4864,3.1,,186,,0.4,,51,,7.2,
340000,安徽省,2016,9441,5212,2.4892,,186,,0.501739,,51,,7.948753,
340000,安徽省,2015,8902,4832,2.7329,,186,,0.535082,,51,,10.455339,
340000,安徽省,2014,9934,5227,2.5579,,186,,0.562656,,51,,12.1176,
340000,安徽省,2013,9444,5471,2.5798,20.03893,186,396.6229,0.622689,2.5980812,51,517.16,12.4719,50.90951
340000,安徽省,2012,9094,5202,2.445,17.43809,186,404.8294,0.617232,2.5657404,51,514.05,12.5807,52.65087
340000,安徽省,2011,7804,4087,2.5185,18.63056,186,396.5355,0.594753,2.4675098,51,504.83,12.0769,60.7734
340000,安徽省,2010,5646,2732,2.4,16.4,184,404.0,0.6,2.3,51,503.0,11.7,48.5
340000,安徽省,2009,5560,1331,2.7204,17.28022,184,432.0,0.5977,2.37762,51,472.87,10.5905,35.78019
340000,安徽省,2008,4449,1952,2.7906,16.0623,176,466.0,0.6072,2.12673,51,449.45,10.1397,38.37874
340000,安徽省,2007,3070,1492,1.7177,9.04808,176,457.0,0.6343,2.44093,51,481.23,10.6942,32.83339
340000,安徽省,2006,3258,1690,2.1531,12.63817,176,444.0,0.5602,1.55742,51,404.7,10.0786,32.31584
340000,安徽省,2005,,,,,,,,,,,,
340000,安徽省,2004,,,2.8461,,,,0.5,,,,8.7206,
340000,安徽省,2003,3003,1673,2.7247,14.92603,186,478.0,0.6012,1.69453,53,387.76,8.0391,22.15869
340000,安徽省,2002,2601,1429,2.7822,14.7,183,499.0,0.6161,1.67,53,377.0,7.0819,14.4
340000,安徽省,2001,2217,1118,2.8619,15.02745,159,590.0,0.7186,1.77267,51,409.06,7.545,11.86368
340000,安徽省,2000,2326,1088,3.119,14.68336,151,622.0,0.7735,1.95384,50,407.86,7.5897,11.45332
350000,福建省,2019,4380,2227,1.4,,174,,0.2,,42,,7.4,
350000,福建省,2018,4359,2372,1.1461,,176,,0.248091,,43,,7.855537,
350000,福建省,2017,4289,2545,1.1,,176,,0.3,,42,,8.4,
350000,福建省,2016,3954,2620,0.971,,176,,0.421462,,42,,9.060825,
350000,福建省,2015,3395,2318,0.88,,176,,0.397018,,42,,10.607219,
350000,福建省,2014,3456,2442,0.8619,,176,,0.439666,,42,,11.1945,
350000,福建省,2013,3320,2283,0.887,6.99137,176,230.7198,0.491986,2.3628589,42,608.87,12.0576,56.6258
350000,福建省,2012,3413,2329,0.9078,6.83579,176,201.7198,0.366034,1.62052,43,574.65,11.8783,53.88393
350000,福建省,2011,3570,2403,0.8299,5.91372,177,205.6142,0.367652,1.6329242,44,500.73,10.218,48.48302
350000,福建省,2010,3415,2320,0.8,5.9,179,187.0,0.3,1.4,43,381.0,10.0,42.3
350000,福建省,2009,3261,2036,0.7639,5.16983,179,191.0,0.2829,1.3297,43,362.17,8.9301,37.81808
350000,福建省,2008,3247,2251,0.7793,5.04343,179,195.0,0.2945,1.32313,43,369.72,9.6224,39.95327
350000,福建省,2007,2678,2009,0.8462,5.24605,178,203.0,0.2877,1.33651,43,376.25,9.958,39.40482
350000,福建省,2006,2686,1791,0.9877,6.74701,178,209.0,0.2915,1.24219,43,482.04,9.572,34.21894
350000,福建省,2005,,,,,,,,,,,,
350000,福建省,2004,,,1.3907,,,,0.345,,,,8.9681,
350000,福建省,2003,2628,1890,1.5602,9.20238,186,312.0,0.3937,1.45144,53,343.87,7.9681,23.52703
350000,福建省,2002,2722,2143,1.9953,10.7,186,331.0,0.4089,1.44,53,343.0,7.9061,20.0
350000,福建省,2001,2134,1454,1.7888,9.26058,189,375.0,0.4469,1.53776,51,353.04,7.3098,16.37557
350000,福建省,2000,2634,1515,2.0297,9.65818,187,372.0,0.4463,1.4973,47,369.04,6.8815,13.45939
360000,江西省,2019,8337,4820,2.5,,166,,0.8,,38,,7.9,
360000,江西省,2018,8242,4949,2.4587,,166,,0.743517,,40,,8.831736,
360000,江西省,2017,7982,4546,2.3,,166,,0.7,,40,,9.1,
360000,江西省,2016,7491,4345,2.1423,,165,,0.729147,,41,,10.736509,
360000,江西省,2015,6729,4424,1.9175,,165,,0.74755,,41,,11.416916,
360000,江西省,2014,5890,3535,1.9663,,164,,0.761574,,41,,11.3322,
360000,江西省,2013,5583,3562,1.8668,12.62093,161,273.436,0.732783,2.3618063,41,1355.9,12.8159,32.86278
360000,江西省,2012,5127,3495,1.8196,11.76694,161,269.0628,0.721747,2.332977,41,323.17,7.5878,31.35897
360000,江西省,2011,4263,2745,1.7201,10.84143,161,270.4644,0.732558,2.387608,52,327.04,7.4425,30.12087
360000,江西省,2010,3870,2427,1.6,10.0,160,270.0,0.7,2.4,40,304.0,7.0,29.3
360000,江西省,2009,3667,1825,1.6101,9.95744,160,273.0,0.6381,2.29197,40,317.46,6.885,24.6393
360000,江西省,2008,2540,1975,1.5105,9.50037,163,255.0,0.5656,1.90116,40,294.51,6.7134,20.55674
360000,江西省,2007,2581,1635,1.421,8.19746,162,241.0,0.5526,2.17398,40,300.23,6.775,21.27577
360000,江西省,2006,2506,1492,1.534,8.63178,162,248.0,0.561,1.70257,40,252.61,6.4973,18.30832
360000,江西省,2005,,,,,,,,,,,,
360000,江西省,2004,,,1.7172,,,,0.5048,,,,5.4706,
