省份编码,省份,年份,居民消费价格指数(上年=100),城市居民消费价格指数(上年=100),农村居民消费价格指数(上年=100),商品零售价格指数(上年=100),城市商品零售价格指数(上年=100),农村商品零售价格指数(上年=100)
130000,河北省,2009,99.3215,98.825,100.3342,98.97718,98.86087,99.08506
130000,河北省,2008,106.1999,105.2011,108.13819,106.73942,105.4374,107.93032
130000,河北省,2007,104.67968,104.338,105.0782,104.07847106,103.47865,104.63708
130000,河北省,2006,101.69285,101.6812,101.7069,101.52227,101.55751247,101.48878
130000,河北省,2005,101.7985,101.4285,102.1864,101.1123,101.007,101.2159
130000,河北省,2004,104.2504,103.7445,104.7885,103.166,102.2729,104.0117
130000,河北省,2003,102.1746,102.3454,102.0452,100.2415,100.0979,100.3566
130000,河北省,2002,99.0,98.6,99.5,99.2,98.8,99.6
130000,河北省,2001,100.5,100.4,100.6,99.8,99.4,100.2
130000,河北省,2000,99.7,100.5,99.1,99.1,99.2,98.9
140000,山西省,2019,102.72136255,102.61081816,102.99299297,101.76068408,101.60822102,102.44026811
140000,山西省,2018,101.79309329,101.80704149,101.75883589,101.6878953,101.70901955,101.5938433
140000,山西省,2017,101.11244964,101.35798515,100.51442267,101.25691836,101.3949179,100.64703215
140000,山西省,2016,101.07295238,101.055044,101.11659666,100.51485113,100.53584349,100.42218066
140000,山西省,2015,100.59774414,100.55171088,100.70217353,99.25095,99.03631,99.65128
140000,山西省,2014,101.65994352,101.76225339,101.42860797,100.61684925,100.70031778,100.46153879
140000,山西省,2013,103.06123604,102.98057827,103.24408003,101.83451897,101.5930936,102.28680834
140000,山西省,2012,102.49834048,102.44441993,102.62078398,101.84950067,101.73282018,102.06881328
140000,山西省,2011,105.21289243,105.1427821,105.37244766,104.93420008,104.88624549,105.02445425
140000,山西省,2010,103.0185,103.1,102.8,102.3,102.5,102.0
140000,山西省,2009,99.5806,99.0474,100.9021,99.11894,99.01402,99.31594
140000,山西省,2008,107.19387,107.00495,107.66834,107.23331,107.26299,107.17414
140000,山西省,2007,104.62634,104.1833,105.7004,104.15309687,103.87824,104.66195
140000,山西省,2006,102.03238,101.8225,102.4978,101.1615,101.15293525,101.17701
140000,山西省,2005,102.3003,101.6609,103.7218,100.271,100.0105,100.733
140000,山西省,2004,104.1397,103.6067,105.3573,103.059,102.3686,104.2211
140000,山西省,2003,101.8238,101.5542,102.4529,100.3497,100.2144,100.5528
140000,山西省,2002,98.4,97.8,99.3,98.6,98.3,99.1
140000,山西省,2001,99.8,99.5,100.4,99.0,98.6,99.5
140000,山西省,2000,103.9,104.7,103.0,97.1,96.8,97.5
150000,内蒙古自治区,2019,102.38611554,102.25633599,102.78608229,101.49303603,101.41255949,102.05652325
150000,内蒙古自治区,2018,101.82270087,101.78927101,101.92586636,101.58910181,101.55696991,101.81465646
150000,内蒙古自治区,2017,101.70543358,101.7422705,101.59192182,101.21588636,101.25098431,100.97019438
150000,内蒙古自治区,2016,101.19734456,101.22417317,101.11476237,100.55894875,100.57956761,100.41484946
150000,内蒙古自治区,2015,101.12840432,101.12720266,101.13249121,100.45778,100.57534,100.16689
150000,内蒙古自治区,2014,101.55594614,101.65745763,101.21221977,100.66259599,100.48282857,101.11020638
150000,内蒙古自治区,2013,103.22699518,103.36747387,102.75414502,102.59689602,102.56686008,102.67176023
150000,内蒙古自治区,2012,103.10220994,103.29252005,102.4667488,102.469949,102.50885081,102.37311502
150000,内蒙古自治区,2011,105.58089311,105.53951377,105.71929758,104.88563186,104.97056895,104.6748032
150000,内蒙古自治区,2010,103.2023,103.0,103.5,103.0,102.9,103.3
150000,内蒙古自治区,2009,99.7349,99.6649,99.8413,99.47283,99.39934,99.6286
150000,内蒙古自治区,2008,105.74208,105.35967,106.30006,104.72619,104.10419,106.08462
150000,内蒙古自治区,2007,104.60623,104.2899,105.1639,103.5581918,103.36401,103.96614
150000,内蒙古自治区,2006,101.47533,101.2598,101.9512,101.38211,101.45471414,101.23331
150000,内蒙古自治区,2005,102.438,102.0371,103.2928,101.461,101.5187,101.367
150000,内蒙古自治区,2004,102.937,102.5029,103.8851,102.6953,102.4434,103.0907
150000,内蒙古自治区,2003,102.1507,101.4778,103.469,99.6305,99.6274,99.6452
150000,内蒙古自治区,2002,100.2,99.3,101.9,99.4,99.5,99.2
150000,内蒙古自治区,2001,100.6,100.6,100.5,100.0,100.0,99.9
150000,内蒙古自治区,2000,101.3,101.3,101.2,98.8,98.7,98.9
210000,辽宁省,2019,102.36414009,102.32810533,102.55824097,101.66974898,101.62175861,102.1616192
210000,辽宁省,2018,102.49024525,102.57541499,102.03390128,101.43869404,101.44991781,101.32380074
210000,辽宁省,2017,101.35743138,101.41036157,101.07476726,100.74506665,100.75156945,100.67854804
210000,辽宁省,2016,101.57015644,101.53348493,101.76644345,100.96809375,100.97820418,100.86478826
210000,辽宁省,2015,101.37999121,101.38072598,101.37684423,100.45321,100.45897,100.42536
210000,辽宁省,2014,101.69486549,101.76894721,101.37878861,100.96690924,100.98977612,100.85662674
210000,辽宁省,2013,102.42744152,102.42413133,102.44156725,101.58350769,101.56423576,101.67655533
210000,辽宁省,2012,102.84227329,102.92975598,102.47062165,102.20555957,102.32591986,101.62840501
210000,辽宁省,2011,105.16554632,105.08477924,105.51005674,105.04770017,104.98263015,105.36084973
210000,辽宁省,2010,103.0412,102.8,104.0,103.2,102.9,104.8
210000,辽宁省,2009,100.0494,100.0013,100.2946,99.77125,99.67107,100.27182
210000,辽宁省,2008,104.63714,104.37279,105.5266,105.34659,105.23564,105.87981
210000,辽宁省,2007,105.12202,104.5955,107.0466,104.44774428,104.11988,106.12317
210000,辽宁省,2006,101.22214,101.1209,101.6321,101.26263,101.15163889,101.85205
210000,辽宁省,2005,101.3568,100.7603,104.0236,100.1421,99.9954,100.9233
210000,辽宁省,2004,103.4642,102.7801,106.322,101.8753,101.4848,103.9104
210000,辽宁省,2003,101.6858,101.1817,103.6522,98.8954,98.4115,101.3408
210000,辽宁省,2002,98.9,98.9,98.7,97.4,97.4,97.6
210000,辽宁省,2001,100.0,99.9,100.2,99.4,99.2,100.4
210000,辽宁省,2000,99.9,100.0,99.7,98.4,98.4,98.6
220000,吉林省,2019,102.99043826,102.81470515,103.43556683,102.13083264,102.12829512,102.15054333
220000,吉林省,2018,102.10940178,102.0403355,102.28476438,102.40028531,102.35041612,102.78931334
220000,吉林省,2017,101.56548492,101.45716806,101.84154855,101.43931304,101.45767525,101.29629797
220000,吉林省,2016,101.63085706,101.54320951,101.85492723,101.33496784,101.40227695,100.81376923
220000,吉林省,2015,101.6515847,101.66649263,101.60396941,99.83647,99.81094,100.03306
220000,吉林省,2014,101.99104191,102.13465501,101.53504016,101.17895803,101.19712604,101.03926177
220000,吉林省,2013,102.89879033,102.90975828,102.86398035,101.64030662,101.57185881,102.16970894
220000,吉林省,2012,102.48846176,102.51083855,102.41750705,101.65662062,101.63123457,101.85339539
220000,吉林省,2011,105.24566514,105.19070344,105.42032412,104.85798774,104.77902317,105.47412612
220000,吉林省,2010,103.7021,103.4,104.1,104.1,104.1,104.3
220000,吉林省,2009,100.0708,99.9196,100.6572,99.28238,99.00192,100.29976
220000,吉林省,2008,105.1134,105.02889294,105.22413767,106.15360734,106.13326625,106.24923217
220000,吉林省,2007,105.25001536,104.62977053,107.11299664,103.68629248,103.46325349,104.45820526
220000,吉林省,2006,101.36072,101.1608,102.0064,101.48039,101.36252869,101.90041
220000,吉林省,2005,101.5025,101.3695,101.8848,101.1265,101.0154,101.5126
220000,吉林省,2004,104.0912,103.6124,105.0626,103.5084,103.0881,104.9226
220000,吉林省,2003,101.1692,101.0889,101.4915,100.5345,100.4266,101.0502
220000,吉林省,2002,99.5,99.2,100.3,99.0,98.7,99.7
220000,吉林省,2001,101.3,101.5,100.5,100.9,100.8,101.5
220000,吉林省,2000,98.6,98.3,99.6,98.0,97.6,99.2
230000,黑龙江省,2019,102.79706714,102.66248197,103.18246449,102.09020416,102.07147184,102.22206693
230000,黑龙江省,2018,101.96731343,101.98751512,101.90950824,101.0834297,100.97028034,101.88715655
230000,黑龙江省,2017,101.34978642,101.18440476,101.82601083,99.89019985,99.92714553,99.62855007
230000,黑龙江省,2016,101.47040049,101.2379218,102.14583758,101.08325075,101.05787432,101.26333235
230000,黑龙江省,2015,101.12167819,101.14370325,101.05639456,100.13421,100.1272,100.16562
230000,黑龙江省,2014,101.48049757,101.43050524,101.6289674,100.78732466,100.80295112,100.71730077
230000,黑龙江省,2013,102.24429685,101.97088538,103.06500149,101.06768184,100.92585467,101.70815123
230000,黑龙江省,2012,103.17741328,103.2795362,102.87207821,102.2081122,102.18497634,102.3127207
230000,黑龙江省,2011,105.82899976,105.64023731,106.39742166,104.49922455,104.20880496,105.83281786
230000,黑龙江省,2010,103.8951,103.6,104.9,103.1,102.5,105.5
230000,黑龙江省,2009,100.1869,99.8105,101.221,98.8696,98.60566,100.65814
230000,黑龙江省,2008,105.55505,104.9655,107.18145,105.84845,105.12758,108.2334
230000,黑龙江省,2007,105.21504136,105.1029171,105.55188758,105.18764932,104.85583835,106.67888975
230000,黑龙江省,2006,101.93228,101.7858,102.373,101.50784,101.15009209,103.42076
230000,黑龙江省,2005,101.1833,100.8231,102.2949,100.358,99.699,102.251
230000,黑龙江省,2004,103.8412,103.5337,105.231,102.8344,102.0593,105.0462
230000,黑龙江省,2003,100.9216,100.8448,101.229,99.7056,99.1879,101.0812
230000,黑龙江省,2002,99.3,99.3,99.5,98.5,98.4,98.7
230000,黑龙江省,2001,100.8,100.8,100.4,100.4,100.3,101.2
230000,黑龙江省,2000,98.3,98.7,97.2,97.8,97.9,97.6
310000,上海市,2019,102.45281129,102.45281129,,100.41958743,100.41958743,
310000,上海市,2018,101.58825431,101.6,,101.5647966,101.6,
310000,上海市,2017,101.67792724,101.7,,100.908619,100.9,
310000,上海市,2016,103.23124611,103.23124611,,100.78680797,100.78680797,
310000,上海市,2015,102.41912734,102.41912734,,101.094,,
310000,上海市,2014,102.65213764,102.65213764,,100.85046623,100.85046623,
310000,上海市,2013,102.29810851,102.29810851,,100.15973635,100.2,
310000,上海市,2012,102.8344176,102.8344176,,101.22039826,101.22039826,
310000,上海市,2011,105.17724401,105.17724401,,104.05673087,104.05673087,
310000,上海市,2010,103.1056,103.1,,101.7,101.7,
310000,上海市,2009,99.5921,99.5921,,99.44953,99.4495,
310000,上海市,2008,105.78257,105.78257,,105.31363,105.31363,
310000,上海市,2007,103.15008,103.1501,,102.43093687,102.4309,
310000,上海市,2006,101.21449,101.2145,,100.1803,100.1802,
310000,上海市,2005,100.9558,100.9558,,99.4399,99.4399,
310000,上海市,2004,102.1517,102.1517,,100.9087,100.9087,
310000,上海市,2003,100.0664,100.0664,,99.0407,99.0407,
310000,上海市,2002,100.5,100.5,,98.7,98.7,
310000,上海市,2001,100.0,100.0,,98.6,98.6,
310000,上海市,2000,102.5,,,96.4,,
320000,江苏省,2019,103.12527383,103.05491177,103.38935343,102.63915616,102.54813174,103.43739367
320000,江苏省,2018,102.310396,102.28341242,102.41179669,102.58182829,102.50892359,103.22563502
320000,江苏省,2017,101.74242483,101.81188728,101.48223949,101.9130232,101.87647387,102.23692504
320000,江苏省,2016,102.26637109,102.39930865,101.77148028,100.79181865,100.73827807,101.26879643
320000,江苏省,2015,101.66104647,101.71498845,101.51150416,100.58093,100.56804,100.6175
320000,江苏省,2014,102.20872756,102.21690645,102.18606034,101.55814592,101.67833034,101.21882683
320000,江苏省,2013,102.34748226,102.28982634,102.50761253,101.42192644,101.38292779,101.5321942
320000,江苏省,2012,102.56595812,102.55874598,102.58599408,102.0586195,101.9695216,102.31138644
320000,江苏省,2011,105.32973837,105.12114744,105.91358917,104.62426094,104.40754333,105.24400497
320000,江苏省,2010,103.8132,103.6,104.3,103.2,103.0,103.6
320000,江苏省,2009,99.5699,99.5903,99.5231,98.90823,99.0716,98.5191
320000,江苏省,2008,105.36368,105.23691,105.62953,104.9276,104.86558,105.07055
320000,江苏省,2007,104.30953,104.0517,104.8062,102.88926484,102.13666,104.60878
320000,江苏省,2006,101.61836,101.5835,101.6799,100.75562,100.48931055,101.33395
320000,江苏省,2005,102.1131,101.9545,102.3635,100.3409,100.0249,101.1172
320000,江苏省,2004,104.0555,103.6868,104.5693,102.2494,101.7251,103.4627
320000,江苏省,2003,101.0165,100.887,101.1749,99.781,99.5792,100.2312
320000,江苏省,2002,99.2,98.4,100.2,98.4,98.0,99.0
320000,江苏省,2001,100.8,100.1,101.5,98.9,98.6,99.3
320000,江苏省,2000,100.1,100.0,100.1,98.6,98.5,98.8
330000,浙江省,2019,102.88357366,102.80005057,103.1745886,102.53161398,102.53045099,102.53756765
330000,浙江省,2018,102.27374816,102.30241247,102.17400003,102.13938551,102.11689932,102.25465476
330000,浙江省,2017,102.11877575,102.13913905,102.04797734,101.40112563,101.34536797,101.68791813
330000,浙江省,2016,101.91515382,101.96156255,101.75412976,101.00068732,100.9948882,101.0305259
330000,浙江省,2015,101.41071859,101.40539282,101.42521053,99.91723,99.79806,100.24382
330000,浙江省,2014,102.05521685,102.01016263,102.17801526,100.89754586,100.81776385,101.11684458
330000,浙江省,2013,102.29773842,102.26910043,102.3758748,100.98253685,101.15935603,100.49967911
330000,浙江省,2012,102.18369393,102.15711826,102.25627389,101.86635008,101.8948409,101.78862837
330000,浙江省,2011,105.38340231,105.30348026,105.6022939,105.51034733,105.40381228,105.80206802
330000,浙江省,2010,103.8375,104.0,103.7,103.9,103.9,103.9
330000,浙江省,2009,98.4725,98.7338,98.2429,98.77029,98.8771,98.55721
330000,浙江省,2008,105.0287,104.77454,105.25001,106.26104,106.3445,106.09649
330000,浙江省,2007,104.17407,103.8845,104.4287,103.76569472,103.71481,103.86502
330000,浙江省,2006,101.05847,101.1283,100.9986,100.77182,100.66508794,100.97972
330000,浙江省,2005,101.3217,101.5108,101.1725,100.8623,100.9611,100.7012
330000,浙江省,2004,103.8633,102.8445,104.6433,102.6814,102.0134,103.5934
330000,浙江省,2003,101.8634,100.5131,102.9238,99.6181,99.3803,99.9414
330000,浙江省,2002,99.1,98.8,99.3,98.7,98.4,99.3
330000,浙江省,2001,99.8,99.6,100.0,98.1,97.4,99.0
330000,浙江省,2000,101.0,100.9,101.1,99.0,98.8,99.1
340000,安徽省,2019,102.74400504,102.71348469,102.80371837,101.85293128,101.81626286,102.01119857
340000,安徽省,2018,101.98344047,101.95983321,102.02965994,101.92137343,101.88042267,102.09850241
340000,安徽省,2017,101.23204098,101.29414577,101.11066944,101.66400559,101.74088877,101.3327879
340000,安徽省,2016,101.76985524,101.83340677,101.64588506,100.84718902,100.86098223,100.78781011
340000,安徽省,2015,101.2859388,101.25895998,101.34271123,99.66076,99.57791,99.90522
340000,安徽省,2014,101.62452013,101.67080195,101.52726528,100.39439992,100.36458669,100.48247049
340000,安徽省,2013,102.40924416,102.36668901,102.49878325,101.29252746,101.24581011,101.43078626
340000,安徽省,2012,102.26080303,102.19135656,102.40723215,102.05648167,101.98371275,102.27244919
340000,安徽省,2011,105.56246255,105.41736149,105.86972367,105.29247045,105.01436322,106.12659381
340000,安徽省,2010,103.1392,103.0,103.4,103.2,102.6,104.0
340000,安徽省,2009,99.0939,98.8825,99.4247,99.03497,98.95159,99.13804
340000,安徽省,2008,106.16777,106.04914,106.41451,106.31302,106.04263,106.65221
340000,安徽省,2007,105.27043,105.341,105.1518,104.53765612,104.39825,104.69269
340000,安徽省,2006,101.22303,101.4256,100.8658,100.84635,100.82475022,100.86984
340000,安徽省,2005,101.3519,100.9909,101.9385,100.5627,99.9917,101.146
340000,安徽省,2004,104.4983,104.31,104.8209,102.7494,102.1629,103.3027
340000,安徽省,2003,101.7414,101.7958,101.6501,101.2879,100.8298,101.7248
340000,安徽省,2002,99.0,99.1,98.7,99.2,99.1,99.4
340000,安徽省,2001,100.5,100.0,101.3,99.6,98.5,100.6
340000,安徽省,2000,100.7,100.9,100.5,98.0,97.9,98.0
350000,福建省,2019,102.63530337,102.61772536,102.69285488,101.85737646,101.84235302,101.9929077
350000,福建省,2018,101.52519115,101.52318267,101.53176766,101.50479991,101.4930353,101.61105569
350000,福建省,2017,101.17698596,101.28797009,100.81528217,100.63276033,100.61054806,100.83382264
350000,福建省,2016,101.69067038,101.76452039,101.45073105,100.70595302,100.67195448,101.01475125
350000,福建省,2015,101.72701388,101.73033176,101.71769022,99.92982,99.87954,100.04059
350000,福建省,2014,102.01918074,102.06824755,101.88154906,101.08649494,101.00124324,101.27484844
350000,福建省,2013,102.47179926,102.55075285,102.25098298,101.130769,101.06263778,101.28162294
350000,福建省,2012,102.43049197,102.42471068,102.44666446,101.84742772,101.59913763,102.40152556
350000,福建省,2011,105.26321786,105.23894918,105.33116622,104.84801734,104.72715211,105.11875545
350000,福建省,2010,103.2208,103.1,103.4,103.4,103.3,103.6
350000,福建省,2009,98.1887,98.2997,97.9382,97.86381,97.97562,97.67417
350000,福建省,2008,104.55067,104.45206,104.62146,105.73744,105.53405,106.09107
350000,福建省,2007,105.22811,105.0938,105.4319,104.32110733,103.96933,104.96086
350000,福建省,2006,100.80278,101.1478,100.2927,100.544,100.30206401,100.97358
350000,福建省,2005,102.2169,101.8615,102.7504,100.5887,100.323,101.0097
350000,福建省,2004,104.0477,103.8075,104.33,102.7263,102.3581,103.2313
350000,福建省,2003,100.8495,100.7044,101.0236,99.0707,98.741,99.5239
350000,福建省,2002,99.5,99.2,99.8,98.3,98.2,98.3
350000,福建省,2001,98.7,98.3,99.3,98.0,97.6,98.4
350000,福建省,2000,102.1,103.2,101.3,98.9,99.0,98.9
360000,江西省,2019,102.85033255,102.86333522,102.82400325,101.88198907,101.98506373,101.37356842
360000,江西省,2018,102.10807104,102.06996795,102.18531362,100.95064352,100.98501317,100.78145531
360000,江西省,2017,101.98778817,102.03590507,101.89038472,100.98084965,100.9749354,101.00997329
360000,江西省,2016,101.96257622,101.97237317,101.94274993,100.55599495,100.50720559,100.79694167
360000,江西省,2015,101.50749821,101.50592489,101.51078029,100.50168,100.44754,100.61387
360000,江西省,2014,102.34547531,102.40826329,102.21474291,101.23441429,101.13261236,101.44603111
360000,江西省,2013,102.53148927,102.36299049,102.88411081,101.46227046,101.24400369,101.91900898
360000,江西省,2012,102.748452,102.64640378,102.96266874,102.0806273,101.88296839,102.49673419
360000,江西省,2011,105.24925859,105.0839951,105.59787569,104.82629822,104.75810189,104.97015754
360000,江西省,2010,103.0443,102.9,103.3,102.7,102.6,102.9
360000,江西省,2009,99.3414,99.41802949,98.9744076,99.04349757,99.10119597,98.84925638
360000,江西省,2008,106.04634,105.89231,106.32752,106.11264,105.99265,106.44436
360000,江西省,2007,104.83962,104.3647,105.7768,104.00985933,103.5141,105.08007
360000,江西省,2006,101.17385,100.9418,101.6055,101.18174,101.03394526,101.40525
360000,江西省,2005,101.7206,101.4878,102.1981,100.8604,100.2605,101.4431
360000,江西省,2004,103.5224,103.3098,103.4938,102.9882,101.9237,103.9954
360000,江西省,2003,100.7746,100.9251,100.6495,100.0955,99.4367,100.7303
360000,江西省,2002,100.1,100.2,99.9,100.2,100.1,100.3
360000,江西省,2001,99.5,99.8,99.2,98.4,98.3,98.4
360000,江西省,2000,100.3,102.1,99.1,98.5,98.6,98.5
370000,山东省,2019,103.21001011,103.05886706,103.63678055,102.20903222,102.03172614,102.91962364
370000,山东省,2018,102.45356347,102.3823452,102.6551927,102.23516337,102.13215678,102.65007734
370000,山东省,2017,101.51792157,101.5710923,101.36768907,100.82881919,100.84494169,100.76392941
370000,山东省,2016,102.07924862,102.19112174,101.7644736,101.31131853,101.38251573,101.0257725
370000,山东省,2015,101.22572583,101.36646419,100.87520416,100.21868,100.246,100.16851
370000,山东省,2014,101.90548854,102.07398575,101.48823909,101.03593998,101.30716374,100.54163349
370000,山东省,2013,102.22974887,102.10925888,102.52934568,101.4263203,101.21232068,101.81867203
370000,山东省,2012,102.10341939,102.1486353,101.99116387,101.63118164,101.50779737,101.85817794
370000,山东省,2011,105.0201593,104.67589539,105.88471744,104.65229514,104.30717939,105.29322433
370000,山东省,2010,102.9347,102.6,103.5,102.7,102.4,103.2
370000,山东省,2009,99.9976,99.9424,100.0752,99.36848,99.34283,99.41021
370000,山东省,2008,105.29175,104.72818,106.16157,104.88254,104.47293,105.7765
370000,山东省,2007,104.43998,103.8248,105.2912,103.56179474,103.06204,104.63268
370000,山东省,2006,101.01009,101.0169,101.0012,100.63922,100.52286913,100.85857
370000,山东省,2005,101.6765,101.0894,102.3757,100.6322,100.3872,101.2189
370000,山东省,2004,103.6416,102.8139,104.5863,102.849,102.3331,103.7412
370000,山东省,2003,101.1161,100.7249,101.5278,100.1508,99.6412,101.0293
370000,山东省,2002,99.3,98.7,99.9,98.8,98.5,99.7
370000,山东省,2001,101.8,101.1,102.4,100.0,99.5,100.7
370000,山东省,2000,100.2,101.2,99.3,98.6,98.8,98.3
410000,河南省,2019,103.00730412,102.94091423,103.12967557,102.43759656,102.48616007,102.21478111
410000,河南省,2018,102.25247287,102.38620378,102.00689004,102.94680729,102.95113626,102.92695009
410000,河南省,2017,101.3650948,101.46320287,101.18542282,101.31996862,101.26316485,101.58134895
410000,河南省,2016,101.91820282,101.85896368,102.02687032,100.31954549,100.33400501,100.25306426
410000,河南省,2015,101.30070692,101.33427088,101.2396861,99.76633,99.59247,99.97878
410000,河南省,2014,101.88541157,102.02303544,101.636154,100.99495705,100.97200744,101.02301461
410000,河南省,2013,102.87850702,102.85546844,102.92025959,101.94556086,101.63794366,102.32418489
410000,河南省,2012,102.54449671,102.60186354,102.44069473,102.28464067,102.4154835,102.1240539
410000,河南省,2011,105.62747758,105.39424585,106.05213175,105.73338779,105.41152971,106.13110925
410000,河南省,2010,103.5284,103.4,103.8,103.7,103.5,104.0
410000,河南省,2009,99.417,98.8231,100.3979,99.43195,99.58053,99.24833
410000,河南省,2008,107.03093,106.48909,107.9293,107.46718,107.42948,107.50573
410000,河南省,2007,105.42475,105.4161,105.452,104.38614742,103.81764,105.06728
410000,河南省,2006,101.29439,101.1581,101.4896,100.91462,100.72269266,101.13768
410000,河南省,2005,102.0757,102.0729,102.0815,101.658,101.7566,101.5574
410000,河南省,2004,105.3989,105.4233,105.3823,105.6643,105.3115,106.0202
410000,河南省,2003,101.5676,101.6804,101.4103,101.2931,101.2138,101.3733
410000,河南省,2002,100.1,99.8,100.6,99.2,99.0,99.3
410000,河南省,2001,100.7,100.7,100.7,99.8,99.5,100.1
410000,河南省,2000,99.2,99.1,99.2,98.5,98.8,98.3
420000,湖北省,2019,103.09365256,103.0428503,103.21694077,102.56588441,102.5582441,102.60644499
420000,湖北省,2018,101.94983464,101.99480895,101.84085457,101.24115764,101.17399609,101.59919974
420000,湖北省,2017,101.54589624,101.69493268,101.186562,100.34333906,100.24656931,100.86239334
420000,湖北省,2016,102.17445288,102.14858658,102.23687169,100.76537342,100.7483367,100.85685351
420000,湖北省,2015,101.51532199,101.43065465,101.70259527,100.54689,100.41494,100.7183
420000,湖北省,2014,101.9554472,101.96260072,101.93962806,100.87659182,100.81011324,100.96308892
420000,湖北省,2013,102.82050796,102.72989189,103.02146262,101.8267221,101.61967549,102.09738237
420000,湖北省,2012,102.90480142,102.84425686,103.03932269,102.55033759,102.40555376,102.7402238
420000,湖北省,2011,105.75931827,105.51171123,106.3136467,105.58511871,105.10041724,106.22762998
420000,湖北省,2010,102.9134,102.8,103.1,103.1,103.0,103.4
420000,湖北省,2009,99.586,99.2922,100.0124,98.59375,98.35083,98.91943
420000,湖北省,2008,106.2677,105.49798,107.39161,106.33279,105.41503,107.55079
420000,湖北省,2007,104.84429,104.6773,105.1025,104.21860953,103.36334,105.37111
420000,湖北省,2006,101.58395,101.3884,101.8783,101.14715,100.78481162,101.63737
420000,湖北省,2005,102.9009,102.6668,103.3277,102.1112,101.8897,102.4063
420000,湖北省,2004,104.9232,104.5414,105.7625,104.1003,103.0969,105.4414
420000,湖北省,2003,102.2354,102.5868,101.2907,101.1873,101.4434,100.8113
420000,湖北省,2002,99.6,99.2,100.8,98.8,98.4,99.5
420000,湖北省,2001,100.3,100.4,99.8,97.4,97.0,98.0
