省份编码,省份,年份,经营单位所在地进出口总额(千美元),经营单位所在地出口总额(千美元),经营单位所在地进口总额(千美元)
150000,内蒙古自治区,2016,11640301.0,4395988.0,7244313.0
150000,内蒙古自治区,2015,12731151.0,5650008.0,7081143.0
150000,内蒙古自治区,2014,14556321.0,6393548.0,8162773.0
150000,内蒙古自治区,2013,11994572.0,4092561.0,7902011.0
150000,内蒙古自治区,2012,11258980.0,3970163.0,7288819.0
150000,内蒙古自治区,2011,11930904.0,4686973.0,7243931.0
150000,内蒙古自治区,2010,8729741.0,3334426.0,5395315.0
150000,内蒙古自治区,2009,6774066.0,2315480.0,4458590.0
150000,内蒙古自治区,2008,8918483.0,3591850.0,5326633.0
150000,内蒙古自治区,2007,7735885.0,2944394.0,4791491.0
150000,内蒙古自治区,2006,5960820.083,2140501.394,3820318.689
150000,内蒙古自治区,2005,4876253.762,1773624.464,3102629.298
150000,内蒙古自治区,2004,3721706.0,1354465.0,2367241.0
150000,内蒙古自治区,2003,2829020.0,1155690.0,1673330.0
150000,内蒙古自治区,2002,2434020.0,806670.0,1627360.0
150000,内蒙古自治区,2001,2034700.0,627070.0,1407630.0
150000,内蒙古自治区,2000,2622050.0,970170.0,1651880.0
210000,辽宁省,2019,105320038.133,45437707.755,59882330.378
210000,辽宁省,2018,114601136.0,48790463.0,65810674.0
210000,辽宁省,2017,99595084.0,44865918.0,54729166.0
210000,辽宁省,2016,86556895.0,43062765.0,43494130.0
210000,辽宁省,2015,95947125.0,50710982.0,45236143.0
210000,辽宁省,2014,113998255.0,58745183.0,55253073.0
210000,辽宁省,2013,114478189.0,64522007.0,49956182.0
210000,辽宁省,2012,104090000.0,57959053.0,46130944.0
210000,辽宁省,2011,96035851.0,51042356.0,44993495.0
210000,辽宁省,2010,80712148.0,43098711.0,37613437.0
210000,辽宁省,2009,62934378.0,33414930.0,29519450.0
210000,辽宁省,2008,72433849.0,42069497.0,30364352.0
210000,辽宁省,2007,59474345.0,35324089.0,24150256.0
210000,辽宁省,2006,48390240.485,28319415.198,20070825.287
210000,辽宁省,2005,41013265.141,23438321.6,17574943.541
210000,辽宁省,2004,34410862.0,18913506.0,15497355.0
210000,辽宁省,2003,26509170.0,14579350.0,11929820.0
210000,辽宁省,2002,21739650.0,12366560.0,9373090.0
210000,辽宁省,2001,19807150.0,11008450.0,8798700.0
210000,辽宁省,2000,19031480.0,10856320.0,8175160.0
220000,吉林省,2019,18904122.572,4703818.888,14200303.684
220000,吉林省,2018,20679164.0,4944365.0,15734799.0
220000,吉林省,2017,18542971.0,4419364.0,14123606.0
220000,吉林省,2016,18452886.0,4202011.0,14250875.0
220000,吉林省,2015,18877390.0,4613753.0,14263638.0
220000,吉林省,2014,26380786.0,5777591.0,20603195.0
220000,吉林省,2013,25831735.0,6738906.0,19092829.0
220000,吉林省,2012,24563010.0,5982684.0,18580325.0
220000,吉林省,2011,22060930.0,4997715.0,17063215.0
220000,吉林省,2010,16845182.0,4475849.0,12369333.0
220000,吉林省,2009,11742407.0,3124940.0,8617470.0
220000,吉林省,2008,13332125.0,4771629.0,8560496.0
220000,吉林省,2007,10298001.0,3857056.0,6440945.0
220000,吉林省,2006,7914037.825,2996645.879,4917391.946
220000,吉林省,2005,6527723.077,2466155.791,4061567.286
220000,吉林省,2004,6790448.0,1714747.0,5075700.0
220000,吉林省,2003,6148410.0,2182280.0,3966130.0
220000,吉林省,2002,3702480.0,1768490.0,1933980.0
220000,吉林省,2001,3206850.0,1461710.0,1745140.0
220000,吉林省,2000,2570420.0,1256830.0,1313590.0
230000,黑龙江省,2019,27108644.974,5068509.715,22040135.259
230000,黑龙江省,2018,26437359.0,4449492.0,21987867.0
230000,黑龙江省,2017,18951195.0,5209252.0,13741943.0
230000,黑龙江省,2016,16539178.0,5035529.0,11503649.0
230000,黑龙江省,2015,21012034.0,8035413.0,12976621.0
230000,黑龙江省,2014,38900926.0,17335238.0,21565688.0
230000,黑龙江省,2013,38879095.0,16231726.0,22647368.0
230000,黑龙江省,2012,37590290.0,14435173.0,23155118.0
230000,黑龙江省,2011,38522675.0,17672985.0,20849690.0
230000,黑龙江省,2010,25515415.0,16280786.0,9234629.0
230000,黑龙江省,2009,16229513.0,10082130.0,6147390.0
230000,黑龙江省,2008,23130593.0,16806244.0,6324348.0
230000,黑龙江省,2007,17296593.0,12257122.0,5039471.0
230000,黑龙江省,2006,12856546.715,8435950.586,4420596.129
230000,黑龙江省,2005,9566017.204,6069437.064,3496580.14
230000,黑龙江省,2004,6788995.0,3680685.0,3108310.0
230000,黑龙江省,2003,5329400.0,2874260.0,2455140.0
230000,黑龙江省,2002,4349150.0,1986650.0,2362510.0
230000,黑龙江省,2001,3384260.0,1611920.0,1772340.0
230000,黑龙江省,2000,2986370.0,1451180.0,1535190.0
310000,上海市,2019,493905025.821,198993764.006,294911261.815
310000,上海市,2018,515679700.0,207144615.0,308535084.0
310000,上海市,2017,476196649.0,193642899.0,282553750.0
310000,上海市,2016,433768191.0,183352132.0,250416059.0
310000,上海市,2015,449240723.0,195913212.0,253327511.0
310000,上海市,2014,466399838.0,210133864.0,256265975.0
310000,上海市,2013,441268216.0,204180026.0,237088190.0
310000,上海市,2012,436586950.0,206730168.0,229856785.0
310000,上海市,2011,437548615.0,209673843.0,227874772.0
310000,上海市,2010,368950652.0,180713982.0,188236670.0
310000,上海市,2009,277713611.0,141796030.0,135917580.0
310000,上海市,2008,322055310.0,169145142.0,152910167.0
310000,上海市,2007,282853878.0,143846108.0,139007770.0
310000,上海市,2006,227524195.867,113589267.729,113934928.138
310000,上海市,2005,186336737.9,90717519.268,95619218.632
310000,上海市,2004,160009920.0,73505255.0,86504665.0
310000,上海市,2003,112339550.0,48452960.0,63886590.0
310000,上海市,2002,72627110.0,32037390.0,40589720.0
310000,上海市,2001,60893150.0,27623670.0,33269480.0
310000,上海市,2000,54708020.0,25352330.0,29355690.0
320000,江苏省,2019,629515934.472,394828281.009,234687653.463
320000,江苏省,2018,663913736.0,403974812.0,259938924.0
320000,江苏省,2017,590778136.0,363026227.0,227751909.0
320000,江苏省,2016,509296406.0,319053086.0,190243320.0
320000,江苏省,2015,545560447.0,338644778.0,206915669.0
320000,江苏省,2014,563553079.0,341832503.0,221720577.0
320000,江苏省,2013,550802269.0,328801752.0,222000518.0
320000,江苏省,2012,547961490.0,328523522.0,219437968.0
320000,江苏省,2011,539580894.0,312590057.0,226990837.0
320000,江苏省,2010,465798959.0,270538690.0,195260269.0
320000,江苏省,2009,338739703.0,199199190.0,139540510.0
320000,江苏省,2008,392271930.0,238029408.0,154242522.0
320000,江苏省,2007,349471786.0,203609780.0,145862006.0
320000,江苏省,2006,283978383.608,160409624.707,123568758.901
320000,江苏省,2005,227922762.364,122966712.317,104956050.047
320000,江苏省,2004,170849007.0,87494225.0,83354782.0
320000,江苏省,2003,113617400.0,59113020.0,54504380.0
320000,江苏省,2002,70288540.0,38465120.0,31823420.0
320000,江苏省,2001,51350930.0,28873540.0,22477390.0
320000,江苏省,2000,45636360.0,25766830.0,19869530.0
330000,浙江省,2019,447224508.747,334604756.731,112619752.016
330000,浙江省,2018,432360099.0,321038849.0,111321250.0
330000,浙江省,2017,377907471.0,286793275.0,91114196.0
330000,浙江省,2016,336575909.0,267863753.0,68712156.0
330000,浙江省,2015,346783826.0,276332114.0,70451712.0
330000,浙江省,2014,355039765.0,273327046.0,81712719.0
330000,浙江省,2013,335788705.0,248746241.0,87042464.0
330000,浙江省,2012,312401360.0,224517144.0,87884213.0
330000,浙江省,2011,309377765.0,216349491.0,93028274.0
330000,浙江省,2010,253534656.0,180464783.0,73069873.0
330000,浙江省,2009,187730863.0,133012950.0,54717910.0
330000,浙江省,2008,211133730.0,154296230.0,56837499.0
330000,浙江省,2007,176847368.0,128263973.0,48583395.0
330000,浙江省,2006,139141607.481,100890557.861,38251049.62
330000,浙江省,2005,107389655.671,76802447.547,30587208.124
330000,浙江省,2004,85204882.0,58138541.0,27066342.0
330000,浙江省,2003,61410810.0,41594970.0,19815840.0
330000,浙江省,2002,41955760.0,29410680.0,12545080.0
330000,浙江省,2001,32798610.0,22976360.0,9822250.0
330000,浙江省,2000,27832620.0,19442750.0,8389870.0
340000,安徽省,2019,68730324.393,40411116.459,28319207.934
340000,安徽省,2018,62840317.0,36196609.0,26643708.0
340000,安徽省,2017,54021626.0,30596115.0,23425511.0
340000,安徽省,2016,44412861.0,28446682.0,15966179.0
340000,安徽省,2015,47844532.0,32270174.0,15574358.0
340000,安徽省,2014,49177300.0,31485371.0,17691928.0
340000,安徽省,2013,45518969.0,28251314.0,17267655.0
340000,安徽省,2012,39284540.0,26748502.0,12536041.0
340000,安徽省,2011,31309246.0,17082639.0,14226607.0
340000,安徽省,2010,24273372.0,12412888.0,11860484.0
340000,安徽省,2009,15677726.0,8886490.0,6791240.0
340000,安徽省,2008,20183848.0,11364111.0,8819737.0
340000,安徽省,2007,15932286.0,8813734.0,7118552.0
340000,安徽省,2006,12245136.262,6837747.535,5407388.727
340000,安徽省,2005,9119388.452,5188504.383,3930884.069
340000,安徽省,2004,7211555.0,3936813.0,3274742.0
340000,安徽省,2003,5947810.0,3063630.0,2884180.0
340000,安徽省,2002,4180970.0,2453130.0,1727840.0
340000,安徽省,2001,3619970.0,2282260.0,1337710.0
340000,安徽省,2000,3346840.0,2171980.0,1174860.0
350000,福建省,2019,193111151.147,120202566.342,72908584.805
350000,福建省,2018,187407290.0,115526413.0,71880877.0
350000,福建省,2017,171020040.0,104916672.0,66103368.0
350000,福建省,2016,156826190.0,103677985.0,53148206.0
350000,福建省,2015,168845931.0,112680109.0,56165822.0
350000,福建省,2014,177407841.0,113452293.0,63955547.0
350000,福建省,2013,169320901.0,106474420.0,62846481.0
350000,福建省,2012,155937960.0,97832594.0,58105363.0
350000,福建省,2011,143522428.0,92837782.0,50684646.0
350000,福建省,2010,108783289.0,71493128.0,37290161.0
350000,福建省,2009,79649592.0,53319110.0,26330480.0
350000,福建省,2008,84821068.0,56991843.0,27829225.0
350000,福建省,2007,74447381.0,49937573.0,24509808.0
350000,福建省,2006,62659633.055,41261743.712,21397889.343
350000,福建省,2005,54411187.405,34841868.3,19569319.105
350000,福建省,2004,47527013.0,29394755.0,18132258.0
350000,福建省,2003,35325530.0,21131730.0,14193800.0
350000,福建省,2002,28397370.0,17370630.0,11026740.0
350000,福建省,2001,22629520.0,13925840.0,8703680.0
350000,福建省,2000,21220460.0,12906070.0,8314390.0
360000,江西省,2019,50889783.275,36192954.709,14696828.566
360000,江西省,2018,48187584.0,33942689.0,14244896.0
360000,江西省,2017,44338984.0,32488265.0,11850719.0
360000,江西省,2016,40028407.0,29798398.0,10230009.0
360000,江西省,2015,42399604.0,33116737.0,9282867.0
360000,江西省,2014,42730822.0,32025319.0,10705504.0
360000,江西省,2013,36746634.0,28166652.0,8579982.0
360000,江西省,2012,33413830.0,25112787.0,8301043.0
360000,江西省,2011,31468810.0,21876063.0,9592747.0
360000,江西省,2010,21619177.0,13416063.0,8203114.0
360000,江西省,2009,12778782.0,7368490.0,5410300.0
360000,江西省,2008,13617931.0,7726656.0,5891275.0
360000,江西省,2007,9448541.0,5444587.0,4003954.0
360000,江西省,2006,6194863.491,3753017.982,2441845.509
360000,江西省,2005,4064606.134,2439339.716,1625266.418
360000,江西省,2004,3527948.0,1994754.0,1533194.0
360000,江西省,2003,2528060.0,1504900.0,1023150.0
360000,江西省,2002,1694470.0,1051980.0,642490.0
360000,江西省,2001,1530940.0,1039040.0,491900.0
360000,江西省,2000,1624050.0,1197410.0,426640.0
370000,山东省,2019,296995532.144,161439708.528,135555823.616
370000,山东省,2018,292397074.0,160115821.0,132281253.0
370000,山东省,2017,264550956.0,147037464.0,117513492.0
370000,山东省,2016,234355852.0,137096088.0,97259763.0
370000,山东省,2015,240607798.0,143925676.0,96682122.0
370000,山东省,2014,276929398.0,144708654.0,132220744.0
370000,山东省,2013,266531533.0,134190125.0,132341408.0
370000,山东省,2012,245544320.0,128709205.0,116835119.0
370000,山东省,2011,235886076.0,125712568.0,110173508.0
370000,山东省,2010,189156292.0,104225604.0,84930688.0
370000,山东省,2009,139053369.0,79490710.0,59562660.0
370000,山东省,2008,158407511.0,93194785.0,65212727.0
370000,山东省,2007,122474443.0,75110105.0,47364338.0
370000,山东省,2006,95213814.58,58598336.556,36615478.024
370000,山东省,2005,76735871.732,46122893.49,30612978.242
370000,山东省,2004,60658222.0,35844519.0,24813703.0
370000,山东省,2003,44636820.0,26557060.0,18079770.0
370000,山东省,2002,33934480.0,21107830.0,12826650.0
370000,山东省,2001,28953710.0,18120670.0,10833040.0
370000,山东省,2000,24989760.0,15528840.0,9460920.0
410000,河南省,2019,82498952.757,54213274.69,28285678.067
410000,河南省,2018,82813633.0,53775586.0,29038047.0
410000,河南省,2017,77630090.0,47030963.0,30599127.0
410000,河南省,2016,71213099.0,42805509.0,28407590.0
410000,河南省,2015,73780562.0,43061365.0,30719198.0
410000,河南省,2014,64972209.0,39383031.0,25589178.0
410000,河南省,2013,59956868.0,35987102.0,23969766.0
410000,河南省,2012,51738810.0,29676445.0,22062360.0
410000,河南省,2011,32622578.0,19239910.0,13382668.0
410000,河南省,2010,17831514.0,10529372.0,7302142.0
410000,河南省,2009,13476415.0,7345380.0,6131040.0
410000,河南省,2008,17479337.0,10718897.0,6760440.0
410000,河南省,2007,12785127.0,8374916.0,4410211.0
410000,河南省,2006,9794566.184,6634402.077,3160164.107
410000,河南省,2005,7724918.298,5087532.559,2637385.739
410000,河南省,2004,6619553.0,4174640.0,2444913.0
410000,河南省,2003,4712170.0,2979290.0,1732880.0
410000,河南省,2002,3203160.0,2118620.0,1084540.0
410000,河南省,2001,2781760.0,1704910.0,1076850.0
410000,河南省,2000,2282900.0,1495780.0,787120.0
420000,湖北省,2019,57160602.499,35995349.408,21165253.091
420000,湖北省,2018,52781547.0,34071501.0,18710046.0
420000,湖北省,2017,46337190.0,30486227.0,15850963.0
420000,湖北省,2016,39388773.0,26039342.0,13349431.0
420000,湖北省,2015,45552580.0,29211816.0,16340764.0
420000,湖北省,2014,43039619.0,26642422.0,16397197.0
420000,湖北省,2013,36380076.0,22836208.0,13543868.0
420000,湖北省,2012,31963750.0,19398498.0,12565253.0
420000,湖北省,2011,33586935.0,19534601.0,14052334.0
420000,湖北省,2010,25932110.0,14441795.0,11490315.0
420000,湖北省,2009,17251015.0,9978800.0,7272220.0
420000,湖北省,2008,20705670.0,11708909.0,8996761.0
420000,湖北省,2007,14868954.0,8172939.0,6696015.0
420000,湖北省,2006,11762193.916,6260627.039,5501566.877
420000,湖北省,2005,9054751.693,4428683.699,4626067.994
420000,湖北省,2004,6765809.0,3382194.0,3383615.0
420000,湖北省,2003,5109300.0,2655370.0,2453930.0
420000,湖北省,2002,3953140.0,2098260.0,1854880.0
420000,湖北省,2001,3577130.0,1796720.0,1780410.0
420000,湖北省,2000,3222860.0,1935550.0,1287310.0
430000,湖南省,2019,62849835.068,44540738.375,18309096.693
430000,湖南省,2018,46474201.0,30542617.0,15931584.0
430000,湖南省,2017,36033297.0,23170836.0,12862461.0
430000,湖南省,2016,26243470.0,17692536.0,8550934.0
430000,湖南省,2015,29301801.0,19137092.0,10164709.0
430000,湖南省,2014,30831603.0,19943002.0,10888601.0
430000,湖南省,2013,25175308.0,14821196.0,10354112.0
430000,湖南省,2012,21948730.0,12602200.0,9346532.0
430000,湖南省,2011,18943763.0,9903796.0,9039967.0
430000,湖南省,2010,14656390.0,7955989.0,6700401.0
430000,湖南省,2009,10149466.0,5492030.0,4657430.0
430000,湖南省,2008,12547194.0,8412884.0,4134310.0
430000,湖南省,2007,9685853.0,6515397.0,3170456.0
430000,湖南省,2006,7352256.16,5091822.059,2260434.101
430000,湖南省,2005,6000189.144,3747135.894,2253053.25
430000,湖南省,2004,5443515.0,3106434.0,2337082.0
430000,湖南省,2003,3732360.0,2145850.0,1586510.0
430000,湖南省,2002,2875840.0,1795280.0,1080550.0
430000,湖南省,2001,2757790.0,1752810.0,1004980.0
430000,湖南省,2000,2512220.0,1652710.0,859510.0
440000,广东省,2019,1036626724.361,629454195.94,407172528.421
440000,广东省,2018,1084464573.0,646500791.0,437963782.0
440000,广东省,2017,1006678374.0,622868368.0,383810006.0
440000,广东省,2016,955298007.0,598601986.0,356696021.0
440000,广东省,2015,1022495683.0,643172084.0,379323598.0
440000,广东省,2014,1076584474.0,646087011.0,430497463.0
440000,广东省,2013,1091581437.0,636363845.0,455217592.0
440000,广东省,2012,984020460.0,574050767.0,409969693.0
440000,广东省,2011,913467331.0,531926569.0,381540762.0
440000,广东省,2010,784896124.0,453191160.0,331704964.0
440000,广东省,2009,611094049.0,358954890.0,252139160.0
440000,广东省,2008,684968798.0,405664468.0,279304330.0
440000,广东省,2007,634185954.0,369316088.0,264869866.0
440000,广东省,2006,527199095.538,301946429.016,225252666.522
440000,广东省,2005,427964966.55,238158829.909,189806136.641
440000,广东省,2004,357130622.0,191571044.0,165559578.0
440000,广东省,2003,283524770.0,152848230.0,130676540.0
440000,广东省,2002,221096310.0,118462740.0,102633570.0
440000,广东省,2001,176494690.0,95426090.0,81068600.0
440000,广东省,2000,170098880.0,91917700.0,78181180.0
450000,广西壮族自治区,2019,68221636.806,37746500.563,30475136.243
450000,广西壮族自治区,2018,62302266.0,32789905.0,29512361.0
450000,广西壮族自治区,2017,57878659.0,28091189.0,29787470.0
450000,广西壮族自治区,2016,47627431.0,22926413.0,24701018.0
450000,广西壮族自治区,2015,51090547.0,27933976.0,23156571.0
450000,广西壮族自治区,2014,40548851.0,24327425.0,16221426.0
450000,广西壮族自治区,2013,32827499.0,18693257.0,14134242.0
450000,广西壮族自治区,2012,29484460.0,15467752.0,14016708.0
450000,广西壮族自治区,2011,23355966.0,12457758.0,10898208.0
450000,广西壮族自治区,2010,17738906.0,9603073.0,8135833.0
450000,广西壮族自治区,2009,14254726.0,8375370.0,5879360.0
450000,广西壮族自治区,2008,13236168.0,7347444.0,5888724.0
450000,广西壮族自治区,2007,9258997.0,5109157.0,4149840.0
450000,广西壮族自治区,2006,6667561.614,3592972.109,3074589.505
450000,广西壮族自治区,2005,5181503.754,2876634.326,2304869.428
450000,广西壮族自治区,2004,4277221.0,2385585.0,1891635.0
450000,广西壮族自治区,2003,3186750.0,1969920.0,1216830.0
450000,广西壮族自治区,2002,2430490.0,1507460.0,923030.0
450000,广西壮族自治区,2001,1796990.0,1235360.0,561630.0
450000,广西壮族自治区,2000,2033790.0,1488910.0,544880.0
460000,海南省,2019,13152747.773,4987032.078,8165715.695
460000,海南省,2018,12733530.0,4488487.0,8245043.0
460000,海南省,2017,10374055.0,4365906.0,6008149.0
460000,海南省,2016,11348430.0,2125799.0,9222631.0
460000,海南省,2015,13966965.0,3743036.0,10223929.0
460000,海南省,2014,15862660.0,4416742.0,11445918.0
460000,海南省,2013,14985434.0,3706486.0,11278948.0
460000,海南省,2012,14322100.0,3136100.0,11185996.0
460000,海南省,2011,12756036.0,2541616.0,10214420.0
460000,海南省,2010,8648577.0,2320330.0,6328247.0
460000,海南省,2009,4881633.0,1308630.0,3573000.0
460000,海南省,2008,4528517.0,1587198.0,2941319.0
460000,海南省,2007,3514411.0,1364458.0,2149953.0
460000,海南省,2006,2846208.141,1375620.774,1470587.367
460000,海南省,2005,2542337.919,1022544.184,1519793.735
460000,海南省,2004,3401694.0,1092547.0,2309147.0
460000,海南省,2003,2274920.0,866200.0,1408710.0
460000,海南省,2002,1866800.0,819300.0,1047490.0
460000,海南省,2001,1747050.0,797970.0,949080.0
460000,海南省,2000,1287860.0,802890.0,484970.0
500000,重庆市,2019,83949584.57,53803288.557,30146296.013
500000,重庆市,2018,79016913.0,51354473.0,27662440.0
500000,重庆市,2017,66601107.0,42595258.0,24005849.0
500000,重庆市,2016,62753637.0,40654379.0,22099258.0
500000,重庆市,2015,74466845.0,55186832.0,19280013.0
500000,重庆市,2014,95431578.0,63400799.0,32030779.0
500000,重庆市,2013,68692163.0,46795899.0,21896265.0
500000,重庆市,2012,53203580.0,38567582.0,14636001.0
500000,重庆市,2011,29207634.0,19831648.0,9375986.0
500000,重庆市,2010,12427074.0,7488937.0,4938137.0
500000,重庆市,2009,7712521.0,4280070.0,3432450.0
500000,重庆市,2008,9521394.0,5722049.0,3799345.0
500000,重庆市,2007,7437944.0,4507207.0,2930737.0
500000,重庆市,2006,5469679.029,3351022.788,2118656.241
500000,重庆市,2005,4292842.153,2520577.557,1772264.596
500000,重庆市,2004,3857147.0,2090747.0,1766400.0
500000,重庆市,2003,2594760.0,1584990.0,1009770.0
500000,重庆市,2002,1793070.0,1091010.0,702060.0
500000,重庆市,2001,1833910.0,1102550.0,731360.0
500000,重庆市,2000,1785900.0,995660.0,790240.0
510000,四川省,2019,98400661.784,56545245.931,41855415.853
510000,四川省,2018,89921137.0,50367690.0,39553447.0
510000,四川省,2017,68106058.0,37553430.0,30552628.0
510000,四川省,2016,49306252.0,27947617.0,21358634.0
510000,四川省,2015,51188560.0,33092898.0,18095662.0
510000,四川省,2014,70202970.0,44839133.0,25363837.0
510000,四川省,2013,64574658.0,41949056.0,22625602.0
510000,四川省,2012,59143600.0,38469065.0,20674532.0
510000,四川省,2011,47724169.0,29027285.0,18696884.0
510000,四川省,2010,32693864.0,18840625.0,13853239.0
510000,四川省,2009,24168651.0,14169450.0,9999200.0
510000,四川省,2008,22113647.0,13132485.0,8981163.0
510000,四川省,2007,14378124.0,8605959.0,5772165.0
510000,四川省,2006,11020819.335,6624118.01,4396701.325
510000,四川省,2005,7901963.806,4701605.127,3200358.679
510000,四川省,2004,6866987.0,3979702.0,2887284.0
510000,四川省,2003,5634290.0,3208710.0,2425580.0
510000,四川省,2002,4468530.0,2711630.0,1756900.0
510000,四川省,2001,3099160.0,1582720.0,1516440.0
510000,四川省,2000,2545200.0,1394370.0,1150830.0
520000,贵州省,2019,6568168.811,4740282.646,1827886.165
520000,贵州省,2018,7602857.0,5123389.0,2479467.0
520000,贵州省,2017,8162313.0,5793711.0,2368602.0
520000,贵州省,2016,5699617.0,4742792.0,956825.0
520000,贵州省,2015,12221418.0,9948624.0,2272794.0
520000,贵州省,2014,10771326.0,9397257.0,1374069.0
520000,贵州省,2013,8290101.0,6885975.0,1404126.0
520000,贵州省,2012,6631560.0,4952229.0,1679329.0
520000,贵州省,2011,4887579.0,2985087.0,1902492.0
520000,贵州省,2010,3146801.0,1920180.0,1226621.0
520000,贵州省,2009,2304212.0,1356610.0,947600.0
520000,贵州省,2008,3366208.0,1900775.0,1465432.0
520000,贵州省,2007,2270300.0,1465466.0,804834.0
520000,贵州省,2006,1617712.981,1038434.627,579278.354
520000,贵州省,2005,1403571.971,858937.315,544634.656
520000,贵州省,2004,1513727.0,866605.0,647122.0
520000,贵州省,2003,984330.0,587980.0,396350.0
520000,贵州省,2002,691470.0,441830.0,249640.0
520000,贵州省,2001,646450.0,421770.0,224680.0
520000,贵州省,2000,659980.0,420560.0,239420.0
