省份编码,省份,年份,境内目的地和货源地进出口总额(千美元),境内货源地出口总额(千美元),境内目的地进口总额(千美元)
530000,云南省,2019,33438871.341,14475359.41,18963511.931
530000,云南省,2018,27177428.0,10528677.0,16648750.0
530000,云南省,2017,21386788.0,9658855.0,11727933.0
530000,云南省,2016,17414015.0,8855170.0,8558845.0
530000,云南省,2015,18990696.0,10664709.0,8325987.0
530000,云南省,2014,19913782.0,10516689.0,9397093.0
530000,云南省,2013,15824303.0,8768549.0,7055755.0
530000,云南省,2012,12119370.0,5423636.0,6695734.0
530000,云南省,2011,12257268.0,6208742.0,6048526.0
530000,云南省,2010,10332561.0,5107887.0,5224674.0
530000,云南省,2009,7457426.0,3679730.0,3777700.0
530000,云南省,2008,9328941.0,4483923.0,4845019.0
530000,云南省,2007,8795161.0,4286950.0,4508211.0
530000,云南省,2006,6377172.0,3060845.0,3316327.0
530000,云南省,2005,4995350.046,2385755.533,2609594.513
530000,云南省,2004,3734310.0,2020350.0,1713960.0
530000,云南省,2003,2720050.0,1469610.0,1250440.0
530000,云南省,2002,2327580.0,1294030.0,1033550.0
530000,云南省,2001,2150720.0,1147190.0,1003530.0
530000,云南省,2000,1884200.0,1092710.0,791490.0
540000,西藏自治区,2019,616757.446,555062.195,61695.251
540000,西藏自治区,2018,635525.0,401422.0,234104.0
540000,西藏自治区,2017,610145.0,369252.0,240892.0
540000,西藏自治区,2016,592093.0,471825.0,120268.0
540000,西藏自治区,2015,664924.0,527142.0,137782.0
540000,西藏自治区,2014,2135615.0,2047190.0,88424.0
540000,西藏自治区,2013,2104150.0,2049233.0,54916.0
540000,西藏自治区,2012,2115398.0,2023695.0,91703.0
540000,西藏自治区,2011,1102102.0,945460.0,156642.0
540000,西藏自治区,2010,589474.0,537974.0,51500.0
540000,西藏自治区,2009,288751.0,266490.0,22260.0
540000,西藏自治区,2008,349678.0,328194.0,21484.0
540000,西藏自治区,2007,316960.0,290334.0,26626.0
540000,西藏自治区,2006,227144.0,205579.0,21564.0
540000,西藏自治区,2005,131583.119,107265.957,24317.162
540000,西藏自治区,2004,165300.0,118520.0,46780.0
540000,西藏自治区,2003,146860.0,99080.0,47780.0
540000,西藏自治区,2002,125210.0,68160.0,57050.0
540000,西藏自治区,2001,105940.0,81780.0,24160.0
540000,西藏自治区,2000,148920.0,109020.0,39900.0
610000,陕西省,2019,49073657.388,26575534.3,22498123.088
610000,陕西省,2018,52254788.0,30362204.0,21892584.0
610000,陕西省,2017,40556810.0,23807211.0,16749599.0
610000,陕西省,2016,29468674.0,15803357.0,13665316.0
610000,陕西省,2015,29877091.0,14621612.0,15255478.0
610000,陕西省,2014,27688331.0,14137416.0,13550916.0
610000,陕西省,2013,20219749.0,10224104.0,9995645.0
610000,陕西省,2012,15189728.0,8500770.0,6688958.0
610000,陕西省,2011,14083481.0,6768175.0,7315306.0
610000,陕西省,2010,11703663.0,5634785.0,6068878.0
610000,陕西省,2009,8672997.0,4091230.0,4581770.0
610000,陕西省,2008,10455863.0,6781539.0,3674324.0
610000,陕西省,2007,8235942.0,5338727.0,2897215.0
610000,陕西省,2006,6922389.0,4392496.0,2529893.0
610000,陕西省,2005,6149313.846,3840884.855,2308428.991
610000,陕西省,2004,4556870.0,2624280.0,1932600.0
610000,陕西省,2003,3554700.0,1906970.0,1647720.0
610000,陕西省,2002,2784130.0,1577390.0,1206740.0
610000,陕西省,2001,2647470.0,1416600.0,1230870.0
610000,陕西省,2000,2387540.0,1326930.0,1060610.0
620000,甘肃省,2019,5379797.863,2214229.598,3165568.265
620000,甘肃省,2018,6489777.0,2588754.0,3901023.0
620000,甘肃省,2017,5000606.0,1694612.0,3305994.0
620000,甘肃省,2016,4469599.0,1915678.0,2553921.0
620000,甘肃省,2015,4362904.0,2159214.0,2203690.0
620000,甘肃省,2014,5266725.0,2080261.0,3186464.0
620000,甘肃省,2013,6841557.0,1429426.0,5412130.0
620000,甘肃省,2012,7163387.0,1830417.0,5332970.0
620000,甘肃省,2011,7827455.0,1569859.0,6257596.0
620000,甘肃省,2010,7388088.0,1274970.0,6113118.0
620000,甘肃省,2009,4484599.0,830600.0,3654000.0
620000,甘肃省,2008,6562526.0,1750077.0,4812449.0
620000,甘肃省,2007,5874070.0,1685664.0,4188406.0
620000,甘肃省,2006,4439685.0,1608306.0,2831379.0
620000,甘肃省,2005,2986919.745,1106098.304,1880821.441
620000,甘肃省,2004,1964090.0,1036040.0,928060.0
620000,甘肃省,2003,1292110.0,740620.0,551500.0
620000,甘肃省,2002,1038290.0,510470.0,527820.0
620000,甘肃省,2001,914980.0,477740.0,437240.0
620000,甘肃省,2000,691550.0,420790.0,270760.0
630000,青海省,2019,488728.714,230488.206,258240.508
630000,青海省,2018,583645.0,329183.0,254462.0
630000,青海省,2017,450252.0,282319.0,167933.0
630000,青海省,2016,520478.0,358394.0,162084.0
630000,青海省,2015,591041.0,366701.0,224340.0
630000,青海省,2014,620053.0,315549.0,304504.0
630000,青海省,2013,855720.0,350709.0,505011.0
630000,青海省,2012,812950.0,427965.0,384985.0
630000,青海省,2011,761682.0,339534.0,422148.0
630000,青海省,2010,818072.0,317652.0,500420.0
630000,青海省,2009,717096.0,197830.0,519270.0
630000,青海省,2008,800313.0,394280.0,406033.0
630000,青海省,2007,679254.0,288972.0,390282.0
630000,青海省,2006,936673.0,511231.0,425442.0
630000,青海省,2005,490231.032,313495.814,176735.218
630000,青海省,2004,647730.0,461810.0,185930.0
630000,青海省,2003,342770.0,220810.0,121960.0
630000,青海省,2002,234440.0,162280.0,72160.0
630000,青海省,2001,254210.0,168640.0,85570.0
630000,青海省,2000,226450.0,133550.0,92900.0
640000,宁夏回族自治区,2019,4193821.76,2783583.651,1410238.109
640000,宁夏回族自治区,2018,4046286.0,2752028.0,1294258.0
640000,宁夏回族自治区,2017,4329191.0,2671061.0,1658130.0
640000,宁夏回族自治区,2016,3103413.0,2052592.0,1050821.0
640000,宁夏回族自治区,2015,3388658.0,2368989.0,1019669.0
640000,宁夏回族自治区,2014,4012916.0,2666589.0,1346326.0
640000,宁夏回族自治区,2013,2608279.0,1798736.0,809542.0
640000,宁夏回族自治区,2012,2673095.0,1874592.0,798503.0
640000,宁夏回族自治区,2011,2809211.0,2013056.0,796155.0
640000,宁夏回族自治区,2010,2567310.0,1552246.0,1015064.0
640000,宁夏回族自治区,2009,1961330.0,995340.0,965990.0
640000,宁夏回族自治区,2008,2581374.0,1716707.0,864667.0
640000,宁夏回族自治区,2007,1961821.0,1350980.0,610841.0
640000,宁夏回族自治区,2006,1612695.0,1094806.0,517888.0
640000,宁夏回族自治区,2005,1181133.218,807759.295,373373.923
640000,宁夏回族自治区,2004,1131200.0,734910.0,396290.0
640000,宁夏回族自治区,2003,744640.0,538020.0,206620.0
640000,宁夏回族自治区,2002,494220.0,359380.0,134830.0
640000,宁夏回族自治区,2001,634510.0,394810.0,239700.0
640000,宁夏回族自治区,2000,532110.0,354260.0,177850.0
650000,新疆维吾尔自治区,2019,37278998.7,17168142.332,20110856.368
650000,新疆维吾尔自治区,2018,34704586.0,15381549.0,19323037.0
650000,新疆维吾尔自治区,2017,30387470.0,16250483.0,14136987.0
650000,新疆维吾尔自治区,2016,24998866.0,13910298.0,11088568.0
650000,新疆维吾尔自治区,2015,27067657.0,12522629.0,14545028.0
650000,新疆维吾尔自治区,2014,38888670.0,17549857.0,21338813.0
650000,新疆维吾尔自治区,2013,37568107.0,15932819.0,21635288.0
650000,新疆维吾尔自治区,2012,33627372.0,14260844.0,19366528.0
650000,新疆维吾尔自治区,2011,29915416.0,13891405.0,16024011.0
650000,新疆维吾尔自治区,2010,21363303.0,12554675.0,8808628.0
650000,新疆维吾尔自治区,2009,16125346.0,10908080.0,5217260.0
650000,新疆维吾尔自治区,2008,24975474.0,18479959.0,6495515.0
650000,新疆维吾尔自治区,2007,15443394.0,10748530.0,4694864.0
650000,新疆维吾尔自治区,2006,10210888.0,7010597.0,3200291.0
650000,新疆维吾尔自治区,2005,8303175.154,4993329.478,3309845.676
650000,新疆维吾尔自治区,2004,6022590.0,2921420.0,3101170.0
650000,新疆维吾尔自治区,2003,4854620.0,2386430.0,2468190.0
650000,新疆维吾尔自治区,2002,3082320.0,1290290.0,1792030.0
650000,新疆维吾尔自治区,2001,2370370.0,668100.0,1702270.0
650000,新疆维吾尔自治区,2000,2586100.0,1147240.0,1438860.0
