省份编码,省份,年份,城市天然气供气总量(亿立方米),城市天然气用气人口(万人),城市人工煤气供气总量(亿立方米),城市人工煤气用气人口(万人),城市液化石油气供气总量(万吨),城市液化石油气用气人口(万人)
140000,山西省,2001,0.5644,37.75,5.624069,321.27,5.145167,102.18
140000,山西省,2000,0.5611,35.68,24.1869,295.07,3.4152,102.28
150000,内蒙古自治区,2019,22.119769,668.03,0.306786,16.43,5.865382,201.72
150000,内蒙古自治区,2018,20.689284,656.85,0.44457,27.35,5.36809,200.9
150000,内蒙古自治区,2017,18.119141,622.55,0.458119,11.24,5.236434,221.36
150000,内蒙古自治区,2016,15.219801,587.06,0.68,15.83,6.919818,239.26
150000,内蒙古自治区,2015,13.320734,536.41,0.309,39.4,5.795005,247.94
150000,内蒙古自治区,2014,11.092209,504.7,0.35,41.2,6.306943,260.14
150000,内蒙古自治区,2013,10.473185,458.74,0.35,40.2,6.917424,278.85
150000,内蒙古自治区,2012,11.303952,347.14,0.27855,46.16,9.849563,347.18
150000,内蒙古自治区,2011,12.772405,287.13,0.280569,49.0,11.318986,355.11
150000,内蒙古自治区,2010,6.953126,258.02,0.306869,51.94,7.425076,353.91
150000,内蒙古自治区,2009,4.61361,178.72,0.391469,63.18,8.420632,356.45
150000,内蒙古自治区,2008,3.8134,165.88,0.360169,65.71,7.227885,337.44
150000,内蒙古自治区,2007,3.0528,149.11,0.699997,81.21,7.384172,326.94
150000,内蒙古自治区,2006,1.837,109.02,0.6113,79.0,9.9616,315.49
150000,内蒙古自治区,2005,0.944365,49.59,0.688679,92.93,13.8348,294.5
150000,内蒙古自治区,2004,0.4021,39.45,0.654912,88.91,14.4113,266.69
150000,内蒙古自治区,2003,0.0033,28.0,0.9043,74.14,13.43,260.26
150000,内蒙古自治区,2002,,,0.7692,92.0,11.1052,227.0
150000,内蒙古自治区,2001,,,0.68501,82.64,11.3765,218.19
150000,内蒙古自治区,2000,,,0.7485,77.93,5.9425,191.86
210000,辽宁省,2019,33.585841,1571.21,3.468522,360.87,67.925428,350.04
210000,辽宁省,2018,32.090099,1487.07,4.41386,399.27,68.396323,355.69
210000,辽宁省,2017,30.811851,1417.14,4.362064,401.29,65.481759,381.9
210000,辽宁省,2016,20.409254,1154.7,4.883485,506.26,49.249882,500.71
210000,辽宁省,2015,17.043431,1067.97,5.739421,530.87,46.888937,558.89
210000,辽宁省,2014,12.681367,995.71,6.360428,591.3,49.24061,601.12
210000,辽宁省,2013,9.774467,1021.16,5.926406,573.58,49.52444,639.37
210000,辽宁省,2012,8.570101,956.61,5.973646,556.66,51.642632,665.01
210000,辽宁省,2011,7.66008,852.4,5.662474,573.62,50.49375,668.9
210000,辽宁省,2010,6.617321,797.04,5.517655,542.44,39.50576,652.05
210000,辽宁省,2009,6.00353,751.1,5.444073,523.72,39.83089,693.59
210000,辽宁省,2008,5.7736,710.52,6.195779,503.31,39.62822,693.68
210000,辽宁省,2007,5.4085,657.26,5.578485,486.63,45.650417,718.65
210000,辽宁省,2006,5.3495,629.48,5.4347,474.09,48.7296,718.53
210000,辽宁省,2005,3.68174,566.57,6.361405,531.48,40.265883,713.05
210000,辽宁省,2004,3.769824,575.92,6.1112,474.71,45.6355,726.81
210000,辽宁省,2003,3.0338,456.5,6.91212,541.6,43.24,734.43
210000,辽宁省,2002,3.0701,442.0,6.143,512.0,37.799,698.0
210000,辽宁省,2001,3.0764,427.59,5.4995,411.48,38.753,645.75
210000,辽宁省,2000,2.4923,409.88,8.1957,422.1,37.9194,568.82
220000,吉林省,2019,20.912496,839.54,0.331,40.5,14.720807,241.79
220000,吉林省,2018,17.44813,820.63,0.3426,40.0,15.711396,273.63
220000,吉林省,2017,14.820463,739.92,0.3051,40.0,17.975015,304.25
220000,吉林省,2016,13.025054,674.42,0.3868,42.8,17.792665,343.22
220000,吉林省,2015,11.143231,676.79,0.794479,41.0,15.775175,365.21
220000,吉林省,2014,11.540363,538.63,1.28274,117.19,18.455275,406.5
220000,吉林省,2013,8.583385,423.92,1.657483,178.96,18.141996,428.1
220000,吉林省,2012,6.969686,387.18,1.708639,188.49,22.087384,443.12
220000,吉林省,2011,5.175816,359.05,1.744463,167.94,23.629717,460.4
220000,吉林省,2010,4.346152,289.9,1.672749,164.57,21.481771,460.94
220000,吉林省,2009,3.377432,215.98,1.761584,166.6,21.984783,490.91
220000,吉林省,2008,3.0249,188.76,1.734832,161.93,20.80635,488.86
220000,吉林省,2007,2.6861,181.7,1.7196,150.9,17.9839,478.37
220000,吉林省,2006,2.9933,197.94,1.6326,159.37,18.2529,421.62
220000,吉林省,2005,1.73326,166.85,1.37551,169.15,18.4269,492.99
220000,吉林省,2004,2.1131,147.5,1.21197,154.2,21.0681,447.38
220000,吉林省,2003,1.9109,123.3,2.05622,158.6,20.34,437.8
220000,吉林省,2002,1.976,102.0,1.3316,151.0,17.3074,432.0
220000,吉林省,2001,1.9526,98.5,1.3605,146.5,15.7582,398.23
220000,吉林省,2000,1.3162,76.5,1.5508,149.88,16.9062,350.34
230000,黑龙江省,2019,16.425751,948.48,0.287158,35.76,18.805804,281.76
230000,黑龙江省,2018,15.856467,928.16,0.3501,30.8,19.89672,309.31
230000,黑龙江省,2017,14.143707,867.73,0.3235,35.2,18.918265,347.37
230000,黑龙江省,2016,12.153918,801.57,0.6832,57.77,19.74561,383.79
230000,黑龙江省,2015,11.324544,746.85,0.720215,57.27,21.049183,424.9
230000,黑龙江省,2014,11.662336,725.67,0.7783,94.19,21.44292,368.7
230000,黑龙江省,2013,11.113639,672.6,0.8443,89.49,21.802292,402.77
230000,黑龙江省,2012,8.819124,637.62,0.8185,80.9,20.60573,427.17
230000,黑龙江省,2011,8.506988,600.88,0.804,80.7,21.107417,430.06
230000,黑龙江省,2010,7.249673,567.52,0.7587,74.41,21.978373,506.7
230000,黑龙江省,2009,4.677011,512.05,2.634882,85.14,19.570973,537.93
230000,黑龙江省,2008,2.7608,289.03,4.236732,238.44,19.86721,538.32
230000,黑龙江省,2007,2.3607,136.25,3.869076,338.14,24.417185,553.08
230000,黑龙江省,2006,2.2993,114.26,3.9465,301.25,29.1962,560.18
230000,黑龙江省,2005,1.95554,103.68,4.019851,289.35,22.863,612.34
230000,黑龙江省,2004,1.69318,88.99,4.1726,274.59,23.6835,603.25
230000,黑龙江省,2003,1.8175,84.43,3.618334,255.95,22.19,583.59
230000,黑龙江省,2002,1.6494,71.0,3.1751,232.0,17.8637,593.0
230000,黑龙江省,2001,1.5182,60.47,3.0159,235.88,19.798581,578.63
230000,黑龙江省,2000,0.4185,55.71,3.0347,211.03,60.1427,546.44
310000,上海市,2019,97.360478,1880.75,,,32.80081,547.39
310000,上海市,2018,89.286329,1804.51,,,31.35784,619.27
310000,上海市,2017,80.814091,1720.49,,,34.453426,697.84
310000,上海市,2016,77.033171,1621.32,,,39.788459,798.38
310000,上海市,2015,73.477622,1594.18,0.53092,,42.411167,821.09
310000,上海市,2014,69.609316,1553.92,3.13794,34.98,41.801303,836.78
310000,上海市,2013,69.088465,1447.28,5.93459,112.35,39.731434,855.52
310000,上海市,2012,63.11262,1320.9,9.043761,197.73,39.251357,861.8
310000,上海市,2011,54.331429,1231.0,11.85414,274.8,39.427815,838.67
310000,上海市,2010,45.003182,1092.58,14.216721,357.71,39.842689,851.62
310000,上海市,2009,33.439874,850.66,16.272082,351.33,40.01759,719.33
310000,上海市,2008,29.8601,740.63,19.914105,446.39,48.920093,701.44
310000,上海市,2007,27.7458,696.45,20.83189,576.13,50.65019,749.0
310000,上海市,2006,23.6548,585.72,21.7567,621.59,45.8558,703.0
310000,上海市,2005,17.496247,521.85,19.97444,662.31,45.2613,710.88
310000,上海市,2004,9.826796,396.5,20.74633,719.4,44.6543,702.5
310000,上海市,2003,4.968231,180.15,25.087356,592.52,42.93,505.56
310000,上海市,2002,4.3285,150.0,23.2753,602.0,47.0156,518.0
310000,上海市,2001,3.3025,139.12,21.9829,605.09,49.1476,518.19
310000,上海市,2000,2.5974,66.99,21.3147,449.95,49.0561,421.15
320000,江苏省,2019,133.21891,3016.51,,,55.822297,426.22
320000,江苏省,2018,123.870621,2917.99,,,57.512057,457.11
320000,江苏省,2017,108.75144,2625.65,,,57.71369,581.35
320000,江苏省,2016,96.254153,2505.63,,,51.561133,622.26
320000,江苏省,2015,96.979909,2345.7,0,,59.357692,714.55
320000,江苏省,2014,84.207065,2124.96,0.0612,9.0,65.177892,828.91
320000,江苏省,2013,76.586915,1906.64,0.394,9.0,70.076548,956.61
320000,江苏省,2012,69.176328,1743.63,0.48893,27.5,73.5757,1006.52
320000,江苏省,2011,59.14932,1557.5,1.030958,45.82,76.66347,1042.61
320000,江苏省,2010,47.230865,1299.71,193.19948,89.75,76.658626,1114.98
320000,江苏省,2009,34.354445,1029.6,172.889002,135.46,86.566253,1248.06
320000,江苏省,2008,29.9726,841.68,155.495349,123.15,93.173427,1328.24
320000,江苏省,2007,26.0919,699.86,163.328128,146.11,99.924345,1407.34
320000,江苏省,2006,15.594,574.89,142.0015,177.05,104.2278,1408.75
320000,江苏省,2005,8.763366,380.39,129.08343,234.1,112.914712,1764.61
320000,江苏省,2004,2.097568,178.76,102.78861,333.8,122.667476,1712.1
320000,江苏省,2003,0.167691,9.89,80.242954,405.79,135.77,1673.49
320000,江苏省,2002,,,78.8537,361.0,125.2001,1600.0
320000,江苏省,2001,,,37.602534,373.24,78.552601,1200.31
320000,江苏省,2000,,,36.2606,324.65,70.501,882.85
330000,浙江省,2019,65.665198,1634.87,0.045382,4.15,76.942661,925.38
330000,浙江省,2018,62.564683,1591.38,0.0426,4.3,73.057427,949.76
330000,浙江省,2017,48.400826,1445.07,0.0429,4.3,69.120252,993.94
330000,浙江省,2016,38.639656,1170.42,0.0421,4.3,75.970977,1153.01
330000,浙江省,2015,31.927649,1004.56,0.0488,4.3,69.59469,1157.29
330000,浙江省,2014,32.812099,937.23,0.0478,4.3,70.181212,1082.64
330000,浙江省,2013,23.009074,840.13,0.049983,4.3,82.165755,1149.59
330000,浙江省,2012,19.13224,703.82,0.0463,4.3,77.639589,1160.6
330000,浙江省,2011,14.867376,643.57,0.0493,4.3,80.756216,1165.64
330000,浙江省,2010,11.888434,552.86,0.048402,4.55,87.795587,1244.43
330000,浙江省,2009,8.653634,459.47,0.146819,30.42,90.948744,1235.92
330000,浙江省,2008,6.564,352.71,0.218603,39.07,93.704203,1327.47
330000,浙江省,2007,5.0645,300.02,0.184705,33.45,93.827281,1376.5
330000,浙江省,2006,2.2984,187.93,0.1647,28.89,105.758,1163.41
330000,浙江省,2005,1.042808,118.91,2.768642,83.31,106.057213,1135.15
330000,浙江省,2004,0.305173,58.11,3.35035,110.82,105.066659,1144.25
330000,浙江省,2003,0.1008,11.9,3.3721,156.52,118.52,1103.52
330000,浙江省,2002,0.0004,,1.2114,82.0,92.3325,1110.0
330000,浙江省,2001,,,1.112208,87.06,79.237026,1041.1
330000,浙江省,2000,,,2.7796,47.77,63.0895,555.11
340000,安徽省,2019,38.51497,1503.11,,,16.21568,166.97
340000,安徽省,2018,34.250985,1421.68,,,15.649428,164.01
340000,安徽省,2017,31.123024,1341.96,,,13.105436,177.81
340000,安徽省,2016,28.54241,1263.95,,,73.111369,223.63
340000,安徽省,2015,23.458499,1183.62,0,,73.631224,269.16
340000,安徽省,2014,21.968372,1083.08,,,75.262707,303.58
340000,安徽省,2013,19.909512,975.86,,,61.961979,351.47
340000,安徽省,2012,17.125142,911.83,,,53.71603,353.05
340000,安徽省,2011,13.883248,786.1,,,56.724631,392.53
340000,安徽省,2010,11.218975,635.63,,,61.577012,491.08
340000,安徽省,2009,8.925945,529.49,0.137237,14.43,59.499445,524.72
340000,安徽省,2008,6.8481,435.94,0.226758,17.08,68.051397,554.65
340000,安徽省,2007,4.792,328.45,0.582663,45.23,60.272714,551.52
340000,安徽省,2006,3.0814,241.38,0.591,68.77,60.5279,526.94
340000,安徽省,2005,1.156388,207.83,0.8723,66.96,61.3614,540.87
340000,安徽省,2004,0.383869,105.27,1.851074,129.25,59.015907,517.3
340000,安徽省,2003,0.00316,3.35,2.014779,203.05,33.28,517.28
340000,安徽省,2002,,,2.477,198.0,46.4052,501.0
340000,安徽省,2001,,,2.450866,185.39,37.91368,436.88
340000,安徽省,2000,0.06,5.29,2.2996,168.76,45.8621,378.8
350000,福建省,2019,26.35949,701.51,0.120778,7.07,32.659324,591.99
350000,福建省,2018,24.239257,631.22,0.1712,9.03,32.014065,648.37
350000,福建省,2017,19.724901,567.71,0.268859,12.03,30.811328,664.71
350000,福建省,2016,15.964126,491.43,0.3,21.12,27.743737,678.22
350000,福建省,2015,14.880742,438.16,0.3,21.38,28.690636,704.63
350000,福建省,2014,13.231164,375.19,0.2977,21.37,29.825191,724.35
350000,福建省,2013,11.244574,346.86,0.2927,19.91,27.784576,725.38
350000,福建省,2012,9.532473,294.56,0.308,19.41,28.897768,745.65
350000,福建省,2011,6.62974,287.47,0.2892,16.06,32.476845,716.11
350000,福建省,2010,5.110082,274.32,0.2673,14.71,33.375845,699.03
350000,福建省,2009,1.029538,211.42,0.2537,13.93,34.179544,711.98
350000,福建省,2008,0.2274,34.24,0.2474,13.65,38.594513,832.85
350000,福建省,2007,0.0848,20.03,0.24888,18.44,40.744331,843.71
350000,福建省,2006,0.0055,3.65,0.2336,12.7,38.7506,657.12
350000,福建省,2005,,,0.181,11.2,37.805297,603.46
350000,福建省,2004,0.0,,0.15372,9.26,34.66596,598.24
350000,福建省,2003,0.0,,0.12574,8.94,30.1,573.37
350000,福建省,2002,,,0.1064,8.0,30.5297,577.0
350000,福建省,2001,,,0.0986,7.81,28.13528,498.87
350000,福建省,2000,,,1.2727,21.21,73.7609,340.72
360000,江西省,2019,16.983991,838.25,1.502632,7.1,20.815058,370.88
360000,江西省,2018,14.571752,763.23,1.504024,10.8,20.271627,395.7
360000,江西省,2017,11.815288,684.51,1.797235,10.11,21.832505,423.23
360000,江西省,2016,9.064526,537.62,1.936156,11.04,24.294215,493.08
360000,江西省,2015,7.357014,503.36,2.509728,14.78,22.891197,478.19
360000,江西省,2014,6.9115,473.65,3.099106,18.41,23.731556,448.16
360000,江西省,2013,5.612659,429.84,3.604868,32.16,22.339945,450.86
360000,江西省,2012,4.191048,321.96,4.849698,80.3,20.425775,455.93
360000,江西省,2011,2.700363,259.15,4.964073,94.5,19.43287,453.61
360000,江西省,2010,1.126309,156.78,5.820788,149.78,18.884733,453.46
360000,江西省,2009,0.618671,114.01,3.789769,145.74,17.979212,453.91
360000,江西省,2008,0.4103,89.52,3.996762,133.54,18.546,453.48
360000,江西省,2007,0.3508,59.77,4.059487,127.05,18.1379,442.8
360000,江西省,2006,0.2258,45.86,3.9467,115.06,16.5138,423.2
360000,江西省,2005,0.105093,38.38,3.170713,130.63,17.4521,411.55
360000,江西省,2004,0.01231,12.6,4.647377,154.98,17.5642,387.85
360000,江西省,2003,1.9e-05,0.1,3.99843,138.73,15.04,356.48
360000,江西省,2002,,,3.6291,135.0,13.07,313.0
360000,江西省,2001,6.0,113.12,3.49543,128.94,5.9691,177.69
360000,江西省,2000,,,3.9463,125.38,16.4698,220.08
370000,山东省,2019,107.489704,3394.66,4.80016,,29.832983,435.41
370000,山东省,2018,98.13251,3203.0,4.8302,,31.655099,462.51
370000,山东省,2017,81.626459,3015.15,,,34.751135,502.83
370000,山东省,2016,67.524184,2722.74,,,34.372351,629.01
370000,山东省,2015,63.391747,2454.21,0.005899,,36.674995,656.65
370000,山东省,2014,62.753224,2280.13,0.9438,18.47,39.552063,724.62
370000,山东省,2013,61.075454,2085.84,0.92098,27.99,48.428704,819.08
370000,山东省,2012,51.834366,1865.59,2.131621,88.33,51.148935,921.77
370000,山东省,2011,43.801635,1628.32,3.451323,139.83,54.153348,1016.69
370000,山东省,2010,32.693072,1444.35,3.572952,159.26,76.033152,1104.33
370000,山东省,2009,24.290758,1231.16,2.93766,156.46,87.276226,1252.78
370000,山东省,2008,25.7433,986.71,4.832206,209.94,75.826078,1404.36
370000,山东省,2007,14.2638,760.4,4.903024,282.0,70.349542,1541.25
370000,山东省,2006,12.9369,598.74,3.4663,337.08,56.4472,1471.4
370000,山东省,2005,11.669086,381.33,4.77428,356.45,57.219431,1835.56
370000,山东省,2004,9.397809,258.88,4.710393,396.82,51.723501,1750.94
370000,山东省,2003,8.372075,225.56,4.718735,421.95,54.53,1614.28
370000,山东省,2002,6.0766,153.0,4.2868,381.0,43.2388,1379.0
370000,山东省,2001,3.4709,95.07,4.190393,394.31,34.974357,1135.84
370000,山东省,2000,8.4065,61.88,4.3041,335.43,27.6543,886.8
410000,河南省,2019,60.176101,2106.66,3.183547,0.28,17.6726,417.98
410000,河南省,2018,54.382315,1977.05,3.362443,0.21,21.369406,445.78
410000,河南省,2017,45.48744,1864.98,3.6405,0.21,21.476395,483.67
410000,河南省,2016,36.613263,1652.33,4.0302,3.44,21.509863,512.61
410000,河南省,2015,33.280806,1590.52,5.31,15.04,21.738187,527.43
410000,河南省,2014,30.524017,1448.85,5.9436,28.76,22.353208,533.21
410000,河南省,2013,28.862501,1307.45,6.005225,43.14,22.720758,551.76
410000,河南省,2012,24.127213,1095.08,8.535926,120.51,23.445025,575.02
410000,河南省,2011,19.472047,930.5,11.630852,154.48,23.817822,559.88
410000,河南省,2010,15.892799,830.87,10.94995,164.55,24.160204,564.21
410000,河南省,2009,12.67205,706.62,11.113616,179.8,23.78952,547.38
410000,河南省,2008,10.1008,586.45,11.21106,173.95,25.055563,570.01
410000,河南省,2007,8.5165,469.12,4.866884,152.62,24.768915,574.64
410000,河南省,2006,7.6488,444.44,5.4946,149.48,23.4453,527.39
410000,河南省,2005,5.33373,398.72,11.759226,142.37,22.586442,573.8
410000,河南省,2004,3.660288,346.55,9.599426,142.27,17.195643,544.29
410000,河南省,2003,4.31364,283.4,8.477548,139.34,17.47,507.68
410000,河南省,2002,3.534,249.0,9.1057,129.0,18.0355,513.0
410000,河南省,2001,2.7132,235.67,7.70739,108.21,15.3917,448.13
410000,河南省,2000,5.5018,185.89,8.1775,136.31,16.2199,429.88
420000,湖北省,2019,57.029004,1847.78,,,32.999309,433.4
420000,湖北省,2018,48.285327,1737.32,,,32.404816,492.58
420000,湖北省,2017,42.398986,1574.26,,,33.610155,582.34
420000,湖北省,2016,37.710171,1413.64,,,34.789054,573.17
420000,湖北省,2015,33.039704,1282.51,0,,35.211222,580.93
420000,湖北省,2014,30.943831,1174.89,,,35.009192,605.6
420000,湖北省,2013,28.532384,1106.17,,,36.164083,644.0
420000,湖北省,2012,24.080657,945.0,0.51,12.38,38.615202,767.95
420000,湖北省,2011,20.447236,819.48,0.995,35.3,42.649563,818.42
420000,湖北省,2010,15.283315,700.47,1.20422,41.16,42.150667,861.7
420000,湖北省,2009,11.770304,610.28,1.238216,48.5,34.351282,876.8
420000,湖北省,2008,9.4429,496.97,1.2281,50.41,35.64477,945.47
420000,湖北省,2007,7.6214,381.06,1.315509,58.23,39.377233,958.91
420000,湖北省,2006,3.4971,294.26,0.1118,30.85,29.4314,989.0
420000,湖北省,2005,1.74221,263.92,0.9184,22.29,31.117138,1142.01
420000,湖北省,2004,0.5884,14.2,1.6618,140.74,31.50092,1224.1
420000,湖北省,2003,0.0892,6.78,1.55926,137.22,31.34,1230.01
420000,湖北省,2002,0.081,5.0,1.4763,140.0,31.8355,1247.0
420000,湖北省,2001,0.012,1.87,2.079246,189.19,31.4077,1126.53
420000,湖北省,2000,0.0001,0.2,1.4588,180.08,29.6179,908.34
430000,湖南省,2019,28.34395,1145.87,,,25.691658,464.44
430000,湖南省,2018,25.934789,1108.58,,,24.112555,511.71
430000,湖南省,2017,23.629349,1022.8,,,20.302369,644.44
430000,湖南省,2016,22.556196,887.96,0.30317,34.52,24.386455,514.64
430000,湖南省,2015,21.548842,851.85,0.276674,33.42,24.152867,493.94
430000,湖南省,2014,21.716181,761.23,0.276544,31.95,18.92297,536.99
430000,湖南省,2013,19.974614,639.82,0.276544,31.95,19.51669,643.14
430000,湖南省,2012,16.127397,562.2,0.270688,30.7,20.127941,686.59
430000,湖南省,2011,13.913735,443.82,0.23342,21.4,26.587579,718.49
430000,湖南省,2010,11.175678,421.69,0.304444,33.3,25.290629,611.77
430000,湖南省,2009,9.581553,331.32,8.9819,39.3,23.588482,647.34
430000,湖南省,2008,7.7079,236.19,10.351624,35.32,27.931993,688.15
430000,湖南省,2007,5.3238,206.76,8.908558,42.31,27.5365,680.57
430000,湖南省,2006,2.4435,150.8,4.5635,29.5,28.7407,658.92
430000,湖南省,2005,0.56315,61.59,4.406447,74.6,29.4718,647.61
430000,湖南省,2004,0.1538,,4.4119,102.24,30.04103,592.94
430000,湖南省,2003,0.0,,4.35297,100.53,23.11,571.8
430000,湖南省,2002,,,20.1902,91.0,29.7511,537.0
430000,湖南省,2001,,,4.85593,81.21,24.7606,508.44
430000,湖南省,2000,,,6.0375,81.29,19.9873,460.65
440000,广东省,2019,191.846336,3018.61,,,412.367239,3059.27
440000,广东省,2018,133.015225,2588.75,0.614032,2.84,378.96526,2986.05
440000,广东省,2017,124.738852,2303.51,,,363.618247,3002.21
440000,广东省,2016,166.2579,2043.08,,,390.18924,3272.33
440000,广东省,2015,123.293764,1885.4,0,,334.035277,3140.19
440000,广东省,2014,129.134746,1618.67,,,368.438983,3319.12
440000,广东省,2013,123.170168,1380.26,,,388.903324,3412.92
440000,广东省,2012,117.450879,1154.71,0.250934,,387.244097,3287.38
440000,广东省,2011,118.331588,1028.13,0.530653,,404.970086,3294.99
440000,广东省,2010,17.026619,921.68,0.70369,17.92,505.595489,3275.03
440000,广东省,2009,11.712459,850.36,1.549299,25.44,470.448463,3308.95
440000,广东省,2008,8.2976,581.99,2.606778,139.17,447.885137,3394.29
440000,广东省,2007,4.1418,398.6,3.583057,214.54,567.342081,3462.27
440000,广东省,2006,2.8678,83.73,4.1703,202.2,375.8956,3213.86
440000,广东省,2005,7.159659,78.53,2.930976,162.91,410.198976,3222.53
440000,广东省,2004,0.485711,19.66,6.434585,155.61,312.128014,2908.28
440000,广东省,2003,0.217806,18.04,12.883606,246.81,33.43,2702.3
