省份编码,省份,年份,负债合计(亿元),流动负债(亿元),长期负债(亿元),所有者权益(亿元)
140000,山西省,2004,,,,
140000,山西省,2003,418.8262,373.3473,45.4789,212.2115
140000,山西省,2002,360.846,333.3207,27.5253,194.0283
140000,山西省,2001,276.25254,262.9553,13.29724,105.65637
140000,山西省,2000,230.80898,219.79348,11.0155,91.32018
150000,内蒙古自治区,2019,1491.77015,1394.70955,,677.14835
150000,内蒙古自治区,2018,1520.43757,1426.02271,,698.74146
150000,内蒙古自治区,2017,1387.86019,1289.37723,,718.7421
150000,内蒙古自治区,2016,1243.55968,1166.54236,41.467,732.3029
150000,内蒙古自治区,2015,1205.96158,1057.35265,,666.57598
150000,内蒙古自治区,2014,1170.3908,1067.99829,,625.91744
150000,内蒙古自治区,2013,,,,
150000,内蒙古自治区,2012,1034.10789,910.45488,54.00147,582.88425
150000,内蒙古自治区,2011,845.1576,810.83494,33.70301,476.60721
150000,内蒙古自治区,2010,605.4494,576.7533,28.6961,368.1498
150000,内蒙古自治区,2009,441.97823,412.34049,29.63774,300.52656
150000,内蒙古自治区,2008,350.02828,321.58723,28.44105,240.19098
150000,内蒙古自治区,2007,302.63679,281.88432,20.75247,191.50432
150000,内蒙古自治区,2006,231.28751,214.0374,17.25011,156.17641
150000,内蒙古自治区,2005,208.76798,191.60016,17.16782,135.38523
150000,内蒙古自治区,2004,,,,
150000,内蒙古自治区,2003,157.2208,148.7933,8.4275,106.9341
150000,内蒙古自治区,2002,136.638,128.3111,8.3269,98.0694
150000,内蒙古自治区,2001,113.63371,106.271,7.36271,71.42058
150000,内蒙古自治区,2000,102.46323,94.92778,7.53545,50.05529
210000,辽宁省,2019,4521.92962,4060.6745,,1730.36549
210000,辽宁省,2018,4211.63512,3810.03712,,1793.25207
210000,辽宁省,2017,4125.63303,3606.72935,,1813.15614
210000,辽宁省,2016,4135.40987,3620.95986,,1834.47965
210000,辽宁省,2015,4386.56642,3903.86471,,2490.16904
210000,辽宁省,2014,4171.09694,3563.57824,,2160.449
210000,辽宁省,2013,,,,
210000,辽宁省,2012,3356.46726,2897.02103,160.62079,1747.82061
210000,辽宁省,2011,2603.03596,2436.0384,164.94984,1386.72587
210000,辽宁省,2010,2060.5378,1893.6284,166.9095,1120.8572
210000,辽宁省,2009,1567.68368,1498.8957,68.78798,839.5164
210000,辽宁省,2008,1276.59341,1210.90885,65.68456,663.37062
210000,辽宁省,2007,1087.56933,1046.72017,40.84916,613.5439
210000,辽宁省,2006,896.70148,860.42589,36.27559,560.17839
210000,辽宁省,2005,759.53586,741.03936,18.4965,494.41296
210000,辽宁省,2004,,,,
210000,辽宁省,2003,625.0665,595.1555,29.911,390.2676
210000,辽宁省,2002,567.2368,545.1553,22.0815,362.9182
210000,辽宁省,2001,538.6351,517.53275,21.10235,292.27849
210000,辽宁省,2000,482.12619,458.74956,23.37663,216.35415
220000,吉林省,2019,1777.7845,1625.47572,,969.84002
220000,吉林省,2018,1695.60526,1517.15289,,975.96488
220000,吉林省,2017,1578.2362,1401.6663,,906.70581
220000,吉林省,2016,1517.00241,1337.04225,,901.50316
220000,吉林省,2015,1425.98917,1242.67025,,918.9305
220000,吉林省,2014,1334.7536,1147.61229,,752.31634
220000,吉林省,2013,,,,
220000,吉林省,2012,971.38723,859.60349,54.33163,706.29041
220000,吉林省,2011,757.31794,711.84783,25.98244,350.35033
220000,吉林省,2010,579.1368,548.1167,31.0201,294.0507
220000,吉林省,2009,385.27662,359.18923,26.08739,248.6632
220000,吉林省,2008,402.56426,368.2786,34.28566,250.94321
220000,吉林省,2007,346.33012,326.91187,19.41825,173.44801
220000,吉林省,2006,352.02543,332.75376,19.27167,171.03113
220000,吉林省,2005,338.37049,326.44193,11.92856,147.37701
220000,吉林省,2004,,,,
220000,吉林省,2003,272.4512,265.3008,7.1504,132.6903
220000,吉林省,2002,246.8923,239.2587,7.6336,110.4206
220000,吉林省,2001,225.32964,213.19065,12.13899,97.54906
220000,吉林省,2000,187.91938,183.40142,4.51796,64.49641
230000,黑龙江省,2019,1508.13934,1348.63758,,693.12203
230000,黑龙江省,2018,1439.7763,1315.97856,,621.76997
230000,黑龙江省,2017,1390.83714,1276.89363,,626.87817
230000,黑龙江省,2016,1354.12379,1170.05112,,603.50996
230000,黑龙江省,2015,1173.54328,1101.03941,,553.89407
230000,黑龙江省,2014,1249.86585,1167.80569,,545.72236
230000,黑龙江省,2013,,,,
230000,黑龙江省,2012,1107.9601,1040.88434,23.89799,529.39644
230000,黑龙江省,2011,1004.0174,965.66042,34.12617,455.57687
230000,黑龙江省,2010,819.5121,785.9053,33.6068,375.6786
230000,黑龙江省,2009,713.35578,655.02919,58.32659,369.56639
230000,黑龙江省,2008,696.48897,624.19517,72.2938,343.21375
230000,黑龙江省,2007,605.47314,539.48869,65.98445,308.78398
230000,黑龙江省,2006,527.87021,480.33204,47.53817,292.4738
230000,黑龙江省,2005,426.19432,412.23261,13.96171,277.61226
230000,黑龙江省,2004,,,,
230000,黑龙江省,2003,353.2544,337.2525,16.0019,242.6765
230000,黑龙江省,2002,340.8465,329.5464,11.3001,216.6612
230000,黑龙江省,2001,325.68102,305.37261,20.30841,177.69772
230000,黑龙江省,2000,305.78864,291.11514,14.6735,113.43505
310000,上海市,2019,9050.73754,8727.14905,,2655.538
310000,上海市,2018,8460.91292,7868.33433,,2448.32725
310000,上海市,2017,7713.23495,7390.27076,,2230.78074
310000,上海市,2016,7019.34099,6694.62003,,2028.73664
310000,上海市,2015,6697.971,6301.55451,,1945.06613
310000,上海市,2014,6058.84925,5721.28624,,1883.74456
310000,上海市,2013,,,,
310000,上海市,2012,4950.36617,4614.47877,279.01197,1600.74382
310000,上海市,2011,4318.52246,4086.9587,231.56376,1335.34933
310000,上海市,2010,3635.2947,3452.8331,182.4615,1201.6641
310000,上海市,2009,3069.65106,2948.57439,121.07667,1084.17815
310000,上海市,2008,2705.40411,2613.76897,91.63514,986.68366
310000,上海市,2007,2151.69796,2099.52342,52.17454,757.76764
310000,上海市,2006,1846.21941,1793.78892,52.43049,671.08968
310000,上海市,2005,1512.73009,1451.16063,61.56946,565.05652
310000,上海市,2004,,,,
310000,上海市,2003,1046.4163,997.0915,49.3248,498.3925
310000,上海市,2002,761.2111,739.1152,22.0959,362.2914
310000,上海市,2001,681.9939,659.9203,22.0736,252.9806
310000,上海市,2000,614.9911,590.4181,24.573,274.1319
320000,江苏省,2019,13447.03827,12442.52136,,9511.07297
320000,江苏省,2018,11873.95374,10946.13194,,8857.95032
320000,江苏省,2017,10871.00049,10109.72552,,8078.92458
320000,江苏省,2016,10277.64633,9612.46179,,7551.83198
320000,江苏省,2015,9764.54142,9134.2586,,6667.79653
320000,江苏省,2014,9168.25391,8555.49119,,5909.82278
320000,江苏省,2013,,,,
320000,江苏省,2012,7103.49225,6683.3249200001,256.91613,4449.73838
320000,江苏省,2011,5837.20922,5641.14362,143.25767,3937.63747
320000,江苏省,2010,4537.7,4437.8488,99.8512,2849.7619
320000,江苏省,2009,3864.24089,3762.05853,102.18236,2402.74304
320000,江苏省,2008,3440.71557,3351.30058,89.41499,1953.9868
320000,江苏省,2007,2925.80062,2849.96515,75.83547,1597.8899
320000,江苏省,2006,2522.98153,2463.87562,59.10591,1384.02531
320000,江苏省,2005,2181.40015,2126.12368,55.27647,1028.18059
320000,江苏省,2004,,,,
320000,江苏省,2003,1540.1204,1498.5334,41.587,687.0061
320000,江苏省,2002,1331.3432,1285.8369,45.5063,638.1604
320000,江苏省,2001,1180.4957,1151.42112,29.07458,487.1181
320000,江苏省,2000,1104.36118,1074.50307,29.85811,375.89524
330000,浙江省,2019,9573.52884,9154.8707,,5117.00056
330000,浙江省,2018,8477.65523,8020.53224,,5241.49267
330000,浙江省,2017,7625.34808,7154.94859,,5271.41738
330000,浙江省,2016,7103.12304,6585.02699,,4984.75456
330000,浙江省,2015,6989.10357,6437.51342,,4665.15244
330000,浙江省,2014,6542.69127,6160.55003,,4367.31252
330000,浙江省,2013,,,,
330000,浙江省,2012,5371.90941,5137.12094,172.16598,3287.33929
330000,浙江省,2011,4717.89398,4553.52365,164.36539,2832.46184
330000,浙江省,2010,3816.6863,3699.8177,116.8686,2371.2406
330000,浙江省,2009,2999.43328,2912.83288,86.6004,1890.67321
330000,浙江省,2008,2620.13239,2550.55286,69.57953,1543.97657
330000,浙江省,2007,2338.60838,2283.06729,55.54109,1336.88631
330000,浙江省,2006,1965.89036,1912.6957,53.19466,1101.07541
330000,浙江省,2005,1697.87655,1649.41498,48.46157,896.49556
330000,浙江省,2004,,,,
330000,浙江省,2003,1207.1187,1172.6823,34.4364,621.5626
330000,浙江省,2002,927.0901,891.5642,35.5259,505.5339
330000,浙江省,2001,778.49418,740.69165,37.80253,431.39274
330000,浙江省,2000,702.10595,674.79325,27.3127,347.47503
340000,安徽省,2019,5145.52064,4553.74742,,2491.53086
340000,安徽省,2018,4771.64003,4184.07757,,2304.66644
340000,安徽省,2017,4123.90972,3594.47147,,1998.67157
340000,安徽省,2016,3722.43512,3273.55459,,1770.80955
340000,安徽省,2015,3208.20179,2853.75225,,1520.98673
340000,安徽省,2014,2893.90542,2555.4802,,1372.60901
340000,安徽省,2013,,,,
340000,安徽省,2012,2125.28539,1927.21715,72.09372,1043.62857
340000,安徽省,2011,1755.218,1635.18456,87.43271,842.36255
340000,安徽省,2010,1377.5526,1314.9619,62.5908,737.5233
340000,安徽省,2009,1152.97475,1107.41174,45.56301,549.43482
340000,安徽省,2008,936.59332,899.17866,37.41466,459.132
340000,安徽省,2007,745.29703,711.38903,33.908,427.38505
340000,安徽省,2006,559.89298,524.16947,35.72351,359.68323
340000,安徽省,2005,464.24434,441.48943,22.75491,307.37188
340000,安徽省,2004,,,,
340000,安徽省,2003,350.1226,330.9637,19.1589,239.7055
340000,安徽省,2002,319.5299,301.2101,18.3198,230.0407
340000,安徽省,2001,252.97517,230.15703,22.81814,162.44225
340000,安徽省,2000,235.02197,211.70923,23.31274,93.46579
350000,福建省,2019,4074.99068,3680.49746,,2901.73565
350000,福建省,2018,3707.22713,3308.63119,,2716.49229
350000,福建省,2017,2975.11635,2710.13598,,2506.84706
350000,福建省,2016,2527.8104,2313.17042,,2229.88395
350000,福建省,2015,2316.39712,2118.49155,,1950.07858
350000,福建省,2014,2176.46292,1984.16267,,1635.05879
350000,福建省,2013,,,,
350000,福建省,2012,1481.1256,1400.49015,41.91426,1066.34546
350000,福建省,2011,1223.96983,1173.79023,31.21355,858.07425
350000,福建省,2010,964.5038,935.0676,29.4363,770.2004
350000,福建省,2009,843.11095,810.81982,32.29113,617.88879
350000,福建省,2008,749.36743,726.84755,22.51988,496.48366
350000,福建省,2007,652.33902,635.6365,16.70252,391.93133
350000,福建省,2006,553.35838,536.51199,16.84639,343.3394
350000,福建省,2005,485.95653,472.60168,13.35485,286.56878
350000,福建省,2004,,,,
350000,福建省,2003,388.7518,379.1502,9.6016,242.3725
350000,福建省,2002,346.0682,334.7999,11.2683,202.4339
350000,福建省,2001,297.32473,287.38664,9.93809,158.13606
350000,福建省,2000,318.73467,307.97419,10.76048,124.76287
360000,江西省,2019,3156.97467,2813.16807,,1956.7679
360000,江西省,2018,4037.09769,2368.6039,,1884.50941
360000,江西省,2017,2319.58537,2020.02998,,1757.26802
360000,江西省,2016,1918.85186,1662.50788,,1528.62476
360000,江西省,2015,1568.91067,1366.63846,,1129.54583
360000,江西省,2014,1318.111,1163.92126,,1042.56702
360000,江西省,2013,,,,
360000,江西省,2012,877.3407,762.89546,30.40121,669.63349
360000,江西省,2011,700.9828,649.66206,28.50659,424.25772
360000,江西省,2010,544.6833,510.4727,34.2106,400.3941
360000,江西省,2009,485.33115,461.24513,24.08602,326.12315
360000,江西省,2008,403.32627,378.75391,24.57236,292.07837
360000,江西省,2007,334.49479,318.22595,16.26884,222.14878
360000,江西省,2006,298.82861,282.77854,16.05007,200.27447
360000,江西省,2005,265.18782,248.16902,17.0188,183.44817
360000,江西省,2004,,,,
360000,江西省,2003,216.371,202.0865,14.2845,141.507
360000,江西省,2002,170.661,159.0417,11.6193,118.73
360000,江西省,2001,147.60612,138.68192,8.9242,70.66955
360000,江西省,2000,121.89136,113.4162,8.47516,42.42162
370000,山东省,2019,11505.59916,10591.06642,,4140.29165
370000,山东省,2018,10102.41872,9353.28854,,3804.18735
370000,山东省,2017,9032.54642,8258.87394,,3813.76072
370000,山东省,2016,7869.80978,7216.02296,,3266.06105
370000,山东省,2015,6884.81195,6204.21347,,3035.81885
370000,山东省,2014,6358.06452,5920.70094,,2762.18859
370000,山东省,2013,,,,
370000,山东省,2012,4834.59633,4363.63242,163.78023,2110.927
370000,山东省,2011,4113.53999,3808.26642,169.03859,1862.17782
370000,山东省,2010,3265.124,3124.7384,140.3855,1545.9895
370000,山东省,2009,2703.84916,2573.03701,130.81215,1367.47679
370000,山东省,2008,2305.13786,2187.78968,117.34818,1200.54116
370000,山东省,2007,2048.33173,1961.85099,86.48074,1008.2249
370000,山东省,2006,1761.25975,1674.82196,86.43779,890.36325
370000,山东省,2005,1547.52206,1480.52399,66.99807,789.80604
370000,山东省,2004,,,,
370000,山东省,2003,1051.6876,998.023,53.6646,550.4071
370000,山东省,2002,855.324,812.5887,42.7353,446.3949
370000,山东省,2001,730.30245,693.48362,36.81883,341.39737
370000,山东省,2000,636.70696,599.36056,37.3464,223.27648
410000,河南省,2019,6448.63935,5806.14555,,3672.73369
410000,河南省,2018,5781.54973,5193.37458,,4018.40688
410000,河南省,2017,4993.31558,4524.46826,,3001.07272
410000,河南省,2016,4418.46709,4031.84073,,2623.54748
410000,河南省,2015,3833.481,3506.47854,,2336.74531
410000,河南省,2014,3668.43475,3308.19414,,2094.64017
410000,河南省,2013,,,,
410000,河南省,2012,2658.37706,2447.47999,99.7654,1485.63635
410000,河南省,2011,2269.83704,2104.95066,100.88404,1288.99481
410000,河南省,2010,1740.5461,1659.1161,81.43,1112.6313
410000,河南省,2009,1445.99307,1370.83631,75.15676,937.07677
410000,河南省,2008,1115.73345,1072.50346,43.22999,778.25726
410000,河南省,2007,906.28836,872.19361,34.09475,570.60694
410000,河南省,2006,677.79119,643.61286,34.17833,445.71756
410000,河南省,2005,558.92336,536.25179,22.67157,364.08084
410000,河南省,2004,,,,
410000,河南省,2003,378.3881,361.6461,16.742,277.9332
410000,河南省,2002,313.2339,300.7993,12.4346,243.804
410000,河南省,2001,270.62165,256.4655,14.15615,165.83948
410000,河南省,2000,236.70221,225.61838,11.08383,117.80213
420000,湖北省,2019,10225.89629,8700.16926,,4655.47889
420000,湖北省,2018,9023.66714,7814.73849,,3982.17764
420000,湖北省,2017,7933.48761,6816.20954,,3514.6551
420000,湖北省,2016,6744.73408,5780.32025,,3108.57209
420000,湖北省,2015,6261.69338,5359.20933,,2633.30823
420000,湖北省,2014,5330.69679,4493.32129,,2226.83601
420000,湖北省,2013,,,,
420000,湖北省,2012,4107.13889,3388.57072,640.70506,1744.73303
420000,湖北省,2011,3399.37393,2744.6543,612.74326,1474.94978
420000,湖北省,2010,2605.0539,2098.8613,506.1926,1151.2948
420000,湖北省,2009,2176.081,1759.48881,416.59219,936.61851
420000,湖北省,2008,1518.11192,1329.39786,188.71406,736.81411
420000,湖北省,2007,1279.7795,1076.95096,202.82854,688.31207
420000,湖北省,2006,797.77828,756.7732,41.00508,545.71541
420000,湖北省,2005,658.00526,620.56954,37.43572,482.09042
420000,湖北省,2004,,,,
420000,湖北省,2003,519.9466,463.527,56.4196,388.678
420000,湖北省,2002,443.922,406.7664,37.1556,304.7756
420000,湖北省,2001,378.28231,342.46768,35.81463,222.52157
420000,湖北省,2000,370.02268,332.14838,37.8743,165.12316
430000,湖南省,2019,4579.71388,3919.32098,,2500.21441
430000,湖南省,2018,3935.01647,3284.65795,,2358.39013
430000,湖南省,2017,3301.19603,2808.50494,,2050.08471
430000,湖南省,2016,2849.13692,2385.5383,,1782.73801
430000,湖南省,2015,2338.3516,2046.6646,,1665.5853
430000,湖南省,2014,2060.25648,1831.83769,,1378.5179
430000,湖南省,2013,,,,
430000,湖南省,2012,1542.96437,1331.94753,116.23711,974.44043
430000,湖南省,2011,1289.88707,1152.2957,96.61418,808.70719
430000,湖南省,2010,1076.8898,1001.5319,75.3579,648.6938
430000,湖南省,2009,910.95477,831.0162,79.93857,551.45532
430000,湖南省,2008,774.32335,701.17459,73.14876,508.84362
430000,湖南省,2007,684.29312,630.95509,53.33803,421.027
430000,湖南省,2006,543.25019,495.83711,47.41308,396.90517
430000,湖南省,2005,473.31232,429.76629,43.54603,348.05438
430000,湖南省,2004,,,,
430000,湖南省,2003,379.4797,351.9188,27.5609,295.8452
430000,湖南省,2002,299.3534,271.8855,27.4679,238.7234
430000,湖南省,2001,264.28724,242.63196,21.65528,183.52249
430000,湖南省,2000,228.37751,206.11688,22.26063,126.10468
440000,广东省,2019,15888.32152,14044.26353,,5947.19575
440000,广东省,2018,13282.6679,11600.31751,,5470.58856
440000,广东省,2017,10056.54973,8746.43226,,4325.75719
440000,广东省,2016,8292.62913,7359.28222,,3904.68532
440000,广东省,2015,7430.5977,6529.252,,3391.24959
440000,广东省,2014,6845.63367,6094.83278,,3038.7281
440000,广东省,2013,,,,
440000,广东省,2012,4848.514,4270.4084,422.86498,2445.65664
440000,广东省,2011,4231.52932,3953.28482,259.2427,1905.08874
440000,广东省,2010,3498.718,3277.1549,221.5631,1602.5041
440000,广东省,2009,2970.57085,2793.6281,176.94275,1368.39299
440000,广东省,2008,2579.40025,2436.62156,142.77869,1167.33518
440000,广东省,2007,2206.26852,2067.99319,138.27533,1076.30107
440000,广东省,2006,1912.25567,1815.9679,96.28777,912.18474
440000,广东省,2005,1765.2169,1666.80388,98.41302,827.40721
440000,广东省,2004,,,,
440000,广东省,2003,1511.3318,1422.4666,88.8652,715.1593
440000,广东省,2002,1492.2722,1414.98,77.2922,645.0112
440000,广东省,2001,1324.26034,1261.1791,63.08124,487.27688
440000,广东省,2000,1305.94612,1243.58964,62.35648,392.09955
450000,广西壮族自治区,2019,2191.48537,1898.19112,,1046.3991
450000,广西壮族自治区,2018,1941.27616,1656.60783,,962.56835
450000,广西壮族自治区,2017,1452.33764,1231.69089,,801.12807
450000,广西壮族自治区,2016,1247.08336,1111.00611,,651.06829
450000,广西壮族自治区,2015,1133.9229,990.31158,,575.50555
450000,广西壮族自治区,2014,1063.51254,931.09127,,505.69338
450000,广西壮族自治区,2013,,,,
450000,广西壮族自治区,2012,761.13854,656.00135,75.96341,363.00105
450000,广西壮族自治区,2011,656.94958,568.89486,67.93507,320.94613
450000,广西壮族自治区,2010,516.2933,486.3604,29.933,260.2525
450000,广西壮族自治区,2009,464.61802,436.4966,28.12142,224.39255
450000,广西壮族自治区,2008,397.71196,377.57535,20.13661,216.22163
450000,广西壮族自治区,2007,329.1845,312.75951,16.42499,191.14478
450000,广西壮族自治区,2006,282.64529,265.15194,17.49335,175.62191
450000,广西壮族自治区,2005,274.00567,238.8505,35.15517,181.51879
450000,广西壮族自治区,2004,,,,
450000,广西壮族自治区,2003,221.0812,196.1588,24.9224,164.8958
450000,广西壮族自治区,2002,224.9131,214.9108,10.0023,184.6686
450000,广西壮族自治区,2001,191.11359,173.94652,17.16707,145.55553
450000,广西壮族自治区,2000,200.50126,185.89564,14.60562,129.73514
460000,海南省,2019,254.44587,242.38033,,167.91011
460000,海南省,2018,211.26029,185.59857,,127.39644
460000,海南省,2017,170.4887,160.7246,,100.53539
460000,海南省,2016,155.99745,137.04465,,95.50646
460000,海南省,2015,126.57316,111.68973,,88.65402
460000,海南省,2014,129.89793,111.17375,,84.54626
460000,海南省,2013,,,,
460000,海南省,2012,110.4349,103.55265,0.87196,58.23728
460000,海南省,2011,97.3649,91.92108,0.6027,50.41829
460000,海南省,2010,44.5708,44.1663,0.4045,39.462
460000,海南省,2009,63.3566,62.69457,0.66203,31.39359
460000,海南省,2008,43.13863,42.70814,0.43049,40.19992
460000,海南省,2007,26.00883,22.67946,3.32937,14.67346
460000,海南省,2006,35.50457,24.27775,11.22682,26.3859
460000,海南省,2005,34.79132,23.58408,11.20724,25.06606
460000,海南省,2004,,,,
460000,海南省,2003,24.2166,21.6461,2.5705,28.7561
460000,海南省,2002,26.6363,25.3843,1.252,23.4286
460000,海南省,2001,26.0331,24.20393,1.82917,19.90676
460000,海南省,2000,26.32511,24.20784,2.11727,16.49359
500000,重庆市,2019,4491.81292,3961.95509,,1815.57616
500000,重庆市,2018,4298.90979,3753.8865,,1777.47232
500000,重庆市,2017,3979.82868,3447.28556,,1726.87946
500000,重庆市,2016,3782.24056,3310.32267,,1543.69675
500000,重庆市,2015,3459.27252,3028.80927,,1444.77497
500000,重庆市,2014,3236.3489,2863.66298,,1330.0012
500000,重庆市,2013,,,,
500000,重庆市,2012,2237.4995,2004.91742,139.25552,954.80473
500000,重庆市,2011,1743.74983,1566.40702,118.48947,898.8943
500000,重庆市,2010,1280.0287,1193.0424,86.9864,679.2661
500000,重庆市,2009,930.47805,842.08752,88.39053,586.63977
500000,重庆市,2008,731.46167,667.07913,64.38254,471.14231
500000,重庆市,2007,551.00708,503.43348,47.5736,403.80531
500000,重庆市,2006,443.85751,413.17943,30.67808,362.03601
500000,重庆市,2005,357.73383,336.00041,21.73342,309.12199
500000,重庆市,2004,,,,
500000,重庆市,2003,252.2918,232.769,19.5228,251.2779
500000,重庆市,2002,229.4043,211.9248,17.4795,220.5451
500000,重庆市,2001,196.70189,177.83039,18.8715,185.64483
500000,重庆市,2000,167.92135,153.4492,14.47215,111.72429
510000,四川省,2019,9222.19747,8023.72172,,3849.89847
510000,四川省,2018,8466.15543,7328.60586,,3807.91901
510000,四川省,2017,6432.59201,5649.1184,,4378.76009
510000,四川省,2016,5867.95572,5221.23801,,3990.61014
510000,四川省,2015,5472.84706,4429.09999,,2292.646
510000,四川省,2014,4880.09631,4131.94476,,2108.86619
510000,四川省,2013,,,,
510000,四川省,2012,3749.74189,3464.23447,195.62639,1481.83843
510000,四川省,2011,3470.52017,3257.65259,212.86758,1241.06918
510000,四川省,2010,2375.8595,2172.6551,203.2043,1006.0215
510000,四川省,2009,1604.81324,1490.86327,113.94997,845.75325
510000,四川省,2008,1298.44807,1236.00214,62.44593,768.41025
510000,四川省,2007,1026.51037,978.48174,48.02863,614.30118
510000,四川省,2006,898.5876,861.94868,36.63892,593.82774
510000,四川省,2005,846.66578,801.43464,45.23114,599.75565
510000,四川省,2004,,,,
510000,四川省,2003,669.0513,625.5688,43.4825,646.6299
510000,四川省,2002,581.465,537.448,44.017,491.8198
510000,四川省,2001,459.23506,436.02185,23.21321,345.10627
510000,四川省,2000,408.5484,385.13935,23.40905,245.08615
520000,贵州省,2019,4728.30807,4057.36689,,1655.93568
520000,贵州省,2018,3871.75068,3204.0321,,1398.03115
520000,贵州省,2017,3157.63578,2568.9327,,1094.70847
520000,贵州省,2016,2606.42713,2098.63153,,937.56816
520000,贵州省,2015,1915.88176,1645.89536,,692.82844
520000,贵州省,2014,1255.01642,1131.82941,,546.6392
520000,贵州省,2013,,,,
520000,贵州省,2012,796.77255,725.81965,54.42005,223.38044
520000,贵州省,2011,557.83776,521.52954,36.30822,173.51282
520000,贵州省,2010,425.841,395.6833,30.1577,167.8727
520000,贵州省,2009,330.96053,303.9163,27.04423,132.26226
