省份编码,省份,年份,建筑业企业利润总额(亿元),内资建筑业企业利润总额(亿元),国有建筑业企业利润总额(亿元),集体建筑业企业利润总额(亿元),港澳台商投资建筑业企业利润总额(亿元),港澳台商独资建筑业企业利润总额(亿元),外商投资建筑业企业利润总额(亿元),外商独资建筑业企业利润总额(亿元)
140000,山西省,2006,9.56322,9.58802,0.25119,0.65038,-0.03735,,0.01255,
140000,山西省,2005,9.3202,9.32597,2.23517,0.56554,-0.00426,,-0.00154,
140000,山西省,2004,7.84499,,,,,,,
140000,山西省,2003,4.7523,4.8141,0.3952,0.1886,-0.042,0.0,-0.0198,0.0
140000,山西省,2002,3.7332,3.7658,0.8447,0.2985,-0.0295,-0.0038,-0.0031,
140000,山西省,2001,1.7683,1.8256,0.3672,0.2918,-0.0574,0.0024,,
140000,山西省,2000,-0.0514,0.0371,-0.5738,0.3481,-0.0885,-0.0006,,
150000,内蒙古自治区,2019,32.21116,32.21116,-0.58517,-0.00479,,,,
150000,内蒙古自治区,2018,42.90925,42.90925,-0.37474,0.23316,,,,
150000,内蒙古自治区,2017,52.2326,52.2326,0.34523,1.1055,,,,
150000,内蒙古自治区,2016,60.63297,60.63297,4.90562,2.34489,,,,
150000,内蒙古自治区,2015,46.6159,46.6159,0.81859,2.51451,,,,
150000,内蒙古自治区,2014,73.25127,73.25127,2.22278,1.89051,,,,
150000,内蒙古自治区,2013,,,,,,,,
150000,内蒙古自治区,2012,86.21899,86.21899,1.39538,0.79379,,,,
150000,内蒙古自治区,2011,105.37283,105.35022,1.63545,0.60557,,,0.02261,
150000,内蒙古自治区,2010,82.66705,82.6671,4.2364,1.1733,0.0,0.0,0.0,0.0
150000,内蒙古自治区,2009,74.40244,74.40236,2.26496,0.97124,,,8e-05,
150000,内蒙古自治区,2008,53.53443,53.5339,3.66072,0.48676,,,0.00053,
150000,内蒙古自治区,2007,35.33626,35.33585,0.74434,0.03795,,,0.00041,
150000,内蒙古自治区,2006,28.42197,28.42266,0.55921,0.12641,,,-0.00069,
150000,内蒙古自治区,2005,16.2376,16.23749,1.05592,0.0527,,,0.00014,
150000,内蒙古自治区,2004,12.71648,,,,,,,
150000,内蒙古自治区,2003,5.5627,5.5345,0.6822,0.0839,0.0266,-0.0026,0.0016,0.0
150000,内蒙古自治区,2002,4.0988,4.0576,0.5355,0.2082,0.0278,-0.0005,0.0134,
150000,内蒙古自治区,2001,1.9053,1.9071,0.2721,0.1741,-0.0018,-0.0027,,
150000,内蒙古自治区,2000,1.4561,1.4558,0.3309,0.2416,0.0001,0.0004,0.0001,
210000,辽宁省,2019,81.91539,80.69013,11.35568,-0.1015,0.65044,0.6805,0.57482,0.00753
210000,辽宁省,2018,108.98403,105.43056,6.09509,-0.01231,3.0912,3.06468,0.46227,-0.06356
210000,辽宁省,2017,107.63309,104.34586,7.98168,1.16799,2.7358,2.93961,0.55143,-0.10265
210000,辽宁省,2016,121.13742,116.76658,8.6051,3.09458,4.28367,3.84128,0.08717,0.00351
210000,辽宁省,2015,168.78849,165.19329,8.28122,3.85218,2.54375,2.5,1.05145,-0.21386
210000,辽宁省,2014,254.67607,253.36716,12.68302,4.91588,0.22411,-0.00779,1.0848,-0.18799
210000,辽宁省,2013,,,,,,,,
210000,辽宁省,2012,256.07767,254.21841,23.8173,5.25206,0.18566,0.0007,1.6736,-0.04361
210000,辽宁省,2011,224.31136,218.61501,16.62049,5.66024,3.63032,2.74938,2.06603,0.47467
210000,辽宁省,2010,173.96424,171.5309,13.4898,5.9549,0.2569,0.0075,2.1765,-0.1698
210000,辽宁省,2009,118.8891,115.91145,12.01885,4.27613,0.10032,-0.0139,2.87733,1.536
210000,辽宁省,2008,88.35025,84.31074,9.06291,4.48127,0.33353,0.01368,3.70598,0.73151
210000,辽宁省,2007,83.68466,78.60983,13.83263,4.5184,0.33673,-0.00274,4.7381,0.09002
210000,辽宁省,2006,58.16647,55.40493,11.55601,6.96067,0.56226,-0.00145,2.19928,0.00259
210000,辽宁省,2005,54.3863,52.04368,12.58482,5.57603,0.12659,0.02707,2.21606,0.00191
210000,辽宁省,2004,29.35195,,,,,,,
210000,辽宁省,2003,16.5123,15.6055,1.2022,2.5836,0.1442,0.0,0.7626,-0.0015
210000,辽宁省,2002,12.703,11.4167,1.9013,2.1884,0.8494,,0.4369,-0.0133
210000,辽宁省,2001,14.8186,11.9323,1.2491,3.2785,2.3142,0.0044,0.5721,
210000,辽宁省,2000,6.673,6.2029,-0.5257,3.3157,0.3575,,0.1126,-0.005
220000,吉林省,2019,80.4305,80.52479,1.96468,0.06808,-0.09429,0.02876,,
220000,吉林省,2018,88.34042,87.98771,1.70038,-0.07349,0.35108,0.24439,0.00163,
220000,吉林省,2017,89.75989,89.75709,2.36416,0.42616,-0.00336,0.05056,0.00616,
220000,吉林省,2016,91.14511,90.74078,2.84931,0.16865,0.41551,,-0.01118,
220000,吉林省,2015,96.95797,96.56583,1.58623,1.28755,0.37178,,0.02036,
220000,吉林省,2014,110.35765,109.4211,1.22803,0.9019,0.90659,,0.02996,
220000,吉林省,2013,,,,,,,,
220000,吉林省,2012,74.46647,73.99728,0.6637,1.54614,0.46919,,,
220000,吉林省,2011,89.02683,88.47178,0.46507,1.12176,0.55505,,,
220000,吉林省,2010,46.05946,46.025,-0.7751,0.7582,0.0345,0.0,0.0,0.0
220000,吉林省,2009,38.72167,37.8467,-0.37995,1.33302,0.85165,,0.02332,
220000,吉林省,2008,41.24635,41.19802,1.81097,1.6927,0.04262,,0.00571,
220000,吉林省,2007,10.2742,9.87543,-0.85238,0.32727,0.41624,,-0.01747,
220000,吉林省,2006,7.5164,7.20639,0.12635,0.52579,0.29186,,0.01815,
220000,吉林省,2005,2.496,2.06989,-1.8722,0.345,0.44403,,-0.01789,
220000,吉林省,2004,4.23907,,,,,,,
220000,吉林省,2003,2.3497,2.3837,-1.7094,0.393,-0.0001,-0.0018,-0.0339,-0.0001
220000,吉林省,2002,2.9628,2.8897,-0.2093,0.2844,-0.0085,-0.0307,0.0816,0.0003
220000,吉林省,2001,3.6912,3.5663,0.73,0.8637,0.0362,,0.0888,
220000,吉林省,2000,1.7339,1.7362,0.1697,0.4024,-0.0019,-0.0016,-0.0004,-0.0004
230000,黑龙江省,2019,43.55941,43.55547,-4.03925,0.53218,-0.00196,,0.0059,
230000,黑龙江省,2018,23.3972,23.385,-9.27605,1.68261,-0.00196,,0.01416,
230000,黑龙江省,2017,37.51345,37.46085,3.8228,4.34706,0.03767,,0.01493,
230000,黑龙江省,2016,51.23825,51.2259,3.75144,4.12047,-0.00419,,0.01654,
230000,黑龙江省,2015,46.52909,46.50746,4.21429,3.59911,0.02011,,0.00152,
230000,黑龙江省,2014,50.8877,50.86462,3.61562,4.02669,-1e-05,,0.02309,-0.00553
230000,黑龙江省,2013,,,,,,,,
230000,黑龙江省,2012,61.78298,61.79679,10.49413,4.75189,-0.00074,,-0.01307,-0.06831
230000,黑龙江省,2011,58.91873,58.90876,11.29306,4.95016,-0.00014,,0.01011,-0.01906
230000,黑龙江省,2010,56.49312,56.5475,10.2889,5.0529,0.0015,0.0,-0.0559,-0.0471
230000,黑龙江省,2009,55.82025,55.89443,18.38307,4.69942,0.02006,,-0.09424,-0.08492
230000,黑龙江省,2008,45.766,45.71257,17.97745,4.70618,0.03056,,0.02287,0.02073
230000,黑龙江省,2007,9.80285,9.74452,0.91454,1.89854,0.01669,,0.04164,
230000,黑龙江省,2006,7.66411,7.64917,1.79319,0.31311,0.01243,,0.00251,
230000,黑龙江省,2005,5.2342,5.14234,0.11881,0.54115,-0.00076,,0.09261,
230000,黑龙江省,2004,4.48498,,,,,,,
230000,黑龙江省,2003,5.453,5.3091,0.2613,0.5088,0.0045,0.0052,0.1394,0.0
230000,黑龙江省,2002,4.5741,4.5798,0.3113,0.6361,0.0042,0.003,-0.0099,
230000,黑龙江省,2001,5.3572,5.3474,1.4202,0.7373,0.019,-0.0034,-0.0092,
230000,黑龙江省,2000,3.107,3.1002,1.4121,0.7372,0.0189,-0.0268,-0.0121,-0.0071
310000,上海市,2019,242.18869,225.57767,86.1365,0.27625,3.45456,1.49495,13.15646,12.4286
310000,上海市,2018,226.6242,212.27998,60.34019,0.27431,3.95942,1.83419,10.3848,9.49506
310000,上海市,2017,213.09714,199.01367,21.16917,0.41747,5.4632,0.43924,8.62027,8.0549
310000,上海市,2016,217.74248,204.53921,29.95498,0.67253,6.94877,2.52085,6.2545,5.75259
310000,上海市,2015,194.46068,176.27127,32.2185,0.55499,10.67702,1.51495,7.51239,6.69841
310000,上海市,2014,200.08952,187.66296,28.93775,0.48783,4.82897,1.70793,7.59759,6.53323
310000,上海市,2013,,,,,,,,
310000,上海市,2012,162.68652,146.08777,30.55598,1.03078,10.63713,1.01745,5.96162,4.81464
310000,上海市,2011,166.68739,151.61172,30.82753,2.59785,11.23186,0.7157,3.84381,3.23271
310000,上海市,2010,159.78775,147.3218,35.7123,1.844,8.6816,0.8346,3.7844,2.3337
310000,上海市,2009,137.46803,131.73642,18.09102,3.17509,4.26183,0.83803,1.46978,-0.28051
310000,上海市,2008,117.38018,109.65446,17.42166,0.95309,4.30391,1.68063,3.42181,2.26413
310000,上海市,2007,79.41365,75.05167,10.32058,1.13522,1.39194,0.40271,2.97004,2.39895
310000,上海市,2006,103.36812,99.16737,11.06497,2.05364,0.8176,0.1201,3.38315,2.28408
310000,上海市,2005,66.913,62.03833,6.65402,1.99654,0.55536,0.01868,4.31932,0.92198
310000,上海市,2004,66.87032,,,,,,,
310000,上海市,2003,40.9236,39.5317,3.4221,3.3419,1.0789,0.0,0.313,0.0
310000,上海市,2002,23.5432,23.0245,2.6435,2.4386,-0.0533,0.0046,0.572,
310000,上海市,2001,19.1779,18.7211,2.9492,3.4214,0.0956,0.0002,0.3612,0.0002
310000,上海市,2000,18.4252,18.2845,4.1053,1.1777,0.0166,-0.0007,0.1241,0.0298
320000,江苏省,2019,1229.95014,1215.46961,38.50353,3.4497,1.36317,0.70096,13.11736,8.68117
320000,江苏省,2018,1161.77379,1145.45973,31.75924,3.71248,2.03689,0.81821,14.27717,9.73235
320000,江苏省,2017,1060.25826,1051.11031,31.96314,4.9395,1.50997,0.45818,7.63798,5.33865
320000,江苏省,2016,992.62893,986.15704,27.19691,5.00378,2.37047,-0.13474,4.10142,3.56461
320000,江苏省,2015,985.3946,978.77081,28.95912,4.94113,2.58172,0.22094,4.04207,2.38826
320000,江苏省,2014,980.44385,973.84792,27.53871,5.59816,2.26797,0.08702,4.32796,3.00511
320000,江苏省,2013,,,,,,,,
320000,江苏省,2012,727.37791,719.61934,36.33351,18.05,2.44586,0.07564,5.31271,3.11456
320000,江苏省,2011,595.86511,591.399,25.96241,17.92992,1.7703,0.17204,2.69581,1.62389
320000,江苏省,2010,496.6263,493.0645,24.519,14.3931,0.9097,0.1503,2.6521,1.7481
320000,江苏省,2009,400.54283,392.30772,25.29039,16.04539,2.37717,0.45196,5.85794,1.77578
320000,江苏省,2008,357.66345,352.71808,25.08658,24.51779,1.82733,0.27333,3.11804,2.07685
320000,江苏省,2007,236.87117,231.74154,14.74569,19.79846,2.11116,0.2265,3.01847,1.79241
320000,江苏省,2006,164.3108,160.73657,7.82686,12.12095,1.33596,0.35297,2.23827,1.7618
320000,江苏省,2005,111.9457,108.51892,6.10792,7.87189,1.365,0.82289,2.06178,0.67924
320000,江苏省,2004,82.06767,,,,,,,
320000,江苏省,2003,54.7982,54.013,4.0903,7.2755,0.2647,0.0,0.5205,0.001
320000,江苏省,2002,35.3159,34.6143,4.8515,7.8451,0.3258,0.0194,0.3758,0.0016
320000,江苏省,2001,25.8129,25.4111,0.9584,8.2762,0.2091,,0.1927,0.0001
320000,江苏省,2000,20.6569,20.507,2.9268,9.7324,0.1687,,-0.0188,
330000,浙江省,2019,462.81349,458.15919,12.62066,1.03097,4.09682,0.20033,0.55748,0.1115
330000,浙江省,2018,494.38497,489.3965,10.10729,2.97845,4.1388,0.14532,0.84967,0.04854
330000,浙江省,2017,627.70038,623.84711,9.12512,4.05583,2.9142,1.73884,0.93907,0.14514
330000,浙江省,2016,573.7787,572.1397,6.98564,4.32093,0.91527,-0.01019,0.72373,
330000,浙江省,2015,550.87755,551.46086,10.64357,3.55137,-1.27478,-0.00713,0.69147,-0.01399
330000,浙江省,2014,576.25588,575.49834,13.55131,3.15969,0.21705,0.01929,0.54049,-0.03902
330000,浙江省,2013,,,,,,,,
330000,浙江省,2012,459.68183,457.24377,8.00548,7.35589,1.98718,0.01683,0.45088,0.0044
330000,浙江省,2011,411.57218,407.86084,8.47182,3.90464,1.71824,0.01683,1.9931,0.0266
330000,浙江省,2010,348.21702,344.6435,5.9338,4.1353,1.8121,0.0221,1.7614,0.2271
330000,浙江省,2009,274.45471,272.26657,5.16296,2.98105,0.95231,-0.00425,1.23583,
330000,浙江省,2008,214.51875,212.69042,5.67693,3.30591,1.35181,-0.00524,0.47652,
330000,浙江省,2007,188.72917,187.21124,5.81952,1.85893,0.54879,-0.00367,0.96914,
330000,浙江省,2006,152.54088,151.27911,4.83064,2.05547,0.78195,-0.00777,0.47982,
330000,浙江省,2005,132.4144,130.65596,11.97574,4.06967,0.3972,5e-05,1.36126,
330000,浙江省,2004,99.73256,,,,,,,
330000,浙江省,2003,83.2163,82.4155,3.5351,8.411,0.5778,0.0008,0.223,0.0014
330000,浙江省,2002,60.6604,59.8244,2.8016,6.9843,0.4167,0.0005,0.4193,
330000,浙江省,2001,45.8497,45.0513,2.5567,5.458,0.2593,0.0018,0.5391,0.0066
330000,浙江省,2000,31.885,31.5579,2.4627,8.9158,0.1533,0.0044,0.1738,-0.0055
340000,安徽省,2019,232.23875,231.4098,15.09435,1.25309,0.83629,0.31546,-0.00734,
340000,安徽省,2018,254.87473,254.63665,24.63313,1.44518,0.27581,0.2698,-0.03773,
340000,安徽省,2017,212.08736,210.43376,22.81211,3.64294,0.07073,0.05618,1.58287,1.05113
340000,安徽省,2016,203.62218,202.16937,18.99893,4.31356,0.02319,-0.00293,1.42962,1.05884
340000,安徽省,2015,186.87324,185.61716,16.92124,5.18389,0.01792,0.00446,1.23816,0.8222
340000,安徽省,2014,193.39305,192.44419,15.56335,5.22282,0.00879,0.00897,0.94007,0.65919
340000,安徽省,2013,,,,,,,,
340000,安徽省,2012,150.8867,150.08906,13.64785,3.97411,0.40366,0.00439,0.39398,0.02401
340000,安徽省,2011,127.12475,126.4877,15.11858,3.46205,0.35502,0.01168,0.28203,-0.00067
340000,安徽省,2010,98.24701,97.733,24.6942,2.6476,0.2767,0.0148,0.2373,0.006
340000,安徽省,2009,74.40929,74.08112,19.23049,3.18168,0.04747,0.01639,0.2807,0.01595
340000,安徽省,2008,63.33632,62.87478,20.86791,1.91233,0.25402,0.01659,0.20752,0.09741
340000,安徽省,2007,37.82528,37.47017,10.33891,1.31679,0.21901,0.0681,0.1361,
340000,安徽省,2006,25.54708,25.35579,6.68355,1.65618,0.08911,0.07411,0.10218,
340000,安徽省,2005,18.0314,17.97853,3.47884,1.76021,0.00398,-0.00574,0.04889,0.00565
340000,安徽省,2004,15.2987,,,,,,,
340000,安徽省,2003,11.0443,11.0039,1.164,2.6203,0.018,0.0007,0.0224,0.0002
340000,安徽省,2002,9.0671,9.0213,1.6889,2.7973,0.0375,-0.0016,0.0083,0.0002
340000,安徽省,2001,7.2552,7.2296,1.3874,2.9041,0.0157,0.0109,0.0099,0.0009
340000,安徽省,2000,2.8127,2.8099,-0.5159,2.4417,-0.0002,0.0015,0.003,
350000,福建省,2019,388.08132,386.11029,9.74747,2.08572,0.67246,0.09463,1.29857,1.30895
350000,福建省,2018,386.47453,385.90949,13.23261,2.46059,0.70016,0.13831,-0.13512,-0.19663
350000,福建省,2017,338.166,335.00364,16.38747,1.75831,2.99547,0.47757,0.16689,
350000,福建省,2016,279.4527,276.75498,9.40801,1.3994,2.64529,0.39243,0.05243,
350000,福建省,2015,263.11439,260.0214,13.40505,1.31905,3.04784,0.50241,0.04515,
350000,福建省,2014,234.11507,231.80643,6.88275,1.46679,2.49168,0.25323,-0.18304,
350000,福建省,2013,,,,,,,,
350000,福建省,2012,151.21261,149.23164,11.47575,2.22788,1.88784,0.30165,0.09313,0.0351
350000,福建省,2011,126.47016,125.03237,7.82587,1.38908,1.36585,0.18218,0.07194,0.02641
350000,福建省,2010,87.3488,85.9616,5.4305,1.1045,1.3244,0.0459,0.0628,0.0184
350000,福建省,2009,65.6737,65.14893,5.47556,0.77495,0.5086,0.15581,0.01617,-0.01906
350000,福建省,2008,51.95791,50.36082,5.27931,1.23067,1.39778,0.25077,0.19931,0.02544
350000,福建省,2007,37.55319,36.81894,3.69249,1.08584,0.49625,0.20634,0.238,0.04638
350000,福建省,2006,30.88814,30.13529,2.00591,0.59439,0.39008,0.11328,0.36277,0.22829
350000,福建省,2005,19.6898,19.32868,2.54759,1.3799,0.08853,-0.05808,0.27255,0.21706
350000,福建省,2004,15.73432,,,,,,,
350000,福建省,2003,11.582,11.2126,1.5438,1.529,0.1414,-0.0108,0.228,0.0949
350000,福建省,2002,9.174,8.9674,1.4863,1.8535,0.1735,-0.0181,0.0331,0.0013
350000,福建省,2001,8.9109,8.6707,0.8848,2.9201,0.1651,0.0251,0.0751,0.0343
350000,福建省,2000,2.5831,2.3064,0.277,0.7378,0.2407,0.1022,0.036,0.0018
360000,江西省,2019,232.04904,226.44642,5.60334,9.51708,5.58934,-0.00406,0.01328,
360000,江西省,2018,227.99964,219.37181,6.20491,9.58916,8.61081,-0.00398,0.01702,
360000,江西省,2017,197.92963,190.00042,4.78458,10.25248,7.83246,-0.0037,0.09675,
360000,江西省,2016,186.80104,182.38847,4.68501,10.03301,4.40493,-0.0007,0.00764,
360000,江西省,2015,162.89103,158.04745,5.4171,10.36772,4.82142,0.00488,0.02216,
360000,江西省,2014,156.45303,151.04559,3.83563,11.01342,5.40741,4e-05,3e-05,
360000,江西省,2013,,,,,,,,
360000,江西省,2012,94.80412,92.67739,9.95141,8.63881,2.12685,4e-05,-0.00012,
360000,江西省,2011,62.37206,62.28554,5.93016,9.05421,0.08434,0.04595,0.00218,
360000,江西省,2010,56.19013,55.1856,8.8462,9.8049,0.0549,0.0003,0.9496,0.0013
360000,江西省,2009,42.11759,41.95786,7.22456,6.58784,0.15704,0.00021,0.00269,0.00132
360000,江西省,2008,39.0995,39.05393,6.65774,7.12132,0.04395,0.0022,0.00162,0.00132
360000,江西省,2007,18.85024,18.81864,4.12378,3.99975,0.03172,-0.00379,-0.00012,
360000,江西省,2006,13.48487,13.43741,3.3786,2.90169,0.04113,-0.002,0.00633,
360000,江西省,2005,15.5667,15.50766,3.45745,2.77488,0.05601,-0.00103,0.00301,
360000,江西省,2004,7.37774,,,,,,,
360000,江西省,2003,5.8418,5.816,1.8035,1.469,0.0336,-0.0015,-0.0078,0.001
360000,江西省,2002,4.0478,4.0439,1.3457,1.0078,0.0028,-0.0081,0.0011,
360000,江西省,2001,1.5635,1.5632,0.4298,0.8336,0.0003,,,
360000,江西省,2000,0.6157,0.6176,-0.0351,0.5344,,,-0.0019,
370000,山东省,2019,412.48148,411.18116,58.08634,7.71768,0.19387,,1.10645,
370000,山东省,2018,403.02039,401.64413,45.99557,10.8436,0.21172,,1.16454,-0.01308
370000,山东省,2017,465.40208,462.39733,63.49469,19.61878,2.04764,,0.95711,-0.02285
370000,山东省,2016,415.2766,413.62401,39.56638,24.7027,0.46733,,1.18526,0.02502
370000,山东省,2015,407.13274,405.50374,41.92542,25.07744,0.69223,,0.93677,-0.02773
370000,山东省,2014,424.86403,422.65657,44.38771,27.40672,1.28039,0.80307,0.92707,-0.03534
370000,山东省,2013,,,,,,,,
370000,山东省,2012,318.68552,317.41745,41.83468,27.3003,0.33261,-0.00346,0.93546,0.10989
370000,山东省,2011,291.77231,290.45605,32.10115,30.07297,0.14054,0.01782,1.17572,0.14531
370000,山东省,2010,266.39676,265.3805,42.3171,27.3723,0.2766,0.0583,0.7397,0.1136
370000,山东省,2009,206.51151,204.23084,23.11228,23.07614,0.49831,0.06572,1.78236,0.39292
370000,山东省,2008,180.53031,178.64389,26.88319,23.23829,0.36542,0.05542,1.521,0.07991
370000,山东省,2007,119.00841,117.07769,16.05287,15.95984,0.40195,0.00785,1.52877,-0.01455
370000,山东省,2006,103.2536,102.40762,11.77221,14.83837,0.43178,0.02436,0.4142,0.12632
370000,山东省,2005,86.7836,86.20765,12.58766,14.60546,0.31204,0.00017,0.26392,0.10567
370000,山东省,2004,64.79713,,,,,,,
370000,山东省,2003,41.0531,40.3536,5.3237,9.6404,0.1627,0.0246,0.5368,-0.0102
370000,山东省,2002,31.2306,31.1216,3.9561,9.6127,0.0755,-0.01,0.0335,0.0467
370000,山东省,2001,26.2288,26.0447,3.7874,8.7977,0.1165,0.0639,0.0675,0.0664
370000,山东省,2000,18.2235,18.0488,2.6415,8.4341,0.2043,0.1625,-0.0295,0.0121
410000,河南省,2019,588.73501,587.67538,39.96593,9.78688,0.04516,,1.01447,0.49978
