省份编码,省份,年份,按建筑业总产值计算的建筑业企业劳动生产率(元/人),按建筑业总产值计算的国有建筑业企业劳动生产率(元/人),按建筑业总产值计算的集体建筑业企业劳动生产率(元/人)
140000,山西省,2011,219834.13280382,277746.34003015,150728.97574964
140000,山西省,2010,222319.0,248775.0,105835.0
140000,山西省,2009,213138.429378281,216667.984585858,98249.9875268173
140000,山西省,2008,173868.168757536,183735.31027424,74558.231446599
140000,山西省,2007,161031.143397172,174382.352313699,73499.8254122211
140000,山西省,2006,148753.16,170030.49,61109.27
140000,山西省,2005,135874.65,186588.83,52335.8
140000,山西省,2004,125991.470462653,,
140000,山西省,2003,89151.0,95579.0,35211.0
140000,山西省,2002,77667.0,97765.0,31425.0
140000,山西省,2001,72717.0,89442.0,30415.0
140000,山西省,2000,61099.0,76676.0,26593.0
150000,内蒙古自治区,2019,406307.2204,1025439.6719,219386.9403
150000,内蒙古自治区,2018,316812.3,864095.82,245070.45
150000,内蒙古自治区,2017,312740.211132973,676050.403862642,282379.541355321
150000,内蒙古自治区,2016,295573.912306612,737098.564895127,395658.434399118
150000,内蒙古自治区,2015,276794.036271179,688465.681631622,364942.341292953
150000,内蒙古自治区,2014,275054.964552912,776713.150197126,301957.953488372
150000,内蒙古自治区,2013,272421.0,656166.74245869,268058.410277
150000,内蒙古自治区,2012,263203.47809251,561279.04383892,190390.90368609
150000,内蒙古自治区,2011,189533.9473205,457366.07966457,174267.26943942
150000,内蒙古自治区,2010,151321.0,289773.0,179409.0
150000,内蒙古自治区,2009,128868.897022482,166032.849997633,151660.937669966
150000,内蒙古自治区,2008,112488.212560386,164967.737256861,119255.746078074
150000,内蒙古自治区,2007,99448.0568972264,156579.89580141,90543.1127012522
150000,内蒙古自治区,2006,93569.42,112757.92,86670.54
150000,内蒙古自治区,2005,81860.12,105940.46,64514.58
150000,内蒙古自治区,2004,82259.4297892874,,
150000,内蒙古自治区,2003,61074.0,92200.0,38533.0
150000,内蒙古自治区,2002,52013.0,72382.0,45877.0
150000,内蒙古自治区,2001,45407.0,65015.0,34486.0
150000,内蒙古自治区,2000,39198.0,53832.0,31965.0
210000,辽宁省,2019,405115.8424,240616.9937,199842.8995
210000,辽宁省,2018,357232.45,377281.99,173867.5
210000,辽宁省,2017,331218.112295297,372845.355870665,156110.072197893
210000,辽宁省,2016,300927.086334905,351873.753431974,166542.918666174
210000,辽宁省,2015,316831.259755103,335326.610229002,186870.864524875
210000,辽宁省,2014,324359.895360376,371003.255574866,229199.968612038
210000,辽宁省,2013,371612.0,592054.17770287,242101.21213156
210000,辽宁省,2012,300219.76686138,347428.10062103,230156.88577738
210000,辽宁省,2011,178724.48014865,301006.69666931,123392.85142021
210000,辽宁省,2010,173666.0,212979.0,123225.0
210000,辽宁省,2009,161109.557338126,202525.090653162,107670.013722931
210000,辽宁省,2008,153217.048327692,180531.037934531,91713.1389405204
210000,辽宁省,2007,137691.212387251,154522.449324215,97664.8144804852
210000,辽宁省,2006,123357.1,152836.49,102497.49
210000,辽宁省,2005,115935.28,148411.33,71768.75
210000,辽宁省,2004,101130.537826828,,
210000,辽宁省,2003,82496.0,103366.0,59031.0
210000,辽宁省,2002,71455.0,85580.0,53769.0
210000,辽宁省,2001,63752.0,75006.0,47237.0
210000,辽宁省,2000,54580.0,67199.0,40170.0
220000,吉林省,2019,440074.3739,729281.7622,312907.7659
220000,吉林省,2018,395704.59,425901.62,260993.12
220000,吉林省,2017,356019.256817482,633202.250053067,241543.690715723
220000,吉林省,2016,285207.179505113,450983.584171073,235108.986340762
220000,吉林省,2015,251269.404011351,405144.837199516,242460.340632603
220000,吉林省,2014,312369.381592626,447825.099119872,192910.162675928
220000,吉林省,2013,354323.0,445898.4470239,206186.19631902
220000,吉林省,2012,309998.36467957,372644.49552154,206212.7785059
220000,吉林省,2011,244299.8358467,300502.46262286,199929.95836557
220000,吉林省,2010,170603.0,186614.0,124321.0
220000,吉林省,2009,163452.956076128,195569.927743472,123713.356145173
220000,吉林省,2008,140430.722900071,166013.318448518,118142.094435737
220000,吉林省,2007,133748.356991211,151740.031897927,111520.513816087
220000,吉林省,2006,128721.09,141059.44,95621.73
220000,吉林省,2005,110812.88,116552.27,60064.32
220000,吉林省,2004,94172.7447617161,,
220000,吉林省,2003,77486.0,78590.0,50494.0
220000,吉林省,2002,69899.0,74226.0,44456.0
220000,吉林省,2001,70159.0,74755.0,47609.0
220000,吉林省,2000,61248.0,69997.0,42241.0
230000,黑龙江省,2019,303720.3176,314249.7947,220318.2606
230000,黑龙江省,2018,263940.06,239754.3,277000.1
230000,黑龙江省,2017,260553.113810058,272637.407928369,283229.111456668
230000,黑龙江省,2016,256075.851307748,265407.805412267,262060.71262852
230000,黑龙江省,2015,228326.33658577,268123.070563096,262794.998087223
230000,黑龙江省,2014,251079.695307028,289500.832348559,265854.612227263
230000,黑龙江省,2013,242193.0,269453.58035147,263783.90083814
230000,黑龙江省,2012,236574.44096652,297106.2630162,230832.98870885
230000,黑龙江省,2011,220377.42162504,253299.55536162,190558.38601997
230000,黑龙江省,2010,183395.0,220045.0,140773.0
230000,黑龙江省,2009,146124.314762807,207499.378759734,118225.269014429
230000,黑龙江省,2008,127266.670758504,154615.964762176,105307.502238732
230000,黑龙江省,2007,139135.552187878,170649.013956064,108260.789715335
230000,黑龙江省,2006,109537.55,114996.24,94099.2
230000,黑龙江省,2005,91341.77,112715.61,76733.36
230000,黑龙江省,2004,76382.7785098477,,
230000,黑龙江省,2003,68033.0,73439.0,62641.0
230000,黑龙江省,2002,62737.0,64895.0,52222.0
230000,黑龙江省,2001,57230.0,62370.0,48778.0
230000,黑龙江省,2000,51855.0,60523.0,41932.0
310000,上海市,2019,618681.4132,865033.2446,223168.6064
310000,上海市,2018,583971.53,881532.66,165287.82
310000,上海市,2017,532485.005464535,1172765.44402616,158951.359516616
310000,上海市,2016,479451.096929106,1093212.792098,194445.13228683
310000,上海市,2015,447075.403319252,832401.345000649,206811.090547673
310000,上海市,2014,416801.769986617,861466.754941833,235623.986901351
310000,上海市,2013,417313.0,452777.27440279,267848.72238624
310000,上海市,2012,425215.23085783,549937.55623538,301113.62891521
310000,上海市,2011,359231.86913033,520773.30899983,221084.95686275
310000,上海市,2010,344720.0,542234.0,257227.0
310000,上海市,2009,312315.543930769,482936.74311822,233855.141235692
310000,上海市,2008,293519.560756766,409433.617521239,204337.543300328
310000,上海市,2007,229524.964514372,249322.722650728,174400.379376543
310000,上海市,2006,209054.58,243202.02,191210.04
310000,上海市,2005,182306.89,198761.52,151435.87
310000,上海市,2004,192311.538716888,,
310000,上海市,2003,153910.0,141709.0,163746.0
310000,上海市,2002,133698.0,138165.0,119829.0
310000,上海市,2001,118683.0,143776.0,101599.0
310000,上海市,2000,109809.0,120116.0,78396.0
320000,江苏省,2019,363014.6398,553003.9263,284841.1542
320000,江苏省,2018,335802.55,426531.2,268723.63
320000,江苏省,2017,312383.10630935,508475.984408389,249939.556529933
320000,江苏省,2016,304924.958349077,491913.421663644,255456.648887254
320000,江苏省,2015,297437.053476551,438602.433293466,241257.308078314
320000,江苏省,2014,296917.828158315,396824.955656287,215680.220697964
320000,江苏省,2013,282532.0,464676.81509693,264744.14526775
320000,江苏省,2012,262833.61944149,415841.07800338,223671.20078728
320000,江苏省,2011,249337.94483282,357661.36510178,223281.9450054
320000,江苏省,2010,207116.0,330301.0,175439.0
320000,江苏省,2009,189932.302670958,242440.405707846,172836.310588153
320000,江苏省,2008,174742.345446741,199649.719741874,159767.828172283
320000,江苏省,2007,160387.452548294,203021.431346957,135412.338700265
320000,江苏省,2006,142845.63,168592.18,111296.77
320000,江苏省,2005,127657.47,147158.79,110198.23
320000,江苏省,2004,116006.958558066,,
320000,江苏省,2003,100569.0,114488.0,85362.0
320000,江苏省,2002,87504.0,107430.0,73780.0
320000,江苏省,2001,78888.0,99514.0,63418.0
320000,江苏省,2000,69831.0,85613.0,61105.0
330000,浙江省,2019,328746.8837,586062.4417,285852.9078
330000,浙江省,2018,360809.14,452896.99,322850.45
330000,浙江省,2017,345903.412750907,430695.742282057,283595.990900743
330000,浙江省,2016,321476.317571549,395482.51004303,287895.808174766
330000,浙江省,2015,306583.005748481,493178.494023381,278676.802214834
330000,浙江省,2014,305410.117630701,479572.005047451,253891.719905745
330000,浙江省,2013,307251.0,437406.77481257,267519.86331103
330000,浙江省,2012,274610.15446712,354742.33721617,236066.01456268
330000,浙江省,2011,268284.89283753,384772.32684286,224624.41197975
330000,浙江省,2010,214019.0,277133.0,163674.0
330000,浙江省,2009,198548.463984531,281005.162658149,156769.550759601
330000,浙江省,2008,189162.528283718,244866.808664914,149376.121807164
330000,浙江省,2007,174006.215768844,232893.740477811,118553.53446045
330000,浙江省,2006,159722.26,222230.59,116691.88
330000,浙江省,2005,151421.34,234615.56,116119.37
330000,浙江省,2004,145118.86927398,,
330000,浙江省,2003,127430.0,152666.0,102060.0
330000,浙江省,2002,113795.0,141655.0,98449.0
330000,浙江省,2001,95506.0,113661.0,82407.0
330000,浙江省,2000,83410.0,96567.0,74590.0
340000,安徽省,2019,428005.0843,767140.7514,273628.9428
340000,安徽省,2018,421812.68,739544.35,224557.57
340000,安徽省,2017,388703.391899668,601120.867794439,235661.5368936
340000,安徽省,2016,356743.012814878,533227.932532852,220414.491315136
340000,安徽省,2015,340947.800753972,509014.944055031,208795.150273224
340000,安徽省,2014,313575.249353739,503287.930363503,189005.722885182
340000,安徽省,2013,299427.0,457833.66661203,198271.67913892
340000,安徽省,2012,263821.67390178,347151.21542146,184692.63253
340000,安徽省,2011,230026.03254788,372211.78365996,155234.60695089
340000,安徽省,2010,177486.0,242736.0,117883.0
340000,安徽省,2009,156240.140866196,229175.357590628,107413.865052716
340000,安徽省,2008,131550.35415517,183334.812786551,90763.3948112482
340000,安徽省,2007,126407.500735374,198974.897699373,69674.0225100769
340000,安徽省,2006,106590.93,165129.39,64923.9
340000,安徽省,2005,98753.82,154672.3,62997.68
340000,安徽省,2004,83304.8860928661,,
340000,安徽省,2003,66407.0,86385.0,44705.0
340000,安徽省,2002,59573.0,78652.0,43094.0
340000,安徽省,2001,46766.0,62912.0,34701.0
340000,安徽省,2000,42424.0,62334.0,32253.0
350000,福建省,2019,269393.4755,175611.9313,272298.9593
350000,福建省,2018,266834.95,278470.83,253522.34
350000,福建省,2017,261053.307270619,297876.459775627,238414.170786081
350000,福建省,2016,265043.405065167,371131.285841907,234065.96556053
350000,福建省,2015,259015.658810188,312805.05970289,208336.417342545
350000,福建省,2014,239231.069728518,257309.95740048,198217.799679196
350000,福建省,2013,242927.0,335291.91225049,229354.79110205
350000,福建省,2012,221178.75785203,265272.55657723,194446.76001303
350000,福建省,2011,134966.44165045,276126.74759952,195952.0767613
350000,福建省,2010,157807.0,159223.0,154206.0
350000,福建省,2009,141345.254432497,133877.985236648,140509.902310135
350000,福建省,2008,130392.886852606,112576.157248471,115601.72966941
350000,福建省,2007,147155.222543587,168483.482834145,123345.182895415
350000,福建省,2006,144167.09,176065.51,110645.07
350000,福建省,2005,120581.83,146901.2,98929.44
350000,福建省,2004,117394.824558855,,
350000,福建省,2003,108288.0,148481.0,84085.0
350000,福建省,2002,94302.0,131561.0,71935.0
350000,福建省,2001,86690.0,115037.0,69305.0
350000,福建省,2000,65143.0,96141.0,43227.0
360000,江西省,2019,390919.8493,571617.5326,369089.6884
360000,江西省,2018,353686.77,541095.98,346209.12
360000,江西省,2017,269588.615469357,118165.718782137,325390.193412841
360000,江西省,2016,307508.560198077,383995.402417074,288365.612004726
360000,江西省,2015,277758.183696698,436443.215264387,299463.600894048
360000,江西省,2014,304448.879354272,357720.879652006,284679.942279942
360000,江西省,2013,318287.0,344057.45209177,290014.74582124
360000,江西省,2012,280918.16772892,371091.71821851,231449.06291379
360000,江西省,2011,252153.56383472,324259.44910956,226526.44715369
360000,江西省,2010,187612.0,238390.0,142159.0
360000,江西省,2009,166573.861891167,224924.312157083,118060.087314199
360000,江西省,2008,151596.503252243,180632.135097768,126682.383337055
360000,江西省,2007,125411.043453707,149388.642515035,97163.4588168695
360000,江西省,2006,108358.14,135060.8,79598.78
360000,江西省,2005,91830.11,109858.39,72047.5
360000,江西省,2004,82148.4434958666,,
360000,江西省,2003,70826.0,90561.0,55856.0
360000,江西省,2002,57963.0,76636.0,44524.0
360000,江西省,2001,50612.0,67218.0,34465.0
360000,江西省,2000,40358.0,52313.0,29002.0
370000,山东省,2019,413499.1625,763395.708,237866.1979
370000,山东省,2018,366960.17,628776.44,214721.43
370000,山东省,2017,328730.509955638,569639.599882318,222208.952795575
370000,山东省,2016,312707.410019421,621881.709575806,209579.750189446
370000,山东省,2015,301451.893963615,560004.96185334,200585.677999218
370000,山东省,2014,280110.837587322,426053.462749389,183999.245992783
370000,山东省,2013,280704.0,444509.89514665,191273.81995453
370000,山东省,2012,236030.08087414,392673.05318107,186858.7242297
370000,山东省,2011,210958.62960358,363261.83172213,147372.82029576
370000,山东省,2010,159439.0,262818.0,111340.0
370000,山东省,2009,149677.540232455,255785.60584609,103067.145851388
370000,山东省,2008,127862.852193427,225352.630733968,94233.2967413044
370000,山东省,2007,114210.565426584,186501.315840828,81675.6911911815
370000,山东省,2006,98898.73,162721.93,73255.46
370000,山东省,2005,92310.78,141276.23,66846.56
370000,山东省,2004,72630.6233377945,,
370000,山东省,2003,60728.0,80061.0,50840.0
370000,山东省,2002,55880.0,93457.0,42430.0
370000,山东省,2001,48683.0,75928.0,36764.0
370000,山东省,2000,45066.0,65801.0,34714.0
410000,河南省,2019,404282.9059,537424.2049,381039.4487
410000,河南省,2018,373304.4,573322.38,373453.06
410000,河南省,2017,355003.354844886,506436.55203132,283788.404538021
410000,河南省,2016,323100.451820432,398703.387886878,251422.908883683
410000,河南省,2015,287717.682898925,467105.51518105,237753.59146258
410000,河南省,2014,307390.216990541,454816.999775585,226001.420268061
410000,河南省,2013,303213.0,525224.44897343,222176.02307783
410000,河南省,2012,287736.03607357,432562.58024816,203993.27268557
410000,河南省,2011,224171.61072096,329279.7769685,146272.33072572
410000,河南省,2010,183664.0,249921.0,124578.0
410000,河南省,2009,162746.234400694,297996.50285025,114074.971699893
410000,河南省,2008,140419.902752108,220838.246729985,100387.347945357
410000,河南省,2007,123435.445334062,181297.295799214,88348.6013964985
410000,河南省,2006,108676.47,162778.99,72062.61
410000,河南省,2005,83345.05,107613.11,62574.99
410000,河南省,2004,78821.1236859253,,
410000,河南省,2003,66056.0,87189.0,44605.0
410000,河南省,2002,58022.0,75482.0,38258.0
410000,河南省,2001,52070.0,71859.0,32567.0
410000,河南省,2000,45321.0,60829.0,30762.0
420000,湖北省,2019,675790.9106,1797029.81,327867.3216
420000,湖北省,2018,595204.94,1334901.7,266965.64
420000,湖北省,2017,525908.353984942,1433837.23666211,275568.398297642
420000,湖北省,2016,458775.669615232,1097825.16195956,227238.275781615
420000,湖北省,2015,454961.367917681,899326.062423334,230233.038436248
420000,湖北省,2014,487456.165191397,1026358.01965122,225311.278825996
420000,湖北省,2013,486265.0,808708.16066562,243865.38516102
420000,湖北省,2012,410436.92802021,567636.35415988,279321.50509341
420000,湖北省,2011,261331.95302201,578954.28416954,198878.65842387
420000,湖北省,2010,268719.0,401094.0,116585.0
420000,湖北省,2009,234351.815427435,372768.438360871,107487.351972532
420000,湖北省,2008,193188.666372505,288575.90291729,86111.6944816665
420000,湖北省,2007,167140.921331962,237417.915031702,75318.6117886362
420000,湖北省,2006,145997.8,200530.98,70469.71
420000,湖北省,2005,122575.99,178143.77,59973.55
420000,湖北省,2004,96520.2497685818,,
420000,湖北省,2003,81761.0,93576.0,49126.0
420000,湖北省,2002,69478.0,88189.0,42246.0
420000,湖北省,2001,63664.0,77204.0,40003.0
420000,湖北省,2000,54889.0,72700.0,34510.0
430000,湖南省,2019,366599.2648,487769.6204,292653.0111
430000,湖南省,2018,348141.64,461600.74,284185.8
430000,湖南省,2017,314790.795165161,400805.602669228,213977.875595562
430000,湖南省,2016,318757.630492995,426217.738751578,237837.11446259
430000,湖南省,2015,299667.417775705,373620.200881301,241545.029298342
430000,湖南省,2014,284618.152123302,344263.249934673,220788.368584711
430000,湖南省,2013,267424.0,314084.62943917,227126.80520364
430000,湖南省,2012,280155.90057335,341561.30660755,213566.94290045
430000,湖南省,2011,240866.33361839,400248.13960914,168927.67928922
430000,湖南省,2010,193661.0,245865.0,124649.0
430000,湖南省,2009,170214.810319324,218233.503756918,114806.638629039
430000,湖南省,2008,142603.696673008,181126.41146773,101170.890128285
430000,湖南省,2007,138319.811309338,195933.027259684,86296.7902828306
430000,湖南省,2006,116871.18,156219.18,75305.89
430000,湖南省,2005,105736.15,150515.66,74307.22
430000,湖南省,2004,86052.2878756533,,
430000,湖南省,2003,74553.0,107602.0,57131.0
430000,湖南省,2002,66724.0,99493.0,48887.0
430000,湖南省,2001,56132.0,79571.0,41882.0
430000,湖南省,2000,46609.0,69798.0,36049.0
440000,广东省,2019,476055.5036,470977.9659,318389.0122
440000,广东省,2018,469255.58,476956.97,296771.82
440000,广东省,2017,431434.886295434,430043.243994379,261443.09094507
440000,广东省,2016,419267.779002703,449916.780746302,243796.578722133
440000,广东省,2015,395038.733977437,469643.680876473,233829.111575041
440000,广东省,2014,374989.834239863,453923.109269397,220718.317347454
440000,广东省,2013,378116.0,414973.27334092,220337.38718518
440000,广东省,2012,356690.58993524,390449.13158999,185698.64179921
440000,广东省,2011,263406.90623563,388992.28903364,163608.57258199
440000,广东省,2010,246971.0,292754.0,134931.0
440000,广东省,2009,217046.027951117,257185.245919896,115842.157108074
440000,广东省,2008,191236.581235366,236988.986925624,106852.288416093
440000,广东省,2007,169007.746316584,198014.524929445,91053.8051397536
440000,广东省,2006,155982.32,180005.64,83458.32
440000,广东省,2005,132314.05,177011.85,73886.1
440000,广东省,2004,116398.813899754,,
440000,广东省,2003,101932.0,122414.0,68856.0
440000,广东省,2002,91406.0,108054.0,64891.0
440000,广东省,2001,79493.0,95591.0,56204.0
440000,广东省,2000,70478.0,85674.0,49291.0
450000,广西壮族自治区,2019,378628.1868,549508.2585,340699.8627
450000,广西壮族自治区,2018,329561.8,449678.02,292073.5
450000,广西壮族自治区,2017,302054.965167419,381343.919364899,296270.402685392
450000,广西壮族自治区,2016,302337.378598226,350790.034213181,264681.920324369
450000,广西壮族自治区,2015,299353.764802113,348356.648627277,257104.083652699
450000,广西壮族自治区,2014,294769.618310951,345241.594232601,242976.391751132
450000,广西壮族自治区,2013,318323.0,408911.80229758,237641.81772477
450000,广西壮族自治区,2012,281117.80834293,368688.34431377,139400.30684651
450000,广西壮族自治区,2011,256677.12719893,319917.50147319,170766.13561615
450000,广西壮族自治区,2010,212407.0,258452.0,162874.0
450000,广西壮族自治区,2009,186105.748834319,221295.325745988,130658.686721529
450000,广西壮族自治区,2008,160517.057369363,203343.56988004,116847.833210453
450000,广西壮族自治区,2007,139042.577090562,170441.918221148,100711.505730847
450000,广西壮族自治区,2006,126003.15,144318.63,83651.12
450000,广西壮族自治区,2005,100712.95,124911.92,60674.09
450000,广西壮族自治区,2004,83774.9623304872,,
450000,广西壮族自治区,2003,77472.0,94984.0,56558.0
450000,广西壮族自治区,2002,61567.0,73103.0,44051.0
450000,广西壮族自治区,2001,51930.0,61613.0,40487.0
450000,广西壮族自治区,2000,46667.0,57079.0,35244.0
460000,海南省,2019,441508.9694,417403.3348,390342.1782
460000,海南省,2018,396869.15,457455.9,295633.63
460000,海南省,2017,398207.367927554,409331.494526012,276075.734157651
460000,海南省,2016,378997.315436242,404405.34471143,262212.69903676
460000,海南省,2015,359672.071048691,368892.61652688,305971.449252051
460000,海南省,2014,380623.548533726,457240.860413589,338469.756330626
460000,海南省,2013,455360.0,518488.19758673,327979.82283465
460000,海南省,2012,442834.79063365,512119.28748213,268742.63215344
460000,海南省,2011,371990.88486684,439457.1924564,236634.97298435
460000,海南省,2010,175249.0,188510.0,140641.0
460000,海南省,2009,145913.988849468,151561.58894428,146015.387586917
460000,海南省,2008,133650.306527227,132914.72818127,151034.591194969
460000,海南省,2007,115270.702423698,125965.449206204,115733.993148078
460000,海南省,2006,88118.86,88461.88,70930.53
460000,海南省,2005,87912.4,94298.48,52010.36
460000,海南省,2004,77459.7636836389,,
460000,海南省,2003,55361.0,55357.0,54552.0
460000,海南省,2002,58972.0,64492.0,43186.0
460000,海南省,2001,53099.0,66275.0,27764.0
460000,海南省,2000,52704.0,65331.0,25968.0
500000,重庆市,2019,348288.061,610272.5008,283445.6258
500000,重庆市,2018,327436.97,519732.51,329411.01
500000,重庆市,2017,317423.529524695,536603.407176976,292584.064936452
500000,重庆市,2016,323616.750969013,538771.810443443,273662.160046958
500000,重庆市,2015,312848.398893596,538411.534209013,244310.254055709
500000,重庆市,2014,303363.475130804,456337.109398887,253456.380166355
500000,重庆市,2013,298643.0,374038.24280106,226009.59594103
500000,重庆市,2012,261969.47037707,325683.22720973,221459.46370999
500000,重庆市,2011,175331.9942652,309231.22005855,170734.55231954
500000,重庆市,2010,175245.0,219387.0,125815.0
500000,重庆市,2009,158995.435806587,238009.561515473,110610.882158547
500000,重庆市,2008,122722.37367872,147291.657023132,97505.3262180785
500000,重庆市,2007,120612.063217285,159083.716651334,98394.525998817
500000,重庆市,2006,102051.28,136626.08,68834.13
500000,重庆市,2005,94897.15,123046.22,71665.47
500000,重庆市,2004,87780.4815370187,,
500000,重庆市,2003,69432.0,84901.0,59089.0
500000,重庆市,2002,59930.0,69261.0,52556.0
500000,重庆市,2001,52529.0,61921.0,45457.0
500000,重庆市,2000,49148.0,58360.0,43707.0
510000,四川省,2019,352003.6585,351872.9996,304447.3203
510000,四川省,2018,317666.91,351858.01,291124.39
510000,四川省,2017,288516.95822044,376937.489576713,269631.256960009
510000,四川省,2016,307129.282447739,333903.65159862,175682.90572873
510000,四川省,2015,295779.629199221,301670.813587687,245600.600340578
510000,四川省,2014,265046.537080658,259607.260066877,214092.782150507
510000,四川省,2013,269274.0,304381.68670899,217462.78285491
510000,四川省,2012,256911.85260297,289481.91256605,199941.26774163
510000,四川省,2011,142185.76412885,142872.7728199,150640.58319539
510000,四川省,2010,148526.0,192006.0,129860.0
510000,四川省,2009,142793.015502755,194201.88263742,106008.653101985
510000,四川省,2008,118604.492972783,171593.984862273,94246.5269060172
510000,四川省,2007,107569.758496418,145447.556600572,84551.1355621385
510000,四川省,2006,97088.95,167924.22,73125.4
510000,四川省,2005,84154.57,135790.77,59696.24
510000,四川省,2004,66966.5965861476,,
510000,四川省,2003,59748.0,70851.0,49686.0
510000,四川省,2002,54709.0,70274.0,45991.0
510000,四川省,2001,47924.0,66450.0,36064.0
510000,四川省,2000,45152.0,57701.0,33898.0
520000,贵州省,2019,408857.2457,455231.4033,319879.9385
520000,贵州省,2018,362686.22,414949.38,184366.97
520000,贵州省,2017,366275.917232698,472899.341905948,224611.765710383
520000,贵州省,2016,330752.910069203,346047.0447825,217763.835263835
520000,贵州省,2015,349670.354725029,443417.987395585,226476.89022404
520000,贵州省,2014,328962.048647044,332080.456502623,225549.087070415
520000,贵州省,2013,368854.0,453339.90575076,186913.86296888
520000,贵州省,2012,319244.49810152,369022.53790466,176337.62812804
520000,贵州省,2011,237198.96402265,293237.67441435,117725.0167352
520000,贵州省,2010,196170.0,235850.0,100825.0
520000,贵州省,2009,164289.250626386,189961.964233518,81846.3640370207
520000,贵州省,2008,138043.867185171,166999.41304949,65783.8088704145
520000,贵州省,2007,126748.215739287,154274.489876167,65062.6895854398
520000,贵州省,2006,113993.74,137723.36,51749.04
520000,贵州省,2005,97668.49,119984.03,50786.63
520000,贵州省,2004,88599.2990906928,,
520000,贵州省,2003,72152.0,85408.0,47268.0
520000,贵州省,2002,66747.0,78679.0,42873.0
520000,贵州省,2001,58942.0,74258.0,36860.0
