省份编码,省份,年份,建筑业总产值(亿元),建筑工程产值(亿元),安装工程产值(亿元),其他产值(亿元)
210000,辽宁省,2010,4690.31305,3960.1173,597.9397,
210000,辽宁省,2009,3384.64758,2861.60335,453.68015,
210000,辽宁省,2008,2505.16922,2129.92386,326.90344,
210000,辽宁省,2007,2100.04021,1775.76224,278.54962,
210000,辽宁省,2006,1774.98533,1482.12443,243.6427,
210000,辽宁省,2005,1481.6528,1210.76487,224.11146,
210000,辽宁省,2004,1245.14813,997.6395,187.0856,
210000,辽宁省,2003,1017.0794,820.0795,164.7527,
210000,辽宁省,2002,839.3428,681.6884,141.3006,
210000,辽宁省,2001,761.1747,623.1425,119.3031,
210000,辽宁省,2000,598.0933,493.7818,87.0739,
220000,吉林省,2019,1863.10327,1516.00194,230.12552,116.97581
220000,吉林省,2018,2183.63244,1789.04,249.43,145.16
220000,吉林省,2017,2218.37023,1804.22829,268.5854,145.55654
220000,吉林省,2016,2283.56262,1910.58559,238.91309,134.06394
220000,吉林省,2015,2216.31,1863.14688,248.07397,105.09339
220000,吉林省,2014,2520.99896,2162.07912,241.62144,117.2984
220000,吉林省,2013,2211.44076,1903.96098,215.54508,80.64411
220000,吉林省,2012,1990.4251,1724.69325,193.49216,72.23969
220000,吉林省,2011,1626.64847,1366.76985,212.98197,46.89665
220000,吉林省,2010,1348.77851,1154.4349,158.1989,
220000,吉林省,2009,1142.84182,985.12066,123.61574,
220000,吉林省,2008,994.65115,843.21169,119.5037,
220000,吉林省,2007,738.33908,640.89751,80.83311,
220000,吉林省,2006,607.69225,520.47244,76.73695,
220000,吉林省,2005,485.582,426.81205,54.0133,
220000,吉林省,2004,411.11063,306.2861,47.2158,
220000,吉林省,2003,346.9281,291.1903,42.5335,
220000,吉林省,2002,292.6017,248.0464,40.557,
220000,吉林省,2001,274.0726,218.9423,51.5627,
220000,吉林省,2000,239.184,201.3506,35.4839,
230000,黑龙江省,2019,1181.34751,910.38342,214.07977,56.88432
230000,黑龙江省,2018,1194.28389,921.03,212.06,61.2
230000,黑龙江省,2017,1560.06698,1287.86876,226.34573,45.85249
230000,黑龙江省,2016,1716.60703,1368.90497,287.02607,60.67599
230000,黑龙江省,2015,1680.39,1318.91093,312.76918,48.71268
230000,黑龙江省,2014,2150.74867,1739.91034,358.79455,52.04378
230000,黑龙江省,2013,2471.9359,1945.39964,437.92134,67.25052
230000,黑龙江省,2012,2373.96064,1945.45984,345.05278,83.44802
230000,黑龙江省,2011,2029.16037,1710.95784,264.98014,53.22239
230000,黑龙江省,2010,1769.69689,1435.0759,273.064,
230000,黑龙江省,2009,1342.38563,1056.92935,230.69992,
230000,黑龙江省,2008,1036.75248,803.53537,205.36227,
230000,黑龙江省,2007,875.87778,663.99292,179.87324,
230000,黑龙江省,2006,699.83543,542.56119,129.67618,
230000,黑龙江省,2005,572.8956,453.32452,98.90388,
230000,黑龙江省,2004,515.9832,379.4132,80.979,
230000,黑龙江省,2003,440.1878,355.6538,70.2789,
230000,黑龙江省,2002,407.9097,322.1151,64.8484,
230000,黑龙江省,2001,372.3204,293.3425,66.3912,
230000,黑龙江省,2000,334.0903,265.3232,57.3026,
310000,上海市,2019,7812.4676,6612.83765,985.51657,214.11338
310000,上海市,2018,7072.21057,5971.92,940.18,160.11
310000,上海市,2017,6426.41776,5436.47394,851.44626,138.49756
310000,上海市,2016,6046.19477,5080.29281,848.37912,117.52284
310000,上海市,2015,5652.47,4762.36045,778.27287,111.83489
310000,上海市,2014,5499.9411,4681.14748,714.6761,104.11752
310000,上海市,2013,5205.92161,4341.91789,656.23635,104.68297
310000,上海市,2012,4843.4396,4021.24301,680.69975,141.49684
310000,上海市,2011,4298.27735,3701.61571,559.59862,107.06302
310000,上海市,2010,4300.1906,3519.0165,622.4425,
310000,上海市,2009,3830.5439,3141.5023,545.25973,
310000,上海市,2008,3245.77159,2623.24381,495.79838,
310000,上海市,2007,2524.18014,2036.9827,385.59186,
310000,上海市,2006,2285.38472,1802.73385,365.53645,
310000,上海市,2005,1889.2463,1482.41812,311.63076,
310000,上海市,2004,1688.80023,1389.3625,216.6452,
310000,上海市,2003,1195.8034,949.7197,170.5448,
310000,上海市,2002,822.273,675.2971,108.8844,
310000,上海市,2001,721.5808,614.8757,88.126,
310000,上海市,2000,622.3565,513.2511,85.3402,
320000,江苏省,2019,33099.18116,30798.98768,1963.03985,337.15363
320000,江苏省,2018,30846.66063,28827.45,1761.57,257.64
320000,江苏省,2017,27956.71048,26227.46444,1522.96879,206.27725
320000,江苏省,2016,25791.76048,24268.36015,1343.7851,179.61523
320000,江苏省,2015,24785.81,23278.23873,1321.50092,186.07371
320000,江苏省,2014,24592.93172,23164.47864,1253.41005,175.04303
320000,江苏省,2013,21993.60985,20229.72371,1306.59728,175.83641
320000,江苏省,2012,18423.55122,17298.81571,983.16572,141.56979
320000,江苏省,2011,15122.84503,14136.26683,877.58983,108.98837
320000,江苏省,2010,12405.91674,11483.2167,842.7297,
320000,江苏省,2009,10265.10972,9390.10629,794.51244,
320000,江苏省,2008,8601.51197,7827.40322,712.49467,
320000,江苏省,2007,7010.57244,6480.23927,492.91877,
320000,江苏省,2006,5424.84842,4977.80166,411.36435,
320000,江苏省,2005,4368.9494,3914.21502,388.38209,
320000,江苏省,2004,3655.61626,2928.7397,289.503,
320000,江苏省,2003,2794.9354,2390.6977,262.1444,
320000,江苏省,2002,2199.5164,1846.9001,239.225,
320000,江苏省,2001,1821.8039,1577.4865,211.4805,
320000,江苏省,2000,1538.8416,1350.1045,159.5124,
330000,浙江省,2019,20390.20329,18036.42788,1801.94754,551.82787
330000,浙江省,2018,28756.19628,25838.03,2104.88,813.28
330000,浙江省,2017,27235.82593,24524.24152,2011.38445,700.19996
330000,浙江省,2016,24989.37003,22575.41294,1854.35199,559.6051
330000,浙江省,2015,23980.59,21738.87151,1722.23102,519.48907
330000,浙江省,2014,22668.1864,20597.66303,1567.32386,503.19951
330000,浙江省,2013,20200.02418,18209.18009,1386.35126,470.88556
330000,浙江省,2012,17332.74487,15710.93444,1180.6245,441.18593
330000,浙江省,2011,14907.41909,13441.41109,1026.16032,439.84768
330000,浙江省,2010,12007.88571,10765.093,906.2785,
330000,浙江省,2009,9588.72136,8547.48133,776.74501,
330000,浙江省,2008,8156.0602,7230.94293,685.74035,
330000,浙江省,2007,6971.7052,6207.2118,580.23373,
330000,浙江省,2006,5655.60538,5021.52901,475.35131,
330000,浙江省,2005,4718.7431,4146.00385,418.63193,
330000,浙江省,2004,3895.6437,3406.1756,379.4112,
330000,浙江省,2003,3127.2779,2684.5397,326.8934,
330000,浙江省,2002,2282.9906,1966.7676,231.1993,
330000,浙江省,2001,1768.449,1554.6022,185.7665,
330000,浙江省,2000,1383.7658,1213.6694,147.1271,
340000,安徽省,2019,8503.25833,7203.63634,675.69305,623.92894
340000,安徽省,2018,7888.45399,6728.64,620.98,538.84
340000,安徽省,2017,6829.67019,5790.82457,529.25267,509.59295
340000,安徽省,2016,6047.28994,5165.75032,452.76511,428.77451
340000,安徽省,2015,5695.94,4882.71587,435.48498,377.73448
340000,安徽省,2014,5482.92595,4715.21826,439.40775,328.29994
340000,安徽省,2013,4965.51485,4223.17662,408.00828,339.15246
340000,安徽省,2012,4230.44122,3637.9941,331.91059,260.53653
340000,安徽省,2011,3597.26211,3108.65635,304.78898,183.81678
340000,安徽省,2010,2864.96187,2505.843,246.8351,
340000,安徽省,2009,2239.57274,1950.7903,203.94787,
340000,安徽省,2008,1854.64162,1594.44994,184.18806,
340000,安徽省,2007,1516.97723,1316.53584,149.62673,
340000,安徽省,2006,1168.23654,1004.00213,122.23135,
340000,安徽省,2005,963.541,826.36227,99.39786,
340000,安徽省,2004,788.75577,555.4158,87.8853,
340000,安徽省,2003,622.7073,527.1049,61.9029,
340000,安徽省,2002,528.2183,455.6132,50.88,
340000,安徽省,2001,421.55,370.5943,40.1802,
340000,安徽省,2000,302.824,262.1894,33.1987,
350000,福建省,2019,13164.41864,12186.37891,860.03948,118.00025
350000,福建省,2018,11548.81941,10724.52,723.18,101.12
350000,福建省,2017,9993.64793,9215.52575,704.89783,73.22435
350000,福建省,2016,8531.44771,7869.96331,573.87535,87.60905
350000,福建省,2015,7605.81,7011.15883,505.36334,89.29134
350000,福建省,2014,6689.21171,6176.52931,431.11083,81.57157
350000,福建省,2013,5461.75014,5026.89747,382.17608,50.34
350000,福建省,2012,4424.54392,4082.94013,289.3469,52.25689
350000,福建省,2011,3692.61571,3408.37096,232.72499,51.51976
350000,福建省,2010,2935.94358,2700.2032,196.2681,
350000,福建省,2009,2204.12659,1994.98723,163.79571,
350000,福建省,2008,1852.73949,1655.41879,155.126,
350000,福建省,2007,1544.16597,1359.34106,157.48171,
350000,福建省,2006,1161.98677,996.90484,124.97734,
350000,福建省,2005,873.9771,745.03796,103.92439,
350000,福建省,2004,671.63229,491.3481,59.7717,
350000,福建省,2003,549.3441,468.5345,62.296,
350000,福建省,2002,402.6874,347.9863,44.3222,
350000,福建省,2001,369.046,330.0414,34.7342,
350000,福建省,2000,271.142,239.411,29.1124,
360000,江西省,2019,7944.79701,6880.93476,558.83068,505.03157
360000,江西省,2018,6993.40245,5990.83,541.04,461.54
360000,江西省,2017,6166.81262,5349.42244,459.12385,358.26633
360000,江西省,2016,5179.02842,4522.91489,382.33007,273.78346
360000,江西省,2015,4602.49,3967.10827,331.36003,304.02369
360000,江西省,2014,4122.63361,3557.8445,278.93312,285.85599
360000,江西省,2013,3469.97632,2985.9581,246.75958,226.81665
360000,江西省,2012,2789.57078,2431.37403,213.2969,144.89985
360000,江西省,2011,2095.46924,1854.65139,138.30147,102.51638
360000,江西省,2010,1690.0217,1523.5068,100.6093,
360000,江西省,2009,1323.24277,1172.13812,87.56173,
360000,江西省,2008,1032.94219,897.06517,70.26537,
360000,江西省,2007,786.14038,689.63039,63.55357,
360000,江西省,2006,668.8948,561.41635,69.68798,
360000,江西省,2005,566.0408,480.9075,52.23793,
360000,江西省,2004,461.76931,388.281,38.2594,
360000,江西省,2003,359.3356,310.1774,31.5244,
360000,江西省,2002,245.0718,205.5961,27.3315,
360000,江西省,2001,169.153,151.4828,14.9226,
360000,江西省,2000,116.4115,102.7595,11.7123,
370000,山东省,2019,14269.28547,11979.94033,1944.37508,344.97006
370000,山东省,2018,12898.2939,11072.95,1549.43,275.91
370000,山东省,2017,11477.75396,9741.59353,1433.21694,302.94349
370000,山东省,2016,10087.42508,8592.99731,1239.74903,254.67874
370000,山东省,2015,9381.72,7980.69279,1193.3047,207.71902
370000,山东省,2014,9313.45846,8016.42009,1079.74593,217.29244
370000,山东省,2013,8467.67469,7083.70676,1017.64084,231.35392
370000,山东省,2012,7281.33209,6153.6656,916.98574,210.68075
370000,山东省,2011,6482.90003,5499.35028,794.98068,188.56907
370000,山东省,2010,5496.58605,4509.0547,794.8486,
370000,山东省,2009,4579.15384,3703.98074,748.71147,
370000,山东省,2008,3821.93445,3076.69581,522.94499,
370000,山东省,2007,3289.045,2666.09021,461.89975,
370000,山东省,2006,2791.81232,2317.81234,367.93107,
370000,山东省,2005,2509.0992,2051.972,343.79031,
370000,山东省,2004,1969.00618,1556.9255,270.3295,
370000,山东省,2003,1481.3618,1226.4332,200.6307,
370000,山东省,2002,1151.173,955.5164,169.9517,
370000,山东省,2001,984.2204,813.912,149.4495,
370000,山东省,2000,817.0949,675.4439,121.0484,
410000,河南省,2019,12701.67948,11010.28136,1209.11032,482.2878
410000,河南省,2018,11360.51909,9662.06,1118.55,579.91
410000,河南省,2017,10086.58252,8661.78499,962.60266,462.19487
410000,河南省,2016,8807.98649,7695.34603,787.09204,325.54842
410000,河南省,2015,8047.65,7028.01376,722.86796,296.76601
410000,河南省,2014,7911.88913,6957.53603,702.64588,251.70722
410000,河南省,2013,7003.20135,6228.11273,639.26369,214.99216
410000,河南省,2012,6009.0765,5269.32641,567.81146,171.93863
410000,河南省,2011,5279.35576,4639.24296,474.78632,165.32648
410000,河南省,2010,4400.60816,3836.0028,420.2277,
410000,河南省,2009,3596.48672,3112.41229,357.11101,
410000,河南省,2008,2824.05347,2428.58104,304.45499,
410000,河南省,2007,2151.72298,1841.99316,229.1082,
410000,河南省,2006,1530.9254,1334.56507,154.51378,
410000,河南省,2005,1066.1498,893.24767,139.80857,
410000,河南省,2004,817.13473,656.9024,94.9995,
410000,河南省,2003,634.5217,523.7707,82.5421,
410000,河南省,2002,536.7328,446.5301,77.9025,
410000,河南省,2001,452.4908,379.3435,63.7118,
410000,河南省,2000,357.3425,294.3504,54.6347,
420000,湖北省,2019,16979.66562,15118.8338,1317.90682,542.925
420000,湖北省,2018,15133.8712,13466.39,1233.15,434.32
420000,湖北省,2017,13390.7311,11892.76433,1096.66889,401.29788
420000,湖北省,2016,11862.39733,10612.25087,922.65115,327.49531
420000,湖北省,2015,10592.86,9363.57524,889.62663,339.65456
420000,湖北省,2014,10059.58901,8991.16445,760.88178,307.54278
420000,湖北省,2013,8465.26901,7401.30555,680.36204,261.72775
420000,湖北省,2012,7043.42193,6264.77448,550.13366,228.51379
420000,湖北省,2011,5586.44612,4974.45025,414.62065,197.37522
420000,湖北省,2010,4345.2006,3875.2451,329.0509,
420000,湖北省,2009,3421.89272,2984.40182,279.32517,
420000,湖北省,2008,2605.08155,2262.01777,226.64816,
420000,湖北省,2007,2110.80431,1823.41253,191.15395,
420000,湖北省,2006,1667.00286,1409.75574,138.12871,
420000,湖北省,2005,1349.3165,1133.02942,122.41403,
420000,湖北省,2004,1112.13377,850.4123,90.5969,
420000,湖北省,2003,872.9958,765.3788,51.8761,
420000,湖北省,2002,636.5491,545.0166,54.1775,
420000,湖北省,2001,529.024,464.9984,41.6179,
420000,湖北省,2000,454.1767,402.8261,38.5424,
430000,湖南省,2019,10800.61923,9274.85575,872.6429,653.12058
430000,湖南省,2018,9581.44269,8231.78,764.41,585.25
430000,湖南省,2017,8423.00211,7235.73488,610.32655,576.94068
430000,湖南省,2016,7304.21635,6318.96768,501.0909,484.15777
430000,湖南省,2015,6630.82,5720.53082,441.97961,468.31443
430000,湖南省,2014,6020.96893,5110.92301,426.16191,483.88401
430000,湖南省,2013,5283.84264,4546.105,338.70801,371.16389
430000,湖南省,2012,4407.91971,3830.19887,289.26865,288.45219
430000,湖南省,2011,3915.0173,3392.84001,240.82524,281.35205
430000,湖南省,2010,3161.72919,2724.0001,208.7536,
430000,湖南省,2009,2507.40203,2171.21379,172.10825,
430000,湖南省,2008,2115.44313,1793.65174,172.5573,
430000,湖南省,2007,1828.81475,1537.17251,158.97476,
430000,湖南省,2006,1462.87661,1227.87911,118.18816,
430000,湖南省,2005,1219.3493,1011.7322,103.27614,
430000,湖南省,2004,1027.89145,813.3748,67.8618,
430000,湖南省,2003,818.8402,690.4174,59.4925,
430000,湖南省,2002,595.5616,505.9199,49.6724,
430000,湖南省,2001,489.7879,435.9699,36.5576,
430000,湖南省,2000,354.4202,313.4891,29.549,
440000,广东省,2019,16633.41262,14314.29186,1738.14506,580.9757
440000,广东省,2018,13714.36515,11809.67,1441.13,463.56
440000,广东省,2017,11372.04548,9717.04477,1288.12848,366.87223
440000,广东省,2016,9652.30734,8192.15277,1137.54682,322.60775
440000,广东省,2015,8865.68,7625.61837,939.07145,300.99462
440000,广东省,2014,8356.50221,7247.81422,856.70243,251.98556
440000,广东省,2013,7863.90464,6721.48062,791.76294,215.99398
440000,广东省,2012,6514.42929,5685.32569,635.79336,193.31024
440000,广东省,2011,5774.00582,5054.22708,566.21502,153.56372
440000,广东省,2010,4715.45686,4093.9623,506.2928,
440000,广东省,2009,3809.2967,3297.98884,420.1448,
440000,广东省,2008,3270.27558,2814.56741,379.46168,
440000,广东省,2007,2999.51399,2600.11762,327.17993,
440000,广东省,2006,2592.58219,2243.308,276.88995,
440000,广东省,2005,2199.5888,1863.65168,262.49153,
440000,广东省,2004,1900.83988,1471.3067,230.5845,
440000,广东省,2003,1516.3242,1251.8142,221.0432,
440000,广东省,2002,1341.7808,1119.2793,193.23,
440000,广东省,2001,1132.0549,989.0425,125.1081,
440000,广东省,2000,891.9834,787.904,91.4646,
450000,广西壮族自治区,2019,5407.30651,4628.58622,444.16953,334.55076
450000,广西壮族自治区,2018,4671.72313,4043.24,378.81,249.68
450000,广西壮族自治区,2017,4210.07231,3594.332,364.57597,251.16434
450000,广西壮族自治区,2016,3449.18575,2968.1403,295.25225,185.7932
450000,广西壮族自治区,2015,2953.42,2560.01039,251.6465,141.76436
450000,广西壮族自治区,2014,2608.90567,2244.85136,219.4938,144.56051
450000,广西壮族自治区,2013,2289.88096,1945.48448,202.57237,123.33101
450000,广西壮族自治区,2012,1867.05798,1577.66204,169.3955,120.00044
450000,广西壮族自治区,2011,1553.07116,1322.36079,155.31694,75.39343
450000,广西壮族自治区,2010,1222.31264,1046.33,121.2303,
450000,广西壮族自治区,2009,934.37555,789.18375,110.54259,
450000,广西壮族自治区,2008,753.21024,639.94602,82.16911,
450000,广西壮族自治区,2007,612.737,524.47716,71.63639,
450000,广西壮族自治区,2006,512.83282,437.65638,64.06072,
450000,广西壮族自治区,2005,425.2101,364.75293,50.39901,
450000,广西壮族自治区,2004,328.66435,284.9711,35.6895,
450000,广西壮族自治区,2003,281.8466,242.7466,27.7609,
450000,广西壮族自治区,2002,221.1684,187.2844,26.4353,
450000,广西壮族自治区,2001,180.2891,159.5686,16.4362,
450000,广西壮族自治区,2000,150.9158,132.1161,15.7836,
460000,海南省,2019,365.98003,309.66571,39.42062,16.8937
460000,海南省,2018,339.22391,285.82,36.84,16.56
460000,海南省,2017,322.763,273.51489,34.42916,14.81895
460000,海南省,2016,307.76477,262.58188,30.91243,14.27046
460000,海南省,2015,278.63,236.29172,23.78498,18.55406
460000,海南省,2014,276.32889,238.18204,20.72975,17.4171
460000,海南省,2013,286.30733,243.23591,17.47396,24.60491
460000,海南省,2012,283.10871,250.70599,14.9202,17.48252
460000,海南省,2011,255.47218,225.98913,18.22411,11.25894
460000,海南省,2010,199.4842,192.6787,4.0396,
460000,海南省,2009,143.94415,133.48408,7.1917,
460000,海南省,2008,111.18369,102.98147,7.50271,
460000,海南省,2007,82.1834,77.10207,3.4782,
460000,海南省,2006,64.9436,58.01582,5.47205,
460000,海南省,2005,59.6925,53.09035,5.3495,
460000,海南省,2004,58.58338,42.3516,3.6312,
460000,海南省,2003,39.4053,36.1312,2.9083,
460000,海南省,2002,41.5089,37.8947,3.256,
460000,海南省,2001,35.3453,31.2764,3.855,
460000,海南省,2000,30.2139,27.5743,2.5307,
500000,重庆市,2019,8222.95922,7422.7867,528.30113,271.87139
500000,重庆市,2018,7819.42413,7070.06,481.5,267.86
500000,重庆市,2017,7605.66457,6858.35036,452.20343,295.11078
500000,重庆市,2016,7035.81327,6459.29121,338.43409,238.08797
500000,重庆市,2015,6256.94,5682.29768,386.99425,187.65102
500000,重庆市,2014,5552.20686,5003.82127,333.53758,214.84801
500000,重庆市,2013,4731.21666,4309.26005,268.14995,154.47285
500000,重庆市,2012,3975.66964,3590.38463,254.78092,130.50409
500000,重庆市,2011,3328.82519,3013.40422,211.05539,104.36558
500000,重庆市,2010,2534.3574,2277.2203,162.891,
500000,重庆市,2009,1915.24948,1695.49169,157.02665,
500000,重庆市,2008,1496.31954,1309.5869,123.03714,
500000,重庆市,2007,1128.71181,994.90656,86.85653,
500000,重庆市,2006,895.09175,783.32092,65.40637,
500000,重庆市,2005,783.5658,697.02736,63.63556,
500000,重庆市,2004,690.27743,592.3704,45.8562,
500000,重庆市,2003,586.2095,526.8331,42.1868,
500000,重庆市,2002,500.6543,441.6152,41.3229,
500000,重庆市,2001,436.8169,397.5944,31.9325,
500000,重庆市,2000,348.6579,322.1028,21.8062,
510000,四川省,2019,14668.15085,12495.02291,1387.87226,785.25568
510000,四川省,2018,12983.75179,11095.62,1177.78,710.35
510000,四川省,2017,11400.33791,9861.36783,1054.5658,484.40428
510000,四川省,2016,9959.68051,8712.72544,866.94983,380.00524
510000,四川省,2015,8768.24,7752.99851,734.89239,280.34536
510000,四川省,2014,8066.6569,7171.69954,647.48841,247.46895
510000,四川省,2013,7209.90804,6417.45459,581.16292,240.87591
510000,四川省,2012,6240.32981,5545.20787,493.85623,201.26571
510000,四川省,2011,5256.64609,4690.60824,409.07476,156.96309
510000,四川省,2010,4163.07434,3707.4584,333.5713,
510000,四川省,2009,3337.44689,2948.50741,290.19907,
510000,四川省,2008,2592.94803,2241.2541,258.72586,
510000,四川省,2007,2109.98404,1857.69527,193.35439,
510000,四川省,2006,1753.2322,1529.26221,165.53133,
510000,四川省,2005,1469.0022,1244.21784,155.34384,
510000,四川省,2004,1309.38289,1142.6957,132.789,
510000,四川省,2003,1225.3374,1022.4002,120.324,
510000,四川省,2002,1072.5229,926.4133,102.5469,
510000,四川省,2001,822.8676,723.84,82.9297,
510000,四川省,2000,713.8102,638.5595,63.6861,
520000,贵州省,2019,3714.8892,3196.45621,324.44454,193.98845
520000,贵州省,2018,3329.98174,2849.8,301.62,178.56
520000,贵州省,2017,2932.95807,2600.35081,235.51691,97.09035
520000,贵州省,2016,2362.95171,2084.86459,155.44166,122.64546
