省份编码,省份,年份,建筑业总产值(亿元),房屋和土木工程建筑业建筑业总产值(亿元),房屋工程建筑建筑业总产值(亿元),土木工程建筑建筑业总产值(亿元),建筑安装业建筑业总产值(亿元),建筑装饰业建筑业总产值(亿元),其他建筑业建筑业总产值(亿元)
150000,内蒙古自治区,2004,354.50909,,,,,,
150000,内蒙古自治区,2003,257.6575,244.5579,161.051,83.5069,10.8553,1.4138,0.8305
150000,内蒙古自治区,2002,220.0194,,140.8164,198.9215,6.9897,2.3631,
150000,内蒙古自治区,2001,178.2561,,123.3771,158.7663,,0.8798,
150000,内蒙古自治区,2000,136.7309,123.0212,96.9433,,12.8509,0.8588,
210000,辽宁省,2019,3554.44589,,1499.83506,1342.31658,395.01444,,
210000,辽宁省,2018,3528.41352,,1551.17393,1307.77848,385.09441,,
210000,辽宁省,2017,3688.32566,,1724.77714,1323.27406,408.65006,,
210000,辽宁省,2016,3926.71329,,1954.08917,1222.23983,455.51873,,
210000,辽宁省,2015,5413.76,,2899.26663,1529.04564,594.61383,,
210000,辽宁省,2014,7851.12478,,4550.89502,1889.8267,823.41869,,
210000,辽宁省,2013,8629.19084,,5065.15799,2165.10425,865.71574,,
210000,辽宁省,2012,7547.38984,6261.69472,4348.21945,1913.47527,768.19762,406.50996,110.98754
210000,辽宁省,2011,6217.52262,5163.47955,3563.25937,1600.22018,661.69692,305.41203,86.93412
210000,辽宁省,2010,4690.31305,3963.6011,2579.6907,1383.9105,473.2178,194.928,58.5662
210000,辽宁省,2009,3384.64758,2875.31363,1728.5077,1146.80593,336.79994,138.9608,33.57321
210000,辽宁省,2008,2505.16922,2104.67766,1220.56893,884.10873,313.06791,69.04727,18.37638
210000,辽宁省,2007,2100.04021,1797.41353,1089.89507,707.51846,192.31176,91.19481,19.1201100000001
210000,辽宁省,2006,1774.98533,1493.08884,909.84508,583.24376,184.91375,81.1721,15.81064
210000,辽宁省,2005,1481.6528,1250.8801,744.16796,506.71214,152.97589,66.15237,11.6444599999999
210000,辽宁省,2004,1245.14813,,,,,,
210000,辽宁省,2003,1017.0794,839.9122,507.3352,332.577,115.7791,52.8109,8.5772
210000,辽宁省,2002,839.3428,,427.5686,660.1048,68.0821,41.506,
210000,辽宁省,2001,761.1747,,429.2461,623.9723,,31.4245,
210000,辽宁省,2000,598.0933,493.2467,357.9026,,81.358,23.4886,
220000,吉林省,2019,1863.10327,,1085.11714,540.14512,168.17294,,
220000,吉林省,2018,2183.63244,,1225.99886,674.22983,205.25837,,
220000,吉林省,2017,2218.37023,,1197.52339,693.95704,254.31606,,
220000,吉林省,2016,2283.56262,,1302.1497,644.94115,271.62193,,
220000,吉林省,2015,2216.31,,1284.33356,604.81764,270.96238,,
220000,吉林省,2014,2520.99896,,1499.40821,682.58333,269.97549,,
220000,吉林省,2013,2211.44076,,1345.78226,553.51475,222.96108,,
220000,吉林省,2012,1990.4251,1712.88491,1147.1834,565.70151,207.69578,48.7963,21.04811
220000,吉林省,2011,1626.64847,1380.45166,783.66245,596.78921,203.24893,30.35873,12.58915
220000,吉林省,2010,1348.77851,1153.9666,594.824,559.1427,166.5563,17.4343,10.8214
220000,吉林省,2009,1142.84182,969.492,453.87801,515.61399,153.24798,15.06095,5.04089
220000,吉林省,2008,994.65115,810.68821,419.95571,390.7325,149.25719,24.88742,9.81833
220000,吉林省,2007,738.33908,653.92877,321.04915,332.87962,67.74922,10.23966,6.42142999999997
220000,吉林省,2006,607.69225,529.92014,244.03869,285.88145,59.44971,12.19032,6.13208
220000,吉林省,2005,485.582,429.0509,201.89063,227.16027,47.14682,8.30634,1.07796999999998
220000,吉林省,2004,411.11063,,,,,,
220000,吉林省,2003,346.9281,321.8801,232.0245,89.8556,19.3781,4.8475,0.8224
220000,吉林省,2002,292.6017,,194.9132,267.3341,12.414,4.5401,
220000,吉林省,2001,274.0726,,176.9606,236.7567,,6.1279,
220000,吉林省,2000,239.184,220.8339,154.2708,,17.1584,1.1917,
230000,黑龙江省,2019,1181.34751,,496.39408,515.11935,120.76044,,
230000,黑龙江省,2018,1194.28389,,553.90043,485.97367,121.03185,,
230000,黑龙江省,2017,1560.06698,,770.56142,541.6926,193.29497,,
230000,黑龙江省,2016,1716.60703,,826.05653,561.13203,227.03601,,
230000,黑龙江省,2015,1680.39,,841.62444,535.98866,205.41659,,
230000,黑龙江省,2014,2150.74867,,1021.77148,644.31447,279.30151,,
230000,黑龙江省,2013,2471.9359,,1260.64046,641.55515,329.86848,,
230000,黑龙江省,2012,2373.96064,1898.88058,1234.79147,664.08911,299.10046,98.85358,77.12602
230000,黑龙江省,2011,2029.16037,1663.81545,1102.43226,560.54014,250.86115,34.07743,80.40634
230000,黑龙江省,2010,1769.69689,1390.692,851.8386,538.8533,275.4116,29.6212,73.9722
230000,黑龙江省,2009,1342.38563,1134.88666,631.15642,503.73024,183.51116,13.80256,10.18525
230000,黑龙江省,2008,1036.75248,855.68152,458.98868,396.69284,149.57207,24.30533,7.19356
230000,黑龙江省,2007,875.87778,771.58866,420.3359,351.25276,87.32856,10.74359,6.21697000000011
230000,黑龙江省,2006,699.83543,629.98227,332.18217,297.8001,48.87829,12.46813,8.50674
230000,黑龙江省,2005,572.8956,499.01997,288.34435,210.67562,57.71634,10.64345,5.51581999999996
230000,黑龙江省,2004,515.9832,,,,,,
230000,黑龙江省,2003,440.1878,356.6468,243.0821,113.5647,73.8088,8.6427,1.0895
230000,黑龙江省,2002,407.9097,,220.237,324.4226,49.9964,8.6421,
230000,黑龙江省,2001,372.3204,,205.5932,296.5359,,8.7828,
230000,黑龙江省,2000,334.0903,263.3448,176.3372,,62.7634,7.9821,
310000,上海市,2019,7812.4676,,4240.02232,2146.05382,615.446,,
310000,上海市,2018,7072.21057,,3844.3055,1933.83261,643.37087,,
310000,上海市,2017,6426.41776,,3388.21058,1858.99484,583.94389,,
310000,上海市,2016,6046.19477,,3330.68018,1575.06645,558.4474,,
310000,上海市,2015,5652.47,,3104.19132,1495.36911,514.62541,,
310000,上海市,2014,5499.9411,,3135.1364,1356.78478,470.22383,,
310000,上海市,2013,5205.92161,,2887.29808,1257.90093,429.9403,,
310000,上海市,2012,4843.4396,3917.75966,2755.75957,1162.00009,438.01657,454.57252,33.09085
310000,上海市,2011,4298.27735,3328.24552,2199.57107,1128.67445,543.61153,366.07384,60.34646
310000,上海市,2010,4300.1906,3427.7675,2241.9866,1185.7809,519.8698,314.206,38.3474
310000,上海市,2009,3830.5439,3058.84319,1950.99709,1107.8461,486.01877,259.1858,26.49614
310000,上海市,2008,3245.77159,2548.78287,1652.75673,896.02614,425.98125,239.81519,31.19228
310000,上海市,2007,2524.18014,1959.75406,1330.3585,629.39556,300.47276,203.72104,60.2322799999997
310000,上海市,2006,2285.38472,1766.11535,1224.00011,542.11524,274.01641,190.2362,55.01676
310000,上海市,2005,1889.2463,1465.85691,1027.66767,438.18924,228.30665,155.44401,39.63868
310000,上海市,2004,1688.80023,,,,,,
310000,上海市,2003,1195.8034,951.7513,666.4647,285.2866,115.7545,103.3512,24.9464
310000,上海市,2002,822.273,,444.9542,639.297,75.0474,77.3989,
310000,上海市,2001,721.5808,,407.057,581.8408,,66.9545,
310000,上海市,2000,622.3565,502.7898,362.0718,,54.253,65.3137,
320000,江苏省,2019,33099.18116,,23960.93571,4924.87343,2215.80087,,
320000,江苏省,2018,30846.66063,,22768.57703,4331.95205,1976.43638,,
320000,江苏省,2017,27956.71048,,20864.90829,3760.16324,1774.90255,,
320000,江苏省,2016,25791.76048,,19158.29426,3559.6698,1604.6398,,
320000,江苏省,2015,24785.81,,18442.19764,3389.10815,1519.69667,,
320000,江苏省,2014,24592.93172,,18303.55318,3382.9599,1454.5915,,
320000,江苏省,2013,21993.60985,,15980.83096,3064.03645,1362.05572,,
320000,江苏省,2012,18423.55122,16131.51521,13565.2117,2566.30351,1142.24027,863.45738,286.33836
320000,江苏省,2011,15122.84503,13032.97569,10893.34457,2139.63112,1157.2499,668.91279,263.70665
320000,江苏省,2010,12405.91674,10616.0624,8702.5605,1913.5019,1037.6791,535.5748,216.6005
320000,江苏省,2009,10265.10972,8778.22699,7069.47146,1708.75553,849.124,438.81357,198.94516
320000,江苏省,2008,8601.51197,7329.75134,5994.94112,1334.81022,743.74062,356.61574,171.40427
320000,江苏省,2007,7010.57244,6085.34403,5005.70911,1079.63492,514.85461,270.87725,139.496550000001
320000,江苏省,2006,5424.84842,4767.66639,3869.18617,898.48022,361.21364,206.17717,89.79122
320000,江苏省,2005,4368.9494,3713.99692,2987.11556,726.88136,396.27265,172.76956,85.9102299999998
320000,江苏省,2004,3655.61626,,,,,,
320000,江苏省,2003,2794.9354,2397.1249,1870.9098,526.2151,241.5489,106.7286,49.533
320000,江苏省,2002,2199.5164,,1534.9162,1920.9821,137.8057,84.5409,
320000,江苏省,2001,1821.8039,,1365.5148,1618.7004,,66.0585,
320000,江苏省,2000,1538.8416,1380.1891,1223.0221,,112.6942,45.9583,
330000,浙江省,2019,20390.20329,,13831.40173,4565.32563,896.08653,,
330000,浙江省,2018,28756.19628,,20711.88381,5955.37628,882.80976,,
330000,浙江省,2017,27235.82593,,19590.91224,5767.3493,867.55681,,
330000,浙江省,2016,24989.37003,,18234.95478,5101.05587,755.60547,,
330000,浙江省,2015,23980.59,,17665.43612,4713.62074,735.67373,,
330000,浙江省,2014,22668.1864,,16853.02361,4279.58275,688.69926,,
330000,浙江省,2013,20200.02418,,15056.54081,3693.36206,550.82442,,
330000,浙江省,2012,17332.74487,16215.2538,13042.43077,3172.82303,477.03692,514.89116,125.56299
330000,浙江省,2011,14907.41909,13924.53812,11202.09282,2722.4453,418.38206,443.69729,120.80162
330000,浙江省,2010,12007.88571,11195.9541,8893.2144,2302.7397,368.5174,352.6138,90.8004
330000,浙江省,2009,9588.72136,8926.81362,7004.7115,1922.10212,325.97323,260.89805,75.03646
330000,浙江省,2008,8156.0602,7578.02962,6050.47291,1527.55671,278.2326,231.50575,68.29223
330000,浙江省,2007,6971.7052,6464.47895,5148.99535,1315.4836,246.57858,206.3467,54.30097
330000,浙江省,2006,5655.60538,5255.43891,4188.98833,1066.45058,184.14616,167.64344,48.37687
330000,浙江省,2005,4718.7431,4363.59085,3414.37875,949.2121,167.67685,139.63104,47.8443300000003
330000,浙江省,2004,3895.6437,,,,,,
330000,浙江省,2003,3127.2779,2792.3071,2167.2418,625.0653,197.8029,99.6223,37.5456
330000,浙江省,2002,2282.9906,,1542.0123,2016.1091,89.2395,80.1736,
330000,浙江省,2001,1768.449,,1193.6449,1571.6508,,58.6593,
330000,浙江省,2000,1383.7658,1238.001,970.504,,91.0606,54.7042,
340000,安徽省,2019,8503.25833,,4929.45554,2787.07582,464.83838,,
340000,安徽省,2018,7888.45399,,4611.34192,2621.74634,380.08843,,
340000,安徽省,2017,6829.67019,,3946.93482,2200.11219,425.62443,,
340000,安徽省,2016,6047.28994,,3507.55054,1938.04484,388.22787,,
340000,安徽省,2015,5695.94,,3412.59566,1700.2358,366.98684,,
340000,安徽省,2014,5482.92595,,3314.10214,1622.83864,351.15809,,
340000,安徽省,2013,4965.51485,,3036.48627,1449.89341,326.50029,,
340000,安徽省,2012,4230.44122,3774.62624,2572.45442,1202.17182,307.38803,110.81943,37.60752
340000,安徽省,2011,3597.26211,3149.51454,2039.4731,1110.04144,328.63526,81.82587,37.28644
340000,安徽省,2010,2864.96187,2466.4618,1548.4433,918.0185,298.2503,67.5178,32.732
340000,安徽省,2009,2239.57274,1943.38678,1182.83173,760.55505,209.07643,63.32099,23.78854
340000,安徽省,2008,1854.64162,1623.11987,993.34273,629.77714,162.83197,47.92776,20.76202
340000,安徽省,2007,1516.97723,1311.55951,796.30953,515.24998,130.71954,37.32966,37.3685200000001
340000,安徽省,2006,1168.23654,1018.971,604.00832,414.96268,90.8285,30.58164,27.8554
340000,安徽省,2005,963.541,835.14346,475.9967,359.14676,86.98648,27.56005,13.8509900000001
340000,安徽省,2004,788.75577,,,,,,
340000,安徽省,2003,622.7073,557.5966,406.2184,151.3782,35.1572,19.9497,10.0038
340000,安徽省,2002,528.2183,,296.9348,469.6774,8.0436,16.8457,
340000,安徽省,2001,421.55,,279.2982,390.0104,,7.1607,
340000,安徽省,2000,302.824,278.0888,198.2284,,22.4136,2.3216,
350000,福建省,2019,13164.41864,,9430.50054,3082.40863,255.75206,,
350000,福建省,2018,11548.81941,,8258.86572,2724.665,235.04861,,
350000,福建省,2017,9993.64793,,7003.86783,2344.1138,295.39061,,
350000,福建省,2016,8531.44771,,6084.82897,1839.97544,263.71863,,
350000,福建省,2015,7605.81,,5446.50122,1606.20409,233.93488,,
350000,福建省,2014,6689.21171,,4756.70635,1404.11148,228.95162,,
350000,福建省,2013,5461.75014,,3949.15876,1045.5142,215.44699,,
350000,福建省,2012,4424.54392,4023.14383,3206.86314,816.28069,185.16068,144.75972,71.47969
350000,福建省,2011,3692.61571,3323.07051,2622.43019,700.13602,174.69107,123.92456,70.92957
350000,福建省,2010,2935.94358,2634.2297,2017.2693,616.9604,146.2688,96.7758,58.6694
350000,福建省,2009,2204.12659,1953.6624,1522.58625,431.07615,127.11247,79.80689,43.54483
350000,福建省,2008,1852.73949,1607.4936,1305.43062,302.06298,136.07933,70.88741,38.27915
350000,福建省,2007,1544.16597,1352.95489,1032.03528,320.91961,114.41995,59.06881,17.7223199999999
350000,福建省,2006,1161.98677,991.48283,759.88666,231.59617,110.87455,46.46519,13.1642
350000,福建省,2005,873.9771,711.18089,554.6567,156.52419,101.70506,47.78259,13.3085699999999
350000,福建省,2004,671.63229,,,,,,
350000,福建省,2003,549.3441,468.9126,344.7554,124.1572,47.9388,23.6782,8.8145
350000,福建省,2002,402.6874,,253.221,340.2004,21.4689,18.8176,
350000,福建省,2001,369.046,,239.0333,328.1832,,13.152,
350000,福建省,2000,271.142,239.4134,179.1588,,21.104,10.6246,
360000,江西省,2019,7944.79701,,5113.15282,2208.96415,262.50027,,
360000,江西省,2018,6993.40245,,4505.4934,1944.46238,240.95723,,
360000,江西省,2017,6166.81262,,4057.94277,1661.78424,189.82882,,
360000,江西省,2016,5179.02842,,3475.04235,1299.78538,170.3433,,
360000,江西省,2015,4602.49,,3137.75291,1075.63081,136.13922,,
360000,江西省,2014,4122.63361,,2838.89992,950.50486,115.2515,,
360000,江西省,2013,3469.97632,,2360.74716,873.29196,95.53845,,
360000,江西省,2012,2789.57078,2591.54117,1814.43827,777.1029,84.34565,81.79942,31.88454
360000,江西省,2011,2095.46924,1889.07216,1302.16446,586.9077,126.97932,50.98659,28.43117
360000,江西省,2010,1690.0217,1514.2796,982.8563,531.4233,110.9565,34.0049,30.7808
360000,江西省,2009,1323.24277,1181.97797,740.93163,441.04634,90.47551,28.03718,22.75211
360000,江西省,2008,1032.94219,910.07556,608.67238,301.40318,75.9797,24.30437,22.58256
360000,江西省,2007,786.14038,715.00746,477.33772,237.66974,43.58275,16.94395,10.60622
360000,江西省,2006,668.8948,598.75693,383.04237,215.71456,43.81965,14.91414,11.40408
360000,江西省,2005,566.0408,501.88862,336.45655,165.43207,40.73706,12.96836,10.44675
360000,江西省,2004,461.76931,,,,,,
360000,江西省,2003,359.3356,322.7637,214.9397,107.824,25.4113,10.0639,1.0967
360000,江西省,2002,245.0718,,147.239,215.131,12.3598,9.5181,
360000,江西省,2001,169.153,,116.0155,161.0215,,2.6865,
360000,江西省,2000,116.4115,113.6488,88.9791,,2.0468,0.7159,
370000,山东省,2019,14269.28547,,8658.1986,3864.89429,986.91291,,
370000,山东省,2018,12898.2939,,8043.129,3476.41584,764.34787,,
370000,山东省,2017,11477.75396,,7361.88466,2946.48302,594.96275,,
370000,山东省,2016,10087.42508,,6493.17825,2632.94669,489.02551,,
370000,山东省,2015,9381.72,,6126.89519,2364.94491,436.50972,,
370000,山东省,2014,9313.45846,,6207.87623,2272.72068,406.08384,,
370000,山东省,2013,8467.67469,,5526.52865,2071.94602,346.48701,,
370000,山东省,2012,7281.33209,6620.97686,4739.52844,1881.44842,311.06328,268.51892,80.77303
370000,山东省,2011,6482.90003,5662.41557,4036.54237,1625.8732,493.3115,236.51397,90.65899
370000,山东省,2010,5496.58605,4744.0123,3317.0671,1426.9452,535.292,133.399,83.8828
370000,山东省,2009,4579.15384,3916.00188,2768.2239,1147.77798,478.45573,117.91455,66.78168
370000,山东省,2008,3821.93445,3258.57155,2332.08552,926.48603,402.25235,102.65986,58.45069
370000,山东省,2007,3289.045,2786.96295,2005.04803,781.91492,355.85493,92.19239,54.03473
370000,山东省,2006,2791.81232,2382.30076,1741.84816,640.4526,287.80324,69.97158,51.73674
370000,山东省,2005,2509.0992,2139.22047,1563.80728,575.41319,256.12973,66.35451,47.3944700000002
370000,山东省,2004,1969.00618,,,,,,
370000,山东省,2003,1481.3618,1286.9314,1039.9311,247.0003,151.6965,31.1424,11.5915
370000,山东省,2002,1151.173,,813.7925,1024.1917,54.0942,25.9876,
370000,山东省,2001,984.2204,,715.4988,880.7114,,19.7632,
370000,山东省,2000,817.0949,717.089,587.5068,,82.9894,17.0165,
410000,河南省,2019,12701.67948,,7083.58131,3992.18227,863.28597,,
410000,河南省,2018,11360.51909,,6245.76332,3769.36295,709.39909,,
410000,河南省,2017,10086.58252,,5463.10708,3292.27209,738.39011,,
410000,河南省,2016,8807.98649,,4594.4078,3106.08523,615.00465,,
410000,河南省,2015,8047.65,,4285.80047,2816.43436,479.72121,,
410000,河南省,2014,7911.88913,,4177.71561,2810.63943,479.12084,,
410000,河南省,2013,7003.20135,,3753.51476,2513.15394,423.15015,,
410000,河南省,2012,6009.0765,5341.37226,3175.18818,2166.18408,351.7299,150.34002,165.63432
410000,河南省,2011,5279.35576,4546.8105,2500.48718,2046.32332,442.91361,138.58486,151.04679
410000,河南省,2010,4400.60816,3811.6485,2014.6598,1796.9887,357.4859,113.7982,117.6756
410000,河南省,2009,3596.48672,3128.50171,1641.03857,1487.46314,289.45579,81.62109,96.90813
410000,河南省,2008,2824.05347,2418.69335,1414.11986,1004.57349,248.11437,63.68844,93.55731
410000,河南省,2007,2151.72298,1769.724,1117.59639,652.12761,280.69234,40.99341,60.3132300000001
410000,河南省,2006,1530.9254,1252.18512,791.81872,460.3664,222.60629,19.371,36.76299
410000,河南省,2005,1066.1498,865.35091,526.85099,338.49992,156.71976,17.07504,27.0041200000001
410000,河南省,2004,817.13473,,,,,,
410000,河南省,2003,634.5217,563.3373,334.6899,228.6474,53.4623,10.2572,7.4649
410000,河南省,2002,536.7328,,282.6242,463.9308,32.1514,7.7274,
410000,河南省,2001,452.4908,,276.0096,393.4896,,7.3341,
410000,河南省,2000,357.3425,306.2959,218.8896,,47.2947,3.7518,
420000,湖北省,2019,16979.66562,,10473.1968,5481.0071,592.77489,,
420000,湖北省,2018,15133.8712,,9351.36228,4841.33699,532.91068,,
420000,湖北省,2017,13390.7311,,8081.58506,4339.41922,591.2374,,
420000,湖北省,2016,11862.39733,,7008.27336,3980.58765,525.61918,,
420000,湖北省,2015,10592.86,,6266.20517,3493.23738,502.42226,,
420000,湖北省,2014,10059.58901,,5904.83762,3343.48755,484.5492,,
420000,湖北省,2013,8465.26901,,4712.61899,2899.40006,461.87188,,
420000,湖北省,2012,7043.42193,6377.7993,3890.22303,2487.57627,428.27273,132.10878,105.24112
420000,湖北省,2011,5586.44612,5021.29182,2816.99527,2204.29655,396.68476,80.89746,87.57208
420000,湖北省,2010,4345.2006,3776.4088,1977.3013,1799.1075,410.6436,75.1021,83.0461
420000,湖北省,2009,3421.89272,3061.18771,1638.22497,1422.96274,209.64791,65.31912,85.73798
420000,湖北省,2008,2605.08155,2288.96035,1324.6021,964.35825,193.09308,56.16069,66.86743
