省份编码,省份,年份,建筑业企业实收资本(亿元),内资建筑业企业实收资本(亿元),国有建筑业企业实收资本(亿元),集体建筑业企业实收资本(亿元),港澳台商投资建筑业企业实收资本(亿元),港澳台商独资建筑业企业实收资本(亿元),外商投资建筑业企业实收资本(亿元),外商独资建筑业企业实收资本(亿元)
150000,内蒙古自治区,2003,88.2095,87.8477,9.5769,2.5131,0.2546,0.0518,0.1072,0.0
150000,内蒙古自治区,2002,82.902,82.7102,17.4662,4.9764,0.1718,0.0518,0.02,
150000,内蒙古自治区,2001,61.2791,61.0871,17.6655,4.9228,0.192,0.0518,,
150000,内蒙古自治区,2000,39.8049,39.5439,13.7374,6.3469,0.1738,0.0418,0.0872,
210000,辽宁省,2019,974.94202,948.84241,88.8104,17.60839,23.05831,22.10558,3.0413,0.06341
210000,辽宁省,2018,1153.91163,1126.19911,107.76111,22.61075,23.48661,22.20423,4.22591,0.06341
210000,辽宁省,2017,1021.55537,992.54568,115.58048,22.14639,23.88311,22.11842,5.12658,0.16107
210000,辽宁省,2016,982.96077,948.46556,114.2525,24.23192,29.01959,22.11842,5.47562,0.13495
210000,辽宁省,2015,1624.68688,1587.60105,107.92498,26.49937,28.24115,22.11842,8.84468,1.75287
210000,辽宁省,2014,1077.73694,1066.26149,134.39412,30.0575,4.64317,0.644,6.83228,1.18293
210000,辽宁省,2013,,,,,,,,
210000,辽宁省,2012,1102.47118,1092.65155,123.94622,36.96893,3.27587,0.0449,6.54376,1.74292
210000,辽宁省,2011,779.38823,755.9637,109.92399,35.08898,13.97788,11.2979,9.44665,1.71568
210000,辽宁省,2010,672.1894,659.8716,82.8216,36.2966,2.4738,0.2765,9.844,1.7142
210000,辽宁省,2009,536.3421,523.01732,78.73611,30.23885,3.26228,0.19754,10.0625,2.29321
210000,辽宁省,2008,457.71695,447.17463,85.63547,30.9406,2.07452,0.09,8.4678,1.70093
210000,辽宁省,2007,427.01221,410.37243,81.02001,31.54775,3.35475,0.0235,13.28503,0.75377
210000,辽宁省,2006,408.06446,394.91607,80.81459,42.4714,3.27285,0.105,9.87554,0.67743
210000,辽宁省,2005,375.94461,363.28858,81.63836,40.39893,3.08813,0.6934,9.5679,0.23607
210000,辽宁省,2004,,,,,,,,
210000,辽宁省,2003,305.0211,293.4376,85.7083,48.474,2.9,0.0,8.6835,0.1415
210000,辽宁省,2002,285.1724,274.6752,88.3488,57.948,4.9546,,5.5426,0.1681
210000,辽宁省,2001,248.6611,239.4232,89.5029,54.6863,4.4922,0.1653,4.7457,
210000,辽宁省,2000,173.4487,169.0269,72.4266,51.9737,1.8111,,2.6107,0.0669
220000,吉林省,2019,523.56489,523.10579,30.11317,2.11215,0.4591,0.0505,,
220000,吉林省,2018,527.84543,526.44533,23.0845,2.60725,1.3941,0.0505,0.006,
220000,吉林省,2017,505.81549,503.47139,27.95153,2.84609,2.3441,0.0505,,
220000,吉林省,2016,499.38487,496.85221,26.07498,3.49205,2.4736,,0.05906,
220000,吉林省,2015,460.15808,457.65448,17.59441,3.46168,2.4436,,0.06,
220000,吉林省,2014,498.34679,496.02319,26.64622,3.47134,2.2636,,0.06,
220000,吉林省,2013,,,,,,,,
220000,吉林省,2012,690.73175,689.38815,34.29051,5.69177,1.3436,,,
220000,吉林省,2011,227.57434,226.37434,30.16179,4.49167,1.2,,,
220000,吉林省,2010,201.5714,197.3864,14.5307,1.7003,4.185,,,
220000,吉林省,2009,228.5134,227.1603,66.84347,3.93736,1.1101,,0.243,
220000,吉林省,2008,185.63843,184.71557,19.49436,3.98362,0.32286,,0.6,
220000,吉林省,2007,127.02385,125.92385,23.63299,5.01547,0.9,,0.2,
220000,吉林省,2006,126.11524,125.06215,25.31679,6.03811,0.453,,0.60009,
220000,吉林省,2005,115.79399,114.51553,39.17297,6.64073,0.52266,,0.7558,
220000,吉林省,2004,,,,,,,,
220000,吉林省,2003,102.3735,101.3199,37.3766,9.3983,0.3608,0.0668,0.6928,0.01
220000,吉林省,2002,95.4818,94.1372,37.1167,9.249,0.4737,0.0668,0.8709,0.0166
220000,吉林省,2001,84.1203,82.9911,32.9835,10.9979,0.161,,0.9682,
220000,吉林省,2000,53.9108,53.8647,37.0268,7.4185,0.0361,0.0051,0.0101,0.0101
230000,黑龙江省,2019,533.32725,532.97345,101.63692,7.78079,0.166,,0.1878,
230000,黑龙江省,2018,498.88692,498.53539,88.49742,11.15085,0.166,,0.18553,
230000,黑龙江省,2017,481.59675,480.96157,102.30277,11.30049,0.41628,,0.2189,
230000,黑龙江省,2016,426.48753,425.99574,71.0298,10.97904,0.2729,,0.21889,
230000,黑龙江省,2015,402.28785,401.79573,68.6273,11.53423,0.2729,,0.21922,
230000,黑龙江省,2014,474.40295,473.01968,65.20848,13.85846,0.166,,1.21727,1.0
230000,黑龙江省,2013,,,,,,,,
230000,黑龙江省,2012,401.07905,399.5279,77.51321,18.23246,0.226,,1.32515,1.0
230000,黑龙江省,2011,358.7785,357.20692,75.52697,16.42339,0.226,,1.34558,1.0
230000,黑龙江省,2010,328.994,327.6493,68.3095,16.9999,0.2205,,1.1242,1.0
230000,黑龙江省,2009,323.23295,320.82247,68.64846,16.28788,1.28627,,1.12421,1.0
230000,黑龙江省,2008,313.27503,310.82303,67.56555,17.52716,1.41908,,1.03292,1.0
230000,黑龙江省,2007,269.91689,268.0853,61.92956,19.11047,1.23627,,0.59532,
230000,黑龙江省,2006,270.06321,268.5057,65.83553,18.40032,1.22627,,0.33124,
230000,黑龙江省,2005,258.576,256.69755,48.72079,17.87551,0.2729,,1.60555,
230000,黑龙江省,2004,,,,,,,,
230000,黑龙江省,2003,212.4403,210.9948,46.8993,22.0315,0.2373,0.08,1.2082,0.0
230000,黑龙江省,2002,191.1019,190.5434,51.6115,24.2137,0.1631,0.02,0.3954,
230000,黑龙江省,2001,156.48,155.4673,59.5874,25.3448,0.6281,0.0736,0.3846,
230000,黑龙江省,2000,101.2418,100.3183,48.2385,23.9876,0.5205,0.0736,0.4031,0.05
310000,上海市,2019,1388.29539,1348.50046,271.38061,4.1572,24.097,10.02114,15.69793,10.91397
310000,上海市,2018,1341.50744,1303.36107,264.38806,4.3187,25.06346,10.40832,13.08291,8.82625
310000,上海市,2017,1315.24223,1278.63849,167.66164,4.63069,22.10299,4.94608,14.50075,9.18026
310000,上海市,2016,1197.04624,1158.6746,136.46516,5.68269,22.52301,6.95308,15.84863,8.19781
310000,上海市,2015,1127.84369,1091.85615,129.8845,5.78748,22.96717,7.10563,13.02037,7.66057
310000,上海市,2014,1067.50719,1033.45575,125.18152,5.93292,21.76625,5.3271,12.28519,7.10007
310000,上海市,2013,,,,,,,,
310000,上海市,2012,850.19814,818.00874,168.88241,13.03417,18.17996,4.63476,14.00944,8.14274
310000,上海市,2011,770.77465,739.67609,161.42261,15.96518,18.98074,5.11181,12.11782,6.78588
310000,上海市,2010,695.5985,666.4868,136.6654,12.2725,14.9164,4.2029,14.1953,6.7878
310000,上海市,2009,662.16129,632.94444,131.72662,19.39843,17.03787,2.82572,12.17898,6.0334
310000,上海市,2008,628.22637,595.61555,137.19704,12.35763,19.16706,5.47732,13.44376,6.99488
310000,上海市,2007,522.3445,497.18985,72.37118,15.9204,11.31704,2.39431,13.83761,6.95437
310000,上海市,2006,466.49217,443.52487,74.52734,17.81303,9.96636,1.39963,13.00094,4.92245
310000,上海市,2005,382.18937,355.69974,64.84182,16.44424,11.66275,0.29352,14.82688,3.61301
310000,上海市,2004,,,,,,,,
310000,上海市,2003,300.3572,281.4559,65.9359,26.1777,13.0031,0.0029,5.8982,0.0
310000,上海市,2002,226.3463,208.9053,56.0389,24.2591,10.3992,0.2168,7.0418,
310000,上海市,2001,185.7783,171.1104,61.0991,24.7845,8.531,0.05,6.1369,0.1544
310000,上海市,2000,180.0932,164.6359,66.3492,22.3213,9.6121,0.2312,5.8452,0.0986
320000,江苏省,2019,3615.41634,3588.4684,158.47894,11.74111,9.2454,2.8704,17.70254,8.05221
320000,江苏省,2018,3551.80371,3517.47559,157.377,13.5421,10.40163,3.09251,23.92649,9.03866
320000,江苏省,2017,3244.60123,3215.8398,141.14851,18.91751,11.67597,2.26412,17.08546,6.52215
320000,江苏省,2016,2903.65711,2874.46649,139.09104,20.10321,12.78524,2.3471,16.40538,6.84739
320000,江苏省,2015,2703.44227,2675.26948,114.97376,20.09895,12.31135,2.33709,15.86144,7.24492
320000,江苏省,2014,2568.13991,2535.68753,126.15638,20.24383,13.7293,1.99277,18.72308,8.34295
320000,江苏省,2013,,,,,,,,
320000,江苏省,2012,2192.3084,2159.10132,119.732,52.29765,14.11964,3.70955,19.08744,8.54345
320000,江苏省,2011,2230.1996,2203.53936,117.56576,43.87015,12.25984,2.23977,14.4004,7.77111
320000,江苏省,2010,1534.4825,1511.7399,93.948,38.9619,10.5614,3.8254,12.1811,7.2173
320000,江苏省,2009,1347.65398,1317.62521,110.39397,44.53095,12.48213,5.76385,17.54664,5.9254
320000,江苏省,2008,1147.66779,1121.13322,83.78156,47.33951,11.27113,3.97472,15.26344,6.79714
320000,江苏省,2007,982.07595,959.32489,89.29966,71.20741,9.77016,3.26033,12.9809,5.81807
320000,江苏省,2006,825.16393,806.46964,77.91652,62.3529,8.55712,2.39938,10.13717,5.1408
320000,江苏省,2005,690.49327,673.19895,70.7533,60.44955,8.80346,3.32165,8.49086,3.41375
320000,江苏省,2004,,,,,,,,
320000,江苏省,2003,531.9921,524.9039,84.402,81.2092,4.1529,0.0,2.9353,0.1654
320000,江苏省,2002,478.6314,470.4952,104.8662,101.666,5.7027,0.21,2.4335,
320000,江苏省,2001,391.7919,384.8735,89.636,100.5523,4.859,,2.0593,0.015
320000,江苏省,2000,296.7062,290.4999,77.1185,127.6408,4.358,,1.8482,
330000,浙江省,2019,2666.46873,2645.8529,63.6516,16.27137,18.74822,1.94065,1.86761,0.25
330000,浙江省,2018,2678.85336,2662.67512,48.06294,16.29349,14.36063,2.05647,1.81761,0.2
330000,浙江省,2017,2626.98177,2617.22998,44.56558,17.42593,7.42226,2.00996,2.32953,0.7
330000,浙江省,2016,2433.21453,2426.00716,52.81787,16.81623,4.88976,0.51027,2.31761,
330000,浙江省,2015,2312.92334,2304.44774,49.82376,17.5568,6.34447,0.51027,2.13113,0.20352
330000,浙江省,2014,2199.95306,2191.29392,52.85377,16.74477,6.52235,0.51027,2.13679,0.25168
330000,浙江省,2013,,,,,,,,
330000,浙江省,2012,1752.14697,1741.41752,59.67216,23.23349,8.5605,0.51027,2.16895,0.25169
330000,浙江省,2011,1532.43977,1520.41838,38.91104,19.23688,5.59785,0.08325,6.42354,0.25169
330000,浙江省,2010,1321.5786,1310.7717,30.791,18.8075,4.6963,0.0833,6.1106,0.2517
330000,浙江省,2009,1080.32072,1071.56503,28.42185,17.86403,3.25078,0.08326,5.50491,
330000,浙江省,2008,914.94825,909.1527,32.66051,16.75208,3.05051,0.08326,2.74504,
330000,浙江省,2007,795.50083,789.05524,33.91577,17.80296,2.86363,0.08326,3.58196,
330000,浙江省,2006,695.40321,690.46612,32.49246,20.27044,2.89041,0.08326,2.04668,
330000,浙江省,2005,567.07952,560.91239,28.76531,26.78256,2.47113,0.06136,3.696,
330000,浙江省,2004,,,,,,,,
330000,浙江省,2003,423.724,420.0537,29.2012,41.1186,2.0497,0.01,1.6206,0.0453
330000,浙江省,2002,364.8692,361.0189,29.4167,48.3056,1.6184,0.0324,2.2319,0.1496
330000,浙江省,2001,317.8217,313.4644,24.381,51.2258,1.7802,0.0597,2.5771,0.0492
330000,浙江省,2000,258.6413,254.9539,28.9487,74.9433,1.5634,0.098,2.124,0.0977
340000,安徽省,2019,1200.73989,1199.0842,115.51118,5.96214,1.33569,0.92383,0.32,
340000,安徽省,2018,1177.64406,1176.2765,116.45121,7.14137,1.04756,0.95759,0.32,
340000,安徽省,2017,1060.33502,1056.41381,125.52757,13.58455,0.85769,0.70759,3.06352,2.44118
340000,安徽省,2016,918.19333,915.78291,96.02221,11.23134,0.51479,0.45679,1.89563,1.38329
340000,安徽省,2015,807.5322,805.51596,72.06945,11.54801,0.57052,0.51802,1.44572,0.90291
340000,安徽省,2014,820.06217,818.23288,131.87976,10.38609,0.57308,0.52308,1.25621,1.00291
340000,安徽省,2013,,,,,,,,
340000,安徽省,2012,593.02545,591.39117,71.76036,16.18427,1.18353,0.2287,0.45075,0.20372
340000,安徽省,2011,489.50201,487.47175,65.38246,17.88379,1.47791,0.52308,0.55235,0.20372
340000,安徽省,2010,460.8657,458.3998,102.2872,14.2137,1.3749,0.4601,1.0909,0.1556
340000,安徽省,2009,365.02671,362.22768,72.61275,16.707,1.84446,0.85963,0.95457,0.1215
340000,安徽省,2008,324.60766,322.08063,73.82083,17.33506,1.38163,0.46008,1.1454,0.16959
340000,安徽省,2007,285.82454,283.21929,66.35463,16.44316,2.07686,0.62526,0.52839,
340000,安徽省,2006,265.83992,263.54982,72.83938,17.97488,1.88307,0.51797,0.40703,
340000,安徽省,2005,213.39429,212.30302,44.90378,23.06281,0.8268,0.37356,0.26447,0.04696
340000,安徽省,2004,,,,,,,,
340000,安徽省,2003,197.7828,196.5468,52.6101,41.0763,0.7115,0.1207,0.5245,0.1738
340000,安徽省,2002,195.6648,194.3416,62.6627,46.1348,0.8322,0.354,0.491,0.1489
340000,安徽省,2001,140.4608,139.6206,59.2371,36.7959,0.4136,0.1712,0.4266,0.075
340000,安徽省,2000,86.3365,85.7303,39.0254,28.8511,0.4494,0.0678,0.1568,
350000,福建省,2019,1727.01342,1719.73175,69.59443,9.8049,3.93785,1.10561,3.34382,1.5088
350000,福建省,2018,1680.15945,1671.48293,69.80534,9.51174,6.57652,1.61133,2.1,1.0
350000,福建省,2017,1497.41619,1489.02152,93.64279,9.81946,7.20826,1.66559,1.18641,
350000,福建省,2016,1360.31434,1353.08701,70.53647,10.62326,6.04092,1.66805,1.18641,
350000,福建省,2015,1266.50588,1258.47213,69.47637,10.78302,6.84734,1.68537,1.18641,
350000,福建省,2014,1115.09794,1106.72987,57.26433,10.04126,6.98166,0.72735,1.38641,
350000,福建省,2013,,,,,,,,
350000,福建省,2012,750.48925,743.86965,66.08932,14.48216,5.57432,0.7353,1.04528,0.42306
350000,福建省,2011,599.96051,594.13285,50.54847,13.16763,4.70015,0.64924,1.12751,0.42306
350000,福建省,2010,504.6855,498.0593,44.2349,9.9169,5.5286,1.7493,1.0977,0.4231
350000,福建省,2009,444.39253,438.42584,71.22471,10.77888,4.91292,1.56247,1.05377,0.42306
350000,福建省,2008,359.09068,352.06347,37.94574,11.59073,5.28144,1.58519,1.74577,0.42306
350000,福建省,2007,298.61748,291.81028,31.72639,18.57785,5.37744,2.10092,1.42976,0.42306
350000,福建省,2006,265.68962,258.50721,32.13558,13.869,4.93006,1.411,2.25235,1.02106
350000,福建省,2005,241.81911,235.67354,32.12579,25.97394,4.20584,0.58285,1.93973,0.57502
350000,福建省,2004,,,,,,,,
350000,福建省,2003,198.4457,192.0161,48.8492,38.2054,4.4274,0.5004,2.0022,0.1994
350000,福建省,2002,168.3151,162.2582,39.2361,46.0364,3.5915,0.6929,2.4654,0.2939
350000,福建省,2001,130.7147,126.115,37.9473,29.936,2.8771,0.8641,1.7225,0.6919
350000,福建省,2000,102.4266,97.2734,29.4997,28.8935,3.2837,1.3887,1.8696,0.396
360000,江西省,2019,1182.77692,1169.68262,60.42882,30.43702,12.96641,0.00945,0.12789,
360000,江西省,2018,1196.75557,1183.62074,55.0084,31.03365,12.96925,0.00945,0.16558,
360000,江西省,2017,1014.31434,999.61481,69.35164,33.27638,14.57512,0.02232,0.12441,
360000,江西省,2016,968.42329,956.35897,66.27918,35.24134,11.98176,0.02232,0.08256,
360000,江西省,2015,679.5768,667.64556,67.03772,33.46776,11.76682,0.02232,0.16442,
360000,江西省,2014,630.32261,618.19409,59.65172,34.10322,12.07802,0.02232,0.0505,
360000,江西省,2013,,,,,,,,
360000,江西省,2012,508.17886,501.3047,61.14977,38.65598,6.82366,0.02232,0.0505,
360000,江西省,2011,302.84569,301.18288,64.51146,36.58449,1.65781,0.08682,0.005,
360000,江西省,2010,282.0636,279.1398,73.9371,35.1095,1.8247,0.0223,1.099,0.099
360000,江西省,2009,232.15313,230.01543,61.56844,36.45841,1.9577,0.02232,0.18,0.1
360000,江西省,2008,216.99543,215.51429,52.80607,33.75806,1.28136,0.04715,0.19978,0.1
360000,江西省,2007,173.76107,172.05371,50.50008,32.09684,1.51404,0.11371,0.19332,
360000,江西省,2006,158.89114,157.15408,47.94397,31.17539,1.54371,0.02632,0.19335,
360000,江西省,2005,146.41085,144.86569,44.47734,30.00135,1.35184,0.03432,0.19332,
360000,江西省,2004,,,,,,,,
360000,江西省,2003,119.1017,117.7967,48.1818,28.724,1.0167,0.282,0.2883,0.0792
360000,江西省,2002,97.8152,97.0529,36.6663,25.4263,0.5505,0.082,0.2118,
360000,江西省,2001,59.1494,58.9251,30.2542,20.0293,0.2243,,,
360000,江西省,2000,33.5582,33.5426,15.9872,14.4921,,,0.0156,
370000,山东省,2019,2269.51832,2267.11529,284.93902,43.141,1.2666,,1.13643,
370000,山东省,2018,2219.35958,2216.38064,291.65846,47.85715,1.3667,,1.61224,0.07388
370000,山东省,2017,2016.64411,2007.19859,268.91491,62.94771,7.69438,,1.75114,0.08696
370000,山东省,2016,1869.31235,1861.02057,219.64892,68.2481,6.7609,,1.53088,0.11115
370000,山东省,2015,1540.5013,1531.84738,196.00206,66.9387,7.07381,,1.58011,0.1122
370000,山东省,2014,1621.13,1611.85179,172.63623,68.08077,7.33018,0.05,1.94803,0.1122
370000,山东省,2013,,,,,,,,
370000,山东省,2012,1641.40616,1633.75195,158.60114,88.8036,5.78981,0.13237,1.8644,0.17328
370000,山东省,2011,1101.21876,1093.61676,154.77421,89.98996,5.60864,0.06,1.99336,0.47734
370000,山东省,2010,967.9231,961.0952,120.7523,79.0789,3.972,0.2318,2.8559,0.6369
370000,山东省,2009,909.19988,897.94288,112.01027,80.58134,4.52729,0.47949,6.72971,0.63688
370000,山东省,2008,842.77929,831.98723,115.19827,78.74487,4.28864,0.35649,6.50342,0.78623
370000,山东省,2007,698.66354,688.39515,100.53766,78.27079,4.09634,0.25761,6.17205,0.89916
370000,山东省,2006,638.55438,631.1493,91.45796,81.50703,3.92665,0.41701,3.47843,0.35069
370000,山东省,2005,615.49491,607.57616,91.05242,88.97824,4.61765,0.4904,3.3011,0.51602
370000,山东省,2004,,,,,,,,
370000,山东省,2003,426.3245,420.8513,79.6544,96.7021,1.8359,0.3565,3.6373,0.0593
370000,山东省,2002,367.7497,364.0572,76.1555,100.636,2.1197,0.471,1.5728,0.3673
370000,山东省,2001,263.7122,260.8723,64.3019,75.8373,1.9289,0.4991,0.911,0.4054
370000,山东省,2000,165.605,163.1106,47.6561,64.531,1.6974,0.5489,0.797,0.2465
410000,河南省,2019,2143.18177,2141.24773,160.01688,18.82497,0.30409,,1.62995,0.33066
410000,河南省,2018,2066.32784,2064.78804,160.45207,19.90952,0.30409,,1.23571,0.08624
410000,河南省,2017,2017.52124,2015.01397,117.34057,19.98722,1.37084,,1.13643,0.08624
410000,河南省,2016,1636.48347,1635.06687,114.02311,20.82271,0.72459,,0.69201,0.08624
410000,河南省,2015,1352.69345,1351.38935,95.95482,19.94884,0.5128,,0.7913,0.08624
