省份编码,省份,年份,建筑业企业资产(亿元),内资建筑业企业资产(亿元),国有建筑业企业资产(亿元),集体建筑业企业资产(亿元),港澳台商投资建筑业企业资产(亿元),港澳台商独资建筑业企业资产(亿元),外商投资建筑业企业资产(亿元),外商独资建筑业企业资产(亿元)
150000,内蒙古自治区,2012,1617.55814,1617.55814,127.79171,7.67401,,,,
150000,内蒙古自治区,2011,1321.76481,1321.66304,104.10825,5.17995,,,0.10177,
150000,内蒙古自治区,2010,973.5992,973.5992,92.0123,7.0458,,,,
150000,内蒙古自治区,2009,742.50479,742.42112,79.75834,7.07605,,,0.08367,
150000,内蒙古自治区,2008,590.23728,590.13074,75.47188,6.05825,,,0.10654,
150000,内蒙古自治区,2007,494.14111,494.04081,59.41342,2.66254,,,0.1003,
150000,内蒙古自治区,2006,387.46392,387.34995,28.09874,2.75834,0.0,0.0,0.11397,0.0
150000,内蒙古自治区,2005,344.15321,344.02592,22.64658,3.02433,,,0.12729,
150000,内蒙古自治区,2004,,,,,,,,
150000,内蒙古自治区,2003,264.1549,263.2885,31.9869,6.5333,0.6281,0.1803,0.2383,0.0
150000,内蒙古自治区,2002,234.7074,234.0375,53.4933,14.2124,0.5873,0.1565,0.0826,
150000,内蒙古自治区,2001,185.05429,184.5449,65.8154,17.9024,0.5094,0.1496,,
150000,内蒙古自治区,2000,152.51852,151.9877,61.0559,30.3447,0.3757,0.0861,0.1551,
210000,辽宁省,2019,6251.81844,6127.41447,679.70068,127.15317,109.64043,105.58967,14.76354,0.13404
210000,辽宁省,2018,6005.17786,5873.04464,688.78337,133.32969,115.10422,109.71882,17.029,0.4613
210000,辽宁省,2017,5964.79004,5800.24626,904.43728,126.83688,145.85212,130.9398,18.69166,0.54361
210000,辽宁省,2016,5984.50411,5761.46919,826.35635,135.66567,193.38516,141.41569,29.64976,0.526
210000,辽宁省,2015,6877.92894,6672.06434,833.23403,150.56366,155.87363,138.92777,49.99097,20.04794
210000,辽宁省,2014,6331.54594,6250.93887,922.29472,164.37388,39.35327,14.92686,41.2538,17.89714
210000,辽宁省,2013,,,,,,,,
210000,辽宁省,2012,5104.5894,5030.79855,928.79756,186.42443,14.38267,0.052,59.40818,36.43426
210000,辽宁省,2011,3989.76183,3814.90811,764.35498,170.94549,111.49474,95.96125,63.35898,32.70147
210000,辽宁省,2010,3181.395,3114.1829,526.8886,153.8732,11.7282,1.0722,55.4839,25.4488
210000,辽宁省,2009,2407.20008,2346.67393,560.32698,133.66623,9.91938,0.34151,50.60677,25.30997
210000,辽宁省,2008,1939.96403,1905.11474,474.11345,127.07323,6.66221,0.10735,28.18708,13.10313
210000,辽宁省,2007,1701.11323,1645.03369,390.20148,115.69096,9.33016,0.1667,46.74938,1.5084
210000,辽宁省,2006,1456.87987,1411.51515,374.58687,145.10344,8.22462,0.11013,37.1401,1.29383
210000,辽宁省,2005,1253.94882,1212.55925,355.70376,127.58583,8.50146,0.77861,32.88811,0.3167
210000,辽宁省,2004,,,,,,,,
210000,辽宁省,2003,1015.3341,978.6803,338.7967,147.3506,7.3306,0.0,29.3232,0.607
210000,辽宁省,2002,930.155,901.5456,334.0779,172.9364,13.9383,,14.6711,0.6883
210000,辽宁省,2001,830.91359,804.6981,338.87,173.25,14.6164,0.184,11.5991,
210000,辽宁省,2000,698.48034,683.3438,333.9904,186.6794,7.3473,,7.7892,0.3718
220000,吉林省,2019,2747.62452,2738.62926,289.94944,16.04937,8.99526,0.56136,,
220000,吉林省,2018,2671.57014,2648.34442,296.20545,19.92071,22.60652,0.47878,0.6192,
220000,吉林省,2017,2484.94201,2455.5766,150.18199,21.0002,28.7103,0.10412,0.65511,
220000,吉林省,2016,2418.50557,2390.97899,148.30625,20.44991,27.11392,,0.41266,
220000,吉林省,2015,2344.91967,2314.77342,256.05765,21.25915,29.67832,,0.46793,
220000,吉林省,2014,2087.06994,2059.51981,122.28235,21.29439,27.07558,,0.47455,
220000,吉林省,2013,,,,,,,,
220000,吉林省,2012,1677.95738,1662.8953,133.77831,22.401,15.06208,,,
220000,吉林省,2011,1107.66827,1097.2675,119.98106,17.35175,10.40077,,,
220000,吉林省,2010,873.1875,867.2891,81.5458,7.4365,5.8984,,,
220000,吉林省,2009,633.93982,627.78765,87.49188,11.16532,5.57691,,0.57526,
220000,吉林省,2008,653.50747,651.18045,86.68526,11.43134,0.71928,,1.60774,
220000,吉林省,2007,519.77813,516.36236,84.92923,14.63241,2.62054,,0.79523,
220000,吉林省,2006,523.05656,519.19761,91.88549,20.62633,2.54913,0.0,1.30982,0.0
220000,吉林省,2005,485.7475,481.67261,179.38405,20.28906,2.45398,,1.62091,
220000,吉林省,2004,,,,,,,,
220000,吉林省,2003,405.1415,402.4815,174.0858,26.9606,1.1306,0.2377,1.5294,0.0312
220000,吉林省,2002,357.3129,353.4794,163.0132,30.4507,1.5267,0.5366,2.3068,0.0329
220000,吉林省,2001,322.8787,320.1495,150.5646,35.4196,0.4754,,2.2538,
220000,吉林省,2000,252.41579,252.2881,179.7267,31.6475,0.1037,0.0118,0.024,0.024
230000,黑龙江省,2019,2201.26137,2199.09552,530.96958,40.00854,0.93464,,1.23121,
230000,黑龙江省,2018,2061.54586,2058.08252,476.18748,49.4927,0.93464,,2.5287,
230000,黑龙江省,2017,2017.71531,2011.46708,524.20076,50.79201,1.42462,,4.82361,
230000,黑龙江省,2016,1957.63375,1950.96816,444.88937,55.90929,0.91739,,5.7482,
230000,黑龙江省,2015,1727.43735,1719.8344,429.50683,78.41737,0.77857,,6.82438,
230000,黑龙江省,2014,1795.58821,1784.77375,431.9697,88.11727,0.50845,,10.30601,2.81281
230000,黑龙江省,2013,,,,,,,,
230000,黑龙江省,2012,1639.8329,1634.62625,517.40798,93.29397,0.35242,,4.85423,2.81281
230000,黑龙江省,2011,1459.59427,1455.07541,510.63727,73.32086,0.3603,,4.15856,2.71332
230000,黑龙江省,2010,1195.1907,1193.0484,367.5323,61.959,0.375,,1.7674,1.6786
230000,黑龙江省,2009,1082.92217,1077.95326,382.10003,53.1004,3.15515,,1.81376,1.72839
230000,黑龙江省,2008,1039.70272,1034.39529,396.45471,56.56879,3.5197,,1.78773,1.67913
230000,黑龙江省,2007,914.25712,910.06503,301.17193,59.4555,3.15484,,1.03725,
230000,黑龙江省,2006,820.34401,816.87788,241.80502,54.53623,3.1146,0.0,0.35153,0.0
230000,黑龙江省,2005,703.80658,699.19813,188.94075,49.58285,0.38806,,4.22039,
230000,黑龙江省,2004,,,,,,,,
230000,黑龙江省,2003,595.9309,592.437,162.8204,56.2825,0.4174,0.26,3.0765,0.0
230000,黑龙江省,2002,557.5077,556.2074,175.72,63.0172,0.5248,0.15,0.7755,
230000,黑龙江省,2001,503.37874,501.5216,230.281,74.9306,1.3194,0.1658,0.5377,
230000,黑龙江省,2000,419.22369,417.0244,252.6932,81.1933,1.471,0.1572,0.7283,0.0915
310000,上海市,2019,11706.27554,11331.5156,3179.05593,17.61901,179.58636,53.14874,195.17358,149.02275
310000,上海市,2018,10909.1893,10629.58367,3008.53232,15.84406,157.3068,47.241,122.29883,82.05172
310000,上海市,2017,9944.11159,9654.48983,1708.33096,20.09705,168.71744,31.16084,120.90432,79.76766
310000,上海市,2016,9049.64245,8739.00025,1244.46907,24.60945,164.8636,26.29976,145.7786,98.93302
310000,上海市,2015,8644.689,8304.48199,1104.78734,24.61605,179.1619,24.60058,161.04511,113.5033
310000,上海市,2014,7942.59381,7607.58035,1020.78098,22.27717,180.87713,26.16092,154.13633,112.64567
310000,上海市,2013,,,,,,,,
310000,上海市,2012,6553.36261,6252.74838,1169.56109,62.95279,142.62326,19.66585,157.99097,114.6751
310000,上海市,2011,5653.87179,5424.39314,1009.88907,72.10292,119.3829,19.25125,110.09575,74.90322
310000,上海市,2010,4836.9587,4600.7743,874.0666,88.9248,132.897,16.5053,103.2874,59.8086
310000,上海市,2009,4153.82921,3971.60036,754.86588,82.27228,100.30701,12.62822,81.92184,50.1871
310000,上海市,2008,3692.08777,3513.31886,720.61444,66.35078,76.01894,19.29694,102.74997,68.45611
310000,上海市,2007,2909.4656,2769.30229,467.75306,90.47801,42.49455,10.68465,97.66876,64.40618
310000,上海市,2006,2517.30909,2400.29153,492.04262,101.38161,42.12654,2.7247,74.89102,47.78073
310000,上海市,2005,2077.78661,1959.04853,465.05532,74.18978,34.43493,0.50487,84.30315,32.68097
310000,上海市,2004,,,,,,,,
310000,上海市,2003,1544.8088,1488.1698,425.0619,163.43,35.6741,0.0228,20.9649,0.0
310000,上海市,2002,1123.5025,1075.866,341.1898,137.8806,25.361,0.4162,22.2755,
310000,上海市,2001,934.9745,894.9751,359.8962,119.7068,22.4988,0.5621,17.5006,0.4567
310000,上海市,2000,889.123,852.1683,357.7056,94.9467,23.0912,0.3982,13.8635,0.461
320000,江苏省,2019,22960.42288,22762.25027,2166.57791,70.66783,62.74613,12.52267,135.42648,75.66435
320000,江苏省,2018,20731.90406,20498.17699,1585.35092,77.26403,65.28068,12.91296,168.44639,82.41232
320000,江苏省,2017,18960.47401,18755.90958,1228.27018,93.53305,87.46289,13.06564,117.10154,54.03722
320000,江苏省,2016,17835.24472,17671.96215,1171.82115,108.11082,85.98758,5.56916,77.29499,33.00411
320000,江苏省,2015,16433.02429,16269.93133,1080.0049,105.60003,80.5827,4.95444,82.51026,35.31405
320000,江苏省,2014,15078.07669,14902.03503,1013.30693,118.39313,88.02419,3.13627,88.01747,35.69266
320000,江苏省,2013,,,,,,,,
320000,江苏省,2012,11556.11741,11401.87897,1029.87231,293.53475,67.02692,6.17411,87.21152,30.57236
320000,江苏省,2011,9774.84669,9651.77628,814.79635,242.97025,59.79242,4.39726,63.27799,29.0008
320000,江苏省,2010,7387.4618,7295.8394,670.7002,183.2939,43.8439,12.5599,47.7785,20.7252
320000,江苏省,2009,6266.98393,6135.91478,574.22405,196.06558,48.51673,17.03174,82.55242,20.27999
320000,江苏省,2008,5394.70237,5289.21475,465.16142,233.1181,44.6418,13.72816,60.84582,23.88564
320000,江苏省,2007,4523.69052,4427.3148,448.88927,293.10841,32.49229,7.80366,63.88343,20.64583
320000,江苏省,2006,3907.00684,3841.82044,401.96615,258.97554,25.05911,5.72647,40.12729,15.09852
320000,江苏省,2005,3209.58074,3146.39648,380.68931,244.16557,26.3958,9.54877,36.78846,9.63393
320000,江苏省,2004,,,,,,,,
320000,江苏省,2003,2227.1265,2205.2199,428.2617,309.0062,11.6125,0.0,10.2941,0.4382
320000,江苏省,2002,1969.5036,1943.6417,542.1592,404.3024,18.2608,0.554,7.6011,
320000,江苏省,2001,1667.6138,1646.9286,488.1902,389.0597,14.1424,,6.5428,0.0154
320000,江苏省,2000,1480.25642,1455.3445,498.3013,556.3517,11.9478,,12.9641,
330000,浙江省,2019,14690.51387,14581.55679,494.17464,79.32088,94.82754,12.30735,14.12954,3.68055
330000,浙江省,2018,13719.1479,13581.27867,397.13858,89.35664,125.35328,10.62988,12.51595,2.5169
330000,浙江省,2017,12896.83972,12829.3516,322.12051,102.96449,53.45305,17.8125,14.03507,4.80015
330000,浙江省,2016,12087.8776,12039.81202,337.27025,96.29244,38.24808,0.96389,9.8175,
330000,浙江省,2015,11654.25601,11599.08313,358.51549,102.70673,45.07432,0.96679,10.09856,0.2124
330000,浙江省,2014,10910.00379,10839.86004,372.75212,90.89602,61.65121,0.98652,8.49254,0.22694
330000,浙江省,2013,,,,,,,,
330000,浙江省,2012,8660.37406,8596.71835,373.66686,127.35797,54.75715,0.9711,8.89856,0.40781
330000,浙江省,2011,7550.35582,7474.30043,322.25666,109.31844,36.02474,0.294,40.03065,0.59555
330000,浙江省,2010,6187.927,6130.3304,212.1798,109.2787,27.4711,0.1788,30.1255,0.7715
330000,浙江省,2009,4890.10649,4854.6631,194.89086,92.87153,10.85817,0.12357,24.58522,
330000,浙江省,2008,4164.10896,4130.86343,216.73464,100.55607,11.80363,0.1932,21.4419,
330000,浙江省,2007,3675.49469,3642.83333,218.89299,92.74173,8.85279,0.18754,23.80857,
330000,浙江省,2006,3066.96577,3043.88686,183.16477,99.09792,9.14066,0.13119,13.93825,0.0
330000,浙江省,2005,2594.37211,2560.40306,172.35207,139.20304,7.43013,0.13305,26.53892,
330000,浙江省,2004,,,,,,,,
330000,浙江省,2003,1828.6813,1812.5547,155.8004,180.6805,11.1962,0.023,4.9304,0.4264
330000,浙江省,2002,1432.624,1410.8675,141.2431,195.2135,11.7764,0.049,9.9801,0.6756
330000,浙江省,2001,1209.88692,1195.2349,135.0379,201.3845,6.9506,0.089,7.7014,0.245
330000,浙江省,2000,1049.58098,1033.8732,179.4834,301.963,9.0002,0.1573,6.7075,0.4304
340000,安徽省,2019,7637.0515,7626.63847,1173.91721,31.38334,10.0717,7.45108,0.34133,
340000,安徽省,2018,7076.30647,7065.23034,1312.27704,27.83128,10.72904,10.35765,0.34709,
340000,安徽省,2017,6124.69895,6106.25501,1324.19221,70.83527,9.17965,8.72841,9.26429,6.25048
340000,安徽省,2016,5496.33453,5479.1697,1099.88863,67.75967,8.22245,8.03357,8.94238,6.39169
340000,安徽省,2015,4733.53183,4716.83751,886.58217,63.19177,7.40388,7.15464,9.29044,6.49833
340000,安徽省,2014,4266.51443,4252.316,826.71263,57.82634,6.33819,6.2135,7.86024,5.4479
340000,安徽省,2013,,,,,,,,
340000,安徽省,2012,3169.61416,3155.84308,657.81438,78.33287,8.5653,4.38198,5.20578,1.48158
340000,安徽省,2011,2597.58055,2587.99987,587.731,74.64645,4.80605,1.02293,4.77463,1.20539
340000,安徽省,2010,2115.0759,2107.1067,740.1744,65.8541,3.8983,1.2151,4.0709,0.3022
340000,安徽省,2009,1702.40957,1693.34353,635.2585,71.03156,3.95804,1.9563,5.108,0.2763
340000,安徽省,2008,1395.72532,1389.52166,493.32435,64.81665,3.25085,1.27749,2.95281,0.55549
340000,安徽省,2007,1172.68208,1164.45118,400.20783,49.05628,4.76478,2.26049,3.46612,
340000,安徽省,2006,919.57621,914.28329,318.497,59.88984,3.37922,0.9743,1.9137,0.0
340000,安徽省,2005,771.61622,768.76674,231.85129,75.74574,1.60266,0.71387,1.24682,0.21659
340000,安徽省,2004,,,,,,,,
340000,安徽省,2003,589.8281,585.4876,197.4671,110.0513,2.9045,0.2744,1.436,0.1789
340000,安徽省,2002,549.5706,546.5721,207.648,124.9653,1.5462,0.5307,1.4523,0.1759
340000,安徽省,2001,415.41742,413.223,199.0318,100.6159,0.783,0.292,1.4113,0.0959
340000,安徽省,2000,328.48776,326.7231,173.8378,97.9914,1.03,0.1838,0.7347,
350000,福建省,2019,6976.72633,6942.383,704.79523,51.08224,15.71316,4.45763,18.63017,11.22982
350000,福建省,2018,6423.71942,6388.51032,629.95193,44.39987,24.77851,3.39105,10.43059,6.58256
350000,福建省,2017,5481.9566,5426.39165,651.1079,42.94035,51.5849,9.15267,3.98005,
350000,福建省,2016,4758.44712,4713.77367,545.22769,44.86572,39.58706,8.79022,5.08639,
350000,福建省,2015,4266.4757,4219.03299,461.69474,43.00676,43.64968,8.20679,3.79303,
350000,福建省,2014,3811.52172,3769.74203,363.37705,42.246,37.32737,2.30692,4.45232,
350000,福建省,2013,,,,,,,,
350000,福建省,2012,2548.02274,2518.39332,405.33197,71.15025,25.26844,3.35675,4.36098,1.79689
350000,福建省,2011,2082.04408,2056.50521,343.48404,56.36025,20.63525,3.59436,4.90362,1.75829
350000,福建省,2010,1734.7043,1711.3884,323.5483,40.8633,19.0827,3.1512,4.2332,1.4777
350000,福建省,2009,1460.99974,1441.63741,339.81996,43.11307,15.95267,5.80483,3.40966,1.45162
350000,福建省,2008,1245.85109,1223.26458,267.75182,42.09769,16.51905,3.43245,6.06746,1.8111
350000,福建省,2007,1044.27035,1021.92961,214.79783,57.44843,16.531,5.53826,5.80974,1.82801
350000,福建省,2006,896.69778,874.96647,203.05347,48.66602,13.78648,4.42894,7.94483,3.60769
350000,福建省,2005,772.52531,755.63484,201.97655,86.28789,10.85393,0.8075,6.03654,2.20473
350000,福建省,2004,,,,,,,,
350000,福建省,2003,631.1243,616.2237,194.2961,111.6963,9.0863,1.139,5.8143,1.0081
350000,福建省,2002,548.5021,535.7268,170.02,143.3457,8.0985,1.5451,4.6768,1.1021
350000,福建省,2001,455.46079,444.805,168.1584,118.4005,7.1516,1.8882,3.5042,1.516
350000,福建省,2000,443.49754,430.2512,165.7948,143.615,8.7516,3.9201,4.4947,1.4053
360000,江西省,2019,5113.74257,4886.1312,396.66078,141.08245,227.27541,0.04009,0.33596,
360000,江西省,2018,5918.50896,5696.74192,381.69494,130.07161,220.90609,0.04009,0.86095,
360000,江西省,2017,4076.84339,3877.05796,526.59298,146.86727,199.29776,0.04316,0.48767,
360000,江西省,2016,3447.47662,3296.36771,399.39953,151.91085,150.90779,0.0533,0.20112,
360000,江西省,2015,2698.4565,2567.58676,355.78862,147.48555,130.47834,0.05855,0.3914,
360000,江西省,2014,2360.67802,2253.85487,312.05543,140.87341,106.75,0.0119,0.07315,
360000,江西省,2013,,,,,,,,
360000,江西省,2012,1546.97477,1502.33807,395.04837,127.21726,44.54145,0.02388,0.09525,
360000,江西省,2011,1125.24052,1116.86658,361.89825,115.29154,8.36894,0.11579,0.005,
360000,江西省,2010,945.0774,917.5253,339.2904,106.7181,4.9208,0.0381,22.6313,0.3003
360000,江西省,2009,811.4543,804.82734,319.80029,101.11712,6.18917,0.03773,0.43779,0.30029
360000,江西省,2008,695.40464,691.68366,277.34784,93.7379,3.2327,0.0734,0.48828,0.30029
360000,江西省,2007,556.64357,548.78991,214.74313,89.54726,7.64487,0.19561,0.20879,
360000,江西省,2006,499.10308,491.36523,180.99807,85.32474,7.52913,0.04797,0.20872,0.0
360000,江西省,2005,448.63599,445.40899,185.8393,88.15739,2.97539,0.07386,0.25161,
360000,江西省,2004,,,,,,,,
360000,江西省,2003,357.878,354.8342,168.567,89.0867,2.6003,0.833,0.4435,0.1864
360000,江西省,2002,289.391,288.2823,142.9499,71.9239,0.8017,0.036,0.307,
360000,江西省,2001,218.27567,217.8524,137.4604,60.7549,0.4232,,,
360000,江西省,2000,164.31298,164.2545,102.3085,52.6028,,,0.0585,
370000,山东省,2019,15645.8908,15624.91261,2456.54406,267.07292,10.30369,,10.6745,
370000,山东省,2018,13906.60608,13885.49684,2076.85066,292.99785,10.51308,,10.59616,0.11486
370000,山东省,2017,12846.30714,12754.72381,2119.2995,333.9318,80.15632,,11.42701,0.12112
370000,山东省,2016,11135.87083,11063.36816,2010.17139,346.1252,62.45534,,10.04733,0.15158
370000,山东省,2015,9920.6358,9825.35318,1713.66157,342.26656,85.92063,,9.36199,0.174
370000,山东省,2014,9120.25311,9018.16805,1489.5307,322.58225,92.45416,0.22398,9.6309,0.16766
370000,山东省,2013,,,,,,,,
370000,山东省,2012,6948.31519,6897.08631,1315.04038,377.0938,41.10579,0.43388,10.12309,0.78188
370000,山东省,2011,5975.71781,5928.17823,1202.96635,350.61564,38.23668,0.34911,9.3029,0.76332
370000,山东省,2010,4811.1134,4790.0612,976.9779,316.113,9.202,0.6396,11.8502,1.4484
370000,山东省,2009,4071.32595,4023.98728,755.91275,295.49309,11.13204,1.15897,36.20663,1.75781
370000,山东省,2008,3505.67902,3460.38167,664.61342,299.02799,9.87223,0.86672,35.42512,1.72673
370000,山东省,2007,3056.55663,3022.65287,649.8546,315.7138,11.42341,0.5274,22.48035,1.42694
370000,山东省,2006,2651.623,2627.41217,529.56541,306.56999,9.24912,0.64345,14.96171,2.24021
370000,山东省,2005,2337.3281,2316.33069,502.4441,335.04205,11.01207,0.88918,9.98534,1.91175
370000,山东省,2004,,,,,,,,
370000,山东省,2003,1602.0947,1584.7071,445.4591,319.9623,5.5926,0.6014,11.795,0.3938
370000,山东省,2002,1301.7189,1293.0299,370.3517,320.8647,5.5993,0.8717,3.0897,0.7671
