省份编码,省份,年份,建筑业企业总收入(亿元),建筑业企业主营业务收入(亿元),建筑业企业主营业务成本(亿元),建筑业企业主营业务利润(亿元),建筑业企业其他业务收入(亿元),建筑业企业其他业务利润(亿元)
150000,内蒙古自治区,2007,678.32804,672.0468,575.47016,65.37165,6.28124,1.12909
150000,内蒙古自治区,2006,464.5516,457.26688,385.70634,51.03584,7.28472,1.08868
150000,内蒙古自治区,2005,372.13199,366.07524,314.54359,36.19445,6.05675,1.09982
150000,内蒙古自治区,2004,,,,,,
150000,内蒙古自治区,2003,254.3457,251.0153,220.9291,21.4708,3.3304,0.8786
150000,内蒙古自治区,2002,218.3327,213.1427,187.9896,18.453,5.19,1.0301
150000,内蒙古自治区,2001,173.0704,169.0379,149.05,14.2855,4.0324,0.63712
150000,内蒙古自治区,2000,126.7976,123.7682,107.7578,12.0373,3.0294,0.56756
210000,辽宁省,2019,3659.93916,3522.37776,3187.80354,80.52954,137.5614,3.29643
210000,辽宁省,2018,3626.24029,3475.1901,3103.0181,107.04436,151.05019,4.10443
210000,辽宁省,2017,3579.04366,3498.12864,3007.40598,97.79779,80.91502,4.83507
210000,辽宁省,2016,4067.48606,3891.20477,3362.72087,117.00654,176.28129,3.35315
210000,辽宁省,2015,5944.67654,5483.74487,4697.45123,162.4331,460.93167,4.17679
210000,辽宁省,2014,6867.18565,6836.68548,5839.51498,247.09829,30.5001700000003,4.85066
210000,辽宁省,2013,,,,,,
210000,辽宁省,2012,6914.6002,6854.18712,5925.2384,245.67735,60.41308,8.08391
210000,辽宁省,2011,5801.75212,5769.49423,5068.8026,209.2179,32.2578900000006,15.09589
210000,辽宁省,2010,4454.9394,4420.8988,3847.0868,370.3687,34.0406,7.1029
210000,辽宁省,2009,3213.58342,3183.34203,2799.70001,267.73886,30.24139,5.21478
210000,辽宁省,2008,2459.57365,2432.37956,2144.60233,194.28532,27.19409,6.51092
210000,辽宁省,2007,2067.98382,2046.62474,1803.89538,171.96451,21.35908,6.35669
210000,辽宁省,2006,1716.84613,1691.44257,1493.57715,135.41216,25.40356,6.59525
210000,辽宁省,2005,1476.47684,1448.88601,1256.76632,133.67841,27.59083,3.56404
210000,辽宁省,2004,,,,,,
210000,辽宁省,2003,1009.4085,987.9561,878.5768,76.0996,21.4524,3.6589
210000,辽宁省,2002,799.0205,776.9976,684.2608,65.8858,22.0229,2.929
210000,辽宁省,2001,744.5702,719.3532,635.5445,60.8082,25.217,3.41822
210000,辽宁省,2000,590.8924,572.4446,507.0991,47.3531,18.4478,3.62055
220000,吉林省,2019,1888.70223,1836.37796,1652.56604,77.59081,52.32427,1.95234
220000,吉林省,2018,1998.24363,1961.78145,1758.19047,86.20843,36.46218,1.45609
220000,吉林省,2017,1931.18527,1902.25433,1646.83908,85.14333,28.93094,2.1617
220000,吉林省,2016,2170.08153,2112.74743,1781.38194,87.72055,57.3341,2.66512
220000,吉林省,2015,2132.16824,2052.37827,1766.63638,94.88435,79.7899699999999,1.74424
220000,吉林省,2014,2345.18773,2324.14188,1916.68265,109.81333,21.04585,2.04781
220000,吉林省,2013,,,,,,
220000,吉林省,2012,1865.71878,1837.40998,1576.15085,72.40205,28.3088,2.11549
220000,吉林省,2011,1591.7096,1577.18049,1381.96767,70.5483,14.52911,17.33908
220000,吉林省,2010,1303.2583,1282.1334,1127.3831,96.2839,21.1249,1.9964
220000,吉林省,2009,1106.93348,1084.30942,952.15501,82.78856,22.62406,4.07641
220000,吉林省,2008,908.75111,902.7978,787.57121,76.31316,5.95331,1.32964
220000,吉林省,2007,616.90847,610.77642,549.63902,39.64345,6.13205,1.16437
220000,吉林省,2006,578.44394,574.07332,517.00509,35.5749,4.37062,1.07597
220000,吉林省,2005,467.81571,463.64998,414.88782,31.36195,4.16573,0.55583
220000,吉林省,2004,,,,,,
220000,吉林省,2003,342.1774,337.1344,300.5186,23.8539,5.043,1.0088
220000,吉林省,2002,288.257,279.7055,247.3626,22.7819,8.5515,1.4983
220000,吉林省,2001,269.5073,261.7666,231.8619,21.7461,7.7408,1.12917
220000,吉林省,2000,306.853,232.5394,207.4969,18.2656,74.3136,1.63706
230000,黑龙江省,2019,1366.59313,1349.36691,1244.67627,21.23524,17.22622,-0.08988
230000,黑龙江省,2018,1326.1312,1317.52089,1203.02672,32.9811,8.61031,0.5168
230000,黑龙江省,2017,1460.67736,1437.30939,1293.40309,35.26699,23.36797,0.20511
230000,黑龙江省,2016,1533.64782,1522.77472,1361.52545,46.8396,10.8731,0.85201
230000,黑龙江省,2015,1467.54758,1452.89619,1274.00539,43.2957,14.65139,1.86252
230000,黑龙江省,2014,1736.27933,1727.28565,1536.02148,45.09509,8.99368000000007,0.9597
230000,黑龙江省,2013,,,,,,
230000,黑龙江省,2012,2113.72233,2099.93861,1886.83422,56.2151,13.78372,1.78657
230000,黑龙江省,2011,1954.62175,1938.22676,1720.71799,51.63145,16.3949899999999,3.83075
230000,黑龙江省,2010,1608.2766,1594.5706,1369.5806,114.4648,13.7061,4.2389
230000,黑龙江省,2009,1307.84876,1295.77345,1118.77649,99.50585,12.07531,4.06271
230000,黑龙江省,2008,1091.34991,1055.10622,851.77488,96.62568,36.24369,19.90947
230000,黑龙江省,2007,850.87954,832.73777,762.6649,43.64368,18.14177,3.59208
230000,黑龙江省,2006,684.0358,675.65837,610.7291,40.07345,8.37743,1.52762
230000,黑龙江省,2005,566.49666,558.85484,502.66745,35.16026,7.64182,1.3282
230000,黑龙江省,2004,,,,,,
230000,黑龙江省,2003,457.1841,449.732,399.0445,33.4817,7.4521,0.6891
230000,黑龙江省,2002,411.5131,403.3518,359.6013,31.2655,8.1613,0.7988
230000,黑龙江省,2001,373.353,366.7484,324.2001,31.5247,6.6045,0.86819
230000,黑龙江省,2000,338.0021,326.2959,290.5185,25.8668,11.7062,1.88263
310000,上海市,2019,10121.74971,10068.03599,9337.83975,214.89214,53.71372,13.88694
310000,上海市,2018,9084.53586,9023.01137,8359.46105,206.54494,61.52449,11.18179
310000,上海市,2017,8232.55512,8168.92522,7579.09729,182.6424,63.6299,9.3098
310000,上海市,2016,7921.77233,7884.23864,7270.73318,186.15656,37.5336899999991,8.03964
310000,上海市,2015,7289.95364,7242.79712,6598.69813,158.72755,47.1565200000003,13.43962
310000,上海市,2014,6944.47698,6882.20614,6230.9503,161.22714,62.2708399999991,17.09957
310000,上海市,2013,,,,,,
310000,上海市,2012,5928.32385,5879.10941,5298.24058,136.07877,49.21444,9.37935
310000,上海市,2011,5436.58993,5402.23975,4891.22192,140.98513,34.3501799999997,12.79561
310000,上海市,2010,4934.5688,4871.6861,4432.9425,289.368,62.8827,13.8142
310000,上海市,2009,4514.44357,4453.21199,4049.35909,261.48247,61.23158,12.59782
310000,上海市,2008,3756.75348,3707.33909,3349.19433,239.79706,49.41439,11.15746
310000,上海市,2007,2916.27264,2852.54411,2589.22371,171.5278,63.72853,11.86964
310000,上海市,2006,2745.28772,2693.08948,2420.7431,187.26338,52.19824,10.17839
310000,上海市,2005,2225.07926,2167.87005,1947.46493,150.14465,57.20921,10.35621
310000,上海市,2004,,,,,,
310000,上海市,2003,1386.5136,1335.9661,1201.7703,96.1434,50.5475,9.0484
310000,上海市,2002,911.7085,874.0479,781.4041,68.9235,37.6606,5.869
310000,上海市,2001,731.0492,699.1053,624.4302,55.8625,31.9439,5.2215
310000,上海市,2000,606.8494,581.8487,517.1509,49.4629,25.0007,3.8519
320000,江苏省,2019,28011.84102,27858.97834,25291.14606,1205.48577,152.86268,22.6159
320000,江苏省,2018,25778.69869,25616.34479,23106.55122,1139.09751,162.3539,20.12501
320000,江苏省,2017,23003.11859,22880.11364,20510.6202,1039.2406,123.00495,16.61887
320000,江苏省,2016,22397.42433,22256.19827,19761.78837,972.59971,141.226060000002,17.43964
320000,江苏省,2015,20815.80262,20671.50352,18090.81638,964.7403,144.2991,15.8117
320000,江苏省,2014,20427.12918,20250.8018,17730.85307,953.02247,176.327380000001,18.4773
320000,江苏省,2013,,,,,,
320000,江苏省,2012,15480.48939,15215.15707,13297.86219,698.79582,265.33232,17.93239
320000,江苏省,2011,12758.93082,12446.60437,10866.73875,557.55249,312.32645,35.56091
320000,江苏省,2010,10321.6133,10103.5216,8791.0105,857.9491,218.0917,28.2415
320000,江苏省,2009,8641.63005,8475.12898,7383.20835,707.20268,166.50107,20.24285
320000,江苏省,2008,7360.09396,7165.02401,6220.97972,614.35381,195.06995,21.39661
320000,江苏省,2007,5944.90683,5796.90394,5097.11268,444.00322,148.00289,19.48789
320000,江苏省,2006,4497.9786,4356.28295,3836.28642,337.34343,141.69568,16.74867
320000,江苏省,2005,3496.09315,3361.21878,2960.60281,254.90724,134.87437,14.16428
320000,江苏省,2004,,,,,,
320000,江苏省,2003,2154.2959,2080.5944,1855.0227,152.8072,73.7015,10.3494
320000,江苏省,2002,1702.1923,1650.4692,1467.1158,127.32,51.7231,7.0171
320000,江苏省,2001,1388.2101,1353.7218,1200.9439,106.6406,34.4883,5.19952
320000,江苏省,2000,1102.6966,1059.0583,939.3178,83.6943,43.6384,6.04517
330000,浙江省,2019,17451.4162,17340.23991,16221.11978,429.0956,111.17629,18.69766
330000,浙江省,2018,17079.83428,16895.06138,15734.91888,465.7953,184.7729,19.45095
330000,浙江省,2017,20209.81772,20102.5085,18713.1241,609.12985,107.30922,13.7973
330000,浙江省,2016,18923.40097,18836.22775,17281.66035,556.91378,87.1732199999988,14.88405
330000,浙江省,2015,18298.77344,18225.62171,16495.46927,533.13238,73.1517300000012,14.90263
330000,浙江省,2014,17939.14124,17851.72256,16139.41258,554.46136,87.4186800000012,16.55338
330000,浙江省,2013,,,,,,
330000,浙江省,2012,14217.95664,14123.30924,12737.8536,434.4212,94.6474,16.48355
330000,浙江省,2011,12393.83388,12326.67899,11109.51172,378.84922,67.1548899999991,29.15134
330000,浙江省,2010,10358.8897,10285.2602,9291.855,606.451,73.6295,18.2652
330000,浙江省,2009,8298.65539,8242.32544,7457.26522,470.97985,56.32995,13.52321
330000,浙江省,2008,6994.35248,6943.50115,6291.2867,387.59525,50.85133,11.35479
330000,浙江省,2007,6045.46934,5985.09924,5407.22212,347.78588,60.3701,10.89163
330000,浙江省,2006,4910.31844,4873.44256,4400.27244,281.78823,36.87588,8.0746
330000,浙江省,2005,4128.2038,4084.29152,3689.54108,245.36067,43.91228,6.53545
330000,浙江省,2004,,,,,,
330000,浙江省,2003,2675.3336,2640.3606,2382.0921,166.9493,34.973,7.4765
330000,浙江省,2002,1927.3136,1891.0356,1698.457,127.292,36.278,6.784
330000,浙江省,2001,1537.6044,1507.7514,1348.8237,105.759,29.853,5.28126
330000,浙江省,2000,1151.1317,1117.2646,993.1506,83.5703,33.8671,4.74539
340000,安徽省,2019,7212.13097,7108.77548,6504.18996,224.85275,103.35549,5.14258
340000,安徽省,2018,6902.16316,6827.69315,6199.88968,247.96208,74.47001,4.29312
340000,安徽省,2017,5905.20146,5845.78066,5156.89603,207.71325,59.4208,3.40781
340000,安徽省,2016,5393.93316,5352.75526,4699.21884,200.51743,41.1779,2.51077
340000,安徽省,2015,5024.77472,4946.19776,4348.09283,182.84997,78.5769600000002,3.15784
340000,安徽省,2014,4812.19573,4770.30258,4181.90562,188.20199,41.89315,4.47631
340000,安徽省,2013,,,,,,
340000,安徽省,2012,3796.396,3741.79417,3259.71115,141.18187,54.60183,6.44266
340000,安徽省,2011,3249.01517,3207.11053,2834.35005,114.57741,41.9046399999999,9.89123
340000,安徽省,2010,2754.3458,2716.4041,2393.5458,203.2992,37.9417,7.9845
340000,安徽省,2009,2421.30008,2397.59453,2143.96553,155.7381,23.70555,4.17009
340000,安徽省,2008,1826.82088,1799.61948,1586.42989,133.95393,27.2014,3.68924
340000,安徽省,2007,1437.64892,1415.84342,1254.43486,101.34802,21.8055,4.97162
340000,安徽省,2006,1171.97746,1144.78721,1016.87461,76.79454,27.19025,4.51803
340000,安徽省,2005,930.80743,914.4055,814.90889,62.12344,16.40193,2.50459
340000,安徽省,2004,,,,,,
340000,安徽省,2003,609.8641,593.9173,525.7627,47.3332,15.9468,2.5442
340000,安徽省,2002,522.9005,498.34,438.1907,42.8506,24.5605,2.3137
340000,安徽省,2001,401.3556,387.7136,341.4655,32.8625,13.642,1.4218
340000,安徽省,2000,278.9838,265.3369,233.2498,23.1345,13.6469,0.8197
350000,福建省,2019,10868.75383,10787.17993,9862.65544,378.2624,81.5739,5.94895
350000,福建省,2018,9733.08413,9625.57455,8733.11018,379.25403,107.50958,4.85476
350000,福建省,2017,8649.07303,8581.07068,7766.1223,330.17732,68.00235,4.20282
350000,福建省,2016,7357.98879,7308.96596,6469.2752,273.65317,49.0228300000012,4.18945
350000,福建省,2015,6719.75287,6700.42968,5964.46411,255.08758,19.3231900000006,3.12802
350000,福建省,2014,6036.76318,6020.88162,5323.71413,232.10817,15.8815599999994,5.30973
350000,福建省,2013,,,,,,
350000,福建省,2012,4100.03343,4082.5295,3635.59105,148.02807,17.50393,3.1031
350000,福建省,2011,3456.46006,3436.7785,3065.80631,121.53335,19.6815600000002,4.83687
350000,福建省,2010,2694.7502,2680.4412,2396.7771,167.0594,14.309,3.936
350000,福建省,2009,2139.9904,2127.43761,1901.22359,128.59634,12.55279,3.4625
350000,福建省,2008,1788.35733,1774.98142,1590.14958,109.58073,13.37591,3.50777
350000,福建省,2007,1449.64394,1435.60362,1284.567,83.40351,14.04032,3.33095
350000,福建省,2006,1061.18208,1048.79432,939.0119,66.2957,12.38776,2.47165
350000,福建省,2005,865.90373,855.31905,771.07012,51.1009,10.58468,3.57034
350000,福建省,2004,,,,,,
350000,福建省,2003,542.8946,527.7613,473.9298,35.4181,15.1333,2.2284
350000,福建省,2002,402.8882,392.8892,351.0163,28.4055,9.999,1.946
350000,福建省,2001,419.333,409.2806,369.0722,25.9407,10.0523,1.62849
350000,福建省,2000,273.5619,267.4632,239.095,17.1928,6.0987,1.23704
360000,江西省,2019,6188.79379,6103.20488,5535.04893,227.75867,85.58891,3.80892
360000,江西省,2018,5769.88407,5680.84338,5159.76779,228.93642,89.04069,2.00105
360000,江西省,2017,5336.97921,5219.08911,4671.17941,196.72689,117.8901,2.4057
360000,江西省,2016,4879.24709,4625.15443,4054.54894,186.31144,254.09266,2.13342
360000,江西省,2015,4194.66192,4073.54703,3577.71163,159.69315,121.114890000001,2.96354
360000,江西省,2014,3798.45399,3715.37681,3241.57858,154.55644,83.0771799999997,2.32031
360000,江西省,2013,,,,,,
360000,江西省,2012,2549.84211,2535.51944,2234.32357,91.82447,14.32267,2.36027
360000,江西省,2011,1740.99125,1727.73613,1533.9713,56.98303,13.2551199999999,3.39768
360000,江西省,2010,1364.187,1353.9503,1189.9577,96.2077,10.2367,3.4885
360000,江西省,2009,1128.92707,1122.0199,985.1944,82.38348,6.90717,2.89729
360000,江西省,2008,960.66086,950.7039,823.48721,77.23284,9.95696,2.45415
360000,江西省,2007,713.25207,705.47472,625.25038,49.11903,7.77735,1.34065
360000,江西省,2006,609.96776,603.18828,539.2143,39.41033,6.77948,1.63114
360000,江西省,2005,488.93886,484.50352,425.79312,38.29188,4.43534,1.10544
360000,江西省,2004,,,,,,
360000,江西省,2003,343.0755,337.8677,301.3012,24.6639,5.2078,0.9377
360000,江西省,2002,221.2162,217.0387,189.6633,19.4534,4.1775,0.7528
360000,江西省,2001,149.3879,146.4211,128.4298,12.6762,2.9668,0.53809
360000,江西省,2000,101.9278,100.1869,88.11,8.5242,1.7408,0.28412
370000,山东省,2019,13609.64122,13433.78578,12335.33854,383.94571,175.85544,13.15979
370000,山东省,2018,11778.16137,11613.35587,10571.07042,391.26114,164.8055,8.96177
370000,山东省,2017,10810.25287,10673.41219,9504.53156,454.56497,136.84068,7.45218
370000,山东省,2016,9854.379,9728.1802,8586.81786,408.93187,126.1988,7.92416
370000,山东省,2015,9060.73887,8929.58068,7701.07571,394.15198,131.158190000001,10.28144
370000,山东省,2014,8932.08545,8775.34964,7583.27881,411.65253,156.735809999999,12.73751
370000,山东省,2013,,,,,,
370000,山东省,2012,6908.14794,6795.6912,5906.30346,309.03181,112.45674,8.15099
370000,山东省,2011,6087.41755,5949.72879,5201.05937,269.51921,137.68876,18.8218
370000,山东省,2010,5284.8896,5170.8694,4478.5108,484.8447,114.0202,14.6941
370000,山东省,2009,4349.25746,4218.55931,3654.47181,389.07512,130.69815,12.33368
370000,山东省,2008,3571.44739,3471.24483,2983.21435,347.59866,100.20256,9.54135
370000,山东省,2007,3008.33004,2927.4372,2555.96114,254.00062,80.89284,9.19501
370000,山东省,2006,2577.38698,2502.52493,2167.36647,228.43106,74.86205,8.60449
370000,山东省,2005,2231.34778,2173.44858,1873.50801,202.46026,57.8992,8.30197
370000,山东省,2004,,,,,,
370000,山东省,2003,1339.2431,1334.5673,1172.2331,119.1391,4.6758,4.6757
370000,山东省,2002,1061.2115,1023.3612,892.7383,97.8738,37.8503,4.2103
370000,山东省,2001,884.7407,851.0944,739.2073,83.844,33.6463,4.08314
370000,山东省,2000,714.9728,684.543,596.0206,66.869,30.4298,3.14556
410000,河南省,2019,11124.35834,10898.05196,9660.046,549.91366,226.30638,9.57316
410000,河南省,2018,10294.20449,10124.02488,8917.79235,530.4437,170.17961,7.84369
410000,河南省,2017,9273.63712,9115.2102,7842.4854,458.24644,158.42692,14.27126
410000,河南省,2016,8439.49423,8292.53266,7151.77892,430.79951,146.96157,8.97973
410000,河南省,2015,7602.06348,7450.70673,6423.64179,329.47009,151.35675,8.81603
410000,河南省,2014,7552.31963,7434.50175,6437.97376,303.7786,117.81788,9.72158
410000,河南省,2013,,,,,,
410000,河南省,2012,5884.16265,5839.16986,5112.61876,222.70366,44.99279,6.85434
410000,河南省,2011,5181.46454,5147.65647,4531.01017,183.97509,33.8080699999996,14.79693
410000,河南省,2010,4219.5934,4185.6381,3654.2961,330.3294,33.9553,6.8645
410000,河南省,2009,3428.38958,3401.97507,2996.70177,256.63,26.41451,6.27523
410000,河南省,2008,2670.5912,2636.34949,2303.73614,218.31121,34.24171,6.25198
410000,河南省,2007,2017.1484,1989.90189,1756.09828,149.76889,27.24651,4.72273
410000,河南省,2006,1450.93716,1429.15149,1268.28506,104.28335,21.78567,3.52975
410000,河南省,2005,1024.82999,1010.76397,890.77536,79.91554,14.06602,2.78045
410000,河南省,2004,,,,,,
410000,河南省,2003,598.3766,586.3468,520.1036,47.4491,12.0298,2.4334
410000,河南省,2002,507.834,497.2195,440.5714,40.9091,10.6145,2.1163
410000,河南省,2001,420.6607,410.2088,362.5344,34.0598,10.4519,1.89782
410000,河南省,2000,328.0853,319.8761,280.4806,28.4569,8.2092,1.72538
420000,湖北省,2019,16086.93045,15956.65022,14434.04365,661.83525,130.28023,8.73187
420000,湖北省,2018,14357.36273,14249.87072,12652.54183,725.7887,107.49201,7.77577
420000,湖北省,2017,12484.90316,12392.51597,11063.06549,508.05202,92.38719,5.30516
420000,湖北省,2016,11659.86236,11534.20007,10237.95117,456.31615,125.662289999999,6.27196
420000,湖北省,2015,11139.56889,11017.88967,9575.12562,461.07046,121.67922,8.05577
420000,湖北省,2014,9712.66519,9594.91595,8344.77168,378.69209,117.749240000001,8.33617
420000,湖北省,2013,,,,,,
420000,湖北省,2012,7082.83548,7011.58153,6107.74393,265.70494,71.25395,6.93162
420000,湖北省,2011,5688.41835,5594.73348,4885.62887,214.21596,93.6848700000003,10.60014
420000,湖北省,2010,4653.628,4449.4237,3920.6935,347.116,204.2043,27.4342
420000,湖北省,2009,3648.85313,3594.69702,3185.88457,262.98974,54.15611,7.93773
420000,湖北省,2008,2645.96817,2603.62503,2272.30775,215.63739,42.34314,7.01854
420000,湖北省,2007,2155.23906,2107.26978,1860.57975,155.19751,47.96928,16.83138
420000,湖北省,2006,1706.47814,1669.09914,1477.13889,121.61683,37.379,5.40043
420000,湖北省,2005,1365.72021,1328.61316,1168.93589,106.75123,37.10705,4.12831
420000,湖北省,2004,,,,,,
420000,湖北省,2003,944.5963,918.9787,802.6421,82.8015,25.6176,2.8242
420000,湖北省,2002,655.0568,632.1655,544.3061,63.6581,22.8913,5.0129
