省份编码,省份,年份,建筑业企业工程结算利润(亿元),内资建筑业企业工程结算利润(亿元),国有建筑业企业工程结算利润(亿元),集体建筑业企业工程结算利润(亿元),港澳台商投资建筑业企业工程结算利润(亿元),港澳台商独资建筑业企业工程结算利润(亿元),外商投资建筑业企业工程结算利润(亿元),外商独资建筑业企业工程结算利润(亿元)
310000,上海市,2001,55.8625,53.0554,18.477,7.0891,1.6255,0.0433,1.1816,0.0203
310000,上海市,2000,49.4629,47.0572,17.4452,5.4225,1.5177,0.0219,0.888,0.0962
320000,江苏省,2019,1205.48577,1190.96601,36.74336,3.4802,1.27365,0.61683,13.24611,9.11978
320000,江苏省,2018,1139.09751,1122.76806,30.01341,3.69064,2.00438,0.78756,14.32507,9.88405
320000,江苏省,2017,1039.2406,1030.54446,29.45596,4.71917,1.45438,0.41073,7.24176,4.98023
320000,江苏省,2016,972.59971,966.56737,25.56608,4.63844,2.3026,-0.14083,3.72974,3.26359
320000,江苏省,2015,964.7403,958.33988,26.94107,4.69483,2.49736,0.20598,3.90306,2.30286
320000,江苏省,2014,953.02247,946.40176,25.18716,5.37197,2.19513,0.10228,4.42558,3.20154
320000,江苏省,2013,,,,,,,,
320000,江苏省,2012,698.79582,691.99877,34.05446,17.26919,1.86084,0.07853,4.93621,2.83084
320000,江苏省,2011,557.55249,553.89806,24.06821,16.78385,1.60325,0.07433,2.05118,1.45831
320000,江苏省,2010,857.9491,851.0357,50.2679,26.2562,2.4069,0.7997,4.5065,3.0298
320000,江苏省,2009,707.20268,692.576,50.23047,27.51241,4.67001,1.49513,9.95667,2.76422
320000,江苏省,2008,614.35381,604.5217,47.40825,38.09221,3.51121,1.13258,6.3209,3.69379
320000,江苏省,2007,444.00322,435.1694,36.37622,34.67003,3.2284,0.70283,5.60542,2.92084
320000,江苏省,2006,337.34343,331.6178,29.04954,24.58262,2.00658,0.17755,3.71905,2.48777
320000,江苏省,2005,254.90724,248.04229,26.60248,18.5591,2.65354,1.33142,4.21141,1.36151
320000,江苏省,2004,,,,,,,,
320000,江苏省,2003,152.8072,150.3401,24.4316,22.7374,1.0379,0.0,1.4292,0.0071
320000,江苏省,2002,127.32,124.9342,32.3292,26.0533,1.097,0.0011,1.2888,
320000,江苏省,2001,106.6406,104.8895,26.5953,29.0877,1.036,,0.7152,0.0015
320000,江苏省,2000,83.6943,82.2874,24.9137,33.4093,0.8629,,0.544,
330000,浙江省,2019,429.0956,424.60461,11.20683,0.69622,3.95385,0.19666,0.53714,0.11158
330000,浙江省,2018,465.7953,460.88429,9.48682,2.55157,4.07475,0.1529,0.83626,0.03426
330000,浙江省,2017,609.12985,605.49285,8.25599,3.63762,2.79961,1.70723,0.83739,0.04584
330000,浙江省,2016,556.91378,555.38236,8.51725,3.84268,0.80651,-0.03366,0.72491,
330000,浙江省,2015,533.13238,533.80014,10.11425,3.04745,-1.36509,-0.01058,0.69733,-0.01372
330000,浙江省,2014,554.46136,553.88375,12.58837,2.68486,0.00808,0.00989,0.56953,-0.01604
330000,浙江省,2013,,,,,,,,
330000,浙江省,2012,434.4212,432.16841,6.38593,6.46572,1.80806,0.01495,0.44473,-0.00542
330000,浙江省,2011,378.84922,375.22754,7.25775,2.398,1.58811,0.01685,2.03357,0.00973
330000,浙江省,2010,606.451,599.8632,17.9134,8.9157,3.4167,0.0456,3.1712,0.2482
330000,浙江省,2009,470.97985,466.95796,15.65641,6.62773,1.45866,0.01033,2.56323,
330000,浙江省,2008,387.59525,384.4883,16.39832,5.77193,1.50412,0.01236,1.60283,
330000,浙江省,2007,347.78588,344.61676,16.8867,5.08794,1.03025,0.01758,2.13887,
330000,浙江省,2006,281.78823,278.92085,15.86874,6.07109,1.24767,0.01569,1.61971,
330000,浙江省,2005,245.36067,241.14652,24.75111,9.3097,0.8724,0.01004,3.34175,0.0
330000,浙江省,2004,,,,,,,,
330000,浙江省,2003,166.9493,165.3828,15.2424,15.0117,1.1123,0.0022,0.4542,0.028
330000,浙江省,2002,127.292,125.3785,12.7145,15.4021,0.9821,0.0044,0.9314,0.0634
330000,浙江省,2001,105.759,104.1123,12.5029,14.3496,0.7034,0.0129,0.9433,0.0254
330000,浙江省,2000,83.5703,82.496,13.2539,22.336,0.6145,0.0329,0.4597,0.0255
340000,安徽省,2019,224.85275,224.0213,13.91569,1.21662,0.83879,0.31454,-0.00734,
340000,安徽省,2018,247.96208,247.72397,22.96603,1.43969,0.27584,0.2698,-0.03773,
340000,安徽省,2017,207.71325,206.14181,21.70708,3.56803,0.07057,0.05618,1.50087,0.97268
340000,安徽省,2016,200.51743,199.0978,18.63973,4.23071,0.02327,-0.00293,1.39636,1.03896
340000,安徽省,2015,182.84997,181.59617,16.15454,5.12419,0.01788,0.00446,1.23592,0.82532
340000,安徽省,2014,188.20199,187.22062,13.90502,4.76196,0.00887,0.00905,0.9725,0.65645
340000,安徽省,2013,,,,,,,,
340000,安徽省,2012,141.18187,140.46238,12.25721,3.52672,0.39402,0.0093,0.32547,0.02082
340000,安徽省,2011,114.57741,113.9916,12.13877,2.93937,0.31578,-0.01646,0.27003,-0.00907
340000,安徽省,2010,203.2992,202.4088,50.691,7.8524,0.5443,0.0615,0.3462,0.0377
340000,安徽省,2009,155.7381,154.91834,43.53755,7.49601,0.33788,0.1008,0.48188,0.03217
340000,安徽省,2008,133.95393,133.12961,41.02151,5.62797,0.48399,0.06473,0.34033,0.14246
340000,安徽省,2007,101.34802,100.62444,29.21766,4.57054,0.41471,0.1714,0.30887,
340000,安徽省,2006,76.79454,76.25312,23.23704,5.44433,0.30768,0.15965,0.23374,
340000,安徽省,2005,62.12344,61.93882,17.06741,5.70475,0.07331,0.02464,0.11131,0.02262
340000,安徽省,2004,,,,,,,,
340000,安徽省,2003,47.3332,47.1879,11.7959,8.9655,0.0773,0.0126,0.068,0.0053
340000,安徽省,2002,42.8506,42.6846,13.1101,10.1735,0.102,0.0158,0.064,0.0021
340000,安徽省,2001,32.8625,32.7201,13.5237,9.009,0.0706,0.0353,0.0718,0.0007
340000,安徽省,2000,23.1345,23.0476,11.7387,7.6696,0.0499,0.0122,0.037,
350000,福建省,2019,378.2624,376.41648,8.70964,1.89381,0.60743,0.03504,1.23849,1.24651
350000,福建省,2018,379.25403,378.80143,12.03038,2.18822,0.5986,0.05175,-0.146,-0.20249
350000,福建省,2017,330.17732,327.18714,15.53236,1.58624,2.9243,0.47271,0.06588,
350000,福建省,2016,273.65317,270.98664,8.3422,1.11273,2.61767,0.35537,0.04886,
350000,福建省,2015,255.08758,252.1316,12.3949,1.098,2.9988,0.49131,-0.04282,
350000,福建省,2014,232.10817,230.01761,5.70452,1.20701,2.333,0.25289,-0.24244,
350000,福建省,2013,,,,,,,,
350000,福建省,2012,148.02807,146.16862,10.83943,1.77668,1.76928,0.30317,0.09017,0.03183
350000,福建省,2011,121.53335,120.16641,6.06578,0.92484,1.29653,0.18332,0.07041,0.0253
350000,福建省,2010,167.0594,164.634,19.054,3.0337,2.0875,0.2052,0.3378,0.1499
350000,福建省,2009,128.59634,127.1168,16.42407,2.73248,1.30195,0.46424,0.17759,0.03465
350000,福建省,2008,109.58073,106.83146,17.60616,3.3854,1.88939,0.32285,0.85988,0.17457
350000,福建省,2007,83.40351,81.23349,13.19561,3.44509,1.53807,0.36249,0.63195,0.32021
350000,福建省,2006,66.2957,64.10072,10.12612,2.73624,0.99628,0.25119,1.1987,0.8169
350000,福建省,2005,51.1009,49.83809,12.23435,3.74229,0.58498,0.01218,0.67783,0.47581
350000,福建省,2004,,,,,,,,
350000,福建省,2003,35.4181,34.4718,9.6888,4.7171,0.4948,0.0188,0.4515,0.2119
350000,福建省,2002,28.4055,27.5408,9.7163,5.0213,0.5871,0.0396,0.2776,0.1298
350000,福建省,2001,25.9407,25.3083,9.4462,5.5652,0.4295,0.1052,0.2029,0.0754
350000,福建省,2000,17.1928,16.3423,8.0728,3.8913,0.6553,0.333,0.1952,0.0441
360000,江西省,2019,227.75867,222.1369,4.74602,8.92491,5.60856,-0.00406,0.01321,
360000,江西省,2018,228.93642,220.24922,6.15997,9.3882,8.67038,-0.00398,0.01682,
360000,江西省,2017,196.72689,188.71241,3.65553,10.1332,7.91881,-0.0037,0.09567,
360000,江西省,2016,186.31144,181.94723,4.38759,9.75173,4.3566,-0.0007,0.00761,
360000,江西省,2015,159.69315,154.81184,4.74595,9.94962,4.85927,-0.00609,0.02204,
360000,江西省,2014,154.55644,149.07608,3.52993,10.62193,5.48033,-0.00188,3e-05,
360000,江西省,2013,,,,,,,,
360000,江西省,2012,91.82447,89.82,9.42888,8.2404,2.0042,-0.00128,0.00027,
360000,江西省,2011,56.98303,56.88786,5.14948,8.29198,0.09299,0.05601,0.00218,
360000,江西省,2010,96.2077,95.595,21.1245,14.3242,0.1358,0.0022,0.4769,0.0055
360000,江西省,2009,82.38348,81.89933,22.1681,12.95357,0.47615,0.00246,0.008,0.0055
360000,江西省,2008,77.23284,76.91872,18.67101,13.09792,0.29676,0.00278,0.01736,0.0055
360000,江西省,2007,49.11903,48.87624,15.09732,8.11204,0.23842,0.00329,0.00437,
360000,江西省,2006,39.41033,39.16301,12.58494,6.696,0.22453,0.00501,0.02279,
360000,江西省,2005,38.29188,38.1388,12.91485,6.44224,0.13548,0.00237,0.0176,0.0
360000,江西省,2004,,,,,,,,
360000,江西省,2003,24.6639,24.5008,11.2864,5.0991,0.149,0.0031,0.0141,0.0072
360000,江西省,2002,19.4534,19.3654,9.7088,3.7599,0.06,0.0048,0.028,
360000,江西省,2001,12.6762,12.6592,7.6638,3.4934,0.017,,,
360000,江西省,2000,8.5242,8.5226,5.0306,2.7086,,,0.0015,
370000,山东省,2019,383.94571,382.65239,51.92245,6.73151,0.21084,,1.08248,
370000,山东省,2018,391.26114,389.96246,42.23473,10.52809,0.1674,,1.13128,-0.01401
370000,山东省,2017,454.56497,451.59227,61.35996,19.65449,2.03858,,0.93412,-0.02441
370000,山东省,2016,408.93187,407.1766,37.16136,24.91369,0.5832,,1.17207,0.02496
370000,山东省,2015,394.15198,392.56232,38.00087,24.47368,0.67856,,0.9111,-0.03913
370000,山东省,2014,411.65253,409.67559,39.21187,27.43783,1.03859,0.77446,0.93835,-0.03516
370000,山东省,2013,,,,,,,,
370000,山东省,2012,309.03181,307.89586,38.98119,27.66141,0.21197,-0.00997,0.92398,0.10545
370000,山东省,2011,269.51921,268.24816,26.63431,29.46774,0.0811,0.01782,1.18995,0.16466
370000,山东省,2010,484.8447,482.9585,82.7401,43.7631,0.7804,0.0982,1.1058,0.1663
370000,山东省,2009,389.07512,385.27447,56.48532,38.7958,1.04644,0.12436,2.75421,0.57822
370000,山东省,2008,347.59866,343.99922,59.3653,39.90799,0.92228,0.1097,2.67716,0.41288
370000,山东省,2007,254.00062,251.56745,47.51474,31.35528,0.95755,0.04212,1.47562,0.11667
370000,山东省,2006,228.43106,226.48496,41.86749,31.10426,0.87157,0.05902,1.07453,0.32612
370000,山东省,2005,202.46026,200.82318,39.03256,31.9548,0.79469,0.03853,0.84239,0.34294
370000,山东省,2004,,,,,,,,
370000,山东省,2003,119.1391,117.6277,28.4884,24.9145,0.4969,0.0593,1.0145,0.0187
370000,山东省,2002,97.8738,97.0111,24.7673,25.9055,0.45,0.0483,0.4127,0.2981
370000,山东省,2001,83.844,83.0711,22.8204,24.0876,0.5493,0.1483,0.2237,0.072
370000,山东省,2000,66.869,66.0852,21.1183,24.6997,0.5769,0.2281,0.2069,0.0463
410000,河南省,2019,549.91366,548.85515,36.85206,9.82017,0.05684,,1.00167,0.49585
410000,河南省,2018,530.4437,528.86301,38.34807,10.48465,0.09719,,1.4835,0.0078
410000,河南省,2017,458.24644,457.24452,35.6418,11.11967,0.26523,,0.73669,0.00755
410000,河南省,2016,430.79951,430.02325,32.22036,11.26128,0.36615,,0.41011,0.00012
