省份编码,省份,年份,建筑业企业负债(亿元),内资建筑业企业负债(亿元),国有建筑业企业负债(亿元),集体建筑业企业负债(亿元),港澳台商投资建筑业企业负债(亿元),港澳台商独资建筑业企业负债(亿元),外商投资建筑业企业负债(亿元),外商独资建筑业企业负债(亿元)
120000,天津市,2005,541.87795,527.51442,224.4721,28.79748,7.80624,3.35323,6.55729,2.5279
120000,天津市,2004,,,,,,,,
120000,天津市,2003,405.2644,399.0477,188.4561,36.0161,5.4215,0.0,0.7952,0.0
120000,天津市,2002,330.2139,325.2075,154.356,31.5175,4.0579,,0.9485,
120000,天津市,2001,255.69862,252.6996,158.7746,22.4493,2.5554,,0.4436,
120000,天津市,2000,233.08733,230.7362,169.3947,23.1018,1.8618,,0.4894,
130000,河北省,2019,4972.60858,4970.21109,721.38498,24.37849,1.90628,,0.49121,
130000,河北省,2018,4724.9254,4722.64538,689.15844,20.07073,1.73354,,0.54648,
130000,河北省,2017,4243.0703,4241.34708,541.74597,31.07859,1.37265,,0.35057,
130000,河北省,2016,3328.70551,3326.59229,531.20494,28.74388,1.89328,,0.21994,
130000,河北省,2015,2940.66804,2938.9885,454.70061,23.90985,1.41328,,0.26626,
130000,河北省,2014,2721.82125,2719.92729,462.55061,26.90421,1.43146,,0.4625,
130000,河北省,2013,,,,,,,,
130000,河北省,2012,2166.52165,2163.8671,532.95325,28.79238,1.33371,,1.32084,
130000,河北省,2011,1762.39867,1761.19183,448.10033,25.45609,1.17901,,0.02783,
130000,河北省,2010,1499.6667,1497.8898,394.7521,24.258,0.9865,,0.7904,
130000,河北省,2009,1276.2689,1275.27587,340.65041,22.51614,0.53541,,0.45762,
130000,河北省,2008,1067.79601,1066.71221,278.53016,17.92786,0.571,,0.5128,
130000,河北省,2007,808.74838,808.08235,351.43466,32.22888,0.57871,,0.08732,
130000,河北省,2006,645.04582,644.50174,249.19229,26.52255,0.49235,,0.05173,
130000,河北省,2005,602.26243,602.01572,261.0889,24.66063,0.06406,,0.18265,
130000,河北省,2004,,,,,,,,
130000,河北省,2003,445.3951,444.7732,199.2538,34.4972,0.1114,0.038,0.5105,0.0
130000,河北省,2002,422.6665,422.2594,205.6807,40.1626,0.1398,0.0665,0.2673,
130000,河北省,2001,378.12968,377.1552,219.776,47.9495,0.4015,0.0667,0.5729,
130000,河北省,2000,347.65093,346.9464,241.0606,63.6209,0.3928,0.0771,0.3118,
140000,山西省,2019,5179.11794,5178.61092,1283.01611,41.72217,0.42599,,0.08103,
140000,山西省,2018,4542.27018,4538.49972,1048.62773,38.65803,0.61502,,3.15544,
140000,山西省,2017,4250.72421,4246.81391,1064.24058,49.65412,1.20951,,2.70079,0.02604
140000,山西省,2016,3781.9762,3777.48447,855.57665,42.77308,1.39452,,3.09721,
140000,山西省,2015,3021.09397,3017.33007,664.58821,41.39216,1.88828,,1.87562,
140000,山西省,2014,2845.54845,2841.70762,672.75231,41.51057,2.19285,,1.64798,
140000,山西省,2013,,,,,,,,
140000,山西省,2012,2295.58495,2289.57905,646.54341,34.2948,3.95044,,2.05546,
140000,山西省,2011,1944.88916,1941.56943,517.05283,33.14295,1.17191,,2.14782,
140000,山西省,2010,1591.6037,1588.3528,381.3435,25.6334,2.6096,,0.6414,
140000,山西省,2009,1267.94587,1264.02903,319.56415,23.64758,3.45797,,0.45887,
140000,山西省,2008,1028.34892,1024.33803,313.24232,22.67045,3.4557,,0.55519,
140000,山西省,2007,800.4614,798.16627,290.84548,22.81074,1.90402,,0.39111,
140000,山西省,2006,689.60815,687.97948,322.5373,26.6677,1.227,,0.40167,
140000,山西省,2005,607.0051,604.80775,336.77735,19.76185,1.65519,,0.54216,
140000,山西省,2004,,,,,,,,
140000,山西省,2003,418.8262,417.152,201.5578,20.4076,1.1307,0.0,0.5435,0.0
140000,山西省,2002,360.846,359.337,224.3738,21.5927,0.714,0.1624,0.795,
140000,山西省,2001,276.25254,275.1429,187.4903,18.2527,1.1079,0.4134,0.0018,
140000,山西省,2000,230.80898,229.3235,185.8797,25.0916,1.479,0.7224,0.0065,
150000,内蒙古自治区,2019,1491.77015,1491.77015,238.03968,3.11308,,,,
150000,内蒙古自治区,2018,1520.43757,1520.43757,213.79076,1.07371,,,,
150000,内蒙古自治区,2017,1387.86019,1387.86019,208.06138,0.64247,,,,
150000,内蒙古自治区,2016,1243.55968,1243.55968,198.59254,1.61325,,,,
150000,内蒙古自治区,2015,1205.96158,1205.96158,181.67346,1.63934,,,,
150000,内蒙古自治区,2014,1170.3908,1170.3908,130.14971,1.60598,,,,
150000,内蒙古自治区,2013,,,,,,,,
150000,内蒙古自治区,2012,1034.10789,1034.10789,99.02821,4.94215,,,,
150000,内蒙古自治区,2011,845.1576,845.14568,81.77312,3.07372,,,0.01192,
150000,内蒙古自治区,2010,605.4494,605.4494,68.7479,3.7682,,,,
150000,内蒙古自治区,2009,441.97823,441.97483,58.46162,4.07239,,,0.0034,
150000,内蒙古自治区,2008,350.02828,350.00894,60.55193,4.059,,,0.01934,
150000,内蒙古自治区,2007,302.63679,302.61648,48.55785,1.61498,,,0.02031,
150000,内蒙古自治区,2006,231.28751,231.25312,18.06499,1.51426,,,0.03439,
150000,内蒙古自治区,2005,208.76798,208.73063,13.95681,1.48279,,,0.03735,
150000,内蒙古自治区,2004,,,,,,,,
150000,内蒙古自治区,2003,157.2208,156.703,20.5275,3.4875,0.3913,0.1463,0.1265,0.0
150000,内蒙古自治区,2002,136.638,136.2294,34.588,8.1992,0.3565,0.1152,0.0521,
150000,内蒙古自治区,2001,113.63371,113.3091,45.2784,12.4382,0.3246,0.1078,,
150000,内蒙古自治区,2000,102.46323,102.1839,43.5315,21.443,0.2085,0.0516,0.0708,
210000,辽宁省,2019,4521.92962,4453.07564,552.28103,98.5592,59.02356,57.08794,9.83042,0.03556
210000,辽宁省,2018,4211.63512,4136.06144,574.83294,103.76108,63.9135,59.90235,11.66018,0.27712
210000,辽宁省,2017,4125.63303,4018.01654,674.70574,90.97522,95.59843,87.4746,12.01806,0.18351
210000,辽宁省,2016,4135.40987,3974.72271,648.46232,97.29666,137.25606,102.6309,23.4311,0.34122
210000,辽宁省,2015,4386.56642,4228.50606,689.15446,106.18777,111.12545,101.6062,46.93491,25.71935
210000,辽宁省,2014,4171.09694,4109.20177,720.64666,121.02019,33.48654,14.26746,28.40863,13.14406
210000,辽宁省,2013,,,,,,,,
210000,辽宁省,2012,3356.46726,3301.00466,710.89345,128.4412,10.58942,0.0067,44.87318,
210000,辽宁省,2011,2603.03596,2485.45854,533.01321,118.19747,72.43549,62.30422,45.14193,1.4719
210000,辽宁省,2010,2060.5378,2016.5267,380.5282,102.3083,8.1521,0.7873,35.8591,2.215
210000,辽宁省,2009,1567.68368,1529.96597,422.85189,92.83956,5.04715,0.17857,32.67056,2.13183
210000,辽宁省,2008,1276.59341,1257.16762,359.69462,84.67034,4.16414,0.00843,15.26165,2.09355
210000,辽宁省,2007,1087.56933,1056.61702,279.10519,74.70876,4.37176,0.0696,26.58055,0.76682
210000,辽宁省,2006,896.70148,871.86424,268.37,91.71775,4.5397,0.01831,20.29754,0.59502
210000,辽宁省,2005,759.53586,738.40764,256.65207,74.67326,5.0435,0.1022,16.08472,0.07905
210000,辽宁省,2004,,,,,,,,
210000,辽宁省,2003,625.0665,604.7001,223.9621,86.3473,3.6241,0.0,16.7423,0.4903
210000,辽宁省,2002,567.2368,553.9246,218.1058,103.3283,6.0076,,7.3046,0.5019
210000,辽宁省,2001,538.6351,525.3833,238.0486,112.4328,7.3638,0.0319,5.8881,
210000,辽宁省,2000,482.12619,473.3868,246.894,125.4935,4.1506,,4.5888,0.3086
220000,吉林省,2019,1777.7845,1771.85303,153.30327,13.05292,5.93147,0.08123,,
220000,吉林省,2018,1695.60526,1678.86936,174.30425,15.86361,16.16499,0.03857,0.57091,
220000,吉林省,2017,1578.2362,1556.81019,110.50782,15.95935,20.83188,0.04518,0.59413,
220000,吉林省,2016,1517.00241,1497.1818,113.065,13.93229,19.46701,,0.3536,
220000,吉林省,2015,1425.98917,1403.06482,140.70889,14.78703,22.52858,,0.39577,
220000,吉林省,2014,1334.7536,1314.69058,97.82374,17.14814,19.65452,,0.4085,
220000,吉林省,2013,,,,,,,,
220000,吉林省,2012,971.38723,960.33466,104.34209,13.79227,11.05257,,,
220000,吉林省,2011,757.31794,748.64595,80.82295,11.77002,8.67199,,,
220000,吉林省,2010,579.1368,577.481,64.2,4.6981,1.6558,,,
220000,吉林省,2009,385.27662,381.50446,67.60021,5.19664,3.4399,,0.33226,
220000,吉林省,2008,402.56426,401.60597,50.97538,6.74364,0.35055,,0.60774,
220000,吉林省,2007,346.33012,344.1513,53.69234,8.3766,1.58778,,0.59104,
220000,吉林省,2006,352.02543,349.9178,56.79088,13.12065,1.75929,,0.34834,
220000,吉林省,2005,338.37049,336.13246,140.14988,12.01533,1.40812,,0.82991,
220000,吉林省,2004,,,,,,,,
220000,吉林省,2003,272.4512,271.0942,127.5063,15.5663,0.6702,0.1709,0.6868,0.0209
220000,吉林省,2002,246.8923,244.6253,123.4911,19.2792,1.0594,0.5071,1.2076,0.0226
220000,吉林省,2001,225.32964,224.1663,113.2492,22.6707,0.2664,,0.897,
220000,吉林省,2000,187.91938,187.8553,135.5808,22.6515,0.0504,0.001,0.0136,0.0136
230000,黑龙江省,2019,1508.13934,1506.46325,453.65309,26.25369,0.68875,,0.98734,
230000,黑龙江省,2018,1439.7763,1436.79844,406.30415,31.09389,0.68875,,2.28911,
230000,黑龙江省,2017,1390.83714,1385.39838,427.82743,33.19662,0.87964,,4.55912,
230000,黑龙江省,2016,1354.12379,1348.08922,376.77718,38.68378,0.56121,,5.47336,
230000,黑龙江省,2015,1173.54328,1166.56779,359.32441,60.4978,0.42214,,6.55335,
230000,黑龙江省,2014,1249.86585,1240.61758,367.31526,69.05354,0.2605,,8.98777,1.81239
230000,黑龙江省,2013,,,,,,,,
230000,黑龙江省,2012,1107.9601,1104.36902,439.56453,67.12832,0.05332,,3.53776,
230000,黑龙江省,2011,1004.0174,1001.11912,434.27534,50.80302,0.05847,,2.83981,
230000,黑龙江省,2010,819.5121,818.7298,307.3048,41.7704,0.0723,,0.7099,
230000,黑龙江省,2009,713.35578,711.77769,322.98824,33.75867,0.92037,,0.65772,
230000,黑龙江省,2008,696.48897,694.56717,338.66012,35.22891,1.17373,,0.74807,
230000,黑龙江省,2007,605.47314,604.28865,236.36385,36.84855,1.00243,,0.18206,
230000,黑龙江省,2006,527.87021,526.8739,184.30019,34.20674,0.98745,,0.00886,
230000,黑龙江省,2005,426.19432,424.397,139.92048,29.6237,0.04811,,1.74921,
230000,黑龙江省,2004,,,,,,,,
230000,黑龙江省,2003,353.2544,351.9777,111.7173,30.491,0.14,0.14,1.1367,0.0
230000,黑龙江省,2002,340.8465,340.1688,116.234,35.5166,0.3104,0.09,0.3673,
230000,黑龙江省,2001,325.68102,324.7581,162.5014,46.6526,0.6175,0.0923,0.3054,
230000,黑龙江省,2000,305.78864,304.4362,199.1438,54.0541,0.8963,0.0902,0.4562,0.0562
310000,上海市,2019,9050.73754,8785.27377,2541.9509,10.74679,119.53782,35.33721,145.92595,114.5188
310000,上海市,2018,8460.91292,8267.93195,2427.23946,9.0322,107.7107,30.4484,85.27027,56.29114
310000,上海市,2017,7713.23495,7510.91942,1413.9504,11.84797,118.68899,19.30853,83.62654,53.87373
310000,上海市,2016,7019.34099,6788.5366,1004.87062,15.29621,117.41172,13.57875,113.39267,77.95878
310000,上海市,2015,6697.971,6432.85819,869.92312,15.86762,136.80114,12.84403,128.31167,91.93239
310000,上海市,2014,6058.84925,5790.80069,808.62848,13.86339,142.5913,17.21982,125.45726,93.29014
310000,上海市,2013,,,,,,,,
310000,上海市,2012,4950.36617,4710.26434,872.45388,42.39203,108.89084,12.9388,131.21099,
310000,上海市,2011,4318.52246,4141.32287,747.39054,47.80051,86.27108,12.56635,90.92851,0.02313
310000,上海市,2010,3635.2947,3453.7042,648.6172,68.5656,101.7397,10.685,79.8507,0.0649
310000,上海市,2009,3069.65106,2929.06963,566.97108,59.53126,77.06009,8.42342,63.52134,0.14433
310000,上海市,2008,2705.40411,2570.89483,515.10666,48.12853,51.9209,12.10655,82.58838,1.57375
310000,上海市,2007,2151.69796,2046.48495,366.04263,69.04494,27.35892,5.13262,77.85409,54.15899
310000,上海市,2006,1846.21941,1756.2146,388.67588,77.92446,31.63036,1.25525,58.37445,40.91472
310000,上海市,2005,1512.73009,1426.62138,363.47246,51.40205,22.39278,0.23949,63.71593,28.40427
310000,上海市,2004,,,,,,,,
310000,上海市,2003,1046.4163,1011.2536,264.988,115.048,20.9721,0.0199,14.1906,0.0
310000,上海市,2002,761.2111,732.3769,215.0105,105.8902,15.6711,0.205,13.1631,
310000,上海市,2001,681.9939,657.4547,277.4559,87.7652,14.0554,0.4456,10.4838,0.2108
310000,上海市,2000,614.9911,592.7097,245.4804,69.5079,14.3848,0.16,7.8966,0.3196
320000,江苏省,2019,13447.03827,13321.56284,1523.14284,39.3458,41.3911,6.82151,84.08433,48.22617
320000,江苏省,2018,11873.95374,11731.92976,1226.63743,44.7248,43.56062,7.47215,98.46336,56.93842
320000,江苏省,2017,10871.00049,10744.4894,930.85928,48.44559,59.05226,6.26167,67.45883,36.16317
320000,江苏省,2016,10277.64633,10182.17564,886.70857,60.28257,56.75594,2.69385,38.71475,17.31836
320000,江苏省,2015,9764.54142,9667.91049,813.55009,61.65552,53.76065,2.03459,42.87028,19.87567
320000,江苏省,2014,9168.25391,9064.36456,746.17929,64.83922,56.94529,1.32136,46.94406,19.58973
320000,江苏省,2013,,,,,,,,
320000,江苏省,2012,7103.49225,7012.68822,773.70601,178.87295,41.81052,3.3224,48.99351,
320000,江苏省,2011,5837.20922,5756.46528,607.20677,132.97719,39.9839,1.80246,40.76004,
320000,江苏省,2010,4537.7,4482.8589,511.2517,101.0081,26.2542,7.5872,28.5869,
320000,江苏省,2009,3864.24089,3786.84805,411.41305,115.44436,28.93829,8.96535,48.45455,2.44665
320000,江苏省,2008,3440.71557,3375.78613,330.29554,137.48655,28.06364,9.05425,36.8658,1.49307
320000,江苏省,2007,2925.80062,2862.72371,311.65485,173.5837,18.97017,3.69492,44.10674,11.1804
320000,江苏省,2006,2522.98153,2482.63291,285.48798,155.63971,14.06384,2.35077,26.28478,8.38859
320000,江苏省,2005,2181.40015,2142.16377,276.07232,153.8508,14.80681,5.24256,24.42957,5.42278
320000,江苏省,2004,,,,,,,,
320000,江苏省,2003,1540.1204,1526.8529,311.0328,205.7063,6.5362,0.0,6.7313,0.249
320000,江苏省,2002,1331.3432,1315.2207,401.142,276.8313,11.3759,0.3378,4.7466,
320000,江苏省,2001,1180.4957,1167.534,377.4158,262.4059,8.6604,,4.3013,0.0097
320000,江苏省,2000,1104.36118,1086.4059,393.8133,397.6252,6.9727,,10.9826,
330000,浙江省,2019,9573.52884,9497.59333,376.51011,52.29252,67.81402,10.02738,8.12149,3.82405
330000,浙江省,2018,8477.65523,8375.59645,300.52764,54.51729,95.06385,8.14137,6.99493,2.87513
330000,浙江省,2017,7625.34808,7582.1294,238.55824,67.91896,34.45776,11.80009,8.76092,4.79339
330000,浙江省,2016,7103.12304,7070.12279,247.25838,60.85757,28.28302,0.45855,4.71723,
330000,浙江省,2015,6989.10357,6948.28089,269.82789,69.81903,35.37203,0.50065,5.45065,0.00888
330000,浙江省,2014,6542.69127,6500.52799,281.60201,62.37313,37.69767,0.51327,4.46561,0.00944
330000,浙江省,2013,,,,,,,,
330000,浙江省,2012,5371.90941,5323.42324,274.0133,90.25369,43.00479,0.48411,5.48138,
330000,浙江省,2011,4717.89398,4664.07975,239.16197,77.95021,25.38981,0.16787,28.42442,
330000,浙江省,2010,3816.6863,3777.5898,140.8266,80.0219,19.5918,0.0694,19.5048,
330000,浙江省,2009,2999.43328,2977.34206,129.78092,67.5093,6.34991,0.04374,15.74131,
330000,浙江省,2008,2620.13239,2596.41362,148.88059,75.77172,7.10453,0.128,16.61424,
330000,浙江省,2007,2338.60838,2315.66602,149.5365,67.28908,5.03855,0.11639,17.90381,
330000,浙江省,2006,1965.89036,1950.1165,128.72973,70.7709,5.06314,0.04415,10.71072,
330000,浙江省,2005,1697.87655,1672.80347,122.75853,99.07717,4.42283,0.06753,20.65025,
330000,浙江省,2004,,,,,,,,
330000,浙江省,2003,1207.1187,1196.2425,110.9197,121.0237,7.8615,0.0083,3.0147,0.2293
330000,浙江省,2002,927.0901,911.0935,96.5662,131.4667,8.898,0.0119,7.0986,0.3888
330000,浙江省,2001,778.49418,769.5224,94.6241,135.7765,4.5886,0.0301,4.3832,0.21
330000,浙江省,2000,702.10595,691.0479,134.3858,205.7045,6.9427,0.0535,4.1153,0.3057
340000,安徽省,2019,5145.52064,5138.0271,961.35029,18.0816,7.48874,6.11643,0.0048,
340000,安徽省,2018,4771.64003,4762.52306,1059.22904,13.73752,9.11375,8.83233,0.00322,
340000,安徽省,2017,4123.90972,4110.37002,1084.51711,37.12082,8.0031,7.95771,5.5366,3.74119
340000,安徽省,2016,3722.43512,3709.72259,890.96719,37.06287,7.60491,7.55951,5.10762,3.51793
340000,安徽省,2015,3208.20179,3195.29538,708.45548,35.58021,6.73007,6.58386,6.17634,4.3976
340000,安徽省,2014,2893.90542,2883.0811,696.73781,32.56373,5.66606,5.63183,5.15826,3.33442
340000,安徽省,2013,,,,,,,,
340000,安徽省,2012,2125.28539,2114.96411,533.31225,51.31255,6.05835,3.79527,4.26293,
340000,安徽省,2011,1755.218,1749.8288,477.42297,46.82044,1.5873,0.45971,3.8019,
340000,安徽省,2010,1377.5526,1373.4132,583.4227,41.9071,1.6248,0.6997,2.5147,
340000,安徽省,2009,1152.97475,1147.84328,522.14083,40.62408,1.56365,0.84022,3.56782,
340000,安徽省,2008,936.59332,933.76597,388.1639,40.99054,1.34258,0.62163,1.48477,
340000,安徽省,2007,745.29703,740.43625,274.84632,29.16972,2.28213,1.41775,2.57865,
340000,安徽省,2006,559.89298,557.16116,216.86855,35.95948,1.39249,0.42931,1.33933,
340000,安徽省,2005,464.24434,462.65341,155.6097,45.62443,0.71118,0.34871,0.87975,0.16963
340000,安徽省,2004,,,,,,,,
340000,安徽省,2003,350.1226,347.1394,138.1078,59.3771,2.1216,0.1516,0.8616,0.0051
340000,安徽省,2002,319.5299,318.1188,135.786,69.0191,0.5744,0.168,0.8367,0.027
340000,安徽省,2001,252.97517,251.8118,134.9827,56.9198,0.3544,0.1159,0.8089,0.0209
340000,安徽省,2000,235.02197,233.9371,133.9474,65.1469,0.5584,0.116,0.5265,
350000,福建省,2019,4074.99068,4055.72967,570.44481,32.04246,9.95255,2.66013,9.30846,4.52042
350000,福建省,2018,3707.22713,3686.35512,501.9937,26.30464,14.02114,1.27358,6.85087,4.04045
350000,福建省,2017,2975.11635,2937.71753,491.61958,26.21328,34.55354,3.53252,2.84528,
350000,福建省,2016,2527.8104,2499.81366,400.97799,29.00039,23.77412,3.55827,4.22262,
350000,福建省,2015,2316.39712,2284.49002,337.09999,27.40505,28.95955,3.26351,2.94755,
350000,福建省,2014,2176.46292,2147.54858,267.78313,27.99068,25.51687,0.67082,3.39747,
350000,福建省,2013,,,,,,,,
350000,福建省,2012,1481.1256,1461.40327,299.68536,46.11027,16.53168,1.37441,3.19065,
350000,福建省,2011,1223.96983,1208.47246,251.32491,41.08366,11.94091,0.66495,3.55646,
350000,福建省,2010,964.5038,949.9615,224.763,27.199,11.6931,1.3433,2.8492,
350000,福建省,2009,843.11095,832.77165,234.89441,26.97492,8.19737,2.37151,2.14193,
350000,福建省,2008,749.36743,735.52563,185.56979,27.82061,10.15832,1.78909,3.68348,0.82524
350000,福建省,2007,652.33902,638.61878,171.70305,35.35708,9.78916,2.82892,3.93108,1.20578
350000,福建省,2006,553.35838,541.19235,160.07418,32.1452,7.42226,2.43191,4.74377,2.07524
350000,福建省,2005,485.95653,475.87713,157.86101,54.93131,6.56032,0.29603,3.51908,1.41508
350000,福建省,2004,,,,,,,,
350000,福建省,2003,388.7518,381.0582,129.3019,65.4624,4.3268,0.626,3.3668,0.5281
350000,福建省,2002,346.0682,340.2037,120.3059,90.0085,3.9931,0.8737,1.8714,0.607
350000,福建省,2001,297.32473,291.9783,120.0536,80.7435,3.7176,0.9893,1.6288,0.7647
350000,福建省,2000,318.73467,311.4762,126.4796,106.6606,4.9403,2.2185,2.3181,0.9832
360000,江西省,2019,3156.97467,2963.21818,328.5765,82.21976,193.60369,0.03063,0.1528,
360000,江西省,2018,4037.09769,3853.36973,304.74652,72.19712,183.63336,0.03064,0.0946,
360000,江西省,2017,2319.58537,2146.40149,383.35314,83.32435,173.0252,0.01608,0.15868,
360000,江西省,2016,1918.85186,1788.27858,314.9637,86.44021,130.47215,0.03098,0.10113,
360000,江西省,2015,1568.91067,1458.35285,272.37402,86.49736,110.3583,0.03623,0.19952,
360000,江西省,2014,1318.111,1229.22426,232.29626,82.5595,88.86439,2e-05,0.02235,
360000,江西省,2013,,,,,,,,
360000,江西省,2012,877.3407,841.14428,280.72008,72.53402,36.15167,0.00156,0.04475,
360000,江西省,2011,700.9828,693.50895,270.15996,65.45033,7.47385,0.02897,,
360000,江西省,2010,544.6833,525.9012,234.0383,57.6456,2.8761,0.0158,15.9061,
360000,江西省,2009,485.33115,482.02894,227.25498,55.56148,3.06442,0.01541,0.23779,
360000,江西省,2008,403.32627,401.21511,202.66593,49.28005,1.82294,0.02625,0.28822,
360000,江西省,2007,334.49479,328.50398,151.82334,45.98131,5.98124,0.0639,0.00957,
360000,江西省,2006,298.82861,293.04821,121.7992,46.05611,5.77092,0.02147,0.00948,
360000,江西省,2005,265.18782,263.77263,127.92993,50.45634,1.35702,0.02555,0.05817,
360000,江西省,2004,,,,,,,,
360000,江西省,2003,216.371,214.8869,112.8607,54.4075,1.3298,0.4942,0.1543,0.1063
360000,江西省,2002,170.661,170.3552,96.1961,41.5183,0.2171,-0.046,0.0887,
360000,江西省,2001,147.60612,147.3927,100.2607,38.255,0.2134,,,
360000,江西省,2000,121.89136,121.8565,80.1536,35.776,,,0.0348,
370000,山东省,2019,11505.59916,11490.59991,1986.70993,199.30207,8.95941,,6.03984,
370000,山东省,2018,10102.41872,10087.04941,1624.51802,216.25703,8.99726,,6.37205,0.04098
370000,山东省,2017,9032.54642,8963.29875,1681.24891,223.20713,61.75097,,7.4967,0.03416
370000,山东省,2016,7869.80978,7819.69762,1635.4853,220.50863,42.97601,,7.13615,0.04043
370000,山东省,2015,6884.81195,6811.34295,1360.42839,216.27268,66.80961,,6.65939,0.06014
370000,山东省,2014,6358.06452,6269.23642,1212.64144,202.34444,82.3104,0.04628,6.5177,0.0538
370000,山东省,2013,,,,,,,,
370000,山东省,2012,4834.59633,4795.49143,1061.49887,232.85312,33.1521,0.25689,5.9528,
370000,山东省,2011,4113.53999,4078.2091,980.48236,216.80831,29.822,0.17936,5.50889,
370000,山东省,2010,3265.124,3253.4331,794.8595,190.6646,4.5686,0.2158,7.1223,
370000,山东省,2009,2703.84916,2670.70319,600.27797,180.11323,5.53491,0.55113,27.61106,
370000,山东省,2008,2305.13786,2272.91304,513.40486,183.5597,4.96071,0.4738,27.26411,
370000,山东省,2007,2048.33173,2027.31111,510.69814,203.35767,6.49531,0.21975,14.52531,0.50141
370000,山东省,2006,1761.25975,1746.98971,407.14824,196.39405,4.86395,0.23714,9.40609,1.37657
370000,山东省,2005,1547.52206,1535.8566,386.01046,210.72105,5.83706,0.30694,5.8284,1.23759
370000,山东省,2004,,,,,,,,
370000,山东省,2003,1051.6876,1042.0199,341.3612,193.1437,3.3962,0.1784,6.2715,0.2749
370000,山东省,2002,855.324,850.2661,279.6636,197.5346,3.549,0.3938,1.5089,0.4775
370000,山东省,2001,730.30245,723.4054,255.687,183.3187,5.3333,0.5016,1.5638,0.5444
370000,山东省,2000,636.70696,630.0589,234.7073,206.6725,4.0159,0.3098,2.6322,0.7916
410000,河南省,2019,6448.63935,6418.56971,1023.34403,26.09101,17.55975,,12.50989,0.72709
410000,河南省,2018,5781.54973,5753.67385,1049.50148,32.96868,17.95187,,9.92401,0.03
410000,河南省,2017,4993.31558,4982.8235,841.63344,32.22594,2.98852,,7.50356,0.04567
