省份编码,省份,年份,建筑业企业利税总额合计(亿元),建筑业企业利润总额(亿元),建筑业企业主营业务税金及附加(亿元),建筑业企业管理费用中的税金(亿元),建筑业企业产值利税率(%),建筑业企业资产利税率(%)
130000,河北省,2009,158.98865,74.47541,80.34444,4.1688,6.29646524077323,8.43473541924447
130000,河北省,2008,143.91497,71.89046,68.19352,3.83099,7.03805142134509,8.98641682971924
130000,河北省,2007,96.77981,44.65208,49.73419,2.39354,5.99370508617906,7.74204904281711
130000,河北省,2006,83.0856,31.41598,49.69,1.97577,5.73505619154846,7.85700629824084
130000,河北省,2005,68.6111,29.3377,36.74,2.53622,5.33816458422074,7.02641203968214
130000,河北省,2004,60.69422,24.62001,,,,
130000,河北省,2003,45.1764,18.0629,25.74,1.3712,5.79,5.9
130000,河北省,2002,38.1119,14.6051,22.06,1.4497,5.4,5.3
130000,河北省,2001,41.6927,12.6382,27.63,1.4218,6.78,6.866
130000,河北省,2000,22.4663,6.737,14.7,1.0323,4.6,4.4
140000,山西省,2019,211.59332,100.14579,,,4.5,3.07667051532591
140000,山西省,2018,199.48098,96.10486,,,4.89949502144194,3.35
140000,山西省,2017,191.28819,101.13162,,,5.36336086057822,3.5060773400948
140000,山西省,2016,187.51825,97.20769,,,5.65073747618683,3.8700344210909
140000,山西省,2015,179.14818,93.80784,82.18823,3.15211,6.11163846821618,4.44118511279893
140000,山西省,2014,192.08268,93.91658,94.75989,3.40621,6.1892439594057,5.06280995226484
140000,山西省,2013,,,,,,
140000,山西省,2012,150.87744,69.33186,78.77959,2.76599,5.65,5.07
140000,山西省,2011,120.34118,49.22363,68.78354,2.33401,5.17616325095789,4.80695870152353
140000,山西省,2010,118.71074,48.38101,68.1618,2.1679,5.5,5.9
140000,山西省,2009,84.71006,30.56113,52.10782,2.04111,4.63884096764938,5.17827170368105
140000,山西省,2008,66.80272,23.17357,41.60222,2.02693,4.92848429670667,4.9303949936564
140000,山西省,2007,54.7712,19.45659,33.76281,1.5518,5.16366444858339,5.04348620081026
140000,山西省,2006,40.05359,9.56322,28.83,1.65823,4.26249975363789,4.21711213471119
140000,山西省,2005,37.4024,9.3202,26.69,1.38802,4.40434544527359,4.39793479815026
140000,山西省,2004,31.54096,7.84499,,,,
140000,山西省,2003,22.6472,4.7523,17.12,0.7725,4.19,3.6
140000,山西省,2002,17.8827,3.7332,13.46,0.6938,4.0,3.2
140000,山西省,2001,11.9342,1.7683,9.73,0.4315,3.83,3.125
140000,山西省,2000,9.3678,-0.0514,7.44,1.9768,3.9,2.9
150000,内蒙古自治区,2019,75.14532,32.21116,,,6.9,3.46464470656689
150000,内蒙古自治区,2018,94.36831,42.90925,,,9.0728290966427,4.25
150000,内蒙古自治区,2017,94.74226,52.2326,,,8.44259801647878,4.49739661110878
150000,内蒙古自治区,2016,104.14373,60.63297,27.6698,2.3838,8.53071495799101,5.27079823537121
150000,内蒙古自治区,2015,87.64313,46.6159,38.73307,2.29416,7.80110294078705,4.68044710408906
150000,内蒙古自治区,2014,124.9338,73.25127,49.15073,2.5318,8.90517792225987,6.9550312812683
150000,内蒙古自治区,2013,,,,,,
150000,内蒙古自治区,2012,139.13187,86.21899,50.03343,2.87945,9.66,8.6
150000,内蒙古自治区,2011,157.72083,105.37283,49.31225,3.03575,11.3087632695596,11.9325941201294
150000,内蒙古自治区,2010,130.74714,82.66705,45.4388,2.6413,11.6,13.4
150000,内蒙古自治区,2009,109.99519,74.40244,33.18882,2.40393,11.4017091598444,14.8140714351486
150000,内蒙古自治区,2008,89.2945,53.53443,33.02896,2.73111,11.4472862113586,15.1285767649241
150000,内蒙古自治区,2007,64.68959,35.33626,27.62425,1.72908,9.49775748581534,13.0913191982752
150000,内蒙古自治区,2006,48.12667,28.42197,18.24,1.4649,10.3053868933047,12.4209423163839
150000,内蒙古自治区,2005,31.7599,16.2376,13.57,1.94826,8.32926812157582,9.22841021880923
150000,内蒙古自治区,2004,26.1704,12.71648,,,,
150000,内蒙古自治区,2003,14.8628,5.5627,8.62,0.6847,5.77,5.6
150000,内蒙古自治区,2002,11.3728,4.0988,6.7,0.5739,5.2,4.8
150000,内蒙古自治区,2001,8.1525,1.9053,5.7,0.5448,4.57,4.405
150000,内蒙古自治区,2000,5.8719,1.4561,3.97,0.4427,4.3,3.8
210000,辽宁省,2019,195.35829,81.91539,,,5.5,3.12482347136108
210000,辽宁省,2018,239.00847,108.98403,,,6.7738292885464,3.98
210000,辽宁省,2017,206.69671,107.63309,,,5.60407971133438,3.46528056501382
210000,辽宁省,2016,245.77486,121.13742,,,6.25904775441346,4.10685422689099
210000,辽宁省,2015,355.58614,168.78849,171.62681,15.17084,6.56818903871078,5.1699594907417
210000,辽宁省,2014,486.18139,254.67607,214.38678,17.11854,6.1925062156508,7.67871535020403
210000,辽宁省,2013,,,,,,
210000,辽宁省,2012,504.16389,256.07767,231.22257,16.86365,6.68,9.88
210000,辽宁省,2011,440.663,224.31136,203.13162,13.22002,7.08743702166057,11.0448447495424
210000,辽宁省,2010,341.15217,173.96424,155.4002,11.7878,7.3,10.7
210000,辽宁省,2009,232.00382,118.8891,105.08633,8.02839,6.85459311542267,9.63791177673939
210000,辽宁省,2008,178.91129,88.35025,85.24999,5.31105,7.14168482398965,9.22240243804933
210000,辽宁省,2007,156.26094,83.68466,67.90778,4.6685,7.44085466820657,9.18580475680622
210000,辽宁省,2006,119.02245,58.16647,57.58,3.27261,6.70554556076247,8.2
210000,辽宁省,2005,111.999,54.3863,54.83,2.77828,7.55905894337649,8.93170504359181
210000,辽宁省,2004,69.56854,29.35195,,,,
210000,辽宁省,2003,51.3813,16.5123,33.28,1.5893,5.05,5.1
210000,辽宁省,2002,40.6326,12.703,26.85,1.0786,4.8,4.4
210000,辽宁省,2001,38.8175,14.8186,23.0,0.9984,5.1,4.672
210000,辽宁省,2000,25.5827,6.673,17.99,0.9173,4.3,3.7
220000,吉林省,2019,154.66856,80.4305,,,8.3,5.62917381447739
220000,吉林省,2018,183.61731,88.34042,,,8.40881055856532,6.87
220000,吉林省,2017,160.59889,89.75989,,,7.23949897218013,6.46288280988899
220000,吉林省,2016,170.62093,91.14511,,,7.47169919956038,7.05480823019151
220000,吉林省,2015,169.90148,96.95797,68.03007,4.91344,7.66594722596738,7.2455138729763
220000,吉林省,2014,198.66312,110.35765,83.06018,5.24529,7.88033327867775,9.518757191242
220000,吉林省,2013,,,,,,
220000,吉林省,2012,141.47607,74.46647,63.25608,3.75352,7.11,8.43
220000,吉林省,2011,148.67392,89.02683,56.92492,2.72217,9.13989240711609,13.4222423830918
220000,吉林省,2010,95.10615,46.05946,45.5762,3.4705,7.1,10.9
220000,吉林省,2009,80.78123,38.72167,39.21618,2.84338,7.06845239527549,12.7427284817035
220000,吉林省,2008,78.39824,41.24635,34.55758,2.59431,7.88198354769911,11.9965331077241
220000,吉林省,2007,32.83472,10.2742,20.3503,2.21022,4.4471057931811,6.31706455213881
220000,吉林省,2006,29.15442,7.5164,20.17,1.4678,4.79756324027499,5.57385610458647
220000,吉林省,2005,19.0965,2.496,15.85,0.754,3.93270525270468,3.93136557573637
220000,吉林省,2004,17.75212,4.23907,,,,
220000,吉林省,2003,15.5079,2.3497,12.76,0.3963,4.47,3.8
220000,吉林省,2002,12.8794,2.9628,9.56,0.3556,4.4,3.6
220000,吉林省,2001,13.657,3.6912,8.16,1.8073,4.98,4.23
220000,吉林省,2000,8.8242,1.7339,6.78,0.3133,3.7,3.5
230000,黑龙江省,2019,86.77597,43.55941,,,7.3,3.94210206850629
230000,黑龙江省,2018,77.36245,23.3972,,,6.4777480992732,3.75
230000,黑龙江省,2017,86.42251,37.51345,,,5.53966663662095,4.28318651157977
230000,黑龙江省,2016,103.30605,51.23825,,,6.0180372207843,5.27708770856653
230000,黑龙江省,2015,100.993,46.52909,50.43294,4.03097,6.01008291638766,5.84640594925194
230000,黑龙江省,2014,113.90175,50.8877,59.22439,3.78966,5.29591167897828,6.34342269378122
230000,黑龙江省,2013,,,,,,
230000,黑龙江省,2012,133.88232,61.78298,67.34744,4.7519,5.64,8.16
230000,黑龙江省,2011,132.19169,58.91873,68.7191,4.55386,6.51460042066562,9.05674218630634
230000,黑龙江省,2010,178.142,56.49312,114.4407,7.2082,10.1,14.9
230000,黑龙江省,2009,133.27067,55.82025,71.59558,5.85484,9.92789754461242,12.3065787821114
230000,黑龙江省,2008,152.06355,45.766,102.15752,4.14003,14.6672955149333,14.625675885507
230000,黑龙江省,2007,34.39898,9.80285,23.31663,1.2795,3.9273721500276,3.76250610987859
230000,黑龙江省,2006,30.51227,7.66411,21.81,1.04309,4.35992073164973,3.71944813737349
230000,黑龙江省,2005,24.5188,5.2342,18.32,0.96512,4.27979388495195,3.48373412479321
230000,黑龙江省,2004,22.35414,4.48498,,,,
230000,黑龙江省,2003,23.2212,5.453,17.21,0.5624,5.28,3.9
230000,黑龙江省,2002,17.6265,4.5741,12.48,0.5674,4.3,3.2
230000,黑龙江省,2001,16.8938,5.3572,11.02,0.513,4.54,3.356
230000,黑龙江省,2000,13.4863,3.107,9.91,0.4686,4.0,3.2
310000,上海市,2019,402.65932,242.18869,,,5.2,3.43968770104654
310000,上海市,2018,401.14397,226.6242,,,5.67211621261247,3.68
310000,上海市,2017,376.69237,213.09714,,,5.86162282110959,3.78809475930268
310000,上海市,2016,397.95197,217.74248,,,6.58185826190313,4.39743307206574
310000,上海市,2015,385.05874,194.46068,186.16559,4.43247,6.81222300938867,4.45428100420964
310000,上海市,2014,383.05265,200.08952,179.13804,3.82509,6.96466822162877,4.82276519690235
310000,上海市,2013,,,,,,
310000,上海市,2012,318.85056,162.68652,152.22458,3.93946,6.58,4.87
310000,上海市,2011,323.50233,166.68739,153.09229,3.72265,7.05370184382765,5.72178397416401
310000,上海市,2010,298.19704,159.78775,134.8598,3.5495,6.9,6.2
310000,上海市,2009,268.35124,137.46803,127.72339,3.15982,7.00556492773781,6.46033398181048
310000,上海市,2008,227.55051,117.38018,107.18536,2.98497,7.01067538766645,6.16319340642327
310000,上海市,2007,165.03591,79.41365,83.42121,2.20105,6.53819857722199,5.67237880386006
310000,上海市,2006,183.29512,103.36812,78.1,1.82722,8.02031790953779,7.28139109846062
310000,上海市,2005,133.8429,66.913,65.17,1.75858,7.08445762430387,6.44160710998133
310000,上海市,2004,122.6833,66.87032,,,,
310000,上海市,2003,80.0563,40.9236,38.05,1.0803,6.69,5.2
310000,上海市,2002,48.0415,23.5432,23.72,0.778,5.8,4.3
310000,上海市,2001,38.6166,19.1779,18.81,0.6261,5.35,4.13
310000,上海市,2000,34.2818,18.4252,15.23,0.6217,5.5,3.9
320000,江苏省,2019,2281.60435,1229.95014,,,6.9,9.93711815293883
320000,江苏省,2018,2284.22349,1161.77379,,,7.4050917992418,11.02
320000,江苏省,2017,1987.98935,1060.25826,,,7.11095588811206,10.4849137682502
320000,江苏省,2016,1815.29266,992.62893,,,7.03826581131464,10.178120280931
320000,江苏省,2015,1741.25822,985.3946,721.78271,34.08091,7.02522122114455,10.596091074116
320000,江苏省,2014,1719.71931,980.44385,709.53856,29.7369,6.99273811507984,11.4054288577836
320000,江苏省,2013,,,,,,
320000,江苏省,2012,1283.2832,727.37791,530.63378,25.27151,6.97,11.1
320000,江苏省,2011,1050.7771,595.86511,433.35935,21.55264,6.94827658364228,10.7498064504171
320000,江苏省,2010,875.39419,496.6263,357.3641,21.4038,7.1,11.8
320000,江苏省,2009,713.55947,400.54283,298.05165,14.96499,6.95130874840761,11.3860108462094
320000,江苏省,2008,624.07014,357.66345,253.52652,12.88017,7.25535396772807,11.5682033446453
320000,江苏省,2007,450.0081,236.87117,203.56851,9.56842,6.41899222711691,9.94780916179916
320000,江苏省,2006,324.63739,164.3108,153.17,7.156,6.0,8.3
320000,江苏省,2005,237.9509,111.9457,120.4,5.61012,5.44640897371262,7.41376738196653
320000,江苏省,2004,179.57977,82.06767,,,,
320000,江苏省,2003,130.1495,54.7982,72.76,2.5868,4.66,5.8
320000,江苏省,2002,93.6746,35.3159,56.03,2.3253,4.3,4.8
320000,江苏省,2001,74.0637,25.8129,46.14,2.1135,4.07,4.441
320000,江苏省,2000,58.5377,20.6569,36.05,1.8346,3.8,4.0
330000,浙江省,2019,977.4559,462.81349,,,4.8,6.65365356617032
330000,浙江省,2018,1026.12295,494.38497,,,3.56835378109764,7.48
330000,浙江省,2017,1286.27705,627.70038,,,4.72273928209821,9.97358328029217
330000,浙江省,2016,1225.18539,573.7787,,,4.90282623583208,10.1356535079409
330000,浙江省,2015,1186.02312,550.87755,616.89658,18.24899,4.94576255574946,10.1767381717231
330000,浙江省,2014,1197.88945,576.25588,606.07527,15.5583,5.28445209008869,10.979734499249
330000,浙江省,2013,,,,,,
330000,浙江省,2012,949.17413,459.68183,474.75195,14.74035,5.48,10.96
330000,浙江省,2011,844.62678,411.57218,419.65201,13.40259,5.66581495361985,11.1865824622819
330000,浙江省,2010,711.11958,348.21702,351.4941,11.4084,5.9,11.5
330000,浙江省,2009,567.45681,274.45471,283.68368,9.31842,5.91796120353632,11.6041810369655
330000,浙江省,2008,464.42423,214.51875,241.67797,8.22751,5.69422268364326,11.1530278016548
330000,浙江省,2007,402.12442,188.72917,206.99553,6.39972,5.76794928161908,10.9406883675841
330000,浙江省,2006,331.1754,152.54088,173.25,5.38382,5.85570204687796,10.7981446431337
330000,浙江省,2005,277.4163,132.4144,140.85,4.14693,5.87903019691216,10.6930046361006
330000,浙江省,2004,217.51507,99.73256,,,,
330000,浙江省,2003,177.6998,83.2163,91.32,3.1643,5.68,9.7
330000,浙江省,2002,128.4708,60.6604,65.29,2.5238,5.6,9.0
330000,浙江省,2001,100.9064,45.8497,53.17,1.888,5.71,8.34
330000,浙江省,2000,74.0235,31.885,40.54,1.5949,5.3,7.1
340000,安徽省,2019,437.95969,232.23875,,,5.2,5.73466985262572
340000,安徽省,2018,503.4891,254.87473,,,6.38261128612085,7.12
340000,安徽省,2017,409.73848,212.08736,,,5.99938896903014,6.6899366539477
340000,安徽省,2016,392.09927,203.62218,,,6.48388408510805,7.13383197219621
340000,安徽省,2015,360.57957,186.87324,166.69397,7.01236,6.33047162773879,7.61755879013493
340000,安徽省,2014,359.12315,193.39305,159.01013,6.71997,6.54984497830032,8.4172491595206
340000,安徽省,2013,,,,,,
340000,安徽省,2012,274.74337,150.8867,117.97288,5.88379,6.49,8.67
340000,安徽省,2011,238.81428,127.12475,106.87938,4.81015,6.63877895736655,9.19371990216049
340000,安徽省,2010,209.97984,98.24701,104.3659,7.3669,7.3,9.9
340000,安徽省,2009,163.20551,74.40929,82.99131,5.80491,7.28735026485454,9.58673593452603
340000,安徽省,2008,132.5599,63.33632,63.56205,5.66153,7.14746712089854,9.49756360370391
340000,安徽省,2007,92.14993,37.82528,51.55833,2.76632,6.07457568759948,7.85804879017167
340000,安徽省,2006,72.07956,25.54708,43.71,2.82295,6.16994568582832,7.83834544827992
340000,安徽省,2005,51.3639,18.0314,31.31,2.0274,5.33074784219349,6.65666929603942
340000,安徽省,2004,43.3945,15.2987,,,,
340000,安徽省,2003,33.1071,11.0443,20.82,1.2414,5.32,5.6
340000,安徽省,2002,27.5184,9.0671,17.3,1.1526,5.2,5.0
340000,安徽省,2001,21.7112,7.2552,13.39,1.0704,5.15,5.226
340000,安徽省,2000,12.6076,2.8127,8.95,0.8423,4.2,3.8
350000,福建省,2019,805.02514,388.08132,,,6.1,11.5387232051569
350000,福建省,2018,819.52762,386.47453,,,7.09620220940321,12.76
350000,福建省,2017,688.08428,338.166,,,6.88521633761417,12.5518009391027
350000,福建省,2016,561.76798,279.4527,,,6.58467354071142,11.8056997552597
350000,福建省,2015,523.94943,263.11439,248.58973,12.24531,6.88880195801698,12.2806144190626
350000,福建省,2014,466.60039,234.11507,223.57746,8.90786,6.97541668927085,12.2418399861565
350000,福建省,2013,,,,,,
350000,福建省,2012,307.39142,151.21261,149.211,6.96781,6.95,12.06
350000,福建省,2011,258.5482,126.47016,127.67174,4.4063,7.00176298605413,12.4179983739826
350000,福建省,2010,190.85355,87.3488,99.6735,3.8313,6.5,11.0
350000,福建省,2009,156.34604,65.6737,87.95001,2.72233,7.09333305579332,10.7013051213822
350000,福建省,2008,122.40097,51.95791,67.70011,2.74295,6.6064857288706,9.824686993692
350000,福建省,2007,94.15277,37.55319,54.93127,1.66831,6.09732190899143,9.01612977903663
350000,福建省,2006,71.01826,30.88814,38.78,1.34678,6.11179592001723,7.91997723023246
350000,福建省,2005,50.9765,19.6898,30.3,0.98923,5.83270653392742,6.59868606764483
350000,福建省,2004,38.81377,15.73432,,,,
350000,福建省,2003,30.68,11.582,18.41,0.6846,5.58,4.9
350000,福建省,2002,23.1295,9.174,13.47,0.4881,5.7,4.2
350000,福建省,2001,23.6135,8.9109,14.27,0.4349,6.4,5.185
350000,福建省,2000,14.1997,2.5831,11.18,0.4411,5.2,3.2
360000,江西省,2019,455.07608,232.04904,,,5.7,8.89908073726128
360000,江西省,2018,456.09103,227.99964,,,6.52173520748134,7.71
360000,江西省,2017,384.95241,197.92963,,,6.24232376951969,9.442413484517
360000,江西省,2016,369.47748,186.80104,,,7.13410798390637,10.7173309851192
360000,江西省,2015,324.36554,162.89103,153.36431,8.1102,7.04760683353194,12.0204101863417
360000,江西省,2014,296.62376,156.45303,134.12658,6.04415,7.19500659191492,12.5651934523455
360000,江西省,2013,,,,,,
360000,江西省,2012,188.74821,94.80412,90.12229,3.8218,6.77,12.2
360000,江西省,2011,128.4587,62.37206,62.91735,3.16929,6.13030711918253,11.4161103974464
360000,江西省,2010,116.02939,56.19013,56.9549,2.8844,6.9,12.3
360000,江西省,2009,90.73249,42.11759,45.83787,2.77703,6.85682869818363,11.181466411602
360000,江西省,2008,85.17153,39.0995,43.46324,2.60879,8.24552727389323,12.2477655599192
360000,江西省,2007,46.64495,18.85024,26.65605,1.13866,5.93341229972184,8.37968001678345
360000,江西省,2006,36.36209,13.48487,21.66,1.21364,5.43614481679331,7.28548699799649
360000,江西省,2005,35.267,15.5667,18.49,1.21404,6.23047324910984,7.86094312228495
360000,江西省,2004,21.78517,7.37774,,,,
360000,江西省,2003,19.2964,5.8418,11.9,1.552,5.37,5.4
360000,江西省,2002,13.4489,4.0478,7.92,1.4791,5.5,4.6
360000,江西省,2001,7.2464,1.5635,5.32,0.3678,4.28,3.32
360000,江西省,2000,4.4866,0.6157,3.55,0.3182,3.9,2.7
370000,山东省,2019,788.38862,412.48148,,,5.5,5.03895003536647
370000,山东省,2018,771.39957,403.02039,,,5.98063440967756,5.55
370000,山东省,2017,801.87151,465.40208,,,6.98631032512567,6.24203906430965
370000,山东省,2016,725.55963,415.2766,,,7.19271394083058,6.51551765529953
370000,山东省,2015,696.53351,407.13274,272.81238,16.58839,7.42437174751084,7.02105715845349
370000,山东省,2014,714.05051,424.86403,272.52693,16.65955,7.66686739482167,7.82928391775741
370000,山东省,2013,,,,,,
370000,山东省,2012,548.90148,318.68552,215.20215,15.01381,7.54,7.9
370000,山东省,2011,498.21852,291.77231,191.69057,14.75564,7.68511804430833,8.33738365567165
370000,山东省,2010,453.98756,266.39676,175.3769,12.2139,8.3,9.4
370000,山东省,2009,362.65704,206.51151,144.66208,11.48345,7.91973916298912,8.9075904128973
370000,山东省,2008,304.32178,180.53031,113.83186,9.95961,7.96250652598189,8.68082269551307
370000,山东省,2007,222.11461,119.00841,94.98953,8.11667,6.75316421636068,7.26682462938696
370000,山东省,2006,192.81098,103.2536,83.13,6.42931,6.90630163849983,7.27143262824316
370000,山东省,2005,166.0544,86.7836,72.2,7.07091,6.61808633646758,7.10445187391535
370000,山东省,2004,125.37235,64.79713,,,,
370000,山东省,2003,87.6677,41.0531,43.2,3.4195,5.92,5.5
370000,山东省,2002,66.6717,31.2306,32.75,2.692,5.8,5.1
370000,山东省,2001,56.1028,26.2288,28.04,1.831,5.7,5.235
370000,山东省,2000,41.9264,18.2235,21.65,2.0496,5.1,4.9
410000,河南省,2019,1072.45047,588.73501,,,8.4,10.5958990520519
410000,河南省,2018,1041.18341,536.01911,,,9.16492739768954,10.62
410000,河南省,2017,876.94548,473.98896,,,8.69417841237272,10.9696867409208
410000,河南省,2016,832.33314,438.52695,,,9.44975495756011,11.8168969042621
410000,河南省,2015,607.68992,337.46437,253.50741,16.71814,7.55114960778732,9.84874764646155
410000,河南省,2014,589.84654,321.01169,253.25085,15.584,7.45519218366499,10.2349275029033
410000,河南省,2013,,,,,,
410000,河南省,2012,437.69997,232.90062,192.52913,12.27022,7.28,10.56
410000,河南省,2011,381.392,200.09098,169.63022,11.6708,7.22421479699637,10.716774944003
410000,河南省,2010,323.44151,161.51391,151.3226,10.605,7.3,11.3
410000,河南省,2009,247.79669,118.71827,119.78747,9.29095,6.889965382661,10.3982135076662
410000,河南省,2008,192.3243,93.58628,91.68964,7.04838,6.81022162091003,10.1544479064525
410000,河南省,2007,131.77677,57.49387,69.88132,4.40158,6.1242442091686,8.92255327781191
410000,河南省,2006,87.89759,37.15022,47.3,3.45067,5.74146787296102,7.82348958118929
410000,河南省,2005,62.5556,25.5655,33.42,3.57058,5.86742859584755,6.77738844525301
410000,河南省,2004,46.80768,19.17619,,,,
410000,河南省,2003,29.7621,9.4049,18.79,1.5631,4.69,4.5
410000,河南省,2002,24.5271,7.5985,15.74,1.1896,4.6,4.4
410000,河南省,2001,20.2791,5.8802,13.61,0.7842,4.48,4.646
410000,河南省,2000,14.8742,3.1281,10.94,0.8075,4.2,4.2
420000,湖北省,2019,1248.07853,672.39952,,,7.4,8.38684943362875
420000,湖北省,2018,1327.6337,733.90604,,,8.77259881312579,10.19
420000,湖北省,2017,912.53707,515.1008,,,6.81469191775496,7.96860700369854
420000,湖北省,2016,872.38924,475.71948,,,7.35424059514284,8.85377176907515
420000,湖北省,2015,858.18293,472.60612,371.01386,14.56295,8.10152517095901,9.64801840296622
420000,湖北省,2014,732.17889,391.02088,328.34174,12.81627,7.27841753049909,9.68806764556814
420000,湖北省,2013,,,,,,
420000,湖北省,2012,532.59009,278.55181,244.58522,9.45306,7.56,9.1
420000,湖北省,2011,434.09452,231.58973,194.6619,7.96889,7.77049506386361,8.90573843319897
420000,湖北省,2010,335.87908,180.83774,148.2763,6.7651,7.7,8.9
420000,湖北省,2009,245.7391,126.54786,113.51278,5.67846,7.18137943260828,7.89472607974292
420000,湖北省,2008,188.2179,93.40294,88.69878,6.11618,7.22502909745762,8.34696559868973
420000,湖北省,2007,147.56153,69.88374,72.97698,4.70081,6.99077263112088,7.49769635972782
420000,湖北省,2006,103.32625,40.33779,59.12,3.86994,6.19832469873507,7.6908623218022
420000,湖北省,2005,74.0222,26.6394,43.97,3.41449,5.48590131713133,6.49262788189847
420000,湖北省,2004,66.78224,28.40901,,,,
420000,湖北省,2003,54.7484,19.0795,33.54,2.1338,6.27,6.0
420000,湖北省,2002,39.0134,12.9633,24.2,1.8488,6.1,5.2
420000,湖北省,2001,27.804,8.8285,17.64,1.3342,5.26,4.628
420000,湖北省,2000,21.6898,5.8425,14.36,1.4881,4.8,4.1
430000,湖南省,2019,718.60527,324.53939,,,6.7,10.1498947670131
430000,湖南省,2018,707.62678,317.5943,,,7.38539071371318,11.24
430000,湖南省,2017,547.92621,246.76309,,,6.50511780531894,10.2377898741099
430000,湖南省,2016,502.96703,230.30135,,,6.88598209443783,10.8587042666082
430000,湖南省,2015,454.64795,216.33867,227.10044,11.20884,6.85658209346823,11.3793471019541
430000,湖南省,2014,429.01818,208.1834,212.97033,7.86445,7.12540099422171,12.4759036968282
430000,湖南省,2013,,,,,,
430000,湖南省,2012,307.23261,149.64866,151.34141,6.24254,6.97,12.2
430000,湖南省,2011,267.02912,124.76971,136.98542,5.27399,6.82063703779802,12.7241899537074
