省份编码,省份,年份,建筑业房屋施工面积(万平方米),建筑业房屋竣工面积(万平方米),国有建筑业房屋施工面积(万平方米),国有建筑业房屋竣工面积(万平方米),集体建筑业房屋施工面积(万平方米),集体建筑业房屋竣工面积(万平方米)
210000,辽宁省,2018,13659.8,4310.0,846.5,216.3,414.3,255.3
210000,辽宁省,2017,16505.9632,5317.6061,689.2117,174.6254,707.9083,247.7795
210000,辽宁省,2016,20390.6939,6852.4726,823.4143,276.7333,733.408,420.6413
210000,辽宁省,2015,28937.1255,10397.9467,1655.7234,394.1388,951.984,567.4762
210000,辽宁省,2014,47860.9981,16514.3611,1865.7851,507.9322,1560.4907,1006.1938
210000,辽宁省,2013,42288.9762,19786.373,4055.5502,1071.1863,1972.8235,1227.9571
210000,辽宁省,2012,40049.7985,17465.3679,3219.6582,803.1404,1711.9017,1161.5793
210000,辽宁省,2011,34890.4138,16692.0914,3609.4032,765.8659,1758.2782,1109.1093
210000,辽宁省,2010,26807.0,13003.3,1878.0,651.2,1833.9,1011.4
210000,辽宁省,2009,18760.5004,9228.3663,1815.2766,640.9547,1237.2706,805.0596
210000,辽宁省,2008,14616.7997,6707.4578,1473.5493,524.5322,1088.4973,622.8306
210000,辽宁省,2007,13704.34,6051.4,1779.32,552.37,1152.34,672.52
210000,辽宁省,2006,12102.3,6259.88,1642.69,712.04,1415.97,790.77
210000,辽宁省,2005,10224.91,5111.06,1531.77,581.9,1245.83,694.97
210000,辽宁省,2004,8668.5911,3851.1333,2819.0528,,,
210000,辽宁省,2003,8198.13,3957.05,1292.85,550.57,1582.96,926.27
210000,辽宁省,2002,7235.0,4037.0,1435.5,705.0,1676.6,1094.7
210000,辽宁省,2001,6970.2,3994.3,1832.3,885.6,1895.8,1247.3
210000,辽宁省,2000,6334.9,3547.9,1721.4,818.7,2357.9,1574.6
220000,吉林省,2019,7987.5094,2935.199,81.4622,37.2842,19.2607,4.096
220000,吉林省,2018,8504.2,3132.4,115.2,76.9,25.0,17.0
220000,吉林省,2017,9336.2053,3834.2952,156.4154,89.456,52.4498,12.0473
220000,吉林省,2016,10634.3925,5211.3797,219.4862,82.6943,69.9752,12.7643
220000,吉林省,2015,12237.2472,5602.6133,227.7514,92.0317,93.911,24.7132
220000,吉林省,2014,13992.9498,7334.9577,376.7946,216.3669,72.7064,62.0319
220000,吉林省,2013,12518.7939,6344.096,560.6114,303.943,121.4074,82.4359
220000,吉林省,2012,13133.1248,6026.6461,490.1915,191.8498,154.4542,124.4744
220000,吉林省,2011,7446.6948,4194.6001,285.8561,79.7002,181.6436,154.5428
220000,吉林省,2010,5900.7,4272.9,205.9,157.3,69.1,40.8
220000,吉林省,2009,5352.6991,3946.3049,360.1397,217.9693,155.8425,81.4393
220000,吉林省,2008,5435.74,3378.0835,333.5543,187.9486,119.6966,114.7172
220000,吉林省,2007,4586.11,2542.61,498.47,154.45,253.77,111.26
220000,吉林省,2006,3637.95,1932.71,399.34,180.98,190.71,113.63
220000,吉林省,2005,3165.91,1744.69,975.71,519.08,152.62,115.09
220000,吉林省,2004,2400.737,1186.5083,1530.5849,,,
220000,吉林省,2003,2538.8,1626.77,973.28,573.9,244.27,193.75
220000,吉林省,2002,2475.56,1597.47,917.0,574.3,260.7,216.7
220000,吉林省,2001,2474.2,1716.4,936.2,615.2,537.0,464.4
220000,吉林省,2000,2209.5,1439.7,1282.4,768.6,402.2,320.2
230000,黑龙江省,2019,3430.1481,1301.4012,854.0203,142.7581,75.7783,35.7877
230000,黑龙江省,2018,3765.4,1438.5,660.7,101.5,202.5,142.9
230000,黑龙江省,2017,4768.6565,2126.988,886.6213,187.5232,359.7203,250.9866
230000,黑龙江省,2016,5404.1344,2746.9485,1057.2233,324.9765,416.0322,258.7469
230000,黑龙江省,2015,5524.2452,2968.0523,1113.6435,340.4308,418.0933,302.0489
230000,黑龙江省,2014,7034.5701,3884.5578,1310.1774,446.8311,560.6557,353.5267
230000,黑龙江省,2013,8174.7622,4390.0544,1589.3809,433.519,709.2225,446.4906
230000,黑龙江省,2012,8563.4965,4340.8264,1606.0656,450.5619,788.9013,516.4893
230000,黑龙江省,2011,8904.7576,4438.386,2272.855,726.8951,708.4157,439.1544
230000,黑龙江省,2010,7170.7,3619.9,1483.2,608.8,611.2,366.7
230000,黑龙江省,2009,5001.3788,3420.0856,958.097,721.9286,481.6229,319.8986
230000,黑龙江省,2008,5480.5956,2414.4924,1040.7862,339.1865,740.6645,289.9204
230000,黑龙江省,2007,4354.59,2381.27,880.81,476.11,497.49,304.2
230000,黑龙江省,2006,4847.15,2380.01,986.3,394.21,610.98,359.2
230000,黑龙江省,2005,4467.71,2249.66,781.26,397.65,571.1,309.87
230000,黑龙江省,2004,3864.1316,2039.6552,1313.3759,,,
230000,黑龙江省,2003,3743.36,2181.31,929.21,510.25,617.15,336.14
230000,黑龙江省,2002,3325.9,2120.5,875.3,489.3,678.5,476.0
230000,黑龙江省,2001,3336.5,2242.1,1120.2,718.4,848.5,621.9
230000,黑龙江省,2000,2962.6,1886.9,1085.8,641.2,966.5,652.0
310000,上海市,2019,50918.8822,9231.9544,16824.4685,2593.0419,69.3809,37.1862
310000,上海市,2018,47577.4,7960.1,14141.8,1659.6,75.8,44.7
310000,上海市,2017,41197.4873,8066.5417,1078.7992,282.3828,64.8234,28.9338
310000,上海市,2016,36019.7162,7481.1531,1158.9218,351.4543,84.7924,39.5523
310000,上海市,2015,36659.769,7258.6919,1174.5841,177.9565,137.5003,106.7693
310000,上海市,2014,34994.6773,7580.7655,1285.7139,288.2554,109.4035,50.4822
310000,上海市,2013,30057.8353,7073.8295,1339.156,377.579,227.603,85.3016
310000,上海市,2012,27961.548,6476.0722,1327.9282,237.2994,337.0309,197.9517
310000,上海市,2011,24885.7878,5984.7415,1432.3958,303.1831,472.7094,159.2213
310000,上海市,2010,22996.8,6217.1,1251.0,176.5,597.1,211.8
310000,上海市,2009,19069.9042,5719.9319,1155.3015,257.3804,489.7126,269.8937
310000,上海市,2008,18054.9864,5723.8961,1868.3496,513.1279,533.9776,288.7441
310000,上海市,2007,16040.51,6090.22,1482.12,654.91,673.18,347.39
310000,上海市,2006,15868.22,6506.4,2862.84,940.43,1050.2,522.74
310000,上海市,2005,14138.05,5643.32,2353.63,693.06,771.65,407.54
310000,上海市,2004,10263.2889,4613.8631,3770.3359,,,
310000,上海市,2003,9978.6,3609.2,1680.34,506.5,1177.24,459.15
310000,上海市,2002,6240.08,2426.8,644.0,259.3,917.0,457.5
310000,上海市,2001,5437.5,2124.1,1222.8,458.9,941.7,431.9
310000,上海市,2000,4625.8,1710.0,929.1,263.0,838.4,390.0
320000,江苏省,2019,255156.6622,77823.4031,7120.3886,1053.0709,588.8908,284.5336
320000,江苏省,2018,249176.8,74806.3,2620.1,551.5,716.7,305.0
320000,江苏省,2017,232034.2425,75454.2907,4116.4483,813.3716,731.0306,343.0722
320000,江苏省,2016,221493.5747,74990.2877,3859.2308,851.1836,716.8705,384.5348
320000,江苏省,2015,215591.9706,76823.9167,3409.5366,649.9139,1101.3634,629.019
320000,江苏省,2014,213038.7838,76795.0375,3353.3429,872.3919,1059.5173,657.243
320000,江苏省,2013,196773.8528,68993.0722,2714.1105,696.1829,2622.3186,1243.8078
320000,江苏省,2012,166779.1164,61241.6896,2228.0629,667.4357,2379.3311,1122.7487
320000,江苏省,2011,145451.4799,54650.2039,1897.1802,532.9235,2210.909,1333.0621
320000,江苏省,2010,119035.5,48560.1,1646.2,594.5,3308.9,1638.7
320000,江苏省,2009,99659.9191,43307.5216,1928.257,728.8152,4050.2189,2096.8808
320000,江苏省,2008,90434.447,40735.8364,1545.3845,800.6871,6473.302,3276.6525
320000,江苏省,2007,79901.63,34992.2,1731.17,577.85,6746.8,3647.8
320000,江苏省,2006,63140.49,28715.39,1419.15,781.05,5466.56,2979.54
320000,江苏省,2005,52242.23,25391.86,1447.23,673.23,5585.17,2925.71
320000,江苏省,2004,39999.1071,19739.5634,7048.6659,,,
320000,江苏省,2003,33949.95,17730.02,1947.99,899.18,6010.94,3513.84
320000,江苏省,2002,27753.39,15478.58,3694.0,1885.2,6823.4,4185.0
320000,江苏省,2001,23953.8,13994.1,3690.1,1807.9,7709.1,5173.3
320000,江苏省,2000,21190.2,12237.6,4110.6,1968.8,9932.8,6261.7
330000,浙江省,2019,182718.4698,43545.5977,344.5453,54.8286,1354.6089,280.8269
330000,浙江省,2018,214499.4,62123.3,359.7,98.3,2223.4,964.6
330000,浙江省,2017,205794.8486,66565.3265,384.9713,121.9497,2404.8302,1106.7562
330000,浙江省,2016,198401.2405,68818.5203,366.768,114.8446,2511.9327,1009.7236
330000,浙江省,2015,201542.1742,68316.3178,469.8772,132.3734,2350.9228,1064.2457
330000,浙江省,2014,201851.2921,66483.0495,516.0426,118.4361,2323.0954,893.521
330000,浙江省,2013,185017.5171,61549.4403,536.1068,125.8219,2761.9824,857.528
330000,浙江省,2012,166969.2047,55467.841,528.3579,114.3743,2317.4331,799.0511
330000,浙江省,2011,147121.8156,51151.8386,510.8233,120.1929,2069.2327,685.5665
330000,浙江省,2010,123587.0,45099.2,443.8,99.4,2822.4,573.2
330000,浙江省,2009,105607.4102,40239.7059,558.1842,142.0957,1583.5223,731.2211
330000,浙江省,2008,92568.0976,37339.0177,585.0988,200.869,1618.2867,722.4234
330000,浙江省,2007,84476.9,34085.6,538.8,212.05,1735.79,754.22
330000,浙江省,2006,70344.79,29151.43,579.07,208.16,1921.78,879.74
330000,浙江省,2005,59883.68,24637.11,448.17,151.23,2279.14,967.75
330000,浙江省,2004,50042.0434,25629.9625,2608.7656,,,
330000,浙江省,2003,39473.4,16183.93,600.39,237.03,3660.05,1552.88
330000,浙江省,2002,28512.8,12781.8,611.0,232.0,3766.2,1676.6
330000,浙江省,2001,21842.2,10035.6,635.9,275.9,3769.6,1776.8
330000,浙江省,2000,16570.1,7145.3,930.5,392.5,5371.6,2365.0
340000,安徽省,2019,48611.3907,15706.7104,7182.1608,793.0233,379.0297,310.2419
340000,安徽省,2018,46758.4,15894.5,7521.9,1193.8,375.6,290.9
340000,安徽省,2017,44221.2648,14981.1977,9220.9316,1053.0664,367.0652,293.8735
340000,安徽省,2016,40126.3827,14590.6601,6920.7249,951.8606,394.7014,321.3025
340000,安徽省,2015,41476.4918,15553.6229,8814.4079,1139.1187,446.4794,312.3303
340000,安徽省,2014,39488.4431,15339.4318,6119.4162,1150.7348,474.5125,310.4622
340000,安徽省,2013,36274.0803,14851.1064,7293.0051,1312.8157,599.7875,375.3312
340000,安徽省,2012,33335.6471,13346.2062,6479.9743,1566.5184,590.8672,379.9374
340000,安徽省,2011,28226.8633,11897.813,5677.4247,1261.3435,544.3055,373.61
340000,安徽省,2010,23295.7,10512.4,4552.3,1040.8,691.7,347.5
340000,安徽省,2009,18690.8907,8812.4227,3599.1871,1051.9259,790.0525,442.6604
340000,安徽省,2008,16782.8758,7874.2228,3261.3084,1026.0194,720.5522,391.5326
340000,安徽省,2007,14388.05,7213.65,2795.43,881.63,767.52,453.81
340000,安徽省,2006,12121.12,5916.47,2604.78,928.3,822.56,461.68
340000,安徽省,2005,9873.66,5081.27,1994.78,747.17,933.33,553.89
340000,安徽省,2004,8012.6102,4264.8825,2105.3765,,,
340000,安徽省,2003,7357.7,4017.63,1490.71,672.34,2258.47,1296.9
340000,安徽省,2002,6344.31,3847.63,1248.4,645.5,2491.3,1584.6
340000,安徽省,2001,5991.7,3605.6,1409.2,665.5,2618.2,1677.7
340000,安徽省,2000,4631.3,2595.3,1166.5,566.5,2430.1,1447.0
350000,福建省,2019,76606.328,17810.5134,2731.7265,624.0715,1914.6479,253.8299
350000,福建省,2018,72626.8,17294.2,2991.3,946.5,1655.1,224.8
350000,福建省,2017,65711.8241,16895.0373,2929.2503,913.9444,1365.3625,237.2795
350000,福建省,2016,62920.6897,18121.2018,2935.5682,811.0882,1234.6957,331.6141
350000,福建省,2015,59277.3253,16631.273,3533.7429,1024.3083,1269.2896,368.2654
350000,福建省,2014,57385.667,15392.7055,3506.7674,720.4787,1634.18,332.979
350000,福建省,2013,48254.0323,13860.9898,5860.9055,786.0194,1121.8192,284.8644
350000,福建省,2012,41821.7822,12343.7685,5194.9583,907.7585,1121.241,365.5033
350000,福建省,2011,35674.4457,10943.784,4055.6774,696.1556,1148.517,332.3831
350000,福建省,2010,28406.9,9095.8,3063.4,498.5,884.1,277.5
350000,福建省,2009,21690.9657,7435.0559,2253.8726,562.3412,913.4307,309.5753
350000,福建省,2008,20028.2856,7637.7618,2436.2408,693.0933,1227.927,434.4656
350000,福建省,2007,17743.89,6010.26,2053.71,574.63,1369.72,422.44
350000,福建省,2006,13854.5,4825.62,2033.32,298.07,1105.76,384.17
350000,福建省,2005,10268.29,4191.35,1862.81,655.17,1657.55,643.8
350000,福建省,2004,6841.1005,2375.8898,2121.0685,,,
350000,福建省,2003,6440.08,2952.12,1487.55,533.1,1725.7,776.31
350000,福建省,2002,5541.02,2518.53,1874.9,732.0,1936.6,929.6
350000,福建省,2001,4931.1,2436.7,1543.4,563.0,1518.8,871.0
350000,福建省,2000,4085.4,1729.0,1574.6,546.4,1294.4,618.7
360000,江西省,2019,33897.5122,14870.0099,1442.9537,544.9255,2102.7153,1196.4235
360000,江西省,2018,33274.7,15638.5,1431.6,543.6,1969.5,1064.6
360000,江西省,2017,30726.8292,15042.2416,1726.1975,591.6263,2295.4125,1331.9815
360000,江西省,2016,28446.1578,14835.7866,1453.0855,654.6675,2196.1941,1430.3163
360000,江西省,2015,28895.3587,14255.5959,1276.5368,575.4777,2264.4277,1365.4811
360000,江西省,2014,27732.0365,12724.6967,1776.604,606.7526,2502.8285,1400.8024
360000,江西省,2013,23144.3755,11881.1888,2886.2041,1047.5311,2823.6344,1559.2206
360000,江西省,2012,18889.3703,10148.8313,2744.3441,1066.8456,2752.0184,1536.1878
360000,江西省,2011,15514.2596,7813.1756,2512.0973,990.7506,2747.9918,1618.0877
360000,江西省,2010,13669.7,6488.1,2321.6,696.3,3805.2,1790.0
360000,江西省,2009,12015.7302,5944.1056,3280.2988,870.9596,3110.1879,1688.443
360000,江西省,2008,10668.8681,5238.5512,2100.2945,796.1274,3323.0611,1502.1352
360000,江西省,2007,9232.87,4571.38,1913.15,679.08,3128.42,1438.6
360000,江西省,2006,8201.34,4358.64,1776.69,871.28,2720.62,1356.08
360000,江西省,2005,7281.2,4030.51,1468.13,668.32,2666.1,1530.41
360000,江西省,2004,5663.207,2890.0966,1820.9602,,,
360000,江西省,2003,5145.13,2750.86,1466.86,683.58,2245.09,1167.33
360000,江西省,2002,3530.8,1915.7,1112.7,577.0,1581.3,823.2
360000,江西省,2001,2958.8,1591.8,1282.2,542.4,1451.8,896.7
360000,江西省,2000,2572.3,1359.8,1000.1,463.6,1457.4,830.4
370000,山东省,2019,83686.0541,21925.6865,7419.51,1261.0488,2391.4019,945.8039
370000,山东省,2018,81483.6,22255.7,4299.3,944.3,2694.1,1081.2
370000,山东省,2017,77332.7255,23344.4088,6737.6138,1106.3195,3388.5308,1506.1075
370000,山东省,2016,72090.6101,23721.3245,5950.1371,1160.8587,3752.7595,1848.3317
370000,山东省,2015,69478.5957,23656.9577,5507.1468,1098.7555,3970.4656,1860.2275
370000,山东省,2014,71083.3343,24220.7926,4847.3042,896.9571,4372.1732,2111.5512
370000,山东省,2013,64589.884,23737.2907,4466.6644,927.6999,4727.1137,2326.246
370000,山东省,2012,56902.1175,21526.9412,4634.528,1029.2218,4703.1918,2302.3759
370000,山东省,2011,50504.4898,19277.3544,3540.2736,855.4064,4875.3336,2476.7611
370000,山东省,2010,44828.8,19179.7,2779.0,782.4,4668.0,2534.1
370000,山东省,2009,38945.9437,16646.8972,3029.0046,662.9183,4169.3391,2283.0779
370000,山东省,2008,34106.0031,15540.8958,1982.9029,677.3019,4315.7323,2354.6978
370000,山东省,2007,32255.33,15162.58,3900.96,1435.87,4984.52,2693.88
370000,山东省,2006,29301.66,13538.35,2941.03,854.26,4978.47,2715.12
370000,山东省,2005,25449.9,11883.06,3375.81,1191.09,5081.71,2775.41
370000,山东省,2004,21561.9143,9239.8258,5244.757,,,
370000,山东省,2003,18714.41,9139.84,3267.81,1111.32,5179.45,2818.38
370000,山东省,2002,15184.09,8064.93,2598.7,1136.2,5100.7,2921.4
370000,山东省,2001,13184.6,7077.0,2564.6,1178.7,4714.6,2726.2
370000,山东省,2000,11392.2,5924.2,2430.1,1030.0,5486.5,3091.6
410000,河南省,2019,64256.068,20736.2231,1993.6865,602.2947,1377.6885,758.3205
410000,河南省,2018,63789.7,20623.9,9718.1,471.8,1517.5,885.8
410000,河南省,2017,55694.6804,20226.0219,2684.441,338.1607,1543.2543,767.6621
410000,河南省,2016,55784.0254,19425.7959,2495.3621,458.9914,1513.6107,882.1495
410000,河南省,2015,53132.4816,17963.7472,1691.23,397.9208,1578.3933,824.0304
410000,河南省,2014,48825.3472,19818.3178,1838.2208,379.5404,1685.1438,954.6754
410000,河南省,2013,43408.6286,18179.1369,2316.6977,432.5815,2066.4647,1175.3059
410000,河南省,2012,38328.7267,16397.5853,1878.4797,517.7268,1911.1339,1146.0843
410000,河南省,2011,33282.0128,15146.8277,1661.744,479.0249,1879.4712,1147.9249
410000,河南省,2010,28677.1,13156.0,1027.4,401.5,1675.9,1020.4
410000,河南省,2009,24596.0371,11994.2342,800.5412,359.5342,1858.8552,1051.0286
410000,河南省,2008,21966.419,10394.3118,1115.4573,427.0614,1892.3288,1068.6146
410000,河南省,2007,19015.67,9177.8,1943.49,619.93,1851.72,1124.59
410000,河南省,2006,14472.92,6530.01,1728.58,567.39,1589.26,839.02
410000,河南省,2005,10813.15,4787.12,1715.2,709.94,1803.03,943.12
410000,河南省,2004,8471.9247,3499.5103,3253.7589,,,
410000,河南省,2003,8026.07,3433.59,2163.06,898.25,1899.12,956.64
410000,河南省,2002,7118.44,3630.82,2166.3,1011.9,1877.0,1088.0
410000,河南省,2001,6295.5,3146.1,2551.3,1095.8,2600.5,1465.6
410000,河南省,2000,5308.3,2629.3,2156.6,908.7,2358.7,1320.5
420000,湖北省,2019,92042.234,33907.9216,18241.7536,3782.5199,524.0325,314.8056
420000,湖北省,2018,88238.1,32691.9,6260.8,1126.8,420.9,254.8
420000,湖北省,2017,79257.6895,30836.8579,17032.9452,2708.8967,538.1932,392.7356
420000,湖北省,2016,72835.0503,28613.4551,14282.7193,2127.8686,545.2523,400.5525
420000,湖北省,2015,62204.7205,26828.9202,5471.265,851.6708,532.9027,390.1008
420000,湖北省,2014,62227.8802,24867.258,8672.5111,462.8532,577.7172,440.816
420000,湖北省,2013,48937.9576,22773.7168,9188.7999,1561.4767,1278.3777,1027.168
420000,湖北省,2012,39113.8986,20397.2896,6410.4317,1166.0966,978.8849,753.0843
420000,湖北省,2011,31023.7549,16468.0945,6078.5801,2054.9863,861.8527,654.4741
420000,湖北省,2010,25046.7,12813.4,4827.1,1771.5,687.3,474.3
420000,湖北省,2009,20499.326,10280.7232,4413.9526,1506.9805,940.5193,565.5338
420000,湖北省,2008,18272.8598,9152.4581,2776.7394,722.254,885.1729,566.0773
420000,湖北省,2007,16679.68,8425.01,4618.18,1218.8,1244.22,696.33
420000,湖北省,2006,14478.24,7376.19,3811.18,1137.11,1021.58,678.75
420000,湖北省,2005,12091.16,6896.85,3498.98,1683.55,1459.13,862.85
